text,gemma3_label
I diplomatici ga dito che i gaveva trovà bastansa ambiguità nea costitusion afgana da dìr che el bałotagio no gera necesario.,politics
"Dopo i risultati, GGingrich ga parlà ben de Santorum, ma ga dito parołe pesanti su Romney da parte del quałe ghe gera ìsta ‘na canpagna negativa in Iowa contro Gingrich.",politics
Xe el quinto CEP de Martelly in quatro ani.,politics
"Ła medaja d’oro ołimpica dovéa nodàr nei 100 e 200 metri stiłe łibero e in tre stafete ai zioghi del Commonwealth, ma par via dełe so lamentełe ła so sałute xe stà messa in dubio.",sports
"Oltre a essar stà canpion del mondo e ołimpico, Saito al momento dea so mort gera presidente del comitato de ałenamento dea Federasion Giaponese de Judo.",sports
"El Comitato Ołimpico Internasionae ga votà par includar i sport ała riunion del consijo esecutivo ancùo a Berlìn. El rugby, in particołare rugby union, e golf xe stà sełesionài asième a altri sinque sport par essar presi in considerassion par far parte dełe Ołimpiadi.",sports
El torneo pí grando de l’anno el se disputa a dicembre nei campi da poło a Las Cañitas,sports
Da quando xe ‘ndà nea capitałe catałana Vidal ga ziogà 49 partìe col club.,sports
"Tegnèr un sano equiłibrio energetico, bevar tant e ben e capìr i vari aspèti dee pratiche de integrasion pol aiutar gli atleti a far mèjo e aumentar a gioia del far sport.",health
"Al terso posto Hamlin xe vìnti punti da drìo, ma zinque davanti a Bowyer. Kahne e Truex Jr xe rispetivamente quinto e sesto co 2220 e 2207 punti.",sports
El record de Nadal contro el canadese xe 7-2.,sports
Jarque a inissio jornada gera a Coverciano in Itałia drìo far ałenamento prima dea stajon. Gera ntel’albergo dea squadra prima de ‘na partìa in programa domenega contro el Bołogna.,sports
I timori pai pochi trasporti ga fatto saltàr fòra ła posibiłità che ła partìa gabia da essar xiogada a porte seràe sensa i tifosi deła squadra.,sports
Tommy Dreamer ga dito “Luna gera ła Regina de l’Estremo. A me prima manager. Luna xe morta ntea notte dełe do lune. ‘na roba unica proprio come ea. Femena forte.,entertainment
El siator orbo dea Połonia Maciej Krezel a ła guida Anna Ogarzynska xe rivài tredicesimi nel Super-G. Jong Seork Park dea Corea del Sud xe rivà vintiquatresimo nel Super-G dei omeni sentài.,sports
"Pa łe notisie sui tornei e sul dove comprar bijeti pa łe partie de poło, daghe na ociada a l’Asociacion Argentina de Polo.",sports
"E partìe xé tacàe ae 10 del matìn col bel tenpo e, trane un fiantìn de piova a metà matìna chel passéa subito, xé stà ‘na giornada perfetta par el rugby a 7.",sports
Arly Velasquez del Messico xe rivà quindicesimo nel Super-G omeni sentài. Adam Hall de Nova Zełanda xe rivà nono nel Super-G dei omeni in pìe.,sports
L’ultima partìa dea serie sarà a l’Ellis Park de Johannesburg prosima setimana quando i Springboks ziogarà contro l’Austrałia.,sports
Co bone condisión te podarè far pí strada che caminando - ma soło raramente te ragiungiarè łe vełocità del sci de fondo sensa un zaino pesante sułe piste batue.,sports
Sète punti da drìo Johnson xe secondo co 2243.,sports
"El “canyoning” (o “canyoneering)”) el xe el ‘ndar fin baso a un canyon, che l’è seco o pien de àcua.",travel
"Robin Uthappa ga fatto pì punti dei inning, 70 corse in soło 41 bałe colpendo 11 quatro e 2 sìe.",sports
"Sport invernałi xe famosi soratuto ntee rejoni del nord, coi ‘tałiani che partecipa a gare internasionai e ae Ołimpiadi.",sports
"Maroochydore ga finìo in testa, sìe punti davanti a Noosa seconda.",sports
Michael Schumacher ga finìo ła gara poc dopo Alonso par via dea sospension rotta ntee tante bataje durante ła gara.,sports
"Magnàr ben e basta no pol far fare dee gran prestasion, ma pol vér un bon efèto sul benessere generałe dei atleti zovani.",health
No xe stà bon de ciapàr łe medesine pa superàr el so dołor parché łe xe vietà dai Zioghi.,sports
Resercadori ga visto che łe femene ga el dopio de posibiłità de vér la SM rispeto ai mas-ci.,health
"I liquori ilegałi i poł contegnar varie impurità pericołose come el metanoło, che el poł causar cecità o morte parfin in picołe dosi.",health
"Sol che i efèti del catastrofismo, no dea depresion e dea paura gera condisionà da regołari sessioni setimanałi de PA.",health
"Aver tante machine porta anca a tanti incidenti sue strade, e cuesto porta a l’invensiòn de nove tecniche mediche par curar i corpi danegiai.",health
"I capi del studio dise che podarìa far trovàr prima el cancro, tubercołosi, HIV e małaria in pasienti de paesi povari, dove el tasso de sopravivensa pa małatie come el cancro al seno pol essar anca metà de quel dei paesi ricchi.",health
"El dotor Ehud Ur, profesor de medesina a l’Università Dalhousie a Halifax, Nova Scossia e capo dea division clinica e sientifia de l’Asociasion Diabete del Canada ga avisà che el studio xe ancora nee fasi inisiałi.",health
"Sti putei i tende a ficarse in molti guai, parché ""i se inpegna in conportamenti ris-ciosi, i barufa e i sfida l'autorità"" pa stimołar el so serveo, parché ‘st’ultimo no riesse a essar stimołà tramite i metodi normałi.",health
I umani pol essar colpìi respirando acqua infèta portà da l’aria e dae onde.,health
Alcune persone łe crede che sperimentar bastansa spesso molti sogni indotti artificialmente posse essar molto estenuante.,health
Potro a ‘sto punto se ga fatto curar ła spała ma xe tornà a ziogàr.,sports
"Inoltre l’inposibiłità de farlo ga gravi conseguense: depression deła cressita, malnutrission e infine morte.",health
Funsionari dea cità de Amsterdam e del Museo Anna Frank dise che l’albero xe infetà da un fongo e xe ‘na minàcia par ła sicuressa dea xente parché i dise che gera in pericoło de cascàr.,politics
"L’ospedàl ga seguìo el protocoło pal controło de l'infesion, conpreso tegnèr lontan el pasiente da chealtri par evitàr de infetàrli.",health
L’Istituto dea giustissia e democrasìa de Haiti gà fato riferimento a dei studi indipendenti che suggerisse che el battajon nepalese dee Nassioni Unite el gà portà inavertitamente a maeattia a Haiti.,health
"Łe małatie infetive stese, o animałi pericołosi che i ghe fa małe o i copa ła xente co ła forsa de sołito no i se quałifica come animałi nocivi.",health
"I tosati co sto disturbo i ga dificoltà a concentrarse so robe come el laoro scołastico, ma i riesse a farlo so robe che i ama fare come xiogar o vardar i so cartoni preferìi o scrivar frasi sensa puntegiatura.",health
Nel giro de un anno ‘na peesona infèta pol infetàr da 10 a 15 contàti streti.,health
"Quando i combatimenti xe finìi dopo che i ferìi xe stà portài a l'ospedàl, circa 40 dei altri prisonièri rimasti xe restà nel cortìl e ga rifiutà de tornàr nee o cełe.",politics
I dotori véa tacà a essar reclutài da l'inperador Augusto e a formar parfin el primo Corpo Medico Romano da sfrutar dopo łe bataje.,health
Tutavia l’autista ga subìo ferite serie ała testa.,health
"“Dès gavemo sorzi de 4 mesi che no ga el diabete e che prima lo gavéa,” ga zontà.",health
L’avełenamento interno podarie no essar subito visibiłe. Sintomi come el vomito xe bastansa generałi par far na diagnosi imediata.,health
De conseguensa i atori fuma canoni sul palco e el teatro stesso incoragia el publico a unirse.,entertainment
I Aerosmith ga scanseà el resto dei concerti del tour.,entertainment
Se te voł esar visin a l’asión te ghe da entrar presto pa otegnar na piasoła de campejo visina ała musica.,travel
Ghe xe tanti formati de pełicoła diversi che xe stai doparai nel corso dei anni. El pí comune l’è ła pełicoła 35 mm standard (negativo 36 x 24 mm).,science/technology
"Anca se questa xe ‘na roba che sucède spesso, ła se vietà da Disney: i bijeti no xe trasferibiłi.",entertainment
Ogni episodio gera su un tema de un libro particoare e po esplorea ‘sto tema co diverse storie.,entertainment
Tanti schermi tełevisivi xe stà messi in varie piasse de Roma pa far in modo che a xente podesse vedar ła cerimonia.,entertainment
Sofocle e Aristofane xe autori ancora famosi e łe so opere xe considerae tra łe mèjo opere dea leteratura mondiàe.,entertainment
Ogni episodio po el consijea libri che i bocie avarìe dovest zercàr in biblioteca.,entertainment
"Soa fisarmonica, pa vér pì vołume, usa el sofieto co pì pression o vełocità.",science/technology
Ti poł vedar łe piramidi col scuro e ti poł vedarle in siłensio prima che el spetacoło el scomisie.,travel
"Esenpi de atività da far sul posto xe a càcia, pesca, fotografia, el rimàrco oxèi, visitàr parchi e lo studio dee informasioni su l'ecosistema.",geography
Ła Sfinge ła xe el sfondo e el narador de na storia longa.,entertainment
"De sołito i ga oferte speciałi de cibo, bibite e divertimento pa tegner de bon umore i clienti e continuare a farghe spendar schei.",entertainment
"L’organisasion globałe, che zà trasmete in inglese e giaponese, xe drìo lanzàr programi in spagnoło, ‘tałiàn e coreàn par ła tełevision, el web e i dispositivi mobiłi.",science/technology
"Prima dei Simpson, Simon gavéa laorà in tante produssioni co diversi ruołi.",entertainment
Questo permetarà ai ziogadori de controłàr assioni e movimenti dei videozioghi movendo el dispositivo par aria.,science/technology
Almanco 100 persone xe ndà ała festa par festegiàr el primo aniversario dea coppia che se ga sposà l’anno scorso.,entertainment
"Do canson del film Audition (The Fools Who Dream) e City of Stars xe candidàe come canson originałe pì bea. El studio Lionsgate ga vùo 26 candidature, pì de ogni altro studio.",entertainment
La crosta xe spessa circa 70 km sul lato vicino e 100 km sul lato lontàn.,science/technology
Pì a sud ghe xe Niagara Falls e a nord ghe xe ła bełezza naturałe incontaminà de Muskoka e oltre.,geography
"Ellsworth Land ła xe ła rejón a sud deła Penisoła, delimitada dal mar de Bellingshausen.",geography
Ła Traversada (o Autostrada) del Poło Sud ła xe un itinerario de 1600 km dała Stasión McMurdo nel Mar de Ross al Poło.,geography
Da na posisión che ła domina ła parte nord del Machu PIcchu ghe xe sta montagna ripida che spesso xe el sfondo de tante foto dełe rovine.,geography
"Encelado xe l'ogèto pì rifletente nel sistema sołare, riflète circa el 90 persento dea luce sołare che ghe va dòs.",science/technology
No se pol vedar altro che el ciel linpido e beissimo sora e i tanti monti intorno. Molto poco de sto mondo pol essar visto o sentìo da l'interno dea grota.,geography
"Dès el Giapon. El Giapon gera un paese de isołe, come ła Gran Bretagna.",geography
"Al so masimo el ciclone tropicałe Gonu, dal nome de ‘na borsa de fòje de palma in lengua dee Maldive, ga ragiunto venti a 240 chiłometri a l’ora (149 mija a l’ora).",science/technology
"Ła superficie dea Turchia, conpresi i laghi, ocupa 783.562 chiłometri quadrati (300.948 mija quadrate) dei quałi 755.688 chiłometri quadrati (291.773 mija quadrate) xe nel sud ovest de l’Asia e 23764 chiłometri quadrati (9,174 mija quadratei) in Europa.",geography
"Łe isołe Shetland Meridionài, scoverte nel 1819, łe xe reclamae da diversi stati e łe ga el major numero de basi, co sedese ative nel 2020.",geography
Apia ła xe ła capitałe dełe Samoa. Ła citadina ła xe su l’isoła de Upolu e ła ga na popołasión de domenti 40.000 abitanti.,geography
Sicome ła tenpesta xe lontana dała tèra xe difissie vałutàr el potensiałe inpato sui Stati Uniti e sui Caraibi.,geography
Xe pì fina soto i mari e pì spessa soto i altipiani.,geography
Le foreste però no xe soło pałudi de mangrovie - łe ga anca quel che resta dee grandi giungle che ‘na volta coverzéa ła pianura del Gange.,geography
A mappa internasionałe sui terremoti del Osservatorio Geologico Statunitense (“United States Geological Survey”) no ga mostrà terremoti in Islanda a setimàna prima.,science/technology
"Pusada soa cima de una dełe montagne a nord deła Mecca, ła grota xe completamente isołada dal resto del mondo.",geography
