premise,hypothesis,gpt_label
四角く白い深皿にパスタ料理と緑色の野菜が盛り付けてあります。,白いお皿に盛られた、パスタと野菜の数々です。,0
白いお皿に盛られた、パスタと野菜の数々です。,四角く白い深皿にパスタ料理と緑色の野菜が盛り付けてあります。,0
プールサイドに黄色いビーチチェアがいくつか並んでいます。,プールサイドに七色のビーチチェアがいくつか並んでいます。,2
プールサイドに黄色いビーチチェアがいくつか並んでいます。,池の周りに黄色いビーチチェアがいくつか並んでいます。,2
プールサイドに七色のビーチチェアがいくつか並んでいます。,プールサイドに黄色いビーチチェアがいくつか並んでいます。,0
池の周りに黄色いビーチチェアがいくつか並んでいます。,プールサイドに黄色いビーチチェアがいくつか並んでいます。,1
野球の打者がバットを構えている横には捕手と審判が構えており、右端に次の打者が控えています。,野球の試合で打者がバットを構えています。,0
野球の試合で打者がバットを構えています。,野球の打者がバットを構えている横には捕手と審判が構えており、右端に次の打者が控えています。,0
街路樹の間の通路に通行止めの立て看板が設置されています。,街路樹の間の通路に通行止めの立て看板が設置されていません。,2
街路樹の間の通路に通行止めの立て看板が設置されていません。,街路樹の間の通路に通行止めの立て看板が設置されています。,2
草地の上で象が１頭歩いています。,草原で象が歩いているところです。,0
道路脇に、たくさんの旅行用かばんが置かれています。,銀色の車の後ろにはたくさんのトランクが置いてあります。,1
銀色の車の後ろにはたくさんのトランクが置いてあります。,道路脇に、たくさんの旅行用かばんが置かれています。,0
片足をスケートボードに乗せている。,スケートボードの上に、片足だけ載せています。,0
スケートボードの上に、片足だけ載せています。,片足をスケートボードに乗せている。,0
山の脇を、影を落としながら貨物列車が走っています。,2階建てのコンテナの貨物列車が走っています。,1
2階建てのコンテナの貨物列車が走っています。,山の脇を、影を落としながら貨物列車が走っています。,1
海の側の建物の近くにプールがあります。,海の前にプールがあるホテルが建っている。,1
踏み切りの中を車が通行しているところです。,踏み切りの中を自転車が通行しているところです。,0
踏み切りの中を車が通行しているところです。,踏み切りの中を乳母車が通行しているところなんです。,2
踏み切りの中を車が通行しているところです。,踏み切りの中をお年寄りが通行しているところです。,1
踏み切りの中を自転車が通行しているところです。,踏み切りの中を車が通行しているところです。,1
踏み切りの中を乳母車が通行しているところなんです。,踏み切りの中を車が通行しているところです。,0
踏み切りの中をお年寄りが通行しているところです。,踏み切りの中を車が通行しているところです。,2
広い道には白い車が路肩に止まっています。,ビル街の道路を走る車列や、路肩に止まっているトラックです。,1
ビル街の道路を走る車列や、路肩に止まっているトラックです。,広い道には白い車が路肩に止まっています。,1
木の枝の上に黒い動物が１匹います。,木の枝に黒い大きな動物が登っています。,1
若者2人が通りでスケートボードをしています。,路上でスケートボードで滑っている人をスケートボードに乗ったカメラマンが撮っています。,2
店内に沢山のサーフボードが展示されています。,木製の高い天井まで床から２０メートルくらいあります。,1
路上にある赤い消火栓を使って消火活動をしています。,青い消火栓から消火活動をしている。,2
路上にある赤い消火栓を使って消火活動をしています。,消火栓からの消火活動が終わった。,1
青い消火栓から消火活動をしている。,路上にある赤い消火栓を使って消火活動をしています。,2
消火栓からの消火活動が終わった。,路上にある赤い消火栓を使って消火活動をしています。,2
石の上に置いてある2台の携帯電話。,石の上に置いてある1台の携帯電話。,0
石の上に置いてある2台の携帯電話。,石の上に置いてある2台の電池。,1
石の上に置いてある2台の携帯電話。,机の上に置いてある1台のお皿。,1
石の上に置いてある2台の携帯電話。,椅子の上に置いてある2台の携帯電話。,2
石の上に置いてある1台の携帯電話。,石の上に置いてある2台の携帯電話。,2
石の上に置いてある2台の電池。,石の上に置いてある2台の携帯電話。,1
机の上に置いてある1台のお皿。,石の上に置いてある2台の携帯電話。,2
椅子の上に置いてある2台の携帯電話。,石の上に置いてある2台の携帯電話。,2
雪山の道で、青いスケートボードを手に持って、男性が立っています。,全身黒のウェアを着た男性が青いスノーボードを持って雪の中に立っています。,2
ガラス製の容器にさした花が飾られています。,ガラス製の容器にさした花が荒らされています。,2
ガラス製の容器にさした花が荒らされています。,ガラス製の容器にさした花が飾られています。,1
女性が公園でフリスビーを楽しんでいる。,女の子たちがフリスビーの取り合いをしています。,1
横たわっている犬が銀色のティアラを身につけています。,イヌがティアラをかぶっています。,0
イヌがティアラをかぶっています。,横たわっている犬が銀色のティアラを身につけています。,1
1台のオートバイが前から走ってきます。,舗装された山道を、バイクが走行しています。,1
水面に一槽のボートが停止しています。,湖の岸に木のボートが止まっています。,1
湖の岸に木のボートが止まっています。,水面に一槽のボートが停止しています。,0
トレーの上に、サラミがトッピングされたピザが乗っています。,こげ茶色のトレーに丸いピザが乗っています。,0
こげ茶色のトレーに丸いピザが乗っています。,トレーの上に、サラミがトッピングされたピザが乗っています。,1
丸テーブルの上に携帯電話が４個あります。,机上に携帯電話が四つ置かれています。,0
スタジアムにいる野球選手達と大勢の観客達。,野球場の客席には沢山の人が座っており、グラウンドには６人の野球選手と１人の審判が立っています。,1
野球場の客席には沢山の人が座っており、グラウンドには６人の野球選手と１人の審判が立っています。,スタジアムにいる野球選手達と大勢の観客達。,0
鉄板の上に、ピザが1枚焼かれています。,ピザが一枚乗っているトレイを傾けています。,1
レーサーの乗ったバイクから煙が噴き出しています。,煙がでている単車とそれにまたがるライダーです。,0
草地の消火栓の奥にレンガ造りの建物が見えます。,建物の前に赤い消火栓が設置されています。,1
建物の前に赤い消火栓が設置されています。,草地の消火栓の奥にレンガ造りの建物が見えます。,1
スケートボードでジャンプした男性がいます。,スケートボードで大きくジャンプしているスケートボーダー。,0
キリンが、木の下で舌を出しています。,キリンが、木の上で舌を出しています。,2
キリンが、木の下で舌を出しています。,キリンが、木の下でちんこを出しています。,2
キリンが、木の上で舌を出しています。,キリンが、木の下で舌を出しています。,2
キリンが、木の下でちんこを出しています。,キリンが、木の下で舌を出しています。,1
色とりどりの洋式便器が置いてあります。,白、青、赤、黄色、様々な便器が並べられています。,0
建物が立ち並ぶ場所にある案内板です。,支柱に白い標識が設置されています。,1
WOODと書かれた白い看板が立っています。,支柱に白い標識が設置されています。,0
支柱に白い標識が設置されています。,建物が立ち並ぶ場所にある案内板です。,1
支柱に白い標識が設置されています。,WOODと書かれた白い看板が立っています。,1
キリンが高い所にある木の葉を食べている。,キリンが首を伸ばして、木についている葉を食べています。,0
スキー板をつけた人たちが雪道を移動しています。,スキー板がはずれている。,2
スキー板がはずれている。,スキー板をつけた人たちが雪道を移動しています。,2
１匹のキリンが木の葉を食べています。,象が水を飲んでいます。,1
１匹のキリンが木の葉を食べています。,キリンが水を飲んでいます。,1
象が水を飲んでいます。,１匹のキリンが木の葉を食べています。,1
キリンが水を飲んでいます。,１匹のキリンが木の葉を食べています。,1
赤ん坊がテーブルの上に乗っています。,赤ん坊がテーブルの近くにいます。,0
赤ん坊がテーブルの上に乗っています。,赤ちゃんの上にテーブルがあります。,2
赤ん坊がテーブルの近くにいます。,赤ん坊がテーブルの上に乗っています。,2
赤ちゃんの上にテーブルがあります。,赤ん坊がテーブルの上に乗っています。,2
荷台に犬を乗せた自転車が走っています。,人が、自転車の荷台に白い犬を乗せて走っています。,1
人が、自転車の荷台に白い犬を乗せて走っています。,荷台に犬を乗せた自転車が走っています。,0
スニーカーが置かれた床にネコがいます。,スニーカーの側に一匹の猫が横になっている。,0
雪が積もった街の道路を赤いバスが運行しています。,建物の前の道には赤いバスが停車しています。,1
建物の前の道には赤いバスが停車しています。,雪が積もった街の道路を赤いバスが運行しています。,1
男性がコントローラーを手にゲームをプレイしています。,部屋の中で男性がテレビゲームを遊んでいます。,0
軍服の女性が巨大なハサミで男性のネクタイを鋏んでいます。,迷彩柄の服を着た女性がおもちゃのハサミで男性のネクタイを切るまねをしています。,1
迷彩柄の服を着た女性がおもちゃのハサミで男性のネクタイを切るまねをしています。,軍服の女性が巨大なハサミで男性のネクタイを鋏んでいます。,2
サバンナでキリンが首を伸ばして立っています。,草原の木の陰に一頭のキリンが立っています。,1
庭の片隅に人形が置いてあります。,にんじんを持ったおじさんの像が置かれています。,2
にんじんを持ったおじさんの像が置かれています。,庭の片隅に人形が置いてあります。,0
象が一頭、草原をゆったりと歩いています。,アフリカゾウが食事をしています。,1
夜に道路わきで女性が携帯をかけています。,暗い中、若い女性が電話で話している。,0
暗い中、若い女性が電話で話している。,夜に道路わきで女性が携帯をかけています。,0
公園の樹木のそばに二頭の羊がいます。,公園に二頭のやぎがいる。,1
公園に二頭のやぎがいる。,公園の樹木のそばに二頭の羊がいます。,1
レンガの塀の上で男性がスケートボードでジャンプしています。,スケートボーダーがジャンプをしています。,0
黒い服を着た男性がスケートボードに乗りながらレンガの塀の上でジャンプしています。,建物の塀の上で男性がスケートボードをしています。,0
スケートボーダーがジャンプをしています。,レンガの塀の上で男性がスケートボードでジャンプしています。,1
建物の塀の上で男性がスケートボードをしています。,黒い服を着た男性がスケートボードに乗りながらレンガの塀の上でジャンプしています。,1
夕暮れ、大木の下でスキーを楽しむ三人。,スキーヤーが三人雪面を滑っています。,0
スキーヤーが三人雪面を滑っています。,夕暮れ、大木の下でスキーを楽しむ三人。,1
よく晴れた夕暮れの海岸で遊んでいる人がいます。,曇った夕暮れの海岸で遊んでいる人がいます。,2
よく晴れた夕暮れの海岸で遊んでいる人がいます。,よく晴れた夕暮れの土手で遊んでいる人がいます。,1
よく晴れた夕暮れの海岸で遊んでいる人がいます。,よく晴れた明け方の海岸で遊んでいる人がいます。,1
曇った夕暮れの海岸で遊んでいる人がいます。,よく晴れた夕暮れの海岸で遊んでいる人がいます。,2
よく晴れた夕暮れの土手で遊んでいる人がいます。,よく晴れた夕暮れの海岸で遊んでいる人がいます。,1
よく晴れた明け方の海岸で遊んでいる人がいます。,よく晴れた夕暮れの海岸で遊んでいる人がいます。,1
家具や冷蔵庫が白で統一されたキッチンです。,キッチンに食器棚と冷蔵庫が設置されています。,0
キッチンに食器棚と冷蔵庫が設置されています。,家具や冷蔵庫が白で統一されたキッチンです。,1
道路にトラックが列をつくっています。,街中の道路にトラックが連なってあります。,0
街中の道路にトラックが連なってあります。,道路にトラックが列をつくっています。,0
台所の冷蔵庫やレンジの前の調理台の傍に人がいます。,台所の冷蔵庫の中に人がいます。,2
台所の冷蔵庫の中に人がいます。,台所の冷蔵庫やレンジの前の調理台の傍に人がいます。,1
オレンジ色の服を着た人が、テニスラケットを持っています。,オレンジ色の服を着た人が、バトミントンラケットを持っています。,1
オレンジ色の服を着た人が、テニスラケットを持っています。,オレンジ色の服を着た人が、卓球のラケットを持っています。,1
オレンジ色の服を着た人が、テニスラケットを持っています。,ブルーの服を着た人が、テニスラケットを持っています。,1
オレンジ色の服を着た人が、テニスラケットを持っています。,オレンジ色の服を着た人が、テニスラケットを捨てています。,1
オレンジ色の服を着た人が、バトミントンラケットを持っています。,オレンジ色の服を着た人が、テニスラケットを持っています。,1
オレンジ色の服を着た人が、卓球のラケットを持っています。,オレンジ色の服を着た人が、テニスラケットを持っています。,1
ブルーの服を着た人が、テニスラケットを持っています。,オレンジ色の服を着た人が、テニスラケットを持っています。,1
オレンジ色の服を着た人が、テニスラケットを捨てています。,オレンジ色の服を着た人が、テニスラケットを持っています。,1
テーブルに赤い花瓶が置かれています。,花瓶にドライフラワーが飾ってあります。,1
花瓶にドライフラワーが飾ってあります。,テーブルに赤い花瓶が置かれています。,1
開いたドアの中に白いキッチンがあります。,キッチンのドア脇に青い袋がかけてあります。,1
キッチンのドア脇に青い袋がかけてあります。,開いたドアの中に白いキッチンがあります。,1
テニスプレイヤーがボールを打ち返しました。,テニスプレーヤーがコート上で打球動作をしています。,0
テニスプレーヤーがコート上で打球動作をしています。,テニスプレイヤーがボールを打ち返しました。,0
机の上にはスピーカーが取り付けられたパソコンが置かれています。,恐竜の画面の映ったパソコンがあります。,1
恐竜の画面の映ったパソコンがあります。,机の上にはスピーカーが取り付けられたパソコンが置かれています。,1
時計の隣の部分から日陰になっています。,古い建物の壁に、時計が組み込まれています。,1
古い建物の壁に、時計が組み込まれています。,時計の隣の部分から日陰になっています。,1
テーブルの上にルームライトが置かれています。,テーブルの上に大きな絵がかかっています。,1
テーブルの上にルームライトが置かれています。,大きな額縁の前にランプなどが置かれたテーブルがある。,1
