premise,hypothesis,gpt_label
"Ukaw wali wakiskirïna qhispiyañatakixa, janiw kunjamats uka hidrogen wumwa jaqt'añatakix mä 30ukhatx utjkanati,mä C124.",Mä wakiskiriw qhispiyañatak utjäna.,0
"Ukaw wali wakiskirïna qhispiyañatakixa, janiw kunjamats uka hidrogen wumwa jaqt'añatakix mä 30ukhatx utjkanati,mä C124.","H-wumwa uk qhipiyäñ munapxayäta, kunalaykutix wali ch'amanaw apnaqañaxa",1
Ukhamat janiw kunatapunis ukx sum yattkti.,Kunatäkitix ukx sum yatisktxa.,2
Ukhamat janiw kunatapunis ukx sum yattkti.,"Janiw yatxtti, kunattï jupax yatiqañ utanak maysar apki ukxa.",1
Ukhamat janiw kunatapunis ukx sum yattkti.,Janipuniw kunats ukham utjawayi ukx yattkti.,0
"Jupax Fannie Flonowa. Ag--Augusta, GA uksan jilsuniwayi, ukhamipanxa kuntix jisk'akan ukhatx amtaski ukanak arst'ani.","Fannie Flonox mayamp wakichañapänawa, ukat janiw jichhürux kuns arskstaspati.",2
"Jupax Fannie Flonowa. Ag--Augusta, GA uksan jilsuniwayi, ukhamipanxa kuntix jisk'akan ukhatx amtaski ukanak arst'ani.","Fannie Flonox akankxiwa, ukatxa kuntix Augusta , GA uksan jisk'äsin uñjaniwayixa, ukanakxat arst'arakstani.",0
"Jupax Fannie Flonowa. Ag--Augusta, GA uksan jilsuniwayi, ukhamipanxa kuntix jisk'akan ukhatx amtaski ukanak arst'ani.","Fannie Flonox inas jan pachanikchinti, ukhamarus arst'awayapxstuwa.",1
Ukat phisqha wakiskirinakaruw U2 ukanakaruw jaqt'atayna.,U2 ukampiw wakt'ayata.,0
Ukat phisqha wakiskirinakaruw U2 ukanakaruw jaqt'atayna.,Janiw U2 ukampix kunkipans aruskipatakiti.,2
Ukat phisqha wakiskirinakaruw U2 ukanakaruw jaqt'atayna.,U2 wakiskirinakampiw sapürupuniw jan jaytasis pusitunk maranakaw irnaqaniwayata.,1
Naya sapamaynikiw uka kuna jisk'a kamaranakatix patxanakan utjki uk wakicht'añx yatiyäta.,Naya sapak uka mayjt'ayirinak apnaqañax janiw nayapachpar walt'ayxituti.,1
Naya sapamaynikiw uka kuna jisk'a kamaranakatix patxanakan utjki uk wakicht'añx yatiyäta.,Uka yant'anakax uka jisk'a alayankir kamaranakan wakt'ayata.,1
Naya sapamaynikiw uka kuna jisk'a kamaranakatix patxanakan utjki uk wakicht'añx yatiyäta.,Nanak pachpat uka mayjt'ayirinak yant'irinakax utjäna.,1
"Nayatwa, ukatwa, jilir yatichir sarjintu, kunjamti Rick jiskäna ukhama.",Aka urutakix irnaqaskaktwa.,1
"Nayatwa, ukatwa, jilir yatichir sarjintu, kunjamti Rick jiskäna ukhama.",2002 maran jaytawayxta.,1
"Nayatwa, ukatwa, jilir yatichir sarjintu, kunjamti Rick jiskäna ukhama.",Rick jupax juwilataxtwa sasin satätama.,1
"Uka qullqi aljatanak qillqatanakax imañanakax utjxiwa, uy, ay, uka Cuttytakiwa, alasirin sutipawa.",Uka alasiri Cuttyx phaxsinx 10000 ch'uxña qullq payllatawa.,1
"Uka qullqi aljatanak qillqatanakax imañanakax utjxiwa, uy, ay, uka Cuttytakiwa, alasirin sutipawa.",Mä alasiriw Cutty sutin utji.,0
"Uka qullqi aljatanak qillqatanakax imañanakax utjxiwa, uy, ay, uka Cuttytakiwa, alasirin sutipawa.",Janiw Cutty sutin alasirix utjkiti.,2
Kawknïr tawaqutix yanapirjamak jupax aka marka qhursaxsunkiwa.,"Kawknïr tawaqun yanapaptix munktxa ukax, wali janyanpun qami.",1
Kawknïr tawaqutix yanapirjamak jupax aka marka qhursaxsunkiwa.,Kawknïr imill wawatix yanapkitan jupax 5 millanak jaypachan qami.,1
Kawknïr tawaqutix yanapirjamak jupax aka marka qhursaxsunkiwa.,Janiw khitis yanapirix utjkiti.,2
"Ukhamarus jupanakax khitinakas patan qamasiris, khitinakas utawjan qamasiripxi ukham jaljatanawa, niyas akhamjamanawa…",Taqinipuniw pata pampanx irqanaskiristwa sasinx iyawapxatayna.,1
"Ukhamarus jupanakax khitinakas patan qamasiris, khitinakas utawjan qamasiripxi ukham jaljatanawa, niyas akhamjamanawa…","Janiw sum sum amuyapkataynati, khitis pata pampan jakirixa, ukat khitirakis utan jakirix taqi ukanakxa.",1
"Ukhamarus jupanakax khitinakas patan qamasiris, khitinakas utawjan qamasiripxi ukham jaljatanawa, niyas akhamjamanawa…","Janiw sum sum khitipunis pata pampan uka qhiyanakamp irnaqani, ukat khitis utan utapampanak pichani, uka amuyapkataynati.",1
"Jichhürux Tercera SS, U2 Quick ukatxa Blackbird jupanakaw arxayt'apxstani.",Jupax jan juk'amp arsuñatakiw amtawayxi.,1
"Jichhürux Tercera SS, U2 Quick ukatxa Blackbird jupanakaw arxayt'apxstani.",Jupax kimsa suwmarinunakat parli.,0
"Jichhürux Tercera SS, U2 Quick ukatxa Blackbird jupanakaw arxayt'apxstani.",Jupax kimsa kastat parli.,1
"Nayax akham sañ muntha, akhamjama, phisqha wawanikipxanawa. Mayniw jiwawayxi.",Taqpach wawanakapax jakasipkakinwa.,2
"Nayax akham sañ muntha, akhamjama, phisqha wawanikipxanawa. Mayniw jiwawayxi.",Phisqhan wawanakatx mä wawaw jiwi.,0
"Nayax akham sañ muntha, akhamjama, phisqha wawanikipxanawa. Mayniw jiwawayxi.",Jiwir wawax usutaw jisk'atpach yuritayna.,1
"Ukhamawa, Androv Gromikov jupax janiw kuns jayskiti, ukharamarus taki U2 jupan pilikulanak luratanakaw utjäna.",U2 jupax walja pilikulanak luri.,0
"Ukhamawa, Androv Gromikov jupax janiw kuns jayskiti, ukharamarus taki U2 jupan pilikulanak luratanakaw utjäna.",U2 jupax mä tunilar pilikulanak uma manqhat apsunitayna.,1
"Ukhamawa, Androv Gromikov jupax janiw kuns jayskiti, ukharamarus taki U2 jupan pilikulanak luratanakaw utjäna.","Janiw imatanakax utjkanati, ukhamipanxa, aliq chiqt'atakixanawa.",1
"Jachaw jalaqtanitu sanawa, ukatxa Joe jupax pirchakamaw sari, siwa.","Kunawsatix pirchar makhatanim sataynaxa, jachanakapax williqtaskanawa.",1
"Jachaw jalaqtanitu sanawa, ukatxa Joe jupax pirchakamaw sari, siwa.",Jupax mayak jank'akiw jachanakap Joe jupar pirchat jaquwachasinx picharasitayna.,1
"Jachaw jalaqtanitu sanawa, ukatxa Joe jupax pirchakamaw sari, siwa.",Wali kusisitapuninaw Joe jupar jachir uñjasinxa.,1
"Ukhamarus pachp awyunas phichhantasiskchinaxa, ¿kunatrak phichhantaspacha, ukat kunatrak wali chhullqhi plumunikasinsa jithitatpacha?","Ninan ch'amapax mä nakhantawinxa, jiwt'ayasirakispawa.",1
"Ukhamarus pachp awyunas phichhantasiskchinaxa, ¿kunatrak phichhantaspacha, ukat kunatrak wali chhullqhi plumunikasinsa jithitatpacha?",Radiacionax wakiskir chiqawjaruw awyun nakhantatatx mantaspana.,1
"Ukhamarus pachp awyunas phichhantasiskchinaxa, ¿kunatrak phichhantaspacha, ukat kunatrak wali chhullqhi plumunikasinsa jithitatpacha?",Uka radiacionax janiw mä nakhantäwinx mantkaspati.,1
"Akax Clem Francis p'iqiñchir yatichir sarjintuwa, jupax fuerzas aereas EEUU markan juwilatawa",Irpirix Fuerzas Aéreas EEUU tuqit juwilatawa.,0
"Akax Clem Francis p'iqiñchir yatichir sarjintuwa, jupax fuerzas aereas EEUU markan juwilatawa",Irpirix jichhakiw aka pä simanakakiskiw juwilasitapaxa.,1
"Akax Clem Francis p'iqiñchir yatichir sarjintuwa, jupax fuerzas aereas EEUU markan juwilatawa","Fuerza Aérea EEUUtuqinkir irpirix jichhakiw qallantaski, aka simanakiw qallantawayi.",1
"Ukhamaxa, mä simananx paya kimsa ukha awyunanakaw purxapxi, ukhamarus janirakiw kawkhar jalatapas yatiskanati.",Mä awiyunatx juk'amp awiyunanakaw mä simamanx purini,0
"Ukhamaxa, mä simananx paya kimsa ukha awyunanakaw purxapxi, ukhamarus janirakiw kawkhar jalatapas yatiskanati.",Awyunanak wali apnaqañax janiw walt'aykiti.,1
"Ukhamaxa, mä simananx paya kimsa ukha awyunanakaw purxapxi, ukhamarus janirakiw kawkhar jalatapas yatiskanati.",Janiw kuna awyunas purinkiti.,2
"Jupanakax alaxpachar sarañ isinakampix yant'asxapxataynawa, ukatxa uka alaxpachar sarañ isimp uchasiñax ch'amawa.",Uka alaxpachar sarañ isimp isisiñ yatsuñax kimsa phaxsiw yatiqaña.,1
"Jupanakax alaxpachar sarañ isinakampix yant'asxapxataynawa, ukatxa uka alaxpachar sarañ isimp uchasiñax ch'amawa.",Uka alaxpachar sarañ isimp isisiñ yatsuñax walja pachatakiwa.,0
"Jupanakax alaxpachar sarañ isinakampix yant'asxapxataynawa, ukatxa uka alaxpachar sarañ isimp uchasiñax ch'amawa.",Alaxpachar sarañ isimp yatsuñxa aka uru tukusitakiw yatichsurisamäna.,1
"Uka phallirix janiw phallkaspati, ukat janiw kuna axsarañas utjañapakit sañ munayätxa, ukhamarus kuntix uraqir tukuyki, uk uñjasaxa.",Uka phallirix pilutun jiwt'ayatataynawa.,1
"Uka phallirix janiw phallkaspati, ukat janiw kuna axsarañas utjañapakit sañ munayätxa, ukhamarus kuntix uraqir tukuyki, uk uñjasaxa.",Uka phaxllirix jani kunjamats phallirjamakanati.,1
"Uka phallirix janiw phallkaspati, ukat janiw kuna axsarañas utjañapakit sañ munayätxa, ukhamarus kuntix uraqir tukuyki, uk uñjasaxa.","Wali jan walt'awipuniw utjäna, uka phallirix phallirjamäna.",1
May kunajamatix lurañäk ukapachp kunti lurañ munkt ukjam uñstanisti.,"Janiw sum amuykti, kunjamakis akax jumataki.",1
May kunajamatix lurañäk ukapachp kunti lurañ munkt ukjam uñstanisti.,"Chiqawa, lurañ yant'asktwa.",1
May kunajamatix lurañäk ukapachp kunti lurañ munkt ukjam uñstanisti.,Lurañ amtajx alay siman tukuyañ amtasktha.,1
"Ukhamarus ukapachpa, uywanakax chhaqhapxarakikispawa, juk'ampis tarujanaka.",Tarujanakax sapürus uyutx sarxapxakipuniriwa.,1
"Ukhamarus ukapachpa, uywanakax chhaqhapxarakikispawa, juk'ampis tarujanaka.",Tarujanakax sapa kutipuniw sarxapxiri.,1
"Ukhamarus ukapachpa, uywanakax chhaqhapxarakikispawa, juk'ampis tarujanaka.","Tarujanakax suma uñjataxapxanawa, ukhamarak jan chhaqhirjama.",2
Kunawsatix mantapkt ukhax punkunakax jist'antataxanawa.,takpach punkunakaw jistaratäna.,0
Kunawsatix mantapkt ukhax punkunakax jist'antataxanawa.,Llawiinakax nanakax katusipkta.,1
Kunawsatix mantapkt ukhax punkunakax jist'antataxanawa.,punkunakas jistantachija nanakax mantasipkakijawa.,1
Taqpacha apthapitanaka yant'atanak aptapiñax ukhanawa,Taqpacha apthapitanakax wali wakiskiriniw utt'ayañajatakixa.,1
Taqpacha apthapitanaka yant'atanak aptapiñax ukhanawa,"Janiw kun lurañs amuykti uka tapach apthapitanakampixa. Amp suma, juk'amp amuyunakaw wali sum apsuñatakix wakisi.",1
Taqpacha apthapitanaka yant'atanak aptapiñax ukhanawa,Uka taqpach apthapitanakarjamaw sum sum amuyäxa.,1
"Jupaw jutatayna, ukatx punk jist'ari, ukhamarak qhipax uñtir amuyta, ajanupax mayjanawa, ukhamat chuyma ust'atätap amuyaraktha.","Wali kusisita, ukhamarak k'uchikipuninawa, ukhamat punkur liq'intaniraki.",2
"Jupaw jutatayna, ukatx punk jist'ari, ukhamarak qhipax uñtir amuyta, ajanupax mayjanawa, ukhamat chuyma ust'atätap amuyaraktha.","Janis kuna juchanipkirist ukham uñtayapxitu, ukhamarus kuntix jan walt'ayapkayätx ukx yatipxayätwa.",1
"Jupaw jutatayna, ukatx punk jist'ari, ukhamarak qhipax uñtir amuyta, ajanupax mayjanawa, ukhamat chuyma ust'atätap amuyaraktha.","Kunawsatix punkunjam mantankäna, ukhax uñkatatax wali chuyma ust'atapuninawa.",0
Ukhamax janiw kuna wakiskir sarnaqäwis utjkituti.,Janiw kuna aljañ utas utjkituti.,1
Ukhamax janiw kuna wakiskir sarnaqäwis utjkituti.,Mä aljañ utaw utjitu.,1
Ukhamax janiw kuna wakiskir sarnaqäwis utjkituti.,Walja aljañ utanakaw utji.,1
Jupax janiw kuns jupapachpat ni kunpun lurkiti.,Jupax walja yanappun katuqi.,1
Jupax janiw kuns jupapachpat ni kunpun lurkiti.,Jupax manq'añtuqit ukhamarak isinaktuqit yanap katuqi.,1
Jupax janiw kuns jupapachpat ni kunpun lurkiti.,Jupax jupapachpat taqikuns luri.,2
"Ukhamax ay tatitu, sasaw lup'iyäta, ukhamarus Ramunax ukankaskanawa.",Ramunax uta pampan mä sullu wawakaspas ukhamaw lip'iskäna.,1
"Ukhamax ay tatitu, sasaw lup'iyäta, ukhamarus Ramunax ukankaskanawa.",Ramunax amukiw taripaskitäna.,1
"Ukhamax ay tatitu, sasaw lup'iyäta, ukhamarus Ramunax ukankaskanawa.","Ramonax ukham lip'iskakinawa, nayax lakas ansatatataw qhipararaktha.",1
Qhanpachanx jupax wali jank'akipuniwa!,"Walja manq'pun manq'antatayna, ukhamarus janirakiw lik'intkataynati.",1
Qhanpachanx jupax wali jank'akipuniwa!,Jupax janiw sinti lik'ikanati.,1
Qhanpachanx jupax wali jank'akipuniwa!,Jupax wali kusisitapuniwa.,1
Janiw yatxtti inas Agustan qhiparaskchhi.,Jupax Augustan jan walt'awinak utjipans jakaskakitaynawa.,1
Janiw yatxtti inas Agustan qhiparaskchhi.,Jupax Augustan jakaskakitaynawa.,1
Janiw yatxtti inas Agustan qhiparaskchhi.,Jupax jank'akiw Augustat sarawayxatayna.,2
"Taqpach luratajanakaxa…janiw kawkirus sarasipki ukx yatiyapkituti, ni utjnuqäwit qamnuqir sarasin mistusasa.",Janiw kawkirus sarasipktan sasin jikst'irïkti.,1
"Taqpach luratajanakaxa…janiw kawkirus sarasipki ukx yatiyapkituti, ni utjnuqäwit qamnuqir sarasin mistusasa.","Kawkhankasipkanasa, kawkirus sarasipkäna, ukx yatiyapxapunirituwa.",2
"Taqpach luratajanakaxa…janiw kawkirus sarasipki ukx yatiyapkituti, ni utjnuqäwit qamnuqir sarasin mistusasa.",Janiw kawkirus sarasikpi ukx yatiyapxirikituti.,0
Sapxanawa: Mä chiqawjan qhiparañamatakix payllasipkta.,Janiw kuns nanakatakix payllapkaniti.,2
Sapxanawa: Mä chiqawjan qhiparañamatakix payllasipkta.,Jupanakaw jakañ utajatak ukhamarak jilajanakan qamañapawjx payllasipki.,1
Sapxanawa: Mä chiqawjan qhiparañamatakix payllasipkta.,Jupanakaw jakañ utatx payllasipki.,1
"Ukhamaxa, qhipürux, jisa, Kennedy marka irpiriw, mm…, Cubar jist'antatayna, ukatxa, mmm..., ukat warkusanakax uka Cubar janir mantkipan mä rusu warkuruw katuntapxatayna, misilanak jikxatapxatayna.",Kennedy irpirix pallapallasanakarux uka misilanak thaqhanipxan sasina.,0
"Ukhamaxa, qhipürux, jisa, Kennedy marka irpiriw, mm…, Cubar jist'antatayna, ukatxa, mmm..., ukat warkusanakax uka Cubar janir mantkipan mä rusu warkuruw katuntapxatayna, misilanak jikxatapxatayna.","Janiw mä warkurus jark'antapxataynati, jan walt'äwinakat jark'aqasiñataki.",2
"Ukhamaxa, qhipürux, jisa, Kennedy marka irpiriw, mm…, Cubar jist'antatayna, ukatxa, mmm..., ukat warkusanakax uka Cubar janir mantkipan mä rusu warkuruw katuntapxatayna, misilanak jikxatapxatayna.",20 misilanak uka warkunx jikxatapxatayna.,1
"Kunjamatsa, chachax mantiwa.",Uka jaqix taripañ utaruw manti.,1
"Kunjamatsa, chachax mantiwa.",Uka jaqix utaruw manti.,0
"Kunjamatsa, chachax mantiwa.",Uka jaqix maysaruw jaltayna.,1
"Mmm…, achachilajanakax wali suma jaqinakapunipxataynawa, ukhamarak wali munasiñani, ukhamarak yaqhippachanakax tatajanakaw ukankasipkäna, ukhamïpanxa, wali suma qamaratapuninawa.",Achachilajanakan utapar sarañax wali jayapuniwa.,1
"Mmm…, achachilajanakax wali suma jaqinakapunipxataynawa, ukhamarak wali munasiñani, ukhamarak yaqhippachanakax tatajanakaw ukankasipkäna, ukhamïpanxa, wali suma qamaratapuninawa.",Achachilajanakax purapat wali suma munasiñanipunianawa.,0
"Mmm…, achachilajanakax wali suma jaqinakapunipxataynawa, ukhamarak wali munasiñani, ukhamarak yaqhippachanakax tatajanakaw ukankasipkäna, ukhamïpanxa, wali suma qamaratapuninawa.","Achachilajanakax wali qhurunakapuninawa, janipuniw utapar sarañax munaskitänati.",2
Taqikun uñjañatakis janipuniw akch'as pachax utjkituti.,"Janitix qhipt'at puriyatakasapanaxa, jich tukuyatasapanawa.",1
Taqikun uñjañatakis janipuniw akch'as pachax utjkituti.,Taqpach pachaparuw uchanta.,2
Taqikun uñjañatakis janipuniw akch'as pachax utjkituti.,Taqpachx pachaparuw phuqhachta.,2
"Ukatxa, mä irnaqäwijax kunjamas tuyuqtañampix jichuntaña uka wali tukjir armanak tuqita uka yatichañaxanawa, ukax uka taqikun t'unjiri.",Uka atumik wumwax janiw jiyt'añanikiti.,1
"Ukatxa, mä irnaqäwijax kunjamas tuyuqtañampix jichuntaña uka wali tukjir armanak tuqita uka yatichañaxanawa, ukax uka taqikun t'unjiri.",Uka atumik wumwa phallayirix jiyt'ataw phalli,1
"Ukatxa, mä irnaqäwijax kunjamas tuyuqtañampix jichuntaña uka wali tukjir armanak tuqita uka yatichañaxanawa, ukax uka taqikun t'unjiri.","Mä juk'a ch'amatakikiw uka atumik wumwa phallayañaxa, aliq jiyt'añakiwa.",1
"Awichajax walja kunayman nayra pach sarnaqäwinakappun parlasiri, juk'ampis wawäkan kunjamanas wila masinakax ukapachata, ukhamarak kunjmänas ukapachanakaxa.",Nayax kusisyatw awichaxan nayara sarawip arjayirit ukjaxa.,0
"Awichajax walja kunayman nayra pach sarnaqäwinakappun parlasiri, juk'ampis wawäkan kunjamanas wila masinakax ukapachata, ukhamarak kunjmänas ukapachanakaxa.",Awichajax janipuniw kuns wawäkan ukapachatx kun arusñ munirikïti.,2
"Awichajax walja kunayman nayra pach sarnaqäwinakappun parlasiri, juk'ampis wawäkan kunjamanas wila masinakax ukapachata, ukhamarak kunjmänas ukapachanakaxa.","Awichajax walja kunanakpun wila masinakapata, ukhamarak wawäkan ukapachat arxayawayitu.",0
"Alaxpachar sarañ isinakax awyunan phuqhatanakawa, uka isinakax yaqha uraqinakar sarapkis ukapchapanawa, kunamayaw nanakanx qaqanawa, wutasan ukhamanawa, junt'uptañapatakinawa.",Alaxpachar sarir isijanakax janiw astrunawtanakan pachapkanati.,1
"Alaxpachar sarañ isinakax awyunan phuqhatanakawa, uka isinakax yaqha uraqinakar sarapkis ukapchapanawa, kunamayaw nanakanx qaqanawa, wutasan ukhamanawa, junt'uptañapatakinawa.","Alaxpachar sarañ isijanakax astrunawtan kikipanakakinawa, junt'uptayirikis ukakiw mayjäna, nanakankirix qullqinakawa.",1
"Alaxpachar sarañ isinakax awyunan phuqhatanakawa, uka isinakax yaqha uraqinakar sarapkis ukapchapanawa, kunamayaw nanakanx qaqanawa, wutasan ukhamanawa, junt'uptañapatakinawa.","Uka isinakx kawknïr sa,mis utjakiwa.",1
"Ukhamanawa, achachilajax janiw kuna suma jaqikanasa.",Achachilajax wali jan amuyun jaqinawa.,1
"Ukhamanawa, achachilajax janiw kuna suma jaqikanasa.",Achachilajax wali jisk'achir phiskasir jaqïnawa.,1
"Ukhamanawa, achachilajax janiw kuna suma jaqikanasa.",Achachilajax wali suma llamp'un jaqïnakaxa,2
"U2 30 ja ukasti 40 awyunanakawa, ukhamarus chinu, inklis awyun apnaqirinakarux yatichapxatäta, aka uraqapachan mayacht'atanakamp alkattatanakampi.",Janiw khitimpis yatiqaniwayapkti.,2
"U2 30 ja ukasti 40 awyunanakawa, ukhamarus chinu, inklis awyun apnaqirinakarux yatichapxatäta, aka uraqapachan mayacht'atanakamp alkattatanakampi.",Inklis jaqinakampix 5 simanaw yatsuniwayapxta.,1
"U2 30 ja ukasti 40 awyunanakawa, ukhamarus chinu, inklis awyun apnaqirinakarux yatichapxatäta, aka uraqapachan mayacht'atanakamp alkattatanakampi.",Walja yaqha pallapallanakampiw yatsuniwayapxta.,1
"Ukham siwa, thaqham siwa, akan thaqham siwa, aka imprisan thaqhama.",Jupax janiw parlxaykituti.,1
"Ukham siwa, thaqham siwa, akan thaqham siwa, aka imprisan thaqhama.",Kuns thaqchixay situwa.,1
"Ukham siwa, thaqham siwa, akan thaqham siwa, aka imprisan thaqhama.",Jupax qullqi imañxat thaqhä situwa.,1
Jupax alayarux makhatapxt situwa.,Mä qhawqha kut thakhin sayt'ataw situwa.,1
Jupax alayarux makhatapxt situwa.,Aynacharuw saraqapxt situwa.,2
Jupax alayarux makhatapxt situwa.,Alayarur makhatapx situwa.,0
"Um, janiwa, chiqapañatakixa, janipuniw kawknïr pankanaktix ullarañaxakan ukanakx ullarkti.",Janiw mä panks 100 janjanx ullarkti.,1
"Um, janiwa, chiqapañatakixa, janipuniw kawknïr pankanaktix ullarañaxakan ukanakx ullarkti.",Janiw walja pankanak ullarkti.,0
"Um, janiwa, chiqapañatakixa, janipuniw kawknïr pankanaktix ullarañaxakan ukanakx ullarkti.",Sapüruw pankanakx ullarta.,2
"Saraskaktwa, ukhamarus q'ip aptasiwayxtha, ukhamat kawkirutix sarañajakan uksar sarxtha.","Q'ipix jaytasinxtwa, ukat janis nayan jan walt'awijakasp ukham amuytha.",1
"Saraskaktwa, ukhamarus q'ip aptasiwayxtha, ukhamat kawkirutix sarañajakan uksar sarxtha.",Q'ipx jakki uka utaruw apxtha.,1
"Saraskaktwa, ukhamarus q'ip aptasiwayxtha, ukhamat kawkirutix sarañajakan uksar sarxtha.",Q'ipx kawkhankañapakantix ukarux apxtha.,0
Wali kusapuninaw uka sawkampixa.,Kankañapax kunjamakäntix ukapachpaw tukuski.,1
Wali kusapuninaw uka sawkampixa.,Llakitatx kusisiñaruw kutikipti.,0
Wali kusapuninaw uka sawkampixa.,Kankañapax walpun mayjt'i.,1
"Ajll… 15 wawanak yatiñ utar sarañatakix ajllipxitu, janiw sarkat, janiw sarkati.",Janiw yatiqañ utar sarañatakix ajllitäktti.,2
"Ajll… 15 wawanak yatiñ utar sarañatakix ajllipxitu, janiw sarkat, janiw sarkati.",Yatiqañ utar sarañatakiw ajllipxitu.,0
"Ajll… 15 wawanak yatiñ utar sarañatakix ajllipxitu, janiw sarkat, janiw sarkati.",Nayax wali iyawskay chhijllayasiriyätwa.,1
"Walja kunayman kamaranak mäkipañawa, janïr uka U2 ukampi tuytkasaxa, jan ukasti uka alaxpachar sarañ isimp isintaskasaxa.","Walt'at jaqinakapuniw jan yant'awx atipapkiti, ukhamatx janipuniw U2 ukxa apnaqapkiti.",1
"Walja kunayman kamaranak mäkipañawa, janïr uka U2 ukampi tuytkasaxa, jan ukasti uka alaxpachar sarañ isimp isintaskasaxa.","Walt'at yatiqäwinakampipuniw chikañchasipxañanakapa, janïr U2 apnaqkasaxa.",1
"Walja kunayman kamaranak mäkipañawa, janïr uka U2 ukampi tuytkasaxa, jan ukasti uka alaxpachar sarañ isimp isintaskasaxa.",U2 ukx nayrïr urukiw apnaqañx iyawsapxtamxa.,1
Naya pachpaw ukatuqitx uñjaskäxa.,Uka machaq yänakx nayax uñjaskäxa.,0
Naya pachpaw ukatuqitx uñjaskäxa.,Yaqha yatiyir pankanak pachp nayax yatiyaraktha.,1
Naya pachpaw ukatuqitx uñjaskäxa.,"Pachp kuntix parlapki, ukapachpat parlasktxa.",1
"Akax nayr nayrapuninawa, ukax 75 mayamp kutt'anitayna, Texas markan apnaqirinakapax pachp Texas tuqinkir pallapallanak alisnuqupxatayna, ukhamipansti, Texas khitanakap thaqhasipkarakïna.",Uka pallapall tamanakax janiw Texas markan khitanakapakaspati.,2
"Akax nayr nayrapuninawa, ukax 75 mayamp kutt'anitayna, Texas markan apnaqirinakapax pachp Texas tuqinkir pallapallanak alisnuqupxatayna, ukhamipansti, Texas khitanakap thaqhasipkarakïna.",Uka pallapall tamanakax EEUU taypin Texas markan khitanakapxap sutiñchawayapxi.,0
"Akax nayr nayrapuninawa, ukax 75 mayamp kutt'anitayna, Texas markan apnaqirinakapax pachp Texas tuqinkir pallapallanak alisnuqupxatayna, ukhamipansti, Texas khitanakap thaqhasipkarakïna.",Pallapall tamanakax Texas markan khitinakap sutiñchataxapxataynawa.,0
Kunakis lurañatak utjaspana.,Nayax kuns lurakisristwa.,0
Kunakis lurañatak utjaspana.,"Janipuniw kuns nayas lurkiristi, ukx yatirakiyätwa.",2
Kunakis lurañatak utjaspana.,Amuyatatx jupar qhispiyañatakix jich kuns luriristätwa.,1
"Ukx uñisiyätwa, kullakaparux sapüruw arxayiriyäta, ukham sirinawa, janiw wal lurktat sasina.",Jupax kullakapar walpun q'ayachaniwayi.,0
