premise,hypothesis,gpt_label
"Egblɔ be aɖatsiwo koe nɔ sasram tso ŋkuwo dzi nae eye wògblɔ be, eye wogblɔ be Joe va xɔxɔa nu.",Joe kpɔkpɔ do dzidzɔ nae ale gbegbe be edze avi fafã,2
"Nenye be yameʋua ganɔ dzo bim hã la, nu ka tae, ɖee euh, wòabi dzo eye subunu aɖe nasre eye be kekeliŋusẽ la nadoa. ",Woate ŋu alé afɔ na kekeliŋusẽ le dzobibi me.,0
"Nenye be yameʋua ganɔ dzo bim hã la, nu ka tae, ɖee euh, wòabi dzo eye subunu aɖe nasre eye be kekeliŋusẽ la nadoa. ",Subunu aɖe mee kekeliŋusẽ la do le esime yameʋu la bi dzo.,0
"Nenye be yameʋua ganɔ dzo bim hã la, nu ka tae, ɖee euh, wòabi dzo eye subunu aɖe nasre eye be kekeliŋusẽ la nadoa. ",Kekeliŋusẽ la manya do le dzobibi me o.,0
"Kpovitɔ ƒe amegã Clem Francis ye nye esi, ewɔ dɔ xɔ gbɔɖeme le US Air Force ",Amegã la nye US Air Force ƒe ame si xɔ gbɔɖeme,0
"Kpovitɔ ƒe amegã Clem Francis ye nye esi, ewɔ dɔ xɔ gbɔɖeme le US Air Force ",Kɔsiɖa aɖewo koe nye esia esi Amegã la xɔ gbɔɖeme.,0
"Kpovitɔ ƒe amegã Clem Francis ye nye esi, ewɔ dɔ xɔ gbɔɖeme le US Air Force ",Amerika ʋakɔ ƒe amegã la dze eƒe dɔa gɔme kɔsiɖa sia me.,0
"ɛ̃, edzɔ le afi si mɔ eve alo etɔ̃ va le le kɔsiɖa me eye womenya afi si wole dzodzom le yiyim o.",Yameʋu siwo vana kɔsiɖa ɖeka me la wu ɖeka.,0
"ɛ̃, edzɔ le afi si mɔ eve alo etɔ̃ va le le kɔsiɖa me eye womenya afi si wole dzodzom le yiyim o.",Ale si yamemɔzɔzɔ le agbɔ sɔm la nye kuxi.,2
"ɛ̃, edzɔ le afi si mɔ eve alo etɔ̃ va le le kɔsiɖa me eye womenya afi si wole dzodzom le yiyim o.",Yameʋu aɖeke mevana gbeɖe o.,0
Wowɔ woƒe numetoto kuɖe awu siwo me woɖe ya le la ŋu eye wòxɔ ɣeyiɣi nam nenye be edo awu blibo si me woɖe ya le la.,Tutu hena ɣletimenudodowo zazã blibo la yia ɣleti etɔ̃ hafi wua enu,2
Wowɔ woƒe numetoto kuɖe awu siwo me woɖe ya le la ŋu eye wòxɔ ɣeyiɣi nam nenye be edo awu blibo si me woɖe ya le la.,Numetoto hena ɣletimenudodo siwo me ya mele o la zazã xɔa ɣeyiɣi geɖe.,1
Wowɔ woƒe numetoto kuɖe awu siwo me woɖe ya le la ŋu eye wòxɔ ɣeyiɣi nam nenye be edo awu blibo si me woɖe ya le la.,Míate ŋu tu wò ɖo hena awu siwo me ya mele o la zazã tso  fifi yi ɖe ƒèa nu wuwu,2
"Medi be magblɔ be afɔku aɖeke mele eme be woatsɔ nuwowo la ayi ɖe xɔ me o, elabena mete ŋu le wowo ge o, meka ŋusẽ si woatsɔ adze anyigba lae o.",Yameʋukula la tsi dzo na nuwowo la.,2
"Medi be magblɔ be afɔku aɖeke mele eme be woatsɔ nuwowo la ayi ɖe xɔ me o, elabena mete ŋu le wowo ge o, meka ŋusẽ si woatsɔ adze anyigba lae o.",Ŋutete aɖeke melii na nuwowo la be wòawo o,2
"Medi be magblɔ be afɔku aɖeke mele eme be woatsɔ nuwowo la ayi ɖe xɔ me o, elabena mete ŋu le wowo ge o, meka ŋusẽ si woatsɔ adze anyigba lae o.",Ŋutete gã aɖe lii be nuwowo la nawo.,0
"Eye, ale kee esia sɔ kple nu si wɔm mele lae mahã.",Nyemenya nu si wòɖi na wò o.,0
"Eye, ale kee esia sɔ kple nu si wɔm mele lae mahã.",Nye ŋutɔe dzro le ewɔm.,2
"Eye, ale kee esia sɔ kple nu si wɔm mele lae mahã.",Mele agbagba dzem be mawu nye tameɖoɖo la nu kɔsiɖa si gbɔna me.,2
"Gawu la, lãwo sina ɣe sia ɣi, vevitɔ, gbɔ̃wo.",Gbɔ̃wo sina dona le gbɔ̃kpo la me gbe sia gbe.,0
"Gawu la, lãwo sina ɣe sia ɣi, vevitɔ, gbɔ̃wo.",Gbɔ̃wo sina dona edziedzi.,2
"Gawu la, lãwo sina ɣe sia ɣi, vevitɔ, gbɔ̃wo.",Wona be gbɔ̃awo nɔ dedie le lãmesẽ me.,2
"Esi míeyi eme la, ʋɔtruawo nɔ tutu.",Ʋɔtruawo katã nɔ ʋuʋu.,2
"Esi míeyi eme la, ʋɔtruawo nɔ tutu.",Safuiawo le mía gbɔ.,2
"Esi míeyi eme la, ʋɔtruawo nɔ tutu.",Míeyi ɖe eme to egbɔ be wotu ʋuawo katã kple safui.,0
"Ekem, ɖe ko medze agbagba tsɔ nuƒuƒoƒoawo de flikpe me.","kakaɖedzi le asinye be ne mekpɔ nuƒuƒoƒoawo ko la, makpɔ ŋuɖoɖo na nua.",2
"Ekem, ɖe ko medze agbagba tsɔ nuƒuƒoƒoawo de flikpe me.",Susu aɖeke mele asinye ku ɖe ale si woawɔ kple nuƒuƒoƒoawo o; meɖe kuku miɖe egɔme nam ale be mase nu dzinya sia me.,2
"Ekem, ɖe ko medze agbagba tsɔ nuƒuƒoƒoawo de flikpe me.",Mabui le ŋuɖoɖoawo nu.,0
Eye nu sia tso ale si vinɔawo noa aɖitama la gbɔ.,Vinɔawo nye aɖitamanolawo.,0
Eye nu sia tso ale si vinɔawo noa aɖitama la gbɔ.,Momeŋlɔ atike aɖeke alo tsɔ wo na vinɔawo o.,2
Eye nu sia tso ale si vinɔawo noa aɖitama la gbɔ.,Vinɔawo noa aɖitama,0
"ɛ̃, enyo vavã; Tsi dzaa?",Tsidzadza la mele fu ɖem nam o.,1
"ɛ̃, enyo vavã; Tsi dzaa?",Xexea kɔ eye tsidzadza xã le eme.,2
"ɛ̃, enyo vavã; Tsi dzaa?",Ɣe si le bibim madzudzɔ la nyra ŋutɔ.̀,2
oh home kae le amegbetɔ ƒe agbe si eye ne ate ŋu gbugbɔ ame aɖe axɔ loo alo maxɔe oa.,Agbe ɖe sia ɖe le vevie bene woada aɖinod;;o le eŋu eye be woagana mɔnukpɔkpɔ yeyee.,2
oh home kae le amegbetɔ ƒe agbe si eye ne ate ŋu gbugbɔ ame aɖe axɔ loo alo maxɔe oa.,Amegbetɔ aɖeke medze be woagbugbɔ axɔe o.,0
oh home kae le amegbetɔ ƒe agbe si eye ne ate ŋu gbugbɔ ame aɖe axɔ loo alo maxɔe oa.,"To vovo na amexɔxɔ la, agbea le vevie.",2
Edo kuxi gã aɖe le wo susukpɔkplɔ me,Nyemekpɔ katsatsa ƒe kuxi sia ƒomevi kpɔ o.,2
Edo kuxi gã aɖe le wo susukpɔkplɔ me,Menye katsatsae nye kuxia o.,2
Edo kuxi gã aɖe le wo susukpɔkplɔ me,Katsatsa manyatalenui sia he kuxi aɖe vɛ.,2
"Nua dze abe nu wɔnuku ene, ɛ̃. Nyemeka ɖe edzi be wote ŋu ɖe mɔ le nu siawo wɔwɔ ŋu o.",Mewɔ nuku nam be woɖe nublanuikpɔkpɔ fia o.,2
"Nua dze abe nu wɔnuku ene, ɛ̃. Nyemeka ɖe edzi be wote ŋu ɖe mɔ le nu siawo wɔwɔ ŋu o.",Ewɔ nuku nam be woɖe mɔ na wo be natsɔ nu ɖuɖu kple nu nono le eme.,1
"Nua dze abe nu wɔnuku ene, ɛ̃. Nyemeka ɖe edzi be wote ŋu ɖe mɔ le nu siawo wɔwɔ ŋu o.",Ewɔ  nuku nam be wote ŋu do le eme.,0
"Oh, le esia me hã, vinyewo xɔ ƒè bla eve vɔ ɖeke kple bla eve vɔ ene fifia, ekem, nyema","Esia mehiãm o, elabena, vinyewo xɔ wu ƒè bla eve.",0
"Oh, le esia me hã, vinyewo xɔ ƒè bla eve vɔ ɖeke kple bla eve vɔ ene fifia, ekem, nyema",Mate ŋu xɔ wo elabena wogogo wo nɔewo le ƒè me.,2
"Oh, le esia me hã, vinyewo xɔ ƒè bla eve vɔ ɖeke kple bla eve vɔ ene fifia, ekem, nyema",Ele nam be mawɔe elabena wo kple eve xɔ ƒè ewo kple wuiɖeke.,0
"ɛ̃, ame siwo, siwo ate ŋu nɔ dɔme le ɣeyiɣi ɖe sia ɖe alo esiwo ƒe nyametsotso woate ŋu do vlo nenye be woatso nyame la,","ɛ̃, ame siwo ate ŋu ava eme be womate ŋu wɔ nyametsotso nyuitɔwo o la.",0
"ɛ̃, ame siwo, siwo ate ŋu nɔ dɔme le ɣeyiɣi ɖe sia ɖe alo esiwo ƒe nyametsotso woate ŋu do vlo nenye be woatso nyame la,","Ɛ̃, ame siwo dɔ mele wuwum o la.",0
"ɛ̃, ame siwo, siwo ate ŋu nɔ dɔme le ɣeyiɣi ɖe sia ɖe alo esiwo ƒe nyametsotso woate ŋu do vlo nenye be woatso nyame la,",ɛ̃ ame siwo ƒe nyametsotso ŋutete meɖiɖi kpɔ o la.,0
"Wome va haɖe o, wogale tsaɖiɖi dzi, wozɔ mɔ tso ƒè bla adẽawo ƒe nuwuwu ke.",Woyi ɖe togodo tsaɖiɖi tso ƒè 1970 lia ke.,1
"Wome va haɖe o, wogale tsaɖiɖi dzi, wozɔ mɔ tso ƒè bla adẽawo ƒe nuwuwu ke.",Wolɔ̃a togodo tsaɖiɖi. ,0
"Wome va haɖe o, wogale tsaɖiɖi dzi, wozɔ mɔ tso ƒè bla adẽawo ƒe nuwuwu ke.",Nyitsɔ laa wowu woƒe togodo tsaɖiɖi la nu.,0
nu ka ta nàwɔ aerobic ɖoe,Ate ŋu ɖe ale si nènɔ aerobic wɔm la me na mi mahã?,0
nu ka ta nàwɔ aerobic ɖoe,Aerobic lé dzi nam elabena ele nam be mawɔ dɔ aɖe si ku ɖe dzi kple kawo ƒe ʋaʋa ŋuti.,1
nu ka ta nàwɔ aerobic ɖoe,"Meɖe kuku, dzudzɔ nuƒoƒo tso aerobic ŋu.",0
"enyo, esia ya ganyo, nyemesusu esia o, ɛ̃.",Susu vlui aɖe wònye si ŋu meɖe asi le le kɔsiɖa si va yi la me.,2
"enyo, esia ya ganyo, nyemesusu esia o, ɛ̃.",Nu vevi aɖee.,0
"enyo, esia ya ganyo, nyemesusu esia o, ɛ̃.",Nu mawɔmawɔ si dzi nètɔ asi la nye nu vevi aɖe.,2
"Vidaɖiƒe zi eve le kɔsiɖa me, wole eyɔm be ametsitsiwo ƒe ŋkeke, gake eyina ametsitsiwo ƒe nɔƒe.",Woʋua vidaɖiƒea gbe sia gbe na ɖevi siwo mexɔ ƒè atɔ̃ o la ɖeɖe ko.,0
"Vidaɖiƒe zi eve le kɔsiɖa me, wole eyɔm be ametsitsiwo ƒe ŋkeke, gake eyina ametsitsiwo ƒe nɔƒe.","Nyateƒe me la, woɖea asi le wo ŋu wodona zi eve le kɔsiɖa ɖeka me nenye be ametsitsiawo lɔ̃ ko.",2
"Vidaɖiƒe zi eve le kɔsiɖa me, wole eyɔm be ametsitsiwo ƒe ŋkeke, gake eyina ametsitsiwo ƒe nɔƒe.",Ametsitsiwo daɖiƒe wonye eye woda ŋkɔ ɖe edzi be ametsitsiwo ƒe nɔƒe.,2
Esiae nye woƒe taɖodzinu oh,Esiae widze agbagba be yewoawɔ.,2
Esiae nye woƒe taɖodzinu oh,Womedi nu sia kpɔ gbeɖe o.,0
Esiae nye woƒe taɖodzinu oh,Woƒe asi su woƒe taɖodzinu la dzi.,2
"Ne wò asi nasu tu dzi la, ele be nazã wò asi eveawo.",tu madanyuiewo ƒe afã tso ale si wozãe alɔɖekae la gbɔ.,2
"Ne wò asi nasu tu dzi la, ele be nazã wò asi eveawo.",Nɔnɔme nyuitɔ na tuwo zazãe nye be woawɔ afɔ eve ŋudɔ.,0
"Ne wò asi nasu tu dzi la, ele be nazã wò asi eveawo.","Nenye be nèbe yeanya tu ŋudɔ nyuie la,ele be nazã wò alɔ eveawo.",2
"eye euh teti wotso afi aɖe vɛ, nyemenya afi si wòtso vɛ o evɔ",Nyemenya afi si esia tso o gake la etsɔ nyuie.,2
"eye euh teti wotso afi aɖe vɛ, nyemenya afi si wòtso vɛ o evɔ",Ele vavam kabakaba evɔ nyemenya asi si wòtso o.,2
"eye euh teti wotso afi aɖe vɛ, nyemenya afi si wòtso vɛ o evɔ",Egbɔna abe ahũ ene eye menye ɣeyiɣi si tututu wòava ɖo.,2
"ao, le nyateƒe me la, nyemenyae o, nyemebui o",Nyemenya nu gã aɖe ku ɖe eŋu o.,1
"ao, le nyateƒe me la, nyemenyae o, nyemebui o",Ɖekemanyala menye le lɔlɔ̃nyawo me,2
"ao, le nyateƒe me la, nyemenyae o, nyemebui o",Mele esram ƒè geɖewoe nye esia.,2
"ɛ̃, ame nyui ŋutɔ wonye, ènya, e",Mesusu be enya be amenyui yenye,0
"ɛ̃, ame nyui ŋutɔ wonye, ènya, e","Ao, enyra ku ŋutɔ",0
"ɛ̃, ame nyui ŋutɔ wonye, ènya, e","ɛ̃, ame nyui ŋutɔ wònye",0
"ɛ̃, edoe ɖa be wonetsɔ euh afɔtutunu ɖeka esi miazã",Edoe ɖa be woneƒle ʋuʋugbɔ̃mɔ,2
"ɛ̃, edoe ɖa be wonetsɔ euh afɔtutunu ɖeka esi miazã",Edoe ɖa be wonedi afɔtutunu,0
"ɛ̃, edoe ɖa be wonetsɔ euh afɔtutunu ɖeka esi miazã",Enɔ didim be yeatutu ʋua kple anyigbatutunu,2
"ŋutifafa mele teƒe sia o, woda tu fifi laa le mɔ̃ gã la dzi le aƒe etɔ̃ dometsotso tso míatɔ gbɔ",Tudada la va eme le teƒe si dzidzi mile 100 tso gbɔnye,2
"ŋutifafa mele teƒe sia o, woda tu fifi laa le mɔ̃ gã la dzi le aƒe etɔ̃ dometsotso tso míatɔ gbɔ",Tudada la tsɔ ɖe nye aƒe gbɔ eye wodo vɔvɔ̃ nam ale gbegbe be meɖe mɔ nam be mado o.,2
"ŋutifafa mele teƒe sia o, woda tu fifi laa le mɔ̃ gã la dzi le aƒe etɔ̃ dometsotso tso míatɔ gbɔ","Woda tu le gbɔnye, nyateƒeme la, teƒe sia menyo o",0
euh-huh nyawoe me meɖo gɔmesese tututu o,"Nyemeda asi ɖe wò nya dzi o, nua ɖo gɔmesese",0
euh-huh nyawoe me meɖo gɔmesese tututu o,Mekpɔ be wònya dzɔ le eƒe gɔmesese ɖoɖo ta.,0
euh-huh nyawoe me meɖo gɔmesese tututu o,Wò nya dzɔ be womele gɔwo me sem o,0
Mele agbagba dzem be maku ɖe eŋu,Mele agbagba dzem be maku ɖe eŋu,0
Mele agbagba dzem be maku ɖe eŋu,Mele tɔnye sinu wɔm,2
Mele agbagba dzem be maku ɖe eŋu,Maŋlɔ nya sia be eye nyemagakpɔ megbe gbeɖe o,0
Míele asi sɔm ɖe míaƒe gege ɖe tsɔmeɖaŋununyawɔnawo me,Míele nu siwo le vevie hena gege ɖe tsɔmeɖaŋununyawo me ɖoɖo la tum,2
Míele asi sɔm ɖe míaƒe gege ɖe tsɔmeɖaŋununyawɔnawo me,"Miele trãzistɔwo wɔm, ale míaƒe tsɔme la anɔ nunya madzɔlaƒewo kpɔkplɔ te",2
Míele asi sɔm ɖe míaƒe gege ɖe tsɔmeɖaŋununyawɔnawo me,Míele didim be míaxe mɔ na aɖaŋununya bene mega ɖu dzi o,0
"Le kpɔɖeŋu me, le kɔkɔƒe la, ameŋunukuiwo atrɔ violɛ","Le kɔkɔƒe la, ameŋunukuiawo ƒe afã koe atrɔ violɛ",1
"Le kpɔɖeŋu me, le kɔkɔƒe la, ameŋunukuiwo atrɔ violɛ",Ate ŋu vca eme be ameŋunukuiawo natrɔ amadede faa,2
"Le kpɔɖeŋu me, le kɔkɔƒe la, ameŋunukuiwo atrɔ violɛ","ɣe aɖewo :gi la, ameŋunukuiawo atrɔ blɔ faa",0
Daniel Yamins nye ɖekakpui akɔŋutabula triakɔ aɖe,M. Yamins tre le akɔŋutabubu me ŋutɔ,2
Daniel Yamins nye ɖekakpui akɔŋutabula triakɔ aɖe,M. Yamins ku eɖokui ɖe flinutatakɔŋutabubu ŋu,2
Daniel Yamins nye ɖekakpui akɔŋutabula triakɔ aɖe,M. Yamins's nye aɖaŋunutala gã gake mesesẽ le akɔŋtabubu me o,2
"Eye nenye be ele nenema la, ɖee wogogona liƒoa edziedzia?",Menya be wometena ɖe liƒo la ŋu gbeɖe o,0
"Eye nenye be ele nenema la, ɖee wogogona liƒoa edziedzia?","Medi be manya, wonɔa Angleterre edziedzia?",2
"Eye nenye be ele nenema la, ɖee wogogona liƒoa edziedzia?","Nuƒola la dzro be yeaɖe nume ku ɖe ale si edziedzi la, woɖo woƒe sẽƒe kloe la ŋu",2
Eye mesusu be nuŋunukui aɖe lii le anyigbadzi nugbagbewo gbɔ si nana be wodzia tẽe le nɔnɔme si fia be wole ʋiʋlim na agbetsitsi na dzidzime aɖe si le ta kekem la ta.,Anyigbadzi nugbagbewo le tɔtrɔm fũu,2
Eye mesusu be nuŋunukui aɖe lii le anyigbadzi nugbagbewo gbɔ si nana be wodzia tẽe le nɔnɔme si fia be wole ʋiʋlim na agbetsitsi na dzidzime aɖe si le ta kekem la ta.,Dzodzo si li nue anyigbadzi nugbagbewo trɔna lena,0
Eye mesusu be nuŋunukui aɖe lii le anyigbadzi nugbagbewo gbɔ si nana be wodzia tẽe le nɔnɔme si fia be wole ʋiʋlim na agbetsitsi na dzidzime aɖe si le ta kekem la ta.,Anyigbadzi nugbagbewo metrɔna gbeɖe o,0
"Le kpotiti sia nu la, ahuhɔ̃enu aɖeke mate ŋu lɔ nyadzɔdzɔ geɖe ɖe eme o",Ahuhɔ̃enu dzɔdzɔewo nye nyalesafui siwo xɔa agba sɔgbɔ ,1
"Le kpotiti sia nu la, ahuhɔ̃enu aɖeke mate ŋu lɔ nyadzɔdzɔ geɖe ɖe eme o",Ahuhɔ̃enu dzɔdzɔewo menyo na nyalélé o,0
"Le kpotiti sia nu la, ahuhɔ̃enu aɖeke mate ŋu lɔ nyadzɔdzɔ geɖe ɖe eme o",Nyalésafui bubuwo lii siwo nye atukpanuwo hena anyigbanunya nyawo lélé ɖi to kekelilɔdzewo dzi,2
"Le esia nu la, menyo be ametsitsiwo nafia ale si wowɔa aye la ɖevi siwo adze abɔsokpo gɔme o, abe ale si wowɔnae ɣe aɖewo ɣi ahenɔ kpekpeɖeŋu nam wo le puzzle wɔwɔ kple esiawo tɔgbi me ene o",ɖevi siwo tsi hena abɔsokpoyiyi la sesẽ hena ŋuɖoɖokpɔkpɔ na fefe siwo nyena aɖaŋunuwo hewu esiwo nyena nudetometyɔwo,1
"Le esia nu la, menyo be ametsitsiwo nafia ale si wowɔa aye la ɖevi siwo adze abɔsokpo gɔme o, abe ale si wowɔnae ɣe aɖewo ɣi ahenɔ kpekpeɖeŋu nam wo le puzzle wɔwɔ kple esiawo tɔgbi me ene o",Ɖevi siwo tsi na abɔsokpoyiyi la mehiã kpekpeɖe geɖe hafi anya ale si wowɔa ayee o,0
"Le esia nu la, menyo be ametsitsiwo nafia ale si wowɔa aye la ɖevi siwo adze abɔsokpo gɔme o, abe ale si wowɔnae ɣe aɖewo ɣi ahenɔ kpekpeɖeŋu nam wo le puzzle wɔwɔ kple esiawo tɔgbi me ene o",Ɖevi siwo le abɔsokpo de ge la ƒe susu metsi ale teƒewo o alebe woate ŋu awɔ puzzle esi ametsitsi makpe ɖe wo ŋu o,0
Wotu [dukɔ sia] le vovokpɔkpɔ me nya sia nu be amegbetɔwo katã le sɔsɔe,"Nya siwo kiu ɖe esia ŋu la, woŋlɔ wo ɖe agbalẽ bubu geɖe me.",2
Wotu [dukɔ sia] le vovokpɔkpɔ me nya sia nu be amegbetɔwo katã le sɔsɔe,Ame aɖewo bunae be amewo katã sɔ,0
Wotu [dukɔ sia] le vovokpɔkpɔ me nya sia nu be amegbetɔwo katã le sɔsɔe,Wotu dukɔ sia le xɔse sia nu be ame aɖewo nyo wu ame mlɔeawo,2
Ɖee wòhiã be magakafui ɖe edzia?,Meka ɖe edzi kemkem kloe be mele edzi ɖu ge le echec ƒe fefe sia me,2
Ɖee wòhiã be magakafui ɖe edzia?,mele dokuinye biam be ɖee wogahiã dzesidede tso asinye wu mahã?,2
Ɖee wòhiã be magakafui ɖe edzia?,ɖee wòle be makafui ɖe edzi le ale si wòsrɔ̃ sãŋku nyuie la ta mahã?,1
woate ŋu tu togodo kadede nublawonɔewo le didime vovovo nu,Woate ŋu zã didime bubuwo ahatu nudoɖakpɔ na spin ƒe kadedenublawonɔewo,2
woate ŋu tu togodo kadede nublawonɔewo le didime vovovo nu,Spin ƒe nublawonɔewo le vevie ŋutɔ hena aɖaŋuɖenunya si kpɔa nyalénuwo gbɔ,2
woate ŋu tu togodo kadede nublawonɔewo le didime vovovo nu,Womate ŋu susu spin ƒe nublawonɔewo le didime vovovo nu o,2
"(kple dzodzoewɔwɔ) ao, ao, nyemedi be nàku o!",Nyemedi be nàku o !,0
"(kple dzodzoewɔwɔ) ao, ao, nyemedi be nàku o!","Ne nèku la, mekam o !",0
"(kple dzodzoewɔwɔ) ao, ao, nyemedi be nàku o!",Mese veve ŋutɔ nenye be nèku !,0
Wode ka ve nae le dutoƒo le todexe 19 lia gbe ƒè 1875 me le San Jose le Californie,Wonɔa ka dem ve na amewo le dutoƒo le Californie va sẽ ɖe ƒè 1875 lia me,0
Wode ka ve nae le dutoƒo le todexe 19 lia gbe ƒè 1875 me le San Jose le Californie,Womekpɔ nya manyiomanyio aɖeke ku ɖe eŋu o eya ta woɖe asi le eŋu,2
Wode ka ve nae le dutoƒo le todexe 19 lia gbe ƒè 1875 me le San Jose le Californie,Wode ka ve nae le aʋahoho ɖe duse ŋu kple sɔfifĩ ta,2
