premise,hypothesis,gpt_reply
ผมมียศเป็นพันจ่าอากาศเอก ตอนนี้เกษียณแล้ว ตามที่ริคบอกนั่นแหละ,ฉันปลดเกษียณตั้งเเต่ 2002,"neutral
"
ผมมียศเป็นพันจ่าอากาศเอก ตอนนี้เกษียณแล้ว ตามที่ริคบอกนั่นแหละ,rick บอกกับคุณว่าฉันปลดเกษียณ,"entailment
"
มันมีการประมาณกระแสเงินสดบนโต๊ะฉัน และสำหรับ Cutty นั่นเป็นชื่อของลูกค้า,ลูกค้าที่ชื่อคัตตี้ทำรายได้ $ 10000 ต่อเดือน,"neutral
"
มันมีการประมาณกระแสเงินสดบนโต๊ะฉัน และสำหรับ Cutty นั่นเป็นชื่อของลูกค้า,มีชื่อลูกค้า ชื่อCutty.,"entailment
"
มันมีการประมาณกระแสเงินสดบนโต๊ะฉัน และสำหรับ Cutty นั่นเป็นชื่อของลูกค้า,เราไม่มีลูกค้าที่ชื่อ Cutty,"contradiction
"
ผู้หญิงที่ช่วยฉันได้มีอยู่ทั่วเมือง,ผู้หญิงที่ฉันต้องการให้ช่วยฉันอยู่ห่างไกลมาก,"contradiction
"
ผู้หญิงที่ช่วยฉันได้มีอยู่ทั่วเมือง,ผู้หญิงที่จะช่วยฉันอยู่ห่างจากฉันไป 5 ไมล์,"neutral
"
ผู้หญิงที่ช่วยฉันได้มีอยู่ทั่วเมือง,ไม่มีใครสามารถช่วยเหลือฉันได้,"contradiction
"
แต่พวกมันถูกแบ่งประมาณว่าใครเป็นลูกจ้างซึ่งทำงานในท้องนาและใครเป็นคนทำงานบ้าน มันเป็นประเภทของ--,พวกเราตกลงกันกันว่าพวกเขาจะทำงานในไร่,"neutral
"
แต่พวกมันถูกแบ่งประมาณว่าใครเป็นลูกจ้างซึ่งทำงานในท้องนาและใครเป็นคนทำงานบ้าน มันเป็นประเภทของ--,พวกเขาไม่สามารถตกลงกันได้ว่าใครคือคนที่ทำงานใช้เเรงหรือใครที่เหมาะสมจะอยู่ที่บ้าน,"neutral
"
แต่พวกมันถูกแบ่งประมาณว่าใครเป็นลูกจ้างซึ่งทำงานในท้องนาและใครเป็นคนทำงานบ้าน มันเป็นประเภทของ--,พวกเขาไม่สามารถตกลงกันได้ว่าใครควรจะทำงานที่ทุ่งฝ้าย เเละ ใครควรที่จะถูพื้น,"neutral
"
ฉันหมายความว่าพวกเขามี ประมาณว่า พวกเขามีลูกห้าคน หนึ่งในนั้นเสียชีวิต,ลูก ๆ ของเขาทุกคนรอดชีวิต,"contradiction
"
ฉันหมายความว่าพวกเขามี ประมาณว่า พวกเขามีลูกห้าคน หนึ่งในนั้นเสียชีวิต,เด็กหนึ่งในห้าคน ตาย,"entailment
"
ฉันหมายความว่าพวกเขามี ประมาณว่า พวกเขามีลูกห้าคน หนึ่งในนั้นเสียชีวิต,เด็กที่ตายมักจะสุขภาพไม่ดี,"neutral
"
เธอกล่าวว่ามีน้ำตาไหลออกมาจากตาของเธอ และเธอกล่าวว่าโจมาปรากฏตัวที่ชานบ้าน,เธอบอกให้เขาขึ้นมาที่ระเบียง เธอกำลังร้องไห้อยู่,"entailment
"
เธอกล่าวว่ามีน้ำตาไหลออกมาจากตาของเธอ และเธอกล่าวว่าโจมาปรากฏตัวที่ชานบ้าน,เธอปัดน้ำตาออกจากหน้าหลังจากผลัก Joe จากระเบียง,"neutral
"
เธอกล่าวว่ามีน้ำตาไหลออกมาจากตาของเธอ และเธอกล่าวว่าโจมาปรากฏตัวที่ชานบ้าน,เธอร้องไห้ ที่ได้เจอ Joe เพราะเธอมีความสุขมาก,"entailment
"
"แม้ว่าเครื่องบินกำลังถูกไฟไหม้, ทำไมมัน, มันถึง อึก, ไหม้ เเละ มันอาจจะหลอมละลายส่วนประกอบตะกั่วซึ่งจะทำให้รังสีที่จะรั่วออกมา",รังสีสามารถถูกควบคุมไว้ตอนยิงได้เหมือนกัน,"neutral
"
"แม้ว่าเครื่องบินกำลังถูกไฟไหม้, ทำไมมัน, มันถึง อึก, ไหม้ เเละ มันอาจจะหลอมละลายส่วนประกอบตะกั่วซึ่งจะทำให้รังสีที่จะรั่วออกมา",รังสีสามารถรั่วออกมากจาก ส่วนประกอบหลักหลังจากที่เครื่องบินไหม้,"entailment
"
"แม้ว่าเครื่องบินกำลังถูกไฟไหม้, ทำไมมัน, มันถึง อึก, ไหม้ เเละ มันอาจจะหลอมละลายส่วนประกอบตะกั่วซึ่งจะทำให้รังสีที่จะรั่วออกมา",รังสีจะไม่รั่วไหลตอนที่กำลังยิง,"neutral
"
นี่คือพลอากาศเอกเคลม ฟรานซิส เกษียณมาจากกองทัพอากาศอเมริกา,ผู้นำกองทัพแากาศของ อเมริกา ได้ปลดเกษียณเเล้ว,"entailment
"
นี่คือพลอากาศเอกเคลม ฟรานซิส เกษียณมาจากกองทัพอากาศอเมริกา,ผู้นำเพิ่งจะปลดเกษียณได้ไม่กี่อาทิตย์ที่ผ่านมา,"neutral
"
นี่คือพลอากาศเอกเคลม ฟรานซิส เกษียณมาจากกองทัพอากาศอเมริกา,ผู้นำกองทัพอากาศของอเมริกา เพิ่งเริ่มจะปฏิบัติหน้าที่อาทิตย์นี้,"neutral
"
คือมันไปถึงจุดที่เครื่องบินสองสามลำบินเข้ามาต่อสัปดาห์ และฉันไม่รู้ว่าพวกมันปิดไปไหนกัน,ทุกๆอาทิตย์จะมีเครื่องบินมากกว่าหนึ่งลำลงจอด,"entailment
"
คือมันไปถึงจุดที่เครื่องบินสองสามลำบินเข้ามาต่อสัปดาห์ และฉันไม่รู้ว่าพวกมันปิดไปไหนกัน,การเพิ่มขึ้นของการจราจรทางอากาศ ทำให้เป็นปัญหา,"entailment
"
คือมันไปถึงจุดที่เครื่องบินสองสามลำบินเข้ามาต่อสัปดาห์ และฉันไม่รู้ว่าพวกมันปิดไปไหนกัน,ไม่เคยมีเครื่องบินใดมาถึง,"contradiction
"
พวกเขาได้รับการฝึกอบรมในชุดสูทความดันอากาศและมันทำให้ฉันใช้เวลาสักพักนึงถ้าคุณต้องใส่ชุดสูทความดันอากาศนั้น,มันใช้เวลาสามเดือนในการฝึกอบรมเกี่ยวกับการใช้ชุดปรับความดัน,"neutral
"
พวกเขาได้รับการฝึกอบรมในชุดสูทความดันอากาศและมันทำให้ฉันใช้เวลาสักพักนึงถ้าคุณต้องใส่ชุดสูทความดันอากาศนั้น,การฝึกใช้ชุดที่แรงกดเต็มเปี่ยมต้องใช้เวลา,"entailment
"
พวกเขาได้รับการฝึกอบรมในชุดสูทความดันอากาศและมันทำให้ฉันใช้เวลาสักพักนึงถ้าคุณต้องใส่ชุดสูทความดันอากาศนั้น,เราจะฝึกให้คุณสวมชุดแรงดันสูงให้ได้ภายในสิ้นวันนี้,"neutral
"
ฉันต้องการจะบอกว่ามันไม่มีอันตรายใดๆทั้งนั้นในการจะเข้าไปพร้อมกับระเบิดเพราะมันจะไม่ระเบิดไม่ว่ามันจะตกกระแทกพื้นแรงแค่ไหนก็ตาม,ระเบิดได้ถูกยกเลิกการใช้งานโดยนักบิน,"neutral
"
ฉันต้องการจะบอกว่ามันไม่มีอันตรายใดๆทั้งนั้นในการจะเข้าไปพร้อมกับระเบิดเพราะมันจะไม่ระเบิดไม่ว่ามันจะตกกระแทกพื้นแรงแค่ไหนก็ตาม,ไม่มีโอกาสที่ระเบิดจะเกิดการระเบิดได้,"entailment
"
ฉันต้องการจะบอกว่ามันไม่มีอันตรายใดๆทั้งนั้นในการจะเข้าไปพร้อมกับระเบิดเพราะมันจะไม่ระเบิดไม่ว่ามันจะตกกระแทกพื้นแรงแค่ไหนก็ตาม,มีอันตรายมากของระเบิด,"contradiction
"
และอันนี้มันเหมือนกันกับสิ่งที่ฉันพยายามที่จะทำ,ฉันไม่แน่ใจว่ามันดูเหมือนอะไรสำหรับเธอ,"neutral
"
และอันนี้มันเหมือนกันกับสิ่งที่ฉันพยายามที่จะทำ,เห็นได้อย่างชัดเจนว่าฉันพยายามที่จะทำสิ่งนี้,"entailment
"
และอันนี้มันเหมือนกันกับสิ่งที่ฉันพยายามที่จะทำ,ฉันกำลังทำโครงการให้เสร็จในอาทิตย์หน้า,"neutral
"
แต่ถึงอย่างไรก็ตาม สัตว์น่าจะเสียเวลาทั้งหมด โดยเฉพาะแพะ,ทุกวัน,"neutral
"
แต่ถึงอย่างไรก็ตาม สัตว์น่าจะเสียเวลาทั้งหมด โดยเฉพาะแพะ,แพะมักจะหนีบ่อยๆ,"neutral
"
แต่ถึงอย่างไรก็ตาม สัตว์น่าจะเสียเวลาทั้งหมด โดยเฉพาะแพะ,แพะถูกเก็บไว้อย่างปลอดภัยและไร้กังวล,"neutral
"
ประตูถูกล็อคเมื่อเราเดินเข้ามา,ประตูทุกบานเปิดออก,"contradiction
"
ประตูถูกล็อคเมื่อเราเดินเข้ามา,เรามีคำเฉลยของเรา,"neutral
"
ประตูถูกล็อคเมื่อเราเดินเข้ามา,เราเข้าประตูได้แม้ว่าประตูจะถูกล็อค,"contradiction
"
ดังนั้นฉันจึงต้องเอาผลรวมพวกนั้นและพยายามและก็คำนวนมันแบบนั้น,ฉันมั่นใจว่าฉันจำเป็นต้องมียอดรวมเพื่อจะแก้สิ่งนี้ได้,"entailment
"
ดังนั้นฉันจึงต้องเอาผลรวมพวกนั้นและพยายามและก็คำนวนมันแบบนั้น,ฉันไม่รู้ว่าจะต้องทำอะไรกับยอดรวมพวกนี้ ขอข้อมูลเพิ่มเติมให้ฉันหน่อย ฉันจะได้จัดการกับสิ่งเหล่านี้ได้,"neutral
"
ดังนั้นฉันจึงต้องเอาผลรวมพวกนั้นและพยายามและก็คำนวนมันแบบนั้น,ฉันจะคำนวณสิ่งนี้จากยอดรวม,"entailment
"
และนั่นก็มากมายเนื่องจากข้อเท็จจริงที่ว่าแม่ติดยา,แม่ติดยาเสพติด,"entailment
"
และนั่นก็มากมายเนื่องจากข้อเท็จจริงที่ว่าแม่ติดยา,มารดาไม่ได้อยู่ในใบสั่งยาหรือยาเสพติดใดๆทั้งนั้น,"contradiction
"
และนั่นก็มากมายเนื่องจากข้อเท็จจริงที่ว่าแม่ติดยา,มารดาใช้ยาเสพติด,"entailment
"
ใช่มันดีจริงๆ ฝนได้ตรงใช่ไหม,ฉันไม่สนใจฝนหรอกนะ,"neutral
"
ใช่มันดีจริงๆ ฝนได้ตรงใช่ไหม,ดีและมีฝนตก,"entailment
"
ใช่มันดีจริงๆ ฝนได้ตรงใช่ไหม,แสงแดดที่ไม่สิ้นสุดช่างแย่มาก,"neutral
"
โอ้อะไร ชีวิตมนุษย์มีค่า และ ไม่ว่าอะไรก็ตาม คุณสามารถพักฟื้นใครบางคน,ทุกชีวิตมีค่าที่จะได้รับการบำบัด และโอกาสอีกครั้ง,"entailment
"
โอ้อะไร ชีวิตมนุษย์มีค่า และ ไม่ว่าอะไรก็ตาม คุณสามารถพักฟื้นใครบางคน,ไม่มีมนุษย์คนใดสมควรได้รับการฟื้นฟู,"contradiction
"
โอ้อะไร ชีวิตมนุษย์มีค่า และ ไม่ว่าอะไรก็ตาม คุณสามารถพักฟื้นใครบางคน,ไม่ต้องคำนึงถึงการฟื้นฟู ชีวิตแบบไหนถึงมีค่า,"neutral
"
โอ้ว สายไฟคุณมีปัญหาแปลกๆ,ฉันไม่เคยเห็นปัญหาการติดตั้งสายไฟแบบนี้มาก่อน,"neutral
"
โอ้ว สายไฟคุณมีปัญหาแปลกๆ,การวางระบบสายไฟนั้นไม่ได้เป็นสิ่งที่เป็นปัญหา,"neutral
"
โอ้ว สายไฟคุณมีปัญหาแปลกๆ,มีปัญหาเกิดจากสายไฟที่แปลก ๆ นี้,"entailment
"
ดูน่าสนุกมาก ใช่มันยอดเยี่ยมมากสำหรับฉันที่เขาอนุญาติของหลายๆอย่าง,ฉันไม่ประหลาดใจเลยที่พวกเขาเป็นคนมีเมตตา,"entailment
"
ดูน่าสนุกมาก ใช่มันยอดเยี่ยมมากสำหรับฉันที่เขาอนุญาติของหลายๆอย่าง,ฉันประหลาดใจที่พวกเขาปล่อยให้คุณกินอาหารและเครื่องดื่มที่นั่น,"neutral
"
ดูน่าสนุกมาก ใช่มันยอดเยี่ยมมากสำหรับฉันที่เขาอนุญาติของหลายๆอย่าง,ฉันรู้สึกประหลาดใจกับสิ่งต่างๆที่พวกเขารอดไปจากได้,"neutral
"
โอแต่อย่างไรก็ตาม อย่างไรก็ตาม อืม ลูก ๆ ของฉันในตอนนี้อายุยี่สิบเอ็ดและยี่สิบสี่ ดังนั้นแล้วฉันไม่จำเป็น,ฉันไม่ต้องการ เพราะลูก ๆ ของฉันอายุเกินยี่สิบปีแล้ว,"entailment
"
โอแต่อย่างไรก็ตาม อย่างไรก็ตาม อืม ลูก ๆ ของฉันในตอนนี้อายุยี่สิบเอ็ดและยี่สิบสี่ ดังนั้นแล้วฉันไม่จำเป็น,ฉันอาจต้องทำเพราะพวกเขาอายุใกล้กัน,"neutral
"
โอแต่อย่างไรก็ตาม อย่างไรก็ตาม อืม ลูก ๆ ของฉันในตอนนี้อายุยี่สิบเอ็ดและยี่สิบสี่ ดังนั้นแล้วฉันไม่จำเป็น,ฉันต้องเนื่องจากพวกเขาทั้งคู่นั้นอายุสิบและสิบเอ็ดแล้ว,"contradiction
"
ใช่แล้ว เหล่าคนที่สามารถไปทำงานเวลาไหนก็ได้หรือคนที่การตัดสินใจของพวกเขาเป็นปัญหาถ้าพวกเขาต้องตัดสินใจ,ใช่ ผู้คนอาจจะไม่สามารถตัดสินใจเชิงอัตนัยได้ดีที่สุด,"neutral
"
ใช่แล้ว เหล่าคนที่สามารถไปทำงานเวลาไหนก็ได้หรือคนที่การตัดสินใจของพวกเขาเป็นปัญหาถ้าพวกเขาต้องตัดสินใจ,ใช่ ผู้คนที่อาจจะไม่หิว,"neutral
"
ใช่แล้ว เหล่าคนที่สามารถไปทำงานเวลาไหนก็ได้หรือคนที่การตัดสินใจของพวกเขาเป็นปัญหาถ้าพวกเขาต้องตัดสินใจ,ใช่แล้ว คนที่มีความสามารถในการตัดสินใจไม่ด้อยสภาพ,"entailment
"
ไม่ พวกเขายังคงเดินทาง พวกเขาเดินทางมาตั้งแต่ช่วงปลายทศวรรษที่หกสิบ,พวกเขาเดินทางมาตั้งแต่ปี ค.ศ. 1970,"entailment
"
ไม่ พวกเขายังคงเดินทาง พวกเขาเดินทางมาตั้งแต่ช่วงปลายทศวรรษที่หกสิบ,พวกเขารักการเดินทาง,"entailment
"
ไม่ พวกเขายังคงเดินทาง พวกเขาเดินทางมาตั้งแต่ช่วงปลายทศวรรษที่หกสิบ,พวกเขาเพิ่งสิ้นสุดการทัวร์ของพวกเขา,"contradiction
"
คุณจะเต้นแอโรบิคอย่างไร,คุณสามารถอธิบายได้ไหมว่าคุณจะเต้นแอโรบิคยังไง?,"entailment
"
คุณจะเต้นแอโรบิคอย่างไร,ฉันสนใจแอโรบิกเพราะฉันต้องการทำกิจกรรมคาร์ดิโอ้,"neutral
"
คุณจะเต้นแอโรบิคอย่างไร,คนหยุดพูดเกี่ยวกับการเต้นแอโรบิก,"neutral
"
เจ๋ง นั่นเป็นความคิดที่ดี ฉันคิดไม่ถึงเลยนะเนี่ย,สิ่งนี้เป็นความคิดที่โง่เง่าที่ฉันเพิกเฉยไปเมื่อสัปดาห์ที่แล้ว,"contradiction
"
เจ๋ง นั่นเป็นความคิดที่ดี ฉันคิดไม่ถึงเลยนะเนี่ย,นั่นเป็นจุดที่ดี,"entailment
"
เจ๋ง นั่นเป็นความคิดที่ดี ฉันคิดไม่ถึงเลยนะเนี่ย,ความขัดแย้งที่คุณพูดถึงเป็นจุดที่ดี,"neutral
"
สถานที่ดูแลรายวัน สัปดาห์ะสองครั้ง พวกเขาเรียกมันว่าสถานที่ดูแลผู้เกษียณรายวันแต่เธอไปที่ศูนย์ผู้เกษียณ,ศูนย์ดูแลเด็กเล็กเปิดให้บริการทุกวันสำหรับเด็กอายุต่ำกว่า 5 ปีเท่านั้น,"contradiction
"
สถานที่ดูแลรายวัน สัปดาห์ะสองครั้ง พวกเขาเรียกมันว่าสถานที่ดูแลผู้เกษียณรายวันแต่เธอไปที่ศูนย์ผู้เกษียณ,พวกเขาปล่อยให้ผู้สูงอายุออกไปมากกว่าสองครั้งต่อสัปดาห์ หากผู้สูงอายุต้องการ,"neutral
"
สถานที่ดูแลรายวัน สัปดาห์ะสองครั้ง พวกเขาเรียกมันว่าสถานที่ดูแลผู้เกษียณรายวันแต่เธอไปที่ศูนย์ผู้เกษียณ,พวกเขาเรียกมันว่าเป็นการดูแลผู้สูงอายุ สิ่งนี้เรียกว่าศูนย์ผู้อาวุโส,"neutral
"
นั่นคือเป้าหมายของพวกเขา โอ้,นั่นคือสิ่งที่พวกเขากำลังมุ่งมั่นไป,"entailment
"
นั่นคือเป้าหมายของพวกเขา โอ้,นั่นคือสิ่งที่พวกเขาไม่เคยต้องการ,"contradiction
"
นั่นคือเป้าหมายของพวกเขา โอ้,พวกเขาบรรลุเป้าหมายของพวกเขา,"neutral
"
การควบคุมปืน หมายถึง การใช้สองมือ,ครึ่งหนึ่งของการยิงพิดพลาดทั้งหมด เป็นผลมาจากผู้ยิงปืนข้างเดียว,"neutral
"
การควบคุมปืน หมายถึง การใช้สองมือ,สิ่งที่ดีที่สุดในการก้าวไปข้างหน้า ในการควบคุมการใช้ปืนคือทุกคนปฏิบัติร่วมกัน,"neutral
"
การควบคุมปืน หมายถึง การใช้สองมือ,ใช้มือสองข้างถ้าคุณอยากจะฝึกบังคับปืน,"entailment
"
และเอ่อ แต่มันก็มาจากที่ไหนสักแห่งแบบกระทันหันฉันไม่รู้ว่ามันมาจากไหน แต่,ฉันไม่รู้ว่ามันมาจากไหน แต่มันรวดเร็ว,"entailment
"
และเอ่อ แต่มันก็มาจากที่ไหนสักแห่งแบบกระทันหันฉันไม่รู้ว่ามันมาจากไหน แต่,มันมาเร็วมากแต่ฉันคิดว่าฉันรู้นะว่ามันมาจากไหน,"contradiction
"
และเอ่อ แต่มันก็มาจากที่ไหนสักแห่งแบบกระทันหันฉันไม่รู้ว่ามันมาจากไหน แต่,มันมาพร้อมกับกากน้ำตาลและฉันรู้อย่างชัดแจ้งว่ามันจะมาถึงเมื่อไร,"contradiction
"
ไม่นะ จริงๆแล้วฉันก็ไม่คุ้นเคยกับมันเท่าไร ฉันว่า,ฉันไม่รู้เรื่องนี้มากนัก,"entailment
"
ไม่นะ จริงๆแล้วฉันก็ไม่คุ้นเคยกับมันเท่าไร ฉันว่า,ฉันไร้ความรู้ในเรื่องของความรัก,"neutral
"
ไม่นะ จริงๆแล้วฉันก็ไม่คุ้นเคยกับมันเท่าไร ฉันว่า,ฉันได้เรียนมาเป็นเวลาหลายปี,"neutral
"
ใช่ เธอเป็นคนที่ดีมาก คุณก็รู้จักเธอ,ฉันคิดว่าเธอรู้ว่าเธอเจ๋งแบบสุดๆ,"neutral
"
ใช่ เธอเป็นคนที่ดีมาก คุณก็รู้จักเธอ,ไม่ เธอน่ากลัว,"contradiction
"
ใช่ เธอเป็นคนที่ดีมาก คุณก็รู้จักเธอ,ใช่ เธอช่างแสนดี,"entailment
"
ใช่เขาแนะนำให้ใช้แต่ เอ่อ อือ เอ่อ อื่ม ไม้ถูพื้นเหมือนที่คุณจะใช้,เขาแนะนำว่าให้ซื้อเครื่องดูดฝุ่น,"contradiction
"
ใช่เขาแนะนำให้ใช้แต่ เอ่อ อือ เอ่อ อื่ม ไม้ถูพื้นเหมือนที่คุณจะใช้,เขาแนะนำให้หาไม้ถูพื้น,"entailment
"
ใช่เขาแนะนำให้ใช้แต่ เอ่อ อือ เอ่อ อื่ม ไม้ถูพื้นเหมือนที่คุณจะใช้,เขาต้องการที่จะทำความสะอาดเลือดด้วยไม่ถูพื้น,"neutral
"
มันแย่มากที่นี่ เราเพิ่งมีการยิงเกิดขึ้นบนถนนประมาณสามช่วงตึกจากบ้านของเรา,เหตุยิงกันเกิดห่างจากที่ ๆ ฉันอยู่อย่างรน้อย 100 ไมล์,"contradiction
"
มันแย่มากที่นี่ เราเพิ่งมีการยิงเกิดขึ้นบนถนนประมาณสามช่วงตึกจากบ้านของเรา,มีการยิงอยู่ใกล้กับบ้านของฉันและทำให้ฉันกลัวที่จะออกไปข้างนอก,"entailment
"
มันแย่มากที่นี่ เราเพิ่งมีการยิงเกิดขึ้นบนถนนประมาณสามช่วงตึกจากบ้านของเรา,มีการยิงกันแถวๆบ้านนของฉัน มันไม่ดีจริงๆในพื้นที่นี้,"entailment
"
อ่าฮะ นั่นเป็นจริงที่มันเป็ฯ มันไม่เอ่อ คงเส้นคงวา,ฉันไม่เห็นด้วยกับคุณ มันมั่นคงมาก,"neutral
"
อ่าฮะ นั่นเป็นจริงที่มันเป็ฯ มันไม่เอ่อ คงเส้นคงวา,ฉันคิดว่าคุณอาจจะถูกต้องเกี่ยวกับความสม่ำเสมอของมัน,"entailment
"
อ่าฮะ นั่นเป็นจริงที่มันเป็ฯ มันไม่เอ่อ คงเส้นคงวา,คุณถูกต้องเกี่ยวกับมัน ซึ่งไม่แน่นอน,"neutral
"
ฉันกำลังพยายามที่จะสู้ต่อไป,ฉันกำลังพยายามที่จะเฝ้ารอ,"neutral
"
ฉันกำลังพยายามที่จะสู้ต่อไป,ฉันกำลังทำให้ดีที่สุด,"entailment
"
ฉันกำลังพยายามที่จะสู้ต่อไป,ฉันจะปล่อยให้ไปและจะไม่มองย้อนกลับ,"contradiction
"
เราเปิดประตูสู่อนาคตทางเทคโนโลยีของเรา,เรากำลังสร้างตัวตั้งต้นที่จำเป็นสำหรับอนาคตของเทคโนโลยี,"entailment
"
เราเปิดประตูสู่อนาคตทางเทคโนโลยีของเรา,เราสร้างทรานซิสเตอร์ ดังนั้นแล้วอนาคตของพวกเขาจะดำเนินไปด้วยปัญญาประดิษฐ์,"neutral
"
เราเปิดประตูสู่อนาคตทางเทคโนโลยีของเรา,เราต้องการให้เทคโนโลยีประสบความสำเร็จ,"entailment
"
"ตัวอย่าง, ที่สูงสุด, ยีน ทั้งหมดเปลี่ยนเป็นสีม่วง",ในขั้นสูงสุด ครึ่งหนึ่งของยีนส์เท่านั้นที่สามารถเปลี่ยนเป็นสีม่วง,"contradiction
"
"ตัวอย่าง, ที่สูงสุด, ยีน ทั้งหมดเปลี่ยนเป็นสีม่วง",มีความเป็นไปได้ที่ยีนจะเปลี่ยนสี,"entailment
"
"ตัวอย่าง, ที่สูงสุด, ยีน ทั้งหมดเปลี่ยนเป็นสีม่วง",บางครั้งยีนก็สามารถเปลี่ยนเป็นสีน้ำเงินได้เช่นกัน,"neutral
"
Daniel Yamins เป็นนักคณิตศาสตร์หนุ่มที่ฉลาด,นาย Yamins เก่งด้านคณิตศาสตร์,"entailment
"
Daniel Yamins เป็นนักคณิตศาสตร์หนุ่มที่ฉลาด,นาย Yamins โฟกัสเกี่ยวกับเรขาคณิตเชิงพีชคณิต,"neutral
"
Daniel Yamins เป็นนักคณิตศาสตร์หนุ่มที่ฉลาด,นาย Yamins เป็นศิลปินที่ยอดเยี่ยม แต่เป็นนักคณิตศาสตร์ที่แย่,"contradiction
"
"และถ้าเป็นเช่นนั้น,พวกเขามักจะอยู่ใกล้แนวพรมแดนหรือเปล่า?",ฉันรู้ว่าพวกเขาไม่เคยเดินทางไปใกล้ชายแดน,"contradiction
"
"และถ้าเป็นเช่นนั้น,พวกเขามักจะอยู่ใกล้แนวพรมแดนหรือเปล่า?",ฉันต้องการรู้ว่า พวกเขาอยู่ในอังกฤษบ่อยหรือไม่,"neutral
"
"และถ้าเป็นเช่นนั้น,พวกเขามักจะอยู่ใกล้แนวพรมแดนหรือเปล่า?",ผู้พูดต้องการความกระจ่างเกี่ยวกับความบ่อยที่พวกเขาได้เข้าไปใกล้กับแนวพรมแดน,"entailment
"
และนั่นเอง ฉันคิด เงื่อนงำเกี่ยวกับโมเลกุลซึ่งชีวภาพมีการสร้างร่วมกันอย่างคงทนในตัวเองเกี่ยวกับหลักเกณฑ์ในการเอาตัวรอดสำหรับกลุ่มของสายชีวภาพในการแพร่ขยาย,ชีวมณฑลเปลี่ยนไปอย่างมาก,"neutral
"
