premise,hypothesis,gpt_reply
मी एकटाच होतो जो उंचीच्या छोट्या चेंबरमध्ये या चाचणीसाठी रेग्युलेटर चालवतो.,चाचणीसाठी नियामक चालवणारे एकटेच असणे मला आवडले नाही.,"neutral
"
मी एकटाच होतो जो उंचीच्या छोट्या चेंबरमध्ये या चाचणीसाठी रेग्युलेटर चालवतो.,छोट्या उंचीच्या चेंबरमध्ये या चाचण्या घेण्यात आल्या.,"entailment
"
मी एकटाच होतो जो उंचीच्या छोट्या चेंबरमध्ये या चाचणीसाठी रेग्युलेटर चालवतो.,आमच्यापैकी काही जण होते जे चाचणीसाठी नियामक चालवत होते.,"neutral
"
"रिकने म्हटल्याप्रमाणे, मी निवृत्त चीफ मास्टर सार्जेंट आहे.",मी आजही काम करत आहे.,"contradiction
"
"रिकने म्हटल्याप्रमाणे, मी निवृत्त चीफ मास्टर सार्जेंट आहे.",२००२ साली मी निवृत्त झाले.,"neutral
"
"रिकने म्हटल्याप्रमाणे, मी निवृत्त चीफ मास्टर सार्जेंट आहे.",रिक तुला म्हणाला की मी निवृत्त झालो आहे.,"entailment
"
"माझ्या टेबलावर काही रोख रकमेचे अंदाज आहेत. आणि, उम, ते अशा आणि अशा कटलीसाठी आहे, ते ग्राहकाचे नाव आहे.",कुस्ती नावाचा ग्राहक दर महिन्याला $१०००० कमावतो.,"neutral
"
"माझ्या टेबलावर काही रोख रकमेचे अंदाज आहेत. आणि, उम, ते अशा आणि अशा कटलीसाठी आहे, ते ग्राहकाचे नाव आहे.",कुस्ती नावाचा एक क्लायंट आहे.,"neutral
"
"माझ्या टेबलावर काही रोख रकमेचे अंदाज आहेत. आणि, उम, ते अशा आणि अशा कटलीसाठी आहे, ते ग्राहकाचे नाव आहे.",आमच्याकडे कुट्टी नावाचा एकही ग्राहक नाही.,"contradiction
"
जी मुलगी माझी मदत करू शकते ती संपूर्ण शहराच्या पलीकडे आहे.,ती मुलगी जी मला दूर राहून मदत हवी आहे.,"neutral
"
जी मुलगी माझी मदत करू शकते ती संपूर्ण शहराच्या पलीकडे आहे.,माझी मदत करणारी मुलगी ५ मैल दूर आहे.,"neutral
"
जी मुलगी माझी मदत करू शकते ती संपूर्ण शहराच्या पलीकडे आहे.,माझी मदत करायला कोणीच नाही.,"contradiction
"
"पण ते विभागले गेले होते क्षेत्ररक्षक कोण होते आणि घरातील मुले कोण होती, ते एक प्रकारचे होते--",ते सर्व शेतात काम करतील यावर सर्वांचे एकमत झाले.,"neutral
"
"पण ते विभागले गेले होते क्षेत्ररक्षक कोण होते आणि घरातील मुले कोण होती, ते एक प्रकारचे होते--",कोण शेतात हात ठेवतो आणि कोण घरात आहे हे त्यांना समजत नव्हते.,"contradiction
"
"पण ते विभागले गेले होते क्षेत्ररक्षक कोण होते आणि घरातील मुले कोण होती, ते एक प्रकारचे होते--",कापूस शेतात कोण काम करेल आणि फ्लोर कोण साफ करेल हे त्यांना मान्य नव्हते.,"neutral
"
"म्हणजे, त्यांना फक्त पाच मुलं होती, त्यापैकी एकाचा मृत्यू झाला.",त्यांच्या सर्व मुलांचे प्राण वाचले.,"contradiction
"
"म्हणजे, त्यांना फक्त पाच मुलं होती, त्यापैकी एकाचा मृत्यू झाला.",त्यातील एका मुलाचा मृत्यू झाला.,"entailment
"
"म्हणजे, त्यांना फक्त पाच मुलं होती, त्यापैकी एकाचा मृत्यू झाला.",ज्या मुलाचा मृत्यू झाला तो आजारी जन्माला आला होता.,"neutral
"
"ती म्हणाली की तिच्या डोळ्यातून फक्त अश्रू वाहत होते आणि ती म्हणाली, मग ती म्हणाली की जो दालनात आला.",तिने त्याला पोर्चवर यायला सांगितलं तेव्हा तिच्या डोळ्यांत अश्रू आले.,"neutral
"
"ती म्हणाली की तिच्या डोळ्यातून फक्त अश्रू वाहत होते आणि ती म्हणाली, मग ती म्हणाली की जो दालनात आला.",तिने लगेच अश्रू पुसले आणि जयोला दालनातून बाहेर काढले.,"neutral
"
"ती म्हणाली की तिच्या डोळ्यातून फक्त अश्रू वाहत होते आणि ती म्हणाली, मग ती म्हणाली की जो दालनात आला.",तिला जोला पाहून इतका आनंद झाला की ती रडू लागली.,"neutral
"
"जरी विमानाला आग लागली असती, तरी ती जळून खाक होईल आणि ती विकिरण बाहेर पडण्यासाठी लीड घटकाद्वारे वितळेल.",आगीच्या वेळी देखील रेडिएशनवर नियंत्रण ठेवता येते.,"neutral
"
"जरी विमानाला आग लागली असती, तरी ती जळून खाक होईल आणि ती विकिरण बाहेर पडण्यासाठी लीड घटकाद्वारे वितळेल.",विमान जळून खाक झाल्यावर मुख्य घटकातून किरणांची गळती होते.,"entailment
"
"जरी विमानाला आग लागली असती, तरी ती जळून खाक होईल आणि ती विकिरण बाहेर पडण्यासाठी लीड घटकाद्वारे वितळेल.",आग लागली की रेडिएशन गळत नाही.,"contradiction
"
हे अमेरिकेच्या हवाईदलातून निवृत्त झालेले चीफ मास्टर सार्जेंट क्लेम फ्रान्सिस आहेत.,ते अमेरिकेच्या हवाई दलातून निवृत्त झाले आहेत.,"entailment
"
हे अमेरिकेच्या हवाईदलातून निवृत्त झालेले चीफ मास्टर सार्जेंट क्लेम फ्रान्सिस आहेत.,काही आठवड्यांपूर्वीच ते निवृत्त झाले होते.,"neutral
"
हे अमेरिकेच्या हवाईदलातून निवृत्त झालेले चीफ मास्टर सार्जेंट क्लेम फ्रान्सिस आहेत.,अमेरिकेच्या हवाई दलाच्या प्रमुखांनी गेल्या आठवड्यातच आपल्या कारकिर्दीला सुरुवात केली आहे.,"contradiction
"
एका आठवड्यात दोन किंवा तीन विमाने कुठे पोहोचतात ते कळत नाही.,दर आठवड्याला एकापेक्षा जास्त विमाने येतात.,"entailment
"
एका आठवड्यात दोन किंवा तीन विमाने कुठे पोहोचतात ते कळत नाही.,वाढत्या विमान वाहतुकीमुळे अडचणी येत आहेत.,"neutral
"
एका आठवड्यात दोन किंवा तीन विमाने कुठे पोहोचतात ते कळत नाही.,एकही विमान येत नाही.,"contradiction
"
त्यांनी अगोदरच पूर्ण प्रेशर सूटचे प्रशिक्षण घेतले होते आणि तुम्ही पूर्ण प्रेशर सूटमध्ये गेलात तर मला थोडा वेळ लागला.,पूर्ण दाबाचा वापर करण्यासाठी प्रशिक्षण पूर्ण करण्यासाठी तीन महिने लागतात.,"neutral
"
त्यांनी अगोदरच पूर्ण प्रेशर सूटचे प्रशिक्षण घेतले होते आणि तुम्ही पूर्ण प्रेशर सूटमध्ये गेलात तर मला थोडा वेळ लागला.,पूर्ण दाबाचा सूट वापरण्यासाठी प्रशिक्षणाला वेळ लागतो.,"entailment
"
त्यांनी अगोदरच पूर्ण प्रेशर सूटचे प्रशिक्षण घेतले होते आणि तुम्ही पूर्ण प्रेशर सूटमध्ये गेलात तर मला थोडा वेळ लागला.,आम्ही तुम्हाला दिवसाच्या अखेरीस पूर्ण प्रेशर सूट वापरण्याचे प्रशिक्षण दिले असते.,"neutral
"
"मला हे सांगायचे आहे की, हा बॉम्ब जमिनीवर कितीही जोरात आदळला तरी तो स्फोट होणार नाही.",वैमानिकाने हा बॉम्ब निष्क्रिय केला होता.,"neutral
"
"मला हे सांगायचे आहे की, हा बॉम्ब जमिनीवर कितीही जोरात आदळला तरी तो स्फोट होणार नाही.",या बॉम्बचा स्फोट होण्याची कोणतीही शक्यता नव्हती.,"entailment
"
"मला हे सांगायचे आहे की, हा बॉम्ब जमिनीवर कितीही जोरात आदळला तरी तो स्फोट होणार नाही.",या बॉम्बच्या स्फोटामुळे मोठा धोका निर्माण झाला होता.,"contradiction
"
आणि मी जे करण्याचा प्रयत्न करत आहे ते कसे दिसते.,हे तुम्हाला कसे दिसते याची मला खात्री नाही.,"neutral
"
आणि मी जे करण्याचा प्रयत्न करत आहे ते कसे दिसते.,"मी हे करण्याचा प्रयत्न करत आहे, अर्थातच.","entailment
"
आणि मी जे करण्याचा प्रयत्न करत आहे ते कसे दिसते.,मी पुढच्या आठवड्यात माझा प्रकल्प पूर्ण करायचा प्रयत्न करत आहे.,"neutral
"
"पण तरीही, प्राण्यांना, विशेषतः शेळ्या नेहमी मोकळे राहायच्या.",रोज कोंबड्या कोंढव्यातून पळून जात असत.,"neutral
"
"पण तरीही, प्राण्यांना, विशेषतः शेळ्या नेहमी मोकळे राहायच्या.",बकऱ्या अनेकदा पळून गेल्या.,"entailment
"
"पण तरीही, प्राण्यांना, विशेषतः शेळ्या नेहमी मोकळे राहायच्या.",बकऱ्यांना सुरक्षित ठेवण्यात आले होते.,"contradiction
"
आम्ही आत गेलो तेव्हा घराचे दरवाजे बंद होते.,सर्व दरवाजे उघडे होते.,"contradiction
"
आम्ही आत गेलो तेव्हा घराचे दरवाजे बंद होते.,आमच्याकडे चाव्या होत्या.,"neutral
"
आम्ही आत गेलो तेव्हा घराचे दरवाजे बंद होते.,दार बंद असतानाही आम्ही आत गेलो.,"entailment
"
तर मला फक्त आकडा घ्यायचा होता आणि तसा प्रयत्न करायचा होता.,मला खात्री आहे की हे सर्व मला समजून घ्यायचे आहे.,"neutral
"
तर मला फक्त आकडा घ्यायचा होता आणि तसा प्रयत्न करायचा होता.,"फक्त आकड्यांचे काय करायचे हे मला सुचत नाही, कृपया मला या गोंधळाची सविस्तर माहिती द्या.","neutral
"
तर मला फक्त आकडा घ्यायचा होता आणि तसा प्रयत्न करायचा होता.,मी हे टोटलच्या आधारावर मोजणार आहे.,"neutral
"
"आणि त्यातले बरेच काही या वस्तुस्थितीमुळे घडते की, माता अंमली पदार्थांच्या आहारी जातात",आई अंमली पदार्थांच्या आहारी गेली आहे.,"entailment
"
"आणि त्यातले बरेच काही या वस्तुस्थितीमुळे घडते की, माता अंमली पदार्थांच्या आहारी जातात",आई कुठल्याही औषधांवर किंवा औषधांवर अवलंबून नसते.,"contradiction
"
"आणि त्यातले बरेच काही या वस्तुस्थितीमुळे घडते की, माता अंमली पदार्थांच्या आहारी जातात",आई ड्रग्ज घेते.,"entailment
"
"हो, पाऊस पडत आहे का खरंच छान?",मी पावसाची पर्वा करत नाही.,"neutral
"
"हो, पाऊस पडत आहे का खरंच छान?",पाऊस चांगला आणि मस्त आहे.,"entailment
"
"हो, पाऊस पडत आहे का खरंच छान?",सूर्यप्रकाशात कधीही न संपणारे हे भयंकर आहे.,"contradiction
"
मानवी आयुष्य किती मोलाचे आहे आणि तुम्ही कोणाचे पुनर्वसन करू शकता की नाही,सर्व आयुष्य पुनर्वसन आणि दुसरी संधी देण्यालायक आहे.,"entailment
"
मानवी आयुष्य किती मोलाचे आहे आणि तुम्ही कोणाचे पुनर्वसन करू शकता की नाही,कोणीही मनुष्य पुनर्वसनास पात्र नाही.,"contradiction
"
मानवी आयुष्य किती मोलाचे आहे आणि तुम्ही कोणाचे पुनर्वसन करू शकता की नाही,"पुनर्वसन काहीही असो, आयुष्य किती मोलाचे आहे.","entailment
"
"अरे बाळा, तुझी तिथे विचित्र वायरिंग समस्या आहे.",मी यापूर्वी कधीही अशा प्रकारचा वायरिंग प्रॉब्लेम पाहिला नव्हता.,"entailment
"
"अरे बाळा, तुझी तिथे विचित्र वायरिंग समस्या आहे.",वायरिंग हा मुद्दा नाही.,"contradiction
"
"अरे बाळा, तुझी तिथे विचित्र वायरिंग समस्या आहे.",या विचित्र वायरिंगमुळे एक समस्या निर्माण झाली आहे.,"entailment
"
"खूप मजेशीर वाटते हो, किती गोष्टींना ते परवानगी देतील हे मला आश्चर्यकारक वाटते","मला आश्चर्य वाटलं नाही की, ते अडाणी होते.","neutral
"
"खूप मजेशीर वाटते हो, किती गोष्टींना ते परवानगी देतील हे मला आश्चर्यकारक वाटते",मी आश्चर्यचकित आहे की त्यांनी तुम्हाला तिथे अन्न आणि पेय घेण्यास परवानगी दिली.,"entailment
"
"खूप मजेशीर वाटते हो, किती गोष्टींना ते परवानगी देतील हे मला आश्चर्यकारक वाटते",मी आश्चर्यचकित आहे की ते त्यातून बाहेर पडू शकतात.,"neutral
"
"पण तरीही माझ्या मुलांची संख्या आता 21 आणि 24 झाली आहे, म्हणून मला असे करण्याची गरज नाही",मला त्याची गरज नाही कारण माझी मुलं वीस वर्षांची आहेत.,"entailment
"
"पण तरीही माझ्या मुलांची संख्या आता 21 आणि 24 झाली आहे, म्हणून मला असे करण्याची गरज नाही","ते वयाच्या अगदी जवळ असल्यामुळे मला कदाचित असे करावे लागेल. ""","contradiction
"
"पण तरीही माझ्या मुलांची संख्या आता 21 आणि 24 झाली आहे, म्हणून मला असे करण्याची गरज नाही",ते दहा-अकरा वर्षांचे असताना मी त्यांना भेटायला हवं.,"neutral
"
"होय, असे लोक जे कोणत्याही वेळी कामावर असू शकतात किंवा जर त्यांना निर्णय घ्यायचा असेल तर त्यांचे निर्णय धुळीस मिळू शकतात","होय, जे लोक कदाचित सर्वोत्तम निर्णय घेऊ शकणार नाहीत.","entailment
"
"होय, असे लोक जे कोणत्याही वेळी कामावर असू शकतात किंवा जर त्यांना निर्णय घ्यायचा असेल तर त्यांचे निर्णय धुळीस मिळू शकतात","होय, ज्यांना भूक लागली नसेल.","neutral
"
"होय, असे लोक जे कोणत्याही वेळी कामावर असू शकतात किंवा जर त्यांना निर्णय घ्यायचा असेल तर त्यांचे निर्णय धुळीस मिळू शकतात","होय, ज्यांची निर्णय क्षमता कधीही कमी होत नाही.","contradiction
"
नाही ते अजूनही दौऱ्यावर आहेत ते साठच्या दशकापासून दौऱ्यावर आहेत,१९७० च्या दशकापासून त्यांनी या पदावर काम केले आहे.,"neutral
"
नाही ते अजूनही दौऱ्यावर आहेत ते साठच्या दशकापासून दौऱ्यावर आहेत,त्यांना फिरायला खूप आवडते.,"entailment
"
नाही ते अजूनही दौऱ्यावर आहेत ते साठच्या दशकापासून दौऱ्यावर आहेत,नुकताच त्यांचा हा दौरा संपला आहे.,"contradiction
"
कसे एरोबिक्स करण्यासाठी?,एरोबिक्स कसे करायचे ते सांगू शकाल का?,"entailment
"
कसे एरोबिक्स करण्यासाठी?,मला एरोबिक्समध्ये स्वारस्य आहे कारण मला काही कार्डियोव्हॅस्क्युलर क्रियाकलापांची गरज आहे.,"neutral
"
कसे एरोबिक्स करण्यासाठी?,कृपया एरोबिक्सबद्दल बोलणे थांबवा.,"neutral
"
हा चांगला मार्ग आहे ज्याचा मी विचार केला नव्हता.,हा एक मूर्ख विचार आहे जो मी गेल्या आठवड्यात सोडून दिला.,"contradiction
"
हा चांगला मार्ग आहे ज्याचा मी विचार केला नव्हता.,हा चांगला मुद्दा आहे.,"entailment
"
हा चांगला मार्ग आहे ज्याचा मी विचार केला नव्हता.,तुम्ही ज्या विरोधाभासाचा उल्लेख केला तो एक चांगला मुद्दा आहे.,"neutral
"
"आठवड्यातून दोनदा ते दिवसभर वरिष्ठ नागरिकांची काळजी घेतात, पण ती वरिष्ठ नागरिक केंद्रात जाते",पाच वर्षांपेक्षा कमी वयाच्या मुलांसाठी दिवसा सेवा उपलब्ध आहे.,"neutral
"
"आठवड्यातून दोनदा ते दिवसभर वरिष्ठ नागरिकांची काळजी घेतात, पण ती वरिष्ठ नागरिक केंद्रात जाते",जर ज्येष्ठ नागरिकांनी तसे केले तर ते आठवड्यातून दोनदा त्यांना जाऊ देतात.,"neutral
"
"आठवड्यातून दोनदा ते दिवसभर वरिष्ठ नागरिकांची काळजी घेतात, पण ती वरिष्ठ नागरिक केंद्रात जाते",ते त्याला वरिष्ठ दिवस काळजी म्हणून संबोधतात परंतु त्याला वरिष्ठ केंद्र म्हणतात.,"neutral
"
हेच त्यांचे ध्येय होते.,त्यासाठीच ते झटत होते.,"entailment
"
हेच त्यांचे ध्येय होते.,त्यांना जे हवं होतं ते कधीच झालं नाही.,"contradiction
"
हेच त्यांचे ध्येय होते.,त्यांनी आपले ध्येय साध्य केले.,"neutral
"
बंदुका नियंत्रण म्हणजे दोन हातांचा वापर करणे.,त्यातील अर्धी गोळी एकहाती वापरामुळे नष्ट होते.,"neutral
"
बंदुका नियंत्रण म्हणजे दोन हातांचा वापर करणे.,बंदुकीच्या नियंत्रणासाठी सर्वात उत्तम मार्ग म्हणजे दोन्ही पायांचा वापर करणे.,"contradiction
"
बंदुका नियंत्रण म्हणजे दोन हातांचा वापर करणे.,जर तुम्हाला बंदुकीवर नियंत्रण ठेवायचे असेल तर दोन्ही हातांचा वापर करा.,"entailment
"
आणि ते अचानक कुठून आलं मला माहित नाही पण,"ते कुठून येते हे मला माहित नाही, पण ते जलद आहे.","neutral
"
आणि ते अचानक कुठून आलं मला माहित नाही पण,"ते लवकर येते, पण ते कुठून येते हे मला माहित आहे.","contradiction
"
आणि ते अचानक कुठून आलं मला माहित नाही पण,तो मोलाससारखा येतो आणि मला माहित आहे की तो नेमका कधी येईल.,"contradiction
"
खरं तर मला ते माहित नाही,मला त्याबद्दल फारशी माहिती नाही.,"entailment
"
खरं तर मला ते माहित नाही,प्रेमाच्या बाबतीत मी अनभिज्ञ आहे.,"neutral
"
खरं तर मला ते माहित नाही,मी अनेक वर्षांपासून त्याचा अभ्यास करत आहे.,"contradiction
"
"हो, ती खूप चांगली होती हे तुम्हाला माहीत आहे.",मला वाटतं तिला माहित आहे की ती अप्रतिम होती.,"entailment
"
"हो, ती खूप चांगली होती हे तुम्हाला माहीत आहे.",""""" ""नाही. ती खूप वाईट होती.""","contradiction
"
"हो, ती खूप चांगली होती हे तुम्हाला माहीत आहे.","होय, ती खूप चांगली होती.","entailment
"
"होय, त्याने सुचवले की, आपण वापरू शकाल तसा मोप",त्यांनी भांडी विकत घेण्याचा सल्ला दिला.,"neutral
"
"होय, त्याने सुचवले की, आपण वापरू शकाल तसा मोप",त्याने एक चिखल शोधण्याचा सल्ला दिला.,"neutral
"
"होय, त्याने सुचवले की, आपण वापरू शकाल तसा मोप",त्याला रक्त साबणाने स्वच्छ करायचं होतं.,"neutral
"
हे खरंच वाईट आहे की आम्ही आत्ताच आमच्या घरापासून तीन ब्लॉक दूर फ्रीवेवर गोळीबार केला,मी जिथे राहतो तिथून किमान 100 मैल अंतरावर गोळीबार झाला.,"contradiction
"
हे खरंच वाईट आहे की आम्ही आत्ताच आमच्या घरापासून तीन ब्लॉक दूर फ्रीवेवर गोळीबार केला,गोळीबार माझ्या घराच्या जवळच झाला आणि त्यामुळे मला बाहेर जायला भीती वाटत होती.,"entailment
"
हे खरंच वाईट आहे की आम्ही आत्ताच आमच्या घरापासून तीन ब्लॉक दूर फ्रीवेवर गोळीबार केला,"माझ्या घराजवळ शूटिंग झाले होते, या क्षेत्रात हे खरोखरच चांगले नाही.","entailment
"
हे खरं आहे की हे खरोखरच सुसंगत नाही,"मी तुझ्याशी सहमत नाही, हे खूप सुसंगत आहे.","contradiction
"
हे खरं आहे की हे खरोखरच सुसंगत नाही,मला वाटते की तुम्ही त्याच्या सातत्याबद्दल योग्य आहात.,"neutral
"
हे खरं आहे की हे खरोखरच सुसंगत नाही,""""" ""तुम्ही म्हणता ते योग्यच आहे, सुसंगत नाही.""","neutral
"
मी तिथेच थांबण्याचा प्रयत्न करत आहे.,मी धडपडण्याचा प्रयत्न करत आहे.,"neutral
"
मी तिथेच थांबण्याचा प्रयत्न करत आहे.,मी खरंच माझ्या परीने सर्वतोपरी प्रयत्न करत आहे.,"entailment
"
मी तिथेच थांबण्याचा प्रयत्न करत आहे.,मी माघार घेणार नाही आणि मागे वळून पाहणार नाही.,"entailment
"
आम्ही तंत्रज्ञानाच्या भविष्यात प्रवेश करत आहोत.,आम्ही तंत्रज्ञानाच्या भविष्यासाठी आवश्यक अग्रदूत तयार करत आहोत.,"entailment
"
आम्ही तंत्रज्ञानाच्या भविष्यात प्रवेश करत आहोत.,"आम्ही ट्रांजिस्टर बनवतो, त्यामुळे आमचं भविष्य कृत्रिम बुद्धिमत्तेद्वारे चालवलं जाईल.","neutral
"
आम्ही तंत्रज्ञानाच्या भविष्यात प्रवेश करत आहोत.,आम्ही तंत्रज्ञानाला यशस्वी होण्यापासून रोखू इच्छितो.,"contradiction
"
"उदाहरणार्थ, अधिकाधिक, सर्व जनुके जांभळे होतात.","जास्तीत जास्त, फक्त अर्धा जीन्स जांभळा होऊ शकतात.","contradiction
"
"उदाहरणार्थ, अधिकाधिक, सर्व जनुके जांभळे होतात.",जीन्ससाठी रंग बदलणे शक्य आहे.,"entailment
"
"उदाहरणार्थ, अधिकाधिक, सर्व जनुके जांभळे होतात.",कधी कधी जीन्सही निळे पडतात.,"neutral
"
डॅनियल यामीन हे गणितज्ञ आहेत.,यामीन गणितात हुशार आहेत.,"entailment
"
डॅनियल यामीन हे गणितज्ञ आहेत.,मिस्टर यामिन्सचे लक्ष बीजगणितीय भूमितीवर केंद्रित आहे.,"neutral
"
डॅनियल यामीन हे गणितज्ञ आहेत.,"यामिन्स एक महान कलाकार आहेत, पण एक भयंकर गणितज्ञ.","contradiction
"
"आणि तसे असल्यास, ते सहसा त्या सीमेजवळ असतात का?",मला माहित आहे की ते कधीच सीमेच्या जवळ जात नाहीत.,"contradiction
"
"आणि तसे असल्यास, ते सहसा त्या सीमेजवळ असतात का?","मला जाणून घ्यायचं आहे, ते अनेकदा इंग्लंडमध्ये असतात का?","neutral
"
"आणि तसे असल्यास, ते सहसा त्या सीमेजवळ असतात का?",ते किती वेळा सीमेजवळ जायचे याविषयी वक्त्याला स्पष्टता हवी होती.,"neutral
"
"आणि मला वाटते, एक रेणवीय सुगावा आहे की जीवमंडल सातत्याने स्वतःला सह-निर्माण करत आहे जिवंत राहण्यायोग्य व्यवस्थेत वंशपरंपरेच्या संचासाठी.",जीवसृष्टी खूप बदलली आहे.,"entailment
"
"आणि मला वाटते, एक रेणवीय सुगावा आहे की जीवमंडल सातत्याने स्वतःला सह-निर्माण करत आहे जिवंत राहण्यायोग्य व्यवस्थेत वंशपरंपरेच्या संचासाठी.",जीवसृष्टी तापमानानुसार बदलते.,"neutral
"
"आणि मला वाटते, एक रेणवीय सुगावा आहे की जीवमंडल सातत्याने स्वतःला सह-निर्माण करत आहे जिवंत राहण्यायोग्य व्यवस्थेत वंशपरंपरेच्या संचासाठी.",जीवसृष्टी कधीही बदलत नाही.,"contradiction
"
"या उत्क्रांतीमुळे, नियमित स्फटिक जास्त माहिती एनकोड करू शकत नाही.",नियमित स्फटिक हे अतिशय उच्च घनता माहिती साठवण माध्यम आहे.,"contradiction
"
"या उत्क्रांतीमुळे, नियमित स्फटिक जास्त माहिती एनकोड करू शकत नाही.",एनकोडिंग माहितीसाठी नियमित क्रिस्टल्स फारसे उपयोगी नसतात.,"entailment
"
"या उत्क्रांतीमुळे, नियमित स्फटिक जास्त माहिती एनकोड करू शकत नाही.",लेसर किरणांचा वापर करून भौगोलिक माहिती एनकोडिंग करण्यासाठी इतर प्रकारचे क्रिस्टल्स खूप उपयुक्त आहेत.,"neutral
"
"त्यामुळे, प्रौढांनी काही वेळा गोंधळात किंवा इतर कामांमध्ये त्यांना मदत करताना जसे करतात, तसे त्यांना शाळेत शिकवण्याची गरज नसते.",गेम्स खेळण्यापेक्षा गोंधळ सोडवण्यामध्ये शालेय विद्यार्थी सहजासहजी चांगले असतात.,"neutral
"
"त्यामुळे, प्रौढांनी काही वेळा गोंधळात किंवा इतर कामांमध्ये त्यांना मदत करताना जसे करतात, तसे त्यांना शाळेत शिकवण्याची गरज नसते.",लहानपणापासूनच नाटक करायला शिकणाऱ्यांना इतक्या सहकार्याची गरज नसते.,"neutral
"
"त्यामुळे, प्रौढांनी काही वेळा गोंधळात किंवा इतर कामांमध्ये त्यांना मदत करताना जसे करतात, तसे त्यांना शाळेत शिकवण्याची गरज नसते.",प्राध्यापकांना स्वतःहून कोडे सोडविण्यासाठी आवश्यक स्थानिक मॉडेलिंग कौशल्ये नसतात.,"neutral
"
[या राष्ट्राची] मुक्तपणे कल्पना करण्यात आली आणि सर्व मानवांना समान बनवण्यात आले आहे या कल्पनेला समर्पित करण्यात आले.,या प्रस्तावाची नोंद अनेक अतिरिक्त कागदपत्रांमध्ये करण्यात आली आहे.,"neutral
"
[या राष्ट्राची] मुक्तपणे कल्पना करण्यात आली आणि सर्व मानवांना समान बनवण्यात आले आहे या कल्पनेला समर्पित करण्यात आले.,काही लोकांचा असा विश्वास होता की सर्व लोक समान आहेत.,"entailment
"
