question,gpt_answer
Dlaczego zgodnie z fragmentem biegacz średniodystansowy prawdopodobnie zakupi droższy sprzęt?,1
Co zgodnie z fragmentem jest wymagane do biegania na średnim dystansie?,3
Kto odkrył jądrowy rezonans magnetyczny? ,3
W którym roku przyznano pierwszy patent na rezonans medyczny? ,2
"Co ludzie zgodnie z fragmentem powinni dobrze rozumieć, aby móc interpretować działania innych?",2
W czym zgodnie z fragmentem pomaga ludziom zrozumienie intencji?,1
Co z poniższych zgodnie z fragmentem jest dokładnym podsumowaniem głównego celu AI?,4
Z którym z poniższych zgodnie z fragmentem jest często kojarzona AI?,3
Co z poniższych zgodnie z fragmentem jest zaletą kogoś o zbieżnych wzorcach myślenia?,4
Co z poniższych zgodnie z fragmentem nie jest uważane za punkt centralny myślenia konwergentnego?,2
Co z poniższych zgodnie z fragmentem nie zostałoby uznane za mikroekspresję?,4
Które z poniższych stwierdzeń dotyczących interpretacji mikroekspresji nie jest prawdziwe?,3
Co z poniższych stało się ważniejsze w okresie renesansu? ,3
W okresie renesansu mniejszy nacisk zaczęto kłaść na które z poniższych zagadnień?,1
Co z poniższych nie odzwierciedla ważnych powodów korzystania z Internetu w celu kontynuowania znajomości?,3
Co z poniższych nie odzwierciedla motywacji do korzystania z Internetu w celu osobistego zaangażowania?,1
Kiedy Europa Zachodnia przestała w dużym stopniu polegać na wpływach i zaczęła rozwijać swój własny styl?,1
Używanie guzików do zapinania ubrań pozostało po? ,3
Co z poniższych zgodnie z fragmentem jest uważane za długofalowe rozwiązanie problemów środowiskowych?,3
Które z poniższych rozwiązań zgodnie z fragmentem nie zostałoby uznane za symptomatyczne zajmowanie się kwestiami ochrony środowiska?,2
"W którym kraju miała miejsce pierwsza wojna w Europie, której centralna kwestia miała dotyczyć równowagi sił, a nie kontekstu religijnego?",4
Jaka wojna jest czasami określana jako ostatnia „wojna religijna”?,1
Które z poniższych aspektów Kościoła katolickiego nie zostały zbadane?,2
Kto zgodnie z fragmentem został zamordowany w Wersalu?,4
Co z poniższych nie zostało narzucone królowi i królowej przez tłum?,3
Co z poniższych nie było wynikiem niekonwencjonalnych działań wojennych Wielkiej Brytanii?,3
Które stwierdzenie nie opisuje dokładnie brytyjskiej blokady morskiej Niemiec?,4
Dla kogo diagnoza stwardnienia rozsianego zgodnie z fragmentem byłaby najbardziej prawdopodobna?,1
Wobec czego zgodnie z fragmentem osoby angażujące się w regularną aktywność potrzebowały większego wsparcia?,1
Jak zgodnie z fragmentem zwykle rozgrywana jest szermierka?,4
Co z poniższych zgodnie z fragmentem jest najsilniejszym wskaźnikiem wewnętrznego zatrucia?,4
Jaki zgodnie z fragmentem jest właściwy pierwszy krok w celu oceny ofiary?,1
Co z poniższych nie odzwierciedla dokładnie procedury oceny ofiary?,1
Która ze zmian wywołanych rewolucją francuską wywarła znaczący wpływ na obywateli należących do klasy robotniczej?,2
Po rewolucji francuskiej powodzenie w wojsku i innych zawodach w mniejszym stopniu zależało od?,2
Która służba publiczna wywołuje największe niezadowolenie w krajach rozwiniętych?,3
Co można powiedzieć zgodnie z fragmentem o systemach transportu publicznego?,3
Co z poniższych zgodnie z fragmentem może być trudne do oceny ze względu na nieprzewidywalność kierowców?,3
Co z poniższych jest używane do matematycznego przedstawienia strumienia ruchu?,4
Czego Hershey i Chase użyli do wszczepienia swojego DNA? ,4
Zdolność do przekazania mutacji potomstwu zależy od czego?,1
"Na podstawie informacji podanych we fragmencie, od czego nie zależą różne efekty mutacji?",1
"Co z poniższych nie było powodem, dla którego starożytne kultury hodowały kozy?",3
Celem gry w golfa jest uzyskanie jak najmniejszej liczby czego?,2
Gdzie na polu golfowym przycięte jest krócej trawa?,2
Jaki jest typowy cel eksperymentu?,1
Co zgodnie z fragmentem nie pomaga prowadzić badań naukowych?,1
Które stwierdzenie o tornadach zgodnie z fragmentem jest nieprawdziwe?,3
Które z poniższych stwierdzeń zgodnie z fragmentem dokładnie opisuje większość tornad?,4
Które z poniższych czynności ludzie zaczęli wykonywać w XVI wieku?,4
Jak długo ludzie powiększają obiekty za pomocą soczewek?,3
Co jaskinia Mahometa zgodnie z fragmentem mówi o jego duchowości lub wartościach?,1
Do czego zgodnie z fragmentem najpierw używano żelaza?,4
Dlaczego drewniane koła zgodnie z fragmentem zostały zastąpione żelaznymi?,4
Co zgodnie z fragmentem kształtowało jednostki w okresie romantyzmu?,2
Które z poniższych stwierdzeń nie odzwierciedla ogólnej idei determinizmu technologicznego? ,1
Co z poniższych zgodnie z fragmentem nie jest związane z prowadzeniem smyczka?,2
Który z poniższych zgodnie z fragmentem jest związany z łagodniejszym dźwiękiem?,3
"Skamieniałości pokazują, że dłonie w końcu przystosowały się przede wszystkim do którego z poniższych celów?",1
Które z poniższych dokładnie opisuje paliczki szympansa? ,3
Selekcja usuwa nową odmianę genetyczną z której puli?,4
Jaki proces jest odpowiedzialny za dodanie zmienności genetycznej?,3
"Na podstawie informacji w tym fragmencie, co z poniższych powinny jeść naczelne, aby rozwiązać „problem białkowy”?",3
Który z poniższych problemów zgodnie z fragmentem nie jest spowodowany brakiem niezbędnych aminokwasów?,1
W jaki sposób członkowie danej subkultury często oznaczają swoją przynależność do grupy?,4
"Zgodnie z teorią przedstawioną w tym fragmencie, co może się stać z dzieckiem identyfikującym się z mniejszością rasową, która jest stereotypowo postrzegana za angażowanie się w groźne zachowania?",2
Na co które z poniższych zgodnie z fragmentem może mieć wpływ wiedza dziecka na temat stereotypów rasowych?,2
Co z poniższych zgodnie z fragmentem nie jest prawdopodobnie zgodne z wychowaniem zdziczałego dziecka?,2
Co z poniższych zgodnie z fragmentem dokładnie opisuje zdziczałe zachowanie u dzieci?,2
Która z poniższych praktyk na podstawie tego fragmentu nie jest zgodna z rolnictwem nastawionym na produkcję na własne potrzeby?,2
Co z poniższych dokładnie opisuje praktykę uprawy roli na własne potrzeby?,4
Zwiedzanie muzeum należy do której kategorii turystyki?,3
Co może być priorytetem dla osób podróżujących rekreacyjnie?,2
"Co jest wymienione w tym fragmencie jako coś, co pomogło zmniejszyć strach przed zmianami w lokalnym kościele?",1
Według tego fragmentu w czym może pomóc zrozumienie własnej historii?,3
Które z poniższych stwierdzeń dokładnie opisuje postmodernistyczne podejście do nauki?,4
Które z poniższych stwierdzeń nie odzwierciedla dokładnie postmodernistycznego podejścia do uczenia się?,2
"Po celowym przebudzeniu podczas normalnego snu, które czynniki z poniższych zakłócałyby proces przerywania snu?",1
Co z poniższych nie jest dokładnym opisem przerwania snu?,4
"Gdy mózg podejmuje częściej próbę zaśnięcia, powoduje to wzrost czego?",4
Który z poniższych negatywnych skutków może być spowodowany przez świadome śnienie?,2
W jaki sposób zgodnie z fragmentem konwencjonalne i wirtualne zespoły są do siebie podobne?,1
Które stwierdzenie zgodnie z fragmentem dotyczące zespołów fizycznych i wirtualnych nie jest prawdziwe?,1
"Co z poniższych nie jest czymś, na czym koncentrują się teorie treści?",1
Co z poniższych nie jest przedmiotem reguły trzeciej?,2
Co z poniższych nie opisuje formatu fotografii 35 mm?,4
"Według fragmentu, wraz ze wzrostem jakości produkcji obiektywów przez producentów, jak zostały ulepszone obiektywy zmiennoogniskowe?",3
"Na podstawie informacji zawartych we fragmencie, kiedy obiektyw zmiennoogniskowy może być lepszy od obiektywu stałoogniskowego?",4
Które z poniższych stwierdzeń nie zostałoby uznane za dokładny opis mistycyzmu?,4
Co z poniższych zgodnie z fragmentem nie jest przedmiotem mistycyzmu?,2
Kto zgodnie z fragmentem mógł założyć społeczeństwo rolnicze?,3
"W jakim miejscu zgodnie z fragmentem grupa, która polowała na moa, była pierwszymi jego mieszkańcami?",2
W jakim scenariuszu wykorzystanie origami typu Pureland zapewniłoby korzyści składającemu?,4
Co z poniższych nie opisuje dokładnie origami typu Pureland?,1
Która lokalizacja zgodnie z fragmentem nie jest związana z cywilizacją doliny Indusu?,3
Co z poniższych nie zostało wymienione jako możliwa nazwa cywilizacji Epoki Brązu omówionej w tym fragmencie?,3
Co z poniższych zgodnie z fragmentem przynosi długofalowe korzyści?,1
"Co z poniższych zgodnie z fragmentem może być traktowane priorytetowo, jeśli koncentruje się na krótkoterminowych zyskach?",4
Kto zgodnie z fragmentem pokrył znaczną część kosztów wojny?,4
Który okres poprzedzał epokę templariuszy?,3
Jaki okres nastąpił po epoce templariuszy?,1
Jakie leczenie lub procedura nie została wymieniona jako stosowana przez medyków i chirurgów w czasach Cesarstwa Rzymskiego?,1
"Zgodnie z tym fragmentem, które z poniższych nie jest związane z postępem w dziedzinie medycyny w czasach Cesarstwa Rzymskiego?",3
Od czego jest zależna zdolność widzenia?,1
Od czego zależy zróżnicowanie struktury oka pomiędzy organizmami?,2
Które stwierdzenie na temat sikhizmu zgodnie z fragmentem nie przedstawia dokładnie tej religii?,2
Które z poniższych zgodnie z fragmentem jest uważane za podstawowy aspekt systemu wierzeń sikhów?,1
Na czym zgodnie z fragmentem może się być trudno skupić dzieciom z zespołem deficytu uwagi?,1
Dlaczego zgodnie z fragmentem dzieci z zespołem deficytu uwagi mają tendencję do angażowania się w ryzykowne zachowania?,4
"Na podstawie informacji zawartych we fragmencie, co z poniższych nie jest przykładem nauki metodą rusztowania?",3
Które z poniższych nie opisuje dokładnie pojęcia strategii nauki metodą rusztowania?,3
Która funkcja MySpace zgodnie z fragmentem może przynieść korzyści uczniom mającym problemy z czytaniem?,1
Co z poniższych zgodnie z fragmentem nie było częścią odpowiedzi reakcji Chruszczowa na zamieszki robotnicze?,3
Które z poniższych wydarzeń nie było przyczyną zamieszek w Polsce?,4
Co z poniższych zgodnie z fragmentem nie wpłynęło na stosunki między ZSRR a Stanami Zjednoczonymi?,2
Co z poniższych nie opisuje dokładnie celu wysyłania impulsów nerwowych w całym ciele?,1
Co można znaleźć na płaskowyżu w Gizie?,1
Jaki było przeznaczenie Wielkiej Piramidy?,2
"Komu zawdzięczamy wiedzę o podpalaczu, który zniszczył świątynię?",3
Które stwierdzenie dotyczące odbudowy świątyni Artemidy jest dokładne?,2
Kiedy najwcześniej zgodnie z fragmentem jakiś gatunek mógł chodzić na dwóch nogach?,1
Który z tych gatunków chodził regularnie na dwóch nogach?,2
Co niemiecka marynarka wojenna próbowała osiągnąć podczas II wojny światowej?,2
"Na podstawie informacji podanych w tym fragmencie, kto odniósł największy sukces w wojnie morskiej podczas kampanii na Północnym Atlantyku?",1
Co nie istniało w momencie wprowadzenia kawalerii przez Asyryjczyków?,1
W jaki sposób toczą się bitwy z udziałem kawalerii?,3
Gdzie zgodnie z fragmentem nie znalazłbyś przeciętnego babilońskiego obywatela?,4
Co z poniższych było przeznaczone specjalnie dla kapłanów?,2
Kiedy król Tutanchamon zyskał rozgłos?,3
"Co sprawiło, że Tutanchamon stał się znanym królem Egiptu?",1
Jakiej umiejętności był pozbawiony grecki poeta Homer?,2
Który słynny Grek jest znany z czegoś innego niż literatura?,3
Gdzie rodzina hebrajska spędzała większość swojego czasu?,1
Co nie było ważne dla rodziny hebrajskiej?,3
Co z poniższych nie zostało opisane jako różnica między krajami skandynawskimi?,3
Kto pierwszy osiedlił się na Grenlandii?,1
Która grupa wolałaby zjeść obiad bez krzeseł?,3
Co z poniższych nie byłoby częścią starożytnej rzymskiej uczty?,4
Co z poniższych zgodnie z fragmentem prawdopodobnie nie będzie miało trwałego wpływu?,2
Co poprzedza naród zgodnie z fragmentem?,3
Które stwierdzenie na temat Drukgyal Dzong nie jest prawdziwe?,1
Które stwierdzenie dokładnie opisuje wynik pożaru w Drukgyal Dzong?,3
Które z poniższych stwierdzeń na temat Kambodży jest prawdziwe?,4
Które z poniższych stwierdzeń dokładnie opisuje inwazję na Kambodżę?,4
Czego z poniższych nie robiła Holenderska Kompania Wschodnioindyjska podczas obecności na Tajwanie?,4
Co ustanowił traktat z Shimonoseki?,4
W jaki sposób mierzy się poziom pH substancji chemicznej?,3
Co zostało usunięte z jonów wodorowych?,4
Które z poniższych stwierdzeń nie opisuje dokładnie dumy lwów?,3
Które z poniższych stwierdzeń nie opisuje dokładnie zachowania lwów?,4
Króliki są częstą zdobyczą dla jakiego rodzaju drapieżników?,3
Na które z poniższych zwierząt polują mniejsze koty?,1
Co z poniższych nie jest częścią metody polowania ocelota?,4
Co z poniższych nie odnosi się do ocelota? ,3
Co z poniższych nie jest uważane za największą siłę tygrysa?,2
Jaka jest zgodnie z fragmentem różnica między tygrysami a lwami?,2
Czego Robert Hooke zgodnie z fragmentem dokonał przed innymi biologami?,1
Co oznacza pochodzenie słowa „komórka”?,2
Do robienia czego zgodnie z fragmentem posiada zdolność większość zwierząt?,2
Czego zgodnie z fragmentem niektóre zwierzęta nie mają?,3
Co pomaga roślinom w procesie fotosyntezy?,4
"Co ludzie wydychają, a co absorbują rośliny?",4
Który z poniższych przykładów zgodnie z fragmentem utrudniłby proces ewolucji?,1
Które z poniższych stwierdzeń nie opisuje dokładnie procesu specjacji? ,1
Która część układu krążenia przenosi krew do serca?,4
Które rurki są najmniejsze w układzie krążenia?,1
Co z poniższych zwiększa zdolność owada do składania skrzydeł do tyłu?,2
"Co z poniższych nie zostało wymienione we fragmencie, jako coś, na co wpływa zdolność owadów do latania?",4
Która z poniższych cech nie jest powszechnie kojarzona z dinozaurami?,2
Co z poniższych nie jest powszechnie uważane za wspólną cechę ptaków i dinozaurów?,3
Która część sagowca zgodnie z fragmentem zapewne zjadał triceratops?,1
Co z poniższych zgodnie z fragmentem najchętniej zjadłby triceratops? ,2
Który z poniższych sportów zgodnie z fragmentem może być popularny w najbardziej wysuniętych na północ regionach Włoch?,3
"Na podstawie informacji podanych we fragmencie, w jakim z poniższych sportów Włochy zdobyły mistrzostwo świata?",1
Po jakim wydarzeniu niektóre części Luksemburga stały się belgijskie?,2
Które z poniższych stwierdzeń wpłynęło na neutralność Luksemburga?,1
Ile kilometrów kwadratowych całkowitej powierzchni Turcji znajduje się w Europie?,4
Jaką długość w milach zgodnie z fragmentem ma Turcja?,4
W jakim celu używa się języka łacińskiego w Watykanie?,1
Do czego w Watykanie nie używa się języka włoskiego?,3
Na co z poniższych zgodnie z fragmentem korzystny wpływ mieć będzie miksowanie dźwięku za pomocą wyrafinowanych komputerów?,1
"W jakiej lokalizacji zgodnie z fragmentem znajdowała się większość domów, w których były toalety ze spłuczką?",1
W których z poniższych lokalizacji stwierdzono zaawansowane instalacje kanalizacyjne?,1
Który z poniższych czynników powoduje obrót łyżwiarza?,1
Co z poniższych zgodnie z fragmentem dokładnie opisuje wgłębienie na ostrzu nowoczesnej łyżwy?,3
Jaki proces zgodnie z fragmentem pozwala atomom wyeliminować nadmiar energii ze światła?,4
Co powoduje emisję fotonu przez atom?,2
"Co ostatecznie zgodnie z fragmentem spowoduje, że żarówka przestanie działać?",3
Które z poniższych może być potencjalnie niebezpieczne w dotyku podczas wymiany żarówki?,3
"Co zgodnie z fragmentem się dzieje, gdy jądro zostaje podzielone?",2
Które z poniższych umożliwiają łączność na dużą odległość z Ziemią?,2
Które z poniższych są używane do umieszczenia teleskopu w kosmosie?,2
"Co należy odnotować o wydarzeniu cyklicznym, aby śledzić upływ czasu?",2
Jakiego aspektu zdarzenia zgodnie z fragmentem używa się do porównań?,1
Które z poniższych zgodnie z fragmentem jest uważane za typowe dla następcy tronu?,2
"Opierając się na informacjach podanych we fragmencie, Charles był pierwszym, który zrobił co?",3
Z jakiego kraju pochodziła flota Trygvassona?,4
W którym momencie historii Niemcy wywarły silny wpływ kulturowy na Estonię?,3
Co wywarło wpływ na język estoński?,2
Zgodnie z fragmentem liczba rodzimych użytkowników języka hindi waha się w zależności od czego?,1
Które z poniższych stwierdzeń jest prawdziwe w odniesieniu do języków hindi i urdu?,2
Które z poniższych stwierdzeń nie jest dokładnym faktem dotyczącym alfabetu hangul?,2
Alfabet Hunmin Jeongeum został ostatecznie zmieniony na co?,2
Na które języki zgodnie z fragmentem miał wpływ sanskryt?,4
"Z powodu czego, zgodnie z fragmentem, ograniczone zostało użycie sanskrytu?",4
Które z poniższych stwierdzeń zgodnie z fragmentem jest dokładnie opisuje grawitację na Io?,4
Które z poniższych stwierdzeń zgodnie z fragmentem dokładnie opisuje zewnętrzną warstwę Księżyca?,3
Gdzie zgodnie z fragmentem jest najgrubsza pokrywa na Księżycu?,3
W co wierzą niektórzy ludzie zgodnie z fragmentem?,3
Co staje się cieńsze w miarę oddalania się od środka Słońca?,3
Która część Słońca jest widoczna z Ziemi zgodnie z fragmentem?,3
Które z poniższych spostrzeżeń pomogło potwierdzić teorię Kopernika?,1
Które z poniższych stwierdzeń zostało zaobserwowane przez Galileusza w 1610 roku?,2
Skąd Amazonka czerpie wodę zgodnie z fragmentem?,1
Jakie wyróżnienie nie jest przypisywane Amazonce?,3
Który z wymienionych sektorów zatrudnia najmniejszą liczbę Wenezuelczyków?,3
Który z poniższych sektorów zatrudnia najwięcej Wenezuelczyków zgodnie z fragmentem?,1
Co fuzja umożliwia gwiazdom zgodnie z fragmentem?,3
Co z poniższych pozwoliłoby stworzyć użyteczny reaktor termojądrowy?,1
Jaki jest skład chemiczny wody?,4
"Gdy woda zmienia postać, co pozostanie takie samo?",1
"Które z poniższych nie było problemem dla trzynastu stanów, gdy próbowały narzucić pewne prawa zgodnie z fragmentem?",1
Które stwierdzenie zgodnie z fragmentem dokładnie odzwierciedla stan rządu centralnego podczas wojny o niepodległość?,3
Jak są napisane słowa na odwrocie Deklaracji Niepodległości?,3
"Biorąc pod uwagę poniższe, z czego jest znany Singapur?",1
Czym jest Vanda Miss Joaquim?,2
Jaka cecha piramid w Gizie zgodnie z fragmentem nie była prawdopodobnie podziwiana przez Egipcjan z okresu Nowego Państwa?,1
Skąd zgodnie z fragmentem roślinożercy przybywają w pogoni za deszczem?,2
Z którego obszaru zgodnie z fragmentem zwierzęta roślinożerne przemieszczają się około kwietnia?,1
Operacja „Lew Morski” była inwazją na który kraj?,2
Jak Niemcy nazwały atak na Wielką Brytanię?,2
"Co nie jest wymieniane, jako niezbędny krok w włoskim planie zdobycia krajów afrykańskich?",3
Zgodnie z fragmentem co było głównym celem wojennym Włoch?,1
Kto nawiązał przyjazne stosunki z najeźdźcami?,2
Kim byli alianci biorący udział w Operacji Dragoon?,1
Rozwój jakiej technologii zmusił łodzie podwodne do pływania pod wodą?,4
Podczas pierwszego użycia okręty podwodne miały bardzo ograniczony zasięg w jakim obszarze?,3
"Według tego fragmentu, kto naruszył umowę? ",4
Które z poniższych działań nie zostało przeprowadzone przez Armię Czerwoną?,3
Co się stało z naczelnym szefem włoskiej dziesiątej armii?,3
Gdzie zginął Italo Balbo?,4
Która z poniższych technik zgodnie z fragmentem jest ważną częścią medytacji tybetańskiej?,3
W jaki sposób zgodnie z fragmentem aktywowane są czakry podczas „centrum” medytacji tybetańskiej?,2
Kto przedstawił drugą pieśń nabożną podczas programu?,4
Kto zgodnie z fragmentem przedstawił pieśń nabożną podczas ofiarowania pokarmu?,2
Jaki był ostatni występ wieczoru?,2
Jakiej narodowości jest Alessandro Safina?,4
"Na podstawie tego fragmentu, które z poniższych stwierdzeń nie jest prawdziwe?",1
Kto zgodnie z fragmentem skomentował niewygodny poziom ciepła?,2
Gdzie była przerwa w dostawach prądu z powodu tsunami?,1
W jaki sposób zgodnie z fragmentem Tonga ucierpiała wskutek przerwy w dostawach prądu?,2
Kiedy policja była w stanie użyć swoich radarów do pomiaru prędkości jazdy Jonny 'ego Reida?,1
Dlaczego nowozelandzkiej policji trudno było zgodnie z fragmentem zmierzyć prędkość Jonny'ego Reida?,2
Gdzie było centrum trzęsienia ziemi w stosunku do Butte?,2
Co wydarzyło się podczas zamieszek w Abu Ghraib?,4
Dlaczego irackie więzienie zyskało rozgłos? ,4
Jakie wydarzenie odbędzie się na stadionie War Memorial na Maui?,3
Kto ostatecznie udzielił wyjaśnień dotyczących odwołania wydarzenia?,2
Kto według kilkunastu mieszkańców Biszkeku był odpowiedzialny za grabież?,3
Kto obwiniał protestujących z południa o grabież?,1
Kiedy Ring zwiększył sprzedaż?,1
Kiedy Jamie Siminoff zdecydował się założyć Ring?,1
Każdy odcinek Reading Rainbow prezentował dzieciom zalecenia dotyczące czego?,4
Co mogło przyczynić się do anulowania serii Reading Rainbow?,1
Które z poniższych nie było argumentem przedstawionym przez urzędników w Amsterdamie i muzeum w odniesieniu do drzewa?,2
Według głównego inspektora RSPCA inspekcje powinny być standardem dla którego z poniższych?,4
Co zgodnie z fragmentem może pomóc pracownikom australijskich rzeźni zrozumieć znaczenie dobrostanu zwierząt?,1
"Jaki zgodnie z fragmentem ma zawód osoba, która została aresztowana?",1
"Zgodnie z fragmentem pogrzeb ilu ofiar się właśnie odbywał, gdy rozeszły się wieści o kolejnym aresztowaniu?",2
"W odpowiedzi na protesty, które państwo nie przystąpiło do podpisanej umowy ACTA?",2
Które z poniższych państw zdecydowało się na odroczenie procesu przystąpienia do ACTA?,4
Ile osób odniosło obrażenia w wyniku przegrzania iPoda?,1
"Kto powiedział, że incydenty z przegrzaniem nie były zbyt poważne?",4
"Co Steve Jobs powiedział podczas przemówienia, że co ponownie zaistnieje dzięki Apple?",2
Jaki był cel dwugodzinnego przemówienia Steve 'a Jobsa?,3
Co ogłosiła Cristina Fernandez de Kirchner w Teatro Argentino?,1
Gdzie Cristina Fernandez de Kirchner ogłosiła swój zamiar?,3
Jakie były ustalenia ACMA w odniesieniu do Big Brothera?,1
"Jakie parametry muszą spełniać media, aby można je było uznać za treści internetowe?",2
Kto jest liderem australijskiej Partii Liberalnej?,2
Dlaczego Australia nie ma jeszcze przemysłu energii jądrowej?,4
Który narciarz rywalizował z pomocą przewodniczkl?,3
Który kraj zajął dziesiąte miejsce w Super-G w klasie stojącej kobiet?,1
Które stwierdzenie na temat Blake'a zgodnie z fragmentem nie jest dokładne?,2
"Na podstawie fragmentu, które z poniższych zdań nie przydarzyło się Blake'owi?",3
Na co nie zostanie przeznaczony fundusz ONZ na rzecz walki ze skutkami globalnego ocieplenia?,2
Co zgodnie z fragmentem ONZ ma nadzieję ocalić?,3
"Które z poniższych stwierdzeń nie zostało przytoczone przez Alberta Muchangę jako coś, co wciąż wymaga uzgodnienia?",1
Dlaczego zgodnie z fragmentem handel może rozpocząć się w lipcu?,2
O co the Atlanta Journal-Constitution oskarża władze oświatowe zgodnie z fragmentem?,3
"Na podstawie informacji podanych we fragmencie, o czym nie wspomniano w raporcie Atlanta Journal-Constitution?",4
Jakie informacje zgodnie z fragmentem są znane po wybuchu bomby?,3
Ile meczów rozegrał Jesus od momentu dołączenia do Manchesteru City w 2017 roku?,4
Za dołączenie do którego klubu Jesus otrzymał 27 milionów funtów?,2
Które stwierdzenie o gościach hostelu nie jest prawdziwe?,4
Które z poniższych stwierdzeń zgodnie z fragmentem jest prawdziwe?,3
Jakie informacje o kolizji zgodnie z fragmentem nie są niepewne?,2
Co należy jeszcze ustalić zgodnie z fragmentem w sprawie kolizji?,4
Które miejsce Batten miał kiedyś na liście najbogatszych Amerykanów zgodnie z tym fragmentem?,3
Na jaki z poniższych celów Batten przekazał darowiznę?,2
Co jest częścią ustawy podpisanej przez gubernatora Arnolda Schwarzeneggera?,1
"Kto przeoczył rzeczy, które zostały powiedziane zgodnie z fragmentem?",3
Które z poniższych stwierdzeń odnosi się do doświadczenia Millera na rozprawie zgodnie z tym fragmentem?,2
Kto zaproponował zmiany w „Ustawie o czystym powietrzu”?,3
"Kto zaprzeczył, że „Ustawa o czystym powietrzu” była używana jako chwyt przedwyborczy?",2
Co powstaje ze związków kwasu cyjanurowego i melaminy na skutek ich reakcji w moczu kota?,3
Do czego naukowcy wykorzystali spektroskopię w podczerwieni?,2
Kto nazwał Lunę „królową Extreme”?,4
Kto nazwał Lunę „zwariowaną”?,2
"Co się stało z kierowcą, który brał udział w wypadku?",1
Czym nie wyróżniała się gra drużyny RPA podczas turnieju rugby?,3
Kiedy gra RPA zaczęła się poprawiać zgodnie z tym fragmentem?,4
Które z poniższych stwierdzeń nie odzwierciedla dokładnie gospodarki Chin zgodnie z fragmentem?,4
Kiedy PKB Chin przekroczy PKB Stanów Zjednoczonych zgodnie z fragmentem?,2
Co sugerował Hu krajom rozwijającym się?,4
O czym nie wspomniał Hu?,4
"Odnośnie czego z poniższych Veerman powiedział, że sytuacja nie jest dobra?",2
"Ze względu na oskarżenie, kto zajmie stanowisko Huhne’a?",1
Kto przejmie rolę ministra biznesu po oskarżeniu?,1
Do czego artyści zachęcają publiczność podczas opery Camille’a Saint-Saensa?,1
Kto przede wszystkim pali skręta podczas opery?,3
"Jaka jest inna nazwa „spaceru kosmicznego”, który wykonał Leonow?",3
Którą częścią sowieckiej misji dowodził Leonow?,2
Kto został ranny w wypadku?,1
"Co się stało z osobami, które brały udział w wypadku?",2
Naukowcy pracujący nad programem mieli nadzieję zaobserwować efekty spowodowane przez który z poniższych czynników?,2
Naukowcy obserwowali materię czego z poniższych?,4
Czego nie krytykują konserwatyści na podstawie tego fragmentu?,3
