question,gpt_answer
"Matnga ko'ra, quyidagilardan qaysi biri taxt vorisi uchun odatiy hisoblanadi?",2
"Matnga ko'ra, Charlz birinchi bo'lib nima qilgan?",3
Trigvasson floti qaysi mamlakatdan edi?,4
Tarixning qaysi davrida Germaniya Estoniyaga kuchli madaniy ta'sir ko'rsatgan?,3
Eston tiliga nima ta'sir qilgan?,2
"Matnga ko'ra, hind tilida so'zlashuvchilar soni qaysi omilga qarab o'zgarib turadi?",1
Quyidagi gaplardan qaysi biri hind va urdu tillari haqida to'g'ri ma'lumot bergan?,2
Quyidagilardan qaysi biri Hangul alifbosi haqidagi to'g'ri fakt emas?,2
Hunmin Jeongeum alifbosi oxir-oqibat nimaga o'zgartirilgan?,2
"Matnga ko'ra, sanskrit tili qaysi tillarga ta'sir qilgan?",4
"Matnga ko'ra, sanskrit tilidan foydalanish nima uchun kamaydi?",4
"Matnga ko'ra, quyidagilardan qaysi bir Iodagi tortishish kuchi haqida to'g'ri ma'lumot bergan?",4
"Matnga ko'ra, quyidagilardan qaysi biri oyning tashqi qatlamini to'g'ri tasvirlaydi?",4
"Matnga ko'ra, Oy qobig'i qayerda eng qalin?",3
"Matnga ko'ra, ba'zi odamlar quyidagilardan qaysi biriga ishonadi?",3
Quyosh markazidan uzoqlashganda nima yupqalashib boradi?,3
"Matnga ko'ra, quyoshning qaysi qismi Yerdan ko'rinadi?",3
Quyidagi kuzatuvlardan qaysi biri Kopernik nazariyasini tasdiqlashga yordam berdi?,1
Quyidagilardan qaysi biri 1610-yilda Galileo Galiley tomonidan kuzatilgan?,2
"Matnga ko'ra, Amazonka daryosi suvni qayerdan oladi?",1
Qaysi ko'rsatkich Amazonka daryosiga tegishli emas?,3
Matnda keltirilgan qaysi faoliyat sohasida venesuelaliklarning eng kam soni band?,3
"Matnga ko'ra, quyidagi sohalarning qaysi birida eng ko'p venesuelaliklar xizmat qiladi?",1
"Matnga ko'ra, termoyadroviy sintez yulduzlarga nima qilishga imkon beradi?",3
Quyidagilardan qaysi birini foydali termoyadroviy reaktor yaratishi mumkin?,1
Suvning kimyoviy tarkibi qanday?,4
Suv shaklini o'zgartirganda nima o'zgarmay qoladi?,1
"Matnga ko'ra, quyidagilardan qaysi biri muayyan qonunlarni kiritishga urinishda o'n uchta shtat uchun muammo bo'lmagan?",1
"Matnga ko'ra, qaysi bayonot Inqilobiy urush paytida Markaziy hukumatning holatini to'g'ri aks ettiradi?",3
Mustaqillik Deklaratsiyasining orqa tomonidagi so'zlar qanday yozilgan?,3
Singapur quyidagilarning qaysi biri bilan mashhur?,1
Vanda Miss Joakim nima?,2
"Matnga ko'ra, Giza piramidalarining qaysi jihati Yangi qirollik davridagi misrliklarning hayratiga sabab bo'lishi dargumon edi?",1
"Matnga ko'ra, o'txo'r hayvonlar yomg'irga yetishish uchun qayerdan keladi?",2
"Matnga ko'ra, o'txo'r hayvonlar aprel oyida qayerdan ketadi?",2
“Dengiz sheri” operatsiyasi qaysi davlatga bostirib kirish operatsiyasi edi?,2
Germaniya Buyuk Britaniyaga hujumni qanday atagan?,2
Italiyaning Afrika mamlakatlarini bosib olish rejasida zarur qadam sifatida nima tilga olinmagan?,2
"Matnga ko'ra, Italiyaning urushdagi asosiy maqsadi nima deb hisoblangan?",1
Bosqinchilar bilan do'stona munosabatlarni kim o'rnatgan?,2
“Ajdar operatsiyasi”da ishtirok etgan ittifoqchilar kimlar edi?,1
Qaysi texnologiyaning rivojlanishi suv osti kemalarining suv ostida yurishiga olib keldi?,4
Ilk foydalanish paytida suv osti kemalari qaysi sohada juda cheklangan edi?,3
"Matnga ko'ra, kim kelishuvni buzdi? ",4
Quyidagilardan qaysi biri qizil armiya tomonidan amalga oshirilmagan?,3
Italiyaliklarning O'ninchi armiyasi bosh muhandisiga nima bo'ldi?,3
Italo Balbo qayerda o'ldirilgan?,4
"Matnga ko'ra, quyidagi usullardan qaysi biri Tibet meditatsiyasining muhim qismidir?",3
"Matnga ko'ra, Tibet meditatsiyasining “markazi” paytida chakralar qanday faollashadi?",2
Dastur davomida kim ikkinchi bag'ishlov qo'shiqni taqdim etdi?,4
"Matnga ko'ra, ovqat tortilgan vaqtda kim bag'ishlov qo'shiqni taqdim etdi?",1
Kechaning oxiridan bitta oldingi qo'shig'i qaysi edi?,1
Alessandro Safinaning millati nima?,4
"Matnga ko'ra, quyidagi gaplardan qaysi biri noto'g'ri?",1
"Matnga ko'ra, noqulay issiqlik darajasi haqida kim fikr bildirgan?",2
Sunami faolligi sababli qayerda elektr energiyasi uzilishi yuzaga keldi?,1
"Matnga ko'ra, elektr energiyasi uzilishi Tongaga qanday ta'sir qildi?",4
Politsiya qachon Jonni Ridning tezligini aniqlash uchun o'z radarlaridan foydalanishga muvaffaq bo'ldi?,1
"Matnga ko'ra, nega Yangi Zelandiya politsiyasi uchun Jonni Ridning tezligini aniqlash qiyin bo'ldi?",2
Zilzila markazi Byuttega nisbatan qayerda joylashgandi?,2
Abu Graibdagi qo'zg'olonda nima sodir bo'ldi?,4
Bu Iroq qamoqxonasi nega salbiy nom chiqardi? ,4
Mauidagi Urush yodgorligi stadionida qanday tadbir o'tkazilishi kerak edi?,3
Oxir-oqibat kim tadbirning bekor qilinishi haqida tushuntirish berdi?,2
"Bir nechta Bishkek rezidenti fikriga ko'ra, talonchilik uchun kim aybdor?",3
Kim janublik namoyishchilarni talonchilikda aybladi?,1
Qachon Ring kompaniyasining savdo hajmi oshdi?,1
Jeymi qachon Siminoff Ring kompaniyasini boshlashga qaror qilgan?,1
Har bir “Reading Rainbow” epizodi bolalarga nima bo'yicha tavsiyalar bergan?,4
“Reading Rainbow” serialining bekor qilinishiga nima hissa qo'shgan bo'lishi mumkin?,1
Quyidagilardan qaysi biri Amsterdam va muzey rasmiylarining daraxtga oid vaji emas?,2
"RSPCA bosh inspektori so'zlariga ko'ra, kuzatuvlar quyidagilardan qaysi bir uchun standart bo'lishi kerak?",4
"Matnga ko'ra, avstraliyalik kushxona ishchilari uchun hayvonlar farovonligi ahamiyatini mustahkamlashga nima yordam beradi?",1
"Matnga ko'ra, hibsga olingan shaxsning kasbi nima?",1
"Matnga ko'ra, boshqa bir hibs haqidagi xabar tarqalayotgan vaqtda nechta qurbon uchun dafn marosimi o'tkazilayotgandi?",2
"Namoyishlarga javoban, qaysi davlat imzolangan ACTA kelishuvi bo'yicha oldinga siljimadi?",2
"Matnga ko'ra, quyidagi davlatlardan qaysi biri ACTAga qo'shilish jarayonini kechiktirishga qaror qildi?",4
iPod qurilmasining qizib ketishi holatlari natijasida necha kishi jarohatlandi?,1
"Kim qizib ketish holatlari juda jiddiy emas, deb aytdi?",4
"Stiv Jobs o'z nutqi davomida Apple nimani qayta ixtiro qilmoqchi, deb aytdi?",2
Stiv Jobsning ikki soatlik nutqidan maqsad nima edi?,3
Kristina Fernandes de Kirshner Argentina teatrida nimani e'lon qildi?,1
Kristina Fernandes de Kirshner qayerda o'z nomzodini qo'yish niyatini e'lon qildi?,3
ACMA'ning Big Brother'ga nisbatan aniqlangan natijalari nimadan iborat edi?,1
Media onlayn kontent deb hisoblanishi uchun qaysi media parametrlariga mos tushishi lozim?,2
Avstraliya Liberal partiyasi yetakchisi kim?,2
Nima uchun Avstraliyada atom energetikasi mavjud emas?,1
Chang'ichilardan qaysi biri yetaklovchi yordamini olgan holda bahslashdi?,3
Ayollar toifasi bo'yicha Super-G musobaqasini qaysi mamlakat o'ninchi o'rinda yakunladi?,1
"Matnga ko'ra, Bleyk haqidagi qaysi bayonot to'g'ri emas?",2
"Matnga ko'ra, Bleyk bilan quyidagilardan qaysi biri sodir bo'lmagan?",3
BMTning global isish jamg'armasi nima uchun ishlatilmaydi?,2
"Matnga ko'ra, BMT nimani saqlab qolishga umid qilmoqda?",3
Quyidagilardan qaysi biri Albert Muchanga tomonidan hali ham kelishilishi kerak bo'lgan narsa sifatida tilga olinmagan?,1
"Matnga ko'ra, nega savdo-sotiq iyulda boshlanishi mumkin?",2
"Matnga ko'ra, Atlanta Journal-Constitution ta'lim rasmiylarini nimada ayblagan?",3
"Matnga berilgan ma'lumotga asosan, Atlanta Journal-Constitution hisobotida nima tilga olinmagan?",4
"Matnga ko'ra, bomba portlashidan keyin qanday ma'lumot ma'lum?",2
"2017-yilda “Manchester Siti”ga qo'shilganidan beri, Jezus nechta matchda o'yinga tushgan?",4
Jezus qaysi klubga qo'shilish uchun 27 million funt-sterling oldi?,2
Hostel mehmonlari haqidagi qaysi bayonot noto'g'ri?,4
"Matnga ko'ra, quyidagi bayonotlardan qaysi biri to'g'ri?",3
"Matnga asosan, to'qnashuv haqidagi qaysi ma'lumot noaniq emas?",2
"Matnga ko'ra, to'qnashuvga oid nima hali ham aniqlanishi kerak?",4
"Matnga ko'ra, Betten bir vaqtlar eng boy amerikaliklar ro'yxatida nechanchi o'rinni egallagan?",3
Betten quyidagilardan qaysi biriga xayriya qildi?,2
Nima gubernator Arnold Shvartsenegger imzolagan qonun loyihasi tarkibiga kirmaydi?,3
"Matnga ko'ra, kim aytilganlarni o'tkazib yubordi?",3
"Matnga ko'ra, Millerning tinglovdagi tajribasiga oid quyidagilardan qaysi biri to'g'ri?",2
“Toza havo haqida”gi qonunga o'zgartirishlar kiritishni kim taklif qildi?,3
Kim “Toza havo haqida”gi qonunning saylovoldi hiylasi sifatida ishlatilayotganini inkor qildi?,2
Mushuk siydigida bir-biri bilan reaksiyaga kirishganda siyanurik kislota va melaminda qanday birikmalar hosil bo'lgan?,3
Tadqiqotchilar nimani kuzatish uchun infraqizil spektroskopiyadan foydalangan?,2
Kim Lunani “Ekstrimlar qirolichasi” deb atadi?,4
Kim Lunani “injiq” deb atadi?,2
Halokatga uchragan haydovchiga nima bo'ldi?,1
Regbi musobaqasi davomida Janubiy Afrika o'yinida nima ajralib turmadi?,3
"Matnga ko'ra, Janubiy Afrikaning o'yini qachon yaxshilana boshladi?",4
"Matnga ko'ra, quyidagi ma'lumotlardan qaysi biri Xitoy iqtisodini to'g'ri aks ettirmaydi?",4
"Matnga ko'ra, Xitoy qachon YaIM borasida AQSHni quvib o'tadi?",2
Hu rivojlanayotgan mamlakatlarga nima qilishni tavsiya qildi?,4
Nima Hu tomonidan tilga olinmadi?,4
"Virman quyidagilarning qaysi biriga nisbatan vaziyat yaxshi emas, deb aytdi?",2
"Ayblov tufayli, Xyunning Mahkamadagi lavozimini kim egallaydi?",1
Ayblovlardan keyin Biznes vaziri rolini kim egallaydi?,1
Kamilla Sen-Sans operasi davomida ijrochilar tomoshabinlarni nima qilishga rag'batlantirdi?,1
Opera davomida asosan kim o'ramlarni chekadi?,3
Leonov ijro etgan “kosmos sayri”ning boshqa nomi nima?,3
Leonov qaysi missiyasining Sovet tarkibini boshqargan?,2
Halokatda kim jarohat oldi?,1
Halokatga uchragan odamlarga nima bo'ldi?,2
Dastur ustida ishlayotgan olimlar quyidagilardan qaysi birining ta'sirini kuzatishga umid qilayotgandi?,2
Olimlar quyidagilardan qaysi birining materiyasini kuzatayotgandi?,4
"Matnga ko'ra, konservatorlar tomonidan nima tanqid qilinmasligi kerak?",3
Katrina to'foni bo'yicha yordam harakatlari yuzasidan qayta tiklash shartnomalarini kim tanqid qilmoqda?,4
"Matnga ko'ra, Stardust kosmik kemasi nurlarini qayerdan ko'rish mumkin bo'ladi?",2
"Matnga ko'ra, bu kosmik kema quyidagilardan qaysi biri bo'yicha rekord o'rnatadi?",3
Doktor Malar Balasubramanian Saroja Balasubramanianga qay tarzda aloqador edi?,2
Sara Balasubramanian murdasi qayerdan topildi?,3
eBay nimani sotib olgan?,3
eBay sotib olish orqali nimaga erishmoqchi?,2
"Matnga ko'ra, to'qnashuvdan keyin hovlida qolgan mahbuslar bilan kim munosabatga kirishmagan?",4
Quyidagilardan qaysi biri mahbuslarning qo'zg'olondan qaytishiga sabab bo'ldi?,2
"Oyatulloh Ali Xomanaiyning fikricha, Eron o'zini nimadan xalos qilishi kerak?",4
"Matnga ko'ra, kim sanksiyalarning Eron iqtisodiga ta'sirini tan oldi?",1
Quyidagilarning qaysi biri Fransiyadagi ovoz berish jarayonining bir qismi emas?,4
Ovoz beruvchilar o'zlari tanlagan nomzodni qayerda ko'rsatadi?,2
Allenning sakkiz yillik Musashi qidiruvini boshlashiga nima sabab bo'lgan?,4
"Mantga ko'ra, Allen o'z mablag'larining sezilarli qismini nimaga sarflagan?",2
"Matnga ko'ra, quyidagilardan qaysi biri zavod ichi va atrofida xavfli sharoitlarga olib kelishi mumkin?",1
Quyidagilardan qaysi biri zavoddagi halokatdan keyin mahalliy aholiga berilgan xavfsizlikka oid maslahatlarning biri emas?,3
"Doktor Moll so'zlariga ko'ra, XDR-TB ga oid eng xavotirni narsa nima?",4
Yangi variantni yuqtirgan bemorlardan nechtasi tibbiyot xodimlari ekani tasdiqlangan?,2
NextGen tizimi qanday turdagi texnologiyadan foydalanadi?,1
NextGen havo harakati nazoratchilaridan bevosita qanday foyda ko'radi?,2
"Matnga ko'ra, tarixchilar FQBni nimaga diqqat qaratgani uchun tanqid qilmagan?",3
Axloqsizlik bo'yicha tashabbus FQBni nima qilishga majbur qildi?,4
JAS 39C Gripen halokatiga javob qilgan o't o'chirish mashinasiga nima bo'ldi? ,2
JAS 39C Gripen halokatidan keyin aeroport nimalar uchun yopildi?,1
Bjezinski Eron inqilobi vaqtida kimga yo'l-yo'riq ko'rsatdi?,3
Kim 1977-yilgacha Milliy xavfsizlik maslahatchisi lavozimi egallab turgan?,2
Quyidagilardan qaysi biri Bobekning “Partizan Belgrad”dagi karyerasini to'g'ri aks ettirmaydi?,1
Bobekning “Partizan Belgrad”dagi tarixiga oid qaysi ma'lumot to'g'ri?,1
"Matnga ko'ra, Hesperonikus Velosiraptordan qaysi xususiyati bilan farq qiladi?",2
“Hesperonychus” so'zining ma'nosi bu turning qaysi jismoniy xususiyatidan olingan?,1
Otishma haqidagi quyidagi bayonotlardan qaysi biri to'g'ri?,4
Otishma sodir bo'lgan tadbirga oid qaysi ma'lumot to'g'ri?,1
"Matnga ko'ra, rasmiylar orasida Luno haqidagi dastlabki xavotir nima bo'lgan?",1
"Matnga ko'ra, Lunoning ishdan chiqishi haqidagi quyidagi bayonotlardan qaysi biri noto'g'ri?",2
Qaysi o'n yillikda Jazoir mustaqillikni qo'lga kiritdi?,3
Dafn marosimi uchun televizor ekranlari qayerda o'rnatilmadi?,4
Dafn marosimi qayerda o'tkazildi?,3
Portlashdan keyin kim og'ir jarohatlari uchun davolandi?,2
Gaz sizishi haqida kim xabar berdi?,1
"Matnga ko'ra, hujumda necha kishi vafot etgan?",2
Hujum vaqtida kimning quroli ishlamay qoldi?,2
Quyidagi sport turlaridan qaysi biri Olimpiada o'yinlari dasturidan chiqarib yuborildi?,3
Xalqaro olimpiya qo'mitasi quyidagi sport turlaridan qaysi birini o'yinlarga kiritish uchun ovoz berdi?,3
Artur Ginnes dastlab Avliyo Jeyms darvozasi pivo zavodini necha yilga ijaraga bergandi?,4
Ginnes har yili taxminan necha milliard dollar olib keladi?,3
Yevropa Ittifoqidagi nechta mamlakatda H5N1 virusi aniqlangan?,3
Oxirgi H5N1 virusi holati qayerda aniqlangan?,1
Tinchlikparvar kuchlar sababli tarqalishdan oldin Gaiti oxirgi marta bu kasallikka qachon duch kelgan?,1
Qaysi joydan chiqindilar bu kasallikning tarqalishiga hissa qo'shgan?,2
Irlandiya hukumati nima qilishni rejalashtirmoqda?,2
Irlandiyada nima vaqtinchalik qonuniy bo'lgan?,4
Gumon qilinayotgan jinoyatchi nima yuzasidan tergov qilinmoqda?,1
Belgini o'zgartirish vaqtida gumonlanuvchi nima qilmagan?,3
"Matnga ko'ra, ingliz tili o'qituvchisi Kamo quyidagilarning qaysi biri bilan ayblanmagan?",2
"Matnga ko'ra, Rolando Mendoza tomonidan kim garovga olinmagan?",2
"Matnga asosan, qaysi garovga olinganlarning erta ozod qilingani tasdiqlanmagan?",1
"Matnga ko'ra, Braziliyada bir jinsli nikohning qonuniylashtirishni qo'llab-quvvatlash uchun kim imzo to'plamoqda?",1
Namoyishchilar petitsiyasini kimga beradi?,3
"Armand Versache so'zlariga ko'ra, olomon ob-havoga reaksiya bildirishni boshlashdan oldin nima sodir bo'lgan?",2
"Versachega ko'ra, eng kuchli shamol qachon boshlangan?",1
Freddan oldin nechta yirik to'fon sharqdan 35° kenglikni qayd etgan?,4
Fred Kabo-Verde yaqinida joylashgan vaqtda qaysi yo'nalish tomon harakatlanayotgandi?,4
Quyidagilardan qaysi biri o'zidan oldingilariga qaraganda yuqoriroq tezlikka ega?,1
802.11n va 802.11b orqaga qarab mos kelishi uchun nima zarur?,4
Olimpiada o'yinlari oltin medali sovrindori Hamdo'stlik o'yinlarida nechta musobaqada qatnashishi kerak edi?,2
Nega Olimpiada o'yinlari oltin medali sovrindori og'riqlarini yengish uchun dori qabul qilmayotgandi?,4
"Matnga ko'ra, nima seysmik faollik haqida chalkashlikka sabab bo'lishi mumkin edi?",1
"Matnga ko'ra, fazaning o'zgarishi qachon sodir bo'ldi?",3
Chandrayaan-1 oy kosmik zondi haqidagi quyidagi bayonotlardan qaysini biri to'g'ri?,3
Quyidagi bayonotlardan qaysi biri oy zondini to'g'ri tasvirlaydi?,2
"Matnga ko'ra, bu kasallikka qarshi qaysi himoya chorasi eng oxirgi amalga oshiriladi?",3
Bu kasallik insonlarga qanday o'tadi?,1
Ikkinchi gapning muvaffaqiyatsizligi qanday natijaga olib kelishi mumkin edi?,2
"Matnga ko'ra, ikkinchi gap qachon o'chirildi?",1
“Panama hujjatlari” kimga sizdirildi?,2
"Matnga ko'ra, Britaniya matbuoti boylikni yashirish uchun foydalanilgan kompaniyalarning ko'pchiligini kim boshqarayotganini da'vo qildi?",3
Quyidagi aviahalokatlardan qaysi birida qurbonlar soni eng ko'p bo'lgan?,1
Quyidagilardan qaysi biri Eronda sodir bo'ladigan ko'plab aviahalokatlarining sababchisi emas?,2
Iroq o'rganish guruhining hisoboti quyidagilarning qaysi birini o'z ichiga olmagan?,2
Iroqni o'rganish guruhi o'z hisobotida quyidagilarning qaysi biriga undamagan?,1
"Politsiyaga ko'ra, kim Provensanoning o'ng qo'li hisoblangan?",2
"Matnda berilgan ma'lumotga asosan, Falkone'ning o'limi sababi nima edi?",1
Quyidagilardan qaysi biri Xitoshi Saitoning unvonlaridan biri emas?,1
Ivasaki qayerda qasam ichishdan qochgan?,2
Ivasakiga kim hujum qildi?,3
Alonso qachon o'z poygasini yakunladi?,3
Shumaxerning poygani erta tugatishiga nima sabab bo'ldi?,4
"Matnga ko'ra, hibsga olinganlar uchun garov pulini belgilash kimning vazifasi bo'lgan?",4
"Matnga tilga olingan vaqtinchalik taqiqlovchi sud buyrug'iga ko'ra, 24 soatdan ortiq ushlab turilishi uchun hibsga olinganlarning nimaga ega bo'lishiga ruxsat berilishi lozim?",4
"Matnga ko'ra, bekor qilingan saylovlarning ikkinchi turini tushuntirish uchun qaysi sabab ishlatilmagan?",2
Nega saylovlarning ikkinchi turi oxir-oqibat diplomatlar tomonidan zarur emas deb topildi?,3
Kim FATA uchun sud xizmatlarini ko'rsatadi?,2
Quyida keltirilgan FATA ning “Siyosiy agentlari” haqidagi ma'lumotlarning qaysi biri noto'g'ri?,1
Emma Stoun qaysi mukofot uchun nomzodlik qilgan?,3
Bu film qaysi mukofotga nomzodlik qilmagan?,2
Quyidagilardan qaysi biri zilziladan keyin faoliyat yuritishda davom etgan?,4
"Matnga ko'ra, quyidagilarning qaysi biri zilzila tufayli zarar ko'rgan?",3
"Matnga ko'ra, quyidagi muammolarning qaysi biri hujjatga kiritilmagan?",2
Quyidagilarning qaysi biri Falastin talablaridan biri hisoblanmaydi?,2
Ma qaysi mamlakatda huquqni o'rgangan?,1
"Matnga ko'ra, qaysi mamlakatni himoya qilish Maning saylovda g'alaba qozonishiga yordam berdi?",4
"Matnda ta'kidlanganidek, Karolin Uilson shaharni tark etishidan avval qayerda ishlagan?",3
Mavsumda to'rtta poyga qolgan vaqtda Poygachilar chempionatida kim to'rtinchi o'rinni egallab turibdi?,4
Matnga tilga olingan poygadan keyin Kane Poygachilar chempionatida necha ochkoga ega?,1
"Matnga ko'ra, odamlar keyinchalik Marsga tegishli ekani tasdiqlangan meteoritlarning qulashiga necha marta guvoh bo'lgan?",2
"Matnda qayd etilganidek, Marsga tegishli ekani aniqlangan toshlar haqida quyidagi ma'lumotlardan qay biri to'g'ri?",4
Shumaxer qachon iste'foga chiqdi?,2
Massa qachon jarohat oldi?,1
"Matnga ko'ra, bu kelishuv AOL ga qanday ta'sir qiladi?",3
Quyidagilarning qaysi biri yangi kelishuvdan keyin yakun topishi mumkin?,3
Hujumda halok bo'lgan odamlarning nechtasi politsiya xodimi emas edi?,3
Hujumda gumonlanuvchi sifatida taxmin qilinayotgan shaxs haqida kim xabar berdi?,1
"Floridaning g'olib butun shtatni qo'lga kiritishi maqomi tufayli, Mitt Romniga nima taqdim etildi?",3
"Matnga ko'ra, Gingrich boshlang'ich saylovda necha foiz ovozga ega bo'lgan?",2
"Matnga ko'ra, kim partiyaning saylovoldi kengashidan keyin saylov kampaniyasini davom ettirmadi?",2
"Matnga ko'ra, kengash natijalaridan keyin kim boshqa bir nomzodni maqtadi?",2
2015-yilga qadar bu shou efirga uzatilgan yagona joy qayer edi?,1
Stansiya bu shouni qanday turdagi aylanishga ega deb ta'riflaydi?,2
Devid Hedli oxir-oqibat harbiy guruhning hujumiga yordam bergan nimani to'pladi?,1
Harbiy guruh Mumbayga borish uchun qanday transport vositasidan foydalangan?,3
Qaysi ma'lumot matnda tilga olingan Nadal va Raonich o'rtasidagi Brisben ochiq matchi natijasini to'g'ri aks ettiradi?,1
"Matnga ko'ra, birinchi uzatmadan keyin Nadal va Raonich matchining holati qanday edi?",4
Qaysi tildagi dastur uchta yangi Naked News ko'rsatuviga kiritilmagan?,3
"Matnga ko'ra, Naked News ko'rsatuvlari qayerda mavjud bo'lmaydi?",3
Nechta ishtirokchi Gigant slalomni yakunlamadi?,4
Quyidagi ma'lumotlardan qaysi biri Chempionatdagi poygalar natijalarini aniq aks ettiradi?,2
NBA quyidagilarning qaysi birini to'xtatishga qaror qildi?,1
"Matnga ko'ra, nima NBA ning virus haqidagi xavotirlariga sababchi bo'ldi?",4
“Atlanta Thrashers”ga qarshi o'yinda “Washington Capitals”ning g'alaba golini kim urdi?,1
“Capitals” va “Thrashers” o'yinida kim o'zining mavsumdagi 60-golini urdi?,3
Shimoliy Rok bankiga qachon hukumat yordami kerak bo'ldi?,4
"Matnga ko'ra, quyidagi ma'lumotlardan qaysi biri “Virgin Group”ning Shimoliy Rok banki bilan munosabatlarini aniq tasvirlaydi?",2
"Matnga ta'kidlanganidek, Kioto iqlim kelishuvining imzolanishi qaysi davlatga ta'sir qildi?",3
Avstraliyaning sobiq hukumati Kioto ratifikatsiyasi nimaga zarar yetkazilishiga sabab bo'ladi deb o'ylagan?,2
Sinovdagi merganlar qaysi dastur uchun yollangan?,4
Qaysi ma'lumot zararkunandalarga qarshi kurashish sinovini to'g'ri aks ettirmaydi?,1
"Matnga ko'ra, bo'linish qayerda topilgan?",4
"Matnga ko'ra, nima kutilganidan ertaroq yuz berdi?",2
O'yinchi video o'yin vaqtida harakatlarni boshqarish uchun nima qilishi kerak?,4
Nimaning dizayni televizor pultiga o'xshash qilib ishlangandi?,2
Xinhua axborot agentligining oxirgi xabarida nima ta'kidlanmagandi?,2
Xinhua axborot agentligining dastlabki xabarida nima ta'kidlanmagandi?,1
Radio dasturi davomida Sara Danius tomonidan nima e'lon qilindi?,4
Kim bilan bog'lanib bo'lmadi?,4
Kim bu va'da “yirik qadam” deb fikr bildirgan?,3
Slaniya turli mamlakatlar uchun nechta marka ishlab chiqargan?,4
