question,gpt_answer
"Dumasar kana bagéan tina karangan anu disayogikeun, kanggo saha biasana diagnosis Multiple Sclerosis téh?",1
"Dumasar kana bagéan tina karangan anu disayogikeun, anu ngiringan aktivitas biasa butuh dukungan langkung téh kanggo naon?",1
"Dumasar kana bagéan tina karangan anu disayogikeun, kumaha biasana anggar dipaénkeun?",4
"Dumasar kana bagéan tina karangan anu disayogikeun, mana anu tiasa janten indikasi paling jelas kanggo karacunan internal?",4
"Dumasar kana bagéan tina karangan anu disayogikeun, léngkah mimiti anu siga kumaha anu kedah dilakonan pikeun ngadiagnosis korban?",1
Mana anu teu ngagambarkeun proses pamariosan korban?,1
Parobahan mana anu diakibatkeun ku Revolusi Perancis anu gaduh pangaruh kuat ka warga kelas pagawé?,2
"Nuturkeun Revolusi Perancis, kasuksésan dina urusan militer jeung penjajahan lainna tiasa janten ngirangan. Éta téh dumasar kana naon?",1
Palayanan umum anu mana anu dianggap kirang nyugemakeun di nagara-nagara maju?,3
"Dumasar kana bagéan tina karangan anu disayogikeun, naon anu tiasa disimpulkeun ngeunaan sistem transportasi umum?",3
"Dumasar kana bagéan tina karangan anu disayogikeun, mana anu hésé diukur kusabab supirna hese diduga?",4
Mana anu digunakeun pikeun ngagambarkeun arus lalu lintas ku cara matématis?,4
Naon anu dipaké ku Hershey jeung Chase pikeun nyisipkeun DNA? ,4
Gumantung kana naon kamampuan mutasi anu diwariskeun ka murangkalih téh?,1
"Dumasar kana inpormasi dina bagéan karangan anu disayogikeun, mana anu teu diandelkeun ku sababaraha épék mutasi?",1
Mana anu lain janten alesan budaya jalma baheula pikeun ngingu embé?,3
Dina golf naon anu kedah pangsakedikna?,2
"Di lapangan golf, di palih mana anu jukutna pangpondokna?",2
Naon anu biasana janten tujuan ékspérimén?,1
"Dumasar kana bagéan tina karangan anu disayogikeun, naon anu teu ngabantos kana panalitian ilmiah?",1
"Dumasar kana bagéan tina karangan anu disayogikeun, parnyataan mana anu teu luyu ngeunaan angin topan?",3
"Dumasar kana bagéan tina karangan anu disayogikeun, mana anu luyu ngagambarkeun angin topan seuseueurna?",4
Mana di antara parnyataan di handap ieu anu tos mimiti dipidamelan ku jalmi di abad ka-16?,4
Tos sabaraha lami jalmi ngaageungkeun barang-barang nganggo lénsa?,3
"Dumasar kana bagéan tina karangan anu disayogikeun, gambaran naon anu tiasa dicandak tina guhana Muhammad ngeunaan kagiatan sareng nilai-nilai spiritualna?",1
"Dumasar kana bagéan tina karangan anu disayogikeun, awalna beusi téh dianggo kanggo naon?",4
"Dumasar kana bagéan tina karangan anu disayogikeun, kunaon roda kayu digentos ku roda beusi?",4
"Dumasar kana bagéan tina karangan anu disayogikeun, naon anu ngawangun pribadi individu di jaman Romantisisme?",2
Parnyataan mana anu teu ngagambarkeun gagasan umum ngeunaan déterminisme téknologi? ,1
"Dumasar kana bagéan tina karangan anu disayogikeun, mana anu teu aya hubungannana patali narik busur?",2
"Dumasar kana bagéan tina karangan anu disayogikeun, mana anu dikaitkeun sareng sora anu langkung laun lembut?",3
Dumasar kana fosil-fosil yén kagunaan utama panangan téh janten diadaptasi kanggo naon?,1
Mana anu luyu ngagambarkeun tulangna simpanse? ,3
Séléksi téh ngahapus variasi génétik ti kelompok anu mana?,4
Prosés mana nu ngakibatkeun nambahna variasi genetik?,3
"Dumasar kana inpormasi dina bagéan karangan anu disayogikeun, mana anu kedah dituang ku primata pikeun méréskeun “masalah protéin”?",3
"Dumasar kana bagéan tina karangan anu disayogikeun, misalah mana anu sanés akibat tina kirangna asam amino anu penting?",1
Kumaha biasana anggota subkultur nunjukkeun tanda kaanggotaan aranjeunna?,4
"Dumasar kana teori dina karangan anu disayogikeun, naon anu bakal kajantenan ka hiji budak anu kalebet kaum ras minoritas anu distéreotip gaduh kabiasaan jahat?",2
"Dumasar kana bagéan tina karangan anu disayogikeun, mana anu bakal keuna pangaruh tina pamahaman budak ngeunaan stéreotip ras?",2
"Dumasar kana bagéan tina karangan anu disayogikeun, kira-kira mana anu henteu bakal ngadidik budak janten liar?",2
"Dumasar kana bagéan tina karangan anu disayogikeun, mana anu luyu ngagambarkeun kalakuan liar barudak?",2
"Dumasar kana bagéan tina karangan anu disayogikeun, prakték mana anu teu konsistén sareng tatanén beroriéntasi subsistén?",2
Mana anu luyu ngagambarkeun prakték tatanén beroriéntasi subsistén?,4
Kaasup kana kategori pariwisata naon upami nganjang ka musium téh?,3
"Dumasar kana bagéan tina karangan anu disayogikeun, naon anu janten prioritas kanggo para wisatawan rékréasi?",2
Naon anu disebatkeun dina karangan anu disayogikeun ngeunaan hiji hal anu ngabantosan ngirangan kasieun tina parobahan di garéja lokal?,1
"Dumasar kana bagéan tina karangan anu disayogikeun, meunangkeun pamahaman ngeunaan sajarah téh bakal ngabantos kana naon?",3
Parnyataan mana anu luyu ngagambarkeun pendekatan postmodern dina pangajaran?,4
Parnyataan mana anu kirang luyu ngagambarkeun pendekatan postmodern dina pangajaran?,2
"Saatos ngahaja hudang salami periode saré normal, mana anu bakal mangaruhan kana prosés gangguan saré?",2
Mana anu teu luyu ngagambarkeun gangguan saré pangjéntréna?,4
"Danget uteuk nyobaan ngimpi sadar supaya langkung sering, naon anu nambahan tina prosésna téh?",4
Pangaruh negatip mana anu bakal tumiba ka awak jalmi anu sering ngalaman ngimpi sadar?,2
"Dumasar kana bagéan tina karangan anu disayogikeun, kamiripan dina hal naon tim konvensional sareng tim maya téh?",1
"Dumasar kana bagéan tina karangan anu disayogikeun, parnyataan mana anu teu luyu ngeunaan tim fisik sareng tim maya?",1
Hal mana anu teu dipusatkeun ku téori kontén?,2
Mana anu sanés janten objék dina aturan sapertilu?,2
Mana anu teu luyu ngagambarkeun format fotografi 35mm?,3
"Dumasar kana bagéan tina karangan anu disayogikeun, kumaha kamajuan dina lénsa zoom nalika pabrik-pabrik ningkatkeun kualitas produksi lénsana?",3
"Dumasar kana inpormasi dina bagéan karangan anu disayogikeun, iraha lénsa zoom bakal langkung dipilih tibatan lénsa tetep?",3
Mana anu teu luyu ngagambarkeun Mistisisme?,4
"Dumasar kana bagéan tina karangan anu disayogikeun, mana anu sanés fokusna Mistisisme?",2
"Dumasar kana bagéan tina karangan anu disayogikeun, saha anu kamungkinan ngamimitian masarakat pertanian?",3
"Dumasar kana bagéan tina karangan anu disayogikeun, kelompok anu moro moa mimitina téh nyaéta kelompok anu dimana cicingna?",2
Di skénario mana ngagunakeun métode origami Pureland téh tiasa nguntungkeun tukang lipetna?,3
Mana anu teu luyu ngagambarkeun origami Pureland?,2
"Dumasar kana bagéan tina karangan anu disayogikeun, lokasi mana anu teu dikaitkeun sareng Peradaban Landeuh Indus?",3
Peradaban mana anu teu disebatkeun minangka dugaan nami kanggo Peradaban Jaman Parunggu sakumaha dibahas dina karangan anu disayogikeun?,3
"Dumasar kana bagéan tina karangan anu disayogikeun, mana anu ngahasilkeun kauntungan jangka panjang?",1
"Dumasar kana bagéan tina karangan anu disayogikeun, mana anu tiasa diutamakeun ku hiji jalmi upami fokus anjeunna téh kana kauntungan jangka pondok?",4
"Dumasar kana bagéan tina karangan anu disayogikeun, saha anu nalangan béaya perang pangseueurna?",4
Période jaman mana anu dongkap sateuacan jaman Témplar?,3
Période jaman mana anu dongkap saatos jaman Témplar?,1
Parawatan atanapi prosedur médis mana anu teu disebatkeun dianggo ku para dokter sareng ahli bedah di jaman karajaan Romawi?,1
"Dumasar kana bagéan tina karangan anu disayogikeun, mana anu teu dikaitkeun kana kamajuan dina widang médis anu aya di jaman karajaan Romawi?",2
Gumantung kana naon kamampuan ningali téh?,2
Gumantung kana naon bédana struktur soca anu aya di sababaraha makhluk?,2
"Dumasar kana bagéan tina karangan anu disayogikeun, parnyataan mana ngeunaan Sikhisme anu teu luyu ngagambarkeun agamana?",2
"Dumasar kana bagéan tina karangan anu disayogikeun, mana anu dianggap janten aspék utama tina sistem kayakinan Sikh?",1
"Dumasar kana bagéan tina karangan anu disayogikeun, sesah fokus dina hal naon barudak anu ngidap Attention Deficit Disorder téh?",1
"Dumasar kana bagéan tina karangan anu disayogikeun, kunaon barudak anu ngidap Attention Deficit Disorder leuwih condong kana paripolah anu picilakaeun?",4
"Dumasar kana inpormasi dina bagéan karangan anu disayogikeun, mana anu sanés conto scaffolding?",3
Mana anu teu luyu ngagambarkeun konsép scaffolding?,3
"Dumasar kana bagéan tina karangan anu disayogikeun, fitur MySpace mana anu tiasa nguntungkeun siswa anu aya masalah kana maca?",1
"Dumasar kana bagéan tina karangan anu disayogikeun, mana anu sanés bagian tina réspon Krushchev ngeunaan karusuhan para pagawé?",3
Mana anu sanés janten sabab ayana karusuhan di Polandia?,4
"Dumasar kana bagéan tina karangan anu disayogikeun, mana anu teu ngaruh kana hubungan antara Uni Soviet sareng Amérika Serikat?",2
Mana anu teu luyu ngagambarkeun tujuan tina dikirimna dorongan saraf ka sakabéh awak?,1
Naon anu tiasa dipanggihan di Taneuh Datar Giza?,1
Naon anu janten tujuan tina Piramida Ageung?,2
Saha anu ngabalukarkeun ka pangaweruh urang sadaya ngeunaan jalmi anu ngaduruk kuil tepi ka ancurna?,3
Parnyataan mana anu luyu ngeunaan diwangun ulangna kuil Artémis?,2
"Dumasar kana bagéan tina karangan anu disayogikeun, iraha pangmimitina aya spésiés anu leumpang ku dua suku?",1
Spésiés mana anu biasa leumpang ku dua suku?,2
Badé ngahontal naon ari pasukan laut Jérman di jaman Perang Dunia II?,2
"Dumasar kana inpormasi dina bagéan karangan anu disayogikeun, saha anu pangsuksésna dina perang laut waktos operasi militér Atlantik Kalér?",1
Naon anu teu acan aya nalika suku Assyirians nerapkeun pasukan kuda?,1
Kumaha carana perang maké pasukan kuda?,3
"Dumasar kana bagéan tina karangan anu disayogikeun, di mana anjeun moal mendakan urang Babilon umumna?",4
Mana anu dimaksudkeun husus kanggo para pendeta?,2
Iraha Raja Tutankhamun mimiti kasohor?,3
Naon anu ngajantenkeun Raja Tutankhamun dlaku salaku raja Mesir anu kasohor?,1
"Naon anu teu tiasa dilakukeun ku penyair Yunani, Homer?",2
Saha urang Yunani anu kasohor dina widang salain sastra?,3
Di mana biasana kulawarga Ibrani nyéépkeun waktosna?,1
Naon anu teu sakitu pentingna kanggo kulawarga Ibrani?,3
Mana anu teu digambarkeun anu ngabéntenkeun antara nagara-nagara Skandinavia?,2
Saha anu ngamimitian nempatan Greenland?,1
Kelompok mana anu langkung resep tuang teu nganggo korsi?,3
Mana anu teu kalebet kabasaan urang Romawi jaman baheula nalika hajatan?,4
Dumasar kana bagéan tina karangan anu disayogikeun mana anu kira-kira moal janten pangaruh anu lami?,2
"Dumasar kana bagéan tina karangan anu disayogikeun, naon anu janten cikal bakal suatu nagara?",3
Parnyataan mana anu teu luyu ngeunaan Drukgyal Dzong?,3
Parnyataan mana anu luyu ngagambarkeun akibat tina kahuruan di Drukgyal Dzong?,1
Parnyataan mana anu luyu ngeunaan Kamboja?,4
Parnyataan mana anu luyu ngagambarkeun invasi Kamboja?,4
Mana anu teu dilakukeun ku Walanda Hindia harita nuju di Taiwan?,4
Netepkeun naon ari Perjanjian Shimonoseki téh?,4
Kumaha carana ngukur kadar pH dina hiji bahan kimia?,3
Naon anu dileungitkeun tina ion Hidrogén?,4
Parnyataan mana anu teu luyu ngagambarkeun kareueusan singa?,3
Parnyataan mana anu teu luyu ngagambarkeun paripolah singa?,4
Kelenci téh umumna janten mangsa kanggo prédator anu kumaha?,3
Ucing alit biasana moro naon?,1
Mana anu lain bagian tina kumaha ocelot moro mangsana?,4
Mana anu teu luyu ngagambarkeun ocelot? ,3
Mana anu teu dianggap kakuatan utama maung?,1
"Dumasar kana bagéan tina karangan anu disayogikeun, mana anu ngabéntenkeun antara maung jeung singa?",2
"Dumasar kana bagéan tina karangan anu disayogikeun, naon anu dilakukeun ku Robert Hooke saacan ahli biologi anu séjén?",3
Naon harti asal kecap “sél” téh?,2
"Dumasar kana bagéan tina karangan anu disayogikeun, seuseueurna sato téh ngagaduhan kamampuan pikeun naon?",2
"Dumasar kana bagéan tina karangan anu disayogikeun, naon anu teu dipikaboga ku sababaraha sato?",3
Naon anu ngabantos tutuwuhan dina prosés fotosintésis?,4
Naon anu dikaluarkeun ku manusa teras diserep ku tutuwuhan?,4
"Dumasar kana bagéan tina karangan anu disayogikeun, mana conto anu bakal ngaganggu kana prosés évolusi?",1
Parnyataan mana anu teu luyu ngagambarkeun prosés spésiasi? ,1
Bagian mana tina sistem aliran anu mawa getih ka jantung?,4
Pembuluh darah mana dina sistem aliran anu pangalitna?,1
Kamampuan serangga pikeun ngalipetkeun jangjangna téh nambahan naon?,2
Mana anu teu disebatkeun dina karangan anu disayogikeun patali hal anu dipangaruhan ku kamampuan ngapung serangga?,2
Karakteristik mana anu teu umum dikaitkeun sareng dinosaurus?,2
Karakteristik mana anu teu biasa dianggap aya boh dina manuk boh dina dinosaurus?,3
"Dumasar kana bagéan tina karangan anu disayogikeun, bagian mana tina tangkal siklik anu biasana didahar ku Trisératop?",2
"Dumasar kana bagéan tina karangan anu disayogikeun, mana anu tiasa janten dahareun Trisératop? ",2
"Dumasar kana bagéan tina karangan anu disayogikeun, olahraga naon anu biasana pangkasohorna di Italia bagian pangkalérna?",3
"Dumasar kana inpormasi dina bagéan karangan anu disayogikeun, olahraga naon anu kajuaraan dunyana dimeunangkeun ku Italia?",1
Saatos kajantenan naon sabagian Luxembourg janten Bélgia?,2
Naon anu mangaruhan nétralitas Luxembourg?,1
Sabaraha kilométer pasagi daérah Turki anu lebet ka Éropa?,4
"Dumasar kana bagéan tina karangan anu disayogikeun, sabaraha mil panjangna Turki téh?",1
Dianggo kanggo naon ari basa Latin di kota Vatikan?,1
"Di Kota Vatikan, dina hal naon basa Italia teu dianggo?",3
"Dumasar kana bagéan tina karangan anu disayogikeun, naon anu meunang kauntungan tina nyampurkeun soanten dina komputer anu canggih?",1
"Dumasar kana bagéan tina karangan anu disayogikeun, lolobana imah di beulah mana anu tos ngabogaan sistem toilét siram?",1
Di tempat mana anu tos ngagaduhan sistem pembuangan limbah anu canggih?,1
Mana anu ngadamel pamaén skét tiasa bélok?,1
"Dumasar kana bagéan tina karangan anu disayogikeun, mana anu luyu ngagambarkeun liang anu aya dina bilah skét és modéren?",3
"Dumasar kana bagéan tina karangan anu disayogikeun, prosés naon anu nyababkeun atom ngaleungitkeun énergi sésa tina cahya?",4
Naon anu nyababkeun atom ngaluarkeun emisi foton?,2
"Dumasar kana bagéan tina karangan anu disayogikeun, naon anu laun-laun baris ngadamel bohlam teu hurung deui?",3
Mana anu janten matak bahaya pami ditoél nalika ngagentos bohlam?,3
"Dumasar kana bagéan tina karangan anu disayogikeun, naon anu bakal kajantenan nalika nukleus dibagi dua?",2
Mana anu mancarkeun telepon jarak jauh balik deui ka Bumi?,2
Mana anu dipaké kanggo nyimpen téléskop di luar angkasa?,2
Naon anu kedah diperhatoskeun dina kajantenan siklus upami bade niténan jalanna waktos?,2
"Dumasar kana bagéan tina karangan anu disayogikeun, aspék kajantenan naon anu biasana dibandingkeun dina hal waktosna?",1
"Dumasar kana bagéan tina karangan anu disayogikeun, mana anu dianggap hal biasa kanggo panerus tahta?",2
"Dumasar kana inpormasi dina bagéan karangan anu disayogikeun, naon anu mimiti dilakonan ku Charles?",4
Ti nagara mana asalna armada laut Trygvasson téh?,4
Iraha dina sajarahna Jérman maksakeun pangaruh budaya anu kuat ka bangsa Éstonia?,3
Basa Éstonia téh kapangaruhan ku naon?,2
"Dumasar kana bagéan tina karangan anu disayogikeun, naék turunna jumlah panyatur pribumi basa India téh didasarkeun ku faktor naon?",1
Parnyataan mana anu luyu ngeunaan basa India sareng basa Urdu?,2
Pakta mana anu teu luyu ngeunaan hurup Hangeul?,2
Hurup Hunmin Jeongeum laun-laun robah janten naon?,2
"Dumasar kana bagéan tina karangan anu disayogikeun, basa mana anu dipangaruhan ku basa Sansekerta?",4
"Dumasar kana bagéan tina karangan anu disayogikeun, leungitna pamakéan basa Sansekerta téh kusabab naon?",4
"Dumasar kana bagéan tina karangan anu disayogikeun, mana anu luyu ngeunaan gravitasi di Io?",4
"Dumasar kana bagéan tina karangan anu disayogikeun, mana anu luyu ngagambarkeun lapisan luar Bulan?",3
"Dumasar kana bagéan tina karangan anu disayogikeun, bagian mana tina Bulan anu kerakna pangkandelna?",3
"Dumasar kana bagéan tina karangan anu disayogikeun, mana anu dipercanten ku sababaraha jalmi?",3
Naon anu langkung ipis nalika anjeun ingkah ti puseur panon poé?,3
"Dumasar kana bagéan tina karangan anu disayogikeun, bagéan mana tina panon poé anu tiasa katingali ti Bumi?",3
Obsérvasi mana di handap ieu anu ngabantos negeskeun téori Copernicus?,1
Naon anu diobsérvasi ku Galiléo Galiléi di taun 1610?,2
"Dumasar kana bagéan tina karangan anu disayogikeun, ti mana Walungan Amazon ngempelkeun caina?",1
Gelar naon anu teu dikaitkeun ka Walungan Amazon?,3
Widang pagawéan naon anu disebatkeun dina karangan anu disayogikeun anu muka lapangan gawé pangsakedikna kanggo urang Vénézuéla?,3
"Dumasar kana bagéan tina karangan anu disayogikeun, séktor mana anu ngabuka lapangan gawé pangageungna kanggo urang Vénézuéla?",1
"Dumasar kana bagéan tina karangan anu disayogikeun, nalika ngagabung (fusi) béntang téh tiasa ngalakukeun naon?",3
Mana anu bakal kacipta ku réaktor fusi anu aya mangpaatna?,4
Unsur kimia naon anu ngabentuk cai?,4
"Upami cai robih bentukna, naon anu bakal tetep mah?",1
"Dumasar kana bagéan tina karangan anu disayogikeun, mana anu teu janten masalah pikeun tilu belas nagara bagian nalika rék nerapkeun hukum anu tangtu?",1
"Dumasar kana bagéan tina karangan anu disayogikeun, parnyataan mana anu luyu ngagambarkeun kaayaan pamaréntahan pusat nalika Perang Révolusi?",3
Kumaha kecap-kecap anu aya di bagian tukang Déklarasi Kamerdékaan ditulis?,3
Singapura téh kasohor ku naonna?,1
Naon ari Vanda Miss Joaquim téh?,2
"Dumasar kana bagéan tina karangan anu disayogikeun, kualitas piramida Giza naon anu moal matak ngadamel takjub Karajaan Anyar Mesir?",1
"Dumasar kana bagéan tina karangan anu disayogikeun, ti mana inditna sato hérbivora lamun badé ngudag hujan?",2
"Dumasar kana bagéan tina karangan anu disayogikeun, indit ti wewengkon naon ari sato hérbivora di sabundeuran sasih April?",2
Operasi Militér Singa Laut téh ngaran salah hiji taktik invasi ti nagara mana?,1
Disebat naon invasi Jérman ka Inggris?,2
Naon anu teu disebatkeun salaku léngkah anu penting tina rencana Italia pikeun ngarebut nagara-nagara Afrika?,2
"Dumasar kana bagéan tina karangan anu disayogikeun, naon anu dianggap tujuan utama Italia dina perang éta téh?",1
Saha anu ngawangun hubungan persahabatan sareng penjajah?,2
Saha ari Sekutu anu ulubiung dina Operasi Dragoon téh?,1
Pangembangan téknologi naon anu tiasa ngadamel kapal selam janten tiasa ngalalana di jero cai?,4
"Nalika mimitian dipaké, dina hal naon kamampuan kapal selam anu kawates téh?",3
"Dumasar kana bagéan tina karangan anu disayogikeun, saha anu ngalanggar perjanjian téh? ",4
Mana anu teu dilaksanakeun ku Prajurit Beureum?,3
Naon anu tumiba ka Kapala Angkatan Darat Italia Kasapuluh?,3
Di mana tiwasna Italo Balbo?,4
"Dumasar kana bagéan tina karangan anu disayogikeun, téhnik mana anu janten bagéan penting tina tapa Tibét?",3
"Dumasar kana bagéan tina karangan anu disayogikeun, kumaha ngaktipkeun cakra dina waktu “inti” tapa Tibét?",2
Saha anu nampilkeun lagu pamujaan nu kadua di waktu program éta?,4
"Dumasar kana bagéan tina karangan anu disayogikeun, saha anu nampilkeun lagu pamujaan di waktu nawiskeun tuangeun?",1
Pagelaran naon anu dipéntaskeun panungtung kadua di sonten éta?,1
Upami Alessandro Safina téh ti nagara mana?,4
"Dumasar kana bagéan tina karangan anu disayogikeun, parnyataan mana anu teu luyu?",1
"Dumasar kana bagéan tina karangan anu disayogikeun, saha anu ngoméntaran ngeunaan tingkat hawa panas anu tos teu genaheun?",2
Di bagéan mana anu pareum listrikna kusabab aktipitas tsunami?,1
"Dumasar kana bagéan tina karangan anu disayogikeun, kumaha kaayaan Tonga pangaruh ti pareum listrik téh?",4
Iraha pulisi tiasa ngagunakeun péstol radarna pikeun ngukur laju mobil Jonny Reid?,1
"Dumasar kana bagéan tina karangan anu disayogikeun, kunaon pulisi-pulisi téh héséeun ngukur laju mobilna Jonny Reid?",2
Di mana pusat lini pami kaitanana sareng Butte?,2
Naon anu kajantenian nalika karusuhan di Abu Ghraib?,4
Kunaon penjara di Irak éta janten kasohor awon? ,4
Acara naon anu diayakeun di Stadium Peringatan Perang Maui?,3
Saha anu tungtungna masihan katerangan ngeunaan dibatalkeunana éta acara?,2
Saha anu tanggung jawab kana penjarahan nurutkeun pamikiran sababaraha wargi Bishkek?,3
Saha anu nyalahkeun pendémo ti kalér salaku anu ngajarah?,1
Iraha Ring ngalaman paningkatan penjualan?,1
Iraha Jamie Siminoff mutuskeun pikeun ngamimitian Ring?,1
Naon anu disarankeun kanggo murangkalih ku tiap-tiap épisode acara Reading Rainbow?,4
Naon anu tiasa janten nyumbang kana dibatalkeunnana acara Reading Rainbow?,1
Naon anu sanés alesan anu dipaké ku pejabat kota Amsterdam sareng musium ngeunaan tatangkalan?,2
"Saur Kapala Inspektur RSPCA, pangawasan téh kedah janten standar naon?",1
"Dumasar kana bagéan tina karangan anu disayogikeun, naon anu tiasa ngabantos kana negeskeun pentingna kasejahteraan sato ka para pagawé tempat jagal di Australia?",1
"Dumasar kana bagéan tina karangan anu disayogikeun, naon padamelan jalmi anu ditéwak teh?",1
"Dumasar kana bagéan tina karangan anu disayogikeun, nalika média nyebarkeun warta ngeunaan aya deui anu ditéwak, pamakaman téh disiapkeun kanggo sabaraha korban?",2
"Ngajawab kana protés, nagara mana anu batal nandatangan perjanjian ACTA?",2
