question,gpt_answer
Zeren arabera pasatuko zaie mutaziorako gaitasuna seme-alabei?,1
"Pasartean emandako informazioan oinarrituta, zertan ez dira oinarritzen mutazioen askotariko ondorioak?",1
"Arrazoi askorengatik hazten zituzten antzinako kulturek ahuntzak, baina ez hauetako batengatik. Zein?",2
"Golfean, ahalik eta zer gutxien lortu behar da?",2
"Golf-zelai batean, non mozten da gehien belarra?",2
Zein izan ohi da esperimentu baten helburua?,1
"Pasartearen arabera, zerk ez du laguntzen ikerketa zientifikoa?",1
"Pasartearen arabera, tornadoei buruzko zer adierazpen ez da egia?",3
"Pasartearen arabera, adierazpen hauetako zeinek deskribatzen ditu zehatz-mehatz tornado gehienak?",4
Zer hasi ziren egiten gizakiak XVI. mendean?,4
Zenbat denbora daramate gizakiek objektuak handitzen leiarrak erabiliz?,3
"Pasartearen arabera, zer dio Muhammad-en haitzuloak bere ohitura edo balio espiritualei buruz?",1
"Pasartearen arabera, zertarako erabili zen lehen aldiz burdina?",4
"Pasartearen arabera, zergatik hasi ziren erabiltzen burdinazko gurpilak, egurrezkoen ordez?",4
"Pasartearen arabera, zerk moldatu zituen banakoak erromantizismoaren garaian?",2
Adierazpen hauetako zeinek ez du jasotzen determinismo teknologikoaren ideia orokor bat? ,1
"Pasartearen arabera, zein ez dago erlazionatuta arkutik tira egitearekin?",1
"Pasartearen arabera, zein dago erlazionatuta soinu leunagoarekin?",3
"Fosiletan ikusten denez, nagusiki ekintza hauetako zein egitera egokitu dira eskuak?",1
Zeinek deskribatzen ditu zehatz-mehatz txinpantze baten falangeak? ,3
Zein multzotatik kentzen du aldaera genetiko berria hautaketak?,4
Zer prozesu arduratzen da aldaera genetikoa gehitzeaz?,3
"Pasarteko informazioan oinarrituta, zein jan behar luke primate batek “proteinen arazo” bat konpontzeko?",3
"Pasartearen arabera, arazo hauetako zein ez du eragiten oinarrizko aminoazidoen faltak?",1
Nola erakusten dute azpikultura jakin bateko kideek talde batekoak direla?,4
"Pasartean azaldutako teoriaren arabera, zer gertatuko litzaioke haur bati, estereotipoen arabera jarrera mehatxagarria duen arraza-gutxiengo batekin identifikatzen bada?",2
"Pasartearen arabera, haur batek arraza-estereotipoez dakienak alderdi hauetako zeinetan izan dezake eragina?",2
"Pasartearen arabera, alderdi hauetako zein ez dator bat haur basati bat haztearekin?",2
"Pasartearen arabera, zeinek deskribatzen du zehatz-mehatz haurren portaera basatia?",2
"Pasartearen arabera, jardunbide hauetako zein ez dator bat iraupen-nekazaritzarekin?",2
Alderdi hauetako zeinek deskribatzen du zehatz-mehatz iraupen-nekazaritza?,4
Zer motatako turismoa izango litzateke museo bat bisitatzea?,3
"Pasartearen arabera, zein da aisialdiko bidaiarientzako lehentasun bat?",2
"Pasartearen arabera, zerk lagundu zuen aldaketarekiko beldurra gutxitzen herriko elizan?",1
"Pasartearen arabera, zertan lagun dezake nork bere historia ulertzeak?",3
Adierazpen hauetako zeinek deskribatzen du zehatz-mehatz ikasteari buruzko metodo postmodernoa?,4
Adierazpen hauetako zeinek ez du zehatz-mehatz islatzen ikasteari buruzko metodo postmoderno bat?,2
"Loaldi arruntean berariaz esnatu ondoren, zeinek oztopatuko luke loaldia eteteko prozesua?",1
Zeinek ez du zehatz-mehatz deskribatzen loaren etenaldia?,4
"Garuna amets argiak maizago izaten saiatu ahala, zer handitzen da?",4
Ondorio negatibo hauetako zein izan dezake amets argiak maiz izateak gorputzean?,2
"Pasartearen arabera, zer antzekotasun dituzte ohiko taldeek eta talde birtualek?",1
"Pasartearen arabera, talde fisikoei eta birtualei buruzko zein adierazpen ez da egia?",1
Zein alderditan ez dute jartzen arreta edukien teoriek?,4
Zein ez da herenen arauko objektu bat?,2
Zeinek ez du deskribatzen 35 mm-ko argazki-formatua?,3
"Pasartearen arabera, ekoizleek lenteen ekoizpenaren kalitatea handitu ahala, nola hobetu dira zoom lenteak?",3
"Pasarteko informazioan oinarrituta, noiz da hobea zoom lente bat, lente primario bat baino?",4
Zein ez litzateke izango mistizismoaren deskribapen zehatza?,4
"Pasartearen arabera, zeinetan ez du jartzen arreta mistizismoak?",2
"Pasartearen arabera, nork eman zion hasiera nekazaritza-sozietateari?",3
"Pasartearen arabera, zein tokitako lehen biztanleak izan ziren moak ehizatzen zituen taldekoak?",2
Zein egoeratan ekarriko lioke onura tolestaileari origamiaren Pureland metodoa erabiltzeak?,4
Zeinek ez du zehatz-mehatz deskribatzen Pureland origamia?,1
"Pasartearen arabera, zein toki ez da lotzen Indus haraneko zibilizazioarekin?",3
Zein ez da aipatzen pasartean adierazitako Brontze aroko zibilizazioaren izen posible gisa?,3
"Pasartearen arabera, zerk dakar epe luzerako onura?",1
"Pasartearen arabera, zeini emango litzaioke lehentasuna berehalako onurak lortzeko?",4
"Pasartearen arabera, nork ordaindu zuen gerrako gastuen zati handi bat?",4
Zer garai izan zen tenplarioen aroaren aurretik?,3
Zer garai izan zen tenplarioen aroaren ondoren?,1
Zer tratamendu edo prozedura mediko ez da aipatzen pasartean Erromatar Inperioko doktore eta kirurgialariek erabiltzen zituztenen artean?,1
"Pasartearen arabera, zein ez dagokie Erromatar Inperioan arlo medikoan izandako aurrerapenei?",3
Zeren menpe dago ikusteko gaitasuna?,2
Zeren arabera aldatzen da begien egitura organismo batetik bestera?,2
"Pasartearen arabera, sikhismoari buruzko zein adierazpenek ez du zehatz-mehatz irudikatzen erlijioa?",2
"Pasartearen arabera, zein da sikh sinesmenen muina?",1
"Pasartearen arabera, zertan kontzentratzea kostatzen zaie arreta-defizitaren nahasmendua duten haurrei?",1
"Pasartearen arabera, zergatik izan ohi dituzte portaera arriskutsuak arreta-defizitaren nahasmendua duten haurrek?",4
"Pasarteko informazioan oinarrituta, zein ez da aldamio-metodoaren adibide bat?",3
Zeinek ez du zehatz-mehatz deskribatzen aldamio-metodoaren kontzeptua?,3
"Pasartearen arabera, MySpace-ren zer eginbidek lagun diezaieke irakurtzeko arazoak dituzten ikasleei?",1
"Pasartearen arabera, zein ez zen izan Krushchev-ek langileen protestei emandako erantzunaren parte?",3
Zerk ez zituen eragin langileen protestak Polonian?,4
"Pasartearen arabera, zerk ez zuen eraginik izan SESBen eta AEBen arteko harremanetan?",2
Zeinek ez du zehatz-mehatz deskribatzen gorputz osora nerbio-bulkadak bidaltzearen helburua?,1
Zer aurki daiteke Gizako lautadan?,1
Zer helburu zuen Piramide Handiak?,2
Nori esker dakigu zeinek eman zion su tenpluari?,3
Zein da Artemis-en tenplua berreraikitzeari buruzko adierazpen zehatz bat?,2
"Pasartearen arabera, noiz hasi zen lehen espeziea zutik ibiltzen?",1
Espezie hauetako zein ibili ohi zen eskuarki zutik?,2
Zer lortu nahi izan zuen Alemaniako itsas-armadak II. Mundu Gerran?,2
"Pasarteko informazioan oinarrituta, nork izan zuen arrakasta handiena itsas gerretan Ipar Atlantikoko kanpainan?",1
Zer ez zegoen asiriarrek zalditeria erabiltzen hasi zirenean?,1
Nola borrokatzen da zalditeria erabiltzen denean?,3
"Pasartearen arabera, non ez zenuke aurkituko biztanle babiloniar arrunt bat?",4
Zein ziren berariaz apaizentzat?,2
Noiz bereganatu zuen Tutankamon erregeak ospea?,3
Zergatik bihurtu zen Egiptoko errege ospetsu Tutankamon erregea?,1
Zer ezin zuen egin Homero poeta greziarrak?,2
Zein greziar ospetsu gailendu zen literatura ez zen arlo batean?,3
Non ematen zuten denbora asko familia hebrearrek?,1
Zer ez zen garrantzitsua familia hebrearrentzat?,3
Zein ez da desberdintasun gisa ikusten herrialde eskandinaviarren artean?,2
Nor izan zen Groenlandiara bizitzera joan zen lehena?,1
Zer taldek nahiago zuen aulkirik gabe jan?,3
Zein ez genuke aurkituko antzinako festa erromatarretan?,4
"Pasartean oinarrituta, itxuraz zeinek ez du izango eragin iraunkorra?",2
"Pasartearen arabera, zer dago nazioaren aurretik?",3
Drukgyal Dzong gotorlekuari buruzko zein adierazpen ez da egia?,1
Zein adierazpenek deskribatzen du zehatz-mehatz zer eragin izan zuen suak Drukgyal Dzong gotorlekuan?,1
Kanbodiari buruzko adierazpen hauetako zein da egia?,4
Adierazpen hauetako zeinek deskribatzen ditu zehatz-mehatz Kanbodiaren inbasioak?,4
Zer ez zuen egin Herbehereetako Ekialdeko Indiako Konpainiak Taiwanen egon zen bitartean?,4
Zer ezarri zuen Shimonoseki-ko hitzarmenak?,4
Nola neurtzen da konposatu kimikoen pH maila?,3
Zer kendu zitzaien hidrogeno ioiei?,4
Adierazpen hauetako zeinek ez ditu zehatz-mehatz deskribatzen lehoi-taldeak?,3
Adierazpen hauetako zeinek ez du zehatz-mehatz deskribatzen lehoien portaera?,4
Zein harrapakarik harrapatu ohi ditu untxiak?,3
Zein ehizatu ohi dituzte katu txikiagoek?,1
Ekintza hauetako zein ez da ozeloteen ehizatzeko metodoaren parte?,4
Zerk ez du zehatz-mehatz deskribatzen ozelote bat? ,3
Zein ez da tigreen indargune handienetako bat?,2
"Pasartearen arabera, zer desberdintasun dago tigreen eta lehoien artean?",2
"Pasartearen arabera, zer egin zuen Robert Hooke-k beste biologo batzuek baino lehenago?",1
"Zer esan nahi du, berez, “zelula” hitzak?",2
"Pasartearen arabera, zer egin dezakete animalia gehienek?",2
"Pasartearen arabera, zer ez dute animalia batzuek?",3
Zerk laguntzen die landareei fotosintesiaren prozesuan?,4
Gizakiek jariatzen duten zer inhalatzen dute landareek?,4
"Pasartearen arabera, adibide hauetako zeinek oztopatuko luke eboluzio-prozesua?",1
Adierazpen hauetako zeinek ez du zehatz-mehatz deskribatzen espeziazio-prozesua? ,1
Zirkulazio-sistemako zer zatik eramaten du odola bihotz aldera?,4
Zein dira zirkulazio-sistemako hodirik txikienak?,1
Zer handitzen du intsektuek hegalak tolesteko duten gaitasunak?,2
Zer ez da aipatzen pasartean intsektuek hegan egiteko duten gaitasunaren eragina jasaten duen alderdi gisa?,2
Ezaugarri hauetako zein ez da erlazionatzen dinosauroekin?,1
Ezaugarri hauetako zein ez da hartu ohi hegazti eta dinosauroek partekatzen duten ezaugarri gisa?,3
"Pasartearen arabera, ziurrenik zikadaren zer zati jaten zuten trizeratopsek?",2
"Pasartearen arabera, ziurrenik zer jaten zuten trizeratopsek? ",2
"Pasartearen arabera, kirol hauetako zeinek dirudi ezaguna Italiako iparraldeko eskualdeetan?",3
"Pasarteko informazioan oinarrituta, kirol hauetako zeinek irabazi zuen munduko txapelketa bat Italiaren alde?",1
Zer gertakariren ondoren bihurtu ziren Luxenburgoren zenbat zati Belgikaren parte?,2
Zer gertakarik izan zuen eragina Luxenburgoren neutraltasunean?,1
Turkiaren azalera osoaren zenbat kilometro koadro daude Europan?,4
"Pasartearen arabera, zer luzera du Turkiak (miliatan)?",4
Zertarako erabiltzen da latina Vatikano Hirian?,1
"Vatikano Hirian, zertarako ez da erabiltzen italiera?",3
"Pasartearen arabera, zer hobetzen du ordenagailu sofistikatuetan soinua nahasteak?",1
"Pasartearen arabera, zein tokitako etxe gehienek dauzkate ura botatzen duten komunak?",1
Kokapen hauetako zeinetan aurkitu dira hondakin-uren sistema aurreratuak?,1
Zerk eragiten du patinatzaileak bira ematea?,1
"Pasartearen arabera, zeinek deskribatzen du zehatz-mehatz gaur egungo izotz-patin baten ahoko zuloa?",1
"Pasartearen arabera, zer prozesuri esker ateratzen dute atomoek argitik jasotzen duten gehiegizko energia?",4
Zergatik igortzen dituzte atomoek fotoiak?,1
"Pasartearen arabera, zergatik utziko diote bonbillek funtzionatzeari?",3
Zer ukitzea izan daiteke arriskutsua bonbilla bat ordeztean?,3
"Pasartearen arabera, zer gertatzen da nukleoa banatzen denean?",2
Zerk islatzen ditu Lurrera egindako urrutiko deiak?,2
Zer erabiltzen da teleskopioa espazioan jartzeko?,2
"Zer nabarmendu behar da gertakari ziklikoei buruz, denboraren joana irudikatzeko?",2
"Pasartearen arabera, gertakari baten zer alderdi konparatzeko erabiltzen da denbora?",1
"Pasartearen arabera, zer egin ohi zuen tronurako oinordekoak?",2
"Pasarteko informazioan oinarrituta, zer egin zuen lehen aldiz Charles-ek?",3
Nondik etorri zen Trygvasson-en flota?,4
Historiako zer garaitan izan zuen Alemaniak eragin kultural handia Estonian?,3
Zerk izan zuen eragina estonieran?,2
"Pasartearen arabera, zer faktoreren arabera aldatzen da hindia hitz egiten dutenen kopurua?",1
Adierazpen hauetako zein da egia hindiari eta urduari buruz?,2
Gertakari hauetako zein ez da zehatza Hangul alfabetoari buruz?,2
"Azkenean, zer izen jarri zioten Hunmin Jeongeum alfabetoari?",2
"Pasartearen arabera, zein hizkuntzatan izan du eragina sanskritoak?",4
"Pasartearen arabera, zergatik hasi zen sanskritoa gutxiago erabiltzen?",4
"Pasartearen arabera, adierazpen hauetako zein da zehatza Io-ko grabitateari buruz?",4
"Pasartearen arabera, adierazpen hauetako zeinek deskribatzen du zehatz-mehatz Ilargiaren kanpoko geruza?",3
"Pasartearen arabera, non du Ilargiak azal lodiena?",3
"Pasartean oinarrituta, zer uste dute pertsona batzuek?",3
"Eguzkiaren erdigunetik zenbat eta gehiago urrundu, zer bihurtzen da gero eta meheago?",3
"Pasartearen arabera, Eguzkiaren zer zati ikus daiteke Lurretik?",3
Behaketa hauetako zeinek lagundu zuen Koperniko-ren teoria baieztatzen?,1
Zer ikusi zuen Galileo Galilei-k 1610ean?,2
"Pasartearen arabera, nondik hartzen du ura Amazonas ibaiak?",1
Ezaugarri hauetatik zein ez dagokio Amazonas ibaiari?,3
Pasartean aipatzen den zer lan-ildok ematen die lan gutxien venezuelarrei?,3
"Pasartearen arabera, sektore hauetako zeinek ematen die lan gehien venezuelarrei?",1
"Pasartearen arabera, zer egiten dute izarrek fusioaren bidez?",1
Zer sortuko luke fusio-erreaktore erabilgarri batek?,4
Nola osatuta dago ura kimikoki?,4
"Ura formaz aldatzen denean, zer ez da aldatuko?",1
"Pasartearen arabera, zer ez zen izan arazoa hamahiru estatuetarako lege jakin batzuk ezartzen saiatzean?",1
"Pasartearen arabera, zer adierazpenek islatzen du zehatz-mehatz gobernu zentralaren egoera Independentziako Gerran?",3
Nola daude idatzita Independentzia Adierazpenaren atzealdeko hitzak?,3
Zer da ezaguna Singapurren?,1
Zer da Vanda Miss Joaquim?,2
"Pasartearen arabera, Gizako piramideen zer ezaugarri ez zuten miresten Erresuma Berriko egiptoarrek?",1
"Pasartearen arabera, nondik etortzen dira belarjaleak euri bila?",2
"Pasartearen arabera, zein tokitatik abiatzen dira belarjaleak apiril aldera?",4
Zein herrialde inbaditu zen Itsas txakur operazioaren bidez?,2
Nola deitu zion Alemaniak Britainia Handiaren aurkako erasoari?,2
Zein ez da beharrezko urrats gisa aipatzen Afrikako herrialdeak harrapatzeko Italiaren planean?,4
"Pasartearen arabera, zein zen Italiaren helburu nagusia gerran?",1
Nork egin zituzten adiskidantzazko harremanak inbaditzaileekin?,2
Nor ziren Dragoon operazioko aliatuak?,1
Zer teknologiaren garapenari esker hasi ziren itsaspekoak ur azpitik bidaiatzen?,4
"Lehen aldiz erabili zirenean, zer zuten oso mugatua itsaspekoek?",3
"Pasartearen arabera, nork urratu zuen hitzarmen bat? ",4
Zer ez zuen egin Armada Gorriak?,3
Zer gertatu zitzaion italiarren hamargarren armadako ingeniari buruari?,3
Non hil zuten Italo Balbo?,4
"Pasartearen arabera, teknika hauetako zein da garrantzitsua tibetar meditazioan?",3
"Pasartearen arabera, nola aktibatzen dira txakrak tibetar meditazioaren erdian?",2
Nork aurkeztu zuen bigarren debozio-abestia programan?,4
"Pasartearen arabera, nork aurkeztu zuen debozio-abesti bat janaria eskaintzean?",1
Noren esku egon zen gaueko bigarren eta azken ikuskizuna?,2
Zer nazionalitatekoa da Alessandro Safina?,4
"Pasartean oinarrituta, adierazpen hauetako zein ez da egia?",1
"Pasartearen arabera, nork esan zuen zerbait bero handiari buruz?",2
Non eten zen argindarra tsunami-jardueraren ondorioz?,1
"Pasartearen arabera, nola eragin zion argindar-etenak Tonga-ri?",2
Noiz erabili ahal izan zituen poliziak radar-pistolak Jonny Reid zein abiaduran zihoan neurtzeko?,1
"Pasartearen arabera, zergatik izan zen zaila Zeelanda Berriko poliziarentzat Jonny Reid zein abiadura zihoan neurtzea?",2
Non izan zuen lurrikarak epizentroa Butte-ri dagokionez?,3
Zer gertatu zen Abu Ghraib-eko istiluetan?,1
Zergatik egin zen ospetsu Irakeko presondegia? ,4
Zer motatako ekitaldia izango zen Maui-ko War Memorial estadioan?,3
"Azkenean, nork eman zituen azalpenak ekitaldia bertan behera uzteari buruz?",2
Bishkek-eko biztanle askoren ustez nor zen dendetako produktuak hartzearen erantzulea?,3
Nork leporatu zieten errua hegoaldeko manifestariei dendetako produktuak hartzeagatik?,1
Noiz handitu ziren Ring-en salmentak?,1
Noiz erabaki zuen Siminoff-ek Ring abian jartzea?,1
Zeri buruzko gomendioak egiten zizkien Reading Rainbow-en atal bakoitzak haurrei?,4
Zerk eragin zuen Reading Rainbow saioa bertan behera geratzea?,1
Zein arrazoi ez zuten aipatu Amsterdamgo eta museoko agintariek zuhaitzari buruz?,2
"RSPCAko inspektore nagusiaren arabera, zein kasutan izan beharko lukete ikuskapenek ohiko?",4
"Pasartearen arabera, zerk lagunduko luke Australiako hiltegietako langileei animalien ongizatearen garrantziaz ohartarazten?",1
"Pasartearen arabera, zer lanbide du atxilotutako pertsonak?",1
"Pasartearen arabera, albisteetan beste atxiloketa bati buruz ari zirela, zenbat biktimari egiten ari zitzaien hileta?",2
"Kexei erantzunez, zein herrialdek ez du aurrerapausorik eman ACTA hitzarmen sinatuarekin?",2
"Pasartearen arabera, herrialde hauetako zeinek erabaki zuen ACTAn sartzeko prozesua atzeratzea?",4
Zenbat pertsona zauritu dira gehiegi berotu diren iPod-en ondorioz?,1
Nork esan zuen gehiegi berotzearekin erlazionatutako arazoak ez zirela oso larriak?,4
"Hitzaldian, Steve Jobs-ek esan zuen Apple-k zerbait berrasmatuko zuela. Zer?",2
Zer helburu zuen Steve Jobs-en bi orduko hitzaldiak?,3
Zer iragarri zuen Cristina Fernandez de Kirchner-ek Argentina antzokian?,1
Non iragarri zuen Cristina Fernandez de Kirchner-ek hautagaitza aurkezteko asmoa?,3
Zer aurkikuntza egin ditu ACMAk Big Brother-i buruz?,1
Zer parametro bete behar ditu edukiak Interneteko edukitzat hartzeko?,2
Zein da Australiako alderdi liberaleko burua?,2
Zergatik Australiak oraindik ez du energia nuklearraren industriarik?,4
Zein eskiatzailek hartu zuen parte gida batek lagunduta?,3
Zein herrialdek amaitu zuen hamargarren emakumeentzako Super-G eseritako klasean?,1
"Pasartearen arabera, Blake-ri buruzko zer adierazpen ez da zehatza?",2
"Pasartean oinarrituta, zer ez zitzaion gertatu Blake-ri?",3
Zertarako ez da erabiliko Nazio Batuek klima-aldaketari aurre egiteko duten funtsa?,2
"Pasartearen arabera, zer aurreztu/babestu nahi dute Nazio Batuek?",3
Zer ez zuen aipatu Albert Muchanga-k adosteko dauden gauzen artean?,1
"Pasartearen arabera, zergatik has daiteke negozioekin uztailean?",2
"Pasartearen arabera, zer leporatu zien Atlanta Journal-Constitution-ek hezkuntzako funtzionarioei?",3
"Pasarteko informazioan oinarrituta, zer ez zen aipatu Atlanta Journal-Constitution-en txostenean?",4
"Pasartearen arabera, zer informazio dago bonbek eztanda egin ondoren?",2
"2017an Manchester City-n hasi zenetik, zenbat partida jokatu ditu Jesusek?",4
Zer klubi ordaindu zizkioten 27 milioi £ Jesusen truke?,1
Ostatuko gonbidatuei buruzko zein adierazpen ez da egia?,4
"Pasartearen arabera, adierazpen hauetako zein da egia?",3
"Pasartean oinarrituta, talkari buruzko zer informazio ez da zalantzagarria?",2
"Pasartearen arabera, zer zehaztu behar da oraindik talkari dagokionez?",4
"Pasartearen arabera, zein postutan egon zen behin Batten Estatu Batuetako pertsona aberatsenen zerrendan?",3
Nori egin zizkion dohaintzak Batten-ek?,2
Zer ez da agertzen Arnold Schwarzenegger gobernadoreak sinatutako lege-proiektuan?,3
"Pasartearen arabera, nor ez zegoen esaten zenari arreta jartzen?",3
"Pasartearen arabera, zein da egia Miller-ek entzunaldian izandako esperientziari dagokionez?",2
Nork iradoki zuen ‘Clean Air Act’ legea berrikustea?,3
Nork gezurtatu zuen “Clean Air Act” hauteskundeei begira egindako mugimendu gisa erabiltzen ari zela?,2
Zer eratu zuten azido zianurikoaren eta melaminaren konposatuek katuen gernuan elkarren artean erreakzionatu zutenean?,3
Zer behatzeko erabili zuten ikerlariek espektroskopia infragorria?,2
Nork esan zuen Luna “Queen of Extreme” zela?,4
Nork esan zuen Luna “frikia” zela?,2
Zer ez zitzaion gertatu talkan izandako gidariari?,3
Zer ez zen bereziki nabarmendu Hego Afrikaren jokatzeko moduan errugbiko txapelketan?,3
"Pasartearen arabera, noiz hasi zen Hego Afrikaren jokoa hobetzen?",4
"Pasartearen arabera, adierazpen hauetako zeinek ez du ongi islatzen Txinako ekonomia?",4
"Pasartearen arabera, noiz gaindituko luke Txinaren BPG-k Estatu Batuena?",2
Zer egitea iradoki zien Hu-k garapen bidean dauden herrialdeei?,4
Zer ez zuen aipatu Hu-k?,4
Zeri lotuta esan zuen Veerman-ek egoera ez zela ona?,2
"Salaketaren ondoren, nork hartuko du Huhne-ren kabineteko postua?",1
Nork hartuko du Negozioen Ministro postua salaketaren harira?,1
Zertara animatzen dituzte antzezleek ikusleak Camille Saint-Saens-eko operan?,1
Batez ere nork erretzen du kalamua operan?,3
Zer beste izen ematen zaio Leonov-en “espazioko ibilaldiari”?,3
Zer misioren alde sobietarra zuzendu zuen Leonov-ek?,2
Nor zauritu zen talkan?,1
Zer gertatu zitzaien istripua izan zutenei?,2
