question,gpt_answer
"Secondo il passaggio, delle carateristiche che seguono, che cosa non è costante nell’educazione di un bambino ferale?",2
"Secondo il passaggio, quale delle carateristiche che seguono, descrive accuratamente il comportamento ferale nei bambini?",2
"In base al passaggio, quale delle seguenti pratiche non è coerente con un’agricoltura orientata alla sussistenza?",2
"Quale delle carateristiche che seguono, descrive accuratamente le pratiche dell’agricoltura di sussistenza?",4
In quale categoria di turismo rientrerebbe la visita di un museo?,3
"Secondo il passaggio, cosa potrebbe essere una priorità per i viaggiatori ricreativi?",2
Che cosa viene menzionato nel passaggio come qualcosa che ha aiutato a mitigare la paura del cambiamento all’interno della chiesa locale?,1
"Secondo il passaggio, con che cosa potrebbe aiutare, l'ottenere una comprensione della propria storia?",3
Quale delle seguenti affermazioni descrive accuratamente l’approccio post-moderno all’apprendimento?,4
Quale delle seguenti affermazioni non riflette accuratamente un approccio post-moderno all’apprendimento?,2
"Dopo il risveglio intenzionale che avviene durante il periodo di sonno normale, quali di questi fattori interferirebbe con il processo di interruzione del sonno?",1
Quale delle seguenti affermazioni non è un’accurata descrizione dell’interruzione del sonno?,4
"Quando il proprio cervello prova a sognare lucidamente più frequentemente, che cosa viene aumentato?",4
Quale dei seguenti effetti negativi potrebbe avere sul corpo il sognare lucidamente più frequentemente?,2
"Secondo il passaggio, in che modo i team convenzionali e virtuali sono simili?",1
"In base al passaggio, quale affermazione riguardante i team fisici e virtuali, non è vera?",1
Quale dei seguenti fattori non è qualcosa su cui sono incentrate le teorie sui contenuti?,1
Quale delle attività seguenti non è un oggetto della regola dei terzi?,2
Quale delle seguenti affermazioni non descrive il formato fotografico da 35 mm?,3
"Secondo il passaggio, man mano che i produttori hanno raggiunto standard sempre più elevati nella produzione di lenti, come sono stati migliorati gli obiettivi zoom?",3
"In base alle informazioni nel passaggio, quando si preferirebbero obiettivi zoom agli obiettivi fissi?",4
Quale delle seguenti affermazioni non sarebbe considerata un’accurata descrizione del misticismo?,4
"Secondo il passaggio, su quale delle seguenti cose non si concentra il misticismo?",2
"Secondo il passaggio, chi potrebbe aver stabilito una società agricola?",3
"Secondo il passaggio, il gruppo che cacciava i moas costituiva i primi abitanti di quale località?",2
In quale scenario l'utilizzo del metodo Pureland per gli origami sarebbe vantaggioso per i piegatori?,4
Quale delle affermazioni che seguono non descrive accuratamente l'origami Pureland?,1
"Secondo il passaggio, quale località non è associata alla civiltà della valle dell'Indo?",3
Quale delle seguenti descrizioni non è menzionata come possibile nome della civiltà dell'età del bronzo discussa nel passaggio?,3
Secondo il passaggio quale dei seguenti comportamenti produce un vantaggio a lungo termine?,1
"Secondo il passaggio, a cosa alcune persone potrebbero dare priorità se la loro attenzione è su vantaggi immediati?",4
"Secondo il passaggio, chi coprì una parte significativa delle spese di guerra?",4
Quale periodo precedeva l'epoca dei Templari?,3
Quale periodo venne dopo l’epoca dei Templari?,1
Quale trattamento o procedura medica non è menzionata come utilizzata da medici e chirurghi durante l'Impero Romano?,1
"Secondo il passaggio, quale dei seguenti fatti non fu attribuito allo sviluppo dei progressi in campo medico fatti durante l’Impero Romano?",3
Da che cosa dipende la vista o capacità di vedere?,1
Da che cosa dipendono le varie strutture oculari degli organismi?,2
"Secondo il passaggio, quale delle affermazioni su Sikhism non ritrae accuratamente la religione?",2
"Secondo il passaggio, quale degli elementi che seguono è considerato un elemento centrale delle credenze sikh?",1
"Secondo il passaggio, su che cosa, i bambini con ADD fanno fatica a concentrarsi?",1
"Secondo il passaggio, perché i bambini con ADD tendono ad assumere comportamenti a rischio?",4
"In base alle informazioni date nel passaggio, quale di queste cose non è uno esempio di scaffolding?",3
Quale delle spiegazioni che seguono non descrive accuratamente il concetto di scaffolding?,3
"Secondo il passaggio, quale funzione di MySpace potrebbe beneficiare gli studenti che hanno difficoltà a leggere?",1
"Secondo il passaggio, quale delle affermazioni che seguono non è parte della risposta di Krushchev alle proteste dei lavoratori?",3
Quale dei fattori che seguono non fu una causa delle proteste in Polonia?,4
"Secondo il passaggio, quale dei fattori che seguono, non ha influito sulle relazione tra USSR e Stati Uniti?",2
Quale delle seguenti affermazioni non descrive accuratamente lo scopo di trasmettere impulsi nervosi attraverso il corpo?,1
Che cosa si può trovare alla piana di Giza?,4
Qual è lo scopo della Grande Piramide?,2
"Chi è il responsabile, in base alla nostra conoscenza, dell’incendio doloso che distrusse il tempio?",1
Quale delle seguenti è una affermazione accurata per quanto riguarda la ricostruzione del tempio di Artemide?,2
"Secondo il passaggio, quando è stata la prima volta che una specie può aver camminato su due gambe?",1
Quale di queste specie camminava regolarmente su due piedi?,2
Cosa stava cercando di realizzare la Marina tedesca durante la Seconda Guerra Mondiale?,2
"In base alle informazioni date nel passaggio, chi ha avuto maggior successo in battaglia durante la campagna dell’Atlantico?",1
Che cosa non era stato ancora inventato quando gli Assiri introdussero la prima cavalleria?,1
Come venivano combattute le battaglie che utilizzavano la cavalleria?,3
"Secondo il passaggio, dove non troveresti un cittadino babilonese ordinario?",4
Quale delle cose seguenti era solo per i sacerdoti?,2
"Quando il Re Tutankhamon, ha acquisito notorietà?",3
Che cosa ha reso il Re Tutankhamon uno degli antichi re egiziani più famosi?,1
Che cosa non era in grado di fare il poeta greco Omero?,2
Quale famosa personalità greca è nota per qualcos’altro che non sia la letteratura?,3
Dove si svolgeva gran parte della vita della famiglia ebrea?,1
Che cosa non era di fondamentale importanza?,3
Quale delle seguenti cose non viene descritta come una differenza tra i paesi scandinavi?,2
Chi si stabilì per primo in Groenlandia?,1
Quale gruppo preferirebbe mangiare senza le sedie?,3
Quale degli elementi che seguono non sarebbe parte di un’antica festa romana?,4
"In base al passaggio, quale dei seguenti fattori è improbabile che abbia un impatto duraturo?",2
"Secondo il passaggio, che cosa precede una nazione ?",3
Quale affermazione in merito al Drukgyal Dzong non è vera?,1
Quale affermazione descrive accuratamente l’esito dell’incendio al Drukgyal Dzong?,3
Quale delle seguenti affermazioni sulla Cambogia è vera?,4
Quale delle seguenti affermazioni descrive accuratamente le invasioni della Cambogia?,2
"Che cosa di quanto segue, non ha fatto la Compagnia olandese delle Indie orientali durante la sua permanenza a Taiwan?",4
Che cosa ha stabilito il Trattato di Shimonoseki?,4
Come viene calcolato il livello di pH di un elemento chimico?,3
Che cosa è stato strappato dagli ioni di idrogeno?,4
Quali delle seguenti affermazioni non descrive accuratamente un branco di leoni?,3
Quale delle seguenti affermazioni non descrive accuratamente il comportamento dei leoni?,4
I conigli sono una preda comune per quale tipo di predatori?,3
I piccoli felini cacciano comunemente quali dei seguenti animali?,1
Quale dei seguenti metodi non è parte di un metodo di caccia di un ocelot?,4
Quale delle seguenti affermazioni non descrive accuratamente gli ocelot? ,3
Quale delle cose seguenti non sarebbe considerato il più grande punto di forza di una tigre?,2
"Secondo il passaggio, quale delle seguenti cose è la differenza tra tigri e leoni?",2
"Secondo il passaggio, cosa ha fatto Robert Hooke prima di altri biologi?",1
Che cosa significa l’origine della parola cellula?,2
"Secondo il passaggio, la maggior parte degli animali ha la capacità di fare che cosa?",2
"Secondo il passaggio, che cosa non hanno alcuni animali?",3
Cosa aiuta le piante nel processo di fotosintesi?,4
Che cosa espirano gli esseri umani che le piante inalano?,4
"Secondo il passaggio, quale dei seguenti esempi ostacolerebbe il processo dell’evoluzione?",1
Quale delle seguenti affermazioni non descrive accuratamente il processo della speciazione? ,1
Quale parte dell’apparato circolatorio porta il sangue al cuore?,4
Quali tubi sono i più piccoli nell’apparato circolatorio?,1
"Delle descrizioni che seguono, cosa aumenta la capacità di un insetto di ripiegare le proprie ali?",2
Quale delle cose che seguono non è menzionata nel passaggio come qualcosa che è influenzata dalla capacità di volo di un insetto?,2
Quale delle seguenti caratteristiche non è associata comunemente ai dinosauri?,2
Quale delle seguenti caratteristiche non e comunemente considerata come una caratteristica condivisa da uccelli e dinosauri?,3
"Secondo il passaggio, quale parte della pianta cicadea potrebbe mangiare un triceratopo?",2
"Secondo il passaggio quale degli elementi che seguono, un Triceratopo potrebbe mangiare con maggiore probabilità? ",2
"Secondo il passaggio, quale dei seguenti sport è probabile che sia maggiormente diffuso nelle regioni più settentrionali d'Italia?",3
"In base alle informazioni date nel passaggio, quale dei seguenti sport ha fatto vincere all'Italia un campionato mondiale?",1
Dopo quale evento alcune zone del Lussemburgo sono diventate belghe?,2
Quali delle seguenti cose ha influito sulla neutralità del Lussemburgo?,1
Quanti sono i km quadrati dell’area totale della Turchia europea?,4
"Secondo il passaggio, per quanti km si estende la Turchia?",1
Per che cosa viene usata la lingua latina parlata nella Città del Vaticano?,1
Nella Città del Vaticano per che cosa non viene usato l’italiano?,3
"Secondo il passaggio, quale dei seguenti elementi beneficia del suono mixato su computer sofisticati?",1
"Secondo il passaggio, di quale luogo la maggioranza delle case disponeva di un bagno con acqua corrente?",1
In quali dei seguenti luoghi sono stati trovati avanzati sistemi fognari?,1
Quale delle cose seguenti consente al pattinatore di curvare?,1
"Secondo il passaggio, quale dei seguenti elementi descrive con precisione la cavità della lama dei moderni pattini da ghiaccio?",3
"Secondo il passaggio, qual è il processo che consente agli atomi di eliminare l'energia in eccesso ottenuta dalla luce?",4
Cosa causa ad un atomo di emettere un fotone?,2
"Secondo il passaggio, che cosa interromperà il funzionamento di una lampadina?",3
Nel sostituire una lampadina quale degli elementi seguenti potrebbe essere potenzialmente pericoloso toccare?,3
"Secondo il passaggio, cosa succede quando un nucleo viene suddiviso?",2
Quale dei seguenti elementi rimanda le chiamate a lunga distanza verso la Terra,2
Quale di queste cose viene usata per portare un telescopio nello spazio?,2
Che cosa si deve osservare di un evento ciclico per scandire lo scorrere del tempo?,2
"Secondo il passaggio, quale aspetto di un evento viene utilizzato per confrontare il tempo?",1
"Secondo il passaggio, quale delle seguenti caratteristiche è considerata tipica di un erede al trono?",2
"In base alle informazioni fornite nel passaggio, Carlo è stato il primo a fare cosa?",3
Di quale paese era la flotta di Trygvasson?,4
In quale momento della storia la Germania esercitò una forte influenza culturale sull’Estonia?,3
Da che cosa è stata influenzata la lingua estone?,2
"Secondo il passaggio, il numero di madrelingua hindi varia in base a quale fattore?",1
Quale delle seguenti affermazioni è vera riguardo alle lingue hindi e urdu?,2
Quale delle affermazioni seguenti sull'alfabeto Hangeul non è esatta?,2
In che cosa è stato poi cambiato l'alfabeto Hunmin Jeongeum?,2
"Secondo il passaggio, quali lingue sono state influenzate dal sanscrito?",4
"Secondo il passaggio, a causa di che cosa è diminuito l'uso del sanscrito?",invalid
"Secondo il passaggio, quale delle seguenti è una affermazione accurata in merito alla gravità di Io?",4
"Secondo il passaggio, quale delle seguenti affermazioni descrive in modo accurato lo strato esterno della Luna?",3
"Secondo il passaggio, dove si trova la crosta lunare più spessa?",3
"Secondo il passaggio, quale delle seguenti cose viene creduta da alcune persone?",3
Cosa diventa più sottile quanto ci si allontana sempre più dal centro del Sole?,3
"Secondo il passaggio, quale parte del sole è visibile dalla Terra?",3
Quale delle seguenti osservazioni ha contribuito ad avvalorare la teoria di Copernico?,1
Quali tra le cose seguenti è stata osservata da Galileo Galilei nel 1610?,2
"Secondo il passaggio, da dove il Rio delle Amazzoni raccoglie l'acqua?",1
Quale dei riconoscimenti che seguono non è attribuito al Rio delle Amazzoni?,3
Qual è il settore lavorativo menzionato nel passaggio che impiega il minor numero di venezuelani?,3
"Secondo il passaggio, quale dei seguenti settori impiega il maggior numero di venezuelani?",1
"Secondo il passaggio, che cosa, la fusione, permette alle stelle di fare?",3
Quale dei seguenti elementi creerebbe un reattore a fusione utile?,1
Qual è il composto chimico dell'acqua?,4
"Quando l’acqua cambia il suo stato fisico, che cosa rimane invariato?",1
"Secondo il passaggio, quale delle cose seguenti, non era un problema per i tredici stati quando cercavano di imporre certe leggi?",1
"Secondo il passaggio, quale affermazione riflette accuratamente lo stato del governo centrale durante la Guerra Rivoluzionaria?",3
Come sono scritte le parole sul retro della affermazione di Indipendenza?,3
Per quale dei seguenti aspetti Singapore è famosa?,1
Che cos'è la Vanda Miss Joaquim?,2
"Secondo il passaggio, da quale qualità delle piramidi di Giza era improbabile che gli egizi del Nuovo Regno rimanessere affascinati?",1
"Secondo il passaggio, da dove si spostano gli erbivori per inseguire le piogge?",2
"Secondo il passaggio, da quale area partono gli erbivori intorno al mese di aprile?",2
L'operazione Sealion fu un'invasione di quale paese?,2
"L'attacco alla Gran Bretagna da parte della Germania, come fu chiamato?",2
Quale aspetto non viene menzionato come passo necessario nel piano dell'Italia per la conquista dei Paesi africani?,2
"Secondo il passaggio, quale veniva considerato l'obiettivo primario della guerra per l'Italia?",1
Chi stabilì relazioni amichevoli con gli invasori?,2
Chi erano gli Alleati coinvolti nell'Operazione Dragoon?,1
Lo sviluppo di quale tecnologia consentì ai sottomarini di iniziare a viaggiare sott'acqua?,4
"Durante il loro primo utilizzo, i sottomarini avevano una portata assai limitata in quale area?",3
"Secondo il passaggio, chi violò un accordo? ",4
Quale delle azioni che seguono non è stata compiuta dall'Armata Rossa?,3
Che cosa è successo al capo del Genio militare della 10ª Armata italiana?,3
Dove fu ucciso Italo Balbo?,4
"Secondo il passaggio, quale delle seguenti tecniche è una parte importante della meditazione tibetana?",3
"""Secondo il passaggio, come si attivano i chakra durante il """"fulcro"""" della meditazione tibetana?""",2
Chi ha presentato il secondo canto di devozione durante il programma?,4
"Secondo il passaggio, chi ha presentato un canto di devozione durante l'offerta del cibo?",1
Qual è stata la penultima esibizione della serata?,1
Di quale nazionalità è Alessandro Safina?,4
"In base al passaggio, quale delle seguenti affermazioni non è vera?",1
"Secondo il passaggio, chi ha fatto un commento sul livello di calore sgradevole?",2
Dove si è verificata un'interruzione di corrente a causa dell'attività dello tsunami?,1
"Secondo il passaggio, come è stata colpita Tonga dall'interruzione di corrente?",4
In quale momento la polizia ha potuto usare le pistole radar per verificare a che velocità viaggiava Jonny Reid?,1
"Secondo il passaggio, perché la polizia neozelandese ha avuto difficoltà a verificare a che velocità viaggiava Jonny Reid?",2
Dov'era localizzato l’epicentro del terremoto in relazione a Butte?,2
Cosa è successo nel corso della sommossa ad Abu Ghraib?,4
Perché il carcere è divenuto tristemente noto? ,4
Che tipo di evento si sarebbe dovuto tenere al War Memorial Stadium di Maui?,3
Chi ha fornito una spiegazione per motivare la cancellazione dell'evento?,2
Chi sono i responsabili delle razzie secondo alcuni abitanti di Bishkek?,3
Chi ha criticato i manifestanti del sud per i saccheggi?,1
Quando Ring ha registrato un aumento delle vendite?,1
Quando Jamie Siminoff ha deciso di avviare Ring?,1
"Su che cosa dava consigli ai bambini, ogni episodio di Reading Rainbow?",4
Cosa può aver contribuito a determinare la fine della serie Reading Rainbow?,1
Quale delle seguenti non era un'argomentazione avanzata dai funzionari di Amsterdam e del museo riguardo all'albero?,2
"Secondo un ispettore capo della RSPCA, la sorveglianza e il controllo dovrebbero essere operazioni ordinarie per quale dei seguenti aspetti?",4
"Secondo il passaggio, cosa potrebbe contribuire a consolidare l'importanza del benessere degli animali per i lavoratori dei mattatoi australiani?",1
"Secondo il passaggio, qual è l'occupazione della persona arrestata?",1
"Secondo il passaggio, di quante vittime si svolgevano i funerali mentre veniva diffusa la notizia di un altro arresto?",2
"In risposta alle proteste, quale Paese ha deciso di non ratificare l'accordo ACTA?",2
"Secondo il passaggio, quale dei seguenti Paesi hanno deciso di rinviare il processo di adesione all'ACTA?",4
Quante persone sono rimaste ferite a causa del surriscaldamento dell'iPod?,1
Chi ha detto che gli incidenti di surriscaldamento non erano molto gravi?,4
"Durante il suo discorso, cosa ha detto Steve Jobs che Apple avrebbe reinventato?",2
Qual era lo scopo del discorso di due ore di Steve Jobs?,3
Che cosa ha annunciato Cristina Fernandez de Kirchner al Teatro Argentina?,1
"Dove, Cristina Fernandez de Kirchner, ha annunciato la sua intenzione di candidarsi?",3
Quali sono state le conclusioni dell'ACMA in merito al Grande Fratello?,1
Quali parametri devono rispettare i media per essere considerati contenuti internet?,2
Chi è il leader del Partito liberale australiano?,2
Perché l'Australia non ha ancora un'industria dell'energia nucleare?,4
Quale sciatore ha gareggiato con l'aiuto di una guida?,3
Quale paese si è classificato al decimo posto nel Super-G per la classe femminile?,1
"Secondo il passaggio, quale affermazione su Blake non è accurata?",2
"In base al passaggio, quale delle seguenti cose non è successa a Blake?",3
Per cosa non verrà usato il fondo dell'ONU per il riscaldamento globale?,2
"Secondo il passaggio, cosa spera di salvare l'ONU?",3
Quale delle cose seguenti non è stata citata da Albert Muchanga come qualcosa che doveva ancora essere concordato?,1
"Secondo il passaggio, perché il trading può iniziare a luglio?",2
"Secondo il passaggio, di cosa l'Atlanta Journal-Constitution ha accusato i funzionari scolastici?",3
"In base alle informazioni fornite nel passaggio, che cosa non è stato menzionato nel resoconto dell’Atlanta Journal-Constitution?",4
"Secondo il passaggio, quali informazioni sono note dopo l'attentato?",4
"Da quando è arrivato al Manchester City nel 2017, in quante partite ha giocato Jesus?",4
Da quale club Jesus ha ricevuto un compenso di 27 milioni di sterline per il suo ingaggio?,2
Quale affermazione sugli ospiti dell'ostello non è vera?,4
"Secondo il passaggio, quale delle seguenti affermazioni è vera?",3
"In base al passaggio, quali informazioni sulla collisione non sono certe?",1
"Secondo il passaggio, che cosa deve ancora essere determinato in merito allo schianto?",4
Secondo il passaggio in quale posizione si è classificato Batten nella classifica degli americani più ricchi?,3
A chi delle seguenti entità Batten ha fatto una donazione?,2
Che cosa non è parte della legge firmata dal Governatore Arnold Schwarzenegger?,3
"Secondo il passaggio, chi non ha sentito quello che veniva detto?",3
"Secondo il passaggio, quale di quanto segue è vero dell'esperienza di Miller all'udienza?",2
"""Chi ha suggerito che il """"Clean Air Act"""" fosse sottoposto ad un riesame?""",3
"""Chi ha smentito che il """"Clean Air Act"""" sia stato usato come stratagemma pre-elettorale?""",2
Cosa formano l'acido cianurico e la melamina quando reagiscono tra loro nell'urina dei gatti?,3
Che cosa hanno osservato i ricercatori con la spettroscopia infrarossa?,2
"""Chi ha definito Luna la """"Regina dell'Estremo""""?""",4
"""Chi ha definito Luna """"stramba""""?""",2
Cosa non è successo al conducente coinvolto nell'incidente?,3
Che cosa non si è distinto nel gioco del Sudafrica durante il torneo di rugby?,3
"Secondo il passaggio, quando è iniziato il miglioramento del gioco del Sudafrica?",4
"Secondo il passaggio, quale delle seguenti affermazioni non rispecchia fedelmente l'economia cinese?",4
"Secondo il passaggio, quando il PIL della Cina potrebbe superare quello degli Stati Uniti?",2
"Cosa ha invitato a fare Hu, ai paesi in via di sviluppo?",4
Cosa non è stato menzionato da Hu?,4
Per quale dei seguenti aspetti Veerman ha detto che la situazione non era buona?,2
"A causa dell'accusa, chi prenderà il posto di Huhne nel Gabinetto?",1
Chi assumerà il ruolo di Ministro per le imprese dopo il processo?,1
"Che cosa gli interpreti, incoraggiano il pubblico a fare durante l'opera di Camille Saint-Saens?",1
Chi fuma principalmente canne durante l'opera?,3
"""Qual è un altro nome per la """"passeggiata spaziale"""" che Leonov ha effettuato?""",3
Leonov fu a capo della parte sovietica di quale missione?,2
Chi è rimasto ferito nell'incidente?,1
Cosa è successo alle persone coinvolte nell'incidente?,2
Gli scienziati che lavorano al programma speravano di osservare gli effetti causati da quale dei seguenti fattori?,4
"Di quanto segue, gli scienziati di cosa stavano osservando la materia?",4
"In base al passaggio, che cosa non viene criticato dai conservatori?",3
Chi critica i contratti per la ricostruzione per gli aiuti dell'uragano Katrina?,2
"Secondo il passaggio, dove saranno visibili per prime le luci della sonda Stardust?",2
"Secondo il passaggio, per quale dei seguenti aspetti la navicella stabilirà un record?",3
