question,gpt_answer
"В соответствии с приведённым текстом, для чего тем, кто тренируется постоянно, требуется больше поддержки?",1
"В соответствии с приведённым текстом, как обычно занимаются фехтованием?",4
"В соответствии с приведённым текстом, что из перечисленного является наиболее характерным признаком внутреннего отравления?",4
"В соответствии с приведённым текстом, что является наиболее подходящим первым шагом при оценке состояния пострадавшего?",1
Какое из перечисленных утверждений не отражает точно процесс проверки пострадавшего?,1
"Какие изменения, возникшие в результате Французский революции, существенно повлияли на представителей рабочего класса?",2
После Французской революции от чего стал меньше зависеть успех на военной службе и в других профессиях?,2
Какая услуга общего пользования вызывает наибольшее недовольство в развитых странах?,3
"В соответствии с приведённым текстом, что можно сказать о системах общественного транспорта?",3
"В соответствии с приведённым текстом, что из перечисленного трудно оценить из-за непредсказуемости поведения водителей?",4
Что из перечисленного используется при математическом описании транспортного потока?,4
"Что использовали Херши и Чейз, чтобы имплантировать свою ДНК? ",4
От чего зависит возможность передачи мутации потомкам?,1
"С учётом информации, изложенной в приведённом тексте, от чего не зависят различные результаты мутаций?",1
"Что из перечисленного не было причиной, по которой древние культуры держали коз?",3
Цель игры в гольф — использовать как можно меньше чего?,2
Где на гольфовом поле трава подстрижена короче?,2
Какова обычно цель эксперимента?,1
"В соответствии с приведённым текстом, что не помогает в проведении научного исследования?",1
"В соответствии с приведённым текстом, какое утверждение о торнадо не является верным?",3
С учётом приведённого текста какое из перечисленных утверждений точно описывает большинство торнадо?,4
Что из перечисленного люди начали делать в XVI веке?,4
Как долго люди увеличивали объекты с помощью линз?,3
С учётом приведённого текста что говорит пещера Мухаммеда о его духовных практиках и ценностях?,1
"В соответствии с приведённым текстом, для чего сначала использовалось железо?",4
"В соответствии с приведённым текстом, почему деревянные колёса были заменены на железные?",4
"В соответствии с приведённым текстом, что способствовало формированию людей в период Романтизма?",2
Какое из перечисленных утверждений не отражает общую идею технологического детерминизма? ,1
"В соответствии с приведённым текстом, что из перечисленного не ассоциируется с отведением смычка назад?",1
"В соответствии с приведённым текстом, с чем из перечисленного ассоциируется более мягкий звук?",3
"Ископаемые останки показывают, что руки со временем адаптировались в первую очередь для чего из перечисленного?",1
Что из перечисленного точно описывает фаланги у шимпанзе? ,3
Отбор убирает новую генетическую вариацию из какого набора?,4
Какой процесс отвечает за внесение генетической вариации?,3
"С учётом информации, изложенной в приведённом тексте, что примат должен употреблять в пищу для решения «белковой проблемы»?",3
"В соответствии с приведённым текстом, какие из перечисленных проблем не вызваны недостатком основных аминокислот?",1
Как представители определённой субкультуры зачастую заявляют о своей принадлежности к группе?,4
"В соответствии с изложенной в приведённом тексте теорией, что может случиться с ребёнком, причисляющим себя к расовому меньшинству, из-за стереотипов, которые могут привести к опасному поведению?",2
"В соответствии с приведённым текстом, знание о расовом стереотипе может оказать влияние на ребёнка в каком из перечисленных аспектов?",2
"В соответствии с приведённым текстом, что из перечисленного скорее всего не связано с воспитанием одичавшего ребёнка?",2
"В соответствии с приведённым текстом, что из перечисленного точно описывает одичалое поведение у детей?",2
С учётом приведённого текста какая из перечисленных практик не связана с натуральным сельским хозяйством?,2
Что из перечисленного точно описывает практику натурального сельского хозяйства?,4
К какой категории туризма относится посещение музея?,3
"В соответствии с приведённым текстом, что может быть приоритетом для рекреационных туристов?",2
"Что упоминается в приведённом тексте как нечто, что помогало уменьшить страх перемен у прихожан поместной церкви?",1
"В соответствии с приведённым текстом, чему может помочь понимание личной истории?",3
Какое из перечисленных утверждений точно описывает постмодернистский подход к обучению?,4
Какое из перечисленных утверждений не отражает точно постмодернистский подход к обучению?,2
После целенаправленного пробуждения во время обычного сна что из перечисленного затруднит процесс прерывания сна?,1
Где исключительно транслировалось шоу до 2015 года?,1
Станция описывает шоу как шоу какого типа?,2
"Что собрал Дэвид Хедли, что в итоге помогло группе боевиков провести атаку?",1
"Какой вид транспорта использовали боевики, чтобы прибыть в Мумбаи?",3
"Какое из утверждений точно описывает результат матча между Надалом и Раоничем на турнире в Брисбене, упомянутый в приведённом тексте?",1
"В соответствии с приведённым текстом, каково было положение Надала и Раонича в матче после первой подачи?",2
Программа на каком языке не включена в число трёх новых трансляций «Голых новостей»?,3
"В соответствии с приведённым текстом, где новые трансляции «Голых новостей» не будут доступны?",3
Сколько участников не доехали до финиша в гигантском слаломе?,4
Какое из перечисленных утверждений точно отражает результаты гонок на чемпионате?,2
Что из перечисленного решила приостановить НБА?,1
"В соответствии с приведённым текстом, что привело к опасениям НБА по поводу вируса?",4
Кто забил победный гол за клуб «Вашингтон Кэпиталз» в матче против «Атланта Трэшерз»?,1
Кто забил свой 60-й гол в сезоне в матче «Кэпиталз» против «Трэшерз»?,3
Когда банку Northern Rock понадобилась поддержка правительства?,4
"В соответствии с приведённым текстом, какое из перечисленных утверждений точно описывает сделки конгломерата Virgin с банком Northern Rock?",2
"В соответствии с приведённым текстом, какая страна пострадает от подписания Киотского протокола по климату?",3
"По мнению бывшего правительства Австралии, чему нанесёт ущерб ратификация Киотского протокола?",2
Для участия в какой программе были набраны стрелки в ходе теста?,4
Какое из утверждений не отписывает точно тест по борьбе с вредителями?,1
"В соответствии с приведённым текстом, где было обнаружено разделение?",1
"В соответствии с приведённым текстом, что произошло раньше, чем ожидалось?",2
"Что должен будет делать игрок, чтобы управлять движениями во время видеоигры?",4
Что выглядит как телевизионный пульт?,2
О чём не сообщалось в последнем заявлении новостного агентства «Синьхуа»?,2
О чём не сообщалось в первом заявлении новостного агентства «Синьхуа»?,2
О чём сообщила Сара Даниус во время передачи на радио?,4
С кем не удалось связаться?,4
Кто назвал обещание «большим шагом»?,3
Сколько марок для разных стран создал Сланя?,4
"В соответствии с приведённым текстом, что, вероятно, стало причиной того, что в вентотверстиях резервуара всё ещё была течь?",3
Почему открылись предохранительные клапаны?,2
Насколько высоко сейчас находится уровень воды в девятом административном районе?,3
Что произошло в девятом административном районе во время урагана Катрина?,3
Что из перечисленного не было подтверждено Гамильтоном?,2
Что хотят понять учёные?,4
"В соответствии с приведённым текстом, какова была роль местной полиции в перекрытии?",3
Что произошло со входами в туннель во время закрытия?,1
"В соответствии с приведённым текстом, что произошло перед тем, как фотограф был сбит автомобилем?",1
"Что пытался сделать фотограф перед тем, как его сбил автомобиль?",2
"Какое из утверждений не отписывает точно состояние президента после того, как он получил положительный результат теста на вирус?",1
"В соответствии с приведённым текстом, какое из перечисленных утверждений о президенте верно?",3
"В соответствии с приведённым текстом, когда ожидалось, что скорость ветра тропического циклона Гону будет продолжать снижаться?",2
Какой скорости достигал ветер на пике тропического циклона Гону?,3
Что из перечисленного не считается особенностью Karenia brevis?,3
Что из перечисленного не может делать Karenia brevis?,2
"В соответствии с приведённым текстом, что из перечисленного не произошло в результате урагана Фелиция?",4
Какое из утверждений об урагане Фелиция является ложным?,2
Какое из утверждений точно описывает результат Гран-при Венгрии 2009 года?,3
Когда произошла авария?,1
"В соответствии с приведённым текстом, что из перечисленного заняло меньше времени, чем исследователи предполагали изначально?",1
Что из перечисленного не упоминается в отчёте исследователей?,3
Где пройдёт CowParade?,2
Какое из перечисленных утверждений точно описывает CowParade?,4
Что вынудило Россию приостановить использование самолётов ИЛ-76?,2
Что такое ИЛ-76?,3
Кто нанял первую команду сценаристов сериала «Симпсоны»?,2
"Кто, по словам Флюк, отправлял ей положительные комментарии и слова поддержки?",4
"В соответствии с приведённым текстом, некоторые не хотели, чтобы женщины говорили о чём?",3
"В соответствии с приведённым текстом, какое планетарное тело проявляет наибольшую активность?",1
На каком планетарном теле были обнаружены реки и озёра с прозрачной жидкостью?,2
Какие из перечисленных выводов не являются результатом обнаружения перьев?,4
Чего не было у перьев динозавров?,2
Какое из перечисленных утверждений о ZMapp не является верным?,2
Какое из перечисленных утверждений точно описывает испытание PALM?,3
"Где, по мнению исследователей, новый чип будет иметь наибольшее значение?",1
Какой метод будет использоваться для создания диагностического инструмента?,2
"В соответствии с приведённым текстом, какое утверждение о лопастных уступах не является верным?",4
"В соответствии с приведённым текстом, какая теория относительно форм рельефа указывает на то, что на Луне существует геологическая активность?",1
"В соответствии с приведённым текстом, чего больше не будет до вынесения обвинительного приговора?",1
"В соответствии с приведённым текстом, что в настоящее время не является проблемой для охотников на тюленей?",4
"Кроме льда, что ещё препятствует проведению спасательной операции?",2
О чём Робертс отказался говорить?,3
"Что, по мнению Робертса, было слишком неэтично обсуждать?",4
Куда направлены два луча света?,1
"В соответствии с приведённым текстом, когда ведётся строительство новых небоскрёбов на месте?",4
"Какая информация говорит о том, что «Семь сестёр» являются пещерами?",1
Как ведётся наблюдение за термическими характеристиками «Семи сестёр»?,1
"В соответствии с приведённым текстом, какое утверждение о подозреваемом не является верным?",3
Какую информацию о нападении власти подтвердили?,2
Какие команды будут играть в матче на стадионе «Эллис Парк»?,3
Где «Спрингбокс» будет играть свой следующий матч?,3
С чем из перечисленного у космической станции возникли проблемы во время миссии?,2
"В соответствии с приведённым текстом, какова была цель миссии космической станции?",3
Какое из перечисленных утверждений о деле не является верным?,4
Какое из перечисленных утверждений точно описывает дело?,4
"В соответствии с приведённым текстом, за какой клуб начал выступать Видаль три сезона назад?",3
Сколько игр Видаль сыграл за «Барсу»?,1
Какая команда была соперником в матче?,2
Почему Харке проживал в отеле?,3
Почему Джакартское геофизическое агентство не стало распространять предупреждение?,4
"В соответствии с приведённым текстом, что вызвало землетрясение?",1
Чем из перечисленного вызвана активность Солнца и других звёзд?,3
Как определяется число Россби звезды?,1
Какой процент опрошенных поддерживают немедленный переход Австралии к республиканской форме правления?,2
"Когда, по мнению Джулии Гиллард, Австралия должна стать республикой?",2
В отношении какой организации проводится судебное разбирательство?,3
Какой комитет возглавляет Клифф Стирнз?,4
"В соответствии с приведённым текстом, что произошло со швейцаркой?",3
Какая компания получила премию Тайваня за стабильность в 2007 году?,3
Что такое ASUS Eee PC?,2
Кто был виноват в пропаже почтовых документов?,3
"В соответствии с приведённым текстом, кто принёс извинения в связи с пропажей документов?",4
Когда Дель Потро понадобилась помощь в связи с травмой плеча?,3
Каков был результат первого тай-брейка?,1
"В соответствии с приведённым текстом, кто конкретно имел контакт с пациентом?",2
"В соответствии с приведённым текстом, какие заверения не давал губернатор, обращаясь к жителям Техаса?",4
Какой источник пародийных новостей был создан двумя бывшими студентами Висконсинского университета?,4
"В соответствии с приведённым текстом, что из перечисленного не входит в империю пародий на новости The Onion?",2
"В соответствии с приведённым текстом, что охраняла полиция?",3
"Когда полиция попросила протестующих вернуться на тротуар, чтобы не задерживать дорожное движение?",4
"Какое утверждение верно по отношению к исследованию, проводимому доктором Эхудом Уром?",2
"В соответствии с приведённым текстом, в чём сомневается доктор Ур?",2
Какое из перечисленных утверждений не описывает точно крушение рейса CG4684?,3
Что вынудило рейс CG4684 прервать посадку?,4
С учётом приведённого текста какое из перечисленных утверждений об опыте Францишека Ковала верно?,2
Почему трудно оценить возможное влияние тропического шторма «Даниэлла»?,3
"В соответствии с приведённым текстом, какое из перечисленных утверждений о тропическом шторме «Даниэлла» не является верным?",4
"В соответствии с приведённым текстом, что, как считается, должно произойти с болезнью, прежде чем она вызовет глобальную эпидемию?",1
"В соответствии с приведённым текстом, насколько далеко от провинции Фуцзянь находился тайфун?",3
Кто приветствовал Джорджа Буша по его прибытии в Азию?,4
Когда президент сообщил о расширении торговли с Азией?,3
"В соответствии с приведённым текстом, что из перечисленного является конечной целью правительства?",4
О чём объявило правительство?,1
"В соответствии с приведённым текстом, что известно?",1
Какое из утверждений о протестах не является верным?,3
Кто предложил предыдущему Временному избирательному совету уйти в отставку?,3
"В соответствии с приведённым утверждением, что не поддерживает Федерация гимнастики США после случаев насилия над спортсменами со стороны Нассара?",1
"В соответствии с приведённым утверждением, что является основной целью для дальнейшей работы Федерации гимнастики США и Олимпийского комитета США?",4
"Куда направлялся корабль, когда произошёл инцидент? ",3
"Какое из утверждений не является верным по отношению к кораблю, упомянутому в приведённом тексте?",2
Кто сделал заявление о войсках США?,4
"В соответствии с приведённым утверждением, какая страна взяла на себя обязательства по охране пойманных боевиков?",4
"Что, как полагают, стало причиной падения?",2
На территории какого типа произошло падение?,4
На что власти надеются после наводнения?,1
На что из перечисленного необратимо повлияло строительство плотины?,4
"В соответствии с приведённым текстом, кто сообщил США информацию о возможных нападениях?",3
"Какое из перечисленных утверждений точно описывает то, что якобы планировали взорвать экстремисты?",3
Кто из перечисленных людей не является юристом?,4
Какая группа людей не упоминается как вовлечённая в скандал в юридическом сообществе Греции?,3
Сколько калиток было потеряно в Индии?,2
"В соответствии с приведённым текстом, какое было рекордное количество очков в иннинге?",1
Что из перечисленного не является причиной разочарования Адама Кердена?,1
"В соответствии с приведённым текстом, что было удалено с сайта?",1
"В соответствии с приведённым текстом, что из перечисленного не поддерживает Амир Хан?",1
"В соответствии с приведённым текстом, что из перечисленного будет поддерживать Амир Хан несмотря на его личное мнение?",1
Когда погиб Питер Ленц?,3
Кто такой Ксавьер Заят?,2
"В какой ситуации понимание того, как работает самолёт, может помочь человеку преодолеть беспокойство?",2
"С учётом приведённого текста что из перечисленного должен делать в последнюю очередь путешественник, задумывающийся о ценах на билеты?",2
"В соответствии с приведённым текстом, что должны делать путешественники в первую очередь, чтобы гарантировать наиболее оптимальные цены на билеты?",2
Когда нужен сопровождающий при доставке?,3
"С учётом приведённого текста что из перечисленного следует учитывать в первую очередь при выборе авиакомпании, входящей в какой-либо альянс и имеющей программу поощрения часто летающих пассажиров?",1
"В соответствии с приведённым текстом, кто может предлагать больше баллов для часто летающих пассажиров?",4
"В соответствии с приведённым текстом, какое из перечисленных чувств может пострадать при чрезмерном употреблении алкоголя?",2
"В соответствии с приведённым текстом, что может снизить потенциальную опасность от употребления алкоголя?",3
Где цены на недвижимость в районе Амстердама самые высокие?,1
Почему район каналов включён в Список Всемирного наследия ЮНЕСКО?,1
"В соответствии с приведённым текстом, что из перечисленного оправдывает посещение Пном Крома?",1
"В соответствии с приведённым текстом, что необходимо туристам для входа в Пном Кром?",3
"В соответствии с приведённым текстом, что из перечисленного может помешать туристу посетить Антарктиду?",1
"Какую часть Антарктиды может посетить турист, интересующийся альпинизмом?",2
Где с меньшей вероятностью находится древняя обсерватория?,3
"Где, скорее всего, расположен современный исследовательский телескоп?",4
"В соответствии с приведённым текстом, какое место лучше всего подходит, чтобы провести спокойный день на пляже?",3
"В соответствии с приведённым текстом, где, скорее всего, самые безопасные условия для плавания?",2
"При посещении места, описанного в приведённом тексте, что из перечисленного будет считаться недопустимым?",2
Что из перечисленного описывает языки-посредники?,4
Какое из утверждений не описывает точно вспомогательные языки?,1
"В соответствии с приведённым текстом, что должен проверить пассажир, если круиз проходит зимой?",1
"В соответствии с приведённым текстом, чего может избежать пассажир, если круиз проходит летом?",2
Почему каталанский язык часто используется на знаках и в объявлениях в Барселоне?,2
Какой из перечисленных языков используется в барселонском метро для обычных объявлений?,2
"С учётом приведённого текста какие из перечисленных элементов комфорта, скорее всего, не будут на первом месте в элитных гостиницах класса B&B?",4
"С учётом приведённого текста что из перечисленного не является одним из основных параметров, по которым конкурируют между собой роскошные гостиницы класса B&B?",1
"В соответствии с приведённым текстом, что из перечисленного не будет проходить в Пекине в 2022 году?",2
"В соответствии с приведённым текстом, что из перечисленного будет проходить в Пекине в 2022 году?",2
Кто подвергается наибольшему риску заразиться птичьим гриппом?,3
"В соответствии с приведённым текстом, какое из перечисленных утверждений точно описывает птичий грипп?",3
Что соединяет Беломорско-Балтийский канал?,3
"В соответствии с приведённым текстом, на каком типе транспорта могут собираться паспорта, чтобы не беспокоить пассажиров?",2
"В соответствии с приведённым текстом, когда может быть проверено удостоверение личности на некоторых поездах, пересекающих границу?",4
"Какая из перечисленных проблем, вероятнее всего, может возникнуть при нахождении в зоне глубоких тропиков в Сингапуре?",3
"Кому, возможно, лучше воздержаться от немецкой кондитерской выпечки?",1
Какой ингредиент считается сезонным в немецкой кондитерской выпечке?,3
С учётом приведённого текста что из перечисленного не рекомендуется для недорого путешествия?,3
"В соответствии с приведённым текстом, кто может испытывать трудности при путешествии с минимальным бюджетом?",4
Какое из перечисленных утверждений не описывает точно езду между Поинт-Марионом и Фермоном?,3
"В соответствии с приведённым текстом, что из перечисленного должно быть основной причиной для беспокойства у водителей, едущих по шоссе Буффало — Питсбург?",3
Что из перечисленного не требуется для начала занятий каньонингом?,2
Что из перечисленного может понадобиться для успешного занятия каньонингом?,4
"В соответствии с приведённым текстом, что может быть полезно тем, кто планирует кемпинг в машине?",2
"В соответствии с приведённым текстом, чего следует избегать тем, кто практикует кемпинг в машине, если они не хотят привлекать лишнего внимания?",3
"В соответствии с приведённым текстом, кто отстроил Касабланку во второй раз?",1
Кто покинул современную Касабланку после стихийного бедствия?,2
"В соответствии с приведённым текстом, за счёт чего Синтра получила признание у иностранцев?",3
Что не признаёт Армения?,4
Что по-прежнему негативно влияет на отношения между Азербайджаном и Арменией?,3
Что может привести к дополнительной плате при использовании такси в Шарлотте?,2
"В соответствии с приведённым текстом, что можно считать недостатком проживания в Шарлотте с детьми?",2
Кто контролировал северную часть Чили до прибытия испанцев?,4
"В соответствии с приведённым текстом, что из перечисленного не произошло в 1810 году?",2
Как можно добраться до отдалённых деревень в регионе Лигурия?,3
К чему относится итальянский термин «пять земель»?,1
"В соответствии с приведённым текстом, какой тип обуви подходит для потенциально скользких дорог зимой?",2
Что из перечисленного не поможет улучшить сцепление на обледенелой дороге зимой?,4
Что из перечисленного точно описывает сходство между Гавайями и островами Кука?,3
Что из перечисленного не описывает точно острова Кука?,3
Какое из перечисленных лесничеств предлагает два типа проживания?,1
"В соответствии с приведённым текстом, где можно зарезервировать пропуск в парк, если вы хотите использовать наличные, а не кредитные карты?",2
"В соответствии с приведённым текстом, какой тип катания на лыжах происходит по целине?",2
"В соответствии с приведённым текстом, что может помочь тем, кто хочет добиться более высокой скорости при катании на лыжах по неподготовленным трассам?",3
"Что трудно делать путешественникам, испытывающим шок по возвращении в родную страну?",4
"В соответствии с приведённым текстом, для какого типа путешественников шок по возвращении в родную страну может быть особенно тяжёлым?",2
Что из перечисленного людям не следует делать при встрече с лосем?,1
"В соответствии с приведённым текстом, какое из перечисленных утверждений о лосях не является верным?",1
"В соответствии с приведённым текстом, что из перечисленного наименее опасно для путешественника в пустыне?",1
Что из перечисленного не упоминается в приведённом тексте как потенциальная опасность для путешественников в пустыне?,4
"В соответствии с приведённым текстом, население какой группы серьёзно пострадало после прибытия исследователей?",3
"В соответствии с приведённым текстом, на каком языке говорили карибы?",4
Кому приписывают заслугу в популяризации лыж как вида отдыха?,2
"В соответствии с приведённым текстом, когда примерно катание на лыжах было впервые признано видом спорта?",4
Что из перечисленного обычно ассоциируется с крупнейшим островом у восточного побережья Африки?,3
Что не является характерным признаком более мелких восточно-африканских островов? ,3
"В соответствии с приведённым текстом, как отмечается Пасха некоторыми более традиционными церквями?",2
Во избежание некоторых требований при въезде в Эквадор что в первую очередь должен иметь гражданин Кубы?,4
Для чего не предназначены эквадорские требования к туристам?,1
"Что из перечисленного в другом государстве может стоить дороже, чем дома?",2
Чем потенциально может быть опасна покупка высококачественных оправ в другом государстве?,3
Какое из перечисленных утверждений об использовании валюты на Фолклендских островах верно?,4
С учётом приведённого текста при путешествии на Фолклендские острова из США где отплата не кредитной картой может быть особенно полезной?,3
Какое событие не связано с отмечанием храмовых праздников?,1
Где можно увидеть украшенных слонов?,3
"В соответствии с приведённым текстом, что из перечисленного является наиболее вероятным способом сэкономить деньги на стоимости авиабилета бизнес- или первого класса?",1
"В соответствии с приведённым текстом, что будет пустой тратой времени при поиске вариантов бронирования для билетов определённого класса?",3
Что не нужно учитывать при сравнении суммарной стоимости поездки в Африку с тарифом на кругосветное путешествие?,3
"В соответствии с приведённым текстом, более разнообразный выбор чего начинают предлагать супермаркеты?",1
"Какая возможность, предоставляемая некоторыми супермаркетами, может быть привлекательной для тех, кто покупает готовую еду?",4
Что из перечисленного могут не понимать франкоязычные бельгийцы и швейцарцы?,1
"Что из перечисленного во Франции не такое, как в Бельгии или Швейцарии?",2
В каком случае вам вряд ли предложат специальный тариф при утрате родственника?,3
Какое из утверждений о тарифах при утрате родственника верно?,4
"Когда использование отдельного GPS-устройства может быть более удобным, чем использование приложения GPS- навигации?",3
Что не является веской причиной использовать приложение GPS-навигации вместо отдельного устройства?,1
"В соответствии с приведённым текстом, как можно гарантировать, что лодка соответствует вашим потребностям?",3
"В соответствии с приведённым текстом, что из перечисленного не используется для удержания гостей в игорном заведении?",1
"В соответствии с приведённым текстом, чего должен избегать разумный игрок?",1
"В соответствии с приведённым текстом, какая часть речи пишется с большой буквы в середине предложения?",2
"В соответствии с приведённым текстом, что может затруднить написание существительных с большой буквы?",3
В сельских районах Малайзии какой жест означает «подойди»?,2
"В соответствии с приведённым текстом, какой жест может означать «вернись»?",1
"В соответствии с приведённым текстом, что приводит к образованию расселин?",2
"В соответствии с приведённым текстом, что из перечисленного может быть скрыто под ледяными мостами?",1
С учётом приведённого текста перед посещением какого места туристам следует принимать дополнительные меры предосторожности?,2
Что из перечисленного не является хорошим советом для туриста в Гоме?,1
Когда становится доступным разрешение на посещение отдалённых районов с начальной датой в августе?,2
Какие правила применяются для защиты каньона?,4
"Что из перечисленного менее вероятно встретить в отелях, описанных в приведённом тексте?",4
"С учётом информации, изложенной в приведённом тексте, каким из перечисленных предложений гости отеля, вероятно, будут уделять меньше всего внимания?",4
"В соответствии с приведённым текстом, чего следует избегать туристам, посещающим Гренландию?",4
"В соответствии с приведённым текстом, что из перечисленного, вероятнее всего, будет предоставлять проблему для неподготовленных туристов, посещающих Гренландию?",3
Что из перечисленного сейчас используется как центральная площадь?,1
"В соответствии с приведённым текстом, что из перечисленного не находится в Хардин-де-ла-Уньон?",2
С учётом приведённого текста какое из перечисленных утверждений о дневных походах считается неточным?,4
"В соответствии с приведённым текстом, когда дневная прогулка требует минимальных приготовлений?",2
Чем отличаются плато в Ругаланне или Агдере от остальной части Норвегии?,4
"В соответствии с приведённым текстом, что из перечисленного не считается типичным для Норвегии?",2
"Когда туристам, желающим покататься на лыжах, следует посещать горные деревушки?",1
"В соответствии с приведённым текстом, когда обычно больше всего туристов в горных деревушках?",3
"Чего следует избегать, если вы ищете лодку, на которой нужен помощник",4
"Что следует делать у причалов при поиске лодки, на которой нужен помощник?",1
"Какое место привлечёт внимание туриста, интересующегося колониальной историей острова?",1
"Какое место привлечёт внимание туриста, который в первую очередь хочет увидеть потрясающие виды?",4
"Что есть на некоторых сёдлах для предотвращения опасности того, что нога наездника застрянет в стремени?",2
Какая особенность сапог для верховой езды помогает повысить безопасность наездника при использовании стремян?,3
Что предлагается путешественникам через сети обмена гостеприимством?,1
С учётом приведённого текста какое из перечисленных утверждений о сетях обмена гостеприимством не является верным?,1
"В соответствии с приведённым текстом, каких гостей менее вероятно встретить в общем номере хостела?",3
С учётом приведённого текста кто вероятнее всего будет останавливаться в хостеле?,2
"В соответствии с приведённым текстом, какое из перечисленных утверждений точно описывает метание бумеранга?",4
Что из перечисленного преобладающим образом используется в яванской кухне?,3
"В соответствии с приведённым текстом, как распространяется заразная болезнь?",1
"В соответствии с приведённым текстом, что не приводит к возникновению инфекционных заболеваний?",1
В каком случае выбор веб-прокси вместо провайдера личного VPN будет достаточным для пользователя?,3
"В соответствии с приведённым текстом, какое из перечисленных утверждений VPN и веб-прокси не является верным?",4
