question,gpt_answer
En mane ekind magi ma okotuom ei sigana ni kaka suya kata duol mane inyalo winji ei gunda mag udi ruodhi?,1
En mane ekind wechegi malero gadier Od Ruoth ma Kirby Muxloe?,3
En gir gedo mane ekind magi ma inyalo wachni noken mane itiyodo egedo mar Od Ruoth ma Kirby Muxloe e kinde ma ogol ler mare e sigana ni?,3
"Kaluwore gi sigana ni, en mane ekind magi ma nyalobedo kony maduong’ ne jang’wech matimo hikruok ne sison mabiro?",4
"Kaluwore gi sigana ni, en wach mane ekind magi manigi ber mogundho ne jang’wech mar nus mail manie kidieny mokwongo?",1
"Ne jang’wech, en mane ekind magi ma akinyal yudo kokalo kuom kido mar chiemo kende?",1
"Kaluwore gi sigana ni, en wach mane ekind magi ma okotuom kaka yono ma jong’wech matindo nyalo yudogodo mor mathoth e tuke mekgi?",1
"Kaluwore gi sigana ni, en ang’o manyalo miyo jang’wech mar bor madiere nyiewo gigo ma bech gi ni malo matin?",1
"Kaluwore gi sigana ni, ng’wech madiere dwaro gikmage?",1
En ng’a mane ofwenyo tetni mar spak mar nyuklia kata nuclear magnetic resonance? ,3
E higa mane ma ratiro mokwongo mar tetni picha mar thieth ne ochiwe? ,1
"Kaluwore gi sigana ni, dhano owinjore obed gi ng’eyo matut ewi ang’o mondo otim loko makare mar timbe mag jii mamoko?",4
"Kaluwore gi sigana ni, bedo gi winjo mar dwaro konyo dhano timo ang’o?",3
"Kaluwore gi sigana ni, mane ekind magi e andiko machuok manyiso adier mar tich maduong’ mar AI?",1
"Kaluwore kod sigana ni, AI ithoro tudi kod ang’o kuom magi?",2
"Kaluwore gi sigana ni, mane ekind magi ma en teko mar jalma nigi kit paro ma iriwo kanachiel?",2
"Kaluwore gi sigana ni, en mane ekind magi ma okokau kaka keto mahinyo kuom paro ma ochoki kamoro achiel?",1
"Kaluwore gi sigana ni, en mane ekind magi ma oknyal wachi ni en loko sura?",3
En wach mane ekind magi kuom loko mar kaka ng’ato timo suche ma ok en adier?,2
En wach mane ekind magi mane obiro obedo gi mbii ahinya bang’ kinde mag Renaissance? ,1
"Kaluwore gi Renaissance, mahino noketi mana matin e mane ekind weche gi?",2
En mane ekind weche gi ma oken gino mamiyo ng’ato mijing’o mar tiyo gi intanet e dhi nyime bedo machiegni gi jii?,4
En wach mane ekind magi ma oknyis jipo mar tiyo kod intanet e timo gigeni in iwuon?,2
Ulaya ma ugwe nene oweyo yiengore kuom bedo gi chiya kendo chako loko stail mare owuon karang’o?,1
Tiyo gi ofungu mar fungo lewni nene obiro kaluwore gi ang’o? ,4
"Kaluwore gi sigana ni, mane ekind mage ineno kaka yoo mar thuolo malach mar loyo tabu mag aluora?",4
"Kaluwore gi sigana ni, en yoo mane ma ok nyal kaw kaka thiedho dalili mag sida mag aluora?",1
Lweny mokuongo ei Yurop ma thuor wach mare ne wachore ni otudore gi pimo teko mar loch to ok weche mag lamo ne omuoch e piny mane?,4
En lweny mane ma seche moko idendo ni ‘dhap lamo’ ma ogik?,1
Gin weche mage mag Kanisa mar Kopere mane oktimnegi nonro?,1
"Kaluwore gi sigana ni, ne en ng’a mane onegi Versailles?",2
En wach mane kuom magi mane kweth jii nokochuno godo Ruoth kod Chi Ruoth?,1
En wach mane ekind magi mane okoluwore gi lweny mar nam mar jo Ingeresa?,3
En wach mane ma ok ler gadier geng’o mar jolweny mag nam ma Ingeresa nogeng’o godo Jerman?,1
"Kaluwore gi sigana ni, en ng’a manie thuolo mamalo mar yudo pim mar Multiple Sclerosis?",1
"Kaluwore gi sigana ni, jokanyo ma kinde ka kinde nedwaro kony moko mag ang’o?",1
"Kaluwore gi sigana ni, tugo mar kiewo itugoga nade?",4
"Kaluwore gi sigana ni, en wach mane ekind magi ma en ranyisi maduong’ ahinya mar sum ei del?",3
"Kaluwore gi sigana ni, okang’ mokwongo ma owinjore ka icheko jatuo en mane?",3
En wach mane ekind magi ma oknyisi adier okenge mag cheko jatuo?,4
Gin lokruoge mage mane okel kod Loko Loch ma Faransa mane omulo ahinya raia matiyo e pinyno?,2
"Kaluwore gi Loko Loch Ma Faransa, timo maber e lweny kod tije mamoko ne nigi thuolo matin mar luwo ang’o?",1
En sekta mane mar jopiny ma wachore ni nokelo aginga ahinya e pinje makoro ekadongore?,3
"Kaluwore gi sigana ni, inyalo wach ang’o kuom yore mag wuoth mag oganda?",3
"Kaluwore gi sigana ni, en wach mane ekind magi ma nyalobedo matek mar pimo kaluwore gi bedo ni oknyal bedi gadier ewi timbe dereva ekinde mabiro?",3
En mane kuom magi ma itiyogodo e goyo kwano mar mol mar trafik?,2
Hershey kod Chase ne otiyo gi ang’o mar keto DNA margi? ,1
Nyalruok mar lokruok mawuok kuom janyuol nyaka ir nyithinde en gima tegemea ang’o?,1
"Kaluwore gi weche mantie e sigana ni, lokruoge gi okotenore gi ang’o?",1
En mane ekind magi ma oken gino mane omiyo kido kod timbe machon nedwaro pith mar diek?,4
Lengo mar golf en mar kao kias matin mogik mar ang’o?,1
"E pap mar golf, lum ing’ado matindo mogik kar kanye?",1
Lengo ma kawaida mar pimo gimoro en ang’o?,1
"Kaluwore gi sigana ni, en ang’o ma ok kony e timo nonro mar sayans?",2
"Kaluwore gi sigana ni, en wach mane kuom kalausi mar tornado ma ok en adier?",2
"Kaluwore gi sigana ni, en wach mane ekind magi malero adier kuoma thoth kalausi mag tornado?",1
En mane ekind magi mane dhano ochako timo e senchari mar 16?,4
Dhano osebedo kayaro gikmoko ka gitiyo gi lens kuom thuolo maromo nade?,1
"Kaluwore gi sigana ni, rogo mar Muhammad wacho ang’o kuom kido kata timbe mag chunje lamo?",3
"Kaluwore gi sinaga ni, chuma nene itiyogodo e timo an’o e chakruok?",1
"Kaluwore gi sigana ni, ang’o momiyo tielo mane olos gi bepe ne oloki kendo ocha tii kod tielo mag chumbe?",3
"Koluwore gi sigana ni, ne en ang’o mane odimbo oganda e kinde mag hera kata Romanticism?",1
En wach mane ekind magi ma oknyisi paro ma jumbla mar okenge ma oko modhiro weche mag teknoloji? ,3
"Kaluwore gi sigana ni, en mane ekind magi ma onge tudruok gi yuayo asere?",4
"Kaluwore gi sigana ni, en mane ekind magi ma itudo kod duol mayom ahinya?",3
Fosil onyiso ni lwedo gikone ne obedo mondo otii kode ahinya kuom timo ang’o ekind magi?,4
En wach mane ekind magi malero adier lwedo mag bim mar chipanzi? ,1
Yiero golo oko pogruok manyien mar jenetik ka owuok e kidieny mane?,1
En okang’ mane ma kelo pogruok mar medo jenetik?,3
"Kaluwore gi weche mantie e sigana ni, anyuola mar bimbe owinjore ocham ang’o mar tieko “sida mar proten”?",3
"Kaluwore gi sigana ni, gin sida mage ekind magi ma ok kel gi koso amino asid e del?",3
Ere kaka jokanyo mag kido moro matini nyiso tenruok margi gi girup?,4
"Kaluwore gi thiori mantie e sigana ni, en ang’o manyalo timore ne nyathi ma oyangore gi kabila mar jogo manok ma irango kod akwede kuom bedo ni gin gi timbe ma bwogoji?",1
"Kaluwore kod sigana ni, rieko mar nyathi mar akwede mag kabila nyalo bedo gi pek e mane ekind magi?",2
"Kaluwore gi sigana ni, en mane ekind magi ma oknyal luwore gi pidho nyathi ma obalo?",3
"Kaluwore gi sigana ni, en mane ekind magi malero gadier timbe mag balo kuom nyithindo?",2
"Kaluwore gi sigana ni, gin timbe mage ma okochomore gi pur chiemo matin moromo familia?",1
En mane ekind magi ma lero gadier yor pur matin mar gik ma familia chamo?,2
Timo limbe e miuziam nyalo yudore e kidieny mane mar limbe?,3
"Kaluwore gi sigana ni, en ang’o jogo manie safar mar limbe nyalo miyo pek mokuongo?",1
En ang’o ma otuom ei sigana ni kaka gino ma oduoko piny luoro mar lokruok ei kanisa ma thurno?,3
"Kaluwore gi sigana ni, winjo matut sigana mar ng’ato nyalo konyo timo ang’o?",1
En wach mane ekind magi ma lero gadier yore ma nyasani mag puonjruok?,2
En wach mane ekind magi ma oknyis gi adier yore ma nyasani mag puonjruok?,2
"Bang’ chiewo e seche ma pile ka pile mag nindo, en mane kuom magi manyalo donjore gi yor ketho nindo?",3
En wach mane ekind magi ma oken ler maradier mar ketho nindo?,4
"Ka obuongo otemo bedo gi lek ma inyalo paro maler kinde ka kinde, en ang’o mamedore?",4
En rach mane kuom magi ma bedo gi lek ma inyalo paro maler kinde ka kinde birokelo e dendi?,3
"Kaluwore gi sigana ni, timbe maromo aching’ kod maromo e mbuyi chalre maromo nade?",2
"Kaluwore gi sigana ni, en wach mane kuom timbe ma ji romoe aching’ kod romo e mbuyi ma oken adier?",2
En mane ekind magi ma oken gino ma thiori mag weche ongiroree?,1
En mane ekind magi ma oken gino mantie e chik mar adek?,3
En mane ekind magi ma okler fomat mar goyo picha mar 35mm?,4
"Kaluwore gi sigana ni, kaka jolos mwandu medo bero nyong’ong’, nyong’ong mag zoom osebedo maber maromo nade?",3
"Kaluwore gi weche mantie e sigana ni, nyong’ong mag zoom nyalo bedo maber maloyo mag prime seche mage?",3
En mane ekind magi ma oknyal kaw kaka ler ma adier mar puonje mar bedo Achiel kod nyasaye?,1
"Kaluwore gi sigana ni, mane ekind magi ma oken kama Puonj Mar Bedo Achiel gi Nyasaye okete mahino?",2
"Kaluwore gi sigana ni, gin jomage manyalo bedo ni nochako oganda mohero pur?",2
"Kaluwore gi sigana ni, kidieny mane dhii e dwar mar winyo mar moas negin jogo mane odak kure?",3
En hali mane ma tiyo gi yo mar Pureland mar origami nyalobedo gi ber ne jabeno?,1
En mane ekind magi ma okler gadier Pureland origami?,1
"Kaluwore gi sigana ni, en kar kanye ma okotudore gi Donruok mar Hoho ma Indus?",1
En mane ekind magi ma okotal kaka nying manyalore mar kinde Dongruok Mane Itiye kod midila mar Bronze kaka oler e sigana ni?,3
"Kaluwore gi sigana ni, en mane ekind magi makelo ber mabudho?",1
"Kaluwore gi sigana ni, en mane ekind magi ma ng’ato nyalo miyo pek ka opo ni oketo mahino mare e yudo ber mapiyopiyo?",1
"Kaluwore gi sigana ni, en ng’ano mane ochulo kias maduong’ mar garama mag lweny?",3
En kinde magi mane otelo ne kinde mag Templars?,2
En kinde mage mane obiro bang higa mar Temlars?,1
En yor thieth mane ma okotuom kaka yono mane lakteche kod lakteche mag bero ne otiyogodo ekinde Loch Kingi ma Roma?,3
"Kaluwore gi sigana ni, en mane ekind magi ma okobiro kaluwore gi dongruoge mane otim e yore mag thieth e kinde Loch Kingi ma Rumi?",1
Bedo ni ng’ato nyalo neno otenore gi ang’o?,4
Pogruoge mar gedo mar wang’ kuom kit chwech otenore gi ang’o?,1
"Kaluwore gi sigana ni, en wach mane kuom din mar Sikh ma oknyis adier mar din no?",3
"Kaluwore gi sigana ni, en mane ekind magi ma okaw kaka gino maduong’ ahinya e yie dini Jo-Sikh?",1
"Kaluwore gi sigana ni, nyithindo manigi tuo mar Attention Deficit Disorder nyalo bedo gi pek e keto mahinogi e ang’o?",1
"Kaluwore gi sigana ni, en ang’o momiyo nyithindo manigi tuo mar Attention Deficit Disorder nenore ka donjore e timbe makelo masira?",4
"Kaluwore gi weche mantie sigana ni, en mane ekind magi ma oken ranyisi mar yor puonj ma japuonj weyo jopuonjre timo gikmoko kengi to gin gikonyo mana kama owinjore?",3
En mane ekind magi ma okler gadier wach mar japuonj weyo jopuonjre timo gikmoko kendgi to en okonyo mana kama owinjore?,1
"Kaluwore gi sigana ni, en ang’o kuom MySpace manyolo bedo gi ber ne nyithindo manigi sida mar somo?",3
"Kaluwore gi sigana ni, en mane ekind magi ma neoken achiel kuom kaka Krushchev nene oduoko tulo mag jotich?",4
En mane ekind magi ma neokolelo tulo e piny Poland?,4
"Kaluwore gi sigana ni, en mane ekind magi mane okodonjore gi tudruok ekind pinje USSR kod piny USA?",4
Mane ekind magi ma okler gadier gimo mamiyo leche mag del oro ote e del mangima?,3
En ang’o manyalo yudore e The Giza Plateau?,4
The Great Pyramid dwaro mare en ang’o?,2
En ng’ano mane omiyo wang’eyo janjore mane oketho kar lamo?,3
En wach mane ekind magi ma en adier kutudore gi gero kendo hekalu mar Artemis?,1
"Kaluwore gi sigana ni, spishi mokwongo wuotho gi tiende ariyo ne owuotho karang’o?",2
En spishi mane ekind magi ma nene wuotho gi tiende ariyo kinde ka kinde?,4
Jolweny mag pii ma Jerman nene temo chopo gol mane ekinde lweny mar WWII?,3
"Kaluwore gi weche mantie e sigana ni, en ng’ano mane oyudo loch mararieya e lweny nam ekinde Kampen ma Nyandwat mar Atlantic?",1
En ang’o mane ongee ekinde mane Jo-Assyria nochako tiyo kod kalvari?,1
Lwenje ma itiye gi kalvari nene igoyo nade?,3
"Kaluwore gi sigana ni, en kanye mane okinyal yudoe raia maediere ma Babylon?",1
En mane ekind magi mane en ting’ mar joyalo?,4
Kingi Tutankhamun nene oyudo nying marach karang’o?,3
En ang’o mane omiyo Kingi Tutankhamun obedo gi huma kaka kingi mar Misri?,1
"Jandik wende mawuok Greece, Homer ne onge gi nyalo mar?",1
En Ja-Greece mane ma nenigi huma kuom gino ma opogore kod litrecha?,2
Familia mar Jo-Hibrania nekao thuolo margi mathoth kanye?,2
En ang’o mane familia mar Jo-Hibrania okomiyo pek ahinya?,3
En mane ekind magi ma okoler kaka pogruok ekind pinje ma Skandinavia?,3
Gin jomage mane okuongo dak Greenland?,1
En kidieny mane madiher ni ochiem maonge kombe?,2
En mane ekind magi ma oknyal bedo achiel kuom nyasi mar Jo-Rumi Machon?,1
"Kaluwore gi sigana ni, en mane ekind magi ma nyalobedo ni okbibedo gi pek aming’a?",2
"Kaluwore gi sigana ni, en ang’o motelo ne piny?",1
En wach mane kuom The Drukgyal Dzong ma oken adier?,1
En wach mane malero gadier duoko mar mach mane owang’o Drukgyal Dzong?,1
En wach mane ekind magi ma en adier kuom piny mar Cambodia?,4
En wacha mane kuom magi malero eyoo maler monj mag Cambodia?,2
Kambi ma iluongo ni Dutch East India nene okotimo ang’o ekind magi ndalo mane gin Taiwan?,3
Ogirimiti mar Shimonoseki ne oketo mise mage?,4
Kar rom mar pH mantie ei kemikol ipimo nade?,3
En ang’o mane ogol kuom ions mag Haidrogen?,1
En wach mane ekind magi ma okler gadier kanyakla mar sibuoche?,1
En wach mane ekind magi ma okler gadier timbe mag sibuoche?,4
Apuoyo en lee ma ipedho ahinya gi aina mane mar lee machamo ring’o?,1
Mbuche matindo ohero pedho mane ekind magi?,3
En mane ekind magi moken achiel kuom yore ma ondieg ocelot pedho godo chiembe?,4
En wach mane ekind magi ma okler gadier ondieg ocelot? ,4
En mane ekind magi ma oknyawach ni en achiel kuom teko mag ondieg tiger?,2
"Kaluwore gi sigana ni, mane ekind mage ema nyiso pogrurok ekind ondieg tiger kod sibuor?",3
"Kaluwore gi sigana ni, Robert Hooke notimo ang’o motelo ne jolony mamoko mag bayolojia?",1
"Gima iluongo ni “sel” ni, e chakruok tiende neen ang’o?",3
"Kaluwore gi sigana ni, thoth lee nigi nyalo mar timo ang’o?",3
"Kaluwore gi sigana ni, lee moko onge ang’o?",3
En ang’o makonyo cham gi yiende e yore mar loso chiemo?,1
"En ang’o ma dhano yueyo kawuok oko, ma cham gi yeinde yweyo kadonjo iye?",4
"Kaluwore gi sigana ni, en ang’o kuom ranyisi gi ma thiro yor dongo dhano midendo ni evolution?",4
En wacha mane ekind magi ma okler gadier yorno midendo ni speciation? ,3
En kon mane e sistem madhiro remo e del makelo remo kochomo ei adundo?,1
Gin tubes mage matindo mogik ei sistem matayo ringo mar remo?,1
Bedo ni kute nyalo bano buombegi medo ang’o ekind magi?,2
En mane ekind magi ma okotuom ei sigana ni kama gino mayudo pek kaluwore gi nyalo mar kute mar fuyo?,4
En kido mane kuom magi ma oken ma itudo gi ler miluongo ni dinosau?,1
Mane ekind magi oken kido ma ineno ahinya kaka kido machalre kuom winy kod dinasau?,1
"Kaluwore gi sigana ni, en bath yien mar cycad mane ma Triceratop nyalo chamo?",1
"Kaluwore gi sigana ni, Tricertop nyalobedo dwaro chamo mane ekind magi? ",2
"Kaluwore gi sigana ni, en mane ekind tuke gi manyalo bedo gi huma malach ahinya e aluora ma nyandwat mogik mar Italy?",3
"Kaluwore gi weche manie sigana ni, en tugo mane ekind magi mane oyudo loch mar piny mangima ne piny Italy?",1
Bang’ kane ang’o otimore mane kuonde moko mag Luxembourg obedo mag Belgium?,1
Mane kuom magi mane odonjore gi bedo ni Luxembourg ne ok yiengre kon chiel?,1
Gin kilomita adii ma sikueya mar lop piny Turkey mayudore ei Ulaya?,4
Kaluwore gi sigana ni piny Turkey nigi mainde madirom adii?,4
Dhok mar Jo-Latin itiyogodo etimo ang’o e Boma Maduong’ ma Vatican?,1
"Ei Boma Maduong’ mar Vatican, dho Italia oktigodo etimo ang’o?",3
"Kaluwore gi sigana ni, en mane kuom magi mayudo ber kowuok kuom riwo duol ei kompyuta molosi gi lony mamalo?",1
"Kaluwore gi sigana ni, thoth mier mantie e gweng’ mane ma nenigi chope ma igoyo pii?",1
Sistem malosi gi lony mamalo mag siwej neyudore kanye ekind kuondegi?,1
En ang’o ekind magi mamiyo jakier ewi baraf nyalo goyo kona?,1
"Kaluwore gi sigana ni, en wach wane ekind magi malero gadier bugo mantie e bethe wuoch mag kier e baraf manyasani?",3
"Kaluwore gi sigana ni, yo mane mamiyo atom golo teko mabalang’ kowuok e ler?",2
En ang’o mamiyo atom golo foton?,3
"Kaluwore gi sigana ni, en ang’o ma gikone biromiyo glop mar ler owe tiyo?",2
En mane ekind magi manyalo kelo masira ka imulo ekinde ma iloko glop?,3
"Kaluwore gi sigana ni, en ang’o matimre ka nyuklia obarore diriyo?",2
En wach mane ekind magi manyiso simbe ma igoyo ka ng’ato ni mabor e Piny koni,2
En ang’o ekind magi ma itiyogodo e keto nyong’ong’ e lwasi?,2
En ang’o mowinjore ong’ii kuom gigo maluoro mondo oluu kaka saa lokore?,2
"Kaluwore gi sigana ni, en ang’o ma itiyo gi saa ka ipimogodo?",2
"Kaluwore gi sigana ni, en ang’o ekind magi ma ineno kaka tim mapile ka pile mar nyathi kingi?",3
"Kaluwore gi weche mantie e sigana ni, Charles emane okwongo timo ang’o?",2
Kweth mar Trygvasson newuok e piny mane?,4
E kinde mane e historia mane Jerman oketo chia motegno mar kido gi timbe kuom Estonia?,2
Dhok mar Jo-Estonia nene olombi ni ang’o?,1
"Kaluwore gi sigana ni, en ang’o mamiyo kwan mar jogo mawacho dho Hindi lokorelokore?",3
En wach mane ekind magi ma en adier kuom dhok mag Dho-Hindi kod Dho-Urdu?,3
En wach mane ekind magi ma oken adier kuom yor ndiko mar Hangeul?,2
Yor ndiko mar Hunmin Jeongeum gikone ne oloki mobedo ang’o?,1
"Kaluwore gi sigana ni, gin dhok mage mane obiro kaluwore gi dhok mar Sanskrit?",3
"Kaluwore gi sigana ni, tiyo kod Dhok mar Sanskrit nodok piny nang’o?",2
"Kaluwore gi sigana ni, en mane ekind magi manyiso adier kuom teko mayuayo gikmoko mar dwe lo?",2
"Kaluwore gi sigana ni, en mane ekind magi malero gadier leya ma oko mar due?",2
"Kaluwore gi sigana ni, kor Due opoto moloyo gi kar kanye?",2
"Kaluwore gi sigana ni, en wach mane kuom magi ma oganda moro okete yie margi?",2
En ang’o mabedo mopoto kaka imedo dhii mabor kiwuok e chuny Chieng’?,2
"Kaluwore gi sigana ni, en bath chieng mane maneno ahinya ka in e Piny?",3
En neno mane ekind magi mane okonyo biro gi chir gi thiori mar Copernicus?,1
Galileo Galilei nene oneno ang’o ekind magi e higa mar 1610?,2
"Kaluwore gi sigana ni, Aora Amazon choko pii koya kanye?",1
En wach mane ma oktudi gi Aora Amazon?,4
En yor tich mane motal e sigana ni mandiko oganda Jo-Venezuela matinie mogok?,3
"Kaluwore gi sigana ni, en sekta mane ekind magi mandiko e tich kwan mathoth mogik mar Jo-Venezuela?",4
"Kaluwore gi sigana ni, chomo miyo sulwe timo ang’o?",1
En mane ekind magi ma riakta maber mochom nyalo loso?,1
Kemikol ma oriwore moloso pii gin mage?,4
"Pii koloko muundo mare, en ang’o mabiro dong’ kaka en moklokre?",1
"Kaluwore gi sigana ni, en mane ekind magi mane oken masira ne riwruog pinje apar gadek kane gitemo chuno chike moko?",1
"Kaluwore gi sigana ni, en wach mane manyiso maler chal mar sirikal maduong’ ekinde Lweny mar Kelo Lokruok?",2
Weche mane ondik etok oboke mar Declaration of Independence nene ondik nade?,3
Singapore nigi huma kuom ang’o ekind magi?,3
Vanda Miss Joaquim en ang’o?,2
"Kaluwore gi sigana ni, en rang’iny mane ma piramide mag Giza mane oknie thuolo mamalo mar moro jii e Kingi Manyien ma Misri?",3
"Kaluwore gi sigana ni, lee machamo mana lum gi oboke kende wuotho nyaka kure kamanyo koth?",2
"Kaluwore gi sigana ni, lee machomo lum kod oboke kende wuok ga kanye seche moko e dwe mar April?",1
Monj ma Sealion neen monj manotim e piny mane?,1
Jerman ne dendo monj ma Ingeresa nang’o?,2
En ang’o ma okotal kaka atua mane duarore e chenro mar Italy mar mako pinje Afrika?,3
"Kaluwore gi sigana ni, en ang’o mane ineno kaka dwaro maduong’ mar Italy e lweny ni?",1
Piny mane ma noketo osiep ekinde gi jomonj?,2
Negin Osiepe mage maneyudore e Operation Dragoon?,1
Neen loso mar teknoloji mane manomiyo meli mag submarin ochak riembi e buo pii?,4
"Ekinde mag tiyo kodgi mokwongo, meli mag submarin nenigi kar bor matin e area mane?",1
"Kaluwore gi sigana ni, en ng’a mane obuono winjruok? ",4
En mane ekind magi ma ne okotim gi Red Army?,4
En ang’o maneotimore ne Engineer-in-Chief mar Tenth Army ma Italia?,3
Italo Balbo ne onegi kure?,4
"Kaluwore gi sigana ni, en ojusi mane ekind magi ma en momipek ahinya e yor paro matut kuom Tibetan?",3
"Kaluwore gi sigana ni, chakra ichiero nade ekinde mag “diere” paro matut kuom Tibetan?",1
En ng’a mane owero wer mar ariyo mag lamo e seche mag program?,1
"Kaluwore gi sigana ni, en ng’a mane owero wend lamo e seche mag golo chiwo mag chiemo?",1
Gino mane onyis kaeto koro onyis mogik e midhiambono ne en ang’o?,3
Alessandro Safina newuok e piny mane?,4
"Kaluwore gi sigana ni, en wach mane ekind magi ma oken adier?",4
"Kaluwore gi sigana ni, ne en ng’a mane ogolo wach kuom kar rom mar liet ma okber?",3
En kanye mane onge sitima nikech timruok mar auka mar tsunami?,1
"Kaluwore gi sigana ni, Tonga ne oyudo pek mage kuoma bedo ni sitima neonge?",2
Obila nene nyalo tiyo gi bunde mag gi mag rada mar luwo spid ma Jonny Reid neriembogo?,1
"Kaluwore gi sigana ni, en ang’o momiyo netek ne obila ma New Zealand luwo sipid mar Jonny Reid?",1
Tungni mar piny ne ogotach kanye ka opim gi Butte?,2
En ang’o mane otimore e ng’anyo mane otimore Abu Ghraib?,1
Od ang’ech ma Iraqi ne oyudo huma marach nang’o? ,3
En kit nyasi mane nowinjo otum e Pap ma Maui War Memorial?,1
En ng’a mane gikone ogolo ler ewi bedo ni gino nokethi?,1
Thoth jodak ma Bishkek neparo ni ng’ano mane otimo kwo no mar ang’enge?,3
En ng’a mane oseyo jong’anyo mawuok milambo kuom kuwo no mar ang’enge?,4
Ring ne obedo gi uso mathoth karang’o?,2
Jamie Siminoff ne ong’ado ni ochako Ring karang’o?,1
Kipindi ka kipindi mag Reading Rainbow nene nyiso nythindo ang’o?,3
En ang’o manyalobedo ni nomiyo oruch oko chenro mar Reading Rainbow?,1
En wach mane ekind magi ma ne oken wach mane ogol gi Amsterdam kod museum ewi wach yien?,4
"Kaluwore gi jatim nonro maduong ma RSPCA, nondro owinjore obed machal ne ang’o ekind magi?",1
"Kaluwore gi sigana ni, en ang’o manyalo konyo bero weche mag chiaye ne jotich mag kuonde yang’o chiaye ma Australia?",1
"Kaluwore gi sigana ni, jalno mane ondhii netiyo ang’o?",2
"Kaluwore gi sigana ni, e seche ma weche ne luorore ewi meko machielo, nentie yiko mar jii adi?",4
"E duoko ng’anyo, en piny mane ma nokodhinyime gi winjruok mokete kogno mar ACTA?",2
"Kaluwore gi sigana ni, en piny mane ekind magi mane ong’ado mar choro nyime yor donjoe e ACTA?",4
Gin jii adi mane oyudo hinyruok kaluwore gi chwakruok ahinya mar iPod?,1
En ng’a mane owacho ni chwakruogego ne ok rach ahinya?,4
"Ekinde mar twak mare, Steve Jobs nowacho ni Apple nedhi loso ang’o manyien?",2
Lengo ma twak mar Steve Jobs mar seche ariyo neen ang’o?,3
Cristina Fernandez de Kirchner nene olando ang’o ka en Argentine Theatre?,1
Cristina Fernandez de Kirchner nolando dwaro mane ma chung’ ka en kanye?,4
Duoko ma ACMA ne oyudo kaluwore gi Big Brother neen gin mage?,4
Gin chike mage ma nyaka gige lendo luu eka mondo onengi kaka weche mag intanet?,2
Jatelo mar chama ma Liberal Party ma Australia ne ng’a?,2
En ang’o momiyo Australia nyaka sani onge gi kambi loso teko mar nyulkia?,2
En jatuk ski mane ma nene opiem e tuke ka ikonye gi jatecho?,3
En piny mane manotieko mar apar e tuke mag Super-G e kidieny mar jomamine?,1
"Kaluwore gi sigana ni, en wache mane kuom Blake ma oken adier?",3
"Kaluwore gi sigana ni, en wach mane ekind magi mane okotimore ne Blake?",1
Omenda mar kedo gi lokruok e kido mar lwasi mar piny ma igolo gi U.N. okbitigodo e timo ang’o?,3
"Kaluwore gi sigana ni, U.N geno mar reso ang’o?",1
En wach mane ekind magi ma Albert Muchanga ne okowacho kaka gino mapod dwaro ni mondo oketie winjruok?,4
