premise,hypothesis,gpt_label
"Es gibt einige Cash-Flow-Projektionen auf meinem Schreibtisch und, ähm, es ist für so und so Cutty, das ist der Name des Kunden.",Wir haben keine Kunden namens Cutty.,2
"Das Mädchen, das mir helfen kann, ist auf der anderen Seite der Stadt.","Das Mädchen, von dem ich Hilfe brauche, lebt in einiger Entfernung.",0
"Das Mädchen, das mir helfen kann, ist auf der anderen Seite der Stadt.","Das Mädchen, das mir helfen wird, ist 5 Meilen entfernt.",1
"Das Mädchen, das mir helfen kann, ist auf der anderen Seite der Stadt.","Es gibt niemanden, der mir helfen kann.",2
"Aber sie waren gespalten darüber, wer die Feldhände waren und wer die Hauskinder waren, es war irgendwie ...","Alle waren sich einig, dass sie alle auf den Feldern arbeiten würden.",2
"Aber sie waren gespalten darüber, wer die Feldhände waren und wer die Hauskinder waren, es war irgendwie ...","Sie konnten sich nicht darüber einigen, wer nach draußen und wer ins Haus gehörte.",0
"Aber sie waren gespalten darüber, wer die Feldhände waren und wer die Hauskinder waren, es war irgendwie ...","Sie konnten sich nicht einigen, wer im Baumwollfeld arbeiten sollte und wer die Böden wischen sollte.",0
"Ich meine sie hatten nur ungefähr 5 Kinder, eines starb.",Alle ihrer Kinder überlebten.,2
"Ich meine sie hatten nur ungefähr 5 Kinder, eines starb.",Eins von den fünf Kindern starb.,0
"Ich meine sie hatten nur ungefähr 5 Kinder, eines starb.","Das Kind, das gestorben ist, wurde krank geboren.",1
"Sie sagte, dass nur Tränen aus ihren Augen kamen und sie sagte, dann sagte sie, Joe kam auf die Veranda.","Als sie ihm sagte, er solle auf die Veranda kommen, hatte sie Tränen in den Augen.",1
"Sie sagte, dass nur Tränen aus ihren Augen kamen und sie sagte, dann sagte sie, Joe kam auf die Veranda.",Sie wischte schnell die Tränen weg nachdem sie Joe von der Veranda warf.,1
"Sie sagte, dass nur Tränen aus ihren Augen kamen und sie sagte, dann sagte sie, Joe kam auf die Veranda.","Sie war so froh, Joe zu sehen, dass sie anfing zu weinen.",1
"Selbst wenn das Flugzeug brannte, warum würde es, es brennen, uh, und es würde durch eine Bleikomponente schmelzen, so dass die Strahlung austreten würde.",Die Strahlung kann auch im Brandfall eingedämmt werden.,2
"Selbst wenn das Flugzeug brannte, warum würde es, es brennen, uh, und es würde durch eine Bleikomponente schmelzen, so dass die Strahlung austreten würde.","Die Strahlung würde, nachdem das Flugzeug verbrannt ist, aus einer Bleikomponente austreten.",0
"Selbst wenn das Flugzeug brannte, warum würde es, es brennen, uh, und es würde durch eine Bleikomponente schmelzen, so dass die Strahlung austreten würde.",Die Strahlung würde während eines Feuers nicht austreten.,2
"Dies ist Chief Master Sergeant Clem Francis, im Ruhestand von der US Air Force.",Der Chief ist aus der US Air Force in den Ruhestand getreten.,0
"Dies ist Chief Master Sergeant Clem Francis, im Ruhestand von der US Air Force.",Der Leiter hat sich erst vor ein paar Wochen zurückgezogen.,1
"Dies ist Chief Master Sergeant Clem Francis, im Ruhestand von der US Air Force.",Der US Air Force Chief hat gerade in dieser Woche seine Karriere begonnen.,2
"Nun es kam soweit, dass zwei oder drei Flugzeuge pro Woche ankamen und ich nicht wusste, wohin sie flogen.",Jede Woche kommt mehr als ein Flugzeug an.,0
"Nun es kam soweit, dass zwei oder drei Flugzeuge pro Woche ankamen und ich nicht wusste, wohin sie flogen.",Der angestiegene Flugverkehr ist problematisch,0
"Nun es kam soweit, dass zwei oder drei Flugzeuge pro Woche ankamen und ich nicht wusste, wohin sie flogen.",Es kommen nie Flugzeuge an.,2
"Sie hatten ihr Training bereits in den vollen Druckanzügen absolviert und ich brauchte eine Weile, den vollen Druckanzug anzuziehen.","Es dauert bis zu drei Monate, um eine Schulung über die Verwendung eines Volldruckanzuges zu absolvieren.",1
"Sie hatten ihr Training bereits in den vollen Druckanzügen absolviert und ich brauchte eine Weile, den vollen Druckanzug anzuziehen.",Das Training der Nutzung eines Volldruckanzug braucht Zeit.,0
"Sie hatten ihr Training bereits in den vollen Druckanzügen absolviert und ich brauchte eine Weile, den vollen Druckanzug anzuziehen.","Wir könnten dir vor Tagesende beibringen, einen kompletten Druckanzug zu benutzen.",1
"Ich möchte sagen, dass es keine Gefahr gab mit der Bombe in die Luft zu gehen, weil sie nicht explodieren würde, egal wie hart sie auf dem Boden aufschlug.",Die Bombe wurde vom Piloten deaktiviert.,1
"Ich möchte sagen, dass es keine Gefahr gab mit der Bombe in die Luft zu gehen, weil sie nicht explodieren würde, egal wie hart sie auf dem Boden aufschlug.",Die Bombe hatte keine Möglichkeit zu explodieren.,0
"Ich möchte sagen, dass es keine Gefahr gab mit der Bombe in die Luft zu gehen, weil sie nicht explodieren würde, egal wie hart sie auf dem Boden aufschlug.","Es bestand eine große Gefahr, dass die Bombe explodierte.",2
"Und wie wäre es, es sieht genau so aus, wie das, was ich versuche zu tun.","Ich bin mir nicht sicher, wie das für dich aussieht.",1
"Und wie wäre es, es sieht genau so aus, wie das, was ich versuche zu tun.",Ich versuche das offensichtlich zu tun.,0
"Und wie wäre es, es sieht genau so aus, wie das, was ich versuche zu tun.","Ich werde versuchen, mein Projekt nächste Woche zu beenden.",1
"Aber trotzdem laufen die Tiere ständig davon, besonders die Ziegen.",Die Ziegen sind jeden Tag aus der Scheune ausgebrochen.,1
"Aber trotzdem laufen die Tiere ständig davon, besonders die Ziegen.",Die Ziegen entkamen oft.,0
"Aber trotzdem laufen die Tiere ständig davon, besonders die Ziegen.",Die Ziegen wurden sicher un geschützt gehalten.,1
"Die Türen waren geschlossen, als er hineinging.",Alle Türen waren offen.,2
"Die Türen waren geschlossen, als er hineinging.",Wir hatten Schlüssel dabei.,1
"Die Türen waren geschlossen, als er hineinging.","Wir verschafften uns Eintritt, obwohl die Türen geschlossen waren.",2
"Also, ich musste einfach die Summen nehmen und es versuchen es so zu machen.","Ich bin zuversichtlich, dass die Summe alles ist, was ich brauche, um das herauszufinden.",1
"Also, ich musste einfach die Summen nehmen und es versuchen es so zu machen.","Ich habe keine Ahnung, was ich nur mit den Summen machen kann, bitte gib mir mehr Details, um dieses Chaos zu verstehen.",1
"Also, ich musste einfach die Summen nehmen und es versuchen es so zu machen.",Ich werde es auf den Gesamtbeträgen basierend berechnen.,0
"Und vieles davon liegt daran, dass die Mütter Medikamente nehmen.",Die Mütter sind Drogenabhängige.,1
"Und vieles davon liegt daran, dass die Mütter Medikamente nehmen.",Die Mütter haben keine Arzneiverordnungen oder Medikamente.,2
"Und vieles davon liegt daran, dass die Mütter Medikamente nehmen.",Die Mütter nehmen Drogen.,1
Es ist sehr schön das es geregnet hat.,Der Regen macht mir nichts aus,0
Es ist sehr schön das es geregnet hat.,Es ist schön und regnerisch.,0
Es ist sehr schön das es geregnet hat.,Der unendliche Sonnenschein ist so schrecklich.,1
"Oh, was menschliches Leben wert ist und ob du jemanden rehabilitieren kannst oder nicht",Jedes Leben ist es wert eine Reha zu machen und eine zweite Chance zu bekommen.,0
"Oh, was menschliches Leben wert ist und ob du jemanden rehabilitieren kannst oder nicht","Keine Mensch verdient es, rehabilitiert zu werden.",2
"Oh, was menschliches Leben wert ist und ob du jemanden rehabilitieren kannst oder nicht",Unabhängig von der Rehabilitation ist das Leben es wert.,0
"Oh Junge, du hast dort ein merkwürdiges Verkabelungsproblem",Ich hatte nie ein Verkabelungproblem wie dieses.,1
"Oh Junge, du hast dort ein merkwürdiges Verkabelungsproblem",Die Verkabelung ist nicht das Problem.,2
"Oh Junge, du hast dort ein merkwürdiges Verkabelungsproblem",Die eigenartige Schaltung verursacht ein Problem.,0
"hört sich nach jeder Menge Spaß an, ja es ist unglaublich wie viele Sachen die erlauben","Ich bin überhaupt nicht überrascht, dass sie nachsichtig waren.",0
"hört sich nach jeder Menge Spaß an, ja es ist unglaublich wie viele Sachen die erlauben","Es wundert mich, dass sie dir erlauben hat, Essen und Trinken dadrin zu nehmen.",1
"hört sich nach jeder Menge Spaß an, ja es ist unglaublich wie viele Sachen die erlauben","Ich bin überrascht, womit sie davonkommen könnten.",0
"oh sowieso trotzdem ähm, meine Kinder sind jetzt einundzwanzig und vierundzwanzig, also muss ich nicht","Ich brauche das nicht, weil meine Kinder über zwanzig sind.",0
"oh sowieso trotzdem ähm, meine Kinder sind jetzt einundzwanzig und vierundzwanzig, also muss ich nicht","Ich muss wahrscheinlich, da sie ihr Alter so nah aneinander ist.",1
"oh sowieso trotzdem ähm, meine Kinder sind jetzt einundzwanzig und vierundzwanzig, also muss ich nicht","Ich muss, da sie beide zehn und elf Jahre alt sind.",2
"Ja Leute, die, die jederzeit arbeiten könnten oder deren Entscheidungen getrübt werden könnten, wenn sie eine Entscheidung treffen müssten","Naja, Leute die nicht das beste sind um Ermessensentscheidungen zu machen.",0
"Ja Leute, die, die jederzeit arbeiten könnten oder deren Entscheidungen getrübt werden könnten, wenn sie eine Entscheidung treffen müssten","Ja, Leute, die vielleicht keinen Hunger haben.",1
"Ja Leute, die, die jederzeit arbeiten könnten oder deren Entscheidungen getrübt werden könnten, wenn sie eine Entscheidung treffen müssten","Ja, Leute deren Entscheidungsfähigkeiten niemals beeinträchtigt sind.",2
"Nein, sie sind, sie sind immer noch auf Tour; sie sind seit Ende der sechziger Jahre auf Tour.",Sie gehen schon seit den späten 1980ern auf Tournee.,2
"Nein, sie sind, sie sind immer noch auf Tour; sie sind seit Ende der sechziger Jahre auf Tour.",Sie lieben es zu reisen.,0
"Nein, sie sind, sie sind immer noch auf Tour; sie sind seit Ende der sechziger Jahre auf Tour.",Sie haben kürzlich ihre Tour beendet.,2
Wie würdest du Aerobic machen?,"Kannst du erklären, wie du Aerobic machen würdest?",0
Wie würdest du Aerobic machen?,Ich interessiere mich für Aerobic weil ich kardiovaskulare Aktivitäten brauche.,1
Wie würdest du Aerobic machen?,"Bitte hör auf, über Aerobic zu reden.",1
"Nun, das ist ein guter, an den ich nicht gedacht hatte","Das ist eine dumme Idee, die ich letzte Woche verworfen habe.",1
"Nun, das ist ein guter, an den ich nicht gedacht hatte",Das ist ein guter Einwand.,1
"Nun, das ist ein guter, an den ich nicht gedacht hatte",Das von Ihnen erwähnte Paradoxon ist ein guter Punkt.,1
"Tagesbetreuung zwei Tage die Woche  sie nenne es Senioren Tagesbetreuung, aber sie geht in das Seniorenzentrum",Die Tagesbetreuung ist nur für Kinder unter fünf Jahren täglich geöffnet.,2
"Tagesbetreuung zwei Tage die Woche  sie nenne es Senioren Tagesbetreuung, aber sie geht in das Seniorenzentrum","Wenn die Senioren dazu bereit sind, lassen sie sie mehr als zwei mal die Woche gehen.",1
"Tagesbetreuung zwei Tage die Woche  sie nenne es Senioren Tagesbetreuung, aber sie geht in das Seniorenzentrum","Sie nennen es eine Senioren Tagespflege, aber es heißt Senioren Zentrum.",0
"Das war ihr Ziel, oh.",Das ist was angesterben haben.,2
"Das war ihr Ziel, oh.","Das war nie das, was sie wollten.",2
"Das war ihr Ziel, oh.",Sie erreichten ihr Ziel.,0
Waffenkontrolle bedeutet zwei Hände zu benutzen.,Die Hälfte aller Waffenfehlzündungen resultiert aus der Verwendung mit einer Hand.,1
Waffenkontrolle bedeutet zwei Hände zu benutzen.,"Der beste weiter Vorgehen für Waffenkontrolle, ist mit beider Füße zu nutzen.",1
Waffenkontrolle bedeutet zwei Hände zu benutzen.,"Benutze beide Hände, wenn du Waffenkontrolle üben willst.",0
"und ah, es erschien plötzlich, ich weiß nicht von wo es kommt, aber","Ich weiß nicht wo es herkommt, aber es ist schnell.",0
"und ah, es erschien plötzlich, ich weiß nicht von wo es kommt, aber","Es kommt schnell vorbei, aber ich weiß, wo es herkommen könnte.",1
"und ah, es erschien plötzlich, ich weiß nicht von wo es kommt, aber","Es kommt wie Melasse und ich weiß genau, wann es kommen wird.",2
"Nein, eigentlich bin ich nicht einmal damit vertraut, denke ich",Ich weiß nicht viel darüber.,0
"Nein, eigentlich bin ich nicht einmal damit vertraut, denke ich",Ich bin ignorant in Sachen Liebe.,0
"Nein, eigentlich bin ich nicht einmal damit vertraut, denke ich",Ich studiere es seit Jahren.,2
Ja sie war großartig du weißt schon sie.,"Ich denke sie wusste, dass sie fantastisch war.",1
Ja sie war großartig du weißt schon sie.,Nein sie war furchtbar.,2
Ja sie war großartig du weißt schon sie.,Sie war sehr gut.,0
"Er hat gerade einen Waschlappen, wir du ihn nutzt, vorgeschlagen",Er schlug vor ein neuer Sauger zu kaufen.,1
"Er hat gerade einen Waschlappen, wir du ihn nutzt, vorgeschlagen","Er schlug vor, einen Mopp zu finden.",1
"Er hat gerade einen Waschlappen, wir du ihn nutzt, vorgeschlagen",Er wollte das Blut mit einem Wischmopp säubern.,1
"Es ist wirklich schlimm hier draußen, wir hatten eben erst eine Schießerei auf dem Freeway, circa drei Blocks von unserem Haus entfernt",Die Dreharbeiten waren mindestens 100 Meilen von meinem Wohnort entfernt.,1
"Es ist wirklich schlimm hier draußen, wir hatten eben erst eine Schießerei auf dem Freeway, circa drei Blocks von unserem Haus entfernt","Das Schießen war in der Nähe meines Hauses und es macht mir Angst, nach draußen zu gehen.",0
"Es ist wirklich schlimm hier draußen, wir hatten eben erst eine Schießerei auf dem Freeway, circa drei Blocks von unserem Haus entfernt","Es gab ein Schießerei in der Nähe meines Hauses, es ist wirklich nicht gut in dieser Gegend.",0
mhm das stimmt es ist es ist nicht wirklich äh konsistent,"Ich stimme dir nicht zu, es ist sehr beständig.",2
mhm das stimmt es ist es ist nicht wirklich äh konsistent,Ich glaube du hast Recht über diese Konsistenz.,0
mhm das stimmt es ist es ist nicht wirklich äh konsistent,"Wir haben Recht damit, dass es nicht einheitlich ist.",0
ich versuche durchzuhalten,Ich versuche kurz zu warten.,1
ich versuche durchzuhalten,Ich gebe wirklich mein Bestes.,0
ich versuche durchzuhalten,Ich werde loslassen und niemals zurückblicken.,2
Wir versperren unseren Eintritt in die technologische Zukunft.,Wir bauen die Wegbereiter für eine Zukunft mit Technologie.,2
Wir versperren unseren Eintritt in die technologische Zukunft.,"Wir bauen Transistoren, daher wird unsere Zukunft von AI bestimmt.",1
Wir versperren unseren Eintritt in die technologische Zukunft.,"Wir wollen verhindern, dass Technologie erfolgreich ist.",0
"Zum Beispiel, im Maximum, werden alle Gene violett.",Maximal kann nur die Hälfte der Gene lila werden.,2
"Zum Beispiel, im Maximum, werden alle Gene violett.","Es ist möglich, dass die Gene die Farbe wechseln.",0
"Zum Beispiel, im Maximum, werden alle Gene violett.",Manchmal können Gene auch blau werden.,2
Daniel Yamins ist ein brillanter junger Mathematiker.,Herr Zamins ist gut in Mathe.,0
Daniel Yamins ist ein brillanter junger Mathematiker.,Herr Yamins konzentriert sich auf die algebraische Geometrie.,1
Daniel Yamins ist ein brillanter junger Mathematiker.,"Herr Yamins's ist ein großartiger Künstler, aber ein furchtbarer Mathematiker.",2
"Und wenn ja, sind sie oft in der Nähe dieser Grenze?","Ich weiß, sie reisen niemals in der Nähe der Grenzlinie.",2
"Und wenn ja, sind sie oft in der Nähe dieser Grenze?","Ich möchte wissen, sind sie oft in England?",1
"Und wenn ja, sind sie oft in der Nähe dieser Grenze?","Der Sprecher wollte wissen, wie oft sie sich der Abgrenzung genähert haben.",0
"Und ich glaube, es gibt einen molekularen Hinweis darauf, dass die Biosphäre sich im überlebenden Regime für eine sich ausbreitende Reihe von Linien fortwährend selbst mitentwickelt.",Die Biosphäre verändert sich stark.,0
"Und ich glaube, es gibt einen molekularen Hinweis darauf, dass die Biosphäre sich im überlebenden Regime für eine sich ausbreitende Reihe von Linien fortwährend selbst mitentwickelt.",Veränderungen in der Biosphäre gemäß der Temperatur.,1
"Und ich glaube, es gibt einen molekularen Hinweis darauf, dass die Biosphäre sich im überlebenden Regime für eine sich ausbreitende Reihe von Linien fortwährend selbst mitentwickelt.",Die Biosphäre verändert sich nie.,2
"Mit diesen Sprung, kann ein regulärer Kristall nicht viele Informationen decodieren.",Gleichmäßige Kristalle sind ein sehr kompaktes Medium zur Aufbewahrung von Informationen.,1
"Mit diesen Sprung, kann ein regulärer Kristall nicht viele Informationen decodieren.",Normale Kristalle sind nicht sehr nützlich für die Kodierung von Informationen.,0
"Mit diesen Sprung, kann ein regulärer Kristall nicht viele Informationen decodieren.","Es gibt andere Kristallarten, die nützlich sind um geographische Informationen mittels Laser Strahlen zu entziffern.",1
"Daher sollten Erwachsene die Vorschüler nicth belehren in dem sie etwas vormachen, wie sie manchmal beim zusammensetzen eines Puzzles oder ähnlicher Aufgaben machen.",Vorschulkinder sind natürlich besser im Lösen von Rätseln als beim Spiele spielen.,1
"Daher sollten Erwachsene die Vorschüler nicth belehren in dem sie etwas vormachen, wie sie manchmal beim zusammensetzen eines Puzzles oder ähnlicher Aufgaben machen.",Vorschüler brauchen nicht so viel Hilfe um zu lernen wie man vortäuscht.,1
"Daher sollten Erwachsene die Vorschüler nicth belehren in dem sie etwas vormachen, wie sie manchmal beim zusammensetzen eines Puzzles oder ähnlicher Aufgaben machen.","Vorschulkindern fehlt die nötige Fähigkeit für räumliches Denken, um selber Puzzles zu lösen.",1
[Diese Nation wurde] in Freiheit erschaffen und Prämisse gewidmed dass alle Menschen gleich erschaffen sind.,Notizen zu diesem Vorschlag wurden in mehreren zusätzlichen Dokumenten festgehalten.,1
[Diese Nation wurde] in Freiheit erschaffen und Prämisse gewidmed dass alle Menschen gleich erschaffen sind.,"Manche Leute glaubten, dass alle Menschen gleich sind.",0
[Diese Nation wurde] in Freiheit erschaffen und Prämisse gewidmed dass alle Menschen gleich erschaffen sind.,"Diese Nation wurde auf der Überzeugung gegründet, dass manche Menschen von Natur aus besser sind als andere.",2
Sollte ich ihn mehr preisen?,"Ich bin mir ziemlich sicher, dass ich ihn wegen seiner Fehler schlagen muss.",1
Sollte ich ihn mehr preisen?,"Ich frage mich, ob er mehr Wertschätzung von mir braucht.",0
Sollte ich ihn mehr preisen?,Sollte ich ihn für seine Darbietung am Klavier mehr loben?,0
Spin-Netzwerk-Theorien können in verschiedenen Dimensionen konstruiert werden.,Andere Dimensionen können benutzt werden um Spin-Netzwerk Theorien zu erstellen.,0
Spin-Netzwerk-Theorien können in verschiedenen Dimensionen konstruiert werden.,Spinnetzwerke sind sehr nützlich für Datenspeichertechnologien.,1
Spin-Netzwerk-Theorien können in verschiedenen Dimensionen konstruiert werden.,Spin-Netzwerke sind in anderen Dimensionen unvorstellbar.,2
"(verzweifelt) Nein, nein, ich will nicht dass du stirbst!","Ich will nicht, dass du stirbst!",0
"(verzweifelt) Nein, nein, ich will nicht dass du stirbst!",Es ist mir egal ob du stirbst!,2
"(verzweifelt) Nein, nein, ich will nicht dass du stirbst!","Ich wäre sehr traurig, wenn du sterben würdest!",0
"Er wurde am 19ten März in San Jose, Kalifornien öffentlich gehängt.",Kalifornien führte noch bis 1875 öffentliche Hinrichtungen durch.,1
"Er wurde am 19ten März in San Jose, Kalifornien öffentlich gehängt.",Er wurde vom Fehlverhalten freigesprochen und auf den Weg gebracht.,2
"Er wurde am 19ten März in San Jose, Kalifornien öffentlich gehängt.",Er wurde für Volksverhetzung und Pferdediebstahl gehangen.,1
Im chaotischen Regime scheint das funkelnde grüne Meer.,Das Meer war tiefblau und glatt wie Glas.,2
Im chaotischen Regime scheint das funkelnde grüne Meer.,"Das Meer war mit kleinen Fischen gefüllt, die gegen das Boot platschten.",1
Im chaotischen Regime scheint das funkelnde grüne Meer.,Das Meer war grün und schien zu blubbern.,1
"Eine völlig neue Rechtsordnung war im Aufmarsch, um sich vom Aufruhr der 1860er Jahre loszureißen.",Im Jahre 1870 waren alle gesetzlichen Ordnungen zusammengebrochen und das Land war in absoluter Anarchie.,2
"Eine völlig neue Rechtsordnung war im Aufmarsch, um sich vom Aufruhr der 1860er Jahre loszureißen.",Die 1860er Jahre waren eine turbulente Zeit.,0
"Eine völlig neue Rechtsordnung war im Aufmarsch, um sich vom Aufruhr der 1860er Jahre loszureißen.",Die neue Rechtsordnung wollte die Arbeitnehmerrechte erweitern.,1
"Jede höhere Form des Denkens, so betonte er, erscheint zuerst in der sozialen Kommunikation, zwischen dem Kind und den Vertretern seiner Kultur, wenn sie eine gemeinsame Aktivität ausüben.","Kinder sind nicht in der Lage, höhere Denkformen zu teilen.",2
"Jede höhere Form des Denkens, so betonte er, erscheint zuerst in der sozialen Kommunikation, zwischen dem Kind und den Vertretern seiner Kultur, wenn sie eine gemeinsame Aktivität ausüben.","Angeln ist ein beliebtes Hobby, dass in vielen Kulturen geteilt wird.",1
"Jede höhere Form des Denkens, so betonte er, erscheint zuerst in der sozialen Kommunikation, zwischen dem Kind und den Vertretern seiner Kultur, wenn sie eine gemeinsame Aktivität ausüben.","Das Teilen gemeinsamer Aktivitäten ist manchmal hilfreich, um höhere Denkformen zu teilen.",0
"In einigen Stadtvierteln gab es Rezadores oder Rezadoras, geistliche Führer, die die Gemeinde im Gebet um Beerdigungen, Feierlichkeiten zum Heiligen Tag und wann immer der Priester nicht erreichbar war, anführten.",Keine der Nachbarschaften hatte geistige Führer die nicht Priester waren.,2
"In einigen Stadtvierteln gab es Rezadores oder Rezadoras, geistliche Führer, die die Gemeinde im Gebet um Beerdigungen, Feierlichkeiten zum Heiligen Tag und wann immer der Priester nicht erreichbar war, anführten.","Einige Nachbarschaften hatten spirituelle Führer, die keine Priester waren.",0
"In einigen Stadtvierteln gab es Rezadores oder Rezadoras, geistliche Führer, die die Gemeinde im Gebet um Beerdigungen, Feierlichkeiten zum Heiligen Tag und wann immer der Priester nicht erreichbar war, anführten.",Einige der spirituellen Führer hatten schwarze Haare.,1
"Auch im soziodramatischen Spiel helfen die Möglichkeiten, verschiedene Rollen zu spielen und zu koordinieren, Kindern wahrscheinlich Ähnlichkeiten und Unterschiede zwischen Menschen in Wünschen, Überzeugungen und Gefühlen zu verstehen.","Kinder können lernen, wie Menschen ähnlich und anders sind.",0
"Auch im soziodramatischen Spiel helfen die Möglichkeiten, verschiedene Rollen zu spielen und zu koordinieren, Kindern wahrscheinlich Ähnlichkeiten und Unterschiede zwischen Menschen in Wünschen, Überzeugungen und Gefühlen zu verstehen.","Kinder können sehen, wie unterschiedlich die Rassen sind.",1
"Auch im soziodramatischen Spiel helfen die Möglichkeiten, verschiedene Rollen zu spielen und zu koordinieren, Kindern wahrscheinlich Ähnlichkeiten und Unterschiede zwischen Menschen in Wünschen, Überzeugungen und Gefühlen zu verstehen.",Kinder können nichts lernen.,2
Die höchste Tugend der deutschen Verfassungsordnung der Nachkriegszeit war also genau das größte Opfer des NS-Regimes.,Die Nazi-Regime erlaubte es.,2
Die höchste Tugend der deutschen Verfassungsordnung der Nachkriegszeit war also genau das größte Opfer des NS-Regimes.,Das Nazi-Regime hat alle Beteiligten getötet.,1
Die höchste Tugend der deutschen Verfassungsordnung der Nachkriegszeit war also genau das größte Opfer des NS-Regimes.,Das Nazi-Regime hat es gestoppt.,1
"Das Kind Sonja hat angefangen, die Wutanfälle ihrer Tochter nachzuahmen.",Niemand hatte einen Wutanfall.,2
"Das Kind Sonja hat angefangen, die Wutanfälle ihrer Tochter nachzuahmen.",Sonja ist ein Kind.,0
"Das Kind Sonja hat angefangen, die Wutanfälle ihrer Tochter nachzuahmen.",Sonja war traurig.,1
6 In den fünfundfünfzig Jahren vor dem Bürgerkrieg benutzte der Gerichtshof diese Macht sparsam.,Der Gerichtshof nutze diese Macht gelegentlich in den Dekaden bis zum Bürgerkrieg.,0
6 In den fünfundfünfzig Jahren vor dem Bürgerkrieg benutzte der Gerichtshof diese Macht sparsam.,Das Gericht hat diese Macht in den fünfundfünfzig Jahren vor dem Bürgerkrieg viermal genutzt.,1
6 In den fünfundfünfzig Jahren vor dem Bürgerkrieg benutzte der Gerichtshof diese Macht sparsam.,Der Gerichtshof nutzte diese Macht 5 Millionen mal in den fünf und fünfzig Jahren führend bis zum Bürgerkrieg.,2
"Ich versichere Ihnen, mein Herr, dass ich über alles informiert war.","I sage dir, dass mir über alles Wissen gegeben wurde.",0
"Ich versichere Ihnen, mein Herr, dass ich über alles informiert war.",Es ist der Tod des Detektives über den ich informiert wurde.,1
"Ich versichere Ihnen, mein Herr, dass ich über alles informiert war.",Es gibt viele Kleinigkeiten die vor mir versteckt wurden.,2
Die Geräusche störten Captain Blood von seinen verdrossenen Träumereien.,Captain Blood konnte ohne Unterbrechung in seinen verärgerten Gedanken schwelgen.,2
Die Geräusche störten Captain Blood von seinen verdrossenen Träumereien.,Kapitän Bloods Gedanken wurden durch ein paar Geräusche unterbrochen.,0
Die Geräusche störten Captain Blood von seinen verdrossenen Träumereien.,Die Schreie des Welpen risen den Kapitän aus seinen Gedanken.,1
"Doch ich kann nicht vergessen, dass du mich, als ich wenig mehr als ein Sklave im Haushalt deines Onkels in Barbados war, mit einer gewissen Freundlichkeit behandelt hast.","Sie haben mich gütig behandelt, als ich Sklave auf Barbados war.",0
