premise,hypothesis,gpt_label
nasıl aerobik yaparsın,Aerobikle ilgileniyorum çünkü biraz kardiyovasküler aktiviteye ihtiyacım var.,1
nasıl aerobik yaparsın,Lütfen aerobikten bahsetmeyi kes.,2
yani bu iyi bunu düşünmemiştim evet,"Bu, geçen hafta gözden çıkarttığım aptal bir fikir.",1
yani bu iyi bunu düşünmemiştim evet,İyi bir noktaya değindin.,0
yani bu iyi bunu düşünmemiştim evet,Bahsettiğiniz paradoks iyi bir nokta.,1
günlük bakım  haftada iki kez buna kıdemli vatandaş günü bakımı diyorlar ama o kıdemli vatandaş merkezine gidiyor,Çocuk bakıcılığı sadece 5 yaşın altındaki çocuklar için her gün açıktır.,1
günlük bakım  haftada iki kez buna kıdemli vatandaş günü bakımı diyorlar ama o kıdemli vatandaş merkezine gidiyor,Yaşlı vatandaşlar istiyorsa haftada iki kereden fazla gitmelerine izin veriyorlar.,1
günlük bakım  haftada iki kez buna kıdemli vatandaş günü bakımı diyorlar ama o kıdemli vatandaş merkezine gidiyor,Gündüz bakım evi olduğunu söylüyorlar ama huzurevi deniyor.,1
bu onların hedefiydi ah,Onların çok istedikleri şey bu.,0
bu onların hedefiydi ah,Onların istedikleri hiçbir zaman bu olmadı.,2
bu onların hedefiydi ah,Hedeflerine ulaştılar.,0
silah kontrolü iki elin kullanılması anlamına gelir,Silahların yanlış ateşlenmesi vakalarının yarısı tek elle kullanımın sonucu.,1
silah kontrolü iki elin kullanılması anlamına gelir,Silah kontrolünün en iyi ileri yolu her iki ayağı kullanmaktır.,1
silah kontrolü iki elin kullanılması anlamına gelir,Silah kontrolü pratiği yapmak istiyorsan her iki elini kullan.,0
ve ama aniden bir yerden geliyor nereden geldiğini bilmiyorum ama,Nereden geldiğini bilmiyorum ama hızlıdır.,1
ve ama aniden bir yerden geliyor nereden geldiğini bilmiyorum ama,Hızlı geliyor ama nereden gelebileceğini biraz biliyorum.,1
ve ama aniden bir yerden geliyor nereden geldiğini bilmiyorum ama,Yavaş yavaş geliyor ve tam olarak ne zaman geleceğini ben biliyorum.,2
hayır aslında ben bile aşina değilim ben düşünmüyorum,Bunun hakkında çok şey bilmiyorum.,0
hayır aslında ben bile aşina değilim ben düşünmüyorum,Gönül işlerinde bilgisizim.,0
hayır aslında ben bile aşina değilim ben düşünmüyorum,Bu konuda yıllardır çalışıyorum.,1
evet harikaydı onu biliyorsun,Bence onun muhteşem biri olduğunu biliyor.,0
evet harikaydı onu biliyorsun,"Hayır, berbattı.",2
evet harikaydı onu biliyorsun,Evet çok iyiydi.,0
evet ya senin kullanacağın bir paspas almayı önerdi,Elektrik süpürgesi almayı önerdi.,1
evet ya senin kullanacağın bir paspas almayı önerdi,Bir paspas bulmayı önerdi.,0
evet ya senin kullanacağın bir paspas almayı önerdi,O kanı paspas ile temizlemek istedi.,1
"Burada gerçekten çok kötü, evimizden yaklaşık üç blok ötede bir otoyol çekimimiz vardı.",Saldırı yaşadığım yerden en az 100 mil uzaktaydı.,1
"Burada gerçekten çok kötü, evimizden yaklaşık üç blok ötede bir otoyol çekimimiz vardı.",Silahlı saldırı evime yakındı ve bundan dolayı dışarı çıkmaktan korkuyorum.,1
"Burada gerçekten çok kötü, evimizden yaklaşık üç blok ötede bir otoyol çekimimiz vardı.","Evime yakın bir saldırı oldu, bu bölgede gerçekten iyi değil.",0
hı hı evet doğru ama pek tutarlı değil,"Sana katılmıyorum, bu gayet tutarlı.",2
hı hı evet doğru ama pek tutarlı değil,Sanırım tutarlılığı konusunda haklı olabilirsin.,1
hı hı evet doğru ama pek tutarlı değil,Onun istikrarlı olmadığı konusunda haklısın.,0
orada takılmaya çalışıyorum,Dayanmaya çalışıyorum.,1
orada takılmaya çalışıyorum,Gerçekten elimden geleni yapıyorum.,1
orada takılmaya çalışıyorum,Bırakacağım ve bir daha arkama bakmayacağım.,1
Girişimizi teknolojik geleceğe taşıyoruz.,Bir teknoloji geleceği için gerekli olan öncülleri inşa ediyoruz.,0
Girişimizi teknolojik geleceğe taşıyoruz.,"Transistörler kurduk, bu yüzden geleceğimiz Yapay Zeka ile yönetilecek.",1
Girişimizi teknolojik geleceğe taşıyoruz.,Teknolojinin başarılı olmasını önlemek istiyoruz.,2
"Örneğin, maksimum olarak tüm genler mora döner.","Maksimum olarak, genlerin sadece yarısı mor olabilir.",2
"Örneğin, maksimum olarak tüm genler mora döner.",Genlerin renk değiştirmesi mümkündür.,0
"Örneğin, maksimum olarak tüm genler mora döner.",Bazen genler de mavileşebilir.,1
"Daniel Yamins keskin zekalı, genç bir matematikçidir.",Bay Yamins matematikte harikadır.,0
"Daniel Yamins keskin zekalı, genç bir matematikçidir.",Bay Yamins'in odak noktası cebirsel geometridir.,1
"Daniel Yamins keskin zekalı, genç bir matematikçidir.",Bay Yamins harika bir sanatçı ama çok kötü bir matematikçi.,2
"Ve eğer öyleyse, çoğu zaman bu sınırın yakınındalar mı?",Sınırın yakınında hiç seyahat etmediklerini biliyorum.,2
"Ve eğer öyleyse, çoğu zaman bu sınırın yakınındalar mı?","Bilmek istiyorum, sık sık İngiltere'de oluyorlar mı?",1
"Ve eğer öyleyse, çoğu zaman bu sınırın yakınındalar mı?","Konuşmacı, sınırlara ne sıklıkla gittiklerini açıklığa kavuşturmak istedi.",1
"Ve bence, biyosferin, yayılan bir soylar dizisi için ayakta kalabilen bir rejimde ısrarla tutarlı bir biçimde bir arada olduğu moleküler bir ipucu var.",Biyosfer çok değişir.,1
"Ve bence, biyosferin, yayılan bir soylar dizisi için ayakta kalabilen bir rejimde ısrarla tutarlı bir biçimde bir arada olduğu moleküler bir ipucu var.",Biyosfer sıcaklığa göre değişir.,1
"Ve bence, biyosferin, yayılan bir soylar dizisi için ayakta kalabilen bir rejimde ısrarla tutarlı bir biçimde bir arada olduğu moleküler bir ipucu var.",Biyosfer asla değişmez.,2
O sıçrama ile normal bir kristal bu kadar çok bilgiyi kodlayamaz.,Normal kristaller çok yüksek yoğunlukta bilgi depolama ortamıdır.,2
O sıçrama ile normal bir kristal bu kadar çok bilgiyi kodlayamaz.,Normal kristaller bilgi kodlama için çok kullanışlı değildir.,0
O sıçrama ile normal bir kristal bu kadar çok bilgiyi kodlayamaz.,Lazer ışınları kullanarak coğrafi bilgileri kodlamada çok faydalı olan başka türlü kristaller var.,1
"Sonuç olarak, yetişkinlerin, okul öncesi çocuklara bulmaca ya da benzer görevleri üstlenmelerine yardımcı olurken yaptıkları gibi davranmalarına gerek yoktur.",Okul öncesi çocuklar doğal olarak yapboz yapma konusunda yap-inan oyunlarından daha iyidir.,1
"Sonuç olarak, yetişkinlerin, okul öncesi çocuklara bulmaca ya da benzer görevleri üstlenmelerine yardımcı olurken yaptıkları gibi davranmalarına gerek yoktur.",Anaokulu öğrencilerinin taklit yapma konusunda o kadar fazla yardıma ihtiyaçları yok.,0
"Sonuç olarak, yetişkinlerin, okul öncesi çocuklara bulmaca ya da benzer görevleri üstlenmelerine yardımcı olurken yaptıkları gibi davranmalarına gerek yoktur.",Okul öncesi çağdaki çocuklarda kendi başlarına yapboz yapabilmeleri için gerekli olan mekansal modelleme becerileri gelişmemiştir.,1
[Bu ulus] özgürlük içinde düşünülmüş ve tüm insanların eşit yaratıldığı önermesine adanmıştı.,Bu teklif hakkındaki notlar birçok ek belgede kaydedildi.,1
[Bu ulus] özgürlük içinde düşünülmüş ve tüm insanların eşit yaratıldığı önermesine adanmıştı.,Bazı insanlar tüm insanların eşit olduğuna inandı.,0
[Bu ulus] özgürlük içinde düşünülmüş ve tüm insanların eşit yaratıldığı önermesine adanmıştı.,"Bu ulus, bazı insanların doğası gereği diğerlerinden daha iyi olduğuna dair bir inanış üzerine kurulmuştur.",2
Onu daha çok övmeli miyim?,Eminim ki başarısızlıkları için onu dövmeliyim.,2
Onu daha çok övmeli miyim?,Benim daha fazla takdir göstermeme gereksinim duyup duymadığını merak ediyorum.,0
Onu daha çok övmeli miyim?,Piyano performansı için onu övmeli miyim?,1
Spin ağ teorileri farklı boyutlarda inşa edilebilir.,"Diğer boyutlar, döndürmeli ağ teorileri oluşturmak için kullanılabilir.",0
Spin ağ teorileri farklı boyutlarda inşa edilebilir.,Spin ağları veri saklama teknolojileri için çok kullanışlıdır.,1
Spin ağ teorileri farklı boyutlarda inşa edilebilir.,Spin ağ farklı boyutlarda düşünülemez.,2
"(Çılgınca) Hayır, hayır, ölmeni istemiyorum!",Ben ölmeni istemiyorum!,0
"(Çılgınca) Hayır, hayır, ölmeni istemiyorum!",Ölsen umurumda değil!,2
"(Çılgınca) Hayır, hayır, ölmeni istemiyorum!",Ölseydin çok üzülürdüm!,0
"19 Mart 1875 tarihinde San Jose, Kaliforniya'da herkesin önünde asılmıştır.","Kaliforniya , 1875 yılında halka açık infaz gerçekleştiriyordu.",0
"19 Mart 1875 tarihinde San Jose, Kaliforniya'da herkesin önünde asılmıştır.",Tüm yanlışlarından aklanmış ve serbest bırakılmıştı.,2
"19 Mart 1875 tarihinde San Jose, Kaliforniya'da herkesin önünde asılmıştır.",Ayaklanma ve at hırsızlığı suçlarından asıldı.,0
"Kaotik düzende,  parıldayan yeşil deniz süzülmektedir.",Deniz koyu maviydi ve bardak gibi pürüzsüzdü.,2
"Kaotik düzende,  parıldayan yeşil deniz süzülmektedir.","Deniz, tekneye sıçrayan küçük balıklarla doluydu.",1
"Kaotik düzende,  parıldayan yeşil deniz süzülmektedir.",Deniz yeşildi ve köpürüyor gibiydi.,1
"Yepyeni bir hukuk düzeni, 1860'ların kargaşasından uzaklaşmayı çok istiyordu.",1870'ler itibariyle tüm hukuki düzen çökmüştür ve ülke tamamen anarşidedir.,2
"Yepyeni bir hukuk düzeni, 1860'ların kargaşasından uzaklaşmayı çok istiyordu.",1860'lar çalkantılı bir dönemdi.,0
"Yepyeni bir hukuk düzeni, 1860'ların kargaşasından uzaklaşmayı çok istiyordu.",Yeni yasal düzen işçi haklarını genişletmeyi arzuladı.,1
"Daha yüksek düşünce biçimlerinin, ilk olarak birlikte yaptıkları bir faaliyet sırasında çocuk ve ait olduğu kültürün temsilcileri arasındaki sosyal iletişimde ortaya çıktığına işaret etti.",Çocuklar düşüncenin daha yüksek biçimlerini paylaşabilme yetisinden yoksundur.,2
"Daha yüksek düşünce biçimlerinin, ilk olarak birlikte yaptıkları bir faaliyet sırasında çocuk ve ait olduğu kültürün temsilcileri arasındaki sosyal iletişimde ortaya çıktığına işaret etti.",Balıkçılık bir çok farklı kültürde paylaşılan popüler bir etkinliktir.,1
"Daha yüksek düşünce biçimlerinin, ilk olarak birlikte yaptıkları bir faaliyet sırasında çocuk ve ait olduğu kültürün temsilcileri arasındaki sosyal iletişimde ortaya çıktığına işaret etti.",Ortak aktiviteleri paylaşmak daha üst düzey düşünmeleri paylaşmak için yardımcı oluyor.,0
"Bazı mahallelerde cenaze törenleri, azizler günü kutlamaları ve rahip bulunmadığı zamanlarda cemaate dua eden ruhani liderler, rezadores veya rezadoraslar vardı.",Muhitlerden hiçbirinin papaz olmayan manevi liderleri yoktu.,2
"Bazı mahallelerde cenaze törenleri, azizler günü kutlamaları ve rahip bulunmadığı zamanlarda cemaate dua eden ruhani liderler, rezadores veya rezadoraslar vardı.",Bazı semtlerin rahip olmayan ruhani liderleri vardı.,0
"Bazı mahallelerde cenaze törenleri, azizler günü kutlamaları ve rahip bulunmadığı zamanlarda cemaate dua eden ruhani liderler, rezadores veya rezadoraslar vardı.",Ruhani liderlerin bazılarının saçı siyahtı.,1
"Sosyodramatik oyunda da, çeşitli rolleri harekete geçirme ve koordine etme fırsatları, muhtemelen çocukların arzu, inanç ve duygulardaki insanlar arasındaki benzerlik ve farklılıkları kavramasına yardımcı olur.",Çocuklar insanların ne kadar benzer ve farklı olduklarını öğrenebilir.,0
"Sosyodramatik oyunda da, çeşitli rolleri harekete geçirme ve koordine etme fırsatları, muhtemelen çocukların arzu, inanç ve duygulardaki insanlar arasındaki benzerlik ve farklılıkları kavramasına yardımcı olur.",Çocuklar farklı ırkların ne kadar farklı olduğunu görebilir.,1
"Sosyodramatik oyunda da, çeşitli rolleri harekete geçirme ve koordine etme fırsatları, muhtemelen çocukların arzu, inanç ve duygulardaki insanlar arasındaki benzerlik ve farklılıkları kavramasına yardımcı olur.",Çocuklar hiç bir şey öğrenemiyor.,2
Almanya'nın savaş sonrası anayasal düzeninin en büyük meziyeti o sırada kesinlikle Nazi rejiminin en büyük felaketiydi.,Nazi rejimi buna izin veriyordu.,1
Almanya'nın savaş sonrası anayasal düzeninin en büyük meziyeti o sırada kesinlikle Nazi rejiminin en büyük felaketiydi.,Nazi rejimi dahil olan herkesi öldürmüştü.,1
Almanya'nın savaş sonrası anayasal düzeninin en büyük meziyeti o sırada kesinlikle Nazi rejiminin en büyük felaketiydi.,Nazi rejimi onu durdurdu.,1
"Sonja, kızının öfke nöbetlerini taklit etmeye başladı.",Hiç kimse sinir krizi geçirmiyordu.,2
"Sonja, kızının öfke nöbetlerini taklit etmeye başladı.",Sonja bir çocuktur.,1
"Sonja, kızının öfke nöbetlerini taklit etmeye başladı.",Sonja üzgündü.,1
"Sivil Savaşa zemin hazırlayan elli beş yıl içinde, Mahkeme bu gücü tedbirli bir şekilde kullandı.",İç Savaşla sonuçlanan yıllarda Mahkeme ara sıra bu gücü kullanıyordu.,0
"Sivil Savaşa zemin hazırlayan elli beş yıl içinde, Mahkeme bu gücü tedbirli bir şekilde kullandı.",Mahkeme bu gücü elli beş yıl içinde 4 kere kullanması iç savaşa zemin hazırladı.,1
"Sivil Savaşa zemin hazırlayan elli beş yıl içinde, Mahkeme bu gücü tedbirli bir şekilde kullandı.",Mahkeme bu gücü elli beş yılda 5 milyon kez kullandı ve İç Savaşa neden oldu.,2
"Sizi temin ederim efendim, hepsi  hakkında  tamamen bilgilendirildim.",Size her şey hakkında bana bilgi verildiğini söylüyorum.,0
"Sizi temin ederim efendim, hepsi  hakkında  tamamen bilgilendirildim.",Hakkında bilgilendirildiğim şey dedektifin ölümüydü.,1
"Sizi temin ederim efendim, hepsi  hakkında  tamamen bilgilendirildim.",Benden gizlenen birçok ayrıntı vardı.,2
"Sesler, Kaptan Kan’ı  hoş olmayan düşüncelerinden alarak rahatsız etti.",Kaptan Blood kendisini rahatsız eden düşünceleri bölünmeden düşünebildi.,2
"Sesler, Kaptan Kan’ı  hoş olmayan düşüncelerinden alarak rahatsız etti.",Kanlı Korsan'ın düşünceleri bazı gürültülerle dağılmıştı.,0
"Sesler, Kaptan Kan’ı  hoş olmayan düşüncelerinden alarak rahatsız etti.",Yavruların çığlıkları kaptanı derin düşüncelerinden sıyırdı.,0
"Ama amcanın Barbados'taki evinde bir köleden daha iyi durumda olmadığım zaman, beni belli bir iyilikle kullandığını unutamam.",Barbados'ta bir köle olduğumda bana nazik davrandın.,0
"Ama amcanın Barbados'taki evinde bir köleden daha iyi durumda olmadığım zaman, beni belli bir iyilikle kullandığını unutamam.",Bana inanılmaz derecede zalim davrandın ve bana pislikten daha kötü muamele ettin.,2
"Ama amcanın Barbados'taki evinde bir köleden daha iyi durumda olmadığım zaman, beni belli bir iyilikle kullandığını unutamam.",Bana sahipken amcan beni her gün çok fena dövdü.,1
"Orada, üç milden fazla uzakta olmayan, kara vardı - batı ufkunu dolduran canlı yeşilin düzensiz bir duvarı.",Yemyeşil bir manzara göründü.,0
"Orada, üç milden fazla uzakta olmayan, kara vardı - batı ufkunu dolduran canlı yeşilin düzensiz bir duvarı.",Yaklaşmakta oldukları ada ıssızdı.,1
"Orada, üç milden fazla uzakta olmayan, kara vardı - batı ufkunu dolduran canlı yeşilin düzensiz bir duvarı.",Kilometreler boyunca bitmeyen okyanus dışında hiç kara görmüyorlardı.,2
Majestelerinin bu barbar bölgelere gönderdiği elçisiyim ve Lord Sunderland'ın da yakın akrabasıyım.,"Majestelerinin elçileri var, ve ben onlardan biriyim.",0
Majestelerinin bu barbar bölgelere gönderdiği elçisiyim ve Lord Sunderland'ın da yakın akrabasıyım.,Beni buraya yaklaşık bir hafta önce Majesteleri gönderdi.,0
Majestelerinin bu barbar bölgelere gönderdiği elçisiyim ve Lord Sunderland'ın da yakın akrabasıyım.,Ben Majestelerinden emir almıyorum.,2
Sana borçlandım ya da borçlandığımı düşündüm,Sana borcu olduğunu hiçbir zaman düşünmemişti.,2
Sana borçlandım ya da borçlandığımı düşündüm,Meteliksiz bir dilenciye ettiğin yardım için o sana borçlu.,1
