premise,hypothesis,gpt_label
tobanzaki ete lifuti ekokaki kotindama avant PE PE kotozala escroqué ,technologie eza ya kokota makasi na processus ya ba affaires ya ba organisations pamba te ezuamaka lokola facilitateur Nakati ya compagnie PE Kaka outil te,1
tobanzaki ete lifuti ekokaki kotindama avant PE PE kotozala escroqué ,ba mboka-mokonzi ezali bisika malamu PONA ba compagnie ya ba logiciel ,1
tobanzaki ete lifuti ekokaki kotindama avant PE PE kotozala escroqué ,"totala makoki, perfection eko kozwama te",1
Okoki kokoma parfait soki omipesi makoki nionso,Okotikalaka kozala parfait te,2
Okoki kokoma parfait soki omipesi makoki nionso,Hazmi Na Mihdhar basombaki ndaku PE ba tikala ko Kutana ata lolenge Moko te,1
Okoki kokoma parfait soki omipesi makoki nionso,"Hazmi Na mihdhar ba louaki chambre Moko pona mbula mobimba, PONA 500$ Na mokolo",1
Hazmi Na mihdhar ba louaki chambre moko,mutu Moko ya Al Qaïda akendaki Bosnie bala zomi na mwambe na 2001,1
Hazmi Na mihdhar ba louaki chambre moko,mutu ya Al Qaeda ekendaki na bosnie,1
Hazmi Na mihdhar ba louaki chambre moko,poste ya contrôle ezalaki na makoki Yako Mona ba preuves nionso contre Bango ,1
"Khallad apesaki version ya mibale, elingi koloba ete bango misato ba bembukaki elongo Na karachi",Khallad alobaki ete Ye ayebaki eloko Moko te PONA Bango misato,1
"Khallad apesaki version ya mibale, elingi koloba ete bango misato ba bembukaki elongo Na karachi",khallad alobi ete Bango misato kokaki PE ko bembuka elongo ,2
"Khallad apesaki version ya mibale, elingi koloba ete bango misato ba bembukaki elongo Na karachi",Khallad alobaki azalaki na 50% ya ba chance ete bango misato kakutana Na Karachi Na sanza ya zomi na moko,1
"Rapport ya renseignement, botuni mituna Na binalshibh, mokolo ya yambo ya sanza zomi na Moko ya 2002",binalshibh atunamaki mituna epayi ya détachement special ya FBI,1
"Rapport ya renseignement, botuni mituna Na binalshibh, mokolo ya yambo ya sanza zomi na Moko ya 2002",binalshibh atunamaki mituna Na 2002,0
"Rapport ya renseignement, botuni mituna Na binalshibh, mokolo ya yambo ya sanza zomi na Moko ya 2002","totikala kosolola na binalshibh te , PE alimwa",1
mihdhar azuaki visa ya ba américain ya sika mikolo mibale sima ya bokutani ya CIA-FBI na new York,mihdhar azalaki Na visa ya ba américain PONA kokota Na mboka,0
mihdhar azuaki visa ya ba américain ya sika mikolo mibale sima ya bokutani ya CIA-FBI na new York,"mihdhar atikala kozua visa te, bongo atikala koya epayi Na biso te",2
mihdhar azuaki visa ya ba américain ya sika mikolo mibale sima ya bokutani ya CIA-FBI na new York,Mihar azui visa pamba te bamonaki likama Moko te epayi Na ye,1
"atakutu ba mbula mibale ya enquête, FBI ezalaki na makoki ya ko Mona moninga ya mosala to PE koyeba identité Na ye ya solo te",FBI etikala ko Mona LISUSU moto yango te sima na ye ko logwa Floride Na 2001,1
"atakutu ba mbula mibale ya enquête, FBI ezalaki na makoki ya ko Mona moninga ya mosala to PE koyeba identité Na ye ya solo te",FBI etikala ko yeba azalaki nani,0
"atakutu ba mbula mibale ya enquête, FBI ezalaki na makoki ya ko Mona moninga ya mosala to PE koyeba identité Na ye ya solo te",FBI eyaki koyeba Nani azalaki PE ebwakaki ye na boloko,1
"Na Oyo etali American 11,kosolola normal ya suka na mpepo ezalaki na 08h13",ezalaki na kosolola kowuta ngambu ya american 11,0
"Na Oyo etali American 11,kosolola normal ya suka na mpepo ezalaki na 08h13","ezalaki na kosolola kowuta ngambu ya American 11 , 5 minutes nionso",1
"Na Oyo etali American 11,kosolola normal ya suka na mpepo ezalaki na 08h13",kosolola na American 11 etikala kozala te,2
"soki boluki esalamaki na mozindo, elingaki elakisa esika wapi bato misato Oyo bakima bazali ",bulamatari ya Allemagne akokaki kozala Na pasi Yako kamba enquête Oyo eza mbangu PE mozindo,1
"soki boluki esalamaki na mozindo, elingaki elakisa esika wapi bato misato Oyo bakima bazali ",enquête eko Salama na Pete makasi PONA bulamatari ,1
"soki boluki esalamaki na mozindo, elingaki elakisa esika wapi bato misato Oyo bakima bazali ","makoki eza ya kokoka te, Kasi mukié NDE esalami PONA ko pamza PE ko réformer yango",1
katikala ko bongola programme ya kokengela te,tozali ko Tonga ba précurseurs ya motuya Pona avenir ya technologie ,1
katikala ko bongola programme ya kokengela te,"tozali ko Tonga ba transistors,bongo lobi eko tambolama Na mayele Oyo batu basali",1
katikala ko bongola programme ya kokengela te,tolingi topekisa technologie elonga,1
"Na ndakisa, maximum, ba gènes nionso ekomaki violet","maximun, kaka katikatiya ba gènes ekoki kokoma violet",0
"Na ndakisa, maximum, ba gènes nionso ekomaki violet",eko PE kosalema ete ba gènes ebongola langi,1
"Na ndakisa, maximum, ba gènes nionso ekomaki violet","Tangu mususu, ba gènes ekolo PE kokoma bleu",1
Daniel Yamins aza elenge mathématicien Moko ya makasi,M. Yamins aza Maka si Na math,0
Daniel Yamins aza elenge mathématicien Moko ya makasi,M. Yamins Azo mipesa mingi Na géométrie algébrique ,0
Daniel Yamins aza elenge mathématicien Moko ya makasi,M. Yamins's eat artiste monene kasi mathématicien ya mabe makasi,1
"PE soki eza bongo, bazalaki mingi mingi pêne ya nzelo?",Biosphère ebogwanaka makasi,1
"PE soki eza bongo, bazalaki mingi mingi pêne ya nzelo?",biosphère ebogwanaka nakotalela mulunge,1
"PE soki eza bongo, bazalaki mingi mingi pêne ya nzelo?",biosphère ebogwanaka ata moke te,2
"Na ko sauter Oyo, cristal ya normal ekoki ko encoder ba nsango ebele te",ba cristaux ya mbala nionso eza support Moko ya ko bomba ba nsango Na densité ya likolo,1
"Na ko sauter Oyo, cristal ya normal ekoki ko encoder ba nsango ebele te",ba cristaux ya mbala na mbala eza Na tina te PONA ko coder nsango,1
"Na ko sauter Oyo, cristal ya normal ekoki ko encoder ba nsango ebele te",eza Na ba cristaux Na ndenge mususu oyo eza Na tina PONA encodage ya ba sango ya géographie ,1
"yango Wana, ba kolo basengeli te ko tangisi Bana Oyo baza Na mbula mukié ndenge Nini ko peta kara",basusu bakanisaki ete batu nionso baza ndenge moko,1
"yango Wana, ba kolo basengeli te ko tangisi Bana Oyo baza Na mbula mukié ndenge Nini ko peta kara",Ekolo Oyo etongama Na kondima ete eza Na batu oyo ba leki basusu,1
"yango Wana, ba kolo basengeli te ko tangisi Bana Oyo baza Na mbula mukié ndenge Nini ko peta kara",eske esengeli Na féliciter ye mingi?,1
naza presque sûr ke esengeli Na betaya PONA ba échecs Na ye,nazo komituna soki a esengeli Na reconnaissance mingi kowuta Na nga,1
naza presque sûr ke esengeli Na betaya PONA ba échecs Na ye,eske esengeli Na féliciter ye mingi PONA Ebeteli Na ye piano?,1
naza presque sûr ke esengeli Na betaya PONA ba échecs Na ye,mateya ya réseau ya rotation ekoki kotongama na ba dimension ekeseni,1
ba dimension misusu ekoki kosalema PONA ko élaboré mateya ya ba reseaux ya spin,ba réseaux ya spin eza na Tina makasi PONA technologie ya kobomba ba données ,1
ba dimension misusu ekoki kosalema PONA ko élaboré mateya ya ba reseaux ya spin,ba réseaux ya spin ekoki kokanisama te na ba dimension ekeseni,0
ba dimension misusu ekoki kosalema PONA ko élaboré mateya ya ba reseaux ya spin,"(Na posa nionso), te te, nalingi te okufa",1
nalingi te okufa,etali NGA te soki okufi,2
nalingi te okufa,na kosilika makasi soki okufi,2
nalingi te okufa,ba dimbikaki ye liboso ya batu le 19 ya sanza ya misato 1875 na San Jose na Californie,1
Na Californie ba bandaki ko boma bato liboso ya bato ti Na 1875,ba longolaki etumbu Na ye PE ba sikolaki ye,1
Na Californie ba bandaki ko boma bato liboso ya bato ti Na 1875,ba dimbikaki likola Yako tombola bato PE koyiba ba mpunda,1
Na Californie ba bandaki ko boma bato liboso ya bato ti Na 1875,"Na regime ya mobulu, ebale ya vert kokengisa percole",1
ebale ezalaki ya bleu ya mozindo PE lisse lokola verre,ebale etondaki na ba mbisi ya mikié Oyo ba bandaki ko mituta Na masuwa,1
ebale ezalaki ya bleu ya mozindo PE lisse lokola verre,ebale ezalaki vert PE ezalaki lokola kotoka,1
ebale ezalaki ya bleu ya mozindo PE lisse lokola verre,molongo ya mibeko mobimba ya sika ezalaki na posa Yako bima Na mobulu ya ba mbula 1860,1
"Na ba 1870, molongo ya mibeko nionso ekueyaka PE Mboka ezalaki na kati ya mobulu",ba mbula 1860 ezalaki eleko ya mbutumbutu,1
"Na ba 1870, molongo ya mibeko nionso ekueyaka PE Mboka ezalaki na kati ya mobulu",molongo ya mibeko ya sika ezalaki na posa ya ko étendre mibeko ya mosala,1
"Na ba 1870, molongo ya mibeko nionso ekueyaka PE Mboka ezalaki na kati ya mobulu","Na ndenge na ye, lolenge nionso ya mabanzo ya likolo ebimaka Nanu na kosolola na bato, kati na muana pe ba représentants ya culture na ye Nakati ya ba activité yabatu nionso",1
Bana baza Na makoki ya ko kabola mabanzo na Bango ya likolo te,ko loba mbisi eza Moko ya ba activité eyebani Na bato mingi Oyo ba culture ekeseni ebele esalaka,1
Bana baza Na makoki ya ko kabola mabanzo na Bango ya likolo te,ko sala ba activité Oyo ya batu nionso esika Moko ezalaka tango Moko na Tina PONA ko kabola ba lolenge ya likolo ya makanisi,1
Bana baza Na makoki ya ko kabola mabanzo na Bango ya likolo te,"ba quartier misusu bazali Na ba rezasores to PE ba rezasores, ba Kambi ya molimo Oyo ba Kambi lisanga Na mabondeli Na Tango ya matanga, na tango ya feti ya ba Santu tangu Sango azali te",1
ata lisanga Moko te ezalaki Na ba Kambi ya molimo Oyo bazalaki ba sango te,ba quartier misusu bazalaki Na ba Kambi ya molimo Oyo bazalaki ba sango te,1
ata lisanga Moko te ezalaki Na ba Kambi ya molimo Oyo bazalaki ba sango te,ba Kambi ya molimo misusu ba zalaki Na suki ya mwindo,1
ata lisanga Moko te ezalaki Na ba Kambi ya molimo Oyo bazalaki ba sango te,"Na lisano ya sociodramatique PE, mabaku yako sala PE ko coordonner ba rôle ekeseni kozanga tembe Bana ko sosola kokokani PE kokeseni kati Na ba mposa, bindimeli , PE mayoki ya bato",1
Bana ba koki ko Mona Na point Nini kokeseni ya langi ya loposo eza Yako kesana,Bana bakoki koyekola eloko te,2
Bana ba koki ko Mona Na point Nini kokeseni ya langi ya loposo eza Yako kesana,"ezaleli malamu ya likolo makasi ya molongo ya buku likonzi ya ba allemand ya sima ya bitumba, bongo, ezalaki penza victime monene ya regime nazi",1
Bana ba koki ko Mona Na point Nini kokeseni ya langi ya loposo eza Yako kesana,régime nazi epesaki yango Nzela,1
régime nazi ebomaki ba Oyo nionso bazalaki Na kati,régime nazi apekisaki yango,0
régime nazi ebomaki ba Oyo nionso bazalaki Na kati,Sonja muana a bandaki komekola ba crise ya muana na ye ya muasi,1
régime nazi ebomaki ba Oyo nionso bazalaki Na kati,moto Moko te azalaki Na crise ya Kanda ,1
Sonja aza muana ya muasi,Sonja asepelaki te,0
Sonja aza muana ya muasi,"Na ba mbula nkutu mitano Na mitano Oyo eyaki yambo etumba ya Bana mboka ebanda, cour esalelaki nguya Na yango mukié ",1
Sonja aza muana ya muasi,tribunal ba tango misusu esalelaka nguya Wana na ba mbula zomi yambo etumba ya Bana mboka ebanda,1
tribunal asalelaka nguya Wana mbala mineyi Na tangu ya ba mbula nkuku mitano na mitano Oyo emema etumbu ya Bana mboka,cour asalelaki nguya Wana mbala milio mitano Na ba mbula nkutu mitano Na mitano Oyo emema etumba ya Bana mboka,1
tribunal asalelaka nguya Wana mbala mineyi Na tangu ya ba mbula nkuku mitano na mitano Oyo emema etumbu ya Bana mboka,Brit Hume aza mokonzi ya panzi sangu na fox,1
tribunal asalelaka nguya Wana mbala mineyi Na tangu ya ba mbula nkuku mitano na mitano Oyo emema etumbu ya Bana mboka,Brit Hume asalaka na CNN,1
Brit Hume asalelaka Fox,muana muasi alati bilamba ya pembe,1
Brit Hume asalelaka Fox,maison blanche elandelaka Na ko bombama ba Oyo balingi kibokonzi na politique Na Zela ya FBI,1
Brit Hume asalelaka Fox,maison blanche esalelaka FBI Na ndenge Moko ya mabe,1
Charles lane aza mopanzi sango ,Charles lane atekaki mutuka,1
Charles lane aza mopanzi sango ,Charles lane alongaki pulitzer,1
Charles lane aza mopanzi sango ,ndaku ya kosambisa ezali arène politique be Moko te Na Washington Na tongo,1
ndaku ya kosambisa eza esika be Moko te ya politique Na Washington ,mokolo ya Politique eko Banda mbala mususu na tongo,1
ndaku ya kosambisa eza esika be Moko te ya politique Na Washington ,"iyo, eza Penza kitoko, mbula ebetaki?",1
ndaku ya kosambisa eza esika be Moko te ya politique Na Washington ,eza somo makasi Na moyi ezanga suka,1
bomoi nionso esengeli eleka na cure ya dexintox PE ko pesama change ya mibale,balinga ko tambola,1
bomoi nionso esengeli eleka na cure ya dexintox PE ko pesama change ya mibale,bawuti kosilisa kotambola kala te,2
bomoi nionso esengeli eleka na cure ya dexintox PE ko pesama change ya mibale,okosala aerobic ndenge nini,1
okoki limbolela nga ndenge Nini obandaki kosala aerobic?,Ozo landela maye matali aerobic pamba te naza Na posa ya misala ya motema,1
okoki limbolela nga ndenge Nini obandaki kosala aerobic?,kotika kolobela aerobic ,0
okoki limbolela nga ndenge Nini obandaki kosala aerobic?,"eh malamu, aza malamu ye Wana, Na banzaki yango te, iyo",1
eza makanisi ya buzoba Oyo na buakisaki mposo Oyo eleki,eza likambo ya malamu,2
eza makanisi ya buzoba Oyo na buakisaki mposo Oyo eleki,Yako kamua Oyo ozo lobela eza likambu ya motuya,1
eza makanisi ya buzoba Oyo na buakisaki mposo Oyo eleki,ezalaki eloko ba kanaki,1
yango NDE ba mekaki kosala,etikala kozala eloko na lingaki te,2
yango NDE ba mekaki kosala,ba kokisi Oyo ba kanaki,1
yango NDE ba mekaki kosala,katikati ya ba masasi minduki ebetaki esimbaki te likolo ya kosalela liboko moko,1
nayebi mingi te Na makambu yango,Na yebi eloko te Na masolo ya bolingo,1
nayebi mingi te Na makambu yango,nazo tanga yango uta ba mbula ebele,1
nayebi mingi te Na makambu yango,iyo azalaki kitoko boyebi,1
"iyo, apesaki kaka likanisi ya kozua Moko eh, Loc ndenge ba kosalela yango","libongo ya monene ya ngambu Nord-ouest ezo sala libongo kitoko, Kasi mayi PE plage ekoki kozala salité",1
"iyo, apesaki kaka likanisi ya kozua Moko eh, Loc ndenge ba kosalela yango",bazali na pasi PE Kanda PONA bato nionso Na bayé ba sengeli ko kabola côte ,1
"iyo, apesaki kaka likanisi ya kozua Moko eh, Loc ndenge ba kosalela yango","Kublai Khan atongaki mboka mokonzi na 1279 pene pêne ya lac beihai ya Pekin, esika misusu ya ba",1
"assimilé na pete mingi na kati ya communauté ya bato ya Engele, kaka ba eteyelo bandi ete",bokomona bilili ya lisolo ya Anna PE ya Amsterdam na maye matali bambo ya bilili PE bikolo ya eleko,1
"assimilé na pete mingi na kati ya communauté ya bato ya Engele, kaka ba eteyelo bandi ete",Boko Mona bilili te,1
"assimilé na pete mingi na kati ya communauté ya bato ya Engele, kaka ba eteyelo bandi ete",Boko Mona bilili ,0
Boko Mona ndambu ya bilili ya liboso,"treasure beach eza, na lolenge moko to PE mosusu, zone ya hotel Moko, Kaka mua ba hôtel eza ebele pene pene ya libongo",1
Boko Mona ndambu ya bilili ya liboso,ba choix ya ba hotel eza penza ebele te PONA bato Oyo bazokende Na treasure Beach,1
Boko Mona ndambu ya bilili ya liboso,eza na hotel Moko ya 4 étoiles Oyo efungwa PONA ba touristes Oyo bazo tala treasure beach,1
treasure beach eza Moko ya ba station balnéaire ebele ya region oyo,"eleko ya moto ezalaka kitoko (Kasi Molunge te) PE komatisa moto ya mulunge ya ebale, tango NDE esali été ezala ngonga kitoko ya ko dinda Na sema ya mayi, sokola na ebale Na tuba PE activités misusu ya mayi",1
treasure beach eza Moko ya ba station balnéaire ebele ya region oyo,molunge eleka 100 degrés to PE koleka na Eté ,1
treasure beach eza Moko ya ba station balnéaire ebele ya region oyo,"mingi mingi , Molunge ezalaka 75 na été ",1
ezalaka mulunge Na tango ya été,bato tikala bo buaka mbongo te pamba te ememamaka malchance ,1
ezalaka mulunge Na tango ya été,bato bazo buaka mbongo ya mabende ata kutu panneau ezo yebisa Bango basala yango te,1
ezalaka mulunge Na tango ya été,bato ba buaki biteni Na mayi,1
"engumba ya libongo ya Nauplie eza base ya solo esika wapi okoki kotala region Wana, tope esika okoki kolia Na tongo pendant excursion ",Nauplie eza na emoneli kitoko,0
"engumba ya libongo ya Nauplie eza base ya solo esika wapi okoki kotala region Wana, tope esika okoki kolia Na tongo pendant excursion ",Nafplio eza na base ya mabe,1
"engumba ya libongo ya Nauplie eza base ya solo esika wapi okoki kotala region Wana, tope esika okoki kolia Na tongo pendant excursion ",Nafplio eza base ya kitoko makasi,0
"Kasi, participation Na etumba ya etumba mokili mobimba ya mibale ebandaki na plan ya entraînement ",Bokoki ko banza mokumbi bulldozer Azo pelisa bulldozer ,1
"Kasi, participation Na etumba ya etumba mokili mobimba ya mibale ebandaki na plan ya entraînement ",bo Koki ko panza mokumbi ya bulldozer ,1
"Kasi, participation Na etumba ya etumba mokili mobimba ya mibale ebandaki na plan ya entraînement ",Bo koki te ko banza mokumbi bulldozer te,1
Na ndimi Makasi ete munganga a zuaki mukanda Oyo na tindelaki ye,naliaki gâteau Oyo munganga atindelaki NGA te Na fetu ya noel Oyo kuna,1
Na ndimi Makasi ete munganga a zuaki mukanda Oyo na tindelaki ye,munganga atindelaki NGA mulangi ya vino na feti ya noel Oyo kuna,1
Na ndimi Makasi ete munganga a zuaki mukanda Oyo na tindelaki ye,"ba bongoli kombo ya équipe, pamba te kombo Wana eyebanaki na bato te",1
"Equipe ezalaki Na kombo Moko yambo ezua kombo Oyo, kombo oyo ekoki kozuama lokola kombo ya ko Bamba lokola kombo ya ko Bamba ya ba Indien ",Equipe eza kaka na kombo te,2
"Equipe ezalaki Na kombo Moko yambo ezua kombo Oyo, kombo oyo ekoki kozuama lokola kombo ya ko Bamba lokola kombo ya ko Bamba ya ba Indien ",Na kokaki te ko Mona ndimbola ya bongo na kati ya dictionnaire ya ba synonyme,1
