premise,hypothesis,gpt_label
A mulher está aplicando despretensiosamente o cream cheese em um bagel torrado,O cream cheese é produzido na Filadélfia.,1
Dois indivíduos estão trabalhando no computador,Os dois indivíduos estão trabalhando em um projeto de programação,1
Uma mulher está ralando o queijo com um utensílio,A mulher está preparando um prato que leva queijo.,0
Uma mulher está admirando as gravuras da coleção na parede enquanto está parada na escada do local,A mulher está planejando comprar uma das gravuras na parede,1
Pessoas estão participando da inauguração de uma exposição,Há pessoas presentes na abertura de uma exposição,0
Existe um maço de couve fresca nas mãos de uma pessoa,As mãos da pessoa estão vazias.,2
"A cama está arrumada e sobre ela há uma bandeja com uma xícara de café, uma agenda e um notebook",A cama está desarrumada e não há nada sobre ela.,2
"O céu exibe tons de amarelo, laranja e vermelho como se estivesse em chamas",O céu parece um quadro de Van Gogh,1
Pessoas estão sentadas em formato de roda em um moderno e colorido espaço de trabalho,As pessoas estão sentadas em uma mesa redonda em um espaço de trabalho moderno,0
O homem está guardando o violão na estante,O homem está ouvindo música clássica.,1
Canecas de chope estão sendo brindadas,Há um brinde acontecendo com canecas de chope,0
Dez brigadeiros de limão siciliano estão enrolados em granulado bolinha verde e dispostos em uma bandeja retangular de madeira,Os brigadeiros de limão siciliano foram feitos por uma confeiteira renomada,1
A informação principal é que restam alguns dias para as eleições,As eleições já ocorreram.,2
Um flyer anuncia o lançamento de vendas online de uma marca de roupas,Uma marca de roupas está iniciando suas vendas online.,0
"Três braceletes de argolas nas cores dourada, prata e rosê estão no braço da mulher",A mulher está usando três braceletes de argolas de diferentes cores.,0
Uma reunião está ocorrendo virtualmente com a participação de várias pessoas apresentadas em formato de mosaico,A reunião está acontecendo pelo Zoom,1
Uma pessoa está protegendo um violão,Uma pessoa está cantando uma canção,2
Uma mulher está se equipando antes de mergulhar,A mulher está se preparando para escalar uma montanha,2
Quatro mãos estão segurando diferentes tipos de picolé,Estão segurando diferentes tipos de sorvetes em palitos.,2
"Homens estão vestindo chapéus de palha e crachás de festival, olhando intrigados para algo no horizonte",Há uma banda tocando no palco principal do festival.,1
Um homem de patins não está no céu próximo a uma montanha,O homem de patins está perto de um lago,2
Uma guitarra está sendo dedilhada por um músico,Um músico está tocando guitarra,0
Uma criança está pintando usando a boca durante uma oficina,Uma criança está participando de uma oficina.,0
A água está sendo derramada na chaleira pelo homem,O homem está enchendo a chaleira com água,0
O shampoo e condicionador estão dispostos na janela do box do banheiro,Não há nada na janela do box do banheiro,2
Uma mulher está subindo em uma bicicleta em uma calçada,Uma mulher está andando a pé pela calçada,2
Uma ave com olhos e bico vermelhos possui penas de cor azul vibrante,Existe um pássaro cujas penas são azuis.,0
"Uma sala de aula contém carteiras estudantis vazias, cadeiras vermelhas e carteiras brancas durante o dia",Há cadeiras vermelhas na sala de aula.,0
"A lancheria serve um sanduíche composto por pão tipo baguete, alface, tomate, pepino, queijo, carne e bacon",A lancheria serve suco de laranja,2
"Vários idosos estão acomodados nos bancos do parque, contemplando o pôr do sol",Muitos idosos estão assistindo o pôr do sol no parque,0
Quatro potes de geléia de tomate estão dispostos na mesa da cozinha,Há geléia de tomate na mesa da cozinha,0
A água está sendo derramada na chaleira pelo homem,A chaleira está vazia e seca,2
Os pais da garota estão presentes,A garota está sem os pais,0
O indivíduo está afinando o violão,O indivíduo não está mexendo em seu instrumento musical,2
O maestro da orquestra municipal está no palco com as mãos para cima e a batuta empunhada,O maestro está pronto para reger a orquestra municipal.,0
A toalha molhada que está sobre uma necessaire,A toalha azul está sobre uma necessaire verde,2
O chimpanzé está rodeado de folhas na floresta,O chimpanzé está em uma área deserta sem vegetação.,2
"Vários homens se reúnem e se abraçam, formando um círculo no centro de um campo de futebol",Os homens estão usando uniformes de futebol vermelho e preto,1
A mulher apaixonada é uma pintora de sonhos,A mulher apaixonada está ligada às artes.,0
O homem está lendo o rótulo da loção hidratante,O homem está analisando as informações do rótulo de um hidratante,0
Um campo de futebol à beira-mar está deserto,Não há ninguém jogando futebol na praia,0
Muitos surfistas estão deslizando sobre as ondas,Os surfistas estão competindo numa competição internacional.,1
A garota está equilibrando-se em um monociclo sobre uma ponte de corda,A garota está usando um capacete enquanto anda de monociclo,0
O CD contém as partituras das obras mais famosas,A capa do CD tem uma imagem de uma orquestra.,1
Não há nenhum coelho saltando buracos,Os coelhos estão comendo cenouras em um campo.,2
A equipe brasileira está reunida em círculo na quadra com os braços erguidos,A equipe brasileira está usando uniformes verdes e amarelos,1
Uma borboleta sem vida jaz ao lado de uma mulher morena repousando em uma pedra,Há uma borboleta morta.,0
O menino e a menina estão correndo ao longo do riacho,Duas crianças estão correndo perto de um corpo de água.,0
Não há nenhum barco de vela vermelho navegando contra a correnteza,Há um barco a motor azul navegando ao longo do curso do rio.,1
O quadro tem o desenho da cabeça de um touro branco em perfil,O desenho no quadro representa um touro branco.,0
A atleta  ganhou a medalha de bronze nos Jogos Paralímpicos,A atleta é uma excelente nadadora,1
Um homem está sentado próximo a dois adolescentes,Um homem está lendo um livro.,1
A afirmação defende que é possível realizar um treinamento intenso mesmo estando em casa,O treinamento intenso só pode ser feito em uma academia,2
Os filhos da pessoa estão aproveitando as férias brincando com amigos e comendo pipoca,Os filhos da pessoa jogam bola no parque,2
Brinquedos de tecido estão alinhados no chão de madeira pintada de branco,Existem brinquedos no chão pintado de branco.,0
Três panos de prato com estampas natalinas estão dobrados,Existem panos de prato com estampas natalinas dobrados,0
Um pequeno garoto oriental está sentado além do grupo e está se divertindo com um pião,Um pequeno garoto oriental está de pé no meio do grupo,2
Um bolo redondo é coberto com chantilly espatulado branco e decorado com rosas e rosetas na lateral e em cima,O bolo redondo tem sabor de baunilha.,1
Uma borboleta aconselha uma lagarta que ela precisa se transformar para poder voar,A borboleta diz à lagarta que ela pode voar sem se transformar,0
A eletricidade não voltou e o banho ainda será com água fria,O liquidificador na cozinha está sem uso.,1
Um personagem do filme fez muito sucesso,O personagem do filme foi bem recebido pelo público,0
Um profissional de saúde está realizando radioterapia em um paciente deitado,O profissional de saúde está realizando uma cirurgia no paciente,2
Uma mulher está abotoando um casaco,A mulher está usando um chapéu vermelho.,1
Uma menina está pulando enquanto joga tênis de praia com um instrutor,A menina está sentada descansando após o jogo de tênis de praia,2
Um estudo revela que a expectativa de vida diminui ao consumir mais de sete latas de cerveja por semana,Algumas pessoas gostam de beber cerveja nos fins de semana.,1
"Duas mulheres estão apresentando um monólogo, que é extremamente divertido, com uma dançarina de balé no meio de uma plateia entusiasmada",Não tem nenhuma mulher apresentando um monólogo divertido.,2
A psicóloga alerta sobre casos de tristeza profunda e depressão,A psicóloga não menciona a tristeza e a depressão em seu aviso.,2
Uma borboleta azul com asas brilhantes repousa sobre a flor vermelha,Não há borboletas pousando em flores,2
Uma médica está examinando a garganta de uma paciente e questiona a importância da videolaringoscopia,A médica está usando um estetoscópio no exame da paciente,2
Uma gaivota está voando sobre as ondas do oceano,A gaivota está voando acima da água do mar,0
Os carros estão sendo dirigidos por dois motoristas,Apenas um motorista está dirigindo todos os carros,2
Não existe pessoa alguma girando o dial de um rádio antigo,O rádio antigo não está sendo usado por alguém.,0
O gato está comendo ração de um prato,O gato é um felino de pelo longo.,1
Uma criança vestida de camisa social está segurando um dado em sua mão direita,A criança está vestindo uma calça jeans azul,2
No jantar serviremos batatas salpicadas e um prato de anéis de cebola empanados,Será servido vinho durante o jantar.,1
Não há nenhuma mulher lendo um livro sob a sombra de uma árvore em uma tarde de primavera,Uma criança está brincando ao sol em uma tarde de primavera,1
Várias pessoas estão navegando em um caiaque,Um grupo de indivíduos está praticando caiaque.,0
Dois atletas paraolímpicos em cadeiras de rodas estão competindo em uma corrida,Os atletas paraolímpicos estão disputando a medalha de ouro na corrida.,1
Há um menino alegremente empinando uma pipa de papel,O menino está triste e sua pipa de papel está no chão,2
"Duas mulheres estão apresentando um monólogo, que é extremamente divertido, com uma dançarina de balé no meio de uma plateia entusiasmada",Está acontecendo uma apresentação de monólogo por duas mulheres e é muito engraçada.,0
Policiais prendem o motorista no local onde a carreta foi parada,O motorista estava usando um macacão azul.,1
Leitos estão organizados separadamente por divisórias,Há divisórias entre os leitos,0
A atleta  ganhou a medalha de bronze nos Jogos Paralímpicos,A atleta conquistou uma medalha nos Jogos Paralímpicos,0
A pessoa tem o cabelo preso em um rabo de cavalo com alguns cachos soltos ao redor da testa,A pessoa tem o cabelo totalmente solto,2
Membros do movimento estão formalizando uma solicitação contra o aumento das tarifas de ônibus,O movimento está organizando uma reunião para discutir questões de transporte público,1
Um vidro transparente com álcool em gel está posicionado sobre duas máscaras para o rosto em um balcão preto,O recipiente transparente com álcool em gel está vazio e ao lado das máscaras,2
O texto apresenta um conteúdo alternativo relacionado à física,O texto apresenta um conteúdo tradicional sobre física,2
Uma guitarra está sendo dedilhada por um músico,Há um palco iluminado ao fundo,2
Nenhum pássaro está voando sob a chuva,Há pássaros cantando em uma árvore.,2
Uma mulher está usando uma máscara com representações de vírus enquanto questiona como o coronavírus impacta as relações de trabalho,Uma mulher sem máscara está discutindo sobre como o coronavírus não afeta as relações de trabalho,2
Um bando de amigos se reúne à beira do lago,Alguns amigos estão pescando no lago,1
A garotinha está usando um vestido azul e está sorrindo,Uma criança vestida de azul está feliz,0
O palácio do governo está aberto a visitações,As pessoas podem visitar o palácio do governo.,0
Uma mulher em um skate pink está fazendo manobras enquanto uma amiga em um patins azul está se aproximando,A mulher de patins azul está indo para a academia.,2
Caixas de presente amarelas com laços azuis foram entregues,Os presentes dentro das caixas são livros.,1
Não há nenhum gato que é siamês e branco no jardim carregando um novelo de lã nas suas patas,Há um gato siamês e branco carregando um novelo de lã no jardim,2
Caramelos de leite estão dispostos na mão,A mão está vazia e sem caramelos.,2
Um gato preto está pulando por um muro de pedras,Um gato preto está dormindo em um muro de pedras.,2
Uma mulher está rasgando um casaco com uma tesoura,A pessoa está cortando um casaco com uma tesoura,0
Uma costureira está modelando um tecido laranja em uma mesa de costura,A costureira está trabalhando com um tecido de cor laranja.,0
Um barco está navegando,O barco está parado.,2
Ao lado da casa há uma pequena lavoura de feijão,Existe uma lavoura de feijão ao lado da casa,0
"Um prato de ovos mexidos, salsichas e queijo é colocado na mesa ao lado de uma xícara de chá preto com leite","O prato de comida tem ovos mexidos, salsichas, queijo e bacon",1
Não há nenhum homem tamborilando seus pés,Há um homem tocando bateria.,2
"Os casarões, apesar de antigos, possuem boa acessibilidade",Os casarões têm lindos jardins.,1
Um estudo sugere que jantar enquanto assiste TV ou usa o celular pode levar ao ganho de peso,Usar o celular durante as refeições pode distrair a pessoa do que está comendo.,1
Ciclistas e ônibus estão navegando através do trânsito frenético na metrópole,Ciclistas e ônibus estão percorrendo uma estrada tranquila na metrópole.,2
A fragrância com embalagem transparente e tampa dourada está posicionada sobre uma textura e folhas douradas,A fragrância está em cima de uma textura e folhas douradas.,0
A pessoa tem o cabelo preso em um rabo de cavalo com alguns cachos soltos ao redor da testa,Alguém tem cachos soltos ao redor da testa,0
Três gatos não estão brincando juntos,Três gatos estão dormindo juntos.,2
Um cisne majestoso está repousando na margem de um lago sereno,O cisne está voando sobre o lago.,2
Um homem está sentado próximo a dois adolescentes,O homem está sozinho.,2
Um gato está deliciosamente se esbaldando com o sol na varanda,O gato está aproveitando o sol na varanda,0
O indulto para condenado por corrupção poderá ser proibido,Existe a possibilidade de proibição do indulto para condenados por corrupção.,0
Engrenagens estão fixadas em uma parede e contidas em uma caixa de inox polido,As engrenagens estão soltas sobre a mesa.,2
"Alunas de balé, mães e professora prestam homenagem ao Outubro Rosa","As alunas de balé, mães e professora ignoram o Outubro Rosa.",2
Um senhor de 50 anos está sorrindo com alegria,O homem de 50 anos está vestindo um casaco azul.,1
A afirmação defende que é possível realizar um treinamento intenso mesmo estando em casa,O treinamento intenso pode ser feito em casa,0
Duas mulheres com patins estão à beira de um lago congelado,Existem pessoas prontas para andar de patins em um lago congelado,0
Uma garota de vermelho está correndo de um homem de vermelho,Uma garota de vermelho está carregando uma bolsa azul,0
O cartaz informa sobre as operações atuais da polícia durante a pandemia do novo Coronavírus,O cartaz não contém informações sobre as operações atuais da polícia durante a pandemia do novo Coronavírus,2
"Um trem está cheio de pessoas, tanto sentadas quanto em pé, todas usando máscaras faciais",As pessoas no trem não estão usando máscaras faciais.,2
"O garoto, que é muito jovem, está meticulosamente amarrando os cadarços de seu tênis",O menino não está amarrando os cadarços do tênis.,2
O quadro tem o desenho da cabeça de um touro branco em perfil,O quadro tem um desenho de uma cabeça de cavalo.,2
"Duas mulheres, um homem e duas pequenas meninas estão reunidos ao ar livre de uma larga praça, diante de uma multidão de espectadores","Um grupo de cinco pessoas, sendo duas delas crianças, está reunido em uma praça grande com muitos espectadores ao redor.",0
Uma profissional da saúde está aplicando a vacina no braço de uma mulher,A mulher não está recebendo a vacina,2
Dois halteres e uma maçã enrolada com uma fita métrica estão dispostos,Não há halteres nem maçã envolvida por uma fita métrica,2
Um barco está sendo navegado por um jovem,O jovem é um marinheiro experiente,0
Duas mulheres não estão tirando um descanso no plantio do jardim,Duas mulheres estão descansando enquanto plantam um jardim,2
Os filhotes de cachorro nos cestos estão sendo usados como adereços para um comercial de televisão,"Os filhotes de cachorro estão sendo usados para um filme, não um comercial de televisão",2
Não tem nenhuma mulher gritando,O ambiente está livre de gritos de mulheres,0
Um gato preto está deitado em uma almofada,O gato preto tem olhos verdes.,1
Dois gatos estão se divertindo no jardim cheio de flores,Os gatos estão brincando ao ar livre,2
Caixas de vacinas estão sendo descarregadas,Vacinas estão sendo retiradas de seu meio de transporte,0
Oito aplicadores de produtos de sobrancelha estão dispostos numa mesa,Não há aplicadores de produtos de sobrancelha na mesa.,2
Não tem nenhuma mulher gritando,Uma mulher está sorrindo,0
O cachorro está correndo atrás do gato no jardim,O gato está sendo perseguido por um cachorro.,0
Uma mulher envolta em uma toalha está se maquiando diante de um espelho,Uma mulher envolta em uma toalha está se despindo diante de um espelho.,2
Uma bola vermelha está sendo chutada por uma criança que está brincando no parque,Uma bola azul está sendo chutada por uma criança que está em casa,2
Não tem nenhum homem assando um peixe,Uma mulher está grelhando um peixe,1
Um bolo redondo é coberto com chantilly espatulado branco e decorado com rosas e rosetas na lateral e em cima,O bolo redondo não tem decoração alguma,2
Uma mulher possui um chip localizado atrás de sua orelha,A mulher não possui nenhum objeto estranho em seu corpo,2
Um gato está se aquecendo em um telhado enquanto a lua lança seu brilho suave sobre ele,O gato tem pelo curto.,1
Há livros infantis disponíveis na biblioteca,A biblioteca tem uma seção de livros de culinária,1
"Três adolescentes estão segurando seus celulares, com uma delas exibindo a tela da rede social",Nenhum adolescente está segurando um celular,2
Uma garotinha está tampando o rosto com a mão,A garotinha está com as mãos para baixo.,0
Uma mão está segurando uma casquinha de sorvete de dois sabores,Uma casquinha de sorvete de dois sabores está sendo segurada por uma mão,0
A atleta  ganhou a medalha de bronze nos Jogos Paralímpicos,A atleta não conseguiu nenhuma medalha nos Jogos Paralímpicos,2
Um homem está descascando uma laranja que é suculenta,Um homem está comendo uma laranja,0
O quadro tem o desenho da cabeça de um touro branco em perfil,O quadro tem uma moldura dourada.,2
Uma tábua especial de frios contém uma ampla variedade de opções,A tábua de frios tem poucas opções,0
Um garotinho está usando uma camiseta azul e está correndo em um parque infantil,Há um menino correndo em um playground vestindo uma camiseta azul,0
Um homem está assando peixe,Peixe está sendo preparado na churrasqueira por um homem,0
Os foliões estão dançando na festa junina,Os foliões estão vestindo roupas tradicionais de festa junina,1
O céu está nublado e ventando,Há uma bandeira tremulando no topo do mastro,0
"Eu e minha noiva tiramos uma selfie durante nosso casamento, junto com fotos de família",A selfie tirada durante o casamento foi publicada no Facebook.,1
Uma pessoa está engajada em estudos,Alguém está aprendendo algo.,0
Um homem está descascando uma laranja que é suculenta,O homem não está descascando nenhuma fruta,2
O homem está lendo o rótulo da loção hidratante,O homem usa regularmente loção hidratante,1
Uma mão está manuseando uma máquina de cartão para realizar um pagamento,A máquina de cartão não está sendo usada para realização de um pagamento,2
Um garoto está praticando uma melodia no piano,O garoto está tocando uma música de Beethoven no piano,1
Um lagarto está posicionado sobre um afloramento rochoso cercado por galhos secos,Existe um lagarto em um local rochoso com galhos secos ao redor,0
Uma rua é composta por várias casas coloridas vistas de frente,As casas vistas de frente são coloridas,0
"Depois de um dia de pesca, o pescador visualiza a praia com coqueiros para onde volta",O pescador está retornando para a praia após a pesca.,0
Duas garrafas do vinho tinto estão dispostas sobre uma mesa de madeira,Há vinho tinto em cima de uma mesa,0
"A sala possui uma mesa decorada, uma planta, um puff e vários artigos decorativos","A sala é vazia, sem móveis ou decorações.",2
Três gatinhos estão se divertindo em um jardim florido,Não há gatos no jardim,2
Não há nenhuma mulher descascando algumas batatas agilmente com um descascador,Uma mulher está descascando batatas rapidamente com um descascador,2
Uma mulher está caminhando sob a neve,A mulher está se movendo ao ar livre.,0
A mulher está sentada no jardim e a criança está escorregando do balanço,A mulher está dentro de casa e a criança está dormindo,2
Uma mulher está derramando um jarro de calda de chocolate em um bolo esfarelado,O bolo está sendo coberto com calda de chocolate.,0
Duas crianças estão se divertindo juntas no parquinho,Há crianças brincando no parquinho.,0
Mãos masculinas tatuadas estão realizando trabalhos manuais em madeira,As tatuagens nas mãos são de desenhos tribais.,1
Não há ninguém lavando o carro,O carro não está sendo lavado,0
"Um mini hambúrguer artesanal de carne bovina é servido espetado por um palito gourmet, acompanhado de tomate cereja e alface americana",O mini hambúrguer artesanal é acompanhado de vegetais,0
Um bolo comemorativo está sendo feito na confeitaria,Um bolo está sendo preparado na confeitaria para uma celebração,0
Os pés de uma modelo estão calçados com um sapato de verniz,A modelo está usando sapatos de verniz.,0
Um pequeno garoto oriental está sentado além do grupo e está se divertindo com um pião,Um menino asiático está brincando com um pião longe do grupo,0
Vários educadores se reúnem para iniciar um projeto,Um grupo de educadores está começando um projeto,0
Uma mulher está folheando um livro com várias outras obras empilhadas ao fundo,"A mulher está apenas observando as obras ao fundo, sem tocar em nenhum livro",2
O palácio do governo está aberto a visitações,O palácio do governo está fechado ao público.,2
Depois do almoço foi servido uma sobremesa de sorvete de creme,Sorvete de creme foi servido.,0
A energia elétrica não deve ser interrompida durante a pandemia,O fornecimento de gás não deve ser interrompido durante a pandemia.,1
"Uma mulher negra, com uma expressão séria, está encostada em um objeto vermelho",Uma pessoa com uma expressão séria está encostada em um objeto vermelho,0
Eu e minha mãe tiramos uma selfie enquanto ela segurava um buquê de flores amarelas,Minha mãe e eu temos uma foto juntas com um buquê de flores amarelas.,0
Uma mão é vista segurando uma pipa em direção a um arco-íris ao fundo,Não há arco-íris à vista.,2
Duas mulheres são personagens centrais desta obra de arte,A obra de arte é focada em duas mulheres,0
A veterinária está cuidando de dois cachorros doentes ao mesmo tempo,A veterinária está atendendo somente um cachorro,2
A modelo veste um biquíni azul com detalhe em verde,A modelo tem cabelo preto longo,1
Uma mãe e seu filho estão sendo assustados no carrinho de um trem fantasma,A mãe e o filho estão rindo no carrinho do trem fantasma,0
Um gato cinza escuro e um coelho branco puro estão correndo no jardim,Não há animais no jardim.,2
O resultado da segunda chamada do vestibular já está disponível no site oficial,Ainda não se sabe o resultado da segunda chamada do vestibular.,2
Uma pessoa está engajada em estudos,A pessoa está dormindo.,2
"Várias pimentas de cores verdes, laranjas e vermelhas estão reunidas","Há uma cesta de pimentas amarelas ao lado das pimentas verdes, laranjas e vermelhas.",1
Um indivíduo está vestindo um suéter vermelho e caminhando descalço no campo de futebol,O indivíduo está usando sapatos e andando num campo de voleibol.,2
O perfume tem vidro de cor preta com tampa preta,O perfume está em um frasco de vidro transparente.,2
Uma mulher está se expressando com um piano,Uma mulher está tocando piano,0
Não há nenhum cachorro pulando a cerca com uma bola,A cerca não está sendo pulada por um cachorro com uma bola,0
Um par de tênis preto infantil é visto de cima para baixo,Há um par de meias de criança ao lado do tênis.,1
"Duas mulheres, um homem e duas pequenas meninas estão reunidos ao ar livre de uma larga praça, diante de uma multidão de espectadores","Não há ninguém reunido ao ar livre em uma praça, muito menos diante de uma multidão de espectadores.",2
Um homem está aparando a barba meticulosamente,Um homem está penteando o cabelo,2
"A modelo está sentada em uma cadeira em uma casa, vestindo um chinelo rasteira bege com enfeite","A modelo está de pé na rua, usando uma sandália de salto alto preta.",2
Dois gatos estão se divertindo no jardim cheio de flores,Os gatos estão dentro de casa,2
Pacotes de bombons de chocolate com banana e chocolate com amendoim sem açúcar estão dispostos sobre uma mesa,Pacotes de bombons de chocolate com açúcar estão dispostos sobre a mesa.,2
Um senhor de 50 anos está sorrindo com alegria,O homem de meia-idade está expressando felicidade através de seu sorriso.,0
Uma criança está alimentando um pato amarelo com migalhas de pão na beira do lago,O pato amarelo está sendo alimentado com migalhas de pão por uma criança.,0
Um aparelho removível está presente,Não há aparelho removível disponível,2
Não há nenhuma mulher descascando algumas batatas agilmente com um descascador,Nenhuma mulher está usando um descascador para descascar batatas de maneira ágil,0
Os pais estão observando suas trigêmeas recém-nascidas,Os pais estão olhando seus filhos gêmeos,0
Um homem está descascando uma batata amarela,O homem não está descascando uma batata,2
Um campo de futebol à beira-mar está deserto,O campo de futebol à beira-mar está cheio de jogadores,2
"Uma pessoa de blusa verde estampada está sentada em frente a uma grande árvore, usando óculos escuros e segurando o cabelo",A pessoa não está usando óculos.,2
Caramelos de leite estão dispostos na mão,Os caramelos de leite estão embrulhados em papel dourado.,1
Uma reunião está ocorrendo virtualmente com a participação de várias pessoas apresentadas em formato de mosaico,"As pessoas estão se reunindo fisicamente, não virtualmente",2
A mulher não está pintando uma tela de tecido,A tela de tecido não está sendo pintada por uma mulher,0
Uma menina jovem está dançando e tocando o piano,Uma menina jovem está tocando o piano,0
"Um homem, que está de pé, está declamando um poema e tocando flauta",Existe um homem tocando flauta e recitando versos,0
Um gato preto está deitado em uma almofada,O gato preto está correndo ao redor da casa.,2
Vários indivíduos se encontram em um campo de futebol para um torneio amador,Não há ninguém no campo de futebol.,2
A senhora serviu um bule de chá aos seus convidados,A senhora não serviu nada para seus convidados.,2
"Uma família está reunida em casa, sentada no sofá",Pessoas estão juntas sentadas no sofá de uma casa.,0
Um homem está acariciando um guaxinim,Um homem adora animais,0
Panquecas estão servidas em um prato branco com detalhes de bolinhas verdes,Panquecas estão em um prato com detalhes verdes,0
Leitos estão organizados separadamente por divisórias,Os leitos estão organizados sem divisórias,2
Uma garota está dançando sob a chuva no campo,A garota está dançando ballet no campo.,1
Uma mulher está apresentando uma palestra em um palco,Uma palestra está sendo apresentada por uma mulher no palco,0
Um estudo revela que a expectativa de vida diminui ao consumir mais de sete latas de cerveja por semana,Beber mais de sete latas de cerveja por semana não tem efeito na expectativa de vida.,2
Vários pedaços de sushi estão sendo degustados por um homem,Um homem não está comendo sushi,2
Um prato do restaurante contém filé de salmão acompanhado de batatas,O restaurante está servindo filé de salmão com batatas,0
Dois amigos estão relaxando à sombra de uma árvore em uma tarde ensolarada,Há dois amigos sob uma árvore.,0
"Uma árvore de grande porte tem um risco iminente de queda, colocando a população em perigo",A população está em perigo devido ao risco de queda de uma árvore de grande porte.,0
Diversos vasos contendo mudas estão localizados em uma estufa,As mudas estão sendo regadas diariamente,1
Uma raposa vermelha está correndo em direção a um coelho branco na floresta coberta de neve,A raposa vermelha está perseguindo uma presa na floresta nevada.,0
Uma pessoa está engajada em estudos,A pessoa está lendo um livro de romance.,2
Uma equipe de chefs está exibindo seus pratos gourmet e posando para a fotografia,A equipe de chefs preparou pratos gourmet para a fotografia.,0
Não há nenhuma mulher cozinhando macarrão,O macarrão não está sendo preparado por uma mulher.,0
Alguém está derramando suco de laranja na mulher,A mulher está sendo molhada com suco de laranja.,0
Um homem está soltando um pássaro,O pássaro é um canário,0
Não há nenhum gato que é siamês e branco no jardim carregando um novelo de lã nas suas patas,Não tem um gato siamês e branco carregando um novelo de lã no jardim,0
Um gato preto não está comendo ração do prato,O gato preto está dormindo no sofá.,1
Um homem de patins não está no céu próximo a uma montanha,O homem de patins está em algum lugar que não é o céu próximo a uma montanha,0
