premise,hypothesis,gpt_label
Aníli mapu busichí jónsa o’kénali a’lí ko Joe rewéami mulípi kalírli nawáli.,"Ne simíraami kaníili Joe riwisáa, a’lí ma o’kénaka naláli.",1
"Abioni ma rajínali, ¿chu olá e’kótama a’lí a’éma mapu kítiko namúti we wáraami náti newáraami ju a’lí echi riká jiwéru.","Jaré namúti ayenacho umerowa chéwia, ma wa’lú rajíinachi na’í.",1
"Abioni ma rajínali, ¿chu olá e’kótama a’lí a’éma mapu kítiko namúti we wáraami náti newáraami ju a’lí echi riká jiwéru.","Échi bawí sawarówami radiación anelíami ayenacho umerowa chéwia, abioni ma e’kótalachi.",1
"Abioni ma rajínali, ¿chu olá e’kótama a’lí a’éma mapu kítiko namúti we wáraami náti newáraami ju a’lí echi riká jiwéru.",Échi bawí sawarówami radiación anelíami ke e’kótama namúti rajíinaachi.,1
"Je’ná ko ju sargento beneriami Clem Francis, ma ku isábu sontarsi ka nochása birínko yua.",Wa’lula ma ke tási nócha sontarsi yua Fuerza Aerea waminá birinco e’perélachi.,1
"Je’ná ko ju sargento beneriami Clem Francis, ma ku isábu sontarsi ka nochása birínko yua.","Wa’lúla ko pe kulí ajaré taráli konsa tási nócha, ma ku ma’chíinali.",1
"Je’ná ko ju sargento beneriami Clem Francis, ma ku isábu sontarsi ka nochása birínko yua.",Wa’lúla nuláami sontarsi yua nóchami birinco e’perélachi pe jípi taráli chotáma beneyá.,1
"Juu, okuá bikéa abioni ma ku sebáma je’ná taráli, nalí tási ne machí kumi riká i’nísika simíbali.",Simíraami bilé abioni ku nawá tarali neraa.,1
"Juu, okuá bikéa abioni ma ku sebáma je’ná taráli, nalí tási ne machí kumi riká i’nísika simíbali.","Wabé muyésimi abioni, nalí ke me kaméa echi riká.",1
"Juu, okuá bikéa abioni ma ku sebáma je’ná taráli, nalí tási ne machí kumi riká i’nísika simíbali.",Ke sinéti nawá bilé abioni.,1
"Echi ko bachá benéli we ru’náami a’lí wáraami napátaka nócha, nejéko pe mináanacho benéki.",Bikéa mechá benéka benelíwa runáami a’lí we wáraami napátaka nócha.,0
"Echi ko bachá benéli we ru’náami a’lí wáraami napátaka nócha, nejéko pe mináanacho benéki.",Pe wilibé benéka benelíwa we ru’náami napátaka nócha.,0
"Echi ko bachá benéli we ru’náami a’lí wáraami napátaka nócha, nejéko pe mináanacho benéki.",A ta mi benérisare ma alíwaachi mapu riká mu benéma wa’lú runáami na’páta.,1
"Je ni anináli, ké chibi riké bomba ta kapólami akáta mo’isáaka, tási ra’tása riké, chukoré wabé wa’raachi wichiyé aminá wichí.",Bomba ko ku cho’áiru mapu riká ke ra’táma.,0
"Je ni anináli, ké chibi riké bomba ta kapólami akáta mo’isáaka, tási ra’tása riké, chukoré wabé wa’raachi wichiyé aminá wichí.",Bomba ko ta kapólami ra’tása riké.,0
"Je ni anináli, ké chibi riké bomba ta kapólami akáta mo’isáaka, tási ra’tása riké, chukoré wabé wa’raachi wichiyé aminá wichí.",Wabé karú riké bomba ma ra’tása riké.,2
Ne nokí mapu iyíricho ju nejé newáala.,Tási ne machí ácha mu katúi je’ná kítira.,1
Ne nokí mapu iyíricho ju nejé newáala.,"Echi riká, nejé we nócha atíki.",1
Ne nokí mapu iyíricho ju nejé newáala.,"Taráli ne kuwanínali bilé nóchali, we ni nócha atíki.",1
"Pe sinibísi a we’káami ke namúti bitichí nirúami ko, chiba nalí we.",Sinibí rawé júmisi chiba ko korralichi jónsa.,1
"Pe sinibísi a we’káami ke namúti bitichí nirúami ko, chiba nalí we.",Chiba ko pe ayápi nerá aminá simíbali.,1
"Pe sinibísi a we’káami ke namúti bitichí nirúami ko, chiba nalí we.","Chiba ko a’lá érita uchúli, tási namú ikíli.",1
Pe éta wilíli yéwachi mapu a’lí tamó mo’íki.,Suwába yéwachi eráputa wilíli.,1
Pe éta wilíli yéwachi mapu a’lí tamó mo’íki.,Tamujé katéwika olayé erápula llave ko.,1
Pe éta wilíli yéwachi mapu a’lí tamó mo’íki.,"Arikáta mo’íki, chukoré yéwachi ko érita wilíli.",1
"Suwába sébalita napabúki, a’líko echi rikáta karéwiki.","Suwába sébali ne newalé, echi riká ni karéwima suwába.",2
"Suwába sébalita napabúki, a’líko echi rikáta karéwiki.","Ke ni machí chu riká ne karéwima je’ná suwába sébali. Pe rikó, tamí ruyé chu riká ne karéwimá je’ná na’sóami.",1
"Suwába sébalita napabúki, a’líko echi rikáta karéwiki.",Suwába taráka ne sebárima.,2
"Nawáli echi, yéwachi erápuli a’lí nejé kuwána ku i’nénaki, risóa riké chu’alá, sewékami chu’éami ke.","Ne ra’isá layé wabé kanínilika, a’lí yéwa tónalachi wabé jiwéraka o’chóki.",1
"Nawáli echi, yéwachi erápuli a’lí nejé kuwána ku i’nénaki, risóa riké chu’alá, sewékami chu’éami ke.","Ke ni nakiyé mapu ajaré risóa inílima, nalí a ta machiyé mapu tamó chokíla kítira karú ikíli.",1
"Nawáli echi, yéwachi erápuli a’lí nejé kuwána ku i’nénaki, risóa riké chu’alá, sewékami chu’éami ke.",Yéwachi ka bakílaachi pe chu’alá i’náekabi a ne machíki mapu karú riká simíru mapu o’móna.,1
Tási ga’lá sébali ne animéa je’ná ra’íchali ki’yá nirúami.,Nejé binói tási ne níwi ralinéwala.,1
Tási ga’lá sébali ne animéa je’ná ra’íchali ki’yá nirúami.,Nejé binói ayéna ne níwi ralinéwala.,1
Tási ga’lá sébali ne animéa je’ná ra’íchali ki’yá nirúami.,Weká nirú ralinéawachi.,1
Binói kítira ko ke sinéti newaléli namúti newayá.,Wabé ku’írowa échi ko.,1
Binói kítira ko ke sinéti newaléli namúti newayá.,Échi ko wabé ku’írowa ko’waami a’lí na’pácha chiliwéka.,1
Binói kítira ko ke sinéti newaléli namúti newayá.,Échi ko wabé binéli neráa ke.,1
"Nejéko je iriká nátai, ajiba a’líko Ramona echoná atiké.",Pe wichí bo’íli ropócha Ramona ko.,1
"Nejéko je iriká nátai, ajiba a’líko Ramona echoná atiké.",Ramona ko ke aniká cha riká nátali tamí kítira.,1
"Nejéko je iriká nátai, ajiba a’líko Ramona echoná atiké.",We neráa iyénai Ramona ko a’lí nejéko pe ma’chí renáka atiké i’néka.,1
¡walíniami ke mukí ko!,Wa’lú ko’áli ariká ke sa’paráli.,1
¡walíniami ke mukí ko!,Echi mukí tási peibi nátali.,2
¡walíniami ke mukí ko!,wabé kaníili échi mukí.,0
"Mapu jónsa chikíli, ke ni machí ácha waminá Augusta ripíli.","A we nakówachi bijí, echi ko Augusta anelíachi a ripíli echoná a betéráli.",2
"Mapu jónsa chikíli, ke ni machí ácha waminá Augusta ripíli.",Augusta anelíachi a betéili.,0
"Mapu jónsa chikíli, ke ni machí ácha waminá Augusta ripíli.",Jiyáwiti ku simíli Augusta anelíachi jónsa.,1
"Mapu ikíta nokáli…ke sinéti ta ruyéiru kúmi simíba, tási ta ruyéirucho kabú bujáma nocháalchi jónsa biléanachi simíba a’lí kúmi ripíma nóchaa.",Ké sinéti ne nárili kúmi simíba.,1
"Mapu ikíta nokáli…ke sinéti ta ruyéiru kúmi simíba, tási ta ruyéirucho kabú bujáma nocháalchi jónsa biléanachi simíba a’lí kúmi ripíma nóchaa.",Chabési ko a ta ruyelíwi kúmi muchúwi nóchaami a’lí kúmi riká simíbaka nóchasia.,1
"Mapu ikíta nokáli…ke sinéti ta ruyéiru kúmi simíba, tási ta ruyéirucho kabú bujáma nocháalchi jónsa biléanachi simíba a’lí kúmi ripíma nóchaa.",Ke ta sinéti ruyéiru kúmi julália échi.,0
Je aníiru: mapu o’ná mu ripíma ma karka natétiliru.,Tási namúti nijisípapa tamó kítira.,1
Je aníiru: mapu o’ná mu ripíma ma karka natétiliru.,Kalí natétiwa tamí kítira a’lí kíni rijimála kítira shi.,1
Je aníiru: mapu o’ná mu ripíma ma karka natétiliru.,Kalí kítira natétiwa.,1
"Juli, ba’alínala, echi riká, bisirente Kennedy ma ke nokírili Cuba a’lí…chijonsa ko sontarsi sayéla ma bilé barco chéwili, echi ko waminá Cuba simíami ke a’lí wekabé ra’néla rewáli.",Kennedy ko nuláli mapu ajaré toroka ra’néla a’péami sayélacho najátoma wéli ra’nélacho níwiami.,0
"Juli, ba’alínala, echi riká, bisirente Kennedy ma ke nokírili Cuba a’lí…chijonsa ko sontarsi sayéla ma bilé barco chéwili, echi ko waminá Cuba simíami ke a’lí wekabé ra’néla rewáli.","Tási nakówaami nakíli, echi kiti ke kuméli ajarécho barco sírami.",1
"Juli, ba’alínala, echi riká, bisirente Kennedy ma ke nokírili Cuba a’lí…chijonsa ko sontarsi sayéla ma bilé barco chéwili, echi ko waminá Cuba simíami ke a’lí wekabé ra’néla rewáli.",Pachána barcochi osá makói weli ranéla riwáli.,0
"Chu riká ke, rejóiko ariká bakí.",Pachá najóriliachi bakíli rejói ko.,1
"Chu riká ke, rejóiko ariká bakí.",Pachá kochíalachi bakíli rejói ko.,1
"Chu riká ke, rejóiko ariká bakí.",Kuwána nalí ku máli rejói ko.,1
"Kíni usúwa a’lí apalóchi we ra’isá aníami ke we tamó nichukéwili, isíni kíni e’wénowa ayenacho echoná muchíli, waminá re’léki we kanília ta simáruli.",Toróka métuka wi’lí isíka ne nawáli kíni apalóchala e’perépelachi.,1
"Kíni usúwa a’lí apalóchi we ra’isá aníami ke we tamó nichukéwili, isíni kíni e’wénowa ayenacho echoná muchíli, waminá re’léki we kanília ta simáruli.",Kíni apalochi a’lí kini usúwa we ka aníami ke.,2
"Kíni usúwa a’lí apalóchi we ra’isá aníami ke we tamó nichukéwili, isíni kíni e’wénowa ayenacho echoná muchíli, waminá re’léki we kanília ta simáruli.","Kini apalóchi a’lí kini usú we cháti ke, echi kíti ke ni kaníli échi e’perélachi simiyá.",1
Tási ne ikíroki wekaná kayamti namúti karéwia.,Pa wabé alikítali ne uméroli suwinía a’lí mo’ayá.,1
Tási ne ikíroki wekaná kayamti namúti karéwia.,Ne a’líchopi ne mo’áki.,1
Tási ne ikíroki wekaná kayamti namúti karéwia.,Tási ne ikíroki suwába mo’ayá.,0
"A’lí, nejé nocháala jípi ko ajaré ne benérima paracaídas anelíami chijácha, echoná jónsa ajarécho benéria ra’neyá, mapu riká jonsa wa’lú bomba atómica anelíami.",Échi bomba atómica anelíami ko tási níwi banisúala.,2
"A’lí, nejé nocháala jípi ko ajaré ne benérima paracaídas anelíami chijácha, echoná jónsa ajarécho benéria ra’neyá, mapu riká jonsa wa’lú bomba atómica anelíami.",Cha anéchani mapu jónsa binói ra’tá bilé bomba pásuwa.,2
"A’lí, nejé nocháala jípi ko ajaré ne benérima paracaídas anelíami chijácha, echoná jónsa ajarécho benéria ra’neyá, mapu riká jonsa wa’lú bomba atómica anelíami.",Péibi jiwéraka banisúliwa ti bomba atómica ra’tábuanala.,1
"Kíni a’káchuwa weká ra’íchali tamó ruyéami ke, aníami ke chu riká níili mapu a’lí táa ke a’líko ayenacho bonói retémala kítira rúami ke, chu riká e’peréilisi.",We ni kaníli kíni a’káchuwa ra’icháala kipúa.,1
"Kíni a’káchuwa weká ra’íchali tamó ruyéami ke, aníami ke chu riká níili mapu a’lí táa ke a’líko ayenacho bonói retémala kítira rúami ke, chu riká e’peréilisi.",Kíni a’káchuwa ko tási aníli chu riká ochéruli táa ka.,1
"Kíni a’káchuwa weká ra’íchali tamó ruyéami ke, aníami ke chu riká níili mapu a’lí táa ke a’líko ayenacho bonói retémala kítira rúami ke, chu riká e’peréilisi.",Kíni a’káchuwa weká namúti ruli kíni retémala kítira mapu chu riká betéili taa ka.,1
"Pachá abionichi weká nirú na’pácha mapu iyiri astronautas níwala wéli ru’náami, tamujé níwala ko ra’tábuami ke, ayenacho sapatiala, a’lí ratalí néala sí, echikí ju namúti.",Tamó na’páchala ko tási mapu iyíri astronautas na’páchala ju.,0
"Pachá abionichi weká nirú na’pácha mapu iyiri astronautas níwala wéli ru’náami, tamujé níwala ko ra’tábuami ke, ayenacho sapatiala, a’lí ratalí néala sí, echikí ju namúti.","Tamó na’páchala ko mapu iyíri astronautas na’páchala ke, pe ratalí anáwialabi ke, tamujé na’páchala ko ra’tábuami ke.",0
"Pachá abionichi weká nirú na’pácha mapu iyiri astronautas níwala wéli ru’náami, tamujé níwala ko ra’tábuami ke, ayenacho sapatiala, a’lí ratalí néala sí, echikí ju namúti.","Na’pácha ko chuwé iyíri yókitami a nirú, mapu iyíri a ba’óri.",1
"Echi riká níili, kíni apalóchi ko tási ga’labé rejói níili.",Wabé cháti níili kíni apalóchi.,1
"Echi riká níili, kíni apalóchi ko tási ga’labé rejói níili.",Wabé chíbi aníami ke kípi apalóchi ajarécho kawéliami we chati alewéami.,2
"Echi riká níili, kíni apalóchi ko tási ga’labé rejói níili.","¡Kíni apalóchi ne wabé ga’labé rejói níili, ke che mu riwíméa chiyíri che!",2
"Besá makói nayósa makói ma nirú abioni U 2 a’lí ma chotáiri echi mélami benéria chinos, ayenacho ajarécho, o’mána wichimóba e’pérami si benérika.",Ke wési tamó benériki.,2
"Besá makói nayósa makói ma nirú abioni U 2 a’lí ma chotáiri echi mélami benéria chinos, ayenacho ajarécho, o’mána wichimóba e’pérami si benérika.",Malí taráli tamó benéli británicos yua.,1
"Besá makói nayósa makói ma nirú abioni U 2 a’lí ma chotáiri echi mélami benéria chinos, ayenacho ajarécho, o’mána wichimóba e’pérami si benérika.",Ajarécho weká sontarusi yua ta benéli.,0
"A’lí ko je aní, ákaneko, áka je’ná nocháliachi.",Échi ko tási tamí ra’íchi.,2
"A’lí ko je aní, ákaneko, áka je’ná nocháliachi.",Namúti tamí ánulia nuléki.,1
"A’lí ko je aní, ákaneko, áka je’ná nocháliachi.",Echi ko aniyé mapu nejé oselí we natéami áma.,1
Échi ko aníli mapu waminá ka’ó simíbali.,Buwichí pe wesabé isábuli.,1
Échi ko aníli mapu waminá ka’ó simíbali.,Aníli mapu tu re’léki simíbali.,0
Échi ko aníli mapu waminá ka’ó simíbali.,Aníli mapu waminá ka’ó eenaali.,0
"Ne bichíwaka ra’íchaka, tási sinéti ne i’néki oselí libros mapu ni leerinulia nuléiru.",Ke ni i’né leería bilé oselí libro bilé ciento osirúami mo’áami.,1
"Ne bichíwaka ra’íchaka, tási sinéti ne i’néki oselí libros mapu ni leerinulia nuléiru.",Tási ne weká leeri oselí libros osirúami.,0
"Ne bichíwaka ra’íchaka, tási sinéti ne i’néki oselí libros mapu ni leerinulia nuléiru.",Sinibí rawé ne leeri oselí libros.,0
"A ne simíli a’lí ko kíni na’páchala ku wíki, chijónsa waminá ne simíli mapu o’na ne simiyé.","Tá chiwáwala echoná ne rewéki, je ni ilayé ke chibiré nejé kítira ko.",1
"A ne simíli a’lí ko kíni na’páchala ku wíki, chijónsa waminá ne simíli mapu o’na ne simiyé.",Ta chiwáwala ku mujé betélachi toká.,1
"A ne simíli a’lí ko kíni na’páchala ku wíki, chijónsa waminá ne simíli mapu o’na ne simiyé.",Ta chiwáwala mapu amí nirúami ju toká.,1
Wabé cha riká ku aniyé.,Tási kanílika iyénai nalí a wabé jiwérali.,1
Wabé cha riká ku aniyé.,We kanílisa pei a’líko we o’mónali.,1
Wabé cha riká ku aniyé.,Wabé cha riká ku ra’íchali cha ku iníili.,2
"Makói malí pakótami katúili mapu nejé waminá benéalachi siméa, tási ne siméa, tási ne siméa.",Tási ne juláraami ju skuelchi benelíachi.,2
"Makói malí pakótami katúili mapu nejé waminá benéalachi siméa, tási ne siméa, tási ne siméa.",A ne juláraami ju skuelchi benéalachi.,1
"Makói malí pakótami katúili mapu nejé waminá benéalachi siméa, tási ne siméa, tási ne siméa.",Nejé nalí wabé ga’labé ke mapu riká ne wilibánali.,1
"Wekabé cámaras semérika simáro waminá re’pá, ajaréanachi i’nía basalówa bachá rikó si’nú mela a’lí ma benésaka abioni U2 méla, we ru’náami napáchika.","Ajaré mapu benéli tási umero simára, a’lí ke umérocho abioni U2 mélaka i’nía.",2
"Wekabé cámaras semérika simáro waminá re’pá, ajaréanachi i’nía basalówa bachá rikó si’nú mela a’lí ma benésaka abioni U2 méla, we ru’náami napáchika.",Ne we benéka nakí mapure abioni melánaa ka U2 anelíami.,0
"Wekabé cámaras semérika simáro waminá re’pá, ajaréanachi i’nía basalówa bachá rikó si’nú mela a’lí ma benésaka abioni U2 méla, we ru’náami napáchika.",Sinéwi rawé abioni U2 bi uméro i’nía.,1
Echi kítirabi ne nócha bijí.,Sébali ne tibúla je’ná kulíwaami namúti.,1
Echi kítirabi ne nócha bijí.,Sébali a ne bujána ra’íchali biléana osirúachi.,1
Echi kítirabi ne nócha bijí.,Échi kítiracho ne ra’ícha mapu riká échi.,1
"Sinéwi chokichí ke, kicháosa makói malí bamíbali simáru, echoná mapu o’ná najóriliachi ju waminá Texas anelíachi, sontarusi ayenacho baweráli oselí kuíra jáwami, Texas e’peréami jáwami newalelíwi.",Échi sontarusi Texas e’peréami ko tási si umero si nasayéta.,1
"Sinéwi chokichí ke, kicháosa makói malí bamíbali simáru, echoná mapu o’ná najóriliachi ju waminá Texas anelíachi, sontarusi ayenacho baweráli oselí kuíra jáwami, Texas e’peréami jáwami newalelíwi.",Waminá bo’ómi birinko e’perélachi échi sontarusi nóchami bilé rewalí áiru.,1
"Sinéwi chokichí ke, kicháosa makói malí bamíbali simáru, echoná mapu o’ná najóriliachi ju waminá Texas anelíachi, sontarusi ayenacho baweráli oselí kuíra jáwami, Texas e’peréami jáwami newalelíwi.",Waminá Texas nóchami echimí embajadores rewáiru.,1
Nejé a namúti isia umpasaká mujé kítira.,Nejé a uméro namúti kítira mi ku’íra.,1
Nejé a namúti isia umpasaká mujé kítira.,Nejéko machiyé mapu nejé tási umero mi ku’íra.,1
Nejé a namúti isia umpasaká mujé kítira.,A ne umpasa riwéli mí ku’íra echi kítira.,1
"Tási kaléli échi, sinibí ruyéami ke kípi ko’chílá, chiriká aniyé, támu mu a’lá newá.",Échi ko sinibí ku’íroli kípi rijimála.,1
"Tási kaléli échi, sinibí ruyéami ke kípi ko’chílá, chiriká aniyé, támu mu a’lá newá.",Ayena a aníli mapu rijimála ko tási namúti machíli newayá.,1
"Tási kaléli échi, sinibí ruyéami ke kípi ko’chílá, chiriká aniyé, támu mu a’lá newá.",We cha aníami níili kípi rijimá kítira.,1
"Echi betélachi ne simíki a’líko telefonochi ne ra’íchiki, echoná mapu riká ne ra’íchima riké echoná nawása.",Teléfono tanéwitami ne nati ra’íchiki.,1
"Echi betélachi ne simíki a’líko telefonochi ne ra’íchiki, echoná mapu riká ne ra’íchima riké echoná nawása.",Échi numerochi ne ra’íchaki betélachi nawása.,1
"Echi betélachi ne simíki a’líko telefonochi ne ra’íchiki, echoná mapu riká ne ra’íchima riké echoná nawása.",A ne ra’icháma riké tási ne ra’íchaki.,1
"Juli, be’á echoná nawáli a’lí ke ni newalá chu riká, a namúti ne náriki, échi bakíli, tási ne ga’lá machí.","Jípi ko tási simíki, tási ne rewáki jípi ko.",1
"Juli, be’á echoná nawáli a’lí ke ni newalá chu riká, a namúti ne náriki, échi bakíli, tási ne ga’lá machí.",Waminá gimnaciochi ne nawáki a’lí échi ko pei alikítali nawása tamí narépaki.,1
"Juli, be’á echoná nawáli a’lí ke ni newalá chu riká, a namúti ne náriki, échi bakíli, tási ne ga’lá machí.",Be’á ne simíki a’lí échi ko tási nawáli.,1
Tásita machiyé kúmi rikáta simíba.,Tásita machiyé kúmi riká simía échi benéami.,0
Tásita machiyé kúmi rikáta simíba.,Tásita machiyé kúmi riká simíba ajaré pakótami.,0
Tásita machiyé kúmi rikáta simíba.,Ayenata machiyé kúmi riká simíbali.,0
"Nejé chu riká ne asáli, ku we’kawá, ma ne ko’méa jípi be’áa. Cha ne lochéli.",Ké tási ne lochéli.,2
