question,gemma3_answer
དུམ་མཚམས་དེ་ལྟར་ན། མེལ་-ཕྱེད་ཙམ་གྱི་རྒྱུག་རྩལ་པ་རྩེ་གྲ་ཞིག་ལ་མཚོན་ན་གཤམ་གསལ་ལས་གང་ཞིག་ཧ་ཅང་གལ་ཆེན་དུ་གྱུར་ཡོད་དམ།,2
ལུས་རྩལ་པ་ཞིག་ལ་མཚོན་ན། གཤམ་གསལ་ལས་ཟས་བཅུད་ཁོ་ནར་བརྟེན་ནས་མངོན་འགྱུར་ཡོང་ཐབས་བྲལ་བ་དེ་གང་ཞིག་ཡིན་ནམ།,4
དུམ་མཚམས་དེ་ལྟར་ན། གཤམ་གསལ་ནས་ན་གཞོན་ལུས་རྩལ་པས་རྩེད་འགྲན་བྱ་འགུལ་ཁྲོད་དུ་སྤྲོ་བ་དེ་ལས་མང་འཕེལ་རྒྱུའི་ཐད་འོས་སྦྱོར་བྱ་ེརྒྱུ་མིན་ནམ།,4
དུམ་མཚམས་དེ་ལྟར་ན། ཐག་རིང་ཐུང་བར་མའི་རྒྱུག་འགྲན་པས་ཡོ་བྱད་རིན་གོང་མཐོ་གྲས་ཅིའི་ཕྱིར་ཉོ་སྲིད་པར་འདོད་བཞིན་ཡོད་དམ།,3
དུམ་མཚམས་དེ་ལྟར་ན། ཐག་རིང་ཐུང་བར་མའི་རྒྱུག་འགྲན་པར་ཅི་ཞིག་དགོས་མཁོ་ཡོད་དམ།,1
སུས་རྡུལ་ཕྲན་ཁབ་ལེན་གློག་པར་གསར་གཏོད་བྱས་སམ། ,3
ལོ་གང་གི་ནང་དུ་གསོ་རིག་ཁབ་ལེན་གློག་པར་ལ་ཆོག་མཆན་ངོས་འཛིན་སྤྲད་ཡོད་དམ། ,4
དུམ་མཚམས་དེ་ལྟར་ན། མིའི་རིགས་ཀྱིས་མི་གཞན་གྱི་ཕྱིའི་གཟུགས་པོའི་བྱ་སྤྱོད་ལ་འགྲེལ་བཤད་བྱ་ཆེད་ཅི་ཞིག་གི་གོ་བ་བརྟན་པོ་དགོས་ཀྱི་ཡོད་དམ།,2
དུམ་མཚམས་དེ་ལྟར་ན། ཀུན་སློང་གོ་བ་ལོན་ཆེད་འགྲོ་བ་མིས་ཅི་ཞིག་བྱེད་ཀྱི་ཡོད་དམ།,3
དུམ་མཚམས་དེ་ལྟར་ན། གཤམ་གསལ་ནས་ཅི་ཞིག་མི་བཟོས་རྣམ་རིག་གི་དགོས་དོན་གྱི་བསྡོམས་དོན་ཏག་ཏག་དེ་རེད་དམ།,4
དུམ་མཚམས་དེ་ལྟར་ན། གཤམ་གསལ་ནས་མི་བཟོས་རྣམ་རིག་ཅི་ཞིག་དང་འབྲེལ་བ་ཡོད་དམ།,3
དུམ་མཚམས་དེ་ལྟར་ན། གཤམ་གསལ་གྱི་ནང་དོན་གང་དག་ནི་བསམ་གཞིགས་བྱེད་སྟངས་གཅིག་མཐུན་ཡིན་པའི་མི་ཞིག་གི་སྟོབས་ཤུགས་མཚོན་ནམ།,1
དུམ་མཚམས་དེ་ལྟར་ན། གཤམ་གསལ་གྱི་ནང་དོན་གང་དག་ནི་གཅིག་གྱུར་གྱི་བསམ་གཞིགས་བྱེད་སྟངས་ཀྱི་གཙོ་གནད་ཅིག་ཏུ་བརྩི་རྒྱུ་མེད་དམ།,1
དུམ་མཚམས་དེ་ལྟར་ན། གཤམ་གསལ་ནས་མཚོན་ཚུལ་གང་ཞིག་རྣམ་འགྱུར་-ཆུང་ཆུང་ཞིག་ཏུ་བརྩི་མི་སྲིད་དམ།,1
གཤམ་གསལ་ནས་རྣམ་འགྱུར་-ཆུང་གྲས་ཀྱི་གོ་བ་བདེན་པ་མིན་པ་གང་ཞིག་ཡོད་དམ།,2
རིག་རྩལ་བསྐྱར་དར་གྱི་རྐྱེན་གྱིས་གཤམ་གསལ་གྱི་ནང་དོན་གང་དག་དེ་བས་གལ་འགངས་ཆེ་བར་གྱུར་ཡོད་དམ། ,3
རིག་རྩལ་བསྐྱར་དར་གྱི་རྐྱེན་བྱས་ཏེ། གཤམ་གསལ་ནས་ཅི་ཞིག་གི་ཐོག་གལ་འགངས་ཆེན་པོ་བརྩིས་ཀྱི་མེད་དམ།,3
གཤམ་གསལ་གྱི་ནང་དོན་གང་དག་གིས་དྲ་རྒྱ་བེད་སྤྱད་ནས་མུ་མཐུད་དུ་འབྲེལ་བ་བྱེད་པའི་ཀུན་སློང་མཚོན་མི་ཐུབ་བམ།,2
གཤམ་གསལ་གྱི་ནང་དོན་གང་དག་གིས་དྲ་རྒྱ་བེད་སྤྱད་དེ་མི་སྒེར་ཚུད་པའི་སེམས་སྒུལ་ཐེབས་ཚུལ་མི་མཚོན་པ་གང་ཞིག་ཡོད་དམ།,1
ཡོ་རོབ་ནུབ་མས་དུས་ནམ་ཞིག་ལ་གཞན་རྟེན་ཤུགས་ཆེན་པོར་བརྟེན་མཚམས་བཞག་ནས་རང་ཉིད་ཀྱི་ཉམས་འགྱུར་འཕེལ་རྒྱས་གཏོང་འགོ་བཙུགས་པ་ཡིན་ནམ།,1
སྒྲོག་གུ་སྤྱད་དེ་གྱོན་ཆས་དམ་པོར་བཟ་བ་དེ་ནི་ཅི་ཞིག་གི་གྲུབ་འབྲས་ཡིན་ནམ། ,4
དུམ་མཚམས་དེ་ལྟར་ན། གཤམ་གསལ་གྱི་ནང་དོན་གང་དག་ནི་ཁོར་ཡུག་གི་གནད་དོན་ཐག་གཅོད་བྱེད་པར་སྤྱོད་གོ་ཆོད་པའི་ཡུན་རིང་གི་ཐབས་ལམ་ཞིག་ཡིན་ནམ།,2
དུམ་མཚམས་དེ་ལྟར་ན། གཤམ་གསལ་གྱི་ཐག་གཅོད་བྱེད་ཐབས་གང་དག་ནི་ཁོར་ཡུག་གི་གནད་དོན་ལ་ནད་རྟགས་ཡོད་པའི་ཐག་གཅོད་བྱེད་ཐབས་ཤིག་ཏུ་བརྩི་མི་སྲིད་དམ།,4
ཡོ་རོབ་གླིང་གི་ལྟེ་བའི་གནད་དོན་དེ་དབང་ཆའི་བསྡུར་ཚད་དང་འབྲེལ་བ་ཡོད་པ་ལས་ཆོས་ལུགས་ཀྱི་རྒྱབ་ལྗོངས་ཡོད་པ་མ་རེད་ཅེས་བཤད་པའི་ཡོ་རོབ་གླིང་གི་དམག་འཁྲུག་ཐེངས་དང་པོ་དེ་རྒྱལ་ཁབ་གང་དུ་ཡོད་དམ།,1
སྐབས་རེ་དམག་འཁྲུག་དེ་བཞིན་ 'ཆོས་དམག་' མཐའ་མ་དེ་རེད་ཅེས་འགྲེལ་བརྗོད་བྱེད་ཀྱི་ཡོད་དམ།,1
གནམ་བདག་ཆོས་ཚོགས་ཀྱི་གཤམ་གྱི་ལྟ་ཕྱོགས་གང་དག་ལ་ཞིབ་བཤེར་བྱེད་བཞིན་མེད་དམ།,1
དུམ་མཚམས་དེ་ལྟར་ན། Versailles སུ་ཞིག་དམར་གསོད་བཏང་ཡོད་དམ།,4
གཤམ་གསལ་མི་དམངས་ཚོགས་པས་གནད་དོན་གང་དག་གཏུམ་སྤྱོད་འཇིགས་སྐུལ་འོག་རྒྱལ་པོ་དང་བཙུན་མོར་བཙན་ཤེད་བྱས་པ་མིན་ནམ།,2
གཤམ་གསལ་གྱི་གནད་དོན་གང་དག་དབྱིན་ཇིའི་རྒྱུན་ལྡན་མིན་པའི་མཚོ་དམག་ལས་བྱུང་བའི་དམག་འཁྲུག་མ་ཡིན་ནམ།,1
སྒྲོག་གཏམ་གང་ཞིག་གིས་དབྱིན་ཇིས་འཇར་མ་ནིའི་འགོག་རྒོལ་གྱི་མཚོ་དམག་བཀག་སྡོམ་བྱས་པ་གསལ་བཤད་གནད་ལ་འཁེལ་བྱས་མེད་དམ།,2
དུམ་མཚམས་དེའི་ཐོག་གཞི་བཅོལ་ན། སུ་ཞིག་ལ་འཕར་རྩ་སྐྲངས་ནད་སྣ་མང་ཡོང་སྲིད་པ་རེད་དམ།,1
དུམ་མཚམས་དེ་ལྟར་ན། རྒྱུན་ལྡན་བྱེད་སྒོའི་མཉམ་ཞུགས་པ་རྣམས་ལ་རྒྱབ་སྐྱོར་ཅི་ཞིག་ཇེ་མང་དགོས་སམ།,1
དུམ་མཚམས་དེ་ལྟར་ན། གྲི་རྩེད་ཇི་ལྟར་རྩེད་ཀྱི་ཡོད་དམ།,4
དུམ་མཚམས་དེ་ལྟར་ན། གཤམ་གསལ་གྱི་གནད་དོན་གང་དག་གིས་ཁོག་པའི་ནང་དུ་དུག་ཕོག་པའི་མཚོན་རྟགས་སྟོན་བཞིན་ཡོད་དམ།,2
དུམ་མཚམས་དེ་ལྟར་ན། གནོད་འཚེ་ཕོག་མཁན་ལ་དཔྱད་ཞིབ་བྱེད་སྐབས་འོས་འཚམ་གྱི་གོམ་པ་དང་པོ་ནི་ཅི་ཞིག་ཡིན་ནམ།,1
གཤམ་གསལ་གྱི་སྒྲོམ་གཏམ་གང་དག་གིས་གནོད་འཚེ་ཕོག་མཁན་ལ་ཞིབ་བཤེར་བྱེད་པའི་གོ་རིམ་ཡང་དག་པར་མཚོན་མི་ཐུབ་བམ།,1
ཧྥ་རན་སིའི་གསར་བརྗེ་ལས་བྱུང་བའི་འགྱུར་ལྡོག་གང་དག་གིས་བཟོ་པ་གྲལ་རིམ་གྱི་སྤྱི་དམངས་ལ་ཤུགས་རྐྱེན་གལ་ཆེན་ཐེབས་ཡོད་དམ།,2
ཧྥ་རན་སིའི་གསར་བརྗེའི་རྗེས་སུ་དམག་དཔུང་དང་ལས་རིགས་གཞན་དག་ལེགས་འགྲུབ་བྱུང་བ་དེ་ཅི་ཞིག་གི་རྨང་གཞིའི་ཐོག་འཛུགས་མི་ཐུབ་པ་ཡིན་ནམ།,2
བཤད་ཚུལ་ལྟར་ན་ཡར་རྒྱས་ཆེ་བའི་རྒྱལ་ཁབ་དག་གི་ནང་དུ་དམངས་སྤྱོད་ཞབས་ཞུ་གང་ཞིག་གིས་མི་དམངས་ཀྱི་ཡིད་མི་ཚིམ་པའི་རྒྱུ་རྐྱེན་དུ་གྱུར་ཡོད་དམ།,3
དུམ་མཚམས་དེ་ལྟར་ན། དམངས་སྤྱོད་ཞབས་ཞུའི་ཐད་ཅི་ཞིག་ཤོད་རྒྱུ་ཡོད་དམ།,3
དུམ་མཚམས་དེ་ལྟར་ན། ཁ་ལོ་བའི་སྔོན་དཔག་བྱེད་མི་ཐུབ་པའི་རྐྱེན་གྱིས་གཤམ་གྱི་ནང་དོན་གང་དག་ལ་ཚོད་དཔག་བྱེད་དཀའ་བར་གྱུར་ཡོད་དམ།,1
རྩིས་རིག་གི་ཐོག་ནས་འགྲིམ་འགྲུལ་སྟངས་འཛིན་གྱི་ཚབ་བྱེད་སྐབས་གཤམ་གསལ་གྱི་ནང་དོན་གང་དག་བེད་སྤྱོད་བྱས་ཡོད་དམ།,3
Hershey དང་ Chase ཁོང་ཚོའི་ DNA འདེབས་འཛུགས་སྐབས་ཅི་ཞིག་བེད་སྤྱོད་བྱས་ཡོད་དམ། ,3
གཞན་འགྱུར་དེ་རྒྱུད་ཕྱི་མ་ལ་བརྒྱུད་སྤྲོད་བྱེད་པའི་ནུས་པ་ནི་ཅི་ཞིག་ལ་རག་ལས་ཀྱི་ཡོད་དམ།,3
དུམ་མཚམས་དེའི་ནང་སྤྲད་པའི་གནས་ཚུལ་ལ་གཞི་བཅོལ་ན། གཞན་འགྱུར་གྱི་ཤུགས་རྐྱེན་སྣ་ཚོགས་ལ་བརྟེན་མི་དགོས་པ་གང་ཞིག་ཡོད་དམ།,4
གཤམ་གསལ་གྱི་གནད་དོན་གང་དག་ནི་གནའ་བོའི་རིག་གཞུང་ནང་ར་མ་གསོས་པའི་རྒྱུ་རྐྱེན་དུ་བརྩི་གི་མེད་དམ།,4
གྷོལ་ཧྥུ་སྤོ་ལོ་རྒྱག་པའི་དམིགས་ཡུལ་ནང་ཆེས་ཉུང་བའི་ཅི་ཞིག་ལེན་རྒྱུ་དེ་ཡིན་ནམ།,2
གྷོལ་ཧྥུ་རྩེད་ཐང་ཐོག །ས་གང་དུ་རྩ་ཇེ་ཐུང་བཏུབ་ཡོད་དམ།,2
ཚོད་ལྟའི་དགོས་དམིགས་རྒྱུན་ལྡན་དེ་གང་ཡིན་ནམ།,2
དུམ་མཚམས་དེ་ལྟར་ན། ཅི་ཞིག་གིས་ཚན་རིག་ཞིབ་འཇུག་ལམ་སྟོན་ལ་རོགས་པ་མི་བྱེད་དམ།,3
དུམ་མཚམས་དེ་ལྟར་ན། རླུང་འཚུབ་ཌོར་ནེ་ཌོའི་སྐོར་གྱི་བཤད་ཚུལ་གང་ཞིག་ངོ་མ་མིན་ནམ།,2
དུམ་མཚམས་དེའི་ཐོག་གཞི་བཅོལ་ན། གཤམ་གྱི་སྒྲོག་གཏམ་གང་དག་གིས་རླུང་འཚུབ་ཌོར་ནེ་ཌོ་མང་ཆེ་བ་སྐོར་ཏག་ཏག་འགྲེལ་བརྗོད་བྱེད་ཀྱི་འདུག་གམ།,1
འགྲོ་བ་མིའི་རིགས་ཀྱིས་དུས་རབས་16ནས་འགོ་བརྩམས་ཏེ་གཤམ་གསལ་བྱ་བ་གང་དག་སྒྲུབ་འགོ་བཙུགས་པ་ཡིན་ནམ།,4
འགྲོ་བ་མིས་པས་ཆས་ཀྱི་ཆེ་ཤེལ་སྤྱད་ནས་ཅ་དངོས་ལ་ཆེར་ལྟ་བྱེད་འགོ་བཙུགས་པ་ཡིན་ནམ།,2
དུམ་མཚམས་དེར་གཞི་བཅོལ་ན། Muhammadཡི་བྲག་ཕུག་གིས་ཁོ་རང་གི་ཆོས་ཕྱོགས་བསམ་པའི་ལག་ལེན་དང་རིན་ཐང་ལྟ་ཚུལ་ལ་གདེང་འཇོག་ཇི་ལྟར་བྱེད་ཀྱི་ཡོད་དམ།,1
དུམ་མཚམས་དེ་ལྟར་ན། ལྕགས་ཆེས་ཐོག་མར་ཅི་ཞིག་གི་ཆེད་དུ་སྤྱོད་དམ།,3
དུམ་མཚམས་དེ་ལྟར་ན། ཅིའི་ཕྱིར་ཤིང་གི་འཁོར་ལོ་རྣམས་ལྕགས་ཀྱི་འཁོར་ལོས་བརྗེས་སམ།,1
དུམ་མཚམས་དེ་ལྟར་ན། འཆར་ཡན་རིང་ལུགས་ཀྱི་དུས་སྐབས་སུ་མི་སྒེར་གྱི་ལྟ་ཚུལ་བཟོ་བཀོད་ཅི་འདྲ་ཞིག་ཏུ་བསྒྱུར་ཡོད་དམ།,4
གཤམ་གསལ་གྱི་བཤད་ཚུལ་གང་དག་གིས་ཚན་རྩལ་ཐག་གཅོད་རིང་ལུགས་ཀྱི་སྤྱིའི་བསམ་བློ་མཚོན་མི་ཐུབ་བམ། ,invalid
དུམ་མཚམས་དེ་ལྟར་ན། གཤམ་གསལ་ནས་གང་དག་ནི་གཞུ་འཐེན་པ་དང་འབྲེལ་བ་མེད་དམ།,3
དུམ་མཚམས་དེ་ལྟར་ན། གཤམ་གསལ་ནས་ཅི་ཞིག་སྐད་སྒྲ་འཇམ་གྲས་དང་འབྲེལ་བ་ཡོད་དམ།,1
འགྱུར་རྡོས་མཇུག་མཐར་ལག་པ་གཙོ་བོ་ཅི་ཞིག་སྤྱོད་ཆེད་གོམས་ཡོད་པ་སྟོན་གྱི་འདུག་གམ།,2
གཤམ་གསལ་ནས་ཅི་ཞིག་གིས་མི་རྒོད་ཀྱི་མཐེབ་རུས་ཀྱི་འགྲེལ་བརྗོད་ཏག་ཏག་བྱེད་དམ། ,1
ཁྱབ་ཁོངས་གང་ཞིག་གི་ནང་ནས་རིགས་རྫས་གསར་པའི་རིགས་ཕྱིར་བཏོན་ཡོད་དམ།,2
རིགས་རྫས་ལ་གཞན་འགྱུར་ཁ་སྣོན་བྱེད་པའི་བརྒྱུད་རིམ་གང་ལ་འགན་འཁུར་ཡོད་དམ།,2
"""དུམ་མཚམས་དེའི་ནང་གི་གནས་ཚུལ་ལ་གཞི་བཅོལ་ན། གཤམ་གསལ་ནས་ཅི་ཞིག་བཟས་ནས་""""སྤྲི་དཀར་གྱི་དཀའ་ངལ་""""སེལ་ཐབས་ཐག་གཅོད་བྱེད་དགོས་སམ།""",1
དུམ་མཚམས་དེ་ལྟར་ན། གཤམ་གསལ་གྱི་དཀའ་ངལ་ཁག་ནས་ཅི་ཞིག་གཞི་རྩའི་མེ་མི་ནོ་སྐྱུར་རྩི་ཉུང་དྲགས་ནས་བྱུང་བ་རེད་དམ།,1
ནང་གསེས་རིག་གཞུང་ཁྱབ་ཁོངས་ཚོགས་མིས་རྟག་ཏུ་ཚོགས་པ་དང་འབྲེལ་འདྲིས་བྱེད་པའི་དགོས་དམིགས་ཇི་ལྟར་བྱས་ནས་གསལ་སྟོན་བྱེད་དམ།,1
དུམ་མཚམས་དེའི་ནང་དུ་བསྟན་པའི་ལྟ་གྲུབ་ལྟར་ན། གྲངས་ཉུང་མི་རིགས་ཀྱི་མི་རིགས་སུ་དབྱེ་བའི་བྱིས་པ་ཞིག་རང་བཞིན་གྱིས་གིས་ཉེན་ཁ་ཆེ་བའི་བྱ་སྤྱོད་ལ་ཞུགས་མཁན་གྱི་རྒྱུན་ལྡན་རིགས་སུ་ངོས་འཛིན་བྱས་པ་དེས་བྱིས་པ་དེར་ཅི་ཞིག་བྱུང་ངམ།,2
དུམ་མཚམས་དེ་ལྟར་ན། བྱིས་པ་ཞིག་གིས་རིགས་རུས་ཀྱི་སྲོལ་རྙིང་གི་བསམ་ཚུལ་དེས་གཤམ་གསལ་གང་དག་ལ་ཤུགས་རྐྱེན་ཐེབས་སྲིད་དམ།,4
དུམ་མཚམས་དེ་ལྟར་ན། གཤམ་གསལ་ནས་འགྲོ་བ་མི་ལས་ལོགས་སུ་ཟུར་བཀག་གསོ་ཉར་བྱས་པའི་བྱིས་པའི་འཚར་ལོངས་དང་མུ་མཐུད་འབྲེལ་བ་མེད་པ་དེ་གང་ཡིན་ནམ།,1
དུམ་མཚམས་དེ་ལྟར་ན། གཤམ་གསལ་ནས་འགྲོ་བ་མི་ལས་ལོགས་སུ་ཟུར་བཀག་གསོ་ཉར་བྱས་པའི་བྱིས་པའི་སྐོར་ཏག་ཏག་འགྲེལ་བརྗོད་བྱེད་དམ།,invalid
དུམ་མཚམས་དེར་གཞི་བཅོལ་ན། གཤམ་གསལ་གྱི་བྱེད་སྟངས་གང་དག་ནི་འཚོ་གནས་་ཞིང་ལས་དང་མི་མཐུན་པ་ཡིན་ནམ།,2
གཤམ་གསལ་ནས་ཅི་ཞིག་གིས་ཁ་གསབ་-ཞིང་ལས་ཀྱི་བྱེད་སྟངས་ཡང་དག་པར་བརྗོད་ཡོད་དམ།,4
འགྲེམས་སྟོན་ཁང་དུ་བསྐྱོད་པ་དེ་ཉིད་ཡུལ་སྐོར་བྱ་བ་གང་གི་ཁོངས་སུ་གཏོགས་སམ།,3
དུམ་མཚམས་དེ་ལྟར་ན། བསྐྱར་གསོའི་ཡུལ་སྐོར་གྱི་དགོས་དམིགས་གཙོ་བོ་དེ་ཉིད་གང་ཡིན་པར་འདོད་དམ།,2
དུམ་མཚམས་དེའི་ནང་གསལ་བརྗོད་བྱས་གསལ་ཅི་ཞིག་གིས་ས་གནས་དེ་གའི་ཆོས་ཚོགས་ནང་ཁུལ་གྱི་འགྱུར་ལྡོག་ལ་སྐྲག་པའི་སེམས་ཁྲལ་ཇེ་ཆུང་དུ་གཏོང་བར་ཕན་ཐོགས་ཡོང་སྲིད་དམ།,4
དུམ་མཚམས་དེ་ལྟར་ན། སོ་སོས་རང་ཉིད་ཀྱི་ལོ་རྒྱུས་ལོན་བྱས་ན་ཅི་ཞིག་ལ་ཕན་ཐོགས་ཡོང་ཐུབ་བམ།,1
གཤམ་གསལ་གྱི་སྒྲོག་གཏམ་དག་གིས་དེང་སྐབས་ཀྱི་སློབ་སྦྱོང་བྱེད་སྟངས་ཏག་ཏག་འགྲེལ་བརྗོད་བྱེད་དམ།,2
གཤམ་གསལ་གྱི་སྒྲོག་གཏམ་དག་ལས་གང་ཞིག་དེང་དུས་གྱི་སློབ་སྦྱོང་བྱ་ལུགས་ཏག་ཏག་ཅིག་ཏུ་འདོད་དམ།,3
