question,gemma3_answer
Ani anyway sigara mu mulimu?,4
Linnya ki eddala erya “spacewalk” Lenovov ly’eyazanya?,1
Lenov Yakuliramu ekitundu kya mission ya Soviet,2
Ani yakosebwa mu kabenje?,1
Kiki ekyatuuka ku bantu abenyigira mu kabenje?,1
Banasanyansi abakola ku pulogulamu baali basubira okwekenenya ebintu ebivirako bino w’amanga?,4
Ba nasanyansi baali bekenenya nsonga ki ku zino wammanga?,4
"Okusinzila ku kitundu, kiki ekitavumirila abakuumaddembe?",2
Ani avumirira contulakiti yo okuzimba kwa kawefube wo okudukilila abantu kwo oomuyaga Katrina?,4
"Okusinzila ku kitundu, amatala ga stardust space craft gakusoka kulabibwa wa?",2
"Okusinzila ku kitundu, spacecraft eja kutekawo likodi ku bino wammanga?",4
Omusawo Malar ayina luganda ki ku Balasubramaninan?,1
Omubili gwa sara Balasubramanian gwasgimbwa wa?,3
Biki ebyafunibwa eBay?,3
Kiki eBay kyenonya okutukako n‘okufuna?,2
"Okusinzila ku kitundu,ani atanyumyamu naba munda abasigala mu kifo ngo oklwana kuwede?",1
Kiki kwebyo byona ekyamala nekiletela abasibe okuva ku kwekalakasa?,4
"Mu ndowoza yah Ayatollah Ali khamenei,ensi ya iran eyina kwesumula kuki?",4
"Okusinzila ku kitundu, an yakiliza nti ebintu bino ku bye nfuna bya Iranian?",3
"Ku bino wansi, biki ebitali kun kola yo okulonda eya France?",3
Abalonzi balagilawa be balonze?,2
Kiki ekyaletela Allen okutandika okunyonyereza okwemyaka munaana okwa Musashi?,3
"Okusinzila ku kitundu, kiki Allen kyeyatekamu sente ze eziwela?",1
"Okusinzila ku kitundu, biki ebiyinza okuba nga byaleta embela yo obutwa kumpi ne ekimela?",1
Ki kwebyo wamanga ekitali kya kwelinda ekyatesebwa ku bantu kwe ebyo ebyatukawo ku kimela?,2
"Okusinzila ku musawo Moll, Kiki ekisinga okufibwako ku XDRT-TB?",2
Abalwade bameka abakwatibwa akawuka akapya nga bategelekeka okuba abakozi be ddwaliro?,2
Tekinologiya kika ki omulembe ogudako gwegunakozesa?,3
Omulembe ogudako gufunamuki ku bafuga entabula ye ennyonyi?,3
"Okusinzila ku kitundu,banabyafayo kiki kyebatanenya FBI nti tebatadeko essira?",2
Enteteka yo obusegu egenda kukaka FBI kukola ki?,1
Kiki ekyatuka ku motoka yo omulilo eyaj ku kabenje ka JAS 39C Gripen? ,3
"Okugobelela akabenje ka JAS 39C Gripen, ekisawe kye enyonyi kyagalwa lwaki?",2
Ani Brzezinski gwe yawayo okulagilila mukwewagula kwa Iranian?,3
Ani yakwata ekifo kya national security Advisor paka 1977?,2
Biki kwebyo wamanga ebitalaga bulungi mirimu gya Bobek mu Partizan Belgrade?,2
Kiki ekitufu ekigambibwa ku byafayo bya Bobek ne Partizan Belgrade?,4
"Okusinzila ku kitundu ekyo, kintu ki ekyawula Hesperonychus ne Velociraptor?",2
Amakulu ga “Hesperonychus” gasibuka mu kiki eky’omubiri eky’ekika kino?,1
Kiki ekitutufu kubino wammanga ekikwatagana n’okukuba amasasi?,4
Kigambo ki ekikwata ku kyabadewo nga okukuba amassing gagenda mu maaso?,1
"Okusinzila ku kitundu, Kiki ekyelalikiliza mu bakulu ku by luno?",2
"Okusinzira kulugero, kiki kubigambo wano wamanga ekitali kitufu kukumenyeka kwa Luno?",1
Algeria yafuna ddi obwetwaaze?,3
Lwaki entiimbwe za televizoni tezatekebwawo mu lumbe?,1
Olumbe lwayabizibwa wa?,1
"Oluvanyuma lwekibwatukira, baani abajanjabwa ebisago?",1
Yani eyaloopa okutonya kwa gasi?,3
"Okuzinziira kulugero, bantu bameka abafiira mu lulumba?",2
Kyakulwanyisa kyani ekyalemwa okukuba mu lulumba?,2
Muzanyo ki ku jino wamanga ogwajjibwa mu ntekateka za Olympics?,1
Muzanyo ki ku jino wamanga ogwalondebwa akakyiiko ka Olympics ake nsi yonna okuteeka mumizanyo,3
Arthur Guinness yapangisa geti ya St James okumala emyaka emeka?,1
Guiness ekola miliyoni doola meka mu mwaka?,3
Akawuka ka H5N1 kasaangibwa mu nsi meka eza amawaanga amagate mu bulaaya?,3
Akawuka ka H5N1 kasooka kusangibwa wa?,1
Egwanga lya Haiti lyasemba ddi okuba n’ekilwadde nga tekyinaba sasanyizibwa abakuma ddembe?,1
Kasasiro yava mu kifo ki eyaleeta okusasanyizibwa kwekilwadde?,1
Gavumenti ya Ireland etekateeka kola ki?,2
Kiki ekyakilizibwa mu mateeka mukaseera akatono mu Ireland?,4
Gwe batebereza bamunonyerezako ki?,1
Ateberezebwa kiki ky’atakola nga akyuusa akabonelo?,1
"Okusinziila ku lugero, kiki kubino wamanga, omusomesa wolulimi uluzungu karno kyatavunanibwa?",1
"Okusinziila ku lugero, yani Rolando Mendoza gw’atakoseza nga sadaaka?",1
"Okusizira ku lugero, basibe ki abatakakasibwa okuteebwa amangu?",2
"Okusinziira kulugero, yani, akungaanya emikono ejikiliza obulyi bw’ebisiyaga mugwanga lwa brazil?",1
Yani abekalakasi ab’eddembe gwebanawa ekiwandiiko kyaabwe ekyokwemulugunya,1
"Okusinziira ku kawunta ya Versace, ki ekyabaawo okuleta ekilindi okwogela ku mbeera y’obudde?",3
"Okusinzira ku Versace, omuyaga ogwamaanyi gwatanddika ddi?",1
"Nga Fred tanatuuka, miziira emeka ej’amaanyi ejabaliwa ebuvanjuba bwa 35°W?",4
"Oluvanyuma lwa Fred okubeera kumpi n’ebizinga bya Cape verde,yatambulanga ku muko ki?",4
Kiliwa ku bino wamanga ekiyina obwangu okusinga ku bine wabyo ebyasooka?,1
Kiki ekyetagisa 802.11n okwatagana ne 802.11b?,1
Mirundi emeka omuwanguzi w’omudaali gwa zaabu jeyayina okuwuga mu mpaka za Commonwealth?,2
Lwaki omuwanguzi wa zaabu mu mizanyo ja Olympics teyafuna bujanjjabi bw’obulumi bweyayina?,4
"Okusinzira kulugeri, kiki ekiyinza okuba nga kyavilako ekikangabwa ky’a musisi?",1
"Okusinzira kulugero, enkyukakuka yabaawo ddi?",2
Sitatimenti ki kuzino wamanga ekwatagana n’okunoonyereza kwa Chandrayaan okwa 1 etali ntuufu?,4
Sitatimenti ki kuzino wamanga ezilaga obulunji okusokotta kwa Luna?,1
"Okusinziira ku kitundu, kipiimo ki eky’obukuumi ku bulwadde buno ekigenda okusembayo okuteekebwa mu nkola?",3
Obulwadde buno buyita butya mu bantu?,1
Sentensi eyookubiri okulemererwa kiyinza kuviiramu ki?,2
"Okusinziira ku kitundu ekyo, sentensi eyookubiri yasangulwa ddi?",1
“Empapula za Panama” ani yazifulumizza mu bukyamu?,1
"Okusinziira ku kitundu kino, ani bannamawulire b’e Bungereza be baagamba nti yali addukanya kkampuni nnyingi ezaakozesebwanga okukweka obugagga?",3
"Ku bubenje bw’ennyonyi buno wammanga, kiruwa ekyasinze okufa?",1
Ku bino wammanga kiruwa ekitali nsonga lwaki obubenje bw’ennyonyi bungi obubeerawo mu Iran?,4
Biki ku bino wammanga ebitaali mu lipoota ya kibiina ekinoonyereza ku Iraq?,2
Biki ku bino wammanga ebyatakubirizibwa ekibiina ekinoonyereza ku Iraq mu lipoota yaakyo?,2
"Okusinziira ku poliisi, ani yali atwalibwa ng’omukono gwa ddyo ogwa Provenzano?",2
"Okusinziira ku bubaka obutekedwa mu kitundu kino, kiki ekyaviirako Falcone okufa?",1
Biki ku bino Hitoshi Saito byeyawangula?,3
Iwasaki yasobola wa okwewala okukola ebirayiro?,1
Ani yalumba Iwasaki?,3
Alonso ddi lwe yamaliriza emisinde gye?,3
Kiki ekyaviirako Schumacher okumaliriza emisinde gye nga bukyali?,1
"Okusinziira ku biwandiikidwa, mulimu gwani okuteekateeka okuyimilirwa eri abakwatidwa?",2
"Okusinziira ku ekiragiro ekiziyiza ekiwandiikidwako mu kitundu kino, abasibe balina kubeera naki okusobola okukwatibwa okusukka essaawa 24?",4
"Okusinziira ku biwandiikidwa mu kitundu kino, nsonga ki etakozesebwa kunyonyola kulonda okwasazibwamu?",4
Lwaki ababaka ba gavumenti balaaga nti okulonda kwali tekweetaagisa?,1
Ani akola ku byobulamuzi bwa FATA?,3
Biki ku biwandikiidwa wansi ku “banabyafuzi” ba FATA ebitali bituufu?,3
Awaadi ki Emma Stone gyeyasunsulwaamu?,3
Awaadi ki firimu gyetasunsulwaamu?,1
Biki ku bino ebyasigala nga bikola oluvannyuma lwa musisi okuyita?,1
"Okusinziira bu biwandiikidwa, biki ku bino ebyayononeka olwa musisi?",3
"Okusinziira bu biwandiikidwa, biki ku bino wammanga ebitawandiikidwa mu kiwandiiko?",2
Biki ku bino wammanga Palesitayini byetaasaba?,1
Ma yasomera mu nsi ki amateeka?,1
"Okusinziira ku kiwandiiko, buwagizi bwa nsi obwaviirako Ma okuwangula akalulu?",1
"Nga wekiwandiikidwa, Carolyn Wilson yali akolera ani nga tanaba kuva mu kibuga?",3
"Mu mpaka ennya ezisigalidde mu sizoni, ani ali mu kifo eky’okuna eky’empaka z’abavavuzi Abakyasiinze?",4
"Okusinziira ku mpaka eziwandikiidwako, bubonero bumeka Kahne bwalina mu mpaka z’abavavuzi Abakyasiinze?",1
"Okusinziira ku kiwandiiko, mirundi emeka abantu gye balabye amayinja g’omubwengula agazuulibwa oluvanyuma nti gaali gava ku Mars?",2
"Okusinziira ku biwandiikidwa, biki ebituufu ebyogeddwa ku mayinja agaasangibwa nga gaali gava ku Mars?",3
Lwaki Schumacher yawummula?,2
Massa yafuna ddi obuvune?,4
"Okusinziira ku biwandiikidwa, enteekateeka egenda kukosa etya AOL?",3
Biki ku bino ebiyinza okulekeraawo olw’enteekateeka empya?,4
Bantu bameka abatidwa mu bulumbaganyi abatabadde basirikale?,1
Ani yaloopye ateberezebwa okukola obulumbaganyi?,1
"Olw’enkola ya Florida eyomuwanguzi-atwala-buli-kimu, kirabo ki Mitt Romney kyeyaweebwa?",3
"Okusinziira ku biwandiikidwa, kitundu ki eky’akalulu Gingrich kyeyafuna mu kulonda?",2
"Okusinziira ku biwandiikidwa, ani ateyoongerayo maaso olwebyo ebyava mu lukungaana lw’ekibiina?",1
"Okusinziira ku biwandiikidwa, ani yayogera ebirungi ku munne eyali yesimbyeewo oluvannyuma lw’ekibinja okukungaana?",2
Kifo ki ekyalimu omuzannyo nga 2015 anatera okutuuka?,3
Omukutu gunnyonyola nti omuzannyo ogwo gulina kya njawulo ki?,4
David Headley biki byeyakungaanya ebyaviirako abamajje okulumba?,1
Abamajje bakozesa ntambula ki okugenda e’Mumbai?,3
Kiwandiiko ki ekiraga ebyava mu muzannyo gwa Nadal ne Raonic Brisbane nga wekiwandiikidwa?,1
"Okusinziira ku biwandiikidwa, Nadal ne Raonic yali ayimiridde atya oluvannyuma lw’omuzannyo ogwasooka?",1
Lulimi ki olwa puloguraamu olutali mu mawulire agemirundi esatu aga Naked?,2
"Okusinziira ku biwandiikidwa, amawulire ga Naked tegagenda kubeera wa?",2
Bazannyi bameka abatasobola kumalako Giant Slalom?,4
Bimeka ku biwandiikidwa ku bino ebiraga ebituufu ebyava mu mpaka zaba kyampioni?,1
Biki ku bino NBA byeyasalawo okuyimiriza?,1
"Okusinziira ku biwandiikidwa, kiki ekyaletera aba NBA okweralikilira akawuka?",4
Ani yateeba goolo eyawangula mu mpaka za Washington nga bavuganya Atlanta Thrashers?,4
Ani yateeba goolo eye 60 mu sizoni mu muzannyo gwa Capitals ne Thrashers?,3
Baanka y Northern Rock yetaaga ddi obuyambi okuva eri gavumenti?,1
"Okusinziira ku biwandiikidwa, biki ku bino ebinyonyola mu butuufu ebikwata ku kibinja kya Virgin ne Banka ya Northern Rock?",4
"Nga wekiwandiikidwa, nsi ki ekosebwa olw’omukono ogwateekebwa ku ndagaano ya Kyoto eyembeera y’obudde?",1
Gavumenti ya Australia yali elowooza nti okukakasa Kyoto kiyinza okukosa ki?,2
Puloguraamu ki abakubi bamasasi mwebajibwa?,4
Kiwandiiko ki ekitalaga mu butuufu okugeseza kw’okulwanyisa ebiwuka?,2
"Okusinziira ku biwandiikidwa, olwatika lwali wa?",4
"Okusinziira ku biwandiikidwa, kiki ekyatuukawo mangu ddala nga tekinasuubirwa?",3
Omuzannyi alina kukola ki okusobola okubeerako nentambula zakola mu muzannyo gwa vidiyo?,3
Kiki ekyakolebwa okufaanana nga limooti ya ttivvi?,1
Kiki ekitawandiikibwa mu alipoota ya Xinhua eyasembayo eyebyamawulire?,1
Kiki ekitawandikibwa mu mawulire ga Xinhua agakafuluma mu alipoota?,4
Sara Danius kiki kyeyayogerako mu puloguraamu ya leediyo?,4
Ani gwebaali tebasobola kutuukilira?,3
Ani yagamba nti ekiwandiiko gwali “mutendera gw’amaanyi”?,3
Sitaampu meka Stania zeyafulumya mu nsi ez’enjawulo?,4
"Okusinziira ku biwandiikidwa, biki ebiyinza okuvirako okutonya kw’obumooli bwa tanka?",2
Relief valves lwaki zaggulawo?,2
"Mu kiseera kino, amazzi agali mu Ninth Ward genkana ki?",3
"Mu muyaga kwa Katrina, kiki ekyatukawo mu Ninth Ward?",1
Biki ku bino ebitakakasibwa Hamilton?,2
Kintu ki bannasayansi kyebagala okumanya?,4
"Okusinziira ku biwandiikidwa, mulimu ki poliisi y’omu kitundu gweyakola mu muggalo?",1
Biki ebyatukawo ku milyango egiyingiza ebidduka mu kiseera ky’omuggalo?,1
"Okusinziira ku biwandiikidwa, kiki ekitatuukawo ng’omukubi webifaananyi tanaba kukoonebwa mmotoka?",2
Omukubi w’ebifaananyi biki byeyali agezaako okukola nga tanaba kukoonebwa mmotoka?,2
Kiwandiiko ki ekitannyonyola mu butuufu mbeera ya pulezidenti gyeyalimu ng’amazze okuzuulibwamu akawuka?,3
"Okusinziira ku biwandiikidwa, biki ku bino ebyawandiikibwa ku pulezidenti ebituufu?",3
"Okusinziira ku biwandiikidwa, Tropical Cyclone Gonu yali asuubirwa ddi okwongera okunafuwa?",2
Empewo ya Tropical Cyclone Gonu yali nnyingi kwenkana ki?,3
Biki ku bino wammanga ebitatwalibwa nga kabonero ka Karenia brevis?,2
Biki ku bino wammanga Karena brevis byatasobola kukola?,4
"Okusinziira ku biwandiikidwa, biki ku bino ebitaatukawo olw’omuyaga gwa Felicia?",2
Kiwandiiko ki ku muyaga gwa Felicia ogwali omukyamu?,2
Kiwandiiko ki ekilaga obutuufu bwebyo ebyava mu 2009 Hungarian Grand Prix?,3
Akabenje katuukawo ddi?,1
"Okusinziira ku biwandiikidwa, biki ku bino ebyatwala ekiseera kitonoko kwekyo abanonyerezi kyabali basuubira mu kusooka?",3
Biki ku bino ebitaloopebwa banonyereza?,4
CowParade egenda kubeera wa?,2
Biki ku biwandiikidwa wansi ebinnyonyola mu butuufu ebikwata ku CowParade?,4
Kiki ekyaviirako aba Russia okuyimiriza enkozesa ya 11-76?,2
II-76 kyeki?,3
Ani yapangisa tiimu empandiisi ey’aba Simpsons?,4
"Okusinziira ku Fluke, ani yali amusindikira eby’okuddamu n’ebigambo ebizaamu amaanyi ebilungi?",4
"Okusinziira ku biwandiikidwa, biki abantu byebali tebagala bakazi kwogerako?",1
"Okusinziira ku biwandiikidwa, nsi ki mu bwengula esinga okukyukakyuka?",1
Emigga n’ennyanja ez’amazzi agatangaala zizuulidwa ku nsi ki?,2
Biki ku bino ebyazuulibwa bitaava ku kuzuulibwa kwa byoya?,3
Ebyoya bya dayinaso kiki kyebitalina?,2
Biki ku bino ebiwandiikidwa ku ZMapp ebitali bituufu?,4
Biki ku bino ebisinga okunyonyola okugeseza kwa PALM?,2
Abanonyereza balowooza nti chip empya egenda kusinga kubeelera wa ey’omugaso?,1
Nkola ki enakozesebwa okutondawo ekikozesebwa mu kunonyereza?,2
"Okusinziira ku biwandiikidwa, biki ebikwata ku lobate scarps ebitali bituufu?",2
"Okusinziira ku biwandiikidwa, kiki ekiwandikiidwa ekilaga nti ettaka lilinako enkyuka kyuka ezigenda mu maaso ku lyo ku mwezi?",4
"Okusinziira ku biwandiikidwa, biki ebitabeerewo mpaka ng’omusango gusalidwa?",4
"Okusinziira ku biwandiikidwa, kiki ekitali kizibu kyabikozesebwa kubikka?",1
"Ng’ogaseeko omuzira, kiki ekilala ekikosa obusobozi bwokuyambibwa?",2
Nzikiriza ki Roberts gyeyewala okukakasa?,3
Kiki Roberts kyeyawulira nti tekyali kituufu kwogerako?,1
Biimu ki ebbiri ez’ekitangaala ekyaka?,2
"Okusinziira ku biwandiikidwa, ebizimbe ebipya bigenda kuzimbibwa ddi?",3
Bubaka ki obulaga nti Seven Sisters mpuku?,1
Ebbugumu lya Seven Sisters lyekenenyezebwa litya?,1
"Okusinziira ku biwandiikidwa, kiki ku ekiwandiikidwa ku ateberezebwa ekitali kituufu?",3
Bubaka ki obukwata ku bulumbaganyi abobuyinza bwebakakasiza?,1
Tiimu ki ezinazanya mu mupiira ku Ellis Park?,3
Aba Springbok bagenda kuddamu kuzanyira wa omupiira gwabwe oguddako?,3
Buzibu ki space station zebwafuna mu mirimu gyayo?,1
"Okusinziira ku biwandiikidwa, kiki ekyali ekigendelerwa kya space station?",2
Biki ku bino ebikwata ku musango ebitali bituufu?,2
Biki ku bino ebinyonyola mu butuufu ebikwata ku musango?,1
"Okusinziira ku biwandiikidwa, Vidal yatandika kuzanyira kibinja ki sizoni satu eziyise?",1
Mipiira emeka Vidal gyeyazanyira Barça?,1
Tiimu ki eyali evuganya mu muzannyo?,2
Lwaki Jarque yali asula mu woteeri?,1
Lwaki ekitongole kya Jakarta tekyafulumya kulabula?,4
"Okusinziira ku biwandiikidwa, musisi kiki kyeyaleeta?",4
Biki ku bino ebiretera omusana n’emunyenye endala okutambula?,4
Enamba ya Rossby ey’emunyeeye efunibwa etya?,1
Bantu bameka ku kikumi abawagira Australia okufuuka republic mu bwangu ddala?,2
"Okusinziira ku Julie Gillard, ddi Australia lwelina okufuuka republic?",2
Kitongole ki ekiri wansi w’okunonyerezebwako mu mateeka?,3
Cliff Stearns akulira kakiiko ki?,4
"Okusinziira ku biwandikiidwa, kiki ekitatuukawo ku mukazi mu Swiss?",4
Kampuni ki eyaweebwa ekirabo kya Taiwan ekyobutakosa butonde mu 2007?,3
ASUS Eee PC kyeki?,2
Ani yali avunanyizibwa ku biwandiiko ebyali bibuze ebya posta?,3
"Okusinziira ku biwandiikidwa, ani yafulumya okwetonda kw’ebiwandiiko ebyali bibuze?",4
Del Potro yali yetaaga ddi okukwasaganya ebyekibegabega kye?,3
Biki byava mu kuwummula kw’okusibagana okwasooka?,1
"Nga wekiwandikidwa, ani, yenyini, yasemberera omulwadde?",2
"Okusinziira ku biwandiikidwa, gavana kiki kyatasuubiza kukola ngayogerako n’abatuuze ba Texas?",1
Mawulire ki agaakolebwa abaali abayizi ba UW?,1
"Okusinziira ku biwandiikidwa, ki kubino ebyatekebwa mu mawulire ga The Onion?",4
"Okusinziira ku biwandiikidwa, ki ekyali kikuumibwa aba poliisi?",3
Ddi poliisi lweyasaba abaali bekalakaasa okuyingira munda okwewala jaamu w’emmotoka okweyongera?,2
Kiki ekituufu ku kunonyereza okwakolebwa dokita Ehud Ur?,4
"Okusinziira ku biwandikiidwa, kiki dokita Ur kyeyali teyekakasa bulungi?",1
Biki ku biwandiiko bino bitanyonyola mu butuufu kabenje ka nnyonyi ya CG4684?,4
Kiki ekyaviirako ennyonyi ya CG4684 okusazaamu okukka wansi?,4
"Okusinziira ku biwandikiidwa, biki ku bino ebikwata ku Franciszek Kowal ebituufu?",3
Lwaki kizibu okupima ebyali biyinza okuva ku mubuyaga gwa Danielle?,3
"Okusinziira ku biwandiikidwa, biki ku bino ebikwata ku muyaga Danielle ebikyamu?",3
"Okusinziira ku biwandiikidwa, kiki ekirina okusooka okutukawo ku kilwadde nga tekinaba kufuuka kizibu ky’ansi yonna?",1
"Okusinziira ku biwandiikidwa, Fujian yali mu buwanvu ki okuva ku typhoon?",3
Ani yabuuza George W. Bush nga yakatuuka mu Asia?,3
Omukulembeze yayogera ddi ku byokwongera ku byobusubuzi bya Asia?,1
"Okusinziira ku biwandiikidwa, ki ku bino ekiruubilirwa kya gavumenti?",1
Gavumenti kiki kyeyalangilira?,1
"Okusinziira ku biwandiikidwa, bubaka ki obumanyikidwa?",3
Kiwandiiko ki okusinziira ku bweguguungo kitali kituufu?,1
Ani yateesa nti eyaliko nga CEP alekulire?,1
"Okusinziira ku biwandiikidwa, biki ebitawagirwa ba USA Gymnastics oluvanyuma lwa Nassar okutulugunya abazannyi?",3
"Okusinziira ku biwandiikidwa, kiluubilirwa ki ekisinga obukulu ekya USA Gymnastics n’akakiiko ka the United States Olympic mu kweyongerayo?",4
Emmeeri yali egenda wa ekyo wekyatuukirawo? ,3
Kiki ekitali kituufu ku bikwata ku mmeeri ku biwandiikidwa?,3
Ani yaweereza ekiwandiiki ekikwata ku majje g’omu Amerika?,1
"Okusinziira ku biwandiikidwa, nsi ki eyafuna obuyinza obukwata ku kukuuma abalwanyi abasibe?",4
Kiki ekikirizibwa okubeera nti kyekyaviirako akabenje?,2
Mu kika ki eky’ettaka akabenje gyekaali?,4
Abakungu kiki kyebasuubira olwamataba agaliwo?,3
Biki ku bino ebyakosebwa olwa ddamu eyazimbibwa?,1
"Okusinziira ku biwandiikidwa, ani yawa Amerika bwino ku bulumbaganyi obwali buyinza okutuukawo?",1
Biki ku bino ebilaga mu butuufu enteekateeka y’abatujju okukola obulumbaganyi?,2
Ani ku bantu bano atali munnamateeka?,4
Kibinja ki eky’abantu ekitayogedwako nti kyali kitundu ku mivuyo mu kibiina ky’amateeka eky’omu Buyonaani?,2
Buyindi yafiirwa wicket mmeka?,2
"Okusinziira ku biwandiikidwa, bubonero ki obukyasinze obungi obwa innings?",1
Ku bino wammanga kiki ekitaviirako Adam Cuerden kunyiiga?,1
"Okusinziira ku biwandiikidwa, kiki ekyasangulwa ku sayiti?",2
"Okusinziira ku biwandiikidwa, biki ku bino Amir Khan byatawagira?",2
"Okusinziira ku biwandiikidwa, Amir Khan agenda kuwagira ki wadde nga alina byakilirizaamu ebiyawukana?",1
Peter Lenz yafa ddi?,2
Xavier Zayat yani?,2
Mu mbeera ki omuntu ali mu nnyonyi ali mu kweeraliikirira gy’ayinza okuganyulwa mu kutegeera enkola y’ennyonyi ey’omunda?,2
"Okusinziira ku biwandiikidwa, ku bino wammanga kiruwa omutambuze amanyi ebbeeyi ky’alina okusembayo okukola?",1
"Okusinziira ku biwandiikidwa, abatambuze balina kukola ki mu kusooka okusobola okufuna ebbeeyi esinga obulungi ey’okutambulira mu nnyoni?",2
Omubeezi yetaagibwa ddi okuwerekera ebitereke ebisaabazibwa?,1
"Okusinziira ku kitundu kino, bw'oba otambula mu Fakland mu Amerika, kika ki ekirala eky'okusasula ng'oggyeeko kalata za credit ekiyinza okuba eky'omugaso ennyo?",3
"Okusinziira ku biwandiikidwa, ani ayinza okuwa obubonero obusinga obwabasabazze?",1
"Okusinziira ku biwandiikidwa, ku mpulira z’omuntu zino wammanga kiruwa ekiyinza okukosebwa olw’okunywa omwenge omungi ennyo?",2
"Nga bwe kiwandiikidwako, kiki ekiyinza okukendeeza ku bulabe bw’omwenge?",2
Emiwendo gy’ebintu egisinga obungi giri ludda wa mu Amsterdam?,1
Lwaki Disitulikiti ya Canal etegekeddwa aba UNESCO ng’ekifo eky’omugaso mu nsi yonna?,1
"Okusinziira ku biwandiikidwa, biki ku bino ebitela okukyaala mu phnom Krom okubeera ekintu ekisuffu?",4
"Okusinziira ku biwandiikidwa, kiki ekyetaagisa abakyaala okuyingira mu Phnom Krom?",3
"Okusinziira ku biwandiikidwa, biki ku bino ekisobola okulemesa omulambuzi okukyalira Antartica?",4
Omulambuzi ayagala okulambula ensozi ayinza kugenda mu kitundu ki ekya Antartica?,3
Ekifo eky’omulembe guno ekilabirwamu obwengula kili ludda wa?,1
Telescope ey’omulembe guno eyinza kuteekebwa mu kifo ki?,3
"Okusinziira ku biwandiikidwa, kitundu ki ekisinga okubeera n’olunaku lwa bbiici olukkakamu?",2
"Okusinziira ku biwandiikidwa, wakuwugira wa ewasinga okubeera nga tewalina bulabe?",1
"Ekifo ekyogerwako mu biwandiikidwa, ku bino wammanga kiruwa ekiyinza okutwalibwa ng’ekitasaanide?",3
Kiki ku bino ekinnyonyola ennimi za lingua francas?,4
Kiki ku bino wammanga ekitanyonyola bulungi nnimi eziyamba?,1
"Okusinziira ku kitundu kino, kiki omusaabaze ky’alina okukebera singa olugendo lwe olw’oku mazzi luli mu biseera by’obutiti?",2
"Okusinziira ku biwandiikidwa, singa olugendo lw’omusaabaze luba mu biseera by’obutiti, kiki kyayinza okwewala?",3
Lwaki Catalan yatera okukozesebwa ku lw’obubonero n’okuyisa ebiraango mu Barcelona?,2
"Ku nnimi zino wammanga, nkola ki eya Metro mu Barcelona gy’ekozesa okulangirira buli kiseera?",2
"Okusinziira ku biwandiikidwa, ku bino wammanga kiruwa ekitatera kukulembezebwa mu by’ekitanda n’ekyenkya ey’omulembe?",2
"Okusinziira ku biwandiikidwa, ku bino wammanga kiruwa ekitali kimu ku bintu biviganyizibwaako bya B&B ez’ebbeeyi?",1
"Okusinziira ku biwandiikidwa, ku bino wammanga kiki ekitagenda kubeera mu Beijing mu 2022?",2
"Okusinziira ku biwandiikidwa, ku bino wammanga kiki ekigenda okutegekebwa Beijing mu 2022?",3
Ani alina emikisa emingi okukwatibwa ssennyiga w’ebinyonyi?,3
"Okusinziira ku biwandiikidwa, ku bigambo bino wammanga kiki ekinnyonnyola obulungi ssennyiga w’ebinyonyi?",3
White sea n’Omwala gwa Baltic gugatta ki?,3
