question,gemma3_answer
Hvaða tungumál er ekki í boði að tala í þeim þremur nýju fréttaútsendingum sem Naked News ætlar að bæta við útsendingar sínar?,3
"Samkvæmt því sem fram kemur í kaflanum, hvar mun ekki verða hægt að sjá útsendingar Naked News?",3
Hversu margir þátttakendur luku ekki keppni í stórsvigi?,4
Hver af eftirfarandi staðhæfingum um úrslit á meistaramótinu er rétt?,3
Hvað af eftirfarandi ákvað NBA deildin að stöðva?,1
"Samkvæmt því sem fram kemur í kaflanum, hvað leiddi til þess að NBA fór að hafa áhyggjur af veirunni?",4
Hver skoraði sigurmarkið fyrir Washington Capitals í leik gegn Atlanta Thrashers?,1
Hver skoraði sitt 60. mark á tímabilinu í leik Capitals gegn Thrashers?,3
Hvenær þurfti Northern Rock bankinn að fá stuðning frá ríkisstjórninni?,4
"Samkvæmt því sem fram kemur í kaflanum, hver af eftirfarandi staðhæfingum um viðskipti Virgin Group og Northern Rock bankans er rétt?",2
"Eins og sagt er frá í kaflanum, hvaða þjóð finnur fyrir áhrifum af undirritun Kyoto-sáttmálans?",1
Hvað taldi fyrrum ríkisstjórn Ástralíu að undirskrift Kyoto-samkomulagsins myndi skaða?,2
í hvaða verkefni voru skytturnar ráðnar?,4
Hver eftirfarandi fullyrðinga á ekki við um meindýraeyðingarprófið?,1
"Samkvæmt því sem fram kemur í kaflanum, hvar fannst aðskilnaðurinn?",1
"Samkvæmt því sem fram kemur í kaflanum, hvað gerðist fyrr en talið var?",2
Hvað þarf spilari að gera til að stjórna hreyfingum í tölvuleik?,4
Hvað var hannað með útlit sjónvarpsfjarstýringar í huga?,2
Hvað kom ekki fram í síðustu tilkynningu frá Xinhua-fréttastofunni?,2
Hvað kom ekki fram í fyrstu tilkynningu frá Xinhua-fréttastofunni?,1
Hvað tilkynnti Sara Danius í útvarpsþættinum?,4
Hvern var ekki hægt að ná sambandi við?,4
Hver kallaði skuldbindinguna „stórt skref”?,3
Hversu mörg frímerki bjó Słania til fyrir hin ýmsu lönd?,4
"Samkvæmt því sem fram kemur í kaflanum, hver er líkleg orsök áframhaldandi leka úr öryggislokum?",3
Hvers vegna opnuðust öryggislokarnir?,2
Hversu hátt er vatnsborðið í Nine Ward um þessar mundir?,3
Hvað gerðist í Ninth ward þegar fellibylurinn Katrína gekk yfir?,3
Hvert af eftirfarandi staðfesti Hamilton ekki?,1
Hverju vilja vísindamenn öðlast skilning á?,4
"Samkvæmt því sem fram kemur í kaflanum, hvaða hlutverki gegndi lögreglan við lokunina?",3
Hvað var gert við inngangana í göngin á meðan lokað var?,1
"Samkvæmt því sem fram kemur í kaflanum, hvað gerðist ekki áður en ljósmyndarinn varð fyrir bílnum?",4
Hvað var ljósmyndarinn að reyna að gera áður en hann varð fyrir bíl?,2
Hver eftirfarandi staðhæfinga á ekki við um ástand forsetans eftir að hann greindist með veiruna?,1
"Samkvæmt því sem fram kemur í kaflanum, hver eftirfarandi staðhæfinga um forsetann er sönn?",3
"Samkvæmt því sem fram kemur í kaflanum, hvenær var búist við því að áfram myndi draga úr vindi fellibylsins Gonu?",2
Hver var mesti vindhraði fellibylsins Gonu?,3
Hvert af eftirfarandi á ekki við um Karenia brevis?,3
Hvað af þessu getur Karenia brevis ekki gert?,2
"Samkvæmt því sem fram kemur í kaflanum, hvert af eftirtöldu gerðist ekki í kjölfar fellibylsins Feliciu?",4
Hver af þessum staðhæfingum um fellibylinn Feliciu er ósönn?,2
Hvaða staðhæfing á við um úrslitin í kappakstrinum í Ungverjalandi 2009?,3
Hvenær varð áreksturinn?,1
"Samkvæmt því sem fram kemur í kaflanum, hvert af eftirfarandi tók minni tíma en rannsakendur höfðu búist við fyrirfram?",4
Hvert af eftirtöldu kom ekki fram í máli fræðimannanna?,3
Hvar mun CowParade fara fram?,2
Hver af eftirfarandi staðhæfingum á við um CowParade?,4
Hvað varð til þess að Rússland hætti notkun II-76 flugvéla?,2
Hvað er II-76?,3
Hver réði höfundateymi The Simpsons þáttanna?,2
"Samkvæmt Fluke, hver sendi henni jákvæð ummæli og hvatningu?",4
"Samkvæmt því sem fram kemur í kaflanum, um hvað vildi sumt fólk ekki að konur töluðu?",3
Hvaða hnöttur sýnir mesta krafta samkvæmt því sem fram kemur í textanum?,1
Ár og vötn úr glærum vökva hafa fundist á hvaða hnetti?,2
Hver þessara niðurstaðna er ekki hluti af fjaðrafundinum?,1
Hvað var ekki til staðar á fjöðrum risaeðla?,2
Hver af eftirfarandi staðhæfingum um ZMapper er ósönn?,2
Hver eftirfarandi staðhæfinga á við um PALM-tilraunina?,3
Hvar telja vísindamenn að flagan muni koma að mestu gagni?,1
Hvaða aðferð verður notuð til að framleiða greiningartækið?,2
"Samkvæmt því sem fram kemur í kaflanum, hver eftirfarandi staðhæfinga um sepakamba er ekki rétt?",4
"Samkvæmt því sem fram kemur í kaflanum, hvaða kenning um þessa landslagsþætti gefur til kynna að það sé jarðfræðileg virkni á tunglinu?",4
"Samkvæmt því sem fram kemur í kaflanum, hvað verður ekki í boði fyrr en formleg ákæra verður lögð fram?",1
"Samkvæmt því sem fram kemur í kaflanum, hvað er ekki vandamál fyrir selveiðimenn um þessar mundir?",4
"Auk íssins, hvað annað hefur áhrif á björgunaraðgerðir?",2
Hvaða skoðun neitaði Roberts að staðfesta?,3
Hvaða efni taldi Roberts að væri of siðlaust að tjá sig um?,4
Hvert beinast ljósgeislarnir tveir?,1
"Samkvæmt því sem fram kemur í kaflanum, hvenær á að byggja nýju skýjakljúfana á staðnum?",4
Hvað bendir til þess að Systurnar sjö séu hellar?,1
Hvernig er fylgst með hitastigsbreytingum við Systurnar sjö?,1
"Samkvæmt því sem fram kemur í kaflanum, hver eftirfarandi staðhæfinga um hinn grunaða er ekki rétt?",4
Hvaða upplýsingar um árásina hafa yfirvöld staðfest?,2
Hvaða lið munu leika á Ellis Park?,3
Hvar fer næsti leikur Springbok liðsins fram?,3
Hvert af eftirtöldu lenti geimstöðin í vandræðum með á meðan leiðangrinum stóð?,2
"Samkvæmt því sem fram kemur í kaflanum, hvert er markmið leiðangursins?",3
Hver eftirfarandi staðhæfinga um málið er ósönn?,4
Hver eftirfarandi staðhæfinga á við um málið?,4
"Samkvæmt því sem fram kemur í kaflanum, fyrir hvaða félag hóf Vidal að spila fyrir þremur tímabilum?",1
Hvað hefur Vidal leikið marga leiki fyrir Barça?,1
Hvaða lið var mótherji leiksins?,2
Hvers vegna dvaldi Jarque á hótelinu?,3
Hvers vegna gaf Jarðeðlisstofnun Jakarta ekki út viðvörun?,4
"Samkvæmt því sem fram kemur í kaflanum, hvað orsakaði skjálftinn?",1
Hvert af eftirtöldu ræður allri stjörnuvirkni í kerfinu?,3
Út frá hverju er Rossby-númer stjörnu fundið út?,1
Hversu hátt hlutfall svarenda vilja að Ástralía verði tafarlaust gerð að lýðveldi?,2
Hvenær segir Jude Gillard að Ástralía ætti að verða gerð að lýðveldi?,2
Hvaða stofnun sætir lögfræðilegri rannsókn?,3
Hvaða þingnefnd veitir Cliff Stearns forystu?,1
"Samkvæmt því sem fram kemur í kaflanum, hvað kom ekki fyrir svissnesku konuna?",2
Hvaða fyrirtæki hlaut Taiwan Sustainable Award árið 2007?,3
Hvað er ASUS Eee PC?,2
Hver bar ábyrgð á týnda póstinum?,3
"Samkvæmt því sem fram kemur í kaflanum, hver baðst afsökunar á týnda póstinum?",4
Hvenær þurfti Del Potro að bregðast við axlarmeiðslunum?,3
Hver voru úrslit fyrstu oddalotunnar?,1
Hver segir textinn að hafi verið í samskiptum við sjúklinginn?,1
"Samkvæmt því sem fram kemur í kaflanum, hvað fullvissaði ríkisstjórinn íbúa Texas ekki um þegar hann talaði til þeirra?",4
Hvaða fréttaskopstælingarveita var stofnuð af tveimur fyrrum nemendum við UW?,4
"Samkvæmt því sem fram kemur í kaflanum, hvert af eftirfarandi atriðum er ekki hægt að finna í fjölmiðlaveldi The Onion?",2
"Samkvæmt því sem fram kemur í kaflanum, hvað var varið af lögreglu?",3
Hvenær bað lögregla mótmælendur um að færa sig til að forðast frekari umferðartafir?,4
Hvað á við um rannsóknina á vegum Dr. Ehud Ur?,2
"Samkvæmt því sem fram kemur í kaflanum, hvað efast Dr. Ur um?",1
Hver eftirfarandi staðhæfinga á ekki við um brotlendingu flugs CG4684?,3
Hvers vegna þurfti flug CG4684 að hætta við lendingu?,4
"Byggt á því sem kemur fram í kaflanum, hver eftirfarandi staðhæfinga um upplifun Franciszeck Kowal er rétt?",2
Hvers vegna er erfitt að meta hugsanleg áhrif hitabeltisstormsins Danielle?,3
"Samkvæmt því sem fram kemur í kaflanum, hver þessara staðhæfinga um hitabeltisstorminn Danielle er ekki rétt?",4
"Samkvæmt því sem fram kemur í kaflanum, hvað verður að gerast í þróun sjúkdómsins áður en hann verður að heimsfaraldri?",1
"Samkvæmt því sem fram kemur í kaflanum, hversu langt frá Fujian var fellibylurinn?",3
Hver heilsaði George W. Bush við komu hans til Asíu?,3
Hvenær ræddi forsetinn um aukin viðskiptaumsvif í Asíu?,3
"Samkvæmt því sem fram kemur í kaflanum, hvert af eftirtöldu er heildarmarkmið ríkisstjórnarinnar?",4
Hvað tilkynnti ríkisstjórnin?,1
"Hvaða upplýsingar höfum við, samkvæmt textanum?",1
Hvaða staðhæfing um mótmælin er ekki rétt?,3
Hver átti frumkvæðið að því að bráðabirgðastjórnin segði af sér?,3
"Samkvæmt því sem fram kemur í yfirlýsingunni, hvað styður USA Gymnastics ekki í kjölfar misnotkunar Nassar á íþróttafólki?",1
"Samkvæmt því sem fram kemur í yfirlýsingunni, hvert er meginmarkmið bæði USA Gymnastics og bandarísku Ólympíunefndarinnar framvegis?",4
Hvert var skipið að fara þegar atvikið átti sér stað? ,3
Hver af eftirfarandi staðhæfingum um skipið er ósönn?,2
Hver gaf yfirlýsingu um mál bandarísku hermannanna?,1
"Samkvæmt því sem fram kemur í yfirlýsingunni, hvaða land tók að sér að halda vörð um bardagamennina sem voru í haldi?",4
Hver er talin vera orsök brotlendingarinnar?,2
Á hvernig svæði varð brotlendingin?,4
Hverju vonast embættismenn eftir í kjölfar flóðanna?,1
Hvað af eftirfarandi hafði bygging stíflunnar varanleg áhrif á?,2
"Samkvæmt því sem fram kemur í kaflanum, hver gaf Bandaríkjunum upplýsingar um mögulega árás?",3
Hver eftirfarandi staðhæfinga á við um ætlaða árás öfgasinnanna?,3
Hver af eftirfarandi aðilum er ekki lögfræðingur?,4
Hvaða hópur fólks er ekki sagður hafa verið hluti af hneykslismálinu sem kom upp í gríska lagasamfélaginu?,3
Hvað töpuðu Indverjar mörgum marksúlum?,2
"Samkvæmt því sem fram kemur í kaflanum, hvert var hæsta stigaskor lotunnar?",1
Hvað af eftirtöldu var ekki orsök óánægju Adams Cuerden?,1
"Samkvæmt því sem fram kemur í kaflanum, hverju var eytt af vefsvæðinu?",1
"Samkvæmt því sem fram kemur í kaflanum, hvað af eftirtöldu nýtur ekki stuðnings Amirs Khan?",1
"Samkvæmt því sem fram kemur í kaflanum, hvað mun Amir Khan styðja, þrátt fyrir skoðun sína?",1
Hvenær lést Peter Lenz?,3
Hver er Xavier Zayat?,2
Hvenær gæti það gagnast flughræddum einstaklingi að skilja innri virkni flugvélar?,2
"Byggt á því sem kemur fram í kaflanum, hvað ætti hinn sparsami ferðalangur að gera allra síðast til að fá besta verð?",4
"Samkvæmt því sem fram kemur í kaflanum, hvað ætti ferðafólk að gera fyrst til þess að fá besta verð á flugi?",2
Hvenær þarf að innrita farþega til að koma sendingu á áfangastað?,3
"Þegar valið er flugfélag sem oft er flogið með úr samstarfi nokkurra félaga, hvað ættirðu að leggja áherslu á, ef byggt er á efni kaflans?",4
"Samkvæmt því sem fram kemur í kaflanum, hver gæti boðið fleiri vildarpunkta fyrir flugið?",4
"Samkvæmt því sem fram kemur í kaflanum, hvert af eftirtöldum skynjunum getur orðið fyrir áhrifum af of mikilli neyslu áfengis?",2
"Hvað getur dregið úr hættulegum afleiðingum áfengis, eins og sagt er frá í kaflanum?",3
Hvar er eignagildi hvað mest innan Amsterdam?,1
Hvers vegna er síkjahverfið á heimsminjaskrá UNESCO?,1
"Samkvæmt því sem fram kemur í kaflanum, hvert af eftirtöldu gerir það þess virði að heimsækja Phnom Krom?",1
"Samkvæmt því sem fram kemur í kaflanum, hvað þurfa gestir að gera til að komast inn í Phnom Krom?",3
"Samkvæmt því sem fram kemur í kaflanum, hvert af eftirtöldu getur komið í veg fyrir að ferðamaður fái að heimsækja suðurskautið?",1
Ferðamaður með áhuga á fjallgöngum gæti viljað heimsækja hvaða hluta Suðurskautslandsins?,2
Hvar eru eldri stjörnuskoðunarstöðvar líklegastar til að vera staðsettar?,2
Hvar er líklegast að nútíma rannsóknarsjónaukar séu til húsa?,4
"Samkvæmt því sem fram kemur í kaflanum, hvaða svæði væri best fyrir rólegan dag á ströndinni?",3
"Samkvæmt kaflanum, hvar er líklegast að sé öruggast að synda?",2
"Í heimsókn á staðinn sem talað er um í textanum, hvað væri talið vera óviðeigandi?",3
Hvert af eftirtöldu á við um samskiptamál?,4
Hvaða staðhæfing á ekki við um aukamál?,1
"Samkvæmt því sem fram kemur í kaflanum, hvað ættu farþegar að athuga ef farið er með ferju að vetrarlagi?",1
"Samkvæmt því sem fram kemur í kaflanum, ef ferðin er farin að sumri til, hvað gætu farþegarnir forðast?",2
Af hverju eru skilti og tilkynningar í Barcelona oft á katalónsku?,3
Hvað af eftirfarandi tungumálum má lesa af tilkynningum í neðanjarðarlestum í Barcelona?,2
"Byggt á því sem kemur fram í kaflanum, hvert af eftirtöldu er ólíklegt að finna í lúxusheimagistihúsa?",4
"Byggt á því sem kemur fram í kaflanum, hvert af eftirtöldu er ekki samkeppnisþáttur milli lúxusheimagistihúsa?",1
"Samkvæmt því sem fram kemur í kaflanum, hvert af eftirtöldu fer ekki fram í Beijing árið 2022?",2
"Samkvæmt því sem fram kemur í kaflanum, hvert af eftirtöldu fer fram í Beijing árið 2022?",2
Hvaða hópur er í mestri hættu á að smitast af fuglaflensunni?,3
"Samkvæmt því sem fram kemur í kaflanum, hver eftirfarandi staðhæfinga á við um fuglaflensuna?",3
Hvað tengir skurðurinn frá Hvítahafi til Eystrasalts saman?,3
"Samkvæmt því sem fram kemur í kaflanum, í hvers konar farartækjum geta lestarverðir safnað saman vegabréfum til að trufla ekki farþega?",2
"Samkvæmt því sem fram kemur í kaflanum, hvenær fer eftirlit fram í sumum lestum sem fara yfir landamæri?",4
Hvert af eftirfarandi er líklegast til að gerast ef þú ferðast til hitabeltissvæða í Singapúr?,3
Hvaða fólk ætti að forðast þýskt bakkelsi?,1
Hvaða hráefni telst vera árstíðabundið í þýskri bökunarhefð?,3
"Byggt á því sem kemur fram í kaflanum, hvað af eftirfarandi er ekki gott ráð fyrir fólk sem vill ferðast ódýrt?",3
"Samkvæmt því sem fram kemur í kaflanum, hvers konar manneskja gæti átt erfitt með að ferðast ódýrt?",4
Hver eftirfarandi staðhæfinga á ekki við um ökuferðina milli Point Marion og Fairmont?,4
"Samkvæmt því sem fram kemur í kaflanum, hvert af þessu ætti að vera aðaláhyggjuefni bílstjóra á þjóðveginum milli Buffalo og Pittsburg?",3
Hvað af eftirtöldu er ekki nauðsynlegt fyrir byrjendur í gljúfraferðum?,2
Hvað af eftirtöldu gæti verið nauðsynlegt fyrir vel heppnaða gljúfraferð?,4
"Samkvæmt því sem fram kemur í kaflanum, hvað gæti komið sér vel fyrir fólk sem vill gista í bílnum sínum?",2
"Samkvæmt því sem fram kemur í kaflanum, hvað ætti bílaútilegufólk að forðast ef það vill ekki láta taka eftir sér?",3
"Samkvæmt því sem fram kemur í kaflanum, hverjir endurbyggðu Casablanca í annað skipti?",4
Hverjir yfirgáfu nútímaborgina Casablanca í kjölfar náttúruhamfara?,2
"Samkvæmt því sem fram kemur í kaflanum, hvernig öðlaðist Sintra frægð meðal útlendinga?",3
Hvað er ekki viðurkennt af Armeníu?,4
Hvað hefur áframhaldandi áhrif á samskipti Aserbaísjan og Armeníu?,3
"Ef þú tekur leigubíl í Charlotte, hvað gæti orðið til þess að viðbótargjald leggist á venjulegt fargjald?",2
"Samkvæmt því sem fram kemur í kaflanum, hvað gæti verið álitinn ókostur við að búa í Charlotte með börn?",2
"Áður en Spánverjar mættu á svæðið, hverjir fóru með völd í norðurhluta Chíle?",4
"Samkvæmt því sem fram kemur í kaflanum, hvað af eftirtöldu átti sér ekki stað árið 1810?",2
Hvernig er hægt að komast í afskekkt þorp á Liguria-svæðinu?,3
Hvað þýðir ítalska orðasambandið „Cinque Terre”?,1
"Samkvæmt því sem fram kemur í kaflanum, hvers konar skófatnaður hentar best í hálku á veturna?",4
Hvað af þessu hjálpar ekki til á hálu vegyfirborði við vetraraðstæður?,4
Hvað af eftirtöldu eiga Hawaii og Cook-eyjar sameiginlegt?,3
Hvað af eftirfarandi á ekki við um Cook-eyjar?,3
Hver eftirtalinna landvarðastöðva býður upp á tvenns konar gistimöguleika?,1
"Samkvæmt því sem fram kemur í kaflanum, hvar geturðu keypt aðgangsleyfi ef þú vilt greiða með reiðufé í stað korts?",2
"Samkvæmt því sem fram kemur í kaflanum, hvers konar skíðaíþrótt er stunduð á brattari svæðum?",3
"Samkvæmt því sem fram kemur í kaflanum, hvað gæti hjálpað óbyggðaskíðafólki sem vill ná auknum hraða?",3
Hvað gæti reynst erfitt fyrir ferðafólk sem fær endurkomuáfall?,4
"Samkvæmt því sem fram kemur í kaflanum, fyrir hvers konar ferðamann er hætt við að endurkomuáfall verði sérlega erfitt?",2
Hvað ætti fólk að forðast að gera þegar það hittir fyrir elgi?,4
"Samkvæmt því sem fram kemur í kaflanum, hver þessara staðhæfinga um elgi er ósönn?",1
"Samkvæmt því sem fram kemur í kaflanum, hvað af þessu væri hættuminnst fyrir ferðalang í eyðimörk?",1
Hvað af eftirtöldu er ekki nefnt sem möguleg áhætta fyrir ferðalanga í eyðimörk?,4
"Samkvæmt því sem fram kemur í kaflanum, hvaða hópur varð fyrir slæmum áhrifum af komu landkönnuðanna?",3
"Samkvæmt því sem fram kemur í kaflanum, hvaða tungumál talaði Caribes-fólkið?",4
Hverjir eiga heiðurinn að því að gera skíðaíþróttir að vinsælu frístundasporti?,2
Hvenær varð skíðaiðkun að íþróttagrein samkvæmt textanum?,3
Hvert af eftirtöldu er jafnan tengt við stærstu eyjuna úti fyrir austurströnd Afríku?,3
Hvað af eftirtöldu á ekki við um minni eyjar við Austur-Afríku? ,3
"Samkvæmt því sem fram kemur í kaflanum, hvernig er haldið upp á páska í sumum, oftast hefðbundnum, kirkjum?",2
"Til að komast hjá tilteknum skilyrðum við inngöngu í Ekvador, hvað þurfa kúbanskir borgarar að sýna fram á?",4
Hver er ekki ætlunin með ferðakröfum Ekvador?,1
Hvað af eftirfarandi gæti kostað meira í öðru landi en heima fyrir?,2
Hvaða áhætta getur fylgt því að kaupa hátískuumgjarðir erlendis?,3
Hvað af eftirfarandi fullyrðingum um notkun gjaldmiðils á Falklandseyjum er sönn?,4
"Byggt á því sem kemur fram í kaflanum, hvar gætu ferðamenn á Falklandseyjum sem koma frá Bandaríkjunum nýtt sér annað greiðsluform en kreditkort?",3
Hvaða viðburður tengist ekki musterishátíðunum?,1
Hvar má sjá skreytta fíla?,3
"Samkvæmt því sem fram kemur í kaflanum, hvað af eftirtöldu er líklegast til að spara pening við kaup á flugmiða á viðskipta- eða fyrsta farrými?",1
"Samkvæmt því sem fram kemur í kaflanum, hverju er tímasóun að leita að þegar bókuð eru sæti á tilteknum farrýmum?",3
Hverju þarf ekki að gera ráð fyrir við kaup á ferð til Afríku sem þarf að gera þegar keypt er flug í kringum heiminn?,1
"Samkvæmt því sem fram kemur í kaflanum, hverju hafa stórmarkaðir aukið framboð sitt af?",1
Hvaða viðbót sem sumar stórverslanir bjóða upp á höfðar til viðskiptavina sem vilja kaupa tilbúinn mat?,4
Hvert af eftirtöldu gæti mögulega ekki skilist í frönskumælandi hlutum Belgíu og Sviss?,1
Hvað af eftirfarandi er ekki eins í Frakklandi og það er í Belgíu eða Sviss?,1
Við hvaða aðstæður er ólíklegt að þér bjóðist lækkuð gjöld vegna ástvinamissis?,3
Hver eftirfarandi staðhæfinga á við um lækkuð fargjöld vegna ástvinamissis?,4
Hvenær væri betra að nota GPS-tæki en GPS-leiðsöguapp í símanum?,3
Hvað af eftirfarandi er ekki góð ástæða fyrir því að nota GPS-leiðsöguapp í stað GPS-tækis?,1
"Samkvæmt því sem fram kemur í kaflanum, hvernig geturðu verið viss um að þú bókir pláss á skipi við hæfi?",3
"Samkvæmt því sem fram kemur í kaflanum, hvað af eftirfarandi er ekki notað til þess að fá gesti til að sitja lengur við fjárhættuspil?",1
"Samkvæmt því sem fram kemur í kaflanum, hvað ætti snjall fjárhættuspilari að forðast?",1
"Samkvæmt því sem fram kemur í kaflanum, úr hvaða flokki eru orð skrifuð með stórum staf í ritmáli?",2
"Samkvæmt því sem fram kemur í kaflanum, hvað getur orðið erfiðara þegar nafnorð eru skrifuð með stórum staf?",3
Hvaða bending þýðir „komdu hingað” í dreifbýli Malasíu?,1
"Samkvæmt því sem fram kemur í kaflanum, hvaða bending þýðir „komdu aftur”?",1
"Samkvæmt því sem fram kemur í kaflanum, hvað veldur sprungumyndun?",2
"Samkvæmt því sem fram kemur í kaflanum, hvað af þessu getur verið falið undir snjóbrúm?",1
"Ferðamenn ættu að sýna varúð þegar hvaða svæði er heimsótt, ef byggt er á efni kaflans?",2
Hvert af eftirtöldu er ekki gott ráð fyrir ferðamenn í Goma?,1
Hvenær væri hægt að kaupa öræfaleyfi sem á að taka gildi í ágúst?,2
Hvaða reglur eru í gildi til að vernda gljúfrið?,4
Hvert af eftirtöldu er ólíklegast að rekast á á hóteli á borð við þau sem talað er um í textanum?,4
Hvað af eftirfarandi væru hótelgestirnir ólíklegastir til að setja í forgang?,4
"Samkvæmt því sem fram kemur í kaflanum, hvað ættu ferðamenn á Grænlandi að forðast?",4
"Samkvæmt því sem fram kemur í kaflanum, hvað af eftirfarandi er líklegt til að valda óundirbúnum ferðamönnum ama þegar Grænland er heimsótt?",3
Hver þessara staða er nú aðaltorgið?,1
"Samkvæmt því sem fram kemur í kaflanum, hvað af eftirtöldu er ekki að finna í Jardín de la Unión?",4
"Byggt á því sem kemur fram í kaflanum, hver eftirfarandi staðhæfinga um dagslangar fjallgöngur myndi teljast vera röng?",4
"Samkvæmt því sem fram kemur í kaflanum, hvenær þarf ekki mikinn undirbúning fyrir dagslanga fjallgöngu?",2
Hvað er öðruvísi við háslétturnar í Rogalandi og Agder miðað við annars staðar í Noregi?,4
"Samkvæmt því sem fram kemur í kaflanum, hvað af eftirtöldu er ódæmigert fyrir Noreg?",2
Hvenær ættu ferðamenn með áhuga á skíðaiðkun að heimsækja hæðarstöðvarnar?,1
"Samkvæmt því sem fram kemur í kaflanum, hvenær eru yfirleitt flestir ferðamenn á hæðarstöðvunum?",3
Hvað ættirðu að forðast ef þú vilt finna bát sem þarf aðstoð?,4
Hvað ættirðu að gera við smábátahöfnina þegar þú leitar að báti sem þarf aðstoð?,1
Hvaða staður myndi höfða til ferðamanns sem hefur áhuga á nýlendusögu eyjunnar?,1
Hvaða staður myndi höfða til ferðamanns sem hefur áhuga á glæsilegu útsýni?,4
Hvað hafa sumir hnakkar sem minnka hættuna á því að knapinn festi fótinn í ístaðinu?,2
Hvaða einkenni reiðstígvéla eykur öryggi knapans þegar hann notar ístöð?,3
Hvað er ferðamönnum boðið upp á í gegnum skiptikerfi?,1
"Byggt á því sem kemur fram í kaflanum, hver eftirfarandi staðhæfinga á ekki við um skiptikerfi?",2
"Samkvæmt því sem fram kemur í kaflanum, hvers konar gesti er líklegast að rekast á á farfuglaheimili þar sem fólk deilir gistirými?",1
"Byggt á því sem kemur fram í kaflanum, hvaða hópur er líklegastur til að gista á farfuglaheimili?",2
"Samkvæmt því sem fram kemur í kaflanum, hver eftirfarandi fullyrðinga lýsir bjúgverpilskasti?",4
Hvað af þessu er aðallega notað í Javanskri matargerð?,3
"Samkvæmt því sem fram kemur í kaflanum, hvernig dreifist smitsjúkdómur?",1
"Samkvæmt því sem fram kemur í kaflanum, hvað veldur ekki smitsjúkdómum?",1
Hvenær væri nóg fyrir notandann að nota vefmiðlara í stað sýndareinkanet?,3
"Samkvæmt því sem fram kemur í kaflanum, hver eftirfarandi staðhæfinga um sýndareinkanet og vefmiðlara er röng?",4
Hvað gerir fólki kleift að nota símafyrirtæki sem er ekki staðsett á sama svæði?,1
"Samkvæmt því sem fram kemur í kaflanum, hvað gæti þurft að gera til að geta móttekið tiltekin símtöl?",1
Hvað af eftirfarandi á ekki við um framburð ítalskra orða?,4
Hvert eftirfarandi einkennir Izmir er frá fornri tíð?,1
Hvert af eftirfarandi er ekki eitt af einkennum Izmir?,2
Orðið „hanami” vísar í skoðun á hverju?,1
