question,gemma3_answer
Mitä seuraavista katolista kirkkoa koskevista asioista ei kyseenalaistettu?,2
Kuka murhattiin Versailles’ssa tekstikatkelman mukaan?,4
Mitä seuraavista väkijoukko ei pakottanut kuningasta ja kuningatarta tekemään?,3
Mikä seuraavista ei ollut tulosta Britannian epätavallisesta merisodankäynnistä?,3
Mikä väittämä ei kuvaa tarkasti Britannian merisaartoa Saksaa vastaan?,4
Kuka saa todennäköisimmin multippeliskleroosi-diagnoosin tekstikatkelman mukaan?,1
Mihin säännölliseen toimintaa osallistujat tarvitsivat enemmän tukea tekstikatkelman mukaan?,1
Miten miekkailua yleensä harrastetaan tekstikatkelman mukaan?,4
Mikä seuraavista on sisäisen myrkytyksen varmin tuntomerkki tekstikatkelman mukaan?,4
Mikä seuraavista on asianmukainen ensimmäinen vaihe loukkaantuneen arvioinnissa tekstikatkelman mukaan?,1
Mikä seuraavista väittämistä ei kuvaa tarkasti uhrin tarkastamisen prosessia?,1
Mikä Ranskan vallankumouksen aiheuttamista muutoksista vaikutti merkittävästi työväenluokan kansalaisiin?,2
Mihin menestyminen armeijassa ja muissa ammateissa perustui entistä epätodennäköisemmin Ranskan vallankumouksen jälkeen?,2
Minkä julkisen palvelun sanotaan aiheuttavan eniten tyytymättömyyttä kehittyneissä maissa?,3
Mitä julkisista liikennejärjestelmistä voidaan sanoa tekstikatkelman mukaan?,3
"Mikä seuraavista voi olla tekstikatkelman mukaan vaikea tutkia, koska ajajat toimivat ennakoimattomasti?",4
Mitä seuraavista käytetään liikevirran esittämiseen matemaattisesti?,3
Mitä Hershey ja Chase käyttivät DNA:n istutukseen? ,4
Mistä mutaation kyky periytyä lapsille riippuu?,1
Mihin erilaiset mutaation vaikutukset eivät perustu tekstikatkelmassa annettujen tietojen perusteella?,1
"Mikä seuraavista ei ollut syy siihen, että muinaiset kulttuurit pitivät vuohia?",2
Mitä golfissa pyritään saamaan mahdollisimman vähän?,2
Missä nurmikko leikataan lyhimmäksi golf-kentällä?,2
Mikä on kokeen tyypillinen tarkoitus?,1
Mikä ei auta ohjaamaan tieteellistä tutkimusta tekstikatkelman mukaan?,1
Mikä tornadoja koskeva väittämä ei ole totta tekstikatkelman mukaan?,3
Mikä seuraavista väittämistä kuvaa tarkasti suurinta osaa tornadoista tekstikatkelman mukaan?,4
Mitä seuraavista ihmiset ryhtyivät tekemään 1500-luvulla?,4
Kuinka kauan ihmiset ovat suurentaneet esineitä linssien avulla?,3
Mitä Muhammedin luola kertoo hänen hengellisistä taipumuksista tai arvoista tekstikatkelman mukaan?,1
Mihin rautaa käytettiin ensin tekstikatkelman mukaan?,4
Miksi puiset pyörät korvattiin rautapyörillä tekstikatkelman mukaan?,4
Mikä muokkasi tekstikatkelman mukaan yksilöitä romantiikan aikana?,2
Mikä seuraavista väittämistä ei kuvaa teknologisen determinismin ideaa yleisesti? ,1
Mikä seuraavista ei tekstikatkelman mukaan liity jousen vetämiseen?,1
Mikä seuraavista liittyy tekstikatkelman mukaan pehmeämpään ääneen?,3
Mihin seuraavista käsien käytössä erikoistuttiin fossiilien mukaan?,1
Mikä seuraavista kuvaa tarkasti simpanssin sormiluita? ,3
Mistä varastosta valinta poistaa uuden geneettisen vaihtelun?,4
Mikä prosessi vastaa geneettisen muuntelun lisäämisestä?,3
Mitä seuraavista pitäisi kädellisen syödä ratkaistakseen ”proteiiniongelman” tekstikatkelman mukaan?,3
Mikä seuraavista ongelmista ei tekstikatkelman mukaan johdu riittävien aminohappojen puutteesta?,1
Miten tietyn alakulttuurin jäsenet osoittavat kuuluvansa tiettyyn ryhmään?,4
"Mitä saattaa tapahtua lapselle tekstikatkelman mukaan, jos lapsi samastuu rotuvähemmistöön, joka stereotyyppisesti käyttäytyy uhkaavasti?",2
Mihin seuraavista lapsen tietoisuus rotustereotyypeistä saattaa vaikuttaa tekstikatkelman mukaan?,2
Mikä seuraavista ei todennäköisesti ole villilapsien kasvatuksessa yhdenmukaista?,2
Mikä seuraavista kuvaa tekstikatkelman mukaan lasten villiä käytöstä?,2
Mikä seuraavista käytännöistä ei ole johdonmukainen omavaraisviljelyn kanssa tekstikatkelman mukaan?,2
Mikä seuraavista kuvaa tarkasti omavaraisviljelyä?,4
Mihin matkailuluokkaan museovierailu kuuluu?,3
Mikä on virkistysmatkailijoille ensisijaista tekstikatkelman mukaan?,2
Mikä tekstikatkelmassa mainittu asia auttaa vähentämään muutospelkoa paikallisessa kirkossa?,1
Missä tekstikatkelman mukaan oman historian ymmärtäminen auttaa?,3
Mikä seuraavista väittämistä kuvaa tarkasti postmodernia lähestymistapaa oppimiseen?,4
Mikä seuraavista väittämistä ei kuvaa tarkasti postmodernia lähestymistapaa oppimiseen?,2
"Mikä seuraavista voisi häiritä unen keskeytymistä, kun heräät tahallisesti normaalin unijakson aikana?",1
Mikä seuraavista ei kuvaa tarkasti unen keskeytystä?,4
"Mikä kasvaa, kun aivot pyrkivät useammin selkouniin?",4
Mitkä seuraavista kehon negatiivisista vaikutuksista saattavat lisääntyä selkounien näkemisen vuoksi?,2
Mitä yhteistä tekstikatkelman mukaan on perinteisillä tiimeillä ja virtuaalisilla tiimeillä?,1
Mikä fyysisiin ja virtuaalisiin tiimeihin liittyvistä väittämistä ei ole totta tekstikatkelman mukaan?,1
Mihin seuraavista sisältöteoriat eivät kohdistu?,1
Mikä seuraavista ei ole kolmasosien sääntöjen tavoite?,2
Mikä seuraavista ei kuvaa 35 mm:n stillkuvien kokoa?,3
"Miten zoom-objektiivit ovat kehittyneet tekstikatkelman mukaan, kun valmistajat parantavat objektiivien tuotannon laatua?",3
Milloin zoom-objektiivi on parempi kuin kiinteäpolttovälinen objektiivi tekstikatkelman tietojen perusteella?,1
Mitä seuraavista ei pidettäisi tarkkana mystiikan kuvauksena?,4
Mitä seuraavista ei korosteta mystiikassa tekstikatkelman mukaan?,2
Kuka on mahdollisesti käynnistänyt maanviljelysyhteiskunnan tekstikatkelman mukaan?,3
Missä moalintuja metsästänyt ryhmä olivat ensimmäisiä asukkaita tekstikatkelman mukaan?,2
Millaisessa skenaariossa olisi Pureland-menetelmän käyttämisestä etua taittelijalle?,1
Mikä seuraavista ei kuvaa tarkasti Pureland-origamia?,1
Mikä sijainti ei tekstikatkelman mukaan liity Induksen jokilaakson sivilisaatioon?,3
Mitä seuraavista ei ole mainittu mahdollisena pronssikauden sivilisaation nimenä tekstikatkelmassa?,3
Mikä seuraavista tuottaa pitkän aikavälin hyötyjä tekstikatkelman mukaan?,1
"Mitä seuraavista henkilö saattaa haluta priorisoida, jos hän haluaa keskittyä välittömiin hyötyihin tekstikatkelman mukaan?",4
Kuka maksoi tekstikatkelman mukaan suurimman osan sotakustannuksista?,4
Mikä aikakausi edelsi Temppeliherrojen aikakautta?,3
Mikä aikakausi seurasi Temppeliherrojen aikakautta?,1
Mitä lääketieteellistä hoitoa tai menetelmää ei mainita lääkäreiden ja kirurgien Rooman imperiumin aikaan käyttämänä hoitona tai menetelmänä?,1
Mitä seuraavista ei ole Rooman imperiumin aikana aikaan saatujen lääketieteellisten kehitysaskeleiden ansiota tekstikatkelman mukaan?,3
Mistä kyky nähdä riippuu?,1
Mistä organismien silmän rakenteen vaihtelu riippuu?,2
Mikä sikhiläisyyttä koskevista väittämistä ei kuvaa tarkasti uskontoa tekstikatkelman mukaan?,2
Mitä seuraavista pidetään sikhiläisten uskomusten ytimenä tekstikatkelman mukaan?,1
Mihin tarkkaavaisuushäiriöisten lasten on vaikea keskittyä tekstikatkelman mukaan?,1
Miksi tarkkaavaisuushäiriöiset lapset saattavat käyttäytyä riskialttiisti tekstikatkelman mukaan?,4
Mikä seuraavista ei ole esimerkki oppimisen oikea-aikaisesta tuesta tekstikatkelman tietojen perusteella?,3
Mikä seuraavista ei kuvaa tarkasti oppimisen oikea-aikaista tukea (scaffolding)?,3
"Mikä MySpacen ominaisuus saattaisi tekstikatkelman mukaan hyödyttää oppilaita, joilla on vaikeuksia lukemisen kanssa?",1
Mikä seuraavista ei ollut osa Hruštšovin vastausta työläisten mellakoihin tekstikatkelman mukaan?,3
Mikä seuraavista ei aiheuttanut Puolan mellakoita?,4
Mikä seuraavista ei vaikuttanut Neuvostoliiton ja Yhdysvaltojen välisiin suhteisiin tekstikatkelman mukaan?,2
Mikä seuraavista ei kuvaa tarkasti hermoimpulssien lähettämisen tarkoitusta kaikkialle kehoon?,1
Mitä Gizan ylätasangolla on?,4
Mikä oli Suuren pyramidin tarkoitus?,2
Kuka on tarinan mukaan vastuussa temppelin tuhonneesta tuhopoltosta?,1
Mikä näistä väittämistä kuvaa tarkasti Artemiin temppelin uudelleenrakennusta?,2
Milloin jokin laji alkoi kävellä kahdella jalalla tekstikatkelman mukaan?,1
Mikä seuraavista lajeista käveli säännöllisesti kahdella jalalla?,2
Mitä saksalainen laivasto pyrki saavuttamaan toisen maailmansodan aikana?,2
Kuka menestyi tekstikatkelman tietojen perusteella parhaiten laivastosodassa Pohjois-Atlantin kampanjan aikana?,1
"Mitä ei ollut olemassa, kun assyrialaiset ottivat ratsuväen käyttöön?",1
Miten ratsuväkeä käyttävät taistelut käydään?,3
Mistä et löytäisi tekstikatkelman mukaan keskimääräistä babylonialaista?,4
Mikä seuraavista oli tarkoitettu erityisesti papeille?,2
Milloin kuningas Tutankhamonista tuli kuuluisa?,3
Mikä teki kuningas Tutankhamonista tunnetun Egyptin kuninkaan?,1
Mitä kreikkalainen runoilija Homeros ei voinut tehdä?,2
Kuka kuuluisa kreikkalainen tunnetaan jostakin muusta kuin kirjallisuudesta?,3
Missä heprealainen perhe viettää suurimman osan ajastaan?,1
Mikä ei ollut heprealaiselle perheelle kovin tärkeää?,3
Mitä seuraavista ei kuvata skandinaavisten maiden välisenä erona?,2
Kuka asutti ensimmäisenä Grönlannin?,1
Mikä ryhmä halusi ruokailla ilman tuoleja?,3
Mikä seuraavista ei olisi osa muinaisen Rooman pitoja?,4
Millä seuraavista ei todennäköisesti ole pysyvää vaikutusta tekstikatkelman mukaan?,2
Mikä edeltää kansakuntaa tekstikatkelman mukaan?,3
Mikä Drukgyalin dzongia koskeva väittämä ei ole totta?,1
Mikä väittämä kuvaa tarkasti Drukgyalin dzongin tulipalon tulosta?,1
Mikä seuraavista Kambodžaa koskevista väittämistä on totta?,4
Mikä seuraavista väittämistä kuvaa tarkasti hyökkäyksiä Kambodžaan?,4
Mitä seuraavista Hollannin Itä-Intian kauppakomppania ei tehnyt ollessaan Taiwanissa?,4
Mitä sovittiin Shimonosekin sopimuksessa?,4
Miten kemikaalin pH-arvo mitataan?,3
Mikä poistettiin vetyioneista?,4
Mikä seuraavista väittämistä ei kuvaa tarkasti leijonalaumoja?,3
Mikä seuraavista väittämistä ei kuvaa tarkasti leijonien käytöstä?,4
Millaiset saalistajat syövät jäniksiä?,3
Mitä seuraavista pienemmät kissaeläimet saalistavat?,1
Mikä seuraavista ei ole osa oselottien saalistusta?,4
Mikä seuraavista ei kuvaa tarkasti oselottia? ,3
Mitä seuraavista ei pidetä tiikerin vahvuutena?,1
Mitä eroa tekstikatkelman mukaan on tiikereillä ja leijonilla?,2
Mitä Robert Hooke teki tekstikatkelman mukaan ennen muita biologeja?,1
Mitä sana ”cella” (solu) alun perin tarkoittaa?,2
Mitä monet eläimet voivat tehdä tekstikatkelman mukaan?,2
Mitä joillakin eläimillä ei ole tekstikatkelman mukaan?,3
Mikä auttaa kasveja fotosynteesissä?,4
"Mitä sellaista ihmiset hengittävät ulos, jota kasvit tuottavat?",4
Mikä seuraavista esimerkeistä hidastaisi evoluutiota tekstikatkelman mukaan?,1
Mikä seuraavista väittämistä ei kuvaa tarkasti lajiutumista? ,1
Mikä osa verenkiertojärjestelmää tuo verta sydämeen?,4
Mitkä putket ovat verenkiertojärjestelmän pienimpiä?,1
Mitä seuraavista hyönteisen kyky taittaa siipensä taaksepäin lisää?,2
"Mitä seuraavista ei mainita tekstikatkelmassa asiana, johon hyönteisen lentokyky vaikuttaa?",2
Mitä seuraavista ominaisuuksista ei liitetä yleisesti dinosauruksiin?,2
Mitä seuraavista ei pidetä yleisesti lintujen ja dinosaurusten jaettuna ominaisuutena?,3
Minkä osan käpypalmusta triceratops todennäköisesti söisi tekstikatkelman mukaan?,2
Minkä seuraavista triceratops todennäköisesti söisi tekstikatkelman mukaan? ,2
Mikä seuraavista urheilulajeista on todennäköisesti laajasti suosittu Italian pohjoisosissa tekstikatkelman mukaan?,3
Missä seuraavista urheilulajeista Italia voitti maailmanmestaruuden tekstikatkelmassa annettujen tietojen perusteella?,1
Minkä tapahtuman jälkeen Luxemburgista tuli osa Belgiaa?,2
Mikä seuraavista vaikutti Luxemburgin puolueettomuuteen?,4
Kuinka monta neliökilometriä Turkin pinta-alasta on Euroopassa?,4
Kuinka monta mailia pitkä Turkki on tekstikatkelman mukaan?,4
Mihin latinan kieltä käytetään Vatikaanivaltiossa?,1
Mihin italiaa ei käytetä Vatikaanivaltiossa?,3
Missä seuraavista hyödynnetään äänen miksausta pitkälle kehittyneillä tietokoneilla tekstikatkelman mukaan?,1
Missä sijaitsevissa taloissa oli yleensä käytössä huuhdeltava WC tekstikatkelman mukaan?,1
Missä seuraavista sijainneista oli viemärijärjestelmiä tekstikatkelman mukaan?,1
Mikä seuraavista aiheuttaa luistelijan kääntymisen?,1
Mikä seuraavista kuvaa tarkasti modernin luistimen terän uraa?,3
"Mikä on prosessi, jossa atomit pääsevät eroon ylimääräisestä valosta saatavasta energiasta?",4
Mikä aiheuttaa fotonin säteilemisen atomista?,1
"Mikä tekstikatkelman mukaan aiheuttaa sen, että lamppu ei enää toimi?",3
Mihin seuraavista voi olla mahdollisesti vaarallista koskea hehkulamppua vaihdettaessa?,3
"Mitä tapahtuu tekstikatkelman mukaan, kun ydin halkaistaan?",2
Mikä seuraavista kuvaa pitkän matkan puheluita takaisin maahan?,2
Mitä seuraavista käytetään teleskoopin lähettämiseen avaruuteen?,2
"Mitä sykliseen tapahtumaan liittyvää tulisi ottaa huomioon, jotta ajan kulumista voi tarkkailla?",2
Minkä tapahtuman osan vertaamiseen käytetään aikaa tekstikatkelman mukaan?,1
Minkä seuraavista voidaan katsoa olevan tyypillistä valtaistuimenperijälle tekstikatkelman mukaan?,2
Missä asiassa Charles oli ensimmäinen tekstikatkelman tietojen perusteella?,3
Mistä maasta Tryggvenpojan laivasto oli peräisin?,4
Milloin historiassa Saksa vaikutti voimakkaasti kulttuurisesti Viroon?,3
Mikä vaikutti viron kieleen?,2
Minkä tekijän perusteella äidinkielenään hindiä puhuvien määrä vaihtelee tekstikatkelman mukaan?,1
Mikä seuraavista hindin ja urdun kieliä koskevista väittämistä on oikein?,2
Mikä seuraavista ei ole hangul-aakkostoa koskeva tosiseikka?,2
Mihin Hunmin jeongeum -aakkosto lopulta vaihdettiin?,2
Mihin kieliin sanskritin kieli on vaikuttanut tekstikatkelman mukaan?,4
Minkä vuoksi sanskritin käyttö väheni tekstikatkelman mukaan?,4
Mikä seuraavista on tarkka Ion vetovoimaa koskeva väittämä tekstikatkelman mukaan?,4
Mikä seuraavista väittämistä kuvaa tarkasti kuun ulointa kerrosta tekstikatkelman mukaan?,2
Missä kuun kuori on paksuin tekstikatkelman mukaan?,3
Mihin tietyt ihmiset uskovat tekstikatkelman mukaan?,3
"Mikä muuttuu ohuemmaksi, kun siirrytään kauemmas Auringon keskipisteestä?",3
Mikä Auringon osa näkyy maasta tekstikatkelman mukaan?,3
Mitkä seuraavista havainnoista auttoivat tukemaan Kopernikuksen teoriaa?,1
Minkä seuraavista Galileo Galilei havaitsi vuonna 1610?,2
Mistä Amazonjoen vesi on peräisin tekstikatkelman mukaan?,1
Mistä Amazonjokea ei ylistetä?,3
Mikä tekstikatkelmassa mainituista aloista työllistää vähiten venezuelalaisia?,3
Mikä seuraavista toimialoista työllistää tekstikatkelman mukaan eniten venezuelalaisia?,1
Mitä fuusio sallii tähtien tehdä tekstikatkelman mukaan?,3
Mitä seuraavista käyttökelpoinen fuusioreaktori loisi?,4
Mikä on veden kemiallinen koostumus?,4
"Kun vesi muuttaa olomuotoa, mikä pysyy samana?",1
"Mikä seuraavista ei ollut ongelma kolmelletoista osavaltiolle, kun ne yrittivät toimeenpanna tiettyjä säädöksiä tekstikatkelman mukaan?",1
Mikä väittämä kuvaa tarkasti keskushallinnon tilaa vapaussodan aikana tekstikatkelman mukaan?,3
Miten itsenäisyysjulistuksen taakse on kirjoitettu sanoja?,3
Mistä seuraavista Singapore tunnetaan?,1
Mikä on vanda miss joaquim?,2
Mitä Gizan pyramidien ominaisuutta uuden valtakunnan egyptiläiset eivät todennäköisesti ihailleet tekstikatkelman mukaan?,1
Mistä kasvinsyöjät vaeltavat sateiden perässä tekstikatkelman mukaan?,2
Mistä kasvinsyöjät lähtevät joskus huhtikuun aikana tekstikatkelman mukaan?,2
Mihin maahan hyökättiin Operaatio Merileijonassa?,2
Miksi Saksa kutsui hyökkäystä Britanniaan?,2
Mitä ei mainita Italian suunnitelmien tarvittavana vaiheena Afrikan maiden valloituksessa?,2
Mitä pidettiin Italian päätavoitteena sodassa tekstikatkelman mukaan?,1
Kuka loi ystävällisiä suhteita hyökkääjien kanssa?,2
Ketkä oivat Operaatio Dragooniin osallistuneet liittoutuneet?,1
Minkä teknologian kehittyminen mahdollisti sukellusveneiden kulkemisen veden alla?,4
Mikä oli sukellusveneissä rajallista ensimmäisten käytön aikana?,3
Ketkä rikkoivat sopimusta tekstikatkelman mukaan? ,4
Mitä seuraavista puna-armeija ei suorittanut?,3
Mitä tapahtui Italian kymmenennen armeijan pioneerijoukkojen päällikölle?,3
Missä Italo Balbo kuoli?,4
Mikä seuraavista tekniikoista on tärkeä osa tiibetiläistä meditaatiota tekstikatkelman mukaan?,3
Miten chakrat aktivoidaan tiibetiläisen meditaation keskuksessa tekstikatkelman mukaan?,2
Kuka esitti toisen uskonnollisen laulun ohjelman aikana?,4
Kuka esitti uskonnollisen laulun ruuan tarjoilun yhteydessä tekstikatkelman mukaan?,1
Mikä oli illan toiseksi viimeinen esitys?,2
Mikä on Alessando Safinan kansalaisuus?,4
Mikä seuraavista väittämistä ei ole totta tekstikatkelman mukaan?,1
Kuka kommentoi epämukavaa lämpötilaa tekstikatkelman mukaan?,2
Missä tsunamitoiminta aiheutti sähköjen katkeamisen?,1
Miten sähköjen katkeaminen vaikutti Tongaan tekstikatkelman mukaan?,4
Milloin poliisi pystyi käyttämään käsitutkia mitatakseen Jonny Reidin ajonopeuden?,1
Miksi Uuden-Seelannin poliisille oli vaikeaa mitata Jonny Reidin nopeus tekstikatkelman mukaan?,2
Missä maanjäristys tapahtui Butten lähellä?,2
Mitä tapahtui Abu Ghraibin mellakan aikana?,4
Miksi irakilainen vankila oli pahamaineinen? ,4
Millainen tapahtuma piti järjestää Mauin War Memorial -stadionilla?,3
Kuka lopulta kertoi selityksen tapahtuman peruutuksesta?,2
Kuka oli Biškekin asukkaiden mielestä vastuussa ryöstelystä?,3
Kuka syytti etelästä tulleita mielenosoittajia ryöstelystä?,1
Milloin Ringin myynti alkoi kasvaa?,1
Milloin Jamie Siminoff päätti aloittaa Ringin?,1
Mitä Reading Rainbow -jaksoissa suositeltiin lapsille?,4
Mikä saattoi vaikuttaa Reading Rainbow -sarjan lopettamiseen?,1
Mikä seuraavista ei ollut Amsterdamin kaupungin ja museon esittämä puuta koskeva väittämä?,2
Minkä tarkastamisen seuraavista pitäisi olla tavallista RSPCA:n päätarkastajan mukaan?,4
Mikä auttaisi vahvistamaan Australian teurastamoiden työntekijöille eläinten hyvinvoinnin merkitystä tekstikatkelman mukaan?,1
Mikä oli pidätetyn henkilön ammatti tekstikatkelman mukaan?,1
"Kuinka monelle uhrille järjestettiin hautajaisia samalla, kun uutiset levisivät toisesta pidätyksestä tekstikatkelman mukaan?",2
Mikä valtio edennyt allekirjoitetun ACTA-sopimuksen kanssa vastauksena mielenosoituksiin?,2
Mikä seuraavista maista päätti lykätä ACTA-sopimukseen liittymisen prosessia tekstikatkelman mukaan?,4
Kuinka monta ihmistä loukkaantui iPodien ylikuumenemisten vuoksi?,1
"Kuka sanoi, että ylikuumenemiset eivät olleet kovin vakavia?",4
Mitä Steve Jobs sanoi Applen keksivän uudelleen puheensa aikana?,2
Mikä oli Steve Jobsin kaksituntisen puheen tarkoitus?,3
Mitä Cristina Fernandez de Kirchner ilmoitti Argentine-teatterissa?,1
Missä Cristina Fernandez de Kirchner kertoi aikomuksestaan asettua ehdolle?,3
Mitä ACMA:n havainnot olivat Big Brotherin osalta?,1
"Millaisia parametreja mediassa pitää olla, jotta sitä pidetään verkkosisältönä?",2
Kuka on Australian liberaalipuoleen johtaja?,2
Miksi Australiassa ei vielä ole ydinvoimaa?,4
Kuka laskija kilpaili oppaan avustuksella?,3
Mikä maa oli kymmenes supersuurpujottelussa naisten pystyluokassa?,1
Mikä Blakea koskevista väittämistä ei ole tarkka tekstikatkelman mukaan?,2
Mitä seuraavista ei tapahtunut Blakelle tekstikatkelman mukaan?,3
Mihin YK:n ilmastonlämpenemiseen liittyvää rahastoa ei käytetä?,2
Mitä YK toivoo säästävänsä tekstikatkelman mukaan?,3
"Minkä seuraavista Albert Muchanga ei sanonut olevan sellaista, josta olisi vielä sovittava?",1
Miksi kaupankäynti voi alkaa heinäkuussa tekstikatkelman mukaan?,2
Mistä Atlanta Journal-Constitution syytti koulutusviranomaisia tekstikatkelman mukaan?,3
Mitä ei mainittu tekstikatkelmassa annettujen tietojen perusteella Atlanta Journal-Constitutionin artikkelissa?,2
Mitä tietoja tiedetään pommituksen jälkeisestä ajasta tekstikatkelman mukaan?,3
"Kuinka monta peliä Jesus pelasi sen jälkeen, kun hän liittyi Manchester Cityyn vuonna 2017?",4
Miltä seuralta Jesus vastaanotti 27 miljoonan punnan palkkion liittymisestä?,1
Mikä hotellivieraita koskeva väittämä ei ole totta?,4
Mikä seuraavista väittämistä on totta tekstikatkelman mukaan?,3
Mikä törmäystä koskeva tieto ei ole epävarma tekstikatkelman mukaan?,4
Mikä pitää vielä määrittää törmäyksen osalta tekstikatkelman mukaan?,4
Kuinka mones Batten on kerran ollut rikkaimpien yhdysvaltalaisten listalla tekstikatkelman mukaan?,3
Kenelle seuraavista Batten teki lahjoituksen?,2
Mitä lakiesityksen osaa kuvernööri Arnold Schwarzenegger ei allekirjoittanut?,3
"Kuka ei kuunnellut sitä, mitä sanottiin tekstikatkelman mukaan?",3
Mikä seuraavista on totta Millerin kokemuksista kuulemisessa tekstikatkelman mukaan?,2
"Kuka ehdotti, että Puhtaan ilman esitykseen pitäisi tehdä muutoksia?",3
"Kuka kiisti, että Puhtaan ilman esitystä käytettäisiin vaaleja edeltävänä tempauksena?",2
