question,gemma3_answer
Според откъса кое от следните е силна страна на някого с конвергентен модел на мислене?,4
Според откъса кое от следните не се смята за фокус на конвергентния начин на мислене?,2
Според откъса кое от следните не би било сметнато за микроизражение?,4
Кое от следните твърдения за интерпретирането на микроизраженията не е вярно?,4
Кое от следните става по-важно в резултат на Ренесанса? ,2
На кое от следните се отдава по-малко значение в резултат на Ренесанса?,1
Кое от следните не отразява мотивация за използване на интернет за продължителни взаимоотношения?,3
Кое от следните не отразява мотивация за използване на интернет за лично участие?,3
Кога Западна Европа престава да зависи силно от влияния и започва да развива свой собствен стил?,1
В резултат на какво започва използването на копчета за закопчаване на дрехите? ,3
Според откъса кое от следните се смята за осъществимо дългосрочно решение на проблемите на околната среда?,3
Според откъса кое от следните решения не би било сметнато за симптоматично лечение на проблемите на околната среда?,2
"В коя държава е първата война в Европа, за чийто основен проблем се смята, че по-скоро е свързан с баланса на силите, отколкото има религиозен контекст?",4
Коя война понякога е описвана като последната „религиозна война“?,1
Кой от следните аспекти на католическата църква не е разглеждан критично?,2
Според откъса кой е убит във Версай?,4
За кое от следните кралят и кралицата не са принудени от тълпата?,3
Кое от следните не е резултат от британските необичайни морски военни действия?,3
Кое твърдение не описва точно британската военноморска блокада на Германия?,4
Съгласно откъса кого най-вероятно може да засегне диагнозата множествена склероза?,1
Според откъса за какво имат нужда от повече подкрепа участниците в редовната активност?,1
Според откъса как обикновено се практикува фехтовката?,4
Според откъса кое от следните би било най-ясният индикатор за вътрешно отравяне?,4
Според откъса коя е подходящата първа стъпка при оценка на жертва?,1
Кое от следните твърдения не отразява точно процеса на проверка на жертва?,1
"Коя от промените, предизвикани от Френската революция, оказва значително влияния върху гражданите от работническата класа?",3
На какво е по-малко вероятно да се основава успехът във военната и друга кариера след Френската революция?,2
"Коя обществена услуга се смята, че води до най-голямо недоволство в развитите държави?",3
Според откъса какво може да се каже за транспортните системи?,3
Според откъса кое от следните може да е трудно за измерване поради непредвидимостта на водачите?,4
Кое от следните се използва при математическо представяне на пътния поток?,4
"Какво използват Хърши и Чейс, за да присадят своето ДНК? ",4
От какво зависи способността на една мутация да бъде предадена на следващото поколение?,1
"На базата на информацията, посочена в откъса, от какво не зависи наличието на различни ефекти на мутациите?",1
Кое от следните не е причина за отглеждането на кози от античните култури?,3
Най-малкото количество от кое е целта на голфа?,2
Къде на игрището за голф тревата е окосена ниско?,2
Каква е обичайната цел на един експеримент?,1
Според откъса кое не съпътства научните изследвания?,1
Според откъса кое твърдение за торнадата не е вярно?,3
Съгласно откъса кое от следните твърдения точно описва повечето торнада?,4
Кое от следните неща хората започват да правят през 16-ти век?,4
Откога хората увеличават предмети с помощта на лещи?,3
Съгласно откъса какво издава пещерата на Мохамед за неговите духовни практики и ценности?,1
Според откъса за какво най-напред се използва желязо?,4
Според откъса защо дървените колела са заменени с железни?,4
Според откъса какво оформя индивидите в периода на романтизма?,2
Кое от следните твърдения не отразява основната идея на технологичния детерминизъм? ,1
Според откъса кое от следните не се свързва с издърпването на лъка?,1
Според откъса кое от следните се свързва с по-нежен звук?,3
"Фосилите сочат, че ръцете най-накрая са се адаптирали да бъдат използвани основно за кое от следните?",1
Кое от следните описва точно фалангите на шимпанзето? ,3
От коя група селекцията премахва новата генетична вариация?,4
Кой процес е отговорен за добавянето на генетична вариация?,3
"На базата на информация, посочена в откъса, кое от следните трябва да яде приматът, за да разреши „протеиновия проблем“?",3
Според откъса кой от следните проблеми не е причинен от липса на жизненоважни аминокиселини?,1
Как членовете на определена субкултура проявяват често своята свързаност с групата?,4
"Според теорията, представена в откъса, какво може да се случи на дете, което се идентифицира с расово малцинство, стереотипно представяно като проявяващо заплашително поведение?",2
Според откъса върху кое от следните може да има влияние знанието на едно дете за расовите стереотипи?,2
Според откъса кое от следните е малко вероятно да е в съответствие с възпитанието на дивите дете?,2
Според откъса кое от следните точно описва дивото поведение при децата?,2
Съгласно откъса коя от следните практики не е в съответствие със земеделието като средство за препитание?,2
Кое от следните точно описва практиката на земеделието като средство за препитание?,4
Към коя категория туризъм спада посещението на музей?,3
"Според откъса кое би могло да е приоритет за хората, които осъществяват рекреационен туризъм?",2
"Кое е споменато в откъса като нещо, което помага да се намали страха от промяна в рамките на местната църква?",1
Според откъса за какво може да помогне разбирането на собствената история?,3
Кое от следните твърдения точно описва постмодерния подход към ученето?,4
Кое от следните твърдения не описва точно постмодерния подход към ученето?,2
След умишлено събуждане по време на обичайното време за сън кое от следните би попречило на процеса на прекъсване на съня?,3
Кое от следните не е точно описание на прекъсването на съня?,4
"Какво се увеличава, докато мозъкът се опитва да сънува осъзнато по-често?",4
Кой от следните отрицателни ефекти върху тялото може да има честото осъзнато сънуване?,2
Според откъса как си приличат нормалните екипи и виртуалните екипи?,1
Съгласно откъса кое твърдение относно физическите и виртуалните екипи не е вярно?,1
"Кое от следните не представлява нещо, около което се съсредоточават съдържателните теории?",2
Кое от следните не е предмет на правилото на третините?,1
Кое от следните не описва 35-милиметровия формат във фотографията?,3
"Според откъса след като производителите повишават качеството на производството на лещи, как се подобряват увеличителните лещи?",3
"На базата на информация, посочена в откъса, кога увеличителните лещи са за предпочитане пред обикновените лещи?",1
Кое от следните не може да се смята за точно описание на мистицизма?,4
Според откъса кое от следните не представлява фокус на мистицизма?,2
Според откъса кой може да е основал земеделско общество?,3
"Според откъса на кое място първите жители са хората, които ловуват птици моа?",2
"В кой случай използването на начина Пюърленд за оригами е от полза за човека, който сгъва?",4
Кое от следните не описва точно Пюърленд оригами?,1
Според откъса кое местоположение не е свързано с цивилизацията на долината Инд?,3
"Кое от следните не е споменато като възможно наименование на цивилизацията от бронзовата епоха, за която става дума в откъса?",3
Според откъса кое от следните носи дългосрочна полза?,1
"Според откъса кое от следните може да бъде приоритизирано от някого, ако фокусът му е върху незабавните ползи?",4
Според откъса кой покрива значителна част от военните разходи?,4
Кой е времевият период преди епохата на тамплиерството?,3
Кой е времевият период след епохата на тамплиерството?,3
Кое медицинско лечение или процедура не е споменато като прилагано от лекарите и хирурзите по време на Римската империя?,1
"Според откъса кое от следните не се приписва на напредъка, постигнат в полето на медицината по време на Римската империя?",3
От какво зависи способността за виждане?,1
От какво зависи различното устройство на очите при различните организми?,2
Според откъса кое твърдение относно сикхизма не описва точно религията?,2
Според откъса кое от следните се смята за основен аспект на сикхската система от вярвания?,1
Според откъса при какво могат да имат проблем със съсредоточаването децата със синдром на дефицит на вниманието?,1
Според откъса защо децата със синдром на дефицит на вниманието имат склонност към рискови поведения?,4
"На базата на информация, посочена в откъса, кое от следните не е пример за скафолдинг, или т.нар. „изграждане на скеле“?",3
Кое от следните не описва точно концепцията за скафолдинг?,3
"Според откъса коя характеристика на MySpace може да бъде от полза за студентите, които имат затруднения с четенето?",1
Според откъса кое от следните не е част от отговора на Хрушчов на работническите бунтове?,3
Кое от следните не е причина за бунтовете в Полша?,4
Според откъса кое от следните не засяга взаимоотношенията между СССР и САЩ?,2
Кое от следните не описва точно целта на изпращането на нервни импулси през тялото?,1
Какво може да бъде намерено на платото Гиза?,4
Каква е целта на Голямата пирамида?,2
"Кой е отговорен за това, че знаем името на подпалвача, унищожил храма?",3
Кое е правилното твърдение относно възстановяването на храма на Артемида?,2
"Според откъса кога е най-ранният момент, в който видовете са ходили на два крака?",1
Кой от тези видове редовно е ходел на два крака?,2
Какво се опитват да постигнат германските военноморски сили по време на Втората световна война?,2
"На базата на информацията, посочена в откъса, кой има най-голям успех с военноморските дейности по време на Северноатлантическата кампания?",1
"Какво не съществува, когато асирийците въвеждат използването на кавалерия?",1
Как се водят битки с помощта на кавалерия?,3
Според откъса къде може да се срещне средностатистическият вавилонски гражданин?,3
Кое от следните е предназначено изрично за свещениците?,2
Кога крал Тутанкамон придобива известност?,3
Какво прави крал Тутанкамон широко известен египетски владетел?,1
Какво не е бил в състояние да прави гръцкият поет Омир?,2
Кой известен грък е познат с нещо различно от литературата?,3
Къде прекарва еврейското семейство по-голямата част от времето си?,1
Кое не е много важно за еврейското семейство?,3
Кое от следните не е описано като разлика между скандинавските държави?,2
Кой пръв се заселва в Гренландия?,1
Коя група предпочита да се храни без столове?,3
Кое от следните не би било част от древен римски пир?,4
Съгласно откъса кое от следните е малко вероятно да остави продължително въздействие?,2
Според откъса какво предшества нацията?,3
Кое твърдение за Друкгиал Дзонг не е вярно?,1
Кое твърдение точно описва резултата от пожара в Друкгиал Дзонг?,1
Кое от следните твърдения за Камбоджа е вярно?,4
Кое от следните твърдения точно описва нападенията над Камбоджа?,4
Кое от следните нидерландската Източноиндийска компания не прави по време на своето присъствие в Тайван?,2
Какво установява Договорът от Шимоносеки?,4
Как се измерва нивото на pH на дадено вещество?,3
Какво е премахнато от водородните йони?,4
Кое от следните твърдения не описва точно прайд лъвове?,3
Кое от следните твърдения не описва точно поведението на лъвовете?,4
За кой вид хищници зайците са честа плячка?,3
Кое от следните е обичайният улов на по-малките котки?,1
Кое от следните не е част от начина на ловуване на оцелота?,3
Кое от следните не описва точно оцелота? ,3
Кое от следните не може да се сметне за най-голяма сила на тигъра?,1
Според откъса кое от следните представлява разлика между тигрите и лъвовете?,2
Според откъса какво Робърт Хук прави преди другите биолози?,1
Какво означава произходът на думата „клетка“?,2
Според откъса какво могат да правят повечето животни?,2
Според откъса какво нямат някои животни?,3
Какво помага на растенията в процеса на фотосинтеза?,4
"Какво издишат хората, а растенията приемат?",4
Според откъса кой от следните примери би възпрепятствал процеса на еволюция?,1
Кое от следните твърдения не описва точно процеса на видообразуване? ,1
Коя част от кръвоносната система води кръвта към сърцето?,4
Кои тръби са най-малките в кръвоносната система?,1
Способността на насекомите да свиват крилата си увеличава кое от следните?,2
"Кое от следните не е споменато в откъса като нещо, повлияно от способността на насекомите да летят?",2
Коя от следните характеристики обикновено не се свързва с динозаврите?,2
Кое от следните обикновено не се смята за обща характеристика на птиците и динозаврите?,3
Според откъса коя част от растението от рода цикасови е вероятно трицератопсът да изяде?,2
Според откъса кое от следните е най-вероятно трицератопсът да изяде? ,2
Според откъса кой от следните спортове е вероятно да бъде широко популярен в най-северните райони на Италия?,3
"На базата на информацията, посочена в откъса, в кой от следните спортове Италия печели световен шампионат?",1
След кое събитие някои части от Люксембург стават белгийски?,2
Кое от следните засяга неутралитета на Люксембург?,1
Колко квадратни километра от общата територия на Турция са в Европа?,4
Според откъса приблизително колко мили е дължината на Турция?,4
За какво се използва латинският език във Ватикана?,1
За какво не се използва италианският език във Ватикана?,3
Според откъса смесването на звуци на сложни компютри носи полза за кое от следните?,1
Според откъса на кое място повечето домове имат тоалетни с течаща вода?,1
На кое от следните места са открити напреднали канализационни системи?,1
Кое от следните е причина скейтърът да завива?,1
Според откъса кое от следните точно описва вдлъбнатината на острието на съвременната кънка?,3
"Според откъса кой е процесът, който позволява на атомите да премахнат допълнителната енергия от светлината?",4
Каква е причината атомът да излъчва фотон?,2
Според откъса кое ще доведе накрая до спиране на работата на електрическата крушка?,3
Кое от следните може евентуално да бъде опасно за докосване при смяна на електрическата крушка?,3
Според откъса какво се случва при разделяне на ядрото?,2
Кое от следните отразява обажданията на далечни разстояния обратно към Земята?,2
Кое от следните се използва за извеждане на телескоп в космоса?,2
"Какво трябва да бъде отбелязано за повтарящо се събитие, за да се следи изминалото време?",2
Според откъса за сравнение на какъв аспект на дадено събитие се използва времето?,1
Според откъса кое от следните се смята за типично за един наследник на трона?,2
"На базата на информацията, посочена в откъса, Чарлз е първият, направил какво?",3
От коя държава е флотът на Тригвасон?,4
През кой исторически период Германия упражнява силно културно влияние върху Естония?,2
От какво е повлиян естонският език?,2
Според откъса броят на носителите на езика хинди варира в зависимост от кой фактор?,1
Кое от следните твърдения е вярно относно езиците хинди и урду?,2
Кое от следните не е точен факт относно азбуката Хангул?,2
На какво е променена накрая азбуката Хунмин Джеонгеум?,2
Според откъса кои езици са повлияни от санскрит?,4
Според откъса заради какво отслабва употребата на санскрит?,4
Според откъса кое от следните е точно твърдение относно гравитацията на Йо?,4
Според откъса кое от следните твърдения точно описва външния слой на Луната?,2
Според откъса къде кората на Луната е най-дебела?,3
Съгласно откъса в кое от следните неща вярват някои хора?,3
Кое става по-тънко с отдалечаването от центъра на Слънцето?,3
Според откъса коя част от Слънцето се вижда от Земята?,3
Кое от следните наблюдения помага за затвърждаването на теорията на Коперник?,1
Кое от следните е наблюдавано от Галилео Галилей през 1610 г.?,2
Според откъса откъде река Амазонка събира водите си?,1
Коя титла не се държи от река Амазонка?,3
В коя работна сфера от споменатите в откъса са заети най-малък брой граждани на Венецуела?,3
Според откъса в кой от следните сектори са заети най-голям брой граждани на Венецуела?,1
Според откъса какво позволява сливането на звездите?,3
Кое от следните би създавал един полезен реактор за синтез?,1
Какъв е химичният състав на водата?,4
"Когато водата сменя формата си, какво остава непроменено?",1
"Според откъса кое от следните не е проблем за тринадесетте щата, когато се опитват да наложат определени закони?",1
Според откъса кое твърдение точно отразява състоянието на централното правителство по време на Революционната война?,3
Как са изписани думите на гърба на Декларацията за независимост?,3
С кое от следните неща е известен Сингапур?,1
Какво представлява Ванда Мис Хоаким?,2
Според откъса на кое качество на пирамидите в Гиза е малко вероятно да се удивляват египтяните от Новото Царство?,1
Според откъса откъде се придвижват тревопасните в търсене на дъждовете?,2
Според откъса от коя област тръгват тревопасните около месец април?,2
„Операция Сиилайън“ се нарича нападението срещу коя държава?,2
Как Германия нарича атаката срещу Великобритания?,2
Кое не е споменато като необходима стъпка в плана на Италия да завладее африканските държави?,2
Според откъса кое е смятано за основна цел на Италия през войната?,1
Кой установява приятелски отношения с нашествениците?,2
"Кои са съюзниците, участващи в „Операция Драгун“?",1
Развитието на коя технология е причина подводниците да започнат да пътуват под вода?,4
В коя област подводниците имат много ограничен обхват в началото на своята употреба?,3
Според откъса кой нарушава договора? ,4
Кое от следните не е извършено от Червената армия?,3
Какво се случва с главния инженер на италианската десета армия?,3
Къде е убит Итало Балбо?,4
Според откъса коя от следните техники представлява важна част от тибетската медитация?,3
Според откъса как се активират чакрите в „центъра“ на тибетската медитация?,2
Кой изпълнява втората молитвена песен в програмата?,4
Според откъса кой изпълнява молитвена песен по време на сервирането на храната?,1
Кое е предпоследното изпълнение за вечерта?,1
Какъв е по националност Алесандро Сафина?,4
Съгласно откъса кое от следните твърдения не е вярно?,1
Според откъса кой прави коментар относно некомфортното ниво на горещина?,2
Къде има прекъсване на тока заради активност на цунами?,1
Според откъса как е засегната Тонга от прекъсването на тока?,4
"Кога полицията успява да използва своите радари, за да измери скоростта на Джони Рийд?",1
Според откъса защо за полицията на Нова Зеландия е трудно да измери скоростта на Джони Рийд?,1
Къде е епицентърът на земетресението спрямо Бют?,2
Какво се случва по време на бунта в Абу Граиб?,4
С какво придобива известност иракският затвор? ,4
Какъв вид събитие е трябвало да се проведе в Мемориалния стадион на окръг Мауи?,3
Кой предоставя най-накрая обяснение относно отменянето на събитието?,2
Кой е отговорен за грабежите според някои от жителите на Бишкек?,3
Кой обвинява протестиращите от юг за грабежите?,1
Кога Ринг отбелязва увеличение на продажбите?,1
Кога Джейми Симиноф решава да основе Ринг?,1
За какво дава препоръки на децата всеки епизод на „Четене под дъгата“?,4
Какво може да е допринесло за прекратяването на предаването „Четене под дъгата“?,1
"Кое от следните не е аргумент, оправен от властите на Амстердам и музеят относно дървото?",2
Според главния инспектор на RSPCA за кое от следните инспекциите трябва да представляват стандарт?,1
Според откъса кое би помогнало да се засили важността на благосъстоянието на животните за служителите в австралийските кланици?,1
"Според откъса с какво се занимава човекът, който е арестуван?",1
"Според откъса погребенията на колко жертви се провеждат, докато се разпространява новината за друг арест?",2
В отговор на протестите коя държава не придвижва напред подписаното от нея споразумение ACTA?,2
Според откъса коя от следните държави решава да отложи процеса на присъединяване към ACTA?,4
"Колко души са наранени в резултат на инциденти, свързани с прегряване на iPod?",1
"Кой казва, че инцидентите, свързани с прегряване, не са много сериозни?",4
Какво ще пресъздаде Apple според казаното от Стив Джобс в неговата реч?,2
Каква е целта на двучасовата реч на Стив Джобс?,3
Какво обявява Кристина Фернандес де Киршнер в театър „Аржентина“?,1
Къде обявява Кристина Фернандес де Киршнер намеренията си да се кандидатира?,2
Какви са изводите на ACMA по отношение на Big Brother?,1
"С какви параметри трябва да бъде записът, за да бъде сметнат за интернет съдържание?",2
Кой е лидерът на Либералната партия на Австралия?,2
Защо Австралия вече няма ядрена енергетика?,4
Кой скиор се състезава с помощта на водач?,3
Кой държава завършва на десето място в категорията седящи за жени в Super-G?,1
Според откъса кое твърдение за Блейк не е точно?,2
Съгласно откъса кое от следните не се случва на Блейк?,3
За какво няма да се използва фондът за глобалното затопляне на ООН?,2
Според откъса какво се надява да запази ООН?,3
"Кое от следните не е посочено от Алберт Мучанга като нещо, което все още се нуждае от съгласуване?",1
Според откъса защо търговията може да започне през юли?,2
Според откъса в какво Атланта Джърнъл Конститюшън обвинява училищните власти?,3
"На базата на информацията, посочена в откъса, кое не е споменато в доклада на Атланта Джърнъл Конститюшън?",3
Според откъса каква информация е известна след избухването на бомбите?,3
В колко мача играе Исус след присъединяването си към Манчестър Сити през 2017 г.?,4
За присъединяването си към кой клуб Исус получава 27 милиона британски лири?,2
Кое твърдение за гостите на хостела не е вярно?,4
Според откъса кое от следните твърдения е вярно?,3
Съгласно откъса коя информация за сблъсъка не е несигурна?,2
Според откъса какво още трябва да бъде определено по отношение на сблъсъка?,4
Според откъса кое място в списъка с най-богатите американци заема Батен някога?,3
За кое от следните Батен прави дарение?,2
"Кое не е част от закона, подписан от губернатора Арнолд Шварценегер?",3
"Според откъса кой пропуска да чуе неща, които са изречени?",3
Според откъса кое от следните е вярно относно преживяването на Милър по време на изслушването?,2
Кой предлага да се направи редакция на закона за чистия въздух?,3
"Кой опровергава обвинението, че законът за чистия въздух е използван като предизборен трик?",2
"Какво образуват веществата циануровата киселина и меламин, когато взаимодействат едно с друго в котешката урина?",3
За наблюдение на какво изследователите използват инфрачервена спектроскопия?,2
Кой нарича Луна „Кралицата на екстремизма“?,4
Кой нарича Луна „странна“?,2
"Какво не се случва на шофьора, замесен в катастрофата?",3
"По време на турнира по ръгби кое не е нещо, с което играта на Южна Африка се отличава?",3
Според откъса кога започва да се подобрява играта на Южна Африка?,4
Според откъса кое от следните твърдения не отразява точно икономиката на Китай?,4
Според откъса кога БВП на Китай може да надмине този на Съединените щати?,2
Какво предлага Ху да направят развиващите се страни?,4
Кое не е споменато от Ху?,1
"За кое от следните Вирман казва, че ситуацията не е добра?",2
Кой ще заеме мястото на Хюн в кабинета заради наказателното преследване?,1
Кой ще поеме ролята на министър на търговията в следствие на наказателното преследване?,1
По време на операта от Камил Сен Санс какво изпълнителите окуражават публиката да прави?,1
Кой основно пуши джойнт по време на операта?,3
"Какво е другото наименование на „космическата разходка“, която предприема Леонов?",3
Леонов ръководи съветската част на коя мисия?,2
Кой е ранен в катастрофата?,1
"Какво се случва с хората, които участват в инцидента?",2
"Ефектите, причинени от кое от следните, се надяват да наблюдават учените, които работят по програмата?",2
Учените наблюдават материята на кое от следните?,4
Съгласно откъса кое не е критикувано от консерваторите?,2
Кой критикува договорите за реконструкция за усилия за подкрепа след урагана Катрина?,2
Според откъса къде ще бъдат видими най-напред светлините от космическия кораб Стардъст?,2
Според откъса за кое от следното ще постави рекорд космическият кораб?,3
Каква е връзката на д-р Малар Баласубраманиан със Сароя Баласубраманиан?,2
Къде е открито тялото на Сара Баласубраманиан?,3
Какво е придобито от eBay?,3
Какво иска да постигне eBay с тази покупка?,2
"Според откъса кой не влиза в контакт със затворниците, останали в двора след боевете?",3
Кое от следните най-накрая става причина затворниците да отстъпят от бунта?,2
Според аятолах Али Хаменей от какво трябва да се освободи Иран?,4
Според откъса кой прави признание относно ефектите от санкциите върху иранската икономика?,1
Кое от следните не е част от изборния процес във Франция?,4
Къде избирателите посочват избрания от тях кандидат?,2
Какво кара Алън да започне осемгодишното издирване на Мусаши?,4
Според откъса за какво Алън дава значителна сума от своите пари?,2
Според откъса кое от следните най-вероятно е довело до опасни условия във и около завода?,1
"Кое от следните не представлява съвет за безопасност, даден на местните жители след инцидента в завода?",3
Според д-р Мол кое е най-притеснителното относно XDR-TB?,4
"За колко пациенти, заразени с новия вариант, е доказано, че са здравни работници?",2
Какъв вид технология използва системата NextGen?,1
Как NextGen директно помага на ръководителите на полети?,2
"Според откъса за какво историците не критикуват ФБР, че съсредоточава вниманието си?",3
Какво инициативата за непристойно поведение принуждава ФБР да направи?,4
"Какво се случва с пожарната кола, която отговаря на сигнала за катастрофата с JAS 39C Gripen? ",2
За какво е затворено летището след катастрофата с JAS 39C Gripen?,1
На кого предоставя съвети Бжежински по време на иранската революция?,3
Кой заема поста съветник по националната сигурност до 1977 г.?,2
Кое от следните не отразява точно кариерата на Бобек в „Партизан Белград“?,1
Кое твърдение за историята на Бобек с „Партизан Белград“ е вярно?,1
Според откъса коя черта отличава хеспероникус от велосираптор?,2
Значението на името „хеспероникус“ идва от коя физическа черта на този вид?,1
Кое от следните твърдения за стрелбата е вярно?,4
"Кое твърдение относно събитието, на което се е случила стрелбата, е вярно?",1
Според откъса кое е първоначалното опасение сред властите по отношение на Луно?,3
Според откъса кое от следните твърдения за аварията на Луно не е вярно?,2
През кое десетилетие Алжир придобива независимост?,3
Къде няма инсталирани телевизионни екрани за погребалната церемония?,4
Къде се провежда погребалната церемония?,3
След експлозията кой е лекуван от сериозни наранявания?,2
Кой съобщава за изтичането на газ?,1
Според откъса колко души загиват в нападението?,2
Чие оръжие не гръмва в един момент по време на нападението?,2
Кой от следните спортове е изключен от програмата на Олимпийските игри?,3
За кой от следните спортове Международният олимпийски комитет гласува да бъде включен в игрите?,3
"""За колко години Артур Гинес първоначално наема бирената фабрика """"Сейнт Джеймсис Гейт""""?""",4
Около колко милиарда долара носи Гинес всяка година?,3
В колко държави в Европейския съюз е идентифициран вирусът H5N1?,3
Къде е идентифициран последният случай на H5N1?,1
"Кога за последно Хаити се сблъсква с болестта преди разпространението, причинено от мироопазващите сили?",1
Отпадъците от кое място допринасят за разпространението на болестта?,2
Какво планира да направи ирландското правителство?,3
Какво е временно легално в Ирландия?,4
За какво е разследван заподозрения нарушител?,1
При промяната на знака какво не е извършил заподозреният?,3
Според откъса в кое от следните учителят по английски език Карно не е обвиняван?,2
Според откъса кой не е взет за заложник от Роландо Мендоса?,2
Съгласно откъса за кои заложници не е потвърдено да са освободени рано?,1
"Според откъса кой събира подписи в подкрепа на узаконяването на еднополовите бракове в Бразили,?",1
На кого ще предадат своята петиция демонстрантите?,3
Според описанието на Арманд Версаче какво се случва точно преди тълпата да започне да реагира на времето?,1
Според Версаче кога започват най-силните ветрове?,1
Преди Фред колко големи бури са регистрирани източно от от 35° з.д.,3
"Когато Фред се намира близо до островите на Кабо Верде, в коя посока се движи?",4
Кой от следните е по-бърз от своите предшественици?,1
"Кое е необходимо за 802.11n, за да бъде съвместим в обратна посока с 802.11b?",4
В колко състезания трябва да плува олимпийският златен медалист в Игрите на Британската общност?,1
Защо олимпийският златен медалист не взема лекарства за болка?,4
Според откъса какво може да е довело до объркване по отношение на сеизмичната активност?,1
Според откъса кога се появява фазова промяна?,3
Кое от следните твърдения за лунната сонда на Чандраян-1 не е вярно?,1
Кое от следните твърдения точно описва лунната сонда?,2
Съгласно откъса коя мярка за защита от болестта ще бъде приложена последна?,3
Как болестта се предава на хора?,1
До какъв резултат може да доведе неуспехът на второто изречение?,2
Според откъса кога е заличено второто изречение?,1
Към кого изтичат „Панамските доклади“?,2
"Според откъса за кого британската преса твърди, че управлява много от компаниите, използвани за прикриване на богатство?",3
В кой от следните въздушните инциденти има най-много жертви?,1
"Кое от следните не е причина за многобройните въздушни инциденти, които се случват в Иран?",2
Кое от следните не е включено в доклада на групата за проучване на Ирак?,2
За кое от следните не се настоява в доклада на групата за проучване на Ирак?,1
Според полицията кой е смятан за дясна ръка на Провенцано?,2
"На базата на информацията, посочена в откъса, каква е причината за смъртта на Фалконе?",1
Кое от следните не е сред отличията на Хитоши Сайто?,4
Къде Ивасаки успява да избегне полагането на обет?,2
Кой напада Ивасаки?,2
Кога Алонсо завършва състезанието?,3
Каква е причината Шумахер да приключи състезанието?,4
Според откъса чия работа е да определя гаранция за арестантите?,4
"Според временната заповед за задържане, спомената в откъса, какво трябва да бъде разрешено на арестанта да има, за да бъде задържан за повече от 24 часа?",4
Според откъса коя причина не е използвана за обяснение на отменянето на балотажа?,2
Защо балотажът в крайна сметка е счетен за ненужен от дипломатите?,3
Кой предоставя юридически услуги на федерално администрираните племенни територии?,2
Кое от следните твърдения относно „политическите агенти“ на федерално администрираните племенни територии не е вярно?,2
За коя награда е номинирана Ема Стоун?,3
За коя награда филмът не е номиниран?,2
Кое от следните продължава да работи след земетресението?,4
Според откъса кое от следните претърпява щети в резултат на земетресението?,4
Според откъса кой от следните въпроси не е включен в документа?,2
Кое от следните не е едно от поставените от Палестина искания?,2
В коя държава Ма следва право?,1
Според откъса застъпничеството за коя държава помага на Ма да победи в изборите?,4
"Според това, което е посочено в откъса, за кого работи Каролин Уилсън, преди да напусне града?",3
