question,gemma3_answer
Du khách có hứng thú leo núi có thể ghé thăm nơi nào ở Nam Cực?,2
Đài quan sát cận đại ít khả năng nằm ở đâu?,3
Kính viễn vọng hiện đại dùng cho nghiên cứu có khả năng được đặt ở đâu?,4
"Theo đoạn văn, khu vực nào thích hợp nhất để tận hưởng sự yên tĩnh trên bãi biển?",3
"Theo đoạn văn, điều kiện bơi lội ở khu vực nào thường an toàn nhất?",2
"Khi đến thăm địa điểm được mô tả trong đoạn văn, hành động nào sau đây được coi là thiếu tôn trọng?",2
Đặc điểm nào sau đây mô tả về ngôn ngữ cầu nối?,4
Nhận định nào sau đây mô tả không chính xác về ngôn ngữ phụ trợ?,1
"Theo đoạn văn, hành khách nên kiểm tra điều gì nếu đi tàu thủy vào mùa đông?",1
"Theo đoạn văn, nếu hành khách đi tàu thủy vào mùa hè, họ sẽ có thể tránh được điều gì?",2
Tại sao tiếng Catalan thường được sử dụng cho biển báo và thông báo tại Barcelona?,2
Ngôn ngữ nào sau đâu được hệ thống Metro của Barcelona sử dụng cho thông báo thông thường?,2
"Dựa vào đoạn văn, tiện nghi nào sau đây có thể không nằm trong hạng mục ưu tiên của dịch vụ phòng ngủ và bữa sáng cao cấp?",4
"Dựa vào đoạn văn, đáp án nào sau đây không phải là một trong những điểm chính của cuộc cạnh tranh giữa các cơ sở kinh doanh dịch vụ B&B xa xỉ?",1
"Theo đoạn văn, sự kiện nào sau đây sẽ không được tổ chức tại Bắc Kinh vào năm 2022?",2
"Theo đoạn văn, sự kiện nào sau đây sẽ được đăng cai tại Bắc Kinh vào năm 2022?",2
Ai là người có nguy cơ mắc dịch cúm gia cầm cao nhất?,3
"Theo đoạn văn, nhận định nào sau đây mô tả chính xác bệnh cúm chim?",3
Kênh Đào Bạch Hải-Baltic kết nối những nơi nào?,3
"Theo đoạn văn, hộ chiếu có thể được thu lại để không làm phiền hành khách trên loại phương tiện di chuyển nào?",2
"Theo đoạn văn, Chứng minh thư của bạn có thể bị kiểm tra trên một số chuyến tàu xuyên biên giới khi nào?",4
Vấn đề nào sau đây rất có khả năng sẽ xảy ra khi ở trong vùng siêu nhiệt đới của Singapore?,3
Ai nên tránh ăn bánh ngọt của Đức?,1
Nguyên liệu nào được coi là thành phần theo mùa trong bánh ngọt của Đức?,3
"Dựa vào đoạn văn, điều nào sau đây không phải là lời khuyên được khuyến nghị khi đi du lịch với ngân sách hạn hẹp?",3
"Theo đoạn văn, nhóm người nào có thể gặp khó khăn khi đi du lịch với ngân sách cực kỳ hạn hẹp?",4
Nhận định nào sau đây không mô tả chính xác quãng đường lái xe giữa Point Marion và Fairmont?,3
"Theo đoạn văn, điều nào sau đây sẽ là mối lo ngại chính đối với người lái xe di chuyển trên quốc lộ Buffalo-Pittsburg?",3
Điều kiện nào sau đây không phải là bắt buộc để bắt đầu tham gia chèo bè vượt thác?,2
Điều kiện nào sau đây có thể cần thiết cho một chuyến du ngoạn chèo thuyền vượt thác thành công?,4
"Theo đoạn văn, điều gì sẽ hữu ích với người dự định cắm trại bằng xe ô tô?",2
"Theo đoạn văn, người cắm trại bằng xe ô tô nên tránh làm gì nếu không muốn thu hút sự chú ý?",3
"Theo đoạn văn, ai đã xây dựng lại Casablanca lần thứ hai?",4
Ai đã bỏ hoang thành phố Casablanca hiện đại sau một thảm họa tự nhiên?,2
"Theo đoạn văn, Sintra trở nên nổi tiếng với người nước ngoài nhờ điều gì?",3
Armenia không công nhận điều gì?,4
Điều gì tiếp tục gây ảnh hưởng đến mối quan hệ giữa Azerbaijan và Armenia?,3
"Khi sử dụng dịch vụ taxi tại Charlotte, điều gì có thể dẫn đến việc bị thu thêm phụ phí?",2
"Theo đoạn văn, điều gì có thể được coi là một bất lợi khi sống ở Charlotte với trẻ con?",2
"Trước khi người Tây Ban Nha đặt chân đến miền bắc Chile, ai đã cai quản miền này?",4
"Theo đoạn văn, sự kiện nào sau đây không xảy ra vào năm 1810?",2
Mọi người tiếp cận các ngôi làng xa xôi tại khu vực Liguria bằng cách nào?,3
"""Từ """"Cinque Terre"""" trong tiếng Ý là để chỉ điều gì?""",1
"Theo đoạn văn, loại giày ống nào phù hợp với điều kiện có thể trơn trượt của mùa đông?",2
Nguyên vật liệu nào sau đây không giúp tăng độ bám trên đường bị đóng băng trong điều kiện thời tiết mùa đông?,4
Điều nào sau đây là điểm tương đồng chính xác giữa Hawaii và Quần Đảo Cook?,3
Điều nào sau đây không mô tả chính xác về Quần Đảo Cook?,3
Trạm kiểm lâm nào sau đây cung cấp hai kiểu tùy chọn về chỗ ở?,1
"Theo đoạn văn, bạn có thể xin giấy phép vào công viên ở đâu nếu muốn sử dụng tiền mặt thay vì thẻ tín dụng?",2
"Theo đoạn văn, loại hình trượt tuyết nào được thực hiện trên địa hình dốc hơn?",3
"Theo đoạn văn, điều gì có thể hỗ trợ những người trượt tuyết băng đồng muốn tăng tốc độ?",3
Những người bị sốc tái hòa nhập gặp khó khăn khi làm gì?,4
"Theo đoạn văn, sốc tái hòa nhập có thể trở nên đặc biệt khó khăn với nhóm người nào?",2
Mọi người nên tránh làm gì với nai sừng xám?,3
"Theo đoạn văn, nhận định nào sau đây về nai sừng xám là không đúng?",1
"Theo đoạn văn, điều nào sau đây là ít nguy hiểm nhất đối với du khách trên sa mạc?",2
Điều nào sau đây không được đề cập là mối nguy tiềm ẩn đối với du khách trên sa mạc?,4
"Theo đoạn văn, nhóm người nào chịu ảnh hưởng lớn sau khi các nhà thám hiểm đặt chân đến đây?",3
"Theo đoạn văn, người Carib nói ngôn ngữ nào?",4
Ai là người có công giúp trượt tuyết trở thành một hoạt động giải trí phổ biến?,2
"Theo đoạn văn, trượt tuyết lần đầu tiên được công nhận là một môn thể thao vào khoảng thời gian nào?",4
Điều nào sau đây thường gắn liền với hòn đảo lớn nhất gần bờ biển phía đông của châu Phi?,3
Các quần đảo Đông Phi nhỏ hơn không có đặc điểm nào? ,3
"Theo đoạn văn, một số nhà thờ đặc biệt truyền thống ăn mừng Lễ Phục Sinh như thế nào?",2
"Nhằm tránh một số yêu cầu nhất định khi vào Ecuador, trước hết, công dân Cuba phải có giấy tờ gì?",2
Các yêu cầu về đi lại của Ecuador không nhằm mục đích gì?,1
Hạng mục nào sau đây có thể có giá đắt hơn ở nước ngoài so với ở quê nhà?,2
Rủi ro tiềm ẩn khi mua gọng kính cao cấp ở nước ngoài là gì?,3
Nhận định nào sau đây về việc sử dụng đồng tiền tại Falklands là đúng?,4
"Dựa vào đoạn văn, khi đi du lịch từ Mỹ đến Falklands, hình thức thanh toán khác không phải thẻ tín dụng có thể trở nên đặc biệt hữu ích tại đâu?",3
Sự kiện nào không liên quan đến việc tổ chức các lễ hội của đền chùa?,1
Có thể nhìn thấy voi được trang trí ở đâu?,3
"Theo đoạn văn, điều nào sau đây là cách tiết kiệm tiền khả thi nhất cho vé máy bay hạng thương gia hoặc hạng nhất?",1
"Theo đoạn văn, việc săn tìm cái gì là vô ích khi đặt một số hạng vé nhất định?",3
Không cần bổ sung chi phí gì khi so sánh tổng giá vé đến Châu Phi với giá vé đi vòng quanh thế giới?,1
"Theo đoạn văn, siêu thị bắt đầu cung cấp hạng mục nào với sự lựa chọn đa dạng hơn?",1
Khách hàng mua đồ ăn chế biến sẵn có thể quan tâm đến tiện nghi nào do một số siêu thị cung cấp?,4
Người Bỉ và Thụy Sĩ nói tiếng Pháp có thể không hiểu cái gì sau đây?,3
Điều nào sau đây là điểm khác biệt giữa tiếng Pháp nói ở Pháp và tiếng Pháp nói ở Bỉ hoặc Thụy Sĩ?,2
Bạn sẽ không được hưởng dịch vụ giá rẻ khi có tang trong trường hợp nào?,1
Nhận định nào về dịch vụ giá rẻ khi có tang là đúng?,4
Khi nào sử dụng thiết bị GPS hoạt động độc lập sẽ thuận tiện hơn ứng dụng điều hướng qua GPS?,3
Đâu không phải là một lý do chính đáng để sử dụng ứng dụng điều hướng qua GPS thay cho thiết bị hoạt động độc lập?,1
"Theo đoạn văn, làm thế nào để có thể đảm bảo được xếp vào thuyền phù hợp?",3
"Theo đoạn văn, đáp án nào sau đây không phải một chiến thuật được sử dụng để khiến khách tiếp tục đánh bạc?",1
"Theo đoạn văn, một con bạc sành sỏi nên tránh làm gì?",1
"Theo đoạn văn, từ loại nào được viết hoa giữa câu?",2
"Theo đoạn văn, việc viết hoa danh từ có thể gây thêm khó khăn cho điều gì?",3
"Ở vùng nông thôn của Mã Lai, cử chỉ nào có nghĩa là “lại đây”?",2
"Theo đoạn văn, cử chỉ nào có thể mang nghĩa là “quay lại”?",1
"Theo đoạn văn, điều gì đã tạo thành chỗ nẻ?",2
"Theo đoạn văn, thứ gì sau đây có thể bị che khuất bởi cồn tuyết?",1
"Dựa vào đoạn văn, du khách nên chuẩn bị đề phòng trước khi ghé thăm địa điểm nào?",2
Đáp án nào sau đây không phải một lời khuyên hữu ích cho du khách ở Goma?,1
Giấy phép cho khu vực ít người có ngày bắt đầu thuộc tháng Tám sẽ mở đăng ký vào khi nào?,2
Chính sách nào đang được thực hiện để bảo vệ hẻm núi?,4
Đáp án nào sau đây ít có khả năng xuất hiện nhất ở kiểu khách sạn được mô tả trong đoạn văn?,4
"Dựa vào thông tin được trình bày trong đoạn văn, khách tới khách sạn có thể sẽ ít ưu tiên nhất dịch vụ nào sau đây?",4
"Theo đoạn văn, du khách nên tránh điều gì khi ghé thăm Greenland?",4
"Theo đoạn văn, điều nào sau đây rất có thể sẽ trở thành vấn đề đối với những du khách ghé thăm Greenland thiếu sự chuẩn bị?",3
Đáp án nào sau đây đang được sử dụng làm quảng trường trung tâm?,1
"Theo đoạn văn, thứ gì sau đây không có ở Jardín de la Unión?",4
"Dựa vào đoạn văn, nhận định nào sau đây về đi bộ đường dài được coi là không chính xác?",4
"Theo đoạn văn, khi nào chỉ cần chuẩn bị rất ít cho một buổi đi bộ trong ngày?",2
Cao nguyên ở Rogaland hay Agder có gì khác so với những nơi còn lại ở Na Uy?,4
"Theo đoạn văn, thứ gì dưới đây không thường thấy ở Na Uy?",2
Du khách yêu thích trượt tuyết nên ghé thăm khu du lịch nghỉ dưỡng vùng núi vào khi nào?,1
"Theo đoạn văn, thời điểm nào thường sẽ có nhiều du khách ở khu du lịch nghỉ dưỡng vùng núi nhất?",3
Bạn nên tránh làm gì khi muốn tìm được thuyền cần người phụ việc?,4
Bạn nên làm gì quanh bến du thuyền khi đang tìm thuyền cần người phụ việc?,1
Du khách quan tâm đến lịch sử thuộc địa của hòn đảo sẽ có hứng thú với địa điểm nào?,1
Du khách ưu tiên cảnh đẹp sẽ có hứng thú với địa điểm nào?,4
Một số yên ngựa có đặc điểm gì giúp người cưỡi ngựa giảm thiểu nguy cơ bị mắc kẹt chân ở bàn đạp?,2
Đặc điểm nào của ủng cưỡi ngựa giúp người cưỡi ngựa sử dụng bàn đạp an toàn hơn?,3
Mạng lưới trao đổi lưu trú cung cấp cho du khách điều gì?,1
"Dựa vào đoạn văn, nhận định nào sau đây về mạng lưới trao đổi lưu trú là không đúng?",1
"Theo đoạn văn, kiểu khách hàng nào ít có khả năng ở chung phòng nhà nghỉ nhất?",3
"Dựa vào đoạn văn, ai có nhiều khả năng ở nhà nghỉ nhất?",2
"Theo đoạn văn, nhận định nào sau đây mô tả chính xác về trò ném boomerang?",4
Thứ gì sau đây được dùng chủ yếu trong ẩm thực Java?,3
"Theo đoạn văn, bệnh truyền nhiễm lây lan bằng cách nào?",1
"Theo đoạn văn, thứ gì được biết là không gây bệnh truyền nhiễm?",1
Trong trường hợp nào chọn web proxy thay cho nhà cung cấp mạng VPN cá nhân là đủ đối với người dùng?,3
"Theo đoạn văn, nhận định nào sau đây về VPN và web proxy là không đúng?",4
Thứ gì cho phép một người sử dụng công ty cung cấp dịch vụ điện thoại ngoài khu vực lân cận nơi mình đang ở?,1
"Theo đoạn văn, cần phải làm gì để nhận một số cuộc gọi nhất định?",1
Nhận định nào sau đây không mô tả chính xác phát âm của các từ tiếng Ý?,4
Đặc điểm nào sau đây của Izmir có nguồn gốc từ trước thời hiện đại?,4
Đáp án nào sau đây không phải một đặc điểm chuẩn xác của Izmir?,2
Từ hanami chỉ hoạt động ngắm cái gì?,1
Ai đã tổ chức những bữa tiệc ngắm hoa anh đào đầu tiên?,3
"Theo đoạn văn, khía cạnh nào của Jerusalem ít có khả năng thu hút khách du lịch nhất?",2
Đáp án nào sau đây không phải một đặc điểm nổi tiếng của Jerusalem được nhắc đến trong đoạn văn?,2
"Theo đoạn văn, kiểu du khách nào mua thẻ Wild sẽ không có lợi?",2
Nhận định nào không mô tả chính xác Công viên Quốc gia Kruger?,3
Đáp án nào sau đây rất có khả năng gây nguy hiểm cho người leo núi ở những khúc dốc đứng trên núi?,1
Nhận định nào sau đây không phản ánh chính xác về dốc đi lên của núi Machu Picchu được mô tả trong đoạn văn?,2
"Theo đoạn văn, thứ gì sau đây không phải nguyên liệu chính của nền ẩm thực Majorca?",3
"Dựa vào thông tin trong đoạn văn, nhận định nào về bữa ăn hangi là không đúng?",1
Đáp án nào sau đây không phải cách làm nóng hố nấu thịt hangi thường thấy được nhắc đến?,1
Điều gì sẽ có thể được nhà sư hoặc nữ tu ghi nhận đặc biệt?,1
Món đồ nào sau đây không có khả năng mượn được từ tu viện? ,2
Du khách sẽ có nhiều cơ hội ngắm sao nhất vào thời điểm nào khi ghé thăm vùng Nam Cực?,3
Khi nào thì điện thoại vệ tinh không phải sự thay thế khả thi cho điện thoại di động?,1
Khi nào thì sử dụng điện thoại vệ tinh thích hợp hơn điện thoại di động?,2
Xung đột về khía cạnh nào sau đây đã dẫn đến sự thành lập của Cộng hòa Transnistria?,2
Điều gì sau đây của Cộng hòa Transnistria khác với phần còn lại của Moldova?  ,3
"Theo đoạn văn, du khách nên ghé thăm Montevideo vào lúc nào nếu muốn tránh gió?",1
"Theo đoạn văn, du khách nên ghé thăm Montevideo vào lúc nào nếu thích trời lạnh?",4
"Theo đoạn văn, đáp án nào sau đây sẽ được cho là tác phẩm của nghệ sĩ graffiti nổi tiếng thay vì tội phá hoại?",1
Khía cạnh nào của lễ hội âm nhạc được nhiều người tham gia coi là một phần thiết yếu của trải nghiệm?,2
"Theo đoạn văn, người tham gia lễ hội âm nhạc nên ưu tiên làm gì nếu muốn cắm trại gần dàn âm thanh?",4
"Theo đoạn văn, du khách nên tránh nơi nào khi muốn tìm địa điểm hoạt động về đêm ở Bắc New Mexico?",2
"Theo đoạn văn, du khách rất có thể sẽ tìm thấy dịch vụ giải trí nổi tiếng tại đâu ở Bắc New Mexico?",3
Du khách chi tiêu tiết kiệm nên tránh loại thức uống nào?,4
"Dựa vào khu vực được mô tả trong đoạn văn, đơn gọi thức uống nào sẽ có thể làm nhân viên phục vụ bối rối?",4
"Kéo dài suốt ba thế kỷ, thời kỳ thực dân được mở đầu bởi nhóm người nào?",4
"Theo đoạn văn, đâu là cách tốt nhất để khiến người Paris trở nên cởi mở hơn với mình?",3
"Theo đoạn văn, đáp án nào sau đây không được coi là tính cách điển hình của người Paris?",3
Đâu là một lợi ích của hạng Nhất thuộc hệ thống MetroRail ở Cape Town?,2
"Theo đoạn văn, mọi chuyến tàu đi lại trong Cape Town đều có cái gì?",4
Đáp án nào sau đây không phải do động vật gây hại gây ra?,4
Thẻ điện thoại trả trước có thể được mua ở đâu?,3
Làm thế nào để có cước gọi ưu đãi được một vài loại thẻ cung cấp?,2
"Theo đoạn văn, loại cây nào sau đây ít phổ biến hơn ở công viên quốc gia Plitvice Lakes?",1
Hệ động vật quý hiếm nào có thể được tìm thấy ở công viên quốc gia Plitvice Lakes?,4
"Theo đoạn văn, mã vùng thực sự có thể giúp ích cho việc gì?",2
"Theo đoạn văn, đáp án nào sau đây là điều các công ty truyền thông cứ mãi nói dối về mã vùng?",2
"Khi về đến nước mình, khâu nào thường chỉ mang tính hình thức?",1
Bạn nên biết điều nào sau đây trước khi về đến nước mình?,2
"Theo đoạn văn, thứ gì với số lượng nhiều đã giúp người leo núi liên tục khám phá ra những tuyến đường mới trong Thung lũng Cochamó?",4
