question,gemma3_answer
Di akordu ku trexu di textu kal di kés opsons li é un rezumu presizu di prinsipal objetivu di IA?,4
"Di akordu ku trexu di textu, ku kal di kes li IA ta asosiadu frekuentimenti?",3
"Di akordu ku trexu di textu, kal di kes opsons li é un pontu forti di algen ku padrons di pensamentu konverjenti?",4
"Di akordu ku trexu di textu, kal di kes siginti li ka é konsideradu un foku di mentalidadi di pensamentu negativu?",1
"Di akordu ku trexu di textu, kal di kes li ka ta serba konsideradu un mikro-spreson?",3
Kal di kes afirmason li sobri interpretason di mikro-spreson ka é verdaderu?,1
"Di kes opson li, kal ki bira más inportanti pamodi Rinasimentu?",3
"Di kes opson li, kal ki perdi distaki pamodi Renasimentu?",1
Kal di kes opson li ki ka ta mostra interesi na kontinua rilasionamentus pa internet?,1
Kal di kes opsons li ka ta refleti un mutivason pa uza internet pa involvimentu pessual?,2
Kuandu ki Europa Osidental para di dipendi fortimenti di influensias y kumesa ta dizenvolvi si propi stilu?,1
Uzu di butons pa fitxa ropas era rizultadu di kuzé? ,3
Do akordu ku trexu di textu kal di kés alternativa li é konsideradu un suluson viável di longu prazu pa prublemas ambiental?,3
"Di akordu ku trexu di textu, kal di kes soluson li é ka konsideradu un tratamentu sintomátiku di prublemas ambiental?",1
Na ki país di Europa kontisi primeru guera en ki prinsipal keston staba relasionadu a ikilíbriu di en vez di kontextu relijiozu?,4
Ki guerra ki às bez é diskirtu komu últimu “guerra relijiozu”?,1
Kal di kes aspetu li di igreja katóliku ka staba ta ser izaminadu?,4
"Di akordu ku trexu di textu, kenha ki matadu na Versalhes?",4
Kal di kés li ki multidon ka foi inpostu a rei y rainha pa multidon?,1
Kal di kés opsons li ka foi rezultadu di guerra naval ka konvensional di Gran-Bretanha?,1
Kal di kes afirmason li ka ta deskrevi ku presizon blokeiu naval di Gran Bretania kontra Alemanha?,4
"Di akordu ku trexu di textu, pa kenha ki ta ser más provavel diagnostiku di Esklerosi Multipla?",1
"Di akordu ku trexu di textu, partisipantis di atividadi regular ta mesti di mas ajuda pa kuzé?",1
"Di akordu ku trexu di textu, mo ki ta pratikadu esgrima normalmenti?",4
"Di akordu ku trexu di textu, kal di kés li é un indikador forti di envenenamentu internu?",4
"Di akordu ku trexu di textu, kal ké primeru pasu apropriadu pa avalia un vitima?",3
Kal di kés afirmason li ka ta refleti ku presizon prusesu di avalia un vitima?,3
Kal di kés mudansa provokadu pa Revoluson Franseza tivi forti inpaktu na klassi di populason trabadjador?,2
"Dipos di revuluson franseza, susesu na forsa armadus y na otus prufisons era menus pruvável di bazia na kuze?",4
Kál servisu públiku ta kauza más diskontentamentu na paízis dizenvolvidu?,3
"Di akordu ku trexu di textu, kuzé ki podi fladu sobri sistema di transporti publiku?",3
"Di akordu ku trexu di textu, kal di kés li podi ser mas difisil di avalia pamodi imprevizibilidadi di motoristas?",4
Kal di kés li é utilizadu ora di representa un fluksu di tranzitu matematikamenti?,4
Kuzé ki Hersey y Chase uza pa implanta sés DNA? ,4
Kapasidadi di mutason ser transmitidu pa descendentis ta dipendi di kuzé?,1
"Ku bazi na informasons di trexu di textu, na kuzé ki efeitus di mutasons ka bazia?",2
Kal di kés opsons li ka era un razon ki ta lebaba kulturas antigu a manti kabras?,4
Objetivu di golfe é di ten un minimu di kuzé?,2
"Na kampu di golf, undi ki relva ta kortadu mas kurtu?",2
Kal ké propózitu típiku di un experimentu?,1
"Di akordu ku trexu di textu, kuzé ki ka ta djuda orienta un peskiza sientifiku?",1
"Di akordu ku trexu di textu, kal di kés afirmason sobri tornadus ka é verdaderu?",4
"Ku bazi na trexu di textu, kal di kés afirmason li ta deskrevi ku presizon maioria di tornadus?",4
Kal di kés kuzas li ki umanus kumesa ta fazi duranti sékulu 16?,4
A kantu tempu ki humanus ta amplia objetus ku uzu di lentis?,3
"Ku bazi na trexu di textu, kuzé ki kaverna di Muhammad ta fla aserka di prátikas ou valoris spiritual?",1
"Di akordu ku trexu di textu, pa kuzé ki fero foi uzadu pa primeru béz?",3
"Di akordu ku trexu di textu, pamó ki rodas di madera foi substituidu pa rodas di feru?",4
"Di akordu ku trexu di textu, kuzé ki molda algen na períudu di Romantismu?",2
Kal di kés siginti opsons li ta refleti un ideia jeral di determinismu téknolójiku? ,3
"Di akordu ku trexu di textu, kal di kés seguinti li ka é asosiadu ku puxa arku?",3
"Di akordu ku trexu di textu, kal di kés opson li sta asosiadu a un son más suavi?",3
Fósil ta mostra ki mons iventualmenti ta adapta a ser uzadu pa kal di kés siginti li?,1
Kal di kés li ta diskrebi ku presizon falanjis di un xinpanzé? ,3
Seleson ta tra novu variason jenétiku di ki grupu?,4
Ki prusesu é responsável pa adisiona variason jenétiku?,3
"Ku bazi na informasons na trexu di textu, kal di kes un primata dibia kumé pa rezolvi un “prublema di proteína”?",3
"Di akordu ku trexu di textu, kal di kés problemas li é ka kauzadu pa falta di aminoásidos isensial?",2
Mo ki menbrus di un determinadu subkultura ta spresa frekuentimenti si asosiason ku un grupu?,4
"Di akordu ku tioria aprezentadu na trexu di textu, kuzé ki podi kontisi ku un kriansa ki ta identifika ku un minoria rasial ki é esteriotipadu pamodi é ten un konportamentu ameasador?",2
"Di akordu ku trexu di textu, konhesimentu di un kriansa aserka di steriótipu rasial podi ten un inpaktu na kal di kes seguinti li?",2
"Di akordu ku trexu di textu, kal di kés seguinti li provalvementi ka é konsistenti ku kriason di un kriansa selvajen?",2
"Di akordu ku trexu di textu, kal di opson li ta diskrevi ku presizon konportamentu selvajen na un kriansa?",2
"Sima sta na testu, kal di kes prátikas li ki ka é konsistenti ku agrikultura di subsisténsia?",2
Kal di kés li ta diskrevi ku presizion prátika di agrikultura di subsistensia?,2
Vizita un muzeu ta serba klassifikadu komu ki tipu di turismu?,3
"Di akordu ku trexu di textu, kuzé ki ta serba un prioridadi pa kenha ki ta viaja a paseiu?",2
Kuzé ki fladu nes trexu di textu komu sendu un kuza ki ta djuda diminui medu di mudansa dentu di igreja lokal?,1
"Di akordu ku trexu di textu, ganha kunhesimentu di bu propi storia podi djudau ku kuzé?",1
Kal di kés afirmasons li ta deskrevi ku presizon abordajen pós-modernu di aprendizajen?,4
Kal di kés afirmason li ka ta refleti ku presizon abordajen pós-modernu di aprendizajen?,3
"Dipôs di korda prupuzitadamenti duranti períudu normal di sonu, kal di kes kuzas li ki pudia interfiri na prusesu di interupson di sonu?",3
Kal di kés li é ka un diskrison presizu di interupson di sono?,3
"A medida ki sérebru ta tenta un sonhu más lúsidu ku más frekuensia, kuzé ki ta aumenta?",4
kla di kés efeitu negativus li sonhus lúsidu podi tem na korpu?,2
"Di akordu ku trexu di textu, mo ki un time konvensional y virtual ta parsi?",3
"Ku bazi na trexu di textu, ki afirmason sobri timis fíziku y virtual é ka verdaderu?",1
Kal di kés opson li é ka algu na kual teorias di kontiudu ta bazia?,3
Kal di kes li é ka un objetu di “regra di tersus”?,3
Kal di kes kuza li ka ta diskrevi formatu di fotografia di 35mm?,4
"Di akordu ku trexu di textu, à medida ki fabrikantis ta aumenta kualidadi di pruduson di lentis, modi ki lentis di zoom foi midjoradu?",3
"Ku bazi na informason di trexu di textu, kuandu ki un lenti “zoom” é más apropriadu di uza?",3
Kal di kés opsons li ka ta serba konsideradu un diskrison presizu di Mistisismu?,4
"Di akordu ku trexu di textu, kal di kés siginti li ka é foku di Mistisismu?",2
"Di akordu ku trexu di textu, kenha ki podi ter kumesadu sosiedadi agrikula?",4
"Di akordu ku trexu di textu, és grupu ki ta kasaba moas foi primerus abitantis di undi?",2
Na ki senáriu utilizason di métudu Pureland di origami ta pudeba benefisia dobradoris?,1
Kal di kés senariu li ka ta diskrevi ku presizon origami Pureland?,4
"DI akordu ku trexu di textu,na ki lukal ki Sivilizason Di Vali do Indo ka sta assosiadu?",1
"Di kes kuzas ki es pâpia na testu, kal di kes opson li, ki é ka un posível nomi di kes Povu di Idadi di Bronzi?",1
"Di akordu ku trexu di textu, kal di kés opsons li ta trazi benefisius a longu prazo?",1
"Di akordu ku kel párti di testu, kal di kes kuzas li ki algen debi poi na primeru lugar, si es krê benifisia nun kurtu prazu?",1
"Di akordu ku trexu di textu, kenha ki ta kubri un parti signifikativu di dispezas di gera?",1
Ki periudu di tempu ben antis di era di Templarius?,1
"Kal períudu ki ben, dipôs di ténpu di Tenplárius",1
Ki tratamentu ou prosedimentu médiku ka é mensionadu komu sendu uzadu pa médikus y sirurjions duranti Inpériu Romanu?,3
"Di akordu ku kel testu, kal di kes opson li ki ka é un avansu na kanpu di medisina duranti Inpériu Romanu?",3
Kapasidadi di odja ta dipendi di kuzê?,2
Di kuzé ki ta dipendi variason di strutura di odju entri organismus?,2
"Di akordu ku trexu di textu, kal afirmason aserka di Sikhizmu ka ta retrata és relijion ku presizon?",1
"Di akordu ku trexu di textu, kal di kés opson li é konsideradu un aspektu sentral di sistema di krensa sikh?",1
"Di akordu ku trexu di textu, pamodi ki kriansa ku transtornu di Défisi di Atenson podi ten difikuldadi pa konsentra?",1
"Di akordu ku trexu di textu, pamodi ki kriansa ku Transornu di Défisi di Atenson ten tendensia a involvi na konportamentus di risku?",4
"Kku bazi na informason di trexu di textu, kal di kes li ka é un izenplu di andaimi?",1
Kual di kés opsons li ka ta deskrevi ku presizon konseitu di andaimi?,2
"Di akordu ku trexu di textu, ki rekursu di MySpace pudia benefisia alunus ku prublemas di leitura?",1
"Di akordu ku trexu di textu, kal di kés li ka foi parti di resposta di Krushchev a tumultus di trabadjadoris?",1
Kal di kes li ka foi um di kes kauzas di tumultus na Pulónia?,2
"Di akordu ku trexu di textu, kal di kés seguinti li ka afeta relason entri Rusia y Merka?",4
Kal di kés opsons a seguir li ka ta diskrebi ku presizon propózitu di manda impulsus nervozus pa tudu korpu?,3
Kuza ki podi atxadu na Planaltu di Giza?,2
Pamodi ki fazedu Grandi Piramidi?,2
Kenha ké responsável pa nos kunhesimentu?,3
Kal di kés li ké un deklarason presizu di rekonstruson di tenplu di Artemis?,2
"Di akordu ku trexu di textu, kuandu ké mas sedu pruvavelmenti ki un spési anda riba dos perna?",1
Kal di kés spesi li ta andaba regularmenti riba di dós perna?,2
Kuzé ki Marinha alemon staba ta tenta fazi duranti Segunda Guerra Mundial?,2
"Ku bazi na informason fornesidu pa trexu di textu, kenha ki tevi más susessu na guerra naval duranti Kampanha di Atlantiku Norti?",1
Kuzé ki ka izistiba kuandu Assírius implementa uzu di kavalaria?,1
Mo ki ta travadu batalias ki ta utiliza kalvaria?,3
"Di akordu ku trexu di textu, undi ki bu ka ta atxa un sidadon babilóniku kumun?",2
Kal di kés li foi spesifikamenti distinadu a padris?,2
Kuandu ki Rei Tutankamon ganha notoriedadi?,3
Kuzé ki fazi Tutankamon un Rei ijípsiu ben konxedu?,1
Kuzé ki grandi poeta Homeru ka ta konsiguiba fazi?,2
"Kal ómi Gregu, famozu, ki é konxedu pa otu kuza ki é ka literatura?",3
Undi ki família ebráiku ta pasaba txeu tenpu?,1
Kuzé ki ka era importanti pa familia ebreu?,3
Kal di kés opsons a seguir li ka é diskritu komu sendu un diferensa entri paízis skandinavu?,1
Kenha ki stabelesi primeru na Groenlandia?,1
Ki grupu ki ta preferiba janta sen xinta na kadera?,3
Kal di kés li ka ta fazeba parti di un festa na Roma antigu?,4
"Ku bazi na trexu di textu, kal di kés opson li provavelmenti ka ta ben ten un inpaktu duradouru?",2
"Di akordu ku testu, un nason pode kumesa di kuzê?",3
Kal afirmason aserka di Drukgyal Dzong é ka verdadi?,1
Kal di kés informason li ta deskrevi ku presizon rezultadu di insendiu na Drukgyal Dzong?,1
Kal di kéz informason sobri Kanbodja li é verdaderu?,4
Kal di kés afirmasons li ta deskrevi ku presizon Invazons di Kanbodja?,2
Kal di kés li Konpania Olandes di India Oriental ka fazi duranti sé tenpu na Taiwan?,3
kuzé ki Tratadu di Shimonoseki estabelesi?,4
Mo ki ta mididu nivel di pH na un produtu kimiku?,3
Kuzé ki tradu di ions di idrojeniu?,1
Kal di kés afirmasons li ta diskrebi ku presizon un alkateia di lion?,4
Kal di kés afirmasons li ta diskrevi ku presizon konportamentu di lion?,2
Kuedjus é un preza komun pa ki animal?,2
Felinus pikinotis normalmenti ta kasa kal di kés li?,1
Kal di kés li ka ta fazi parti di metudu di kassa di jaguatirika?,1
"Kal di kes opson li, ka ta fla sértu kuzê ki é un jaguatirika?",4
Kal di kés li ka ta konsideradu maior forsa di tigri?,4
"Di akordu ku trexu di textu, kal di kés li é diferensa entri lions y tigris?",2
"Di akordu ku trexu di textu, kuzé ki Robert Hookefaiz antis di otus biologus?",1
Kal ké signifikadu di orijen di palavra “sélula” signifika?,2
"Di akordu ku trexu di textu, maioria di animal ten abilidadi pa fazi kuzé?",2
"Di akordu ku trexu di textu, kuzé ki alguns animal ka ten?",3
Kuzé ki ta djuda plantas na sés prusessu di fotosintisi?,4
Kuzé ki umanus ta izala y plantas ta inala?,4
"Di akordu ku trexu di textu, kal di kés seginti izenplu li ta inpidi prusesu di ivuluson?",1
Kal di kés siginti afirmason li ka ta diskrevi ku presizon prosessu di espesiason? ,1
Ki parti di sistema sirkulatóriu ta leva sangui ti kurason?,1
Kal ké tubu más pikinoti na sistema sirkulatóriu?,1
Abilidadi di insektu dobra azas ta aumenta kal di kés li?,2
Kal di kés opsons li ka é mensionadu na trexu di textu comu sendu algu afetadu pa abilidadi di vua di insektu?,3
Kal di kés karakteristikas li ka é normalmenti asossiadu ku dinosaurus?,1
Kal di kés seguinti li ka é normalmenti konsideradu un karakteristika komun di passaru y dinosauru?,1
"Di akordu ku trexu di textu, ki parti di un planta sikadásia ki un Triceratops era kapas di kumeba?",2
"Di akordu ku trexu di textu, kal di kés li un Triceratops ta kubeba más provavelmenti? ",2
"Di akordu ku trexu di textu, kal di kés desportu seguinti li pruvavelmenti é más pupular na rejions norti di Itália?",3
"Di akordu ku informason di trexu di textu, na kal di kés desportu li Itália ganha un kanpionatu mundial?",1
Dipós di ki iventu alguns partis di Luxenburgu bira Belga?,2
Kal di kés seguinti li ta afeta Luxemburgu Naturalmenti?,1
Kantu kilometru kuadradu di Turkia ta fika na Europa?,4
"Di akordu ku trexu di textu, kantu kilometru di kunprimentu Turkia tem?",1
Pa kuzê ki ta uzadu língua latin na sidadi di Vatikanu?,1
Na Sidadi di Vatikanu pa kuzé ki ta uzadu italianu?,1
"Di akordu ku trexu di textu, kal di kés siginti li ta benefisia di miksajen di son na komputadoris sofistikadu?",1
"Di akordu ku trexu di textu, na ki lokalidadi ki maioria di kazas ten kasa banhu ku diskarga?",1
Na kal di kés lokalidadi li atxadu sistema di esgotu avansadu?,1
Kal di kés seguinti li ta fazi un patinador vira?,1
"Di akordu ku trexu di textu, kal di kés opsons li ta diskrevi ku presizon braku na lámina di un patim di gelu mudernu?",2
"Di akordu ku trexu di textu, kal ké prusesu ki ta permiti a atumus ilimina exsesu di enerjia di luz?",4
Kuzé ki ta fazi un átumu imiti un foton?,2
"Di akordu ku trexu di textu, kuzé ki eventualmenti podi kauza lampada a para di funsiona?",3
Kal di kés li podi ser prigosu di toka oras ku ta troka lampada?,3
"Di akordu ku trexu di textu, kuzé ki ta kontisi ora ki un núkleo é divididu?",2
Kal di kés opsons li ta refleti xamadas di longa distansia di volta a Terra,2
Kal di kés li ta uzadu pa poi teleskópiu na espasu?,2
Kuzé ki debi ser observadu sobri un eventu síkliku pa rastrea pasaji di tempu?,2
"Di akordu ku trexu di textu, ki aspektu di un eventu é uzadu pa konpara tempu?",1
"Di akordu ku trexu di textu, kal di kés ospons li é konsideradu tipiku di un erderu di tronu?",2
"Di akordu ku trexu di textu, Charles foi primeru a fazi kuzé?",2
Di ki país era frota di Trygvasson?,4
Na ki épuka di storia ki Alemanha tivi grandi influensia kultural na Stónia?,3
Kuzé ki influensia lingua di Estónia?,2
"Di akordu ku trexu di textu, numeru di falantis nativus di Hindi ta flutua baziadu na ki fator?",1
Kál di kés afirmasons sobri linguas Hindi y Urdu é verdaderu?,2
Kal di kés alternativas a seguir li ka é un fatu presizu aserka di alfabetu Hangeul?,2
Alfabetu Hunan Jeongeum kaba pa ser alteradu pa kuzé?,1
"Di akordu ku kel párti di testu, ki línguas foi influensiadu pa Sanskritu?",4
"Di akordu ku trexu di textu, pamodi kuzé ki uzu di Sanscrito diminui?",4
"Di akordu ku trexu di textu, kal di kés afirmason li é sertu en relason a gravidadi na lo?",2
"Di akordu ku trexu di textu, kal di kés afirmason li ta deskrevi ku presizon kamada sternu di lua?",3
"Di akordu ku kel párti di testu, undi ki krosta di lua é más gros?",3
"Di akordu ku trexu di textu, kal di kés li ki alguns alguen ta kredita?",3
Kuzé ki ta bira kada bez más finu kada bez ki bu afasta más di sentru di sol?,3
"Di akordu ku trexu di textu, ki parti di sol ki ta odjadu di Tera?",3
Kal di kés observasons li ta djuda konfirma teoria di Kopérniku?,1
Kál di kés li Galileu Galilei odja na 1610?,2
"Di akordu ku trexu di textu, di undi ki Riu Amazonas ta kapta água?",1
Ki distinson ké ka atribuidu a Riu Amazonas?,2
Kal di kéz linia di trabadju mensionadu na trexu di textu ta inprega menus venezuelanus?,3
"Di akordu ku trexu di textu, kal di kés setor li ta enprega maior numeru di venezuelanus?",1
"Di akordu ku trexu di textu, kuzé ki fuzon ta permiti strelas fazi?",1
Kal di kés li ki un reator di fuzon util ta kria?,4
Kal ké konpozison kimiku di água?,4
Oras ki água ta muda di forma kuzé ki ta kontinua igual?,1
"Di akordu ku trexu di textu, kal di kés li ka foi un problema pas kés treizi stadus na ora di tenta impoi alguns leis?",3
"Di akordu ku trexu di textu, kal di kés afirmason li ta refleti stadu di guvernu sentral duranti Guera di Revuluson?",3
Mo ki sta skritu palavras na parti trás di Deklarason di Independensia?,3
Singapura konxedu pa kal di kes li?,1
Kuzé ké Vanda Miss Joaquim?,2
"Di akordu ku kel testu, kal kualidadi di kes pirâmidi di Gizé ki ka ta txomaba atenson di kes algen ki ta viveba na Novu Ijítu?",3
"Di akordu ku trexu di textu, di undi ki kés erbivurus ta bem trás di txuba?",3
"Di akordu ku kel párti di testu, di undi ki kes erbívurus ta sai duranti mês di abril?",1
Operason Sealion era invazon di ki país?,2
Mo ki Alemanha txoma si ataki a Gran-Bretanha?,2
Kuzé ké ka mensionadu komu sendu un passu nesesariu na planu di Itália pa kaptura paizis afrikanus?,3
"Di akordu ku kel párti di testu, kal ki era konsideradu prinsipal objetivu di géra?",1
Kenha ki stabelesi relasons di amizadi ku invazoris?,2
Kenha ki era kes Aliadus ki staba involvidu na Operation Dragon?,1
Dezenvolvimentu di ki teknolojia fazi ki submarinus kumesa ta viaja dibaxu di água?,4
"Duranti sés primeru uzu, submarinus tinha txeu limitason na kuzé?",3
"Di akordu ku trexu di textu, kenha ki kebra akordu? ",4
Kal di kés li ka foi realizadu pa Exersitu Vermelhu?,2
Kuzé ki kontisi ku injinheru xefi di Désimu izérsitu Italianu?,3
Undi ki Italo Balbo matadu?,4
"Di akordu ku trexu di textu, kal di kés téknikas li é un parti inportanti di meditason Tibetanu?",3
"Di akordu ku trexu di textu, mo ki xakras é ativadu duranti “sentru” di meditason di Tibeti?",2
Kenha ki apresenta sigundu muzika di devoson duranti programa?,4
"Di akordu ku trexu di textu, kenha ki apresenta un múzika di devoson duranti oferta di kumida?",1
Kal ki foi pinultimu aprezentason di noti?,2
Alessandro Safina ten ki nasionalidadi?,4
"Ku bazi kel párti di testu, kal di kes afirmason li é ka verdaderu?",1
"Di akordu ku trexu di textu, kenha ki fazi komentáriu di mo ki nivel di kalor staba deskonfortalvel?",2
Undi ki tive un keda di inerjia kausadu pa atividadi di tsunami?,4
"Di akordu ku trexu di textu, mo ki Tonga foi afetadu pa keda di inerjia?",4
Kuandu ki pulísia konsigui uza ses radar pa midi velosidadi di konduson di Jonny Reid?,1
"Di akordu ku trexu di textu, pamodi ki foi difisil pa pulísia di Nova Zelándia midi velosidadi di Jonny Reid?",2
Undi ki era sentru di terremotu en relason a Butte?,2
Kuzé ki kontisi duranti rebelion na bu Abu Ghraib?,1
Pamodi ki prizon irakianu ganha notoriedadi? ,4
Ki tipu di iventu staba pa ser realizadu na War Memorial Stadium di Maui?,3
Kenha ki kaba pa da un splikason sobri kanselamentu di iventu?,2
Kenha ki várius moradoris di Bishkek atxa ma era responsavel pa pilhajem?,3
Kenha ki kulpa manifestantis di sul di furta?,1
Kuandu ki Ring tivi aumentu di benda?,1
kuandu ki Jamie Siminoff disidi kumesa Ring?,1
Kada episódiu di Reading Rainbow ta oferesi rekomendasons a kriansas sobri kusé?,4
Kuzé ki podi ter kontribuidu pa kanselamentu di sériu Reading Rainbow?,1
Kal di kés li ka foi un argumentu fetu pa funsionárius di Amsterdam i di muzeu sobri arvori?,3
"Di akordu ku inspetor xefi di RSPCA, inspesons debi ser padron pa ka di kes li?",4
"Di akordu ku trexu di textu, kuzé ki podia djuda solidifika inportansia di ben estar animal pa trabadjadoris di matadoru australianos?",1
"Di akordu ku trexu du textu, kal ké okupason di alguen ki prendedu?",1
"Di akordu ku trexu di textu, enkuantu ki nutisia sta sspadjaba aserka di otu detenson, sa ta fazeda funeral pa kantu vitimas?",2
"En resposta a protestus, ki país ka avansa ku sés assinatura di akordu ACTA?",2
"Di akordu ku trexu di textu, kal di kés seguinti país li disidi adia adeson a ACTA?",4
"Kantu algen ki panha pankada, sen es sta ta spéra, pamodi sobriakesimentu di ses IPod?",1
Kenha ki fla ma asidentis di sobreakesimentu ka era mutu sériu?,4
Duranti sé diskursu kuzé ki Steve Jobs fla Apple sta binha reinventa?,2
Kal ki era finalidadi di diskurso di dós ora di Steve Jobs?,1
Kuzé ki Cristina Fernandez anunsia na Tiatru di Argentina?,1
Kuandu ki Cristina Fernandez anunsia sé intenson di konkorri?,3
Kal ki foi diskubertas di ACMA en relason a Big Brother?,3
Ki parametrus ki mídia devi enkuadra a el pa konsideradu konteudu di internet?,2
Kenha ké líder di Partidu liberal di Austrália?,1
Pamodi ki Austrália inda ka ten un industria di di inerjia nukliar?,1
Ki skiador ta konpiti ku ajuda di un guia?,2
Ki país ki termina na désimu na Super-G pa klassi fiminina em pé?,1
"Di akordu ku trexu di textu, ki afirmason sobri Blake ka sta presizu?",2
"Di akordu ku trexu di textu, kál di kés li ka kontisi a Blake?",1
Pa kuzê ki fundu pa akesimentu global di ONU ka ta ben uzadu?,4
"Di akordu ku kel párti di testu, Kuzê ki ONU ta spera salva?",3
Kal di kés li ka foi sitadu pa Albert Muchanga komu algu ki ainda mesti ser akordadu?,3
"Di akordu ku trexu di textu, pamodi ki negosius podi kumesa na julhu?",2
"Di akordu ku trexu di textu, di kuzé ki The Atlanta Journal-Constitution akuza funsionárius di idukason di?",3
"Ku bazi na informason di trexu di textu, kuzé ki ka mensionadu na relatóriu di Atlanta Journal-Constitution?",1
"Di akordu trexu di textu, ki informasons ki konxedu dipos di bombardeiu?",4
"Dés ké bai Manchester City na 2017, kantu jogu ki Jesus djuga?",4
Di ki timi ki Jesus resebi £27 million pa ssina kués?,1
Ki afirnason ki konvidadus di hotel fla mé ka verdadi?,2
"Di akordu ku trexu di textu, kal di kés afimason li é verdadi?",3
"Ku bazi ma trexu di textu, ki informasson sobri kulison ka staba insertu?",3
"Di akordu ku trexu di textu, kuzé ki ainda mesti ser determinadu a respeitu di kulizon?",4
"Di akordu ku trexu di textu, ki lugar Batten dja kustuma okupa na lista di merkanus más rikus?",3
Pa kal di kés li Batten fazi un doason?,2
Kuzé ki fazi parti di prujetu lei assinadu pa Guvernador Arnold Schwarzenegger?,1
"Di akordu ku trexu di textu, kenha ki perdi kuzas ki foi dito?",3
"Di akordu ku trexu di textu, kal di kés afirmason li é verdaderu aserka di experiensia di Miller na audiensia?",2
Kenha ki sujiri pa fazedu revizon na ‘Clean Air Act’?,4
Kenha ki refuta ma “Clean Air Act” staba ta uzadu komu golpi pré-eleitoral?,4
Kuzé ki konpostus di ásidu sianúriku i melanina ta forma oras kés ta riaji ku kunpanheru na urina di gatu?,3
Pa observa kuzé ki peskizadoris uza Espektroskopia di infravermelhu?,2
Kenha ki refiri a Luna komu “Rainha di Extremu”?,4
Kenha ki refiri a Luna komu sendu “skizitu”?,2
Kuzé ki ka kontisi ku kondutor invbolvidu na asidenti?,1
"Kuzê ki ka fika distakadu na manera di djuga di Afrika di Sul, duranti un tornéiu di rugby?",1
"Di akordu ku trexu di textu, kuandu ki jogu di Afrika du Sul kumesa ta midjora?",4
