question,gemma3_answer
"ნაწყვეტის მიხედვით, ასინქრონული კომუნიკაციის ქვემოთ ჩამოთვლილი ასპექტებიდან, სტუდენტებისთვის რომელი არ არის მოქნილი?",3
"რა არ არის ნახსენები ნაწყვეტში, როგორც რაღაც, რაც შეიძლება ასოცირებული იყოს შუა საუკუნეების ციხე-სიმაგრეებთან?",1
"ქვემოთ ჩამოთვლილთაგან, რომელი არ არის ნახსენები ნაწყვეტში, როგორც სუნი ან ხმა, რომელიც შეიძლება ციხის ნანგრევებს შორის აღმოცენდეს?",3
"ქვემოთ ჩამოთვლილთაგან, რომელია კირბი მაქსლოს ციხესიმაგრის ზუსტი აღწერა?",2
"დიზაინის ქვემოთ ჩამოთვლილი რომელი მახასიათებელი ჩაითვლება ატიპიურად, კირბი მაქსლოს ციხისთვის ამ ნაწყვეტში აღწერილი პერიოდის განმავლობაში?",1
"ამ ნაწყვეტის მიხედვით, ჩამოთვლილთაგან, რომელი იქნება ყველაზე მეტად გამოსადეგი მორბენალისთვის, რომელიც ემზადება მომავალი სეზონისთვის?",4
"ნაწყვეტის მიხედვით, ჩამოთვლილთაგან რომელია უმთავრესი, ნახევარ მილზე პირველი კლასის მორბენალისთვის?",2
"სპორტსმენისთვის, ჩამოთვლილთაგან რომელი ვერ მიიღწევა მხოლოდ კვების პრაქტიკით?",3
"ნაწყვეტის საფუძველზე, ქვემოთ ჩამოთვლილთაგან, ახალგაზრდა სპორტსმენებისთვის, სპორტით მეტი სიამოვნების მიღების საშუალება რომელი არ არის?",2
"ნაწყვეტის მიხედვით, საშუალო მანძილის მორბენალმა, რატომ შეიძლება შეიძინოს უფრო ძვირი აღჭურვილობა?",1
"ნაწყვეტის მიხედვით, რას მოითხოვს საშუალო მანძილზე სირბილი?",3
ვინ აღმოაჩინა ბირთვული მაგნიტური რეზონანსი? ,3
"რომელ წელს გაიცა პირველი პატენტი, რეზონანსულ სამედიცინო გამოსახულებაზე? ",2
"ნაწყვეტის მიხედვით, რა უნდა ესმოდეთ ადამიანებს, სხვების ფიზიკური ქმედებების ინტერპრეტაციისთვის?",2
"ნაწყვეტის მიხედვით, ადამიანებს განზრახვის გაგება, რის გაკეთებაში ეხმარება?",1
"ნაწყვეტის მიხედვით, ქვემოთ ჩამოთვლილთაგან, რომელია ხელოვნური ინტელექტის ძირითადი მიზნის ზუსტი აღწერა?",4
"ნაწყვეტის მიხედვით, ჩამოთვლილთაგან, ხელოვნური ინტელექტი ხშირად რომელთან ასოცირდება?",3
"ნაწყვეტის მიხედვით, ქვემოთ ჩამოთვლილთაგან, რომელია კონვერგენტული აზროვნების მქონე ადამიანის სიძლიერე?",4
"ნაწყვეტის მიხედვით, ჩამოთვლილთაგან რომელი არ განიხილება კონვერგენტული აზროვნების ფოკუსად?",2
"ნაწყვეტის მიხედვით, ჩამოთვლილთაგან მიკროგამოხატვად, რომელი არ ჩაითვლება?",1
"მიკროგამოხატვის ინტერპრეტაციის შესახებ, ჩამოთვლილი მტკიცებებიდან, რომელი არ არის სწორი?",3
"ჩამოთვლილთაგან, რენესანსის შედეგად, ყველაზე მნიშვნელოვანი რომელი გახდა? ",2
"ჩამოთვლილთაგან, რენესანსის შედეგად, ნაკლები ყურადღება რომელს ექცეოდა?",1
"ჩამოთვლილთაგან, რომელი არ ასახავს მოტივაციას, გამოიყენოთ ინტერნეტი ურთიერთობების გასაგრძელებლად?",3
"ჩამოთვლილთაგან, რომელი არ ასახავს ინტერნეტის პირადი ჩართულობისთვის გამოყენების მოტივაციას?",1
როდის შეწყვიტა დასავლეთ ევროპამ გავლენაზე დაყრდნობა და დაიწყო საკუთარი სტილის განვითარება?,1
"ტანსაცმლის შესაკრავად ღილაკების გამოყენება, რისი შედეგი იყო? ",3
"ნაწყვეტის მიხედვით, ჩამოთვლილთაგან, რომელი ითვლება გარემოსდაცვითი საკითხების სიცოცხლისუნარიან გრძელვადიან გადაწყვეტად?",3
"ნაწყვეტის მიხედვით, ჩამოთვლილთაგან, რომელი გადაწყვეტილებები არ ჩაითვლება გარემოსდაცვითი საკითხების სიმპტომურ მკურნალობად?",2
"რომელ ქვეყანაში იყო პირველი ომი ევროპაში, რომლის ცენტრალური საკითხი, როგორც ამბობენ, ეხებოდა ძალთა ბალანსს და არა რელიგიურ კონტექსტს?",4
"""ზოგჯერ რომელ ომს უწოდებენ ბოლო """"რელიგიურ ომს""""?""",1
"კათოლიკური ეკლესიის შემდეგი ასპექტებიდან, რომელი არ იყო შესწავლილი?",2
"ამ ნაწყვეტის მიხედვით, ვინ მოკლეს ვერსალში?",4
"ჩამოთვლილთაგან, ბრბომ მეფეს და დედოფალს, რომელი არ აიძულა?",2
"ჩამოთვლილთაგან, რომელი არ იყო ბრიტანეთის არასტანდარტული საზღვაო ომის შედეგი?",2
"ბრიტანეთის საზღვაო ბლოკადას გერმანიის წინააღმდეგ, ზუსტად რომელი განცხადება არ აღწერს?",4
"ნაწყვეტიდან გამომდინარე, ვისთვის იქნება გაფანტული სკლეროზის დიაგნოზი ყველაზე სავარაუდო?",1
"ნაწყვეტის მიხედვით, რეგულარული აქტივობების მონაწილეებს, მეტი მხარდაჭერა რისთვის სჭირდებოდათ?",1
"ნაწყვეტის მიხედვით, ჩვეულებრივ, როგორ ფარიკაობენ?",4
"ნაწყვეტის მიხედვით, ჩამოთვლილთაგან, რომელი იქნება შინაგანი მოწამვლის ყველაზე ძლიერი მაჩვენებელი?",4
"ნაწყვეტის მიხედვით, მსხვერპლის შეფასებისას, რა არის შესაბამისი პირველი ნაბიჯი?",1
"ქვემოთ ჩამოთვლილთაგან, მსხვერპლის გადამოწმების პროცესს, ზუსტად რომელი არ ასახავს?",1
საფრანგეთის რევოლუციით გამოწვეულმა რომელმა ცვლილებებმა მოახდინა მნიშვნელოვანი გავლენა მუშათა კლასზე?,3
"საფრანგეთის რევოლუციის შემდეგ, სამხედრო და სხვა პროფესიებში წარმატება, ყველაზე ნაკლებად რაზე იყო დამოკიდებული?",2
"განვითარებულ ქვეყნებში, ყველაზე დიდ უკმაყოფილებას რომელი საჯარო სამსახური იწვევს?",3
"ნაწყვეტის მიხედვით, რა შეიძლება ითქვას საზოგადოებრივი ტრანსპორტის სისტემებზე?",3
"ნაწყვეტის მიხედვით, ქვემოთ ჩამოთვლილთაგან, მძღოლების არაპროგნოზირებადობის გამო, რისი გაზომვა შეიძლება იყოს რთული?",4
"ჩამოთვლილთაგან, მოძრაობის ნაკადის მათემატიკურად წარმოდგენისას, რომელი გამოიყენება?",1
"ჰერშიმ და ჩეიზმა, საკუთარ დნმ-ის იმპლანტაციისთვის რა გამოიყენეს? ",4
მუტაციის შთამომავლებზე გადაცემის უნარი რაზეა დამოკიდებული?,1
"ნაწყვეტში მოცემული ინფორმაციის საფუძველზე, რას არ ეყრდნობა მუტაციების სხვადასხვა ეფექტი?",1
"ჩამოთვლილთაგან, რომელი არ არის იმის მიზეზი, რომ ძველ კულტურებში თხებს ამრავლებდნენ?",3
"გოლფის მიზანი, რისი მინიმუმის მიღწევაა?",2
გოლფის მოედანზე სად იჭრება ბალახი უფრო მოკლედ?,2
რომელია ექსპერიმენტის ტიპიური მიზანი?,1
"ნაწყვეტის მიხედვით, სამეცნიერო კვლევას, ხელს რა არ უწყობს?",1
"ნაწყვეტის მიხედვით, ტორნადოების შესახებ, რომელი განცხადება არ შეესაბამება სიმართლეს?",3
"ნაწყვეტზე დაყრდნობით, ქვემოთ ჩამოთვლილთაგან, ტორნადოების უმრავლესობას ზუსტად რომელი აღწერს?",4
"ჩამოთვლილთაგან, ადამიანმა მე-16 საუკუნეში რომელი დაიწყო?",4
"რამდენი ხანია, რაც ადამიანები ლინზების გამოყენებით, ობიექტებს ადიდებენ?",3
"ნაწყვეტზე დაყრდნობით, მუჰამედის გამოქვაბული, მის სულიერ მიდრეკილებებსა თუ ღირებულებებზე რას ამბობს?",1
"ნაწყვეტის მიხედვით, რკინა პირველად რისთვის გამოიყენეს?",4
"ნაწყვეტის მიხედვით, ხის ბორბლები რკინის ბორბლებით რატომ შეიცვალა?",4
"ნაწყვეტის მიხედვით, ინდივიდებს რომანტიზმის პერიოდში რა აყალიბებდა?",2
ქვემოთ ჩამოთვლილთაგან რომელი არ ასახავს ტექნოლოგიური განსაზღვრების ზოგად იდეას? ,1
"ნაწყვეტის მიხედვით, ჩამოთვლილთაგან, რომელი არ არის დაკავშირებული მშვილდის მოზიდვასთან?",1
"ნაწყვეტის მიხედვით, ჩამოთვლილთაგან, რომელი ასოცირდება უფრო რბილ ხმასთან?",3
"ნამარხები გვიჩვენებს, რომ ხელები დროთა განმავლობაში ადაპტირდა და ძირითადად რისთვის გამოიყენებოდა?",1
"ჩამოთვლილთაგან, ზუსტად რომელი აღწერს შიმპანზეს ფალანგებს? ",3
რომელი ჯგუფიდან ამოიღებს შერჩევა ახალ გენეტიკურ ვარიაციას?,4
რომელი პროცესია პასუხისმგებელი გენეტიკური ვარიაციის დამატებაზე?,3
"ნაწყვეტში მოცემული ინფორმაციის საფუძველზე, პრიმატმა „ცილის პრობლემის“ გადასაჭრელად, აქედან რომელი უნდა ჭამოს?",3
"ნაწყვეტის მიხედვით, ჩამოთვლილთაგან რომელი პრობლემა არ არის გამოწვეული უცვლელი ამინომჟავების ნაკლებობით?",1
"კონკრეტული სუბკულტურის წევრები ჯგუფთან კავშირს, ხშირად როგორ გამოხატავენ?",4
"ნაწყვეტში წარმოდგენილი თეორიის თანახმად, რა შეიძლება დაემართოს ბავშვს, რომელიც საკუთარ თავს, რასობრივ უმცირესობასთან აიგივებს, რომლის სტერეოტიპადაც მუქარის ქცევაა მიჩნეული?",2
"ნაწყვეტის მიხედვით, რასობრივი სტერეოტიპების შესახებ ბავშვის ცოდნამ, ქვემოთ ჩამოთვლილთაგან, რომელზე შეიძლება იქონიოს გავლენა?",2
"ნაწყვეტის მიხედვით, ქვემოთ ჩამოთვლილთაგან, რომელი არ შეესაბამება სასტიკი ბავშვის აღზრდას?",2
"ნაწყვეტის მიხედვით, ქვემოთ ჩამოთვლილთაგან, რომელი უფრო ზუსტად აღწერს ბავშვების ველურ ქცევას?",2
"ნაწყვეტიდან გამომდინარე, ქვემოთ ჩამოთვლილი პრაქტიკებიდან, რომელი არ შეესაბამება სუბსტანციებზე ორიენტირებულ სოფლის მეურნეობას?",2
"ჩამოთვლილთაგან, რომელი უფრო ზუსტად აღწერს ნატურალური სოფლის მეურნეობა პრაქტიკას?",4
მუზეუმის მონახულება ტურიზმის რომელ კატეგორიას მიეკუთვნება?,3
"ნაწყვეტის მიხედვით, რეკრეაციული მოგზაურებისთვის რა შეიძლება იყოს პრიორიტეტული?",2
"რა არის ნახსენები ნაწყვეტში, როგორც ის, რამაც ადგილობრივ ეკლესიაში, ცვლილების შიშის შემცირებას შეუწყო ხელი?",1
"ნაწყვეტის მიხედვით, რაში შეიძლება დაგვეხმაროს საკუთარი ისტორიის გაგება?",3
"ქვემოთ ჩამოთვლილთაგან, სწავლის პოსტმოდერნულ მიდგომას რომელი უფრო ზუსტად აღწერს?",4
"ქვემოთ ჩამოთვლილთაგან, პოსტთანამედროვე სასწავლო მიდგომას ზუსტად რომელი არ ასახავს?",4
"ძილის ნორმალური პერიოდის განმავლობაში, მიზანმიმართული გაღვიძების შემდეგ, რომელი მათგანი შეუშლის ხელს ძილის შეწყვეტის პროცესს?",1
"ჩამოთვლილთაგან, რომელი არ არის ძილის შეწყვეტის ზუსტი აღწერა?",4
"რამდენადაც ტვინი სასიამოვნო სიზმრის ნახვას ცდილობს, რა იზრდება?",4
"ქვემოთ ჩამოთვლილთაგან, ხშირ სასიამოვნო სიზმრებს, სხეულზე რომელი ნეგატიური ზეგავლენა შეიძლება ჰქონდეს?",2
"ნაწყვეტის მიხედვით, რა მსგავსებაა ჩვეულებრივ და ვირტუალურ გუნდებს შორის?",3
"ნაწყვეტიდან გამომდინარე, ფიზიკურ და ვირტუალურ გუნდებთან დაკავშირებული რომელი განცხადება არ შეესაბამება სიმართლეს?",1
"ჩამოთვლილთაგან, რომელი არ არის ის, რაზეც კონცენტრირებულია შინაარსის თეორიები?",4
"ჩამოთვლილთაგან, რომელი არ არის მესამეების წესის ობიექტი?",2
"ჩამოთვლილთაგან, 35 მმ ფოტოგრაფიის ფორმატს რომელი არ აღწერს?",3
"ნაწყვეტის მიხედვით, რამდენადაც მწარმოებლები ობიექტივების წარმოების ხარისხს აუმჯობესებენ, ზუმ ობიექტივები რამდენად გაუმჯობესდა?",3
"ნაწყვეტში მოცემული ინფორმაციის საფუძველზე, როდის შეიძლება იყოს ზუმ ობიექტივი მარტივ ობიექტივზე უკეთესი?",3
"ჩამოთვლილთაგან, მისტიციზმის ზუსტ აღწერად რომელი არ ჩაითვლება?",4
"ნაწყვეტის მიხედვით, ჩამოთვლილთაგან რომელი არ არის მისტიციზმის ფოკუსი?",2
"ნაწყვეტის მიხედვით, ვინ შეიძლება სოფლის მეურნეობის საზოგადოება შექმნას?",2
"ნაწყვეტის მიხედვით, მოაზე მონადირე ჯგუფი, რომელი ადგილის პირველი მაცხოვრებელი იყო?",2
ორიგამის „უბრალო“ მეთოდის გამოყენება რომელი სცენარით მოუტანს მკეცავს სარგებელს?,4
"ჩამოთვლილთაგან, “სუფთა მიწის” ორიგამის რომელი უფრო ზუსტად არ აღწერს?",1
"ნაწყვეტის მიხედვით, რომელი ადგილი არ არის დაკავშირებული ინდუსის ველის ცივილიზაციასთან?",3
"ქვემოთ ჩამოთვლილთაგან, რომელი არ არის ნაწყვეტში განხილული, როგორც ბრინჯაოს ხანის ცივილიზაციის შესაძლო სახელი?",3
"ნაწყვეტის მიხედვით, ჩამოთვლილთაგან, რომელი იძლევა გრძელვადიან სარგებელს?",1
"ამ ნაწყვეტის მიხედვით, ქვემოთ ჩამოთვლილთაგან, რომელი შეიძლება ვინმესთვის იყოს პრიორიტეტული, თუ მისი ყურადღება, დაუყოვნებლივ სარგებელზეა გამახვილებული?",4
"ნაწყვეტის მიხედვით, ვინ დაფარა ომის ხარჯების მნიშვნელოვანი ნაწილი?",4
რომელი პერიოდი უძღოდა ტამპლიერთა ეპოქას?,3
რომელი პერიოდი დადგა ტამპლიერთა ეპოქის შემდეგ?,1
"რომელ სამედიცინო მკურნალობას, ან პროცედურას არ იყენებდნენ ექიმები და ქირურგები რომის იმპერიის დროს?",1
"ამ ნაწყვეტის მიხედვით, ჩამოთვლილთაგან, რომელი არ მიეკუთვნება რომის იმპერიის დროს, სამედიცინო სფეროში მიღწეულ პროგრესს?",3
რაზეა დამოკიდებული ხედვის უნარი?,1
"თვალის სტრუქტურის ცვალებადობა, სხვადასხვა ცოცხალ ორგანიზმებში, რაზეა დამოკიდებული?",2
"ამ ნაწყვეტის მიხედვით, სიქჰიზმის შესახებ რომელი განცხადება არ ასახავს ზუსტად რელიგიას?",2
"ნაწყვეტის მიხედვით, ჩამოთვლილთაგან, რომელი ითვლება სიქჰების რწმენის სისტემის ძირითად ასპექტად?",1
"ნაწყვეტის მიხედვით, რაზე შეიძლება გაუჭირდეთ ყურადღების დეფიციტის მქონე ბავშვებს ფოკუსირება?",1
"ნაწყვეტის მიხედვით, ყურადღების დეფიციტის მქონე ბავშვები, რატომ არიან მიდრეკილი სარისკო ქცევებისკენ?",4
"ნაწყვეტში მოცემული ინფორმაციის საფუძველზე, აქედან რომელი არ არის ხარაჩოების ნიმუში?",3
"ჩამოთვლილთაგან, ზუსტად რომელი არ აღწერს ხარაჩოების ცნებას?",3
"ნაწყვეტის მიხედვით, MySpace-ის რომელი ფუნქცია შეიძლება იყოს სასარგებლო სტუდენტებისთვის, რომლებსაც კითხვა უჭირთ?",1
"ნაწყვეტის მიხედვით, ჩამოთვლილთაგან, რომელი არ იყო მუშათა არეულობებზე, ხრუშჩოვის პასუხის ნაწილი?",3
"ჩამოთვლილთაგან, რომელი არ იყო პოლონეთში არეულობის მიზეზი?",4
"ამ ნაწყვეტის მიხედვით, ჩამოთვლილთაგან, რომელმა არ იმოქმედა სსრკ-სა და აშშ-ს ურთიერთობაზე?",2
"ჩამოთვლილთაგან, რომელი უფრო ზუსტად არ აღწერს ნერვული იმპულსების მთელ სხეულში გაგზავნის მიზანს?",1
რა შეგიძლიათ ნახოთ გიზას პლატოზე?,4
რა იყო დიდი პირამიდის მიზანი?,2
"ვინ არის პასუხისმგებელი ჩვენს ცოდნაზე ცეცხლის გამჩენის შესახებ, რომელმაც დაანგრია ტაძარი?",3
რომელია ზუსტი განცხადება არტემიდას ტაძრის აღდგენის შესახებ?,2
"ნაწყვეტის მიხედვით, სახეობებმა ორ ფეხზე სიარული როდის დაიწყეს?",1
"ამ სახეობათაგან, რეგულარულად ორ ფეხზე რომელი დადიოდა?",2
"გერმანიის ფლოტი მეორე მსოფლიო ომის დროს, რის მიღწევას ცდილობდა?",2
"ნაწყვეტში მოცემული ინფორმაციის საფუძველზე, ჩრდილო ატლანტიკური კამპანიის დროს, საზღვაო ომში ყველაზე მეტი წარმატება ვის ჰქონდა?",2
"რა არ არსებობდა, როდესაც ასირელებმა კავალერია გამოიყენეს?",1
"როგორ მიმდინარეობს ბრძოლები, რომლებშიც კავალერია გამოიყენება?",3
"ნაწყვეტის მიხედვით, სად ვერ იპოვით ბაბილონის საშუალო მოქალაქეს?",4
"ჩამოთვლილთაგან, რომელი იყო კონკრეტულად მღვდლებისთვის განკუთვნილი?",2
მეფე ტუტანხამუნი როდის გახდა ცნობილი?,3
რამ გახადა მეფე ტუტანხამუნი ეგვიპტის ცნობილ მეფედ?,1
რა ვერ შეძლო ბერძენმა პოეტმა ჰომეროსმა?,2
"რომელი ცნობილი ბერძენი არის ცნობილი ლიტერატურის გარდა, სხვა რამით?",3
ებრაული ოჯახი დროის დიდ ნაწილს სად ატარებდა?,1
"ებრაული ოჯახისთვის, რა არ იყო ძალიან მნიშვნელოვანი?",3
"ჩამოთვლილთაგან, რომელი არ არის აღწერილი, როგორც განსხვავება სკანდინავიის ქვეყნებს შორის?",2
გრენლანდიაში პირველი ვინ დასახლდა?,1
რომელ ჯგუფს ურჩევნია სადილი სკამების გარეშე?,3
"ჩამოთვლილთაგან, რომელი არ იქნებოდა ძველი რომაული დღესასწაულის ნაწილი?",4
"ნაწყვეტიდან გამომდინარე, ჩამოთვლილთაგან, რომელია ნაკლებად სავარაუდო, რომ ხანგრძლივი გავლენა ჰქონდეს?",2
"ნაწყვეტის მიხედვით, რა უძღვის ერის ჩამოყალიბებას?",3
"დრუკგიელი ძონგის შესახებ, რომელი განცხადება არ შეესაბამება სიმართლეს?",1
ზუსტად რომელი განცხადება აღწერს დრუკგიელ ძონგში ხანძრის შედეგს?,1
"ჩამოთვლილთაგან, რომელია სიმართლე კამბოჯის შესახებ?",4
"ჩამოთვლილთაგან, ზუსტად რომელი აღწერს კამბოჯაში შემოსევებს?",4
"ჩამოთვლილთაგან, ჰოლანდიურმა აღმოსავლეთ ინდოეთის კომპანიამ, ტაივანში ყოფნის დროს, რომელი არ გააკეთა?",4
რა დაადგინა შიმონოსეკის ხელშეკრულებამ?,4
როგორ იზომება ქიმიური ნივთიერების pH დონე?,3
რა ამოიღეს წყალბადის იონებიდან?,4
"ქვემოთ ჩამოთვლილთაგან, რომელი არ აღწერს ლომების სიამაყეს?",3
"ქვემოთ ჩამოთვლილთაგან, რომელი არ ასახავს ლომების ქცევას?",4
კურდღელი რომელი მტაცებლის ჩვეულებრივი ნადავლია?,1
"ჩამოთვლილთაგან, რომელზე ნადირობენ პატარა კატები?",1
"ჩამოთვლილთაგან, რომელი არ არის ოცელოტის ნადირობის მეთოდის ნაწილი?",4
"ჩამოთვლილთაგან, ოცელოტს ზუსტად რომელი არ აღწერს? ",3
"ჩამოთვლილთაგან, ვეფხვის ძლიერ თვისებად რომელი არ ითვლება?",1
"ნაწყვეტის მიხედვით, რა განსხვავებაა ვეფხვებსა და ლომებს შორის?",2
"ნაწყვეტის მიხედვით, რობერტ ჰუკი სხვა ბიოლოგებამდე რას აკეთებდა?",1
"""რას ნიშნავს სიტყვა """"უჯრედი""""?""",2
"ნაწყვეტის მიხედვით, რისი უნარი აქვს ცხოველთა უმეტესობას?",2
"ნაწყვეტის მიხედვით, რა არ აქვს ზოგიერთ ცხოველს?",3
მცენარეებს ფოტოსინთეზის პროცესში რა ეხმარება?,4
რას ამოისუნთქავს ადამიანი მცენარეების ჩასუნთქვისას?,4
"ნაწყვეტის მიხედვით, ქვემოთ ჩამოთვლილთაგან, რომელი აფერხებდა ევოლუციის პროცესს?",3
ქვემოთ მოყვანილი დებულებებიდან რომელი არ აღწერს ზუსტად სახეობების წარმოქმნის პროცესს? ,1
სისხლის მიმოქცევის სისტემის რომელ ნაწილს მიაქვს სისხლი გულში?,4
რომელი მილებია ყველაზე პატარა სისხლის მიმოქცევის სისტემაში?,1
"ქვემოთ ჩამოთვლილთაგან, მწერების ფრთების უკან დაკეცვის უნარი რომელს აუმჯობესებს?",2
"ქვემოთ ჩამოთვლილთაგან, რომელი არ არის ნახსენები ნაწყვეტში, როგორც ობიექტი, რომელზეც გავლენას ახდენს მწერის ფრენის უნარი?",2
"ქვემოთ ჩამოთვლილთაგან, რომელი თვისებები არ ასოცირდება დინოზავრებთან?",2
"ჩამოთვლილთაგან, რომელი არ განიხილება როგორც ფრინველებისა და დინოზავრების საერთო თვისება?",3
"ნაწყვეტის მიხედვით, ციკადის მცენარის რომელ ნაწილს შეიძლება ჭამდეს ტრიცერატოპსი?",1
"ნაწყვეტის მიხედვით, ჩამოთვლილთაგან, რომელს მიირთმევდა ტრიცერატოპსი ყველაზე მეტად? ",2
"ნაწყვეტის მიხედვით, ქვემოთ ჩამოთვლილთაგან, რომელი სპორტის სახეობა იქნება ფართოდ პოპულარული იტალიის ჩრდილოეთ რეგიონებში?",3
"ნაწყვეტში მოცემული ინფორმაციის საფუძველზე, ქვემოთ ჩამოთვლილთაგან, სპორტის რომელ სახეობაში მოიგო მსოფლიო ჩემპიონატი იტალიამ?",1
რა მოვლენის შემდეგ გახდა ლუქსემბურგის გარკვეული ნაწილი ბელგიური?,2
"ჩამოთვლილთაგან, ლუქსემბურგის ნეიტრალიტეტზე რომელმა იმოქმედა?",1
რამდენი კვადრატული კილომეტრია თურქეთის ევროპული ნაწილის ფართობი?,4
