question,gemma3_answer
Poolisiin sa'aatii meeqatti mormitoonni cinqii sochii akka hin uumneef akka isaan bakkaa socho'an gaafatee?,4
Qorannoo Dr. Ihudi Urin taasifame keessatti kamtu dhugaa dha?,2
"Akkaataa ibsa kanaatti, shakkiin Dr. Ur maali?",4
Ibsa armaan gadii keessaa sirriitti caccabuu balaliinsa CG4684 kan hin ibsine isa kami?,3
Balallii CG4684 lafa qubachuu isaa akka dhiisu kan taasise maali?,1
"Ibsa kana bu’uureffachuun, kanneen armaan gadii keessaa waa’ee muuxannoo Firansiiszeek Koowal kamtu dhugaa dha?",4
Maaliif dhiibbaa Obomboleettii Tiroopikaalii Daani’eel safaruun rakkoo ta’e?,3
"Akkaataa Ibsa kanaatti, waa’ee Obomboleettii Tiroopikaalii Daani’eel dhugaa kan hin taane kami?",1
"Akkaataa Ibsa kanaatti, wanti yaadame dirqama osoo weerara addunyaa hin ta’in raawwatamuu qaba?",1
"Akkaataa ibsa kanaatti, Tayfoniin kun Fujian irraa hangam fagaata?",3
Ji’orgi W. Buush yeroo Eeshiyaa qaqabetti eenyutu dubbiseeni?,4
Pirezidaantiin waa’ee babal’insa daldala Eeshiyaa yoom dubbate?,3
"Akkaataa Ibsa kanaatti, kanneen armaan gadii keessaa kaayyoon walii galaa mootummaa kami?",3
Mootummaan maal awwaje?,1
"Akka Ibsa kanaatti, odeeffannoon beekamu kami?",1
Ibsa waa’ee morkattootaa ilaalchisee dhugaa kan hin taane?,4
CEP inni xumuraa hojii isaarra akka gadi lakkisu eenyu yaada kenne?,3
"Akka Ibsa kanaatti, Naasar atileetota irraan miidhaa waan geessiseef Jimnaastikiin USA maal hin deeggaru?",1
"Akka Ibsa kanaatti, kaayyoo guddaan Jimnaastikii USA fi Koreen Olompiikii Yuunayitid Isteeti gara fuula duraatti maali dha?",4
Yeroo balichi uumametti dooniin gara eessaatti adeemaa ture? ,3
Kanneen armaan gadii keessaa waa’ee doonii eeramee dhugaa kan hin taanee kami?,3
Waa’ee loltoota US walqabatee eenyutu ibsicha qaqqabsiise?,1
"Akka hima kanaatti, biyya kamtu qabsaa’ota booji’aman eeguuf itti gaafatamummaa fudhate?",3
Sababi balaa xiyyaarichaa maali jedhamee amanama?,3
Mancaatiin haala akkamiin balaan kun akka qaqqabuu taasise?,4
Sababa lolaan aanga’ootni maal abdachaa jiru?,1
Ijaarsi hidhichaa kanneen armaan gadii keessaa isa kam irratti dhiibbaa dhaabbataa geessiseera?,3
"Akka hima kanaatti, eenyutu waa'ee haleellaa raawwatamuu danda'u Yuunaayitid Isteet intelif kenne?",3
Ibsoota armaan gadii keessaa sirriitti karoora haleellaa fiinxaalessitootaa kan ibsu kami?,2
Namoota armaan gadii keessaa abukaatoo kan hin taane kami?,4
Hawwaasa seeraa Giriik keessatti namoota garee kamtu akka miidhamtootaatti hineeramne?,2
Hindiin kiriikeetii meeqa dhabde?,2
"Akka hima kanaatti, qabxiin olaanaan tapha kiriikeetii meeqa?",1
Kanneen armaan gadii keessaa mufannaa Adam Cuerdenf sababa kan hin taane kami?,1
"Akka hima kanaatti, marsariitii sana irraa kan balleeffame maali dha?",2
"Akka hima kanaatti, kanneen armaan gadii keessaa Amiir Kahaan kan hin deeggarre kami?",1
"Akka hima kanaatti, Amir Khan yaada dhuunfaa qabaatus kanneen armaan gadii keessaa isa kam deeggara?",1
Piiter Leenzi yoom du’e?,3
Zhaaviyeer Zaayaatiin eenyudha?,1
Namni balaliisaa yaaddoo keessa jiru tokko hojii keessoo xiyyaara tokkoo hubachuun isaa haala kam keessatti isa fayyaduu danda’a?,2
"Kutaa kana irratti hundaa’uun, imaltuun gatii irratti xiyyeeffate kanneen armaan gadii keessaa isa kam dhuma irratti raawwata?",3
"Akka hima kanaatti, imaltoonni gatii balalii isa gaarii ta’e argachuuf dursanii maal gochuu qabu?",2
Dhaabbata dhiyeessiif yoom hiriyyaan imalaa barbaachisa?,1
"Kutaa kana irratti hundaa’uun, yeroo daandii xiyyaaraa balalii yeroo baay’ee gamtaan fayyadamtanii keessaa filattani, kanneen armaan gadii keessaa isa kamiif dursa kennuu qabdu?",3
"Akka ibsa kanaatti, tuqaa balaliinsaa yeroo baay’ee fayyadamtanii hedduu kan kennu eenyu?",1
"Akka ibsa kanaatti, kanneen armaan gadii keessaa aalikoolii hedduu fayyadamuun miirri miidhamu isa kami?",2
"Ibsa kana keessatti akka eerameetti, miidhaa aalkooliin fidu hir’isuu kan danda’u maali?",2
Gatiin qabeenyaa ol’aanaa Amsterdam’s keessaa eessa jira?,2
Maaliif Aanaan Naannoo Dachii akka bakkeewwan hambaa addunyaa UNESCO tti galmaa'e?,1
"Akka kutaa kanaatti, kanneen armaan gadii keessaa kamtu daawwannaa Phinoom Kiroomin gatii akka qabaatu taasisa?",1
"Akka kutaa kanaatti, daawwattoonni Phinoom Kiroomin seenuuf maaltu isaan barbaachisa?",3
"Akka kutaa kanaatti, kanneen armaan gadii keessaa tuuristoonni Antaartikaa akka hin daawwaane dhorkuu kan danda’u kami?",4
Tuuristiin gaara irratti ol ba’uu fedhu kutaa Antaartikaa kamiin daawachuu mala?,3
Qorannoon dursa ammayyaa xiqqeenyaan eessatti argama?,1
Teleskooppii qorannoon ammayyaa mana eessa keessa taa’uu danda’a?,2
"Akka hima kanaatti, guyyaa qarqara galaanaa tasgabbaa'aa ta'eef naannoo kamtu gaarii ta'a?",4
"Akka hima kanaatti, bishaan daakuuf bakki nageenyi isaa eegame eessa?",2
"Bakka kutaa sana keessatti ibsame yeroo daawwattan, kanneen armaan gadii keessaa kamtu akka sirrii hin taaneetti ilaalama?",3
Kunneen keessaa kamtu afaan linguwaa firaankaa ibsa?,3
Ibsa kamtu afaanota gargaartuu sirriitti hin ibsu?,1
"Akka ibsa kanaatti, imaltoonni yoo imalli bashannanaa isaanii gaafa bonaa ta’e maal adda baafachuu qabu?",2
"Akka ibsa kanaatti, yoo imalli bashannanaa imaltootaa gaafa gannaa ta’e maal gochuu hin qabani?",2
Baarseloonaa keessatti mallattoo fi beeksisaaf afaan Kaataaloon maaliif yeroo baayyee itti fayyadamu?,2
Afaan armaan gadii keessaa isa kamtu beeksisa idilee sirna geejjiba baaburaa Baarseloonaa keessaatti hojiirra oola?,3
"Kuticha irratti hundaa’uudhaan, meeshaa isa kamtu Mana ciisichaa gati jabeessaan carraan filatamuu isaa gadi bu’aa dha?",2
"Kuticha irratti hundaa’uudhaan, kanneen arman gadii keessaa isa kamtu qabxii bu’uuraa wal dorgommii Manneen ciisichaa gati jabeessaa gidduuttii taasifamuu miti?",1
"Akka kutaa kanaatti, Kanneen armaan gadii keessaa kamtu Bara 2022tti Beejingi keessatti hin qophaa’u?",2
"Akka kutaa kanaatti, Kanneen armaan gadii keessaa kamtu Bara 2022tti Beejingiin keessatti qophaa’a?",1
Eenyutu carraa olaanaa infuluweenza Aviyaaniidhaan qabamuu qaba?,3
"Akka kutaa kanaatti, kanneen armaan gadii keessaa hima isa kamtu sirriitti Beerd filuu ibsa?",4
Ulaan Waayit Sii-Baaltiikii maal walitti qabsiisa?,2
"Akka kutaa kanaatti, imaltoota addaan kutuu dhiisuudhaaf, Paaspoortiin gosoota konkolaataa kam irratti funaanamuu qaba?",2
"Akka kutaa kanaatti, Baaburoota daangaa ce’an muraasa irratti, Waraqaan Eennummeessaa kee yoom sakatta’amuu mala?",1
Kanneen armaan gadii keessaa kamtu yeroo turtii gammoojjiiwwan Singaapporitti taasifamutti akka rakkootti ka’uu danda’a?,3
Eenyutu keekota Jarmanii Nyaachuu dhiisuu mala?,1
Mi’a dheedhii isa kamtu qabiyyee waqtiidhaanii kan keekii Jarmanii jedhamee fudhatama?,1
"Kuticha irratti hundaa’uudhaan, kanneen armaan gadii keessaa dhaamsa kamtu bajata irratti hundaa’uun imaluuf hin gorfamu?",3
"Kuticha irratti hundaa’uudhaan, baajata baay’ee gadi bu’aadhaan imaluun eenyutti ulfaachuu danda’a?",1
Kanneen armaan gadii keessaa kamtu imala Pooyint Maariyoonii fi Feeyirmoont gidduu jiru haalaan hin ibsu?,4
"kuticha irratti hundaa’uudhaan, kanneen armaan gadii keessaa kamtu konkolaachistoota karaa guddaa Baafaaloo-Pitisbargi irra imalan irraa xiyyeeffannoo guddaa barbaada?",1
kanneen armaan gadii keessaa kamtu kaaniyooniingiif barbaachisu?,4
Kanneen armaan gadii keessaa kamtu milkaa’ina Kaaniyooniingiif dirqama ta’uu mala?,4
"kuticha irratti hundaa’uudhaan, nama konkolaataa isaa keessa buufachuu karoorseef maaltu gargaaruu danda’a?",1
"Kuticha irratti hundaa’uudhaan, konkolaataa keessa buufattoonni yoo Raadaaricha jala turuuf yaadan maal hir’isuutu mala?",1
"Kuticha irratti hundaa’uudhaan, eenyutu yeroo lammataaf Kaasabilaankaa ijaare?",4
Eeenyutu balaa uumamaa itti aansee magaala ammayyaa Kaasabilaancaa kuffise?,2
"Kuticha irratti hundaa’uudhaan, Sintraan namoota biyyaa alaa irraa akkamitti beekamtii argatte?",3
Armeeniyaadhaan maaltu hin beekamne?,4
Maaltu walitti dhufeenya Azerbajaan fi Armeeniyaa gidduu jiru irratti dhiibbaa geessisuu itti fufe?,4
"Yeroo geejjiba gara Chaarlootteetti qabatanitti, maaltu kaffaltii dabalataaf saaxiluu danda’a?",2
"Kuticha irratti hundaa’uudhaan, ijoollee wajjin Chaarlootttee keessa jiraachuu keessatti maaltu akka rakkinaatti ilaalamuu danda’a?",2
"Poorchugaalotni osoo hin dhufiin dura, eenyutu kaaba Chiilii to’atee ture?",4
"Kuticha irratti hundaa’uudhaan, kanneen armaan gadii keessaa bara 1810tti hin raawwanne?",1
Namoonni naannoo baadiyyaa Liguuriyaa akkamitti deemuu danda’u?,2
Jechi Itaalii “Chiinkuwee Teeree” maal ibsa?,1
"Kuticha irratti hundaa’uudhaan, gosa kophee kamtu lafa mucucaataa yeroo gaannaatiif ta’a?",2
Kanneen keessaa kamtu yeroo gannaa harkisa karaa cabbii irraa fooyyessuuf hin gargaaru?,4
Kanneen armaan gadii keessaa kamtu wal-fakkeenya Hawaayii fi Ayislaandii Cook gidduu jiru sirriitti ibsa?,4
Kanneen armaan gadii keessaa kamtu sirriitti Ayislaandii Cook hin ibsu?,3
Bakka eegdota bosonaa armaan gadii keessaa kamtu filannoo buufataa gosa lama dhiyeessa?,1
"Kuticha irratti hundaa’uudhaan, Yoo bakka liqii kaashii fayyadamuu barbaadde, eyyema bakka dhaabbii konkolaataa eessatti qabsiifachuu dandeessa?",2
"Kuticha irratti hundaa’uudhaan, gosa mucucoo cabbii irraa isa kamtu tabba asii gadi ijaajju irratti taasifama?",4
"Kuticha irratti hundaa’uudhaan, bakka hojjettootaan hin eegamnetti warra cabbii irra mucucaataniif saffisaa olaanaa isaanii qaqqabuuf maaltu isaan gargaaruu mala?",3
"Imaltoonni rifaatuun irra deebii isaan mudate, maal gochuudhaan yeroo dadhabsiisaa qabaatu?",4
"Kuticha irratti hundaa’uudhaan,rifaatuu irra deebiin addatti imaltoota akkamiitti cimuu danda’a?",1
Kanneen armaan gadii keessaa namoonni gadamsa wajjin maal gochuu hin qabani?,2
"Kuticha irratti hundaa’uudhaan, kanneen armaan gadii keessaa waa’ee gadamsaa dhugaa kan hin taane kami?",3
"Kuticha irratti hundaa’uudhaan, kanneen armaan gadii keessaa imaltoota gammoojjii keessaa irratti carraa balaa uumuu gadi aanaa kan qabu isa kami?",1
Kanneen armaan gadii keessaa kamtu imaltoota gammoojiidhaaf akka balaatti hin tarreeffamne?,2
"Kuticha irratti hundaa’uudhaan, gartuu uummataa kamtu dhufaatii imaltootaatiin booda dhiibbaan cimaan irra ga’e?",3
"Kuticha irratti hundaa’uudhaan, Afaan kamtu warra caribe ta’aniin dubbatama ture?",4
Tapha skiing akka tapha bashannanaatti beeksisuu keessatti eenyutu beekamtii isaa fudhata?,2
"Kuticha irratti hundaa’uudhaan, bara kam keessa yeroo jalqabaatiif skiingiin akka Ispoortiitti beekame?",4
Kanneen armaan gadii keessaa kamtu addatti odola guddaa Afriikaa Bahaatii wajjin wal-qabata?,1
Kamtu amala odola xiqqaa Afriikaa Bahaa miti? ,4
"Kuticha irratti hundaa’uudhaan, ayyaanni duaa ka’uu akkamitti manneen amantaa aadaa adda ta’an muraasaan kabajama?",2
Ulaagaa yeroo Ikkuwaador seenan barbaachisu hambisuudhaaf Lammiileen Kuubaa jalqaba maal qabaachuu qabu?,2
Ulaagaan imalaa Ikkuwaadoor maal fa’iif hin kalaqamne?,2
Kanneen armaan gadii keessaa kamtu biyya ofii caalaa biyya bakkeetti gatii olaanaa nama baasisuu danda’a?,2
Biyya bakkee keessatti maaltu carraa fireemii gatii qaalii ta’ee bituu uumuu danda’a?,3
Kanneen armaan gadii keessaa fayyadama qarshii Falklandii keessattii ilaalchisee kamtu dhugaa dha?,4
"Kuticha irratti hundaa’uudhaan, Yunaayitid Isteetsii gara Faalkilaanditti yeroo imalamu, gosti kaffaltiin Kireedit Kaardiin alaa addatti eessatti fayyaduu danda’a?",3
Sagantaa isa kamtu kabaja feestivaalii mana amantaa wajjin wal hin qabatu?,1
Arboonni miidhegfaman eessatti argamuu danda’u?,4
"Kuticha irratti hundaa’uudhaan, kanneen armaan gadii keessa malli kaffaltii balalii Biizinasii yookaan kutaa jalqabaaqusachuuf carraa olaanaa qabu isa kami?",1
"Kuticha irratti hundaa’uudhaan, yeroo kaffaltii tikeetii sadarkaa garaa garaa, barbaacha maaliitu qisaasa’iinsa yeroo ta’a?",1
"Yeroo kaffaltiin geejiba Afriikaa Kan guutummaa addunyaa waliin wal bira qabamu, maaltu itti dabalamuu hin qabu?",1
"Kuticha irratti hundaa’uudhaan, suuppermaarkeetiiwwan filannoo hedduu dhiyeessuudhaaf maal jalqabaa jiru?",1
Dhiyeessii suupermaarkeetiiwwanii kamtu maamiltoonni nyaata qophaa’aa akka bitataniif hawwachuu danda’a?,4
Kanneen armaan gadii keessaa Beeljeemotaaa fi Swiizota afaan Faransaayi dubbataniin hubatamuu dhiisuu kan danda’u kami?,2
Kanneen armaan gadii keessaa akka Faransaayi keessatti ta’e Beeljiyeem yookiin Siwiizerlaanid keessatti kan hin taane kami?,1
Haala kam keessatti carraan kaffaltii namoota firri jalaa du’anii siif kennamuu dhiphaa ta’a?,2
Waa’ee kaffaltii namoota firri jalaa du’aniifii maaltu dhugaa dha?,3
Meeshaa tajaajila GPS qofaa kennu fayyadamuun mosaajii GPS fayyadamuu caalaa yoom mijataa ta’a?,3
"Maaltu mosaajii GPS, Meeshaa tajaajila GPS kennu caalaatti akka fayyadamamuuf sababa gaarii miti?",1
"Kuticha irratti hundaa’uudhaan, doonii mijatu irra akka si ga’e maaliin mirkaneeffatta?",3
"Kuticha irratti hundaa’uudhaan, kanneen armaan gadii keessaa kamtu mala ittiin keessummaa qumaara irra tursanii miti?",2
"Kuticha irratti hundaa’uudhaan, namni qaxalee qumaara taphatu maal hambisuu qaba?",1
"Kuticha irratti hundaa’uudhaan, kutaa haasaa kamtu walakkaa himaatti qubee guddaadhaan barreeffama?",1
"Kuticha irratti hundaa’uudhaan, maqoota qubee guddaadhaan barreessuun maaltu akka ciman taasisa?",2
"Kutaa baadiyyaa Maaleezhiyaa keessatti, malattoo isa kamtu “as kottu “ jechuutti hiikama?",1
"Kuticha irratti hundaa’uudhaan, malattoo isa kamtu “deebi’ii kottu” jechuutti hiikama?",2
"Kuticha irratti hundaa’uudhaan, maaltu hallayyaa cabbii gidduutti uuma?",1
"Kuticha irratti hundaa’uudhaan, kanneen keessaa kamtu riqicha cabbiitiin dhokachuu danda’a?",1
"Kuticha irratti hundaa’uudhaan, Imaltoonni yeroo bakka kam daawwatan of eeggannoo dabalataa taasisuu qabu?",2
kanneen armaan gadii keessaa daawwattoota Goomaa keessa jiraniif odeeffannoo gaarii kan hin taane kami?,3
Eeyyamni biyya-duubaanii kan guyyaa jalqabbii ji’a caamsaa yoom eegalamuu danda’a?,1
Imaammata kamtu canyon kunuunsa?,1
Kanneen arman gadii keessaa gosoota hoteelotaa kuticha keessatti ibsaman keessatti carraan argamuu isaa gadi aanaa ta’e kami?,4
"Odeeffannoo kuticha keessatti dhiyaatan irratti hundaa’uun, kanneen armaan gadii keessaa keessummootni hoteelaa carraa kennamu kamiif dursa laachuu dhiisuu danda’u?",4
"Kuticha irratti hundaa’uudhaan, Imaltoonni Giriinlaandiin daawwatan maal dhiisuu qabu?",2
"Kuticha irratti hundaa’uudhaan, kanneen armaan gadii keessaa imaltoot osoo itti hin qophaa’iin Giriinlaandiin daawwachuu deemaniif Rakkoo ta’uu kan danda’u kami?",3
Kanneen armaan gadii keessaa kamtu yeroo ammaa akka galama gabaa giddu-galeessaatti tajaajila?,1
"Kuticha irratti hundaa’uudhaan, kanneen armaan gadii keessaa kamtu Jardín de la Unión keessatti hinargamu?",4
"Kuticha irratti hundaa’uudhaan, himoota armaan gadii keessaa haayikingii guyyaa ilaallatee akka dogoggora ta’etti kan ilaalamu kami?",4
"Kuticha irratti hundaa’uudhaan, Haayikingii guyyaa yoom qophii baay’ee xiqqaa barbaada?",1
Garaagarummaan gaarota irrri keessi isaanii diriiraa Roogalaandii yookiin Agderii keessa jiraanii yommuu Warreen Noorweey keessa jiran biroo wajjin wal bira qabamu maali?,4
"Kuticha irratti hundaa’uudhaan, Kanneen armaan gadii keessaa kamtu Noorweey kan ittiin beekamtu miti?",3
Daawwattoonni yeroo kam buufata gaaraa cabbiirra mucucaachuu daawachuu qabu?,1
"Kuticha irratti hundaa’uudhaan, naannoo buufata gaaraatti daawwattoonni yeroo kam baay’inaan argamu?",1
Yoo bidiruu gargaarsa barbaadu arguuf abdatte maal gochuu dhiisuu qabda?,3
"Yommuu bidiruu barbaadaa jirtutti, naannoo qarqaraa galaanaatti maal gochuu qabda?",2
Seenaa kolonii Odolootaa keessatti naannoo kamtu Daawwattoota hawwachuu danda’a?,1
Bakka kamtu daawwattootaaf ilaalcha hawwataa akka argataniif dursa kenna?,3
Koorichaawwan tokko tokko miilli nama Farda irra jiruu akka sadilii keessatti hin hafneef waan gargaaru maal qabu?,1
Kopheewwan ittiin farda kaachisan keessaa isa kamtu yeroo sadilii fayyadamaniif of eeggannoo fooyyessuuf gargaara?,3
Imaltoota karaa Walitti-hidhamiinsa gaarummaa wal jijjiiruun taasisaniif maaltu dhiyaachuu danda’a?,3
"Kuticha irratti hundaa’uudhaan, himoota armaan gadii keessaa waa’ee tajaajila tolaa imaltootaaf kennamuiu kamtu dhugaa miti?",1
"Kuticha irratti hundaa’uudhaan, keessummaa akkamiitu carraan hoosteelii waliin qoddatanii isa qaqqabuu danda’a?",1
"Kuticha irratti hundaa’uudhaan, Eenyutu carraa hoosteelii turuu olaanaa qaba?",4
"Kuticha irratti hundaa’uudhaan, kanneen armaan gadii keessaa waa’ee Buumeraangii darbachuu sirriitti ibsa?",1
Kanneen armaan gadii keessaa mala nyaata bilcheessuu kamtu irra caalmaan Jaavaanotaan fayyadamama?,3
"Kuticha irratti hundaa’uudhaan, Dhukkubni daddarbaa akkamitti faffaca’a?",1
"Kuticha irratti hundaa’uudhaan, Maaltu akka dhibee uumaatti hin beekamu?",1
Haala kam keessatti pirooksiin weebii dhiyeessaa VPN dhuunfaa caalaa fayyadamaaf gahaa ta’a?,3
"Kuticha irratti hundaa’uudhaan, himoota armaan gadii keessaa waa’ee VPNs fii pirooksiiwwan weebii kamtu dhugaa miti?",4
Namni tokkoKaampaanii bilbila isaa battala sanatti bakka jiruu alatti akka fayyadamu maaltu gochuu danda’a?,3
"Kuticha irratti hundaa’uudhaan, bilbiloota murtaa’an simachuuf maaltu ta’uu qaba?",1
Kanneen armaan gadii keessaa akkaataa sagaleessuu jechoota Itaaliyaanii kan sirriitti hin ibsine kami?,4
kanneen armaan gadii keessaa Ittiin beekamtii Izmiir ammaayyoomuu isheen duraa kan ta’e kami?,2
Kanneen armaan gadii keessaa Kamtu ittiin beekamtii Izmiir sirrii miti?,1
Jechi haanaamii jedhu ilaalcha maalii ibsa?,1
Eenyutu sagantaa bashannanaa yeroo jalqabaaf daawwannaa Daraarota cheeriif ta’u qopheesse?,2
"Kuticha irratti hundaa’uudhaan, kanneen armaan gadii keessaa waa’ee Iyyeruusaalem kamtu carraan Daawwattoota hawwachuu isaa gadi aanaa dha?",1
Kanneen armaan gadii keessaa wanta Iyyeruusaalem ittiin beekamtu jedhamee kuticha keessatti kan hin eeramne kami?,1
"Kuticha irratti hundaa’uudhaan, imaltoota gosa kamtu abbaltii alaa bituu irraa hin buufatu?",2
Hima isa kamtu paarkii biyyoolessaa Kiraagariin sirriitti hin ibsu?,3
kanneen armaan gadii keessaa yaabbattoota karaa irraan gadee cimaa gaarichaa deemaniif carraa balaa umuu guddaa qaba?,1
Himoota armaan gadii keessaa waa’ee gaara Machu Picchu ol yaabuu akka kutichaatti sirriitti kan hin calaqqisiisne kami?,2
"Kuticha irratti hundaa’uudhaan, Kanneen keessaa nyaata idilee warra Majoorkaa ijoo kan hin taane kami?",3
"Odeeffannoo kuticha keessaa irratti hundaa’uudhaan, hima waa’ee nyaata Hangii kamtu dhugaa miti?",2
Kanneen armaan gadii keessaa mala beekamaa boolla Hangii ittiin ho’isan ta’ee kan hin eeramne kami?,1
Moloksee dhiiraa yookiin dubaraa maaltu addatti beekuuf dandeessisa?,1
Uffannaa armaan gadii keessaa kamtu mana qamantiitii ergifachuuf argamuu dhiisuu danda’a? ,1
Daawwattoonni yommuu naannoo Antaarkitikii daawwatan yoom carraa guddaa urjiilee ilaaluu qabu?,1
Bilbilli saatalaayitii yoom bilbila moobaayilaa bakka bu’uu hin danda’u?,2
Bilbilli saatalaayitii bilbila moobaayilaa caalaa yoom filatama?,1
waldhabbii kanneen armaan gadii kam irratti uumametu uumamuu Riippaablikii Tiraanisnistriyaaf sababa ta’e?,1
Kanneen armaan gadii keessaa Riippaablikiin Tiraanisnistriyaa kanneen biroo Moldoovaa keessa jiraan irraan waan adda ta’e maal qaba?  ,3
"Kuticha irratti hundaa’uudhaan, imaltoonni haalli qilleensaa bubbeen akka isaan hin qaqqabne yoo abdatu ta’e, Montevidiyoo yoom daawwachuu qabu?",1
"Kuticha irratti hundaa’uudhaan, Imaltoonni yoo qilleensi qbbanaa’aan in mijataaf ta’e, Montavidiyoo yoom daawwachuu qabu?",1
"Kuticha irratti hundaa’uudhaan, kanneen armaan gadii keessaa gochaa barbadeessuu qabeenya uummataa osoo hin taane, fakkiiwwan keenyan magaalaa irrattii kaafamu wajjin walqabata?",1
Qaama jiloota muuziqaa kamtu hirmaattota muraasaan akka muuxannoo murteessaatti ilaalama?,2
"Kuticha irratti hundaa’uudhaan, hirmaattonni jila muuziqaa yoo naannoo muuziqaatti siqanii buufachuu barbaadan dursa maal gochuu qabu?",4
"Kuticha irratti hundaa’uudhaan, Daawwattoonni yeroo bineensota galgalaa Kaaba Niiw Meeksikootti barbaadan, bakka kam dhiisuu qabu?",2
"Kuticha irratti hundaa’uudhaan, Daawwataan Kaaba Niiw Meeksikoo keessatti naannoo kam akka bakka bashannanaa sirriitti beekamaa ta’eetti argachuu danda’a?",4
Imaltoonni baajata isaanii seeraan qabatan dhugaatii gosa kam hambisuu barbaadu?,4
"Iddoo kuticha keessatti ibsame irratti hundaa’uudhaan, ajaja dhugaatii armaan gadii keessaa kamtu keessummeessaan adda baasuun rakkisuu danda’a?",4
"Jaarrota sadiif kan ture, Yeroon kolonaayizeeshinii gartuu kamiin jalqabamee ture?",4
"Kuticha irratti hundaa’uudhaan, Karaan filatamaan ittiin Pariisiyaanota ittiin ofitti qabdu maali?",1
"Kuticha irratti hundaa’uudhaan, kanneen armaan gadii keessaa amala Pariisiyaanotaa ta’ee kan itti hin maxxanfamne kami?",3
Faayidaan kutaa tokkoffaa baabura magaalaa Keeptaawon maali?,2
