question,gpt_reply
"Према овом одломку, шта фузија омогућава звездама?",C: Да одашиљу светлост и топлоту
Шта би од наведеног створио користан фузиони реактор?,D: Енергију
Који је хемијски састав воде?,The correct answer is: D: Два атома водоника и један атом кисеоника.
"Када вода мења облик, шта остаје исто?",A: Молекуларна структура
"Према овом одломку, шта од наведеног није било проблем за тринаест држава када су покушале да наметну одређене законе?",A: Велики надзор од стране државних власти
"Према овом одломку, која тврдња тачно одражава стање у централној влади током рата за независност?",C: Представници држава нису били присутни
Како су написане речи на позадини Декларације независности?,C: Наопачке
По чему од наведеног је познат Сингапур?,A: По урбаном зеленилу
Шта је Ванда Мис Јоаким?,B: Цвет
"Према овом одломку, којој особини пирамида у Гизи се Египћани из Новог краљевства вероватно нису дивили?",A: Њиховој старости
"Према овом одломку, одакле биљоједи путују у потрази за кишом?",B: Од северних брда
"Према овом пасусу, из које области биљоједи одлазе у периоду око априла?",B: Из јужних низија
Операција морски лав била је инвазија које земље?,B: Британије
Како је Немачка назвала напад на Британију?,B: Операција морски лав
Шта није поменуто као неопходан корак у плану Италије да освоји афричке земље?,B: Да изграде додатне бродове
"Према овом одломку, шта се сматрало главним ратним циљем Италије?",A: Освајање афричких земаља
Ко је успоставио пријатељске односе са окупаторима?,B: „Вишијевски“ Французи
Ко су били савезници који су учествовали у „Операцији Драгун“?,A: Американци и Слободни Французи
Развој које технологије је довео до тога да подморнице путују под водом?,D: Радар
"Током њихове прве употребе, подморнице су имале веома ограничен домет у којој области?",C: Испаљивање
"Према овом одломку, ко је прекршио споразум? ",D: Совјети
Шта од наведеног није спровела Црвена армија?,C: Реорганизацију дуж мостобрана
Шта се десило главном инжењеру италијанске десете армије?,C: Заробили су га Британци
Где је убијен Итало Балбо?,D: У Тобруку
"Према овом одломку, која од наведених техника је важан део тибетанске медитације?",C: Визуелизација божанстава
"Према овом одломку, како се чакре активирају током „средишта“ тибетанске медитације?",B: Визуелизацијом божанстава
Ко је представио другу песму оданости током програма?,D: Џаи Шанкар Чаудари
"Према овом одломку, ко је представио песму оданости током нуђења хране?",A: Лака Синх
Које је било претпоследње извођење вечери?,"A: Сезен Аксу, Алесандро Сафина и Харис Алексиуоу"
Које националности је Алесандро Сафина?,D: Италијан
"На основу овог одломка, која од следећих тврдњи није истинита?",A: Био је пожар у Санта Клари
"Према овом одломку, ко је коментарисао непријатан степен врућине?",B: Ватрогасни капетан
Где је нестало струје због активности цунамија?,A: На Тонги
"Према овом одломку, какав утицај је нестанак струје имао на Тонгу?",D: Власти нису могле да приме одговарајућа упозорења
Када је полиција могла да користи своје радарске пиштоље да измери брзину кретања Џонија Рида?,A: Док је возио брзином од 160 km/h
"Према овом одломку, зашто је новозеландској полицији било тешко да измери брзину Џонија Рида?",B: Аутомобил је био веома низак
Које подручје је погодио земљотрес у односу на Бут?,B: 40 миља јужно
Шта се десило током побуне у Абу Граибу?,D: Затвор је запаљен
Зашто је ирачки затвор постао озлоглашен? ,D: Откривено је злостављање затвореника
Која врста догађаја је требало да се одржи на Ратном меморијалном стадиону у Мауију?,C: Концерт
Ко је на крају дао објашњење за отказивање догађаја?,B: Менаџерска компанија
За кога је неколико грађана Бишкека мислило да је крив за пљачкање?,C: Демонстранти
Ко је за пљачкање окривио демонстранте са југа?,A: Грађани Бишкека
Када је искуство са Рингом повећало продају?,A: Након појављивања у „Shark Tank“ епизоди
Када је Џејми Симиноф одлучио да покрене Ринг?,A: Kада је схватио да његово звоно на вратима није адекватно
Свака епизода Ридинг рејнбоу даје деци препоруке за шта?,D: Књиге
Шта је можда допринело укидању серије Ридинг рејнбоу?,A: Недовољно финансирање
Шта од наведеног није била тврдња челника Амстердама и музеја по питању дрвета?,B: Требало би га сачувати
"Према главном инспектори РСПЦА, инспекције треба да буду стандардне за шта од наведеног?",D: Кланице
"Према овом одломку, шта би помогло да се оснажи значај добробити животиња код аустралијских радника у кланицама?",A: Инсталација CCTV камера
"Према овом одломку, које је занимање особе која је ухапшена?",A: Студент
"Према овом одломку, док су се шириле вести о још једном хапшењу, одржане су сахране за колико жртава?",B: Три
"Као одговор на протесте, која земља није наставила даље са потписаним АКТА споразумом?",B: Пољска
"Према овом одломку, које од наведених земаља су одлучиле да одложе процес прикључивања „ACTA“?",D: Летонија
Колико људи је повређено као резултат инцидената прегревања ајпод уређаја?,A: 4
Ко је изјавио да инциденти прегревања нису били веома озбиљни?,D: Епл
"Током свог говора, за шта је Стив Џобс рекао да ће Епл да изврши потпуни преображај?",B: Телефон
Која је била сврха двосатног говора Стива Џобса?,C: Да лансира нови телефон
Шта је Кристина Фернандес де Кирхнер објавила у Аргентинском позоришту?,A: Своју кандидатуру за председничке изборе
Где је Кристина Фернандес де Кирхнер објавила своју намеру да се кандидује?,C: У Аргентинском позоришту удаљеном 31 миљу од Буенос Ајреса
Која су била сазнања ACMA о Великом брату?,A: Закони о цензури садржаја нису прекршени
Које параметре мора да задовољава медиј да би се сматрао интернет садржајем?,B: Мора бити физички присутан на серверу
Ко је вођа Либералне партије Аустралије?,B: Џон Хауард
Зашто Аустралија већ нема индустрију нуклеарне енергије?,D: Превише је скупо
Који скијаш се такмичио уз помоћ водича?,C: Мачеј Крезел
