question,gpt_reply
"지문에 따르면, 다음 중 진화의 과정을 방해할 수 있는 예는 무엇입니까?","A: 새로운 장소에서 성공하지 못한 소규모 그룹

이 선택지는 지문에서 설명된 진화의 과정, 특히 새로운 환경에 적응하여 새로운 종으로 분화되는 과정을 방해할 수 있습니다. 소규모 그룹이 새로운 장소에서 성공하지 못한다면, 환경에 적응하여 진화하거나 종으로 분화할 기회를 갖지 못할 것이기 때문입니다."
종 분화(speciation) 과정에 관한 다음의 설명 중 옳지 않은 것은 무엇입니까?,"A: 새로운 집단이 적응하지 못할 때 발생한다

이 선택지는 옳지 않은 설명입니다. 종 분화는 새로운 집단이 새로운 환경에 적응하는 과정에서 발생하는 것이지, 적응하지 못할 때 발생하는 것이 아닙니다."
순환계에서 혈액을 심장 쪽으로 보내는 부위는 어디입니까?,D: 정맥
다음 중 순환계에서 가장 작은 관은 무엇입니까?,A: 모세혈관
곤충이 날개를 뒤로 접는 능력이 증가하면 다음 중 무엇이 증가합니까?,B: 숨는 공간
다음 중 지문에서 곤충의 비행 능력에 영향을 받는 것으로 언급되지 않은 것은 무엇입니까?,B: 수명
다음 중 일반적으로 공룡과 관련이 없는 특징은 무엇입니까?,B: 깃털
다음 중 일반적으로 새와 공룡의 공통된 특성이 아닌 것은 무엇입니까?,C: 비행 능력
"지문에 따르면, 트리케라톱스는 소철 식물의 어느 부분을 먹었을 가능성이 있는가?",B: 나무줄기
"지문에 따르면, 다음 중 트리케라톱스가 가장 좋아하는 것은 무엇인가? ",B: 가지가 튼튼한 식물
"지문에 따르면, 다음 중 이탈리아 최북단 지역에서 널리 인기가 있는 스포츠는 무엇인가?",C: 스노보드
"지문에 나온 정보를 볼 때, 다음 중 이탈리아가 세계 선수권 대회에서 우승한 스포츠는 어느 것인가?",A: 축구
룩셈부르크의 특정 지역이 벨기에령이 된 것은 어떤 사건 이후입니까?,B: 벨기에 혁명
다음 중 룩셈부르크의 중립성에 영향을 미친 것은 무엇입니까?,A: 독일 점령
터키의 전체 면적 중 유럽은 몇 평방킬로미터입니까?,"D: 23,764"
"지문에 따르면, 터키의 길이는 대략 몇 마일입니까?","A: 1,600"
바티칸 시국에서 라틴어는 무엇에 사용됩니까?,A: 종교 의식
바티칸 시국에서 이탈리아어는 무엇에 사용되지 않습니까?,C: 종교 의식
"지문에 따르면, 정교한 컴퓨터에서 사운드 믹싱을 하면 다음 중 어떤 분야에 이점이 있습니까?",A: 음악
"지문에 따르면, 대부분의 가정에 수세식 화장실이 있는 곳은 다음 중 어디입니까?",A: 모헨조다로
다음 중 고급 하수도 시스템이 발견된 곳은 어디입니까?,A: 하라파
다음 중 스케이터가 회전하는 원리는 무엇인가?,A: 스케이트 날 하단의 미세한 곡선
"지문에 따르면, 다음 중 현대식 빙상 스케이트의 칼날 구멍에 대한 정확한 설명은 무엇인가?",C: 오목
"지문에 따르면, 원자가 빛으로부터 여분의 에너지를 제거할 수 있는 과정은 무엇인가?",D: 복사 자극 방출
원자가 광자를 방출하는 원인은 무엇인가?,B: 강한 빛에 의한 자극
"지문에 따르면, 전구가 결국 작동을 멈추는 원인은 무엇인가?",C: 전구 내부의 필라멘트가 타버림
다음 중 전구를 교체할 때 만지면 위험할 수 있는 것은 무엇인가?,C: 전구의 베이스
"지문에 따르면, 핵이 분리되면 어떻게 되는가?",B: 에너지가 방출된다
다음 중 장거리 통화를 지구로 반사하는 것은 무엇인가?,B: 인공위성
다음 중 망원경을 우주로 보내는 데 사용되는 것은 무엇인가?,B: 로켓
시간의 경과를 추적하려면 반복적인 사건의 무엇에 주목해야 합니까?,B: 반복
"지문에 따르면, 사건의 어떤 측면을 비교하는 데 시간이 사용됩니까?",A: 길이
"지문에 따르면, 다음 중 왕위 계승자에게 전형적인 것으로 여겨지는 것은 무엇입니까?",B: 군입대를 위한 대학 포기
"이 지문에 나온 정보에 따르면, 찰스가 가장 먼저 한 일은 무엇입니까?",D: 트리니티 대학 입학
트리그바손의 함대는 어느 나라에서 왔습니까?,D: 노르웨이
독일이 역사상 에스토니아에 강력한 문화적 영향력을 행사한 시기는 언제입니까?,C: 약 600년 전
에스토니아어는 무엇의 영향을 받았습니까?,B: 독일어 알파벳
"지문에 따르면, 힌디어 원어민의 수는 어떤 요인에 따라 변동합니까?",A: 힌디어와 매우 유사한 방언을 집계하는지 여부
다음 중 힌디어와 우르두어에 대한 옳은 설명은 무엇입니까?,B: 글이 다르다
한글 자모에 관한 다음 설명 중 옳지 않은 것은 무엇입니까?,B: 원래 이름은 후난정음이었다
훈민정음은 결국 무엇으로 바뀌었습니까?,B: 한글
"지문에 따르면, 산스크리트어의 영향을 받은 언어는 무엇입니까?",D: 인도어
"지문에 따르면, 산스크리트어 사용이 줄어든 이유는 무엇입니까?",D: 계층
이오(Io)의 중력에 관한 다음 설명 중 옳은 것은 무엇입니까?,D: 지구의 중력이 이오(Io)의 중력보다 더 끌어당긴다
달의 바깥층에 관한 다음 설명 중 정확한 것은 무엇인가?,C: 먼 쪽의 마리아(maria)가 적을 수 있다
"지문에 따르면, 달의 지각이 가장 두꺼운 곳은 어디인가?",C: 고원 아래
지문에 따르면 다음 중 특정인들의 믿음은 무엇입니까?,C: 다른 행성에도 생명체가 존재한다
태양 중심에서 멀어질수록 얇아지는 것은 무엇인가?,C: 가스
"지문에 따르면, 지구에서는 태양의 어느 부분이 보이는가?",C: 광구
다음 중 코페르니쿠스 이론을 확인하는 데 도움이 된 관측은 무엇인가?,A: 금성의 위상
다음 중 갈릴레오 갈릴레이가 1610년에 관측한 것은 무엇인가?,B: 금성의 위상
"지문에 따르면, 아마존 강의 물은 어디에서 흘러오는가?",A: 여러 더 작은 강
다음 중 아마존 강에 해당하지 않는 사항은 무엇인가?,C: 가장 긴 강
지문에 언급된 직업 중 베네수엘라인을 가장 적게 고용하는 분야는 무엇인가?,A: 농업
"지문에 따르면, 가장 많은 수의 베네수엘라인을 고용하고 있는 분야는 다음 중 무엇인가?",A: 서비스
"지문에 따르면, 별은 핵융합을 통해 무엇을 할 수 있는가?",C: 빛과 열 발산
다음 중 유용한 핵 융합로가 생성하는 것은 무엇인가?,D: 에너지
물은 화학적으로 어떤 원자로 구성되어 있는가?,D: 2개의 수소 원자와 1개의 산소 원자
물의 형태가 바뀌어도 그대로 유지되는 것은 무엇인가?,A: 분자 구조
"지문에 따르면, 다음 중 13개 주에서 특정 법률을 시행할 때 문제가 되지 않았던 것은 무엇입니까?",A: 주 당국의 엄격한 감독
"지문에 따르면, 다음 중 독립 전쟁 당시 중앙 정부의 상태에 관한 정확한 설명은 무엇입니까?",C: 주 대표들의 존재감이 부족했다
독립선언서 뒷면의 문구는 어떻게 쓰였습니까?,C: 뒤집혀서
싱가포르는 다음 중 어떤 것으로 유명합니까?,A: 도시 녹지
반다 미스 자큄(Vanda Miss Joaquim)이란 무엇입니까?,B: 꽃
"지문에 따르면, 신왕국 이집트인들이 감탄한 기자 피라미드의 특성이 아닌 것은 무엇입니까?",B: 사용된 석재
"지문에 따르면, 초식동물이 비를 따라 이동하는 곳은 어디입니까?",C: 남쪽 평원
"지문에 따르면, 초식동물은 4월경에 어느 지역에서 출발합니까?",B: 남쪽 평원
바다사자 작전은 다음 중 어느 나라를 침공하기 위한 것이었습니까?,B: 영국
독일은 영국에 대한 공격을 뭐라고 불렀습니까?,B: 바다사자 작전(Operation Sealion)
이탈리아의 아프리카 국가 점령 계획에서 필요한 단계로 언급되지 않은 것은 무엇인가?,B: 추가 군함 건조
"지문에 따르면, 이탈리아의 주요 전쟁 목표는 무엇이었는가?",A: 아프리카 국가 함락
침략자들에게 동조한 사람들은 누구인가?,B: 비시 프랑스인
드래군 작전에 참여한 연합군은 누구인가?,A: 미군과 자유 프랑스군
잠수함이 수중 잠수를 시작하게 된 것은 어떤 기술의 발전 덕분인가?,D: 레이더
잠수함이 처음 사용되었을 때 어떤 부분에서 사용 범위가 제한적이었는가?,C: 발사
"지문에 따르면, 누가 조약을 위반했는가?",D: 소련
다음 중 적군이 수행하지 않은 것은 무엇인가?,C: 교두보를 따라 재정비
이탈리아 제10군의 수석 엔지니어는 어떻게 되었습니까?,C: 영국군이 체포했다
이탈로 발보는 어디에서 사망했습니까?,D: 토브루크
"지문에 따르면, 다음 중 티벳 명상에서 중요한 부분을 차지하는 기법은 무엇인가?",C: 신상 시각화
"""지문에 따르면, 티벳 명상의 """"중심""""에서 차크라는 어떻게 활성화되는가?""",B: 신상 시각화를 통해
프로그램이 진행되는 동안 누가 두 번째 헌정곡을 불렀는가?,D: 자이 샨카르 초우더리
"지문에 따르면, 음식을 바치는 동안 헌정곡을 부른 사람은 누구인가?",A: 라카 싱
뒤에서 두 번째로 마지막이었던 공연은 저녁의 무엇이었는가?,"A: Sezen Aksu, Alessandro Safina 및 Haris Alexiou"
Alessandro Safina의 국적은 어디인가?,D: 이탈리아
"지문에 따르면, 다음의 설명 중 사실이 아닌 것은 무엇인가?",A: 산타클라라에서 화재가 발생했다
"지문에 따르면, 불편한 열기에 관해 언급한 사람은 누구인가?",B: 소방 대장
쓰나미로 인해 정전이 발생한 곳은 어디입니까?,A: 통가
"지문에 따르면, 통가는 정전으로 인해 어떤 영향을 받았습니까?",D: 당국은 관련 경보를 받지 못했다
경찰이 속도 측정기로 Jonny Reid의 주행 속도를 측정할 수 있었던 시점은 언제였는가?,A: 시속 160km로 주행하는 동안
"지문에 따르면, 뉴질랜드 경찰이 Jonny Reid의 속도를 측정하기 어려웠던 이유는 무엇인가?",B: 차가 매우 낮았다
뷰트에서 지진의 중심은 어디였습니까?,B: 남쪽으로 40mile
아부 그라이브 폭동 당시 어떤 일이 있었는가?,D: 교도소에 화재 발생
이라크 감옥이 악명을 떨치게 된 이유는 무엇인가? ,D: 수감자 학대가 발견됐다
마우이 전쟁 기념 스타디움(Maui's War Memorial Stadium)에서는 어떤 종류의 이벤트가 개최되는가?,C: 콘서트
결국 행사 취소에 대한 해명은 누가 했는가?,B: 매니지먼트 주식회사
비슈케크의 일부 주민들은 약탈의 책임이 누구에게 있다고 생각합니까?,C: 시위대
남부 지역 시위대의 약탈에 대해 비난한 사람들은 누구입니까?,A: 비슈케크의 주민들
링의 매출은 언제 증가했는가?,A: Shark Tank에 출연한 후
제이미 시미노프 (Jamie Siminoff)는 언제 링을 시작하기로 결심했는가?,A: 자신의 초인종이 부적절하다는 것을 깨달은 후
리딩 레인보우는 에피소드마다 아동들에게 무엇을 추천했습니까?,D: 책
리딩 레인보우 시리즈가 취소된 이유는 무엇입니까?,A: 자금 부족
다음 중 암스테르담시와 박물관 관계자들이 이 나무에 관해 주장한 내용이 아닌 것은 무엇인가?,B: 보호해야 한다
"동물 학대 방지를 위한 왕립협회(RSPCA)의 최고 책임자에 따르면, 다음 중 어느 것에 대한 조사가 일반적이어야 합니까?",D: 도살장
"지문에 따르면, 호주 도살장 근로자들에게 동물 복지의 중요성을 확고히 인식시키는 데 도움이 될 수 있는 것은 무엇입니까?",A: CCTV 카메라 설치
"지문에 따르면, 체포된 사람의 직업은 무엇인가?",A: 학생
"지문에 따르면, 또 다른 체포 소식이 퍼지는 동안 몇 명의 희생자에 대한 장례식이 열리고 있었는가?",B: 3명
시위에 대응하여 서명한 ACTA 협정을 추진하지 않은 국가는 어디인가?,B: 폴란드
"지문에 따르면, 다음 중 ACTA 가입 절차를 보류하기로 결정한 국가는 어디인가?",D: 라트비아
iPod 과열 사고로 다친 사람은 몇 명인가?,A: 4명
과열 사고가 그다지 심각하지 않다고 말한 사람은 누구인가?,D: 애플
스티브 잡스가 연설에서 애플이 재발명할 것이라고 말한 것은 무엇입니까?,B: 전화
스티브 잡스가 2시간 동안 연설한 목적은 무엇이었습니까?,C: 새 전화 출시
크리스티나 페르난데스 데 키르치네르(Cristina Fernandez de Kirchner)가 아르헨티나 극장에서 발표한 것은 무엇인가?,A: 대통령 출마
크리스티나 페르난데스 데 키르치네르(Cristina Fernandez de Kirchner)는 어디에서 출마 의사를 밝혔는가?,C: 부에노스 아이레스에서 31mile 떨어진 아르헨티나 극장
빅브라더에 대한 ACMA의 조사 결과는 무엇입니까?,A: 검열법을 위반하지 않았다
미디어가 인터넷 콘텐츠로 간주되려면 어떤 조건에 부합해야 합니까?,B: 물리적으로 서버에 존재해야 한다
호주 자유당의 대표는 누구입니까?,B: 존 하워드
호주에 아직 원자력 발전 산업이 없는 이유는 무엇입니까?,D: 비용이 너무 많이 듦
가이드의 도움을 받아 출전한 스키선수는 누구인가?,C: 마키 크레젤(Maciej Krezel)
여자 스탠딩 클래스의 슈퍼-G에서 10위를 차지한 국가는 어디인가?,A: 핀란드
"지문에 따르면, 블레이크에 관한 다음의 내용 중 옳지 않은 것은 무엇입니까?",B: 폭행을 인정했다
"지문에 따르면, 다음 중 블레이크에게 일어나지 않은 일은 무엇입니까?",C: 막대기로 폭행당했다
다음 중 유엔 지구 온난화 기금의 용도가 아닌 것은 무엇인가?,B: 개발도상국에 기술 지원
"지문에 따르면, 유엔이 구하고자 하는 것은 무엇인가?","지문에 따르면, 유엔이 구하고자 하는 것은 ""세계에 남아 있는 숲을 구하고 개발도상국들이 오염이 덜한 방법으로 성장할 수 있도록 돕는 기술을 공유하는 것""입니다. 따라서 정답은 C: 남은 열대우림입니다."
다음 중 알버트 무창가가 아직 합의가 필요한 사항으로 언급하지 않은 것은 무엇입니까?,B: 교역을 시작할 수 있는 날짜
"지문에 따르면, 7월에 교역을 시작할 수 있는 이유는 무엇입니까?",B: 충분한 규칙과 양보의 틀이 마련되었다
"지문에 따르면, 애틀랜타 저널 컨스티튜션(Atlanta Journal-Constitution)은 교육 관계자들과 관련된 어떤 혐의를 제기했는가?",A: 저널 컨스티튜션의 보고서 조작
"지문에 나온 정보에 따르면, 다음 중 애틀랜타 저널 컨스티튜션(Atlanta Journal-Constitution)의 보고서에 언급되지 않은 사항은 무엇인가?",D: 도시 교육 혁신을 위한 제안
"지문에 따르면, 폭탄 테러 이후 알려진 내용은 무엇인가?",C: 폭탄이 추가로 폭발했는지 여부
"2017년 맨체스터 시티에 합류한 이후, 제수스는 몇 경기에 출전했는가?",D: 53경기
제수스가 입단비로 2700만 파운드를 받은 클럽은 어디인가?,A: 파우메이라스
호스텔 투숙객에 대한 다음 내용 중 사실이 아닌 것은 무엇입니까?,D: 방문객 대부분은 성지 메카(Mecca)에서 왔다
"지문에 따르면, 다음 중 맞는 내용은 무엇입니까?",C: 하즈 순례 전야제를 위해 모인 방문객이었다
"지문에 따르면, 충돌에 관한 다음의 정보 중 확실하지 않은 것은 무엇입니까?","A: 충돌의 규모  
C: 충돌이 지구에 미치는 영향  
D: 잔해의 위치  

위의 선택지 중 언급된 항목들이 지문에서 확실하지 않다고 표현되어 있습니다. B(충돌의 위치)만 확실하게 제공된 정보입니다. 그러므로 가장 적절한 답변은 ""A: 충돌의 규모"", ""C: 충돌이 지구에 미치는 영향"", ""D: 잔해의 위치"" 입니다."
"지문에 따르면, 충돌에 관해 아직 알아내지 못한 것은 무엇입니까?",D: 충돌의 정확한 규모
베튼은 한때 미국 내 부자 순위에서 몇 위에 올랐는가?,C: 190위
다음 중 베튼이 기부한 단체는 어디인가?,B: 버지니아 대학
다음 중 아놀드 슈워제네거 주지사가 서명한 법안에 포함되지 않은 항목은 무엇인가?,C: 캘리포니아 외 지역에서 미성년자에게 폭력적인 비디오 게임을 판매하거나 대여하는 행위 금지
"지문에 따르면, 말을 듣지 못한 사람은 누구입니까?",C: 밀러
"지문에 따르면, 밀러의 청문회 경험 중 사실인 것은 무엇입니까?",B: 준비하는 동안 주의를 기울이지 않았다
대기 오염 방지법' 개정을 제안한 사람은 누구인가?,C: 잭 레이턴
대기 오염 방지법'이 선거전의 일환으로 이용되고 있다고 반박한 사람은 누구인가?,A: 주 정부 공직자
시아누르산과 멜라민이 고양이 소변에서 서로 반응하면 어떤 화합물이 형성됩니까?,C: 결정
연구자들이 적외선 분광법(FTIR)을 사용해서 관찰한 것은 무엇인가?,B: 애완동물 소변의 결정 성분
루나를 “Queen of Extreme”이라고 말한 사람은 누구입니까?,D: 타미 드리머
"""루나를 """"기이하다""""고 말한 사람은 누구입니까?""",B: 더스틴 러널스
다음 중 충돌 사고에 연루된 운전자에게 발생하지 않은 일은 무엇인가?,C: 케임브리지에 있는 병원에서 그레이트 야머스(Great Yarmouth)에 있는 병원으로 이송되었다
럭비 토너먼트 중 남아프리카 공화국의 게임 플레이에서 두드러지지 않았던 점은 무엇입니까?,C: 토너먼트 초반 세련된 경기력
"지문에 따르면, 남아프리카 공화국의 경기가 개선되기 시작한 것은 언제입니까?",D: 토너먼트가 진행됨에 따라
"지문에 따르면, 중국의 경제 규모에 관한 다음 설명 중 정확하지 않은 것은 무엇입니까?",D: 중국은 독일보다 더 많은 자동차를 수출한 적이 없다
"지문에 따르면, 중국의 GDP는 언제 미국을 제칠 것으로 예상됩니까?",B: 20년 안에
후 주석이 개발도상국에 제안한 것은 무엇인가?,D: 오염을 일으키는 옛 방식 탈피
후 주석이 언급하지 않은 것은 무엇인가?,D: 이산화탄소 방출량 감축 수치
다음 중 리차드 비어만(Richard Veerman)이 상황이 좋지 않다고 말한 것은 무엇인가?,B: 앙골라
기소로 사임한 후네(Huhne)의 내각 직책은 누가 맡게 됩니까?,A: 데이비
기소 이후 사업부 장관직을 누가 맡게 됩니까?,C: 데이비
카미유 생상(Camille Saint-Saens)의 오페라를 공연하는 공연자들이 관객에게 권장하는 행동은 무엇인가?,A: 마리화나 피우기
오페라 공연 중 주로 마리화나를 피우는 사람은 누구인가?,C: 공연자
레오노프가 수행한 '우주 유영'의 다른 이름은 무엇인가?,C: 유인 선외 활동 (EVA)
레오노프는 어느 임무에서 소비에트 쪽을 이끌었는가?,B: 아폴로-소유즈
충돌 사고로 부상을 입은 사람은 누구인가?,A: 깁슨(Gibson)
사고에 관련된 사람들은 어떻게 되었는가?,B: 한 명은 부상을 입지 않았고 한 명은 사망
프로그램에 참여한 과학자들은 다음 중 무엇에 의한 영향을 관찰하려고 했는가?,D: 암흑물질
과학자들은 다음 중 어디에 있는 물질을 관찰했는가?,D: 궁수자리 은하계와 우리 은하계
"지문에 따르면, 보수적인 태도를 취하는 사람들이 비판하지 않은 것은 무엇입니까?",B: 재건 활동의 부족
카트리나 태풍의 구호 활동을 위한 재건 계약을 비판하는 사람들은 누구입니까?,B: 리버럴 측
"지문에 따르면, Stardust 우주선의 빛이 처음 보이는 장소는 어디입니까?",B: 북 캘리포니아
"지문에 따르면, 우주선은 다음 중 어떤 기록을 세울 예정입니까?",C: 가장 빠른 속도로 지구 귀환
말라라 발라수브라마니아 박사는 사로자 발라스브라마니안 (Saroja Balasubramanian)과는 어떤 관계입니까?,B: 딸
사로자 발라스브라마니안 (Saroja Balasubramanian)의 시신이 발견된 곳은 어디입니까?,C: 차량 트렁크
eBay가 인수한 회사는 어디입니까?,C: 스카이프
eBay가 이 인수를 통해 달성하려는 목표는 무엇입니까?,B: 새로운 영역으로 확장
"지문에 따르면, 전투 후 마당에 남아 있던 수감자들과 접촉하지 않은 사람은 누구인가?",D: 병원 관계자
다음 중 수감자들이 결국 폭동을 해산한 이유는 무엇인가?,B: 최루 가스
"아야톨라 알리 카메네이에 따르면, 이란은 무엇으로부터 자유로워야 합니까?",D: 석유 의존
"지문에 따르면, 제재가 이란 경제에 미치는 영향을 인정한 사람은 누구입니까?",A: 고위 소식통
다음 중 프랑스의 투표 과정에 해당하는 것이 아닌 것은 무엇입니까?,"D: 후보 대표가 투표 수 집계

후보 대표가 투표 수를 집계하는 것은 프랑스의 투표 과정에 해당하지 않습니다. 투표 수 집계는 특정 절차에 따라 자원봉사자들이 철저한 감독 하에 진행합니다."
유권자는 선택한 후보를 어디에 표시합니까?,B: 사전 인쇄된 종이
알렌이 8년 동안 무사시를 찾기 시작한 이유는 무엇인가?,D: 전쟁에 대한 관심
"지문에 따르면, 엘런은 무엇을 위해 상당한 자금을 투자했는가?",B: 해양 탐사
"지문에 따르면, 다음 중 발전소 내부와 주변에서 위험을 초래할 가능성이 있는 것은 무엇인가?",B: 방사성 세슘
다음 중 발전소 사고 이후 인근 주민에게 권장하는 안전수칙이 아닌 것은 무엇인가?,C: 흰 연기 흡입하지 않기
"몰 박사에 따르면, 다음 중 XDR-TB에 관한 가장 우려되는 사항은 무엇입니까?",D: 높은 치명률
새로운 변종 감염자 중 병원 근로자로 확인된 환자는 몇 명입니까?,B: 2명
NextGen 시스템이 사용하는 기술은 어떤 기술인가?,A: 위성 기반 기술
NextGen은 항공관제사에게 어떤 직접적인 혜택을 주는가?,B: 더 정확한 항공기 위치
"지문에 따르면, 역사가들은 FBI가 집중하고 있다고 비판하지 않은 것은 무엇인가?",C: 음란물 사건에 집중
외설 방지책 자금은 FBI에 어떤 영향을 미쳤습니까?,D: 포르노 사건에 요원 배치
JAS 39C 그리펜의 추락에 대응한 소방차는 어떻게 됐습니까? ,B: 전복되었다
JAS 39C 그리펜의 추락 이후 공항은 무엇 때문에 폐쇄되었습니까?,A: 상업 항공편
브레진스키는 이란 혁명 동안 누구를 보좌했습니까?,C: 카터
1977년까지 국가 안보담당 대통령 보좌관을 맡은 사람은 누구입니까?,B: 키신저
파르티잔 베오그라드에서 보벡의 경력에 관한 다음 설명 중 잘못된 것은 무엇입니까?,A: 팀에서 뛰는 동안 468골 이상 득점했다
파르티잔 베오그라드와 관련된 보벡의 역사에 관한 다음 설명 중 옳은 것은 무엇입니까?,A: 1945년 파르티잔에서 뛰기 시작했다
"지문에 따르면, 헤스페로니쿠스와 벨로시랩터를 구분하는 특징은 무엇입니까?",B: 더 큰 두 번째 발톱이 있다
헤스페로니쿠스라는 이름은 종의 어떤 신체적 특징에서 유래되었습니까?,A: 발톱
총격 사건에 관한 다음 설명 중 사실인 것은 무엇인가?,D: 총격 사건은 버팔로에서 발생했다
총격 사건이 일어난 장소에 관한 다음 설명 중 옳은 것은 무엇입니까?,A: 버팔로에서 열린 기념일 파티에서 일어났다
"지문에 따르면, 초기에 직원들이 루노호에 관해 우려한 사항은 무엇인가?",C: 연료 유출
