question,gpt_reply
"অনুচ্ছেদ অনুযায়ী, পরিবহন ব্যবস্থার ভিত্তি কোনটি?",B: ব্যক্তিগত গাড়ি
"নিউক্লিয়াসের চারপাশে যে কণাগুলি প্রদক্ষিণ করে, সেগুলোতে কী ধরনের চার্জ থাকে?",The correct answer is: C: নেগেটিভ চার্জ
নিউক্লিয়াস কী কী কণা দ্বারা গঠিত?,A: প্রোটন এবং নিউট্রন
"এই অনুচ্ছেদ অনুযায়ী, নিচের কোনটি পাঁচ বিট বিশিষ্ট বাইনারি সিস্টেমের উদাহরণ?","উপরের অনুচ্ছেদ অনুযায়ী, একটি বাইনারি সংখ্যা শুধুমাত্র ০ বা ১ মানে থাকতে পারে। এছাড়াও এটি পাঁচ বিট বিশিষ্ট হতে হবে। সঠিক উত্তর হবে অপশন C: 10010, যা একটি বৈধ পাঁচ বিট বাইনারি সংখ্যা।"
বাইনারি ডিজিটের অপর নাম কী?,The correct answer is A: বিট
"অনুচ্ছেদের মধ্যে, কোনটাকে শিক্ষার্থী ব্লগিংয়ের প্রধান সুবিধা হিসাবে উল্লেখ করা হয়নি?","D: অব্যাহত শিক্ষালাভের উচ্চাকাঙ্ক্ষা

এই অপশনটি অনুচ্ছেদে শিক্ষার্থী ব্লগিংয়ের সুবিধা হিসাবে উল্লেখ করা হয়নি। অনুচ্ছেদে শিক্ষার্থীদের লেখা এবং সমালোচনা করার ক্ষমতা উন্নত করা, পারিপার্শ্বিক বিষয়ে সচেতনতা বৃদ্ধি এবং একই সাথে ব্যাকরণ উন্নতির বিষয়ে আলোচনা করা হয়েছে।"
ব্লগিংয়ের নিম্নলিখিত কোন বিষয়টি শিক্ষার্থীদের লেখার দক্ষতা উন্নত করতে প্রেরণা যোগায়?,B: সমালোচনা এড়ানোর আকাঙ্ক্ষা
নিচের কোন বিষয়টি শিক্ষার্থীদের পক্ষে অসমনিয়ত যোগাযোগের সুবিধা নয়? ,B: দিনের যেকোনো সময় নির্দেশকের সাথে মুখোমুখি বসতে পারা
"অনুচ্ছেদ অনুযায়ী, অসমনিয়ত যোগাযোগের নিম্নলিখিত কোন বিষয়টি শিক্ষার্থীদের পক্ষে ফ্লেক্সিবল নয়?",C: নির্দেশমূলক উপাদান
"মধ্যযুগীয় দুর্গের সাথে সংশ্লিষ্ট হতে পারে, এমন কোন জিনিসের কথা অনুচ্ছেদে উল্লেখ করা হয়নি?",D: নাইট
দুর্গের ধ্বংসাবশেষের গন্ধ বা আওয়াজের সাথে সংশ্লিষ্ট কোন জিনিসের কথা অনুচ্ছেদে উল্লেখ করা হয়নি?,C: ভোজ
নিচের কোনটি দিয়ে কিরবি মাক্সলো দুর্গের নির্ভুল বর্ণনা করা যেতে পারে?,"B: এটি নির্মাণের সময় দেশের অবস্থা শান্তিপূর্ণ ছিল, তাই এখানে ন্যূনতম সেনাবাহিনী রাখা হয়েছিল"
"এই অনুচ্ছেদে যে সময়কালের কথা উল্লেখ করা হয়েছে, সেই সময়ে কিরবি মাক্সলো দুর্গের কোন নির্মাণ বৈশিষ্ট্যটি অন্যান্যদের থেকে আলাদা ছিল?",A: বড় জানালা
"অনুচ্ছেদ অনুযায়ী, আগামী সিজনের জন্য প্রস্তুতি নিচ্ছে এমন দৌড়বাজ এর মধ্যে কোনটি থেকে সবচেয়ে উপকৃত হবেন?",A: গ্রীষ্মে আন্তঃদেশীয় দৌড়ের অনুশীলন করা
"অনুচ্ছেদ অনুযায়ী, একজন প্রথম শ্রেণীর অর্ধ মাইল দৌড়বাজের পক্ষে নিচের কোনটি সবচেয়ে বেশি গুরুত্বপূর্ণ?",B: গতির থেকেও ক্ষমতা বাড়ানোর প্রতি মনোযোগ দেওয়া
"কোনো খেলোয়াড়ের পক্ষে, শুধুমাত্র পুষ্টিগত অনুশীলনের মাধ্যমে নিচের কোনটি সম্পূর্ণ অর্জন করা সম্ভব নয়?",C: উন্নত মানের দক্ষতা
"অনুচ্ছেদ অনুযায়ী, অল্পবয়সী খেলোয়াড়দের খেলাধুলা বেশি উপভোগ্য করে তোলার জন্য নিচের কোন পদ্ধতিটি প্রস্তাবিত নয়?","B: ধারাবাহিকভাবে উন্নত কর্মক্ষমতা বজায় রাখা

অনুচ্ছেদ অনুযায়ী, শুধুমাত্র পুষ্টিমূলক অভ্যাস এবং যথাযথ হাইড্রেশনের মাধ্যমেই তরুণ ক্রীড়াবিদদের খেলাধুলা বেশি উপভোগ্য করা যায়, যা তাদের কর্মক্ষমতা উন্নত এবং খেলাধুলায় আনন্দ বৃদ্ধি করতে সাহায্য করে। তাই B পদ্ধতিটি প্রস্তাবিত নয়।"
"অনুচ্ছেদ অনুযায়ী, মাঝারি দূরত্বের দৌড়বাজের বেশি দামী সরঞ্জাম কেনা উচিত কেন?",The correct answer is: A: এটা তাদের ব্যক্তিগত পছন্দ
"অনুচ্ছেদ অনুযায়ী, মাঝারি দূরত্বে দৌড়নোর জন্য কী প্রয়োজন?",C: সামান্য সরঞ্জাম
নিউক্লিয়ার ম্যাগনেটিক রেজোন্যান্স কে আবিষ্কার করেন? ,C: ব্লচ এবং পার্সেল
মেডিক্যাল ইমেজিং রেজোন্যান্সের প্রথম পেটেন্ট কোন বছরে অনুমোদন করা হয়েছিল? ,B: 1974
"অনুচ্ছেদ অনুযায়ী, অন্যান্যদের শারীরিক ক্রিয়াকলাপ অনুধাবন করার জন্য মানুষের কোন বিষয়ে গভীর উপলব্ধি থাকতে হবে?",B: অভিপ্রায়
"অনুচ্ছেদ অনুযায়ী, অভিপ্রায় উপলব্ধির ফলে মানুষের কিসে সুবিধা হয়?",A: শারীরিক ক্রিয়াকলাপের অন্তরালে থাকা অনিশ্চয়তা দূর হয়
"অনুচ্ছেদ অনুযায়ী, নিচের কোনটি এআই-এর প্রধান উদ্দেশ্যের নির্ভুল সারসংক্ষেপ প্রদান করে?",D: স্বয়ংক্রিয় কাজ করা
"অনুচ্ছেদ অনুযায়ী, নিচের কোনটির সাথে এআই প্রায়শই সংশ্লিষ্ট থাকে?",B: পরিকল্পনা এবং সময়সূচী নির্ধারণ
"অনুচ্ছেদ অনুযায়ী, নিচের কোনটি কেন্দ্রীভূত চিন্তাশৈলী সম্পন্ন ব্যক্তির ক্ষমতা?",D: প্যাটার্ন মনে রাখতে পারা
"অনুচ্ছেদ অনুযায়ী, নিচের কোনটিকে কেন্দ্রীভূত চিন্তাশৈলী সম্পন্ন ব্যক্তির লক্ষ্য হিসাবে বিবেচনা করা হয় না?",B: কারোর সময় নষ্ট করা
"অনুচ্ছেদ অনুযায়ী, নিচের কোনটিকে ক্ষুদ্র-অভিব্যক্তি হিসাবে ধরা হয় না?",D: বুড়ো আঙুল দেখানো
নিচের কোনটি ক্ষুদ্র-অভিব্যক্তির ব্যাখ্যার সঠিক বিবৃতি নয়?,C: কথার সাথে-সাথে মৌখিক অভিব্যক্তিরও ব্যাখ্যা করা হয়
নবজাগরণের ফলে নিচে দেওয়া কোনটি সবচেয়ে গুরুত্বপূর্ণ হয়ে ওঠে? ,B: জ্ঞানের সঞ্চালন
নবজাগরণের ফলে নিচে দেওয়া কোনটির ওপর সবচেয়ে কম গুরুত্ব দেওয়া হয়েছিল?,A: স্বতন্ত্র অনুচিন্তা
নিচের কোন ধরনের ইন্টারনেটের ব্যবহারটি সম্পর্ক চালিয়ে যাওয়ার ইচ্ছে থেকে করা হচ্ছে না?,"C: ভ্রমণ সম্পর্কে গবেষণা

এই ধরনের ইন্টারনেট ব্যবহারের ইচ্ছে সম্পর্ক চালিয়ে যাওয়ার সাথে সরাসরি সংযুক্ত নয়। এটি সাধারণত তথ্য সংগ্রহ বা ব্যক্তিগত আগ্রহের সাথে সম্পর্কিত।"
নিচের কোন ধরনের ইন্টারনেটের ব্যবহারটি ব্যক্তিগত সম্পৃক্ততার ইচ্ছে থেকে করা হচ্ছে না?,"A: রেসিপি অনুসন্ধান করা

রেসিপি অনুসন্ধান করা একটি কার্যকলাপ যা সাধারণত ব্যক্তিগত সম্পৃক্ততার ইচ্ছে থেকে করা হয় না বরং নির্দিষ্ট তথ্য বা সমাধান পাওয়ার জন্য করা হয়। এটি ইন্টারনেটের তথ্যমূলক ব্যবহারের একটি উদাহরণ।"
কোন সময়কাল থেকে পশ্চিম ইউরোপে বাইরের প্রভাবের ওপর নির্ভরশীলতা কেটে গিয়ে নিজস্ব শৈলীর বিকাশ হতে থাকে?,A: মধ্য যুগের শেষ সময় থেকে
কোন যুগে জামাকাপড় আটকানোর জন্য বোতামের ব্যবহার প্রবর্তিত হয়? ,The correct answer is: D: মধ্য যুগ
"অনুচ্ছেদ অনুযায়ী, নিচের কোনটি পরিবেশগত সমস্যার দীর্ঘমেয়াদি সমাধান?",C: সমস্যার মূল কারণ খুঁজে বার করা
"অনুচ্ছেদ অনুযায়ী, নিচে দেওয়া সমাধানগুলির কোনটি পরিবেশগত সমস্যার লক্ষণীয় সমাধান বলে বিবেচিত হবে না?","B: সমস্যার মূল কারণ দূর করা

অনুচ্ছেদ অনুযায়ী, ""সমস্যার শিকড়টা খুঁজে বের করতে হবে এবং আমাদের তা নিষ্ক্রিয় করতে হবে"" যা মৌলিক সমাধান হিসেবে বিবেচিত হয়। অতএব, এটি লক্ষণীয় সমাধান হিসেবে বিবেচিত হবে না, বরং মূল কারন নির্ণয় করে তা সমাধান করার প্রক্রিয়া হবে।"
ইউরোপের প্রথম কোন দেশে মূলত ধর্মীয় প্রেক্ষাপটের পরিবর্তে ক্ষমতার ভারসাম্যের জন্য যুদ্ধ সংঘটিত হয়েছিল?,D: স্পেন
কোন যুদ্ধকে শেষ ‘ধর্মীয় যুদ্ধ’ বলে অভিহিত করা হয়?,A: তিরিশ বছরের যুদ্ধ
নিম্নলিখিতগুলির মধ্যে কোনটি ক্যাথলিক গির্জায় যাচাই করা হয় না?,"B: ধর্মের মূল নীতি সংশোধন করা উচিত কি না

ক্যাথলিক গির্জার প্রাথমিক প্রশ্নগুলি তাদের কার্যকলাপ এবং নীতিগুলির সাথে জড়িত হলেও, ধর্মের মূল নীতি সংশোধন করা উচিত কি না, তা সাধারণত তাদের পর্যালোচনার আওতায় পড়ে না। ধর্মের মূল নীতিগুলি পরিবর্তনের বিষয় বিশেষ গুরুত্বের কারণ এবং সাধারণত ক্যাথলিক গির্জার মৌলিক বিশ্বাসের অংশ হিসাবে অক্ষুন্ন থাকে। "
"অনুচ্ছেদ অনুযায়ী, ভার্সাইতে কাকে হত্যা করা হয়েছিল?",D: একজন রক্ষীকে
হু উন্নয়নশীল দেশগুলিকে কী করার পরামর্শ দিয়েছিলেন?,D: দূষণ সৃষ্টিকারী পূর্ববর্তী কারণগুলোকে এড়িয়ে চলা
হু কী উল্লেখ করেনি?,D: কার্বন নির্গমন কমে যাওয়ার পরিসংখ্যান
নীচের কোন ক্ষেত্রটির উদ্দেশ্যে ভীরম্যান বলেন পরিস্থিতি ভালো নয়?,B: অ্যাঙ্গোলা
"ফৌজদারি মামলার কারণে, হুহনের মন্ত্রীসভার দায়িত্ব কে নেবেন?",A: ডেভি
ফৌজদারি মামলার কারণে বাণিজ্য মন্ত্রীর পদ কে গ্রহণ করবে?,A: ল্যাম্ব
ক্যামিলি সেন্ট-সেন্স-এর অপেরা চলাকালীন শিল্পীরা দর্শকদের মধ্যে উৎসাহ জোগাতে কী করতে বলেন?,C: পারফরম্যান্সের সময় মঞ্চে তাদের সাথে যোগ দিতে
অপেরা চলাকালীন কে মাদক জয়েন্ট নিয়ে ধূমপান করে?,C: শিল্পীরা
"""লিওনভ যে """"মহাকাশ পদচারণা"""" করেছিলেন তার আর একটা নাম কী?""",C: মহাকাশযানের বাইরে মহাকাশে কার্যক্রম
লিওনভ কোন মিশনে সোভিয়েত-এর হয়ে নেতৃত্ব দেন?,B: অ্যাপোলো-সোয়ুজ
দুর্ঘটনায় কে আহত হয়েছিল?,A: গিবসন
এই দুর্ঘটনায় জড়িত ব্যক্তিদের কী হয়েছিল?,"B: একজন অক্ষত ছিল, আর একজন মারা গিয়েছিল"
"এই প্রোগ্রামে কাজ করা বিজ্ঞানীরা নিম্নলিখিত কীসের ফলে এটা হয়েছিল, তা জানতে পারবেন বলে আশা করছিলেন?",D: কৃষ্ণ পদার্থ
বিজ্ঞানীরা নিচের কোন বিষয়টি পর্যবেক্ষণ করছিলেন?,D: সাগিটারিয়াস এবং আকাশগঙ্গা ছায়াপথ
"অনুচ্ছেদের ভিত্তিতে, কোন বিষয়টি নিয়ে রক্ষণশীল ব্যক্তিরাও কোনো সমালোচনা করেন না?",C: পুনর্নির্মাণের চুক্তি কাদের দেওয়া হচ্ছে
হারিকেন ক্যাটরিনার ত্রাণ তহবিল গঠনের জন্য পুনর্নির্মাণের চুক্তির সমালোচনা কে করছেন?,B: উদারপন্থী
"অনুচ্ছেদে অনু্যায়ী, স্টারডাস্ট মহাকাশযানের আলো প্রথম কোথায় দেখা যাবে?",B: উত্তর ক্যালিফোর্নিয়া
"অনুচ্ছেদে অনুযায়ী, নিম্নিলিখিত কোন বিষয়ে স্পেশক্রাফটটি একটি রেকর্ড তৈরি করবে?",C: সবথেকে কম সময়ে পৃথিবীতে ফিরে আসবে
ডাঃ মালার বালাসুব্রামানিয়ান-এর সাথে সরোজা বালাসুব্রামানিয়ান-এর কী সম্পর্ক ছিল?,B: মেয়ে
সারা বালাসুব্রামানিয়ান-এর মৃতদেহ কোথায় পাওয়া গিয়েছিল?,C: গাড়ির ট্রাঙ্কে
ইবে কোন কোম্পানিকে কিনেছিল?,C: স্কাইপ
ইবে এটা কেনার মাধ্যমে কী অর্জন করতে চলেছে?,B: নতুন জায়গায় ব্যবসা বৃদ্ধি করতে
"অনুচ্ছেদ অনুযায়ী, লড়াইয়ের পর উঠোনে থাকা বন্দীদের সাথে কে যোগাযোগ করেনি?",D: হাসপাতাল কর্মী
নিম্নলিখিত কোন বিষয়টি শেষ পর্যন্ত বন্দীদের দাঙ্গা থেকে পিছু হটতে বাধ্য করেছিল?,B: কাঁদানে গ্যাস
"আয়াতোল্লাহ আলি খামেনেই-এর মতে, ইরানের দেশকে কী থেকে মুক্ত করা উচিত?",D: তেলের উপর নির্ভরশীলতা
"অনুচ্ছেদ অনুযায়ী, ইরানের অর্থনীতিতে নিষেধাজ্ঞার প্রভাব কে স্বীকার করেছিলেন?",A: ঊর্ধ্বতন সূত্র
নিম্নলিখিত কোনটি ফ্রান্সের ভোটদানের প্রক্রিয়ার অংশ নয়?,"D: প্রার্থীদের প্রতিনিধিদের মাধ্যমে ভোট গণনা করা

ফ্রান্সের ভোটদানের প্রক্রিয়ায় প্রার্থীদের প্রতিনিধিরা প্রতিটি অংশ দেখার জন্য পাঠানো যেতে পারে, তবে ভোট গণনা সাধারণত স্বেচ্ছাসেবীদের দ্বারা বিশেষ প্রক্রিয়া অনুসরণ করে, ভারী তত্ত্বাবধানের অধীনে করা হয়, প্রার্থীদের প্রতিনিধিদের মাধ্যমে নয়।"
ভোটাররা তাদের পছন্দের প্রার্থীকে কোথায় চিহ্নিত করে?,B: আগে থেকে প্রিন্ট করা কাগজের একটি শীটে
কি কারণে অ্যালেন আট বছর ধরে মুশাসিকে খুঁজছিলেন?,D: যুদ্ধের প্রতি তার আগ্রহের জন্য
"অনুচ্ছেদ অনুযায়ী, অ্যালেন তার বেশিরভাগ সম্পদ কীসের ওপর ব্যয় করেছিলেন?",B: সামুদ্রিক অনুসন্ধানে
"অনুচ্ছেদ অনুযায়ী, নিম্নলিখিতগুলির মধ্যে কোনটি সম্ভবত কারখানার মধ্যে এবং তার আশেপাশে বস্তুকে বিপজ্জনক অবস্থার দিকে পরিচালিত করে?",A: ইউরেনিয়াম ফুয়েল
কারখানার ঘটনার পর স্থানীয় বাসিন্দাদের পরামর্শ দেওয়া নিরাপত্তা টিপসের মধ্যে কোনটি এর মধ্যে নয়?,C: সাদা ধোঁয়ার শ্বাস না নেওয়া
"ডাঃ মোলের মতে, এক্সডিআর-টিবি সম্পর্কে সবথেকে উদ্বেগজনক বিষয় কী?","ডাঃ মোলের মতে, এক্সডিআর-টিবি সম্পর্কে সবথেকে উদ্বেগজনক বিষয় হল:

D: এর ফলে উচ্চ মৃত্যুর হার"
নতুন বৈচিত্র্যটি কতজন রুগীকে সংক্রমিত করেছিল বলে হাসপাতাল কর্মীরা জানিয়েছিলেন?,B: 2 জন
কী ধরনের প্রযুক্তি নেক্সটজেন সিস্টেম ব্যবহার করে?,A: স্যাটেলাইট ভিত্তিক প্রযুক্তি
নেক্সটজেন কীভাবে সরাসরি এয়ার ট্র্যাফিক কন্ট্রোলারদের উপকৃত করে?,B: আরো সুনির্দিষ্ট এয়ারক্রাফট লোকেশনের মাধ্যমে
"অনুচ্ছেদ অনুযায়ী, ঐতিহাসিকরা কীসের ওপর নজর দেওয়ার জন্য এফবিআই-এর সমালোচনা করেননি?",C: পর্নোগ্রাফি কেসগুলির উপর বেশি নজর
অশ্লীলতার বিষয়গুলি এফবিআই-কে কী করতে বাধ্য করে?,D: পর্নোগ্রাফি মামলাগুলির জন্য এজেন্ট নি্যুক্ত করতে
জেএএস 39সি গ্রিপেনের দুর্ঘটনায় সাহায্য করা আগুন নেভানোর গাড়িটির কী হয়েছিল? ,B: এটি গড়িয়ে পড়ে গিয়েছিল
জেএএস 39সি গ্রিপেন বিধ্বস্ত হওয়ার পর বিমানবন্দরটি কীসের জন্য বন্ধ ছিল?,A: বাণিজ্যিক বিমান
ইরানী বিপ্লবের সময় ব্রজেজিনস্কি কার উপদেষ্টা হিসাবে কাজ করেছিলেন?,C: কার্টার
কে 1977 সাল পর্যন্ত জাতীয় নিরাপত্তা উপদেষ্টার পদে অধিষ্ঠিত ছিলেন?,B: কিসিঙ্গার
নিচের কোনটি পার্তিজান বেলগ্রেডের সাথে বোবেকের কর্মজীবনকে সঠিকভাবে প্রতিফলিত করে না?,"A: দলের হয়ে খেলার সময় তিনি 468 টিরও বেশি গোল করেছেন

This statement does not correctly reflect Bobek's career with Partizan Belgrade as mentioned in the given passage. It is stated that he scored 403 goals in 468 matches, not 468 or more goals."
পার্তিজান বেলগ্রেডের সাথে বোবেকের ইতিহাস সম্পর্কিত কোন বক্তব্যটি সত্য?,A: তিনি 1945 সালে পার্তিজানের হয়ে খেলা শুরু করেন
"অনুচ্ছেদ অনুযায়ী, কোন বৈশিষ্ট্যটি ভেলোসিরাপটরকে হেস্পেরনিচাস-এর থেকে আলাদা করে?",B: এর দ্বিতীয় নখটি বেশি বড়ো
হেস্পেরনিচাস শব্দের অর্থ প্রজাতিটির কোন শারীরিক বৈশিষ্ট্য থেকে নেওয়া হয়েছে?,A: থাবা
শুটিং সংক্রান্ত নিচের কোন বক্তব্যটি সত্য?,D: বাফেলোতে গুলি চালানো হয়
যেখানে গুলি চলেছে সেখানে ঘটা ঘটনা সম্পর্কে কোন বিবৃতি সঠিক?,A: এটি বাফেলোতে একটি বিয়ে বার্ষিকীর পার্টিতে ঘটেছিল
"অনুচ্ছেদ অনুযায়ী, লুনো সম্পর্কে কর্মকর্তাদের মধ্যে প্রাথমিক উদ্বেগ কী ছিল?",C: ফুয়েল স্পিলেজ
"অনুচ্ছেদ অনুযায়ী, লুনোর ভেঙ্গে পড়া সম্পর্কে নিম্নলিখিত বিবৃতিগুলির মধ্যে কোনটি সত্য নয়?",B: ভেঙ্গে পড়ার সময় জাহাজটিতে 100 মিটার জ্বালানি তেল ছিল
কত দশকে আলজেরিয়া স্বাধীনতা লাভ করেছিল?,C: 1960-এর দশক
শেষকৃত্যের অনুষ্ঠানের জন্য টেলিভিশনের পর্দা কোথায় স্থাপন করা হয়নি?,D: সেন্ট পিটার্স স্কোয়ারে
শেষকৃত্যের অনুষ্ঠানটি কোথায় অনুষ্ঠিত হয়েছিল?,C: সেন্ট পিটার্স স্কোয়ারে
বিস্ফোরণের পর গুরুতরভাবে জখম হওয়ার জন্য কাকে চিকিৎসা করা হয়েছিল?,B: কাউকে না
গ্যাস লিকের বিষয়টি কে জানিয়েছিল?,A: বিল্ডিং-এর একজন প্রতিবেশী
"অনুচ্ছেদ অনুযায়ী, হামলায় কতজন ব্যক্তি মারা গিয়েছিল?","The correct answer is:

B: 2 জন"
হামলার সময় কার অস্ত্র কোনও এক সময়ে ব্যর্থ হয়েছিল?,B: উকা
কোন খেলাটিকে অলিম্পিক প্রোগ্রাম থেকে বাদ দিয়ে দেওয়া হয়?,C: বেসবল
নিচের কোন খেলাটিকে আন্তর্জাতিক অলিম্পিক কমিটি খেলার অন্তর্ভুক্ত করার জন্য ভোট দিয়েছিল?,C: রাগবি ইউনিয়ন
"আর্থার গিনেস, সেন্ট জেমস গেট ব্রিউয়ারিটি কত বছরের জন্য লিজ দিয়েছিলেন?",D: 9000
গিনেস থেকে প্রতি বছর প্রায় কত বিলিয়ন ডলার আসে?,C: 14
ইউরোপীয় ইউনিয়নের কতগুলি দেশে এইচ5এন1 ভাইরাস পাওয়া গিয়েছে?,C: সাত
শেষবারের মতো কোথায় এইচ5এন1 ভাইরাস পাওয়া গিয়েছে?,A: ফ্রান্স
শান্তিরক্ষীদের মাধ্যমে রোগটি ছড়িয়ে পড়ার আগে হাইতি শেষ কখন এই রোগের সম্মুখীন হয়েছিল?,A: 1800-এর দশকে
কোন স্থানের নোংরার স্তূপ থেকে এই রোগ ছড়িয়েছিল?,B: জাতিসংঘের ক্যাম্প
আইরিশ সরকার কী করার পরিকল্পনা করছে?,B: মাদকের অনুমোদনের বিষয়ে আরও কঠোর আইন প্রবর্তন করা
আয়ারল্যান্ডে সাময়িকভাবে কী বৈধ ছিল?,D: মাদক
সন্দেহভাজন অপরাধীকে কীসের কারণে তদন্ত করা হচ্ছে?,A: অনধিকারপ্রবেশ
"চিহ্ন পরিবর্তন করার সময়, সন্দেহভাজন ব্যক্তি কী করেনি?",C: এটিকে শারীরিকভাবে ক্ষতি করা
"অনুচ্ছেদ অনু্যায়ী, ইংরেজ গৃহশিক্ষক কার্নো নিম্নের কোন বিষয়টির জন্য অভিযুক্ত ছিলেন না?",B: একজন শিক্ষার্থীর সাথে ডেটিং করা
"অনুচ্ছেদ অনু্যায়ী, রোল্যান্ডো মেন্ডোজা কাকে আটক করেনি?",C: কয়েকটি শিশু
"অনুচ্ছেদটির ভিত্তিতে, কোন হোস্টেজদের তাড়াতাড়ি মুক্তি দেওয়া হয়েছিল বলে নিশ্চিত করা হয়নি?",C: ফটোগ্রাফারদের
"অনুচ্ছেদটির ভিত্তিতে, ব্রাজিলে সমকামী বিবাহকে বৈধ করার সমর্থনে কারা স্বাক্ষর সংগ্রহ করছেন?",A: বিক্ষোভকারীরা
বিক্ষোভকারীরা কার কাছে তাদের আবেদন জমা দেবেন?,C: ব্রাজিলের জাতীয় কংগ্রেস
"আর্মান্ড ভার্সেসের বিবরণ অনুসারে, ভিড়ের আবহাওয়ায় প্রতিক্রিয়া শুরু করার ঠিক আগে কী ঘটেছিল?",C: প্রবল বেগে বাতাস বইছিল
"ভার্সেসের মতে, সবচেয়ে প্রবল বেগে বাতাস কখন বইছিল?",A: প্রদর্শনী শুরু হওয়ার কয়েক মিনিট পর
"ফ্রেডের আগে, 35°W এর পূর্বে কতবার বড় ঝড় দেখা গিয়েছিল?",C: দুইটি
"ফ্রেড যখন কেপ ভার্দে দ্বীপপুঞ্জের কাছে ছিল, তখন এটি কোন দিকে এগিয়ে যাচ্ছিল?",D: উত্তর-পশ্চিম
এর মধ্যে কোনটিতে পূর্ব সংস্করণের তুলনায় বেশি গতি রয়েছে?,A: 802.11n
802.11b-এর সাথে ব্যাকওয়ার্ড কম্পেটিবল হওয়ার জন্য 802.11n-এর কী প্রয়োজন?,The correct answer is: D: ডুয়াল রেডিও
অলিম্পিকের স্বর্ণপদক বিজয়ী কমনওয়েলথ গেমসে সাঁতারের কতোগুলি ইভেন্টে অংশ নেওয়ার কথা ছিল?,A: পাঁচটি
কেন অলিম্পিক স্বর্ণপদক বিজয়ী তার ব্যথার ওষুধ নিচ্ছিলেন না?,D: কমনওয়েলথ গেমসে এটি অনুমোদিত নয়
"অনুচ্ছেদ অনুযায়ী, ভূমিকম্পের কার্যকলাপ সম্পর্কে বিভ্রান্তির কারণ কী হতে পারে?",A: কালো মেঘের উপস্থিতি
"অনুচ্ছেদ অনুযায়ী, একটি পর্যায়ের পরিবর্তন কখন ঘটেছিল?",C: 10 মার্চে
