question,gemini_answer
X’ma jissemmiex fis-silta bħala xi ħaġa li wieħed jista’ jorbot mal-kastelli taż-żminijiet tan-nofs?,1
Liema minn dawn li ġejjin ma tissemmiex fis-silta bħala riħa jew ħoss li l-fdalijiet tal-kastelli jistgħu jwassluk taħseb fihom?,3
Liema minn dawn li ġejjin hija deskrizzjoni preċiża tal-Kastell Kirby Muxloe?,2
Liema minn dawn il-karatteristiċi tal-bini tal-Kastell Kirby Muxloe jistgħu jitqiesu mhux tas-soltu għaż-żmien imsemmi fis-silta?,1
"Skont is-silta, liema minn dawn li ġejjin ikun tal-ikbar siwi għal ġerrej li qed iħejji għall-istaġun li ġej?",4
"Skont is-silta, liema minn dawn li ġejjin huwa l-iktar importanti għal ġerrej mill-aqwa tat-tlielaq ta’ nofs mil?",1
"Għal atleta, liema minn dawn li ġejjin ma jistax jinkiseb biss minn dieta?",3
"Skont is-silta, liema minn dawn mhux meqjus mezz tajjeb għall-atleti żgħażagħ biex jiksbu iktar sodisfazzjoni mill-isport tagħhom?",2
"Skont is-silta, għaliex hemm ċans ikbar li ġerrej ta’ tiġrijiet b’distanza nofsanija jixtri apparat iktar għali?",1
"Skont is-silta, x’inhu meħtieġ għal tiġrijiet b’distanzi nofsanija?",3
Min sab ir-reżonanza magnetika nukleari? ,3
F’liema sena ngħata l-ewwel brevett għar-reżonanza magnetika nukleari? ,2
"Skont is-silta, liema minn dawn għandhom ikunu kapaċi jifhmu ħafna n-nies biex jifhmu l-imġiba fiżika tal-oħrajn?",1
"Skont is-silta, il-fehim tal-perċezzjoni jgħin lin-nies jagħmlu xiex?",1
"Skont is-silta ,liema minn dawn hija taqsira preċiża tal-iskop ewlieni tal-intelliġenza artifiċjali?",4
"Skont is-silta, ma’ liema minn dawn li ġejjin tintrabat l-iktar l-intelliġenza artifiċjali?",1
"Skont is-silta, liema minn dawn huma vantaġġ għal xi ħadd li jaħseb b’mod konverġenti?",4
"Skont is-silta, liema minn dawn li ġejjin mhux meqjus bħala xi ħaġa marbuta mal-istil tal-ħsieb konverġenti?",2
"Skont is-silta, liema minn dawn li ġejjin mhix meqjusa mikroespressjoni?",4
Liema minn dawn l-istqarrijiet dwar l-interpretazzjoni tal-mikroespressjonijiet mhix vera?,3
Liema minn dawn kisbu importanza ikbar minħabba r-Rinaxximent? ,3
Liema minn dawn tilfu l-importanza tagħhom minħabba r-Rinaxximent?,1
Liema minn dawn li ġejjin ma tistax titqies bħala motivazzjoni biex tuża l-internet biex iżżomm kuntatt?,3
Liema minn dawn li ġejjin ma tistax titqies bħala motivazzjoni biex tuża l-internet għal raġunijiet personali?,4
F’liema żmien l-Ewropa tal-punent waqfet tikkopja stili oħra u bdiet tfassal l-istil tagħha stess?,1
L-użu tal-buttuni biex tagħlaq il-ħwejjeġ beda minn xiex? ,3
"Skont is-silta, liema minn dawn li ġejjin tista’ titqies soluzzjoni sostenibbli fit-tul għall-problemi tal-ambjent?",3
"Skont is-silta, liema minn dawn is-soluzzjonijiet li ġejjin ma tistax titqies bħala trattament għas-sintomi tal-problemi tal-ambjent?",2
F’liema pajjiż seħħet l-ewwel gwerra fl-Ewropa li r-raġuni warajha kienet il-bilanċ tal-poter u mhux ir-reliġjon?,4
Liema gwerra kultant titqies bħal l-aħħar “gwerra reliġjuża”?,1
Liema minn dawn il-mistoqsijiet ma kinetx qed tiġi mifquda fil-Knisja Kattolika?,2
"Skont is-silta, min ġie maqtul ġewwa Versailles?",4
Liema minn dawn li ġejjin ma ġewx imposti fuq ir-Re u r-Reġina mill-folla?,2
Liema minn dawn li ġejjin ma seħħitx minħabba l-użu mhux tas-soltu tal-bastimenti tal-gwerra Brittanniċi?,3
Liema minn dawn li ġejjin ma tiddeskrivix eżatt l-imblokk navali Brittanniku kontra l-Ġermanja?,4
"Skont is-silta, min għandu ċans ikbar li jikseb djanjosi ta’ Sklerożi Multipla?",1
"Skont is-silta, dawk li jagħmlu eżerċizzju fiżiku ta’ sikwit, fejn kienu jeħtieġu iktar għajnuna?",1
"Skont is-silta, kif jintlagħab il-fencing?",4
"Skont is-silta, liema minn dawn li ġejjin huwa l-aqwa sinjal li ġismek issemmem?",4
"Skont is-silta, liema għandu jkun l-ewwel pass int u tistudja vittma?",1
Liema minn dawn l-istqarrijiet li ġejjin ma tispjegax b’mod ċar il-proċess tal-qies ta’ vittma?,1
Liema mill-bidliet li wasslet għalihom ir-Rivoluzzjoni Franċiża kellha effett importanti fuq il-ħaddiema?,2
"Wara r-Rivoluzzjoni Franċiża, is-suċċess fil-militar u xogħlijiet oħra kien imsejjes inqas fuq xiex?",2
Liema servizz pubbliku jwassal għall-ikbar numru ta’ lmenti fil-pajjiżi żviluppati?,3
"Skont is-silta, x’jista’ jingħad dwar is-sistemi tat-trasport pubbliku?",3
"Skont is-silta, liema minn dawn li ġejjin tista’ tkun iebsa li titqies minħabba li l-imġiba tax-xufiera ma tistax titbassar?",4
Liema minn dawn jintużaw meta tkun qed issir stampa matematika tal-imxija tat-traffiku?,4
X’użaw Hershey u Chase biex iħawlu d-DNA tagħhom? ,4
Il-kapaċità li mutazzjoni tgħaddi għall-ulied tiddependi minn xiex?,1
"Skont l-informazzjoni tas-silta, liema huma dawk l-effetti li l-mutazzjonijiet ma jagħmlux użu minnhom?",1
Liema minn dawn li ġejjin ma kinetx raġuni għaliex il-kulturi tal-qedem kienu jrabbu l-mogħoż?,2
L-għan tal-golf huwa li tuża kemm jista’ jkun ftit xiex?,2
"F’korsa tal-golf, fejn jinqata’ iqsar il-ħaxix?",1
Ħafna drabi xi jkun l-iskop ta’ esperiment?,1
"Skont is-silta, x’ma jgħinx fir-riċerka?",1
"Skont is-silta, liema stqarrija dwar it-trombi tal-arja mhux vera?",3
"Skont is-silta, liema minn dawn l-istqarrijiet hija vera għall-biċċa l-kbira tat-trombi tal-arja?",4
Liema minn dawn li ġejjin bdew jagħmlu n-nies fis-seklu 16?,4
Il-bniedem kemm ilu jkabbar l-oġġetti bil-lentijiet?,3
"Skont is-silta, xi jgħid l-għar ta’ Mohammed dwar il-valuri u t-twemmin spiritwali tiegħu?",1
"Skont is-silta, għaliex beda jintuża l-ħadid?",4
"Skont is-silta, għaliex ir-roti tal-injam inbidlu b’roti tal-ħadid?",4
"Skont is-silta, x’kien ifassal lin-nies ta’ żmien ir-Romantiċiżmu?",2
Liema minn dawn l-istqarrijiet ma tagħtix idea ġenerali tad-determiniżmu teknoloġiku? ,1
"Skont is-silta, liema minn dawn mhux marbut mal-ġbid tal-ark?",1
"Skont is-silta, liema minn dawn marbut ma’ ħoss iktar ħlejju?",3
Il-fossili juruna li l-idejn maż-żmien evolvew biex jintużaw għal liema minn dawn li ġejjin?,1
Liema minn dawn li ġejjin tiddeskrivi l-aħjar il-falanġi taċ-chimpanzee? ,3
L-għażla tneħħi l-varjazzjoni ġenetika ġdida minn liema ġabra ta’ ġeni?,4
Liema proċess iwassal għaż-żieda fil-varjazzjoni ġenetika?,3
"Skont l-informazzjoni mogħtija fis-silta, liema minn dawn għandhom jittieklu mill-primati jekk ikollhom “problema bil-proteini”?",1
"Skont is-silta, liema minn dawn il-problemi mhix minħabba nuqqas ta’ aċti amini essenzjali?",1
X’jagħmlu l-membri ta’ xi sottokultura biex juru li huma wkoll membri tal-grupp?,1
"Skont it-teorija msemmija fis-silta, x’jista’ jiġri lil tifel jew tifla li tqis ruħha parti minn minorita li hija preġudikata għax titqies li hija ta’ theddida għall-oħrajn?",2
"Skont is-silta, l-għarfien tal-preġudizzji razzjali ta’ tifel jew tifla jista’ jkollhom effett fuq liema minn dawn li ġejjin?",2
"Skont is-silta, liema minn dawn li ġejjin mhix marbuta mat-trobbija ta’ tifel/tifla ferali?",2
"Skont is-silta, liema minn dawn li ġejjin hija deskrizzjoni preċiża tal-imġiba ferali fit-tfal?",2
"Skont is-silta, liema minn dawn li ġejjin mhix marbuta ma’ biedja msejsa fuq is-sussistenza?",2
Liema minn dawn li ġejjin tiddeskrivi eżatt x’inhi l-biedja msjejsa fuq is-sussistenza?,4
Żjara f’mużew taqa’ taħt liema kategorija ta’ turiżmu?,3
"Skont is-silta, liema tista’ tkun ta’ prijorità għal dawk li jivvjaġġaw għall-mistrieħ?",2
Liema tissemma fis-silta bħala xi ħaġa li għenet tnaqqas il-biża’ mill-bidla fil-knisja tal-post?,1
"Skont is-silta, x’jikseb wieħed meta jifhem l-istorja tiegħu?",3
Liema minn dawn l-istqarrijiet jiddeskrivi l-aħjar il-metodu tat-tagħlim postmodernista?,4
Liema minn dawn l-istqarrijiet li ġejjin ma jiddeskrivux preċiżament mod tat-tagħlim post modernista?,2
"Wara li tqum minn raqda normali apposta, liema minn dawk ixekkel il-proċess tal-irqad?",3
Liema minn dawn mhux deskrizzjoni preċiża tat-tfixkil fl-irqad?,4
"Hekk kif il-moħħ jipprova joħlom b’mod konxju, x’jiżdied?",4
Liema minn dawn l-effetti ħżiena li ġejjin jistgħu jseħħu minħabba l-ħolm konxju?,1
"Skont is-silta, fiex jixtiebhu t-timijiet li jaħdmu wiċċ imb wiċċ u dawk virtwali?",1
"Skont is-silta, liema stqarrija dwar it-timijiet li jaħdmu wiċċ imb wiċċ u dawk virtwali mhix vera?",1
Liema minn dawn li ġejjin mhix xi ħaġa li t-teoriji tal-kontenut jissejsu fuqha?,1
Liema minn dawn mhux marbuta taħt ir-regoli tat-terzi?,1
Liema minn dawn li ġejjin ma tiddeskrivix il-fotografija tax-xorta 35mm?,3
"Skont is-silta, hekk kif il-manifatturi qed iżidu l-kwalità tal-lentijiet, kif tjiebu l-lentijiet għat-tkabbir?",3
"Skont l-informazzjoni tas-silta, meta għandek tagħżel lenti tat-tkabbir minflok lenti ewlenija?",4
Liema minn dawn ma jistax jitqies deskrizzjoni preċiża tal-Mistiċiżmu?,4
"Skont is-silta, liema minn dawn mhux l-għan tal-Mistiċiżmu?",2
"Skont is-silta, min seta’ ta bidu għas-soċjetajiet tal-biedja?",3
"Skont is-silta, il-grupp li kien jikkaċċja l-moa kienu l-ewwel nies li joqogħdu f’liema post?",1
F’liema xenarju l-użu tal-metodu Pureland għall-origami se jgħin lit-tewwej?,4
Liema minn dawn li ġejjin mhix deskrizzjoni preċiża ta’ origami Pureland?,1
"Skont is-silta, liema post mhux marbut mal-Ġens tal-Wied Indus?",3
Liema minn dawn li ġejjin ma jissemmiex bħala isem ta’ ġens ta’ żmien il-bronż fis-silta?,3
"Skont is-silta, liema minn dawn iwassal għal benefiċċju fit-tul?",1
"Skont is-silta, liema minn dawn jistgħu jingħataw prijorità jekk xi ħadd iħares lejn il-vantaġġi li jistgħu jinkisbu minnufih?",4
"Skont is-silta, min ħallas għall-biċċa l-kbira tan-nefqiet tal-gwerra?",4
Xi żmien kien hemm qabel żmien it-Templari?,3
Liema żmien ġie wara żmien it-Templari?,1
Liema trattament jew proċedura medika ma tissemmiex bħala waħda li tintuża mit-tobba u l-kirurgi fi żmien l-Imperu Ruman?,1
"Skont is-silta, liema minn dawn li ġejjin mhux marbuta mal-kisbiet magħmula fil-qasam tal-mediċini fi żmien l-Imperu Ruman?",3
Fuq xiex inhi msejsa l-ħila li tara?,1
Fuq xiex tiddependi d-differenza fl-istruttura tal-għajnejn bejn l-organiżmi?,2
"Skont is-silta, liema stqarrija dwar is-Sikiżmu ma tagħtix stampa ċara tar-reliġjon?",2
"Skont is-silta, liema minn dawn li ġejjin jista’ jitqies bħala wieħed mis-sisien tat-twemmin Sik?",1
"Skont is-silta, liema minn dawn it-tfal b’ADD jsibuha diffiċli jiffukaw fuqu?",1
"Skont is-silta, għaliex it-tfal b’ADD għandhom tendenza li jġibu ruħhom b’mod riskjuż?",4
"Skont l-informazzjoni tas-silta, liema minn dawn mhux eżempju ta’ scaffolding?",3
Liema minn dawn li ġejjin mhux deskrizzjoni preċiża tal-kunċett ta’ scaffolding?,3
"Skont is-silta, liema faċilità ta’ MySpace tista’ tgħin lill-istudenti li jsibuha bi tqila jaqraw?",1
"Skont is-silta, liema minn dawn ma kinux parti mit-tweġiba ta’ Krushchev għall-protesti tal-ħaddiema?",3
Liema minn dawn ma kienx parti mir-raġunijiet għall-protesti fil-Polonja?,1
"Skont is-silta, liema minn dawn ma kellhiex effett fuq ir-rabtiet bejn l-Unjoni Sovjetika u l-Istati Uniti tal-Amerka?",1
Liema minn dawn li ġejjin mhix deskrizzjoni preċiża tal-iskop tas-sinjali tas-sistema nervuża fil-ġisem?,1
X’hemm fil-Qortin ta’ Gaza?,2
X’kien l-iskop tal-Piramida l-Kbira?,2
"Skont dak li nafu, min qabbad in-nar li qered it-tempju?",1
Liema stqarrija dwar il-bini mill-ġdid tat-tempju ta’ Artemis hija preċiża?,2
"Skont is-silta, f’liema żmien kien speċji mxiet għall-ewwel darba fuq żewġ saqajn?",1
Liema minn dawn l-ispeċji kienu jimxu ta’ sikwit fuq żewġ saqajn?,2
X’kienet qed tipprova tagħmel il-marina Ġermaniża fi żmien it-tieni gwerra dinjija?,2
"Skont l-informazzjoni mogħtija fis-silta, min kiseb l-ikbar suċċess fil-ġlied bil-bastimenti waqt il-Kampanja tal-Atlantiku tal-Punent?",1
Liema ma kienx jeżisti meta l-Assirjani bdew jirkbu ż-żwiemel?,1
Kif jiġu miġġielda l-ġlidiet fejn jintużaw iż-żwiemel?,3
"Skont is-silta, x’ma kienx jagħmel ċ-ċittadin medju Babilonjan?",4
Liema minn dawn li ġejjin kienu maħsuba biss għall-qassisin?,2
Kif kiseb il-fama tiegħu Tutankhamun?,3
X’wassal biex Tutankhamun isir sultan Eġizzjan magħruf?,1
X’ma setax jagħmel il-poeta Grieg Omeru?,1
Liema Grieg famuż huwa magħruf għal xi ħaġa oħra ħlief għal-letteratura?,3
Fejn kienet tqatta’ l-biċċa l-kbira tal-ħin tagħha l-familja Lhudija?,1
Liema ma kienx daqshekk importanti għall-familja Lhudija?,3
Liema minn dawn mhux meqjus bħala differenza bejn il-pajjiżi Skandinavi?,2
Min kienu l-ewwel nies li ħakmu Greenland?,1
Liema grupp ta’ nies kien jagħżel li jiekol mingħajr siġġijiet?,3
Liema minn dawn li ġejjin ma kinux ikunu parti minn festa ta’ Ruma tal-qedem?,4
"Skont is-silta, liema minn dawn li ġejjin ma tantx għandha ċans li jkollha impatt fit-tul?",2
"Skont is-silta, x’irid ikun hemm qabel jifforma nazzjon?",3
Liema stqarrija dwar Drukgyal Dzong mhix vera?,1
Liema stqarrija tiddeskrivi preċiżament x’ġara wara n-nar li ħakem id-Drukgyal Dzong?,3
Liema minn dawn l-istqarrijiet li ġejjin dwar il-Kambodja hija vera?,4
Liema minn dawn l-istqarrijiet li ġejjin tiddesrivi preċiżament l-invażjonijiet tal-Kambodja?,4
Liema minn dawn li ġejjin ma saritx mid-Dutch East India Company fiż-żmien li qattgħu ġewwa t-Tajwan?,4
Għal xiex wassal it-Trattat ta’ Shimonoseki?,4
Kif jitkejjel il-livell pH ta’ sustanza?,3
Xi tneħħa mill-joni tal-idroġenu?,4
Liema minn dawn l-istqarrijiet ma tiddeskrivix eżattament grupp ta’ ljuni?,3
Liema minn dawn l-istqarrijiet li ġejjin ma tiddeskrivix eżattament l-imġiba tal-iljuni?,4
Il-fniek jiġu kkaċċjati l-iktar minn liema predatur?,3
Il-qtates iż-żgħar ħafna drabi jikkaċċjaw liema minn dawn li ġejjin?,1
Liema minn dawn mhux tattika tal-kaċċa li juża l-oċelott?,4
Liema minn dawn li ġejjin ma tiddeskrivix preċiżament oċelott? ,3
Liema minn dawn li ġejjin ma jistgħux jitqiesu bħala waħda mill-aqwa ħiliet ta’ tigra?,1
"Skont il-silta, x’inhi d-differenza bejn l-iljuni u t-tigri?",2
"Skont is-silta, x’għamel qabel bijologi oħra Robert Hooke?",1
Xi tfisser il-kelma “ċellula”?,2
"Skont is-silta, il-biċċa l-kbira tal-annimali għandhom liema ħila?",2
"Skont is-silta, x’m’għandhomx ċerti annimali?",3
X’jgħin lix-xtieli fil-proċess tal-fotosintesi?,4
X’joħroġ meta n-nies jonfħu u x-xtieli jieħduh bħala nifs?,4
"Skont is-silta, liema minn dawn l-eżempji jfixklu l-proċess tal-evoluzzjoni?",1
Liema minn dawn l-istqarrijiet mhux deskrizzjoni preċiża tal-proċess ta’ speċjazzjoni? ,1
Liema parti mis-sistema taċ-ċirkolazzjoni twassal id-demm għall-qalb?,4
Liema tubi huma l-iżgħar fis-sistema ċirkolatorja?,1
Il-ħila ta’ insett li jitni l-ġwienaħ lura jżid liema minn dawn li ġejjin?,2
Liema minn dawn li ġejjin ma tissemmiex fis-silta bħala xi ħaġa li marbuta mal-ħila tal-insett li jtir?,2
Liema minn dawn il-karatteristiċi ma ssibhiex ta’ sikwit marbuta mad-dinosawri?,1
Liema minn dawn li ġejjin mhix komunament meqjusa bħala karatteristika kemm tal-għasafar kif ukoll tad-dinosawri?,3
"Skont is-silta, liema parti mix-xitla ċikada wisq probabbli kien jiekol it-Triċeratops?",2
"Skont is-silta, liema minn dawn li ġejjin wisq probabbli kien jiekol Triċeratops? ",2
"Skont is-silta, liema minn dawn l-isport li ġejjin wisq probabbli l-iktar popolari fir-reġjuni ta’ fuq nett tal-Italja?",3
"Skont l-informazzjoni mogħtija fis-silta, liema minn dawn l-isport wassal għal rebħa ta’ kampjonat dinji għall-Italja?",1
Wara liema avveniment xi parti tal-Lussemburgu ngħaqdu mal-Belġju?,2
Liema minn dawn li ġejjin kellhom effett fuq in-newtralità tal-Lussemburgu?,1
Kemm-il kilometru kwadru mill-art tat-Turkija jinsab fl-Ewropa?,4
"Skont is-silta, kemm-il mil hi twila t-Turkija?",4
F’liema sitwazzjonijiet jintuża l-ilsien Latin ġewwa l-Belt tal-Vatikan?,1
F’liema sitwazzjonijiet ma jintużax l-ilsien Taljan ġewwa l-Belt tal-Vatikan?,3
"Skont is-silta, liema minn dawn li ġejjin imur aħjar meta l-mixing tal-ħoss iseħħ fuq kompjuters sofistikati?",1
"Skont is-silta, il-biċċa l-kbira tad-djar f’liema post għandhom toilets li jifflaxxjaw?",1
F’liema minn dawn il-postijiet li ġejjin konna nsibu sistemi ta’ drenaġġ avvantazi?,1
Liema minn dawn li ġejjin iwasslu biex skater idur?,1
"Skont is-silta, liema minn dawn tiddeskrivi preċiżament il-vojt li jinsab fuq ix-xafra tal-iskates moderni?",2
"Skont is-silta, liema proċess iħalli l-atomi jeħilsu mill-enerġija żejda li ġejja mid-dawl?",4
Xi jwassal biex atomu jitlef foton?,1
"Skont is-silta, xi jwassal biex bozza tad-dawl tieqaf taħdem?",3
Liema minn dawn li ġejjin jista’ jkun perikoluż li tmissu int u tibdel bozza tad-dawl?,3
"Skont is-silta, x’jiġri meta nukleju jinqasam?",2
Liema minn dawn li ġejjin jirrifletti s-sejħiet fil-bogħod lejn id-dinja?,2
Liema minn dawn jintuża biex jittellgħu t-teleskopji fl-ispazju?,2
X’għandek tqis dwar avveniment ċikliku biex tkejjel il-ħin?,2
"Skont is-silta, għal liema parti minn avveniment jintuża l-ħin biex jitkejjel?",1
"Skont is-silta, liema minn dawn li ġejjin jitqies normali għal werriet tas-saltna?",2
"Skont l-informazzjoni mogħtija fis-silta, Karlu kien l-ewwel wieħed li għamel xiex?",3
Minn liema pajjiż kienet ġejja l-flotta Trygvasson?,4
F’liema żmien tal-istorja l-Ġermanja kellha effett kulturali kbir fuq l-Estonja?,2
L-ilsien Estonjan kien influwenzat minn xiex?,2
"Skont is-silta, in-numru ta’ kelliema nattivi tal-ilsien Ħindi jvarja skont xiex?",1
Liema minn dawn li ġejjin hija stqarrija vera dwar l-ilsna Ħindi u Urdu?,2
Liema minn dawn li ġejjin mhux fatt preċiż dwar l-alfabet Hanguel?,1
L-alfabet Hunmin Jeongeum maż-żmien inbidel għal xiex?,2
"Skont is-silta, liema ilsna ssejsu fuq is-Sanskrit?",4
"Skont is-silta, l-użu tas-Sanskrit naqas minħabba xiex?",4
"Skont is-silta, liema minn dawn huwa stqarrija preċiża dwar il-gravità fuq Io?",4
"Skont is-silta, liema minn dawn l-istqarrijiet jiddeskrivu preċiżament is-saff ta’ barra tal-Qamar?",3
"Skont is-silta, fejn hija l-eħxen qoxra tal-qamar?",3
"Skont is-silta, liema minn dawn li ġejjin titwemmen minn ċerti nies?",3
X’jirqaq iktar ma timxi ‘l bogħod mill-qalba tax-xemx?,3
"Skont is-silta, liema parti tax-xemx tista’ taraha mid-dinja?",3
Liema minn dawn l-osservazzjonijiet għenu biex jikkonfermaw it-teorija ta’ Koperniku?,1
Liema minn dawn li ġejjin ġiet osservata minn Galileo Galilei fl-1610?,2
"Skont is-silta, minn fejn tiġbor l-ilma tagħha x-xmara Amazon?",1
Liema mogħdija tal-ilma tgħaddi fix-xmara Amazon?,2
Liema xorta ta’ xogħol imsemmi fis-silta jħaddem l-inqas għadd ta’ nies?,1
"Skont is-silta, liema minn dawn l-oqsma li ġejjin tħaddem l-ikbar għadd ta’ Veneżwelani?",1
"Skont is-silta, x’jistgħu jagħmlu l-kwiekeb grazzi għall-fużjoni?",3
Liema minn dawn li ġejjin jinħolqu minn reattur ta’ fużjoni siewi?,4
Kif inhu mibni l-ilma?,4
"Meta l-ilma jibdel il-forma, x’jibqa’ l-istess?",1
"Skont is-silta, liema minn dawn li ġejjin ma kinitx problema għal tlettax-il stat huma u jippruvaw jgħaddu xi liġijiet?",1
"Skont is-silta, liema stqarrija tiddeskrivi preċiżament l-istat tal-gvern ċentrali waqt il-Gwerra Rivoluzzjonarja?",1
Kif inhuma miktuba l-kliem fuq in-naħa ta’ wara tad-Dikjarazzjoni tal-Indipendenza?,3
Singapore magħrufa għal liema minn dawn li ġejjin?,1
X’inhu l-Vanda Miss Joaquim?,2
"Skont is-silta, liema karatteristika tal-piramidi ta’ Giża ma kinitx se timpressjona lill-Eġizzjani tas-Saltna l-Ġdida?",2
"Skont is-silta, minn fejn jiġu l-erbivori fit-tiftixa tagħhom għax-xita?",2
"Skont is-silta, minn liema żona jitilqu l-erbivori f’April?",2
Operation Sealion kienet l-invażjoni ta’ liema pajjiż?,2
X’kienu jismu l-attakk tal-Ġermanja fuq l-Ingilterra?,2
Liema ma ssemmiex bħala pass meħtieġ fil-kisba tal-pajjiżi Afrikana min-naħa tal-Italja?,2
"Skont is-silta, liema kien l-għan ewlieni tal-Italja fil-gwerra?",1
Min rawwem relazzjonijiet ta’ ħbiberija mal-invażuri?,2
Liema Alleati ħadu sehem f’Operation Dragoon?,1
Liema żvilupp teknoloġiku għen biex is-sottomarini jinżlu taħt l-ilma?,4
"L-ewwel darba li ntużaw, is-sottomarini f’xiex kienu limitati?",3
"Skont is-silta, min kiser ftehim? ",4
Liema minn dawn ma sarx mill-Armata l-Ħamra?,3
Xi ġralu l-Inġinier Kap tal-Għaxar Armata Taljana?,3
Fejn inqatel Italo Balbo?,4
"Skont is-silta, liema minn dawn it-teniki hija importanti għall-meditazzjoni Tibetjana?",3
"Skont is-silta, kif kienu jiġu attivati ċ-chakras fil-”qalba” tal-meditazzjoni Tibetjana?",2
Min ippreżenta t-tieni għanja ta’ devozzjoni waqt il-programm?,4
"Skont is-silta, min kanta għanja ta’ devozzjoni waqt l-offerti tal-ikel?",1
Liema kien l-ispettaklu ta’ qabel tal-aħħar tal-lejla?,1
X’kienet iċ-ċittadinanza ta’ Alessandro Safina?,4
"Skont is-silta, liema minn dawn l-istqarrijiet mhux vera?",1
"Skont is-silta, min semma’ xi ħaġa dwar sħana kbira?",2
Fejn kien hemm qtugħ ta’ dawl minħabba l-attività ta’ tsunami?,1
"Skont is-silta, kif intlaqtet Tonga mill-qtugħ tad-dawl?",4
Meta kien li l-pulizija setgħu jużaw ir-radar tal-ħeffa tagħhom biex isibu l-ħeffa li kien għaddej biha Jonny Reid?,1
"Skont is-silta, għaliex kienet iebsa għall-pulizija ta’ New Zealand biex isibu l-ħeffa ta’ Jonny Reid?",2
Kemm kien bogħod minn Butte t-terremot?,2
X’seħħ waqt il-irvell ta’ Abu Ghraib?,4
Għaliex magħruf dal-ħabs Iraqqin? ,4
Liema xorta ta’ avveniment kellu jiġi organizzat fil-War Memorial Stadium ta’ Maui?,3
Min spiċċa jispjega għaliex l-avveniment ġie kkanċellat?,2
Min kienu mitqiesa bħala r-responsabbli għas-serq mir-residenti ta’ Bishkek?,3
Min waħħal fil-folla min-naħa t’isfel li kienet qed tipprotesta għas-serq?,1
Meta ra żieda fil-bejgħ Ring?,1
Meta kien li Jamie Siminoff għażlet li jwaqqaf Ring?,1
Kull episodju tas-sensiela Reading Rainbow issuġġerixxa xiex lit-tfal?,4
X’seta’ wassal għall-kanċellazzjoni tas-sensiela Reading Rainbow?,1
Liema minn dawn mhux argument li sar dwar is-siġra mill-awtoritajiet ta’ Amsterdam u tal-mużew?,2
"Skont l-ispettur kap tal-RSPCA, l-ispezzjonijiet għandhom ikunu standard għal min minn dawn li ġejjin?",4
"Skont is-silta, x’jista’ jwassal biex il-ħaddiema tal-biċċeriji Awstraljani jqisu kemm huma importanti d-drittijiet tal-annimali?",1
"Skont is-silta, x’kien ix-xogħol tal-persuna arrestata?",1
"Skont is-silta, filwaqt li l-aħbar dwar arrest ieħor kienet qed timxi, kemm-il funeral ta’ vittmi saru?",4
Liema pajjiż ma ffirmax il-ftehim ACTA minħabba l-protesti?,2
"Skont is-silta, liema minn dawn il-pajjiżi għażlu li jittardjaw is-sħubija tagħhom mal-ftehim ACTA?",4
