question,gemini_answer
ڕەنگە کام لەمانەی خوارەوە دوای ئامادەکارییە نوێیەکە کۆتایی بێت؟,3
چەند کەس لەوانەی لە هێرشەکەدا کوژراون ئەفسەری پۆلیس نەبوون؟,3
کێ ڕاپۆرتی لەسەر ئەو تۆمەتبارە داوە کە گوایە لە هێرشەکەدا بووە؟,1
بەهۆی پێگەی فلۆریدا وەک ویلایەتی براوە، چی بەخشرایە میت ڕۆمنی؟,3
بەگوێرەی ئەو بڕگەکە، گینگریچ لە هەڵبژاردنی سەرەکیدا چەند لەسەدی کۆی دەنگەکانی هەبووە؟,2
بە پێی بڕگەکە، کێ لە دوای ئەنجامی کۆبونەوەکە بەردەوام نەبووە لە خۆ کاندیدکردن؟,2
بەپێی بڕگەکە، کێ بەباشی باسی لە کاندیدێکی دیکە کردووە دوای دەرئەنجامی کۆبونەوەکە؟,2
تاکە شوێنێک کە پێش ساڵی ٢٠١٥ پەخشەکەی تێدا کرابێت کوێ بوو؟,1
وێستگەکە وەسفی نمایشەکە دەکات بەوەی چ جۆرە خولانەوەیەکی هەبێت؟,3
دەیڤید هێدلی چی کۆکردەوە کە لە کۆتاییدا یارمەتی هێرشی گروپە چەکدارەکەی دا؟,1
گروپە چەکدارەکە کام شێوازی گواستنەوەیان بەکارهێناوە بۆ گەشتکردن بۆ مومبای؟,3
کام لێدوان بە وردی دەرئەنجامی یارییەکەی نادال و ڕاونیچ لە بریسبان ئۆپن نیشان دەدات کە لە بڕگەکەدا باسکراوە؟,1
بەپێی بڕگەکە، دۆخی یارییەکەی نادال و ڕاونیچ دوای سێرڤی یەکەم چۆن بوو؟,4
کام بەرنامەی زمانی لە سێ پەخشی نوێی هەواڵی نەیکدا نەهاتووە؟,3
بەپێی بڕگەکە، پەخشە نوێیەکانی نیوز نەیکد لە کوێدا بەردەست نابن؟,3
چەند ڕکابەر جایانت سلالۆم تەواو نەکرد؟,4
کام لەم لێدوانانەی دادێن بە وردی دەرئەنجامی پێشبڕکێکانی پاڵەوانێتییەکان نیشان دەدەن؟,1
NBA بڕیاری وەستاندنی کام لەمانەی خوارەوەی دا؟,1
بەپێی بڕگەکە، چی بووە هۆی نیگەرانییەکانی NBA سەبارەت بە ڤایرۆسەکە؟,4
کێ گۆڵی بردنەوەی یارییەکەی بۆ واشنتۆن کاپیتالس تۆمارکرد لە یارییەکەی بەرامبەر ئەتلانتا تراشەرس؟,4
کێ شەستهەمین گۆڵی وەرزەکەی تۆمارکردن لە یاری کەپیتالس بەرامبەر تراشەرس؟,3
کەی بانکی ڕۆکی باکوور پێویستی بە پشتگیری حکومەت هەبووە؟,4
بەپێی ئەو بڕگەیە، کام لەم لێدوانانەی خوارەوە بە وردی باس لە مامەڵەکانی گروپی ڤێرجن لەگەڵ بانکی نۆرسن ڕۆک دەکات؟,4
وەک لە بڕگەکەدا هاتووە، کام نەتەوە کاریگەری واژۆکردنی ڕێککەوتنی کەشوهەوای کیۆتۆی لەسەرە؟,1
حکومەتی پێشووی ئوسترالیا پێیوابوو پەشتڕاست کردنەوەی کیۆتۆ زیان بە چی دەگەیەنێت؟,2
تەقەکەرانی دادگایی بۆ کام بەرنامە وەرگیران؟,4
کام لێدوان بە وردی ڕەنگدانەوەی دادگای کۆنترۆڵی ئافاتی دەغڵ و دان نییە؟,1
بەپێی ئەو بڕگەیە، ئەو شەقبونە لە کوێ دۆزرایەوە؟,1
بەپێی ئەو بڕگەیە، چی زووتر لەوەی چاوەڕوان دەکرا ڕوویدا؟,2
یاریزان پێویستە چی بکات بۆ ئەوەی دەستکاری جوڵەکان بکات لە کاتی یاری ڤیدیۆیدا؟,4
چی دروست کراوە بۆ ئەوەی لە ڕیمۆتێکی تەلەفزیۆن بچێت؟,2
لە دوایین ڕاپۆرتی دەزگای هەواڵی ژینهوادا چی نەخراوەتەڕوو؟,2
چی لە سەرەتاییترین ڕاپۆرتی دەزگای هەواڵی شینهوادا نەخرابووە ڕوو؟,4
سارا دانیەس لە کاتی بەرنامەی ڕادیۆیی چی ڕاگەیەند؟,4
کێ بوو گەیشتن پێی مەحاڵ بوو؟,4
کێ پەیمانەکەی بە “هەنگاوێکی گەورە” ناوزەند کرد؟,3
سڵانیا چەند مۆری بۆ وڵاتە جیاوازەکان بەرهەم هێناوە؟,4
بەپێی بڕگەکە، هۆکاری ئەگەری بەردەوامی لێچوون لە دەرچەی هەواگۆڕکێی تانکییەکانەوە چییە؟,3
بۆچی بەلۆعای هێورکردنەوەکان کرانەوە؟,2
لە ئێستەدا ئاستی ئاو چەندە لە قاوشی نۆیەم؟,3
لە کاتی زریانی کاترینا، چی ڕوویدا لە قاوشی نۆیەم؟,3
کام لەمانەی دادێن لەلایەن هامیلتۆنەوە پشتڕاست نەکراوەتەوە,2
ئەوە چییە زانایان دەیانەوێت لێی تێبگەن؟,4
بەپێی بڕگەکە، پۆلیسی ناوخۆ چی ڕۆڵێکی گێڕا لە ڕێگرتنەکەدا؟,3
چی بەسەر دەرچەی لولەکان هات لەماوەی ڕێگرتنەکە؟,1
بەپێی بڕگەکە، چی ڕوویدا پێش ئەوەی وێنەگرەکە ئۆتۆمبێل لێی بدات؟,2
وێنەگرەکە هەوڵی چی دەدا پێش ئەوەی لەلایەن ئۆتۆمبێلێکەوە لێی بدرێت؟,2
کام لێدوان بە وردی باسی بارودۆخی سەرۆک ناکات دوای پشکنینی پۆزەتیڤ بۆ ڤایرۆسی کۆرۆنا؟,1
بەپێی بڕگەکە، کام لەم لێدوانانە لەسەر سەرۆک ڕاستە؟,3
بەپێی بڕگەکە، کەی زریانی خولگەیی گۆنو پێشبینی دەکرێت بەردەوام بێت لە خاوبوونەوە؟,2
لە ئەوپەڕیی زریانی خولگەییی گۆنو خێرایی ڕەشەبا چەند بوو؟,3
کام لەمانەی دادێن تایبەتمەندی کارینا برێڤیس نییە؟,3
کام لاەمانەی دادێن کارینا بریڤیز ناتوانێ بیانکات؟,2
بەپێی بڕگەکە، کام لەمانەی دادێن ڕوویان نەداوە بە هۆکاری زریانی فیلیسا؟,4
کام لێدوان لەبارەی زریانی فیلیسا هەڵەیە؟,2
کام لەم لێدوانانە بەوردی نمایندەی دەرەنجامی پێشبڕکێی گراند-پری هەنگاری ساڵی ٢٠٠٩ دەکات؟,3
کەی پێکدادانەکە ڕوویدا؟,1
بەپێی بڕگەکە، کام لەمانەی خوارەوە کاتێکی کەمتری دەویست لەوەی کە توێژەران لە سەرەتادا باوەڕیان پێکردبوو؟,1
کام لەمانەی دادێن لەلایەن توێژەرانەوە لەبارەیان نەنووسرابوون؟,3
کاوپارەید لە کوێ بەڕێوەدەچێت؟,2
کام لەم قسانەی خوارەوە بە وردی باسی کاوپارەید دەکات؟,4
چی بووە هۆی ئەوەی ڕووسیا بەکارهێنانی فڕۆکەی II-76s ڕابگرێت؟,2
II-76 چییە؟,3
کێ تیمی نووسینی فیلمی سمپسۆنەکانی دامەزراندووە؟,2
بە گوتەی فلوک، کێ سەرنج و هاندانی ئەرێنی بۆ دەنارد؟,4
بەپێی ئەو بڕگەیە، هەندێک کەس نەیانویستووە ژنان لەسەر چی قسە بکەن؟,3
بەپێی ئەو بڕگەیە، کام تەنی ئاسمانی زۆرترین جوڵەی هەیە؟,1
ڕووبار و دەریاچەکان کە لە شلەیەکی ڕون پێکهاتوون لەسەر چ تەنێکی ئاسمانی دەستنیشان کراون؟,2
چی لەم دۆزینەوانە لە ئەنجامی دۆزینەوەی پەڕەکان نییە؟,4
پەڕەکانی دایناسۆرەکان چییان نەبوو؟,2
کام لەم قسانەی خوارەوە سەبارەت بە ZMapp ڕاست نییە؟,2
کام لەم لێدوانانەی خوارەوە بە وردی باس لە تاقیکردنەوەی PALM دەکات؟,3
توێژەران پێیان وایە پارچە ئەلیکترۆنییە بچوکە نوێکە لە کوێدا گرنگترین دەبێت؟,1
چ شێوازێک بەکاردەهێنرێت بۆ دروستکردنی ئامرازی دەستنیشانکردن؟,3
بەپێی ئەو بڕگەیە، کام لێدوان سەبارەت بە چاڵەکانی سەر مانگ ڕاست نییە؟,4
بەپێی ئەو بڕگەیە، کام تیۆری سەبارەت بە شێوەی زەوی ئاماژە بەوە دەکات کە چالاکیی جیۆلۆجی لەسەر مانگ ڕوودەدات؟,4
بەپێی ئەو بڕگەیە، تا لیستی تۆمەتەکان دەرنەچێت چی زیاتر نابێت؟,1
بەپێی ئەو بڕگەیە، چی کێشەیەکی ئێستا نییە بۆ داخەرەکان؟,4
جگە لە سەهۆڵەکە، چی دیکە کاریگەری لەسەر هەوڵەکانی ڕزگارکردن هەیە؟,2
ڕۆبێرتس خۆی لە چەسپاندنی کام بیروباوەڕ بەدوور گرت؟,3
ڕۆبێرتس هەستی بەوە کردووە کام بابەت زۆر نائەخلاقییە بۆ ئەوەی باسی بکات؟,4
دوو تیشکی ڕووناکی بەرەو کوێ دەدرەوشێنەوە؟,1
بەپێی بڕگەکە، کەی باڵەخانە هەوربڕەکان دروست دەکرێن لە ناوچەکە؟,4
چ زانیارییەک ئەوە پیشان دەدات کە حەوت خوشکەکە ئەشکەوتن؟,1
چۆن ڕەفتاری گەرمی حەوت خوشکەکە چاودێری دەکرێت؟,1
بەپێی ئەو بڕگەیە، کام لێدوان سەبارەت بە تۆمەتبارەکە ڕاست نییە؟,4
دەسەڵاتداران چ زانیارییەکیان سەبارەت بە هێرشەکە پشتڕاستکردۆتەوە؟,2
کام تیپ لە یارییەکەی ئێلیس پارک یاری دەکەن؟,3
یاریداهاتوویان لەکوێ دەکەن سپرینگبۆکس؟,3
وێستگەی بۆشایی ئاسمان لە کاتی ئەرکەکەدا کێشەی لەگەڵ کام لەمانەی خوارەوە هەبووە؟,2
بەپێی ئەو بڕگەیە ئامانجی ئەرکی وێستگەی بۆشایی ئاسمان چی بووە؟,3
کام لەم قسانەی خوارەوە سەبارەت بە کەیسەکە ڕاست نییە؟,4
کام لەم قسانەی خوارەوە بە وردی باسی کەیسەکە دەکات؟,4
بەپێی ئەو بڕگەیە ڤیدال سێ وەرز لەمەوبەر دەستی بە یاریکردن لە کام یانە کردووە؟,1
ڤیدال چەند یاری بۆ بەرشە ئەنجامداوە؟,1
لە یارییەکەدا تیپی بەرامبەر کێ بوو؟,2
بۆچی هارەکێ لە ئوتێلەکە دەمایەوە؟,3
بۆچی دەزگای جیۆفیزیکی جاکارتا ئاگادارکردنەوەیەک دەرناکات؟,4
بەپێی ئەو بڕگەیە، بوومەلەرزەکە بووە هۆکاری چی؟,1
کام لەمانە پاڵنەرە بۆ چالاکیی خۆر و هەموو ئەستێرەکانی تر؟,3
ژمارەی ڕۆسبی ئەستێرەیەک چۆن دیاری دەکرێت؟,1
لەسەدا چەندی ئەو کەسانەی کە بەشدارییان لە ڕاپرسییەکەدا کردووە پشتگیری لە ئوسترالیا دەکەن کە دەستبەجێ ببێتە کۆمار؟,2
بە گوتەی جولی گیلارد، کەی دەبێت ئوسترالیا ببێتە کۆمار؟,2
کام ڕێکخراو لەژێر لێکۆڵینەوەی یاساییدایە؟,3
کلیف ستیرنس سەرۆکی کام لیژنەیە؟,4
بەپێی ئەو بڕگەیە چی بەسەر ئەو ژنە سویسرییە نەهاتووە؟,2
کام کۆمپانیا لە ساڵی ٢٠٠٧ خەڵاتی بەردەوامیپێدراوێتیی تایوانی پێبەخشرا؟,3
کۆمپیوتەری ئەیسوس Eee چییە؟,2
کێ بەرپرسیار بووە لە ونبوونی بەڵگەنامە پۆستییەکان؟,3
بەپێی ئەو بڕگەیە، کێ داوای لێبوردنی سەبارەت بە بەڵگەنامە ونبووەکان دەرکردووە؟,4
کەی پێویست بوو دێل پۆترۆ چارەسەری کێشەی شانەکانی بکات؟,3
ئەنجامی یەکەم شکاندنی یەکسانبوون چی بوو؟,1
وەک لە بڕگەکەدا هاتووە، کێ بە تایبەتی پەیوەندی لەگەڵ نەخۆشەکەدا هەبووە؟,2
بەپێی ئەو بڕگەیە، حاکم لە کاتی قسەکردن لەگەڵ هاوڵاتیانی تەکساس چ دڵنیاییەکی نەداوە؟,4
کام سەرچاوەی پارۆدی هەواڵ لەلایەن دوو خوێندکاری پێشووی زانکۆی یو دبلیوەوە دروستکراوە؟,4
بەپێی ئەو بڕگەیە، کام لەمانە لەناو ئیمپراتۆریەتی پارۆدی هەواڵی زە ئۆنیۆندا نییە؟,2
بەپێی ئەو بڕگەیە، چی لەلایەن پۆلیسەوە پاسەوانی دەکرا؟,3
لە چ کاتێکدا پۆلیس داوای لە خۆپیشاندەران کردووە کە بجوڵێن بۆ ئەوەی هاتوچۆ زیاتر کۆببێتەوە؟,4
چی ڕاستە دەربارەی ئەو توێژینەوەیەی کە دکتۆر ئیهود ئور ئەنجامی داوە؟,2
بەپێی ئەو بڕگەیە، دکتۆر ئور لە چیدا گومانی هەیە؟,2
کام لەم لێدوانانەی خوارەوە بە وردی باسی کەوتنەخوارەوەی فڕۆکەی CG4684 ناکات؟,3
چی بووە هۆی ئەوەی فڕۆکەی CG4684 نیشتنەوەکەی ڕەت بکاتەوە؟,4
بە پشتبەستن بەو بڕگەیە، کام لەم قسانەی خوارەوە سەبارەت بە ئەزموونی فرانچیزەک کۆوالی ڕاستە؟,2
بۆچی گۆڕینی کاریگەرییە ئەگەرییەکانی ڕەشەبای خولگەیی دانیێل کارێکی قورسە؟,3
بەپێی ئەو بڕگەیە، کام لەم لێدوانانەی خوارەوە سەبارەت بە ڕەشەبای خولگەیی دانیێل ڕاست نییە؟,4
بەپێی ئەو بڕگەیە، ئەوەی پێشنیار دەکرێت دەبێت بەسەر نەخۆشییەکەدا ڕووبدات پێش ئەوەی ببێتە هۆی پەتایەکی جیهانی؟,1
بەپێی ئەو بڕگەیە، زریانەکە چەند لە فوجیانەوە دوور بووە؟,3
کێ پێشوازی لە جۆرج بوش کرد لەگەڵ هاتنی بۆ ئاسیا؟,3
سەرۆک کەی باسی لە فراوانبوونی بازرگانی لە ئاسیا کرد؟,3
بەپێی ئەو بڕگەیە، کام لەمانەی خوارەوە ئامانجی گشتی حکومەتە؟,4
حکومەت چی ڕاگەیاند؟,1
بەپێی ئەو بڕگەیە چ زانیارییەک دەزانرێت؟,1
کام لێدوان سەبارەت بە ناڕەزایەتییەکان ڕاست نییە؟,3
کێ پێشنیاری کردووە کە دوا CEP دەست لەکار بکێشێتەوە؟,3
بەپێی بەیاننامەکە، دوای ئەو خراپ بەکارهێنانەی ناسار بەرامبەر وەرزشوانان، چی لەلایەن یانەی جیمناستیکی ئەمریکا پشتگیری ناکرێ؟,1
بەپێی بەیاننامەکە ئامانجی سەرەکی هەنگاونان بۆ پێشەوەی هەردوو جیمناستیکی ئەمریکا و لیژنەی ئۆڵۆمپی ئەمریکا چییە؟,4
کاتێک ڕووداوەکە ڕوویدا کەشتییەکە بەرەو کوێ دەڕۆیشت؟ ,3
کامیان زانیارییەکی ڕاست نییە سەبارەت بەو کەشتییەی کە لە بڕگەدا باسکراوە؟,2
کێ ئەو لێدوانەی سەبارەت بە سەربازانی ئەمریکا پێشکەش کردووە؟,1
بەپێی ڕاگەیەندراوەکە، کام وڵات بەرپرسیارێتی پاسەوانیکردنی چەکدارە دیلەکانی لە ئەستۆ گرتووە؟,4
پێدەچێت هۆکاری کەوتنەخوارەوەی فڕۆکەکە چی بێت؟,2
کەوتنەخوارەوەی فڕۆکەکە لە چ جۆرە زەوییەکدا ڕوویداوە؟,4
بەرپرسان لە ئەنجامی ئەو لافاوەدا هیوای چییان بۆ دەخوازن؟,1
دروستکردنی بەنداوەکە کاریگەری لەسەر کام لەمانەی خوارەوە هەبووە بۆ هەمیشە؟,4
بەپێی ئەو بڕگەیە، کێ زانیاریی بە ئەمریکا داوە سەبارەت بە ئەگەری هێرشەکان؟,3
کام لەم لێدوانانەی خوارەوە بە وردی باس لە پلانی هێرشی گوماناوی توندڕەوەکان دەکات؟,3
کام لەم کەسانەی خوارەوە پارێزەر نییە؟,4
کام کۆمەڵە کەس باس لەوە نەکراوە کە بەشێکن لەو ئابروچوونە لەناو کۆمەڵگەی یاسایی یۆنانیدا؟,3
چەند ویکێت لەلایەن هیندستانەوە لەدەستچوو؟,2
بەپێی ئەو بڕگەیە، بەرزترین نمرەی یارییەکانی یارییەکە چی بووە؟,1
