question,gemini_answer
Yini lengakabalwa kulendzima njengentfo umuntfu langahle ayihlanganise netincaba tesikhatsi se-medieval?,4
Ngikuphi kulokulandzelako lokungakakhulunywa endzimeni njengeliphunga noma umsindvo longavakala phakatsi kwemanciwa enkinga?,4
Nguyiphi kulokulandzelako inchazelo lecondzile yeKirby Muxloe Castle?,2
Ngutiphi kuleti tici letilandzelako tekwakha letingatsatfwa njengaletijwayelekile te-Kirby Muxloe Castle ngesikhatsi lesichazwe endzimeni?,3
"Ngekusho kwendzima, ngikuphi kulokulandzelako lokungazuzisa kakhulu kumgijimi lolungiselela sikhatsi lesitako?",4
"Ngekusho kwendzima, ngikuphi kuloku lokulandzelako lokubaluleke kakhulu kumgijimi welibanga lekucala?",1
"Kumsubatsi, ngukuphi kulokulandzelako lokungeke kufezwe ngekusebentisa tinchubo tekudla lokunemsoco?",3
"Ngekusho kwendzima, ngukuphi kulokulandzelako lokungakaphakanyisa njengendlela yekuba basubatsi labasebasha batfole injabulo lengetiwe emdlalweni wabo?",2
"Ngekusho kwendzima, kungani umsubatsi welibanga leliphakatsi angahle atsenge lucetu lemshini lobita kakhulu?",4
"Ngekusho kwendzima, kugijima kwelibanga lelisemkhatsini kudzingani?",1
Ngubani lowatfola i-nuclear magnetic resonance? ,3
Lilungelo lekucala lebunikati laniketwa ngamuphi umnyaka yetekwelapha i-imaging resonance? ,2
"ngekusho kwendzima, yini lekufanele kutsi bantfu bayivisise ngalokucinile kute bachaze tento talabanye letingekwenyama?",2
"Ngekusho kwendzima, kuvisisa injongo kusita bantfu kutsi benteni?",1
"Ngekusho kwendzima, ngukuphi kulokulandzelako lokufinciwe lokungiko kwenhloso ye-Al?",3
"Ngekusho kwendzima, ngukuphi kulokulandzelako lavame kuhlotjaniswa nako Al?",2
"Ngekusho kwendzima, ngukuphi kulokulandzelako lokungemandla emuntfu lonemaphethini ekucabanga lagucukako?",4
"Ngekusho kwendzima, ngukuphi kulokulandzelako lokungabukwa njengekugcila kwemcondvo wekucabanga logucukako?",2
"Ngekusho kwendzima, ngukuphi lokulandzelako lokungeke kutsatfwe njenge kusho lokuncane?",4
Ngutiphi titatimende letilandzelako mayelana nekutoliga kwe-micro-expression lokungasilo liciniso?,4
Ngukuphi kulokulandzelako lokwabaluleka kakhulu ngenca ye-Renaissance? ,2
"Njengemphumela we-Renaissance, ngukuphi lokwagcizelelwa kancane kulokulandzelako?",1
Ngukuphi kulokulandzelako lokungakhombisi lugcozi lekusebentisa i-inthanethi kute uchubeke nebudlelwane?,3
Ngukuphi kulokulandzelako lokungakhombisa lugcizi lekusebentisa i-inthanethi kute ubambe luchaza lesicu semuntfu?,2
Inshonalanga ye-Europe iyekela nini kutsembela kakhulu ekucaleni futsi yacala kutfutfukisa sitayela sayo?,1
Kusebentisa tinkinobho kute kuhlanganiswe tingubo kwaba ngumphumela wani? ,3
"Ngekusho kwendzima, ngikuphi kulokulandzelako lokubonwa njengesicatululo lesisebentako sesikhatsi lesidze etindzabeni temvelo?",3
"Ngekusho kwendzima, ngusiphi kuleticatululo letilandzelako lesingeke sitsatfwe njenge kulashwa lokutimphawu tetindzaba temvelo?",1
Beyikuliphi live impi yekucala e-Europe lebekutsiwa indzaba yayo leyinhloko ihlobene nekulinganisela kwemandla kunekutsi ibe nekonga kwenkholo?,4
Nguyiphi impi lechazwa ngekutsi impi yenkholo yekugcina ngalesinye sikhatsi?,1
Nguyiphu kuletici letilandzelako telisontfo lemaCatholic lebeyingahlolisiswa?,1
"Ngekusho kwendzima, ngubani lowabulawa eVersailles?",4
Ngukuphi kulokulandzelako lokungakaphocwa sicuku eNkosini naseNdlovukatini?,2
Ngukuphi kulokulandzelako lobekungasiwo umphumela wempi lengakajwayeleki yaseBritain?,1
Ngusiphi sitatimende lesingakuchazi kahle kuvinjwa kwemikhumbi yempi yase-Britain ngalokumelene neJalimani?,4
"Ngekusho kwendzima, kungaba kwabani kucilongwa kwe-Multiple Sclerosis?",1
"Ngekusho kwendzima, bahlanganyeli emisebentini levamile bebadzinga kusekelwa lokungetiwe kwani?",1
"Ngekusho kwalendzima, kubiya kuvame kudlalwa njani?",4
"Ngekusho kwendzima, ngukuphi kwalokulandzelako lokungaba inkhomba lenemandla yebutsi baphakatsi?",4
"Ngekusho kwendzima, ngusiphi sinyatselo sekucala lesifanele uma uhlola sisulu?",1
Ngusiphi sitatimende kuletilandzelako lesingakhombisa ngalokungiko inchobo yekuhlola sisulu?,2
Ngutiphi tingucuko letibangwe Ingucuko yaseFrance yaba nemtsetfo lomkhulu kutakhamuti setigaba setisebenti?,2
"Ngemuva kwengucuko yaseFrance, kuphumelela kwetimpi nakuleminye imisebenti bekungahle kusekelwe kuphi?",4
Nguyiphi inkondzo yemphakatsi lekutsiwa ibanga kunganeliseki kakhulu emaveni latfutfukile?,3
"Ngekusho kwendzima, yini lengashiwo mayelana netinhlelo tetekutfutsa temphakatsi?",3
"Ngekusho kwendzima, ngukuphi kulokulandzelako lokungaba matima kukukala ngenca yekungabikeki kwebashayeli?",4
Ngukuphi kulokulandzelako lokusebentiswa umele kusakatwa kwekuphitsitela kwetimoto ngetibalo?,4
Hershey naChase basebentise ini kufaka i-DNA yabo? ,4
Lukhono lekugucula takhi telufuto tindlulele entalweni lencike kuphi?,1
"Ngalokusekelwe elwatini lolunikelwe endzimeni, yini imiphumela lehlukahlukene yekugucuka kwetakhi telufuto lekungakancikwa kulo?",1
Ngukuphi kulokulandzelako lobekungasiso sizathu sekutsi emasiko akudzala afuye timbuti?,3
Umgomo wegalufu kutsatsa linani lelincane lani?,2
"Ebaleni legalufu, bukuphi tjani lobujutjwe bafinyetwa?",2
Nguyiphi inhloso yekuhlola levamile?,1
"Ngekusho kwendzima, yini lengasiti kucondzisa lucwaningo lesayensi?",1
"Ngekusho kwendzima, ngusiphi sitatimende lesingasilo liciniso mayelana nema-tornado?",3
"Ngalokusekelwe kulendzima, ngitiphi tinkhulumo kuleti letilandzelako letichaza ngalokungiko liningi letiphepho?",4
Ngukuphi kulokulandzelako labacale kukwenta bantfu eminyakeni lengu-16 ekhulwini?,4
Kunini bantfu bakhulisa tintfo basebentisa emalensi?,3
"Ngalokusekelwe kulendzima, utsini umhume waMuhammad mayelana nemikhuba noma tindzinganiso takhe letingekwemoya?",1
"Ngekusho kwendzima, yini leyasebentiswa insimbi kwekucala?",4
"Ngekusho kwendzima, kungani emasondvo esigodvo atsatselwa masondvo ensimbi?",4
"Ngekusho kwendzima, ngubaphi bantfu labalolongekile emkhatsini nemkhatsi we-Romanticism?",3
Ngutiphi titatimende letilandzelako letingakhombisi umcondvo lojwayelekile wekuncuma kwetebuchwepheshe? ,1
"Ngekusho kwendzima, ngikuphi lokulandzelako lokungakahlangani nekudonsa umnsalo?",1
"Ngekusho kwendzima, ngikuphi lokulandzelako lokuhlotjaniswa nemsindvo lopholile?",3
Tinsalela tematsambo tikhombisa kutsi tandla tagcina setitayele kusebentiswa ngalokuyinhloko kulokulandzelako?,1
Ngikuphi kulokulandzelako lokuchaza ngalokungiko ema-phalange emfene? ,3
Ukhetsa kususa kuhluka kwelufuto lolusha kuliphi licumbu?,4
Nguyiphi inchubo lenesibopho sekungeta kuhluka kwelufuto?,3
"Ngekusekelwa elwatini lolusendzimeni, ngikuphi kuloku lokufanele inkawu ikudle kute icatulule “inkinga yemaprotheni”?",1
"Ngekusho kwendzima,nguyiphi kuletinkinga letilandzelako lengabangela kusweleka kwema-amino acid labalulekile?",2
Emalunga elusiko lelincane lelitsite ngalokuvamile akhombisa njani kuhlangana kwawo nelicembu?,4
"ngekwembono lovetiwe kulendzima, yini lengahle yenteke emntfwaneni lohlanganisa nelicembu lelincane lebuhlanga lelicabangwa kutsi lihileleke ekutiphatseni lokuyingoti?",1
"Ngekusho kwendzima, lwati lemntfwana nemibono yebuhlanga kungaba nemtselela kulokulokulandzelako?",2
"Ngekusho kwendzima, ngukuphi lokulandzelako lokungeke kuhambisane nekukhuliswa kwemntfwana yemuntfu wesifazane?",2
"Ngekusho kwendzima, ngikuphi kulokulandzelako lokuchaza ngalokungiko kutiphatsa kwebantfwana?",2
"Ngekusho kwalendzima, ngukuphi kulokulandzelako lokunghambisani netekulima lesiphilisa ngakutiphilisa",2
Ngukuphi kulokulandzelako lokuchaza ngalokungiko kulima lotiphilisa ngako?,4
Kuvakashela imnyuziyamu kungaba ngaphasi kwasiphi sigaba setekuvakasha?,3
"Ngekusho kwendzima, yini lengahle ibe yintfo lehamba phambili kubahambi betekungcebeleka?",2
Yini leshiwo indzimeni njengentfo leyasita ekunciphiseki kusaba tingucuko esontfweni lendzawo?,1
"Ngekusho kwendzima, kuvisisa umlandvo wemuntfu kungasita ngani?",3
Ngutiphi titatimende letilandzelako letichaza ngalokungiko indlela yekufundza yangemuva kwesimanje?,4
Ngusiphi sitatimende kuleti letilandzelako lesingakhombisi ngalokungiko indlela yekufundza yesimanje?,2
"Ngemuva kwekuvuka ngenhloso phakatsi nesikhatsi lesivamile sekulala, ngikuphi kuloku lokungaphatamisa inchubo yekuphatamiseka kwekulala?",4
Ngikuphi kulokulandzelako lokungasiyo inchazelo lekungiyo yekuphatamiseka kwekulala?,4
"Njengoba bucopho butama kuphupha ngalokungiko kaningi, yini leyandzako?",4
Ngumuphi kulemiphumela lemibili lelandzelako lengahle ibe nako kuphupha lokucacile emtimbeni?,1
"Ngekusho kwendzima, emacembu latayelekile kanye nemacembu labonakalako afana njani?",1
"Ngalokusekelwe endzimeni, ngusiphi sitatimende lesiphatselene nemacembu laphatsekako kanye nangekweliciniso lokungasilo liciniso?",2
Ngukuphi kulokulandzelako lokungasiyo intfo yemicabango yalokucuketfwe lagcile kuko?,4
Ngukuphi kulokulandzelako lokungasiyo intfo yemtsetfo wesitsatfu?,1
Ngukuphi kulokulandzelako lokungachazi ifomethi yesitfombe lesingu-35mm?,3
"Ngekusho kwendzima, njengoba bakhiciti banyuse lizinga lekukhicitwa kwemalensi, athuthukiswe njani emalensi e-zoom?",3
"Ngalokusekelwe elwatini lolusendzimeni, kunini lapho I-zoom lensi ingahle ikhetse khona kune-prime lens?",4
Ngukuphi kulokulandzelako lokungeke kutsatfwe njenge nchazelo lekungiyo ye-Mysticism?,1
"Ngekusho kwendzima, ngukuphi kulokulandzelako lokungasiyo ingcikitsi ye-Mysticism?",2
"Ngekusho kwendzima, ngubani lokungenteka kutsi wacala umphakatsi wetekulima?",3
"Ngakusho kwendzima, licembu lebelitingela ema-moas belibantfu bekucala labahlala kuyiphi indzawo?",2
Kusiphi simo lapho kusebentisa indlela ye-Pureland ye-origami kungazuzisa ifolda?,4
Ngukuphi kulokulandzelako lokungachazi ngalokungiko i-origami yase-Pureland?,1
"Ngekusho kwendzima, nguyiphi indzawo lengakahlangani ne-Indus Valley Civilization?",3
Ngukuphi kulokulandzelako lokungakabalwa njengeligama lekungaba ngilo libe le-Bronze Civilization lecocwe kulendzima?,3
"Ngekusho kwendzima, ngukuphi kulokulandzelako lokuletsa inzuzo yesikhatsi eceleni?",1
"Ngekusho kwalendzima, ngukuphi kulokulandzelako umuntfu langahle akubeke phambili uma kugcila kwakhe kusetinzunzweni tanyalo.",4
"Ngekusho kwendzima, ngubani lohlanganise incenye lenkhulu yetindleko tempi?",4
Ngusiphi sikhatsi lesafika ngaphambi kweminyaka yema-Templars?,3
Ngusiphi sikhatsi lesafika ngemuva kweminyaka yema-Templars?,1
Nguyiphi indlela yekulapha noma inchubo lekungakhulunywa ngekutsi beyisetjentiswa bodokotela nabodokotela lahlindzako ngesikhatsi sembuso waseRoma?,2
"Ngekusho kwalendzima, ngukuphi kulokulandzelako lokungakadzalulwa intfutfuko leyentiwe emkhakheni wetekulapha ngesikhatsi sembuso waseRoma?",3
Lincike tukwani likhono lekubona?,1
Kuhluka kwesakhiwo semehlo phakatsi kwetintfo letiphilako kuncike kuphi?,2
"Ngekusho kwendzima, ngisiphi sitatimende mayelana nesikhatsi lesingayiveti kahle inkholo?",2
"Ngekusho kwendzima, ngukuphi kulokulandzelako lokubukwa njenge ncenye leyinhloko yesistimu yenkholelo ye-Sikh?",1
"Ngekusho kwendzima, kungani bantfwana labanenkinga yekuswela Kunakwa Lokungentek Kube Matima Kugcila kuyo?",1
"Ngekusho kwendzima, kungani bantfwana labanenkinga Yekunaka bavame kutibandzakanya ekutiphatseni lokuyingoti?",4
"Ngekusekela elwatini lelisendzimeni, ngukuphi kuloku lokungasiso sibonelo sekwenta sikafu?",1
Ngukuphi kulokulandzelako lokungawuchazi kahle umcondvo wekwenta sikafu?,3
"Ngekusho kwendzima, ngusiphi sici seMySpace lesingazuzisa bafundzi labanenkinga yekufundza?",1
"Ngekusho kwendzima, ngukuphi kulokulandzelako lobekungasiyo incenye yemphendvulo ya-Krushchev esibhebheni sesisebenti?",3
Ngukuphi kulokulandzelako lokungasiyo imbangela yeluthuli ePoland?,4
"Ngekusho kwendzima, ngukuphi kulokulandzelako lokungakatsintsi budlelwane phakatsi kwe-USSR kanye ne-USA?",1
Ngukuphi kulokulandzelako lokungachazi ngalokungiko inhloso yekutfumela imiva emtimbeni wonkhe?,1
Yini lengatfilakala e-The Giza Plateau?,2
Bekuyini inhloso ye-Phiramidi Lekhulu?,2
Ngubani lonesibopho ngelwati letfu lemshiseli lowacekela phasi lithempeli?,3
Ngukuphi lokunenkhulumo lekungiyo ngalokuphatselane nekwakhiwa kabusha kwelithempeli la-Artemis?,2
"Ngekusho kwendzima, kwacala nini kutsi luhlobo lolutsite lahamba ngemilente lemibili?",1
Ngutiphi kuletilwane letivame kuhamba ngetinyawo letimbili?,2
Yini lebeyizama kufezwa mabutho etimpi asemantini aseJalimani phakatsi nempi yelive yesibili?,2
Ngalokusekelwe elwatini loluniketwe endzimeni lophumelele kakhulu ngetimpi taselwandle phakatsi nemkhankaso weNyakatho ye-Atlantic?,1
Kungani belingekho lapho ema-Assyrian acalisa kusebentiswa kwe-Calvary?,2
Tinjani timpi letisebentisa i-Calvary?,3
"Ngekusho kwesicephu, bowungeke suitable sakhamuti sase-Babylonian lesivamile?",1
Ngikuphi kulokulandzelako lobekuhloselwe bafundisi ngalokukhetsekile?,2
Inkosi Tutankhamun waluzuza nini ludumo?,3
Yini leyenta Inkosi Tutankhamun waba yinkosi yaseGibhithe leyatiwa kakhulu?,1
Yini imbongi yem-Greek lengu-Homer lengakwati kukwenta?,1
Ngumuphi um-Greek lodvumile lowatiwa ngalokunye ngaphandle kwetincwadzi?,3
Umndeni wema Hebrew usicitsa kuphi sikhatsi sawo lesiningi?,3
Yini lebeyingakabaluleki kakhulu emndenini wema Hebrew?,3
Ngukuphi kulokulandzelako lokungakachazwa njengemehluko phakatsi kwemave Scandinavian?,2
Ngubani lowahlala e-Greenland kucala?,1
Nguliphi licembu lelingatsandza kudla ngaphandle kwetihlalo?,3
Ngukuphi kulokulandzelako lobekungeke kube yincenye yemkhosi wemaRoma asendvulo?,4
"Ngalokusekelwe endzimeni, ngukuphi kulokulandzelako lokungenteka kube nemtselela lohlala njalo?",4
"Ngekusho kwalendzima, yini leyandvulela sive?",3
Ngusiphi sitatimende lesingasilo liciniso mayelana ne-Drukgyal Dzong?,1
Ngusiphi sitatimende lesichaza ngalokungiko umphumela wemlilo Drukgyal Dzong?,1
Ngusiphi sitatimende lesilandzelako lesiliciniso mayelana ne-Cambodia?,4
Ngutiphi titatmende letilandzelako letichaza ngalokungiko kuhlaselwa kwe-Cambodia?,4
Ngukuphi kulokulandzelako lengakakhoni kukwenta ngesikhatsi ise-Taiwan I-Dutch East India Company?,4
Yini leyasungulwa sivumelwano sase-Shimonoseki?,4
Likalwa njani lizinga lekhemikhali I-pH?,3
Yini leyasuswa kuma-ions Hydrogen?,4
Ngutiphi kuletinkhulumo letilandzelako letingakuchazi kahle kutidla kwemabhubesi?,3
Ngutiphi tinkhulumo kuleti letilandzelako letingakuchazi kahle kutiphatsa kwemabhubesi?,4
Bonogwaja basisulu lesivamile saluphi luhlobo letilwane letiyingelako?,2
Emakati lamancane ngalokuvamile atingela kuphi kulokulandzelako?,1
Ngukuphi kulokulandzelako lokungasiyo incenye yendlela yekutingela ema-ocelot?,4
Ngukuphi kulokulandzelako lokungachazi kahle i-ocelot? ,3
Ngukuphi kulokulandzelako lokungeke kubukwe njengemandla lamakhulu engwe?,1
"Ngekusho kwendzima, ngumuphi umehluko phakatsi kwetingwe nemabhubesi?",2
"Ngekusho kwalendzima, Robert Hooke wentani ngaphambi kwaletinye tati tetintfo letiphilako?",1
Shano kutsi imvelaphi yeligama lelitsi “cell” isho kutsini?,2
"Ngekusho kwendzima, tilwane letiningi tinelukhono lekwentani?",2
"Ngekusho kwendzima, ngutiphi tilwane letingena?",3
Yini lesita titjalo enchubeni ye-photosynthesis?,4
Yini lena bantfu labayikhiphako ihogelwe tigjalo?,4
"Ngekusho kwendzima, ngisiphi kuletibonelo letilandzelako lesingatsiya inchubo yekutiphendvukela kwemvelo?",4
Ngusiphi sitatimende lesilandzelako lesingachazi kahle inchubo ye-speciation? ,1
Nguyiphi incenye yesimiso sekujikeleta kwengati leletsa ingati enhlitiyweni?,4
Nguwaphi emashubhu lamancane kakhulu ehlelweni lekujikeleta kwengati?,1
Lukhono letinambutane lekugoba emaphiko ayo emuva ikhulisa ngukuphi lokulandzelako?,2
Ngikuphi kulokulandzelako lokungakashiwo endzimeni njengetfo likhono lekuphapha kwetinambutane?,2
Nguyiphi tici letilandzelako letingakavami kusebentiswa nema-dinosaurs?,2
Ngukuphi kulokulandzelako lokungakavami kubukwa njengesici lesabiwe setinyoni nema-dinosaurs?,3
"Ngekusho kwendzima, nguyiphi incenye yesitjalo se-cycad lokungenteka idle i-Triceratops?",1
"Ngekusho kwendzima, ngukuphi lokulandzelako lokungenteka kutsi i-Triceratops idle? ",2
"Ngekusho kwendzima, kulemidlalo lelandzelako lekungenteka idume kakhulu etindzaweni letisenyakatho ye-Italy?",3
"Ngalokusekelwe elwatini loluniketwe endzimeni, ngumuphi kulemidlalo lelandzelako lowawina umcudzelwano wemhlaba wase-Italy?",1
Ngemuva kwasiphi sentakalo tincenye letitsite tase-Luxembourg taba I Belgium?,2
Ngukuphi kulokulandzelako lokutsintse kungatsatsi luhlangotsi kwe-Luxembourg?,1
Mangaki emakhilomitha Sikwele endzawo yonkhe yase-Turkey e-Europe?,4
"Ngekusho kwendzima, cishe imakhilomitha lamangaki i-Turkey?",1
Lusetjentiswela ini lulwimi lwesi-Latini e-Vetican City?,1
"Edolobheni lase-Vatican, indzaba si-Italian singasebentiswa sona?",4
"Ngekusho kwendzima, ngukuphi kulokulandzelako lokuzuzisako ngekucuba umsindvo wabongcondvomshini labasezingeni lelisetulu?",1
"Ngekusho kwendzima, miningi lemiti lekuyiphi indzawo lenemathoyilethi lashaywako?",1
Kukutiphi tindzawo kuleti letilandzelako lapho kutholwe khona emasistimu endle atfutfukile?,1
Ngukuphi kulokulandzelako lokubangela kutsi loshwibako ajike?,1
"Ngekusho kwendzima, ngukuphi kulokulandzelako lokuchaza ngalokungiko imbobo yensimbi yesimanje yekushibilika esithwathweni?",2
"Ngekusho kwendzima, nguyiphi inchubo levumela ema-athomu kutsi asuse emandla langetulu kwemandla ekukhanya?",4
Yini leyenta i-atom ikhiphe i-photon?,1
"Ngekusho kwendzima, yini letawugcina ibanga kutsi sibani siyekele kusebenta?",3
Ngikuphi kulokulandzelako lokungaba yingoti kukutsintsa uma ushintja sibani?,3
"Ngekusho kwesicephu, kwentekani uma i-nucleus ihlukana?",2
Ngikuphi kulokulandzelako lokukhombisa libanga lelidze kushayela emuva emhlabeni,2
Ngikuphi kuleti letisebentiselwa kubeka sibonakudze emkhatsini?,2
Lokufanele kucaphelwe ngemcimbi lojikeletako kute kulandzelwe kuhamba kwesikhatsi?,1
"Ngekusho kwesicephu, ngusiphi sici sesigameko lesisebentiswa sikhatsi kucatsanisa?",1
"Ngekusho kwesicephu, ngikuphi kulokulandzelako lokubukwa njengalokutayelekile njengendlalifa yesihlalo sebukhosi?",2
"Ngalokusekelwe elwatini loluniketwe indzimeni, Charles waba wekucala kwentani?",3
Ivela kuliphi live imikhumbi i-Trygvasson?,4
Ngusiphi sikhatsi emlandvweni lapho Ijalimani yaba nelithonya lemasiko lelinemandla e-Estonia?,3
Lulwimi lase-Estonia lacalwa yini?,3
"Ngekusho kwendzima, linani lebantfu bemdzabu labakhuluma si-Hindi lishintjashintja ngekuya ngayiphi intfo?",1
Ngikuphi kulokulandzelako lokusitatimende lesiliciniso mayelana netilwimi i-Hindi kanye ne-Urdu?,2
Ngikuphi lokulandzelako lokungasilo liciniso lekungilo mayelana nema-alfabethi eHangeul?,1
I-alfabethi Hunmin Jeongeum igcine ishintjwe yaba yini?,2
Ngekusho kwalendzima ngutiphi tilwimi letitfonye si-Sanskrit,4
"Ngekusho kwendzima, kusebentiswa kwe-Sanskrit kwancipha ngenca yani?",4
Ngekusho kwendzima ngikuphi kwesitatimende lekungiso mayelana nemandla ladvonsela ku-lo?,1
Ngekusho kwendzima ngutiphi taletilandzelako titatimende letichaza ngalokungiko luhla lweNyanga lwangaphandle?,1
"Ngekusho kwalendzima, kukuphi lapho lucwecwe lweNyanga lulukhulu khona?",3
"Ngekusekelwa indzima, ngukuphi kulokulandzelako lokukholelwa bantfu labatsite?",3
Lokuba kuncane uma uchubeka uhamba usuka emkhatsini kwelilanga?,3
"Ngekusho kwendzima, nguyiphi incenye yelilanga lebonakalako emhlabeni?",3
Ngikuphi kulokulandzelako lokuphawuliwe lokwasita ekucinisekiseni lokusemcondvweni wa-Copernicus?,1
Ngikuphi kulokulandzelako lokwabonwa ngu-Galileo Galilei ngo-1610?,2
"Ngekusho kwemugca, uwatsatsaphi emanti lomfula i-Amazon?",1
Ngikuphi kuncoma lokungakabaluleki emfuleni i-Amazon?,3
Ngumuphi umugca wemsebenti locasha inombolo lencane yebantfu base-Venezuela?,3
"Ngekusho kwendzima, nguyiphi kulemikhakha lelandzelako lecasha bantfu inombolo lekhulu yebantfu base-Venezuela?",1
"Ngekusho kwendzima, kuhlangana kutivumela kutsi tenteni tinkhanyeti?",3
Ngikuphi kulokulandzelako lokungentiwa kuhlangana lokubuyisako lokulusito?,1
Yini ikhemikhali leyentiwe ngemanti?,4
Uma emanti ashintja simo yini lokusale kufana?,1
"Ngekusho kwendzima, ngikuphi kulokulandzelako lobekungasiyo inkinga yelive lapho itama kujabulisa umtsetfo lotsite?",2
"Ngekusho kwendzima, ngusiphi sitatimende lesiveta ngalokungiko simo sahulumende lomkhulu phakatsi kweMphi Yetingucuko?",3
Abhalwe njani emagama langemuva kweSimemetelo senkhululeko?,3
I-Singapore idume ngakuphi kulokulandzelako?,1
Yini iVanda Miss Joaquim?,2
Ngekusho kwalendzima ngusiphi sici semaphirimidi ase-Giza lebekungentaki kutsi ingawumangati bukhosi lobusha baseGibhite?,3
"Ngekusho kwendzima, tisuka tibuya kuphi tilwane letidla tjani uma tilandzela imvula?",2
"Ngekusho kwalendzima, nguyiphi indzawo tilwane letidla tjani letisuka kuyo kusukela ngesikhatsi sa-April?",1
Kusebenta kwaSealion kwaba kuhlasela kwaliphi live?,2
Akubite ngani emaJalimani kuhlasela eBritain?,2
Yini lengakashiwo njengesinyatselo lesidzingekako ehlelweni le-Italy lekuthumba emave ase-Afrika?,1
"Ngekusho kwalendzima, yini lebeyibukwa njenjongo yekucala ye-Italy ngalemphi?",1
Ngubani lowakhe budlelwane bebungani nebahlaseli?,2
Bobani labangani bebabandzanyekile ku-Operation Dragoon?,1
Umnyango wabuphi bucwepheshe lodale kutsi imikhumbingwenya ihambe ngaphansi kwemanti?,4
"Ekusebentisweni kwawo kwekucala, imikhumbingwenya beyinebubanti lobukalekile kakhulu kuyiphi indzawo?",1
"Ngekusho kwendzima, ngubani lophule sivumelwano? ",4
Ngukuphi kulokulandzelako lokungakentiwa i-Red Army?,1
Kwentekani kunjiniyela lomkhuli weMasotja Elishumi ase-Italy?,3
Wabulalelwaphi Italo Balbo?,4
"Ngekusho kwendzima, nguwaphi emasu kulalandzelako layincenye lebalulekile yekuzindla kwe-Tibetan?",3
"Ngekusho kwendzima, i-Chakras ivulwa njani ibeketelela “sikhungo” semitsi yase-Tibetan?",2
Ngubani lothule ingoma yesibili yemkhuleko phakatsi ehlelweni?,4
"Ngekusho kwendzima, ngubani lowathula ingoma yemkhuleko ngalesikhatsi kunikelwa kudla?",1
Bekungumuphi umdlalo wesibili ekugcineni kwebusuku?,1
Ngubuphi buve ba-Alessandro Safina?,4
"Ngekusho kwalendzima, ngusiphi kuletitatimende letilandzelako lesingasilo liciniso?",1
"Ngekusho kwendzima, ngubani lophawulile mayelana nekungakhululeki kwelizinga lekushisa?",2
Lapho bekuncamuka khona gezi ngenca yeTsunami?,1
"Ngekusho kwendzima, beyitsintseka kanjani iTonga ngekuncamuka kwagezi?",4
Emaphoyisa ayokhona nini kusebentisa tibhamu tawo tematubane kute bashaye sivinini sekushayela kwaJonny Reid?,1
"Ngekusho kwendzima, kungani kumatima emaphoyiseni ase-New Zealand kubamba sivinini saJonny Reid?",2
Kutamatama kwemhlaba bekugcile kuphi macondzana ne-Butte?,4
Kwentekani ngesikhatsi seludlame e-Abu Ghraib?,4
Kungani lijele lase-Iraqi lizuze ludvumo? ,4
