question,gemini_answer
ഇനി പറയുന്നവയിൽ ബ്ലോഗിങ്ങിന്റെ ഏത് കാര്യമാണ് വിദ്യാർത്ഥികളുടെ രചന മെച്ചപ്പെടുത്തുന്നതിനായുള്ള പ്രചോദനമായി പറഞ്ഞിട്ടുള്ളത്?,2
വിദ്യാർത്ഥികൾക്ക് അസമന്വിത ആശയവിനിമയത്തിന്റെ പ്രയോജനം അല്ലാത്തത് ഇവയിൽ ഏത്? ,2
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, അസമന്വിത ആശയവിനിമയത്തിന്റെ ഏത് വശങ്ങളാണ് വിദ്യാർത്ഥികൾക്ക് അനുയോജ്യമല്ലാത്തത്?",4
മധ്യകാല കോട്ടകളുമായി ബന്ധപ്പെടുത്താവുന്ന ഒന്നായി ഖണ്ഡികയിൽ പരാമർശിക്കാത്തത് എന്താണ്?,4
കോട്ടയുടെ അവശിഷ്ടങ്ങൾക്കിടയിൽ തോന്നാവുന്ന ശബ്ദമോ ഗന്ധമോ ആയി ഈ ഖണ്ഡികയിൽ പരാമർശിക്കാത്ത പ്രസ്താവന ഏത്?,3
ഇവയിൽ കിർബി മുക്സലോ കാസിലിന്റെ കൃത്യമായ വിവരണം ഏതാണ്?,2
ഈ ഖണ്ഡികയിൽ പറഞ്ഞിട്ടുള്ള കാലയളവിൽ കിർബി മുക്സലോ കാസിലിന് ഇനി പറയുന്ന ഏത് നിർമ്മാണ സവിശേഷതകളാണ് വിഭിന്നമായി കണക്കാക്കുന്നത്?,1
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, വരാനുള്ള സീസണുകളിലേക്ക് തയ്യാറെടുക്കുന്ന റണ്ണറിന് ഏറ്റവും ഉപകാരപ്പെടുന്നത് ഇവയിൽ ഏത്?",4
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, ഒരു ഫസ്റ്റ്-ക്ലാസ് ഹാഫ്-മൈൽ റണ്ണറിന് ഇവയിൽ ഏറ്റവും പ്രാധാന്യം ഏതിനാണ്?",2
"ഒരു അത്ലറ്റിന്, പോഷകാഹാര സമ്പ്രദായങ്ങളിലൂടെ മാത്രമായി നേടിയെടുക്കാൻ പറ്റാത്തത് ഇവയിൽ ഏതാണ്?",2
"ഈ ഖണ്ഡിക അനുസരിച്ച്, യുവ അത്ലറ്റുകൾക്ക് കായികവിനോദത്തിൽ കൂടുതൽ ആസ്വദിക്കുവാൻ സഹായിക്കാത്തത് ഇവയിൽ ഏതാണ്?",1
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, എന്തിനായിരിക്കും ഒരു മധ്യ ദൂര റണ്ണർ കൂടുതൽ വിലയുള്ള ഉപകരണങ്ങൾ വാങ്ങുന്നത്?",1
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, ഒരു മധ്യ ദൂര ഓട്ടത്തിന് എന്താണ് ആവശ്യം?",3
ആരാണ് ന്യൂക്ലിയർ മാഗ്നെറ്റിക് റിസൊണൻസ് കണ്ടുപിടിച്ചത്? ,3
ഏതു വർഷത്തിലാണ് മെഡിക്കൽ ഇമേജിങ്ങ് റെസൊണൻസിന് ആദ്യത്തെ പേറ്റൻറ് അനുവദിച്ചത്? ,2
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, മറ്റുള്ളവരുടെ ശാരീരിക പ്രവർത്തനങ്ങളെ വിലയിരുത്തുന്നതിന് മനുഷ്യർക്ക് എന്തിനെക്കുറിച്ചുള്ള ശക്തമായ ധാരണയാണ് ഉണ്ടായിരിക്കേണ്ടത്?",1
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, ഉദ്ദേശങ്ങൾ മനസ്സിലാക്കുന്നത് മനുഷ്യനെ എന്ത് ചെയ്യാൻ സഹായിക്കുന്നു?",1
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, എഐ-യുടെ പ്രധാന ഉദ്ദേശത്തിന്റെ കൃത്യമായ സമ്മറി ഇവയിൽ ഏതാണ്?",4
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, എഐ-യുമായി ബന്ധമുള്ളത് ഇവയിൽ ഏതിനാണ്?",1
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, കേന്ദ്രീകൃതമായ ചിന്താരീതികൾ ഉള്ള ഒരാളുടെ ശക്തി ഇവയിൽ ഏതാണ്?",4
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, കേന്ദ്രീകൃതമായ ചിന്താ മാനസികാവസ്ഥയുടെ കേന്ദ്രബിന്ദുവായി കണക്കാക്കപ്പെടാത്തത് ഇവയിൽ ഏത്?",2
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, മൈക്രോ എക്സ്പ്രഷൻ ആയി കണക്കാക്കപ്പെടാത്തത് ഇവയിൽ ഏതാണ്?",1
മൈക്രോ എക്സ്പ്രഷൻ വ്യാഖ്യാനത്തെ കുറിച്ചുള്ള ഈ പ്രസ്താവനകളിൽ ശരിയല്ലാത്തത് ഏത്?,3
ഈ പറയുന്നവയിൽ നവോത്ഥാനത്തിന്റെ ഫലമായി കൂടുതൽ പ്രധാനപ്പെട്ടത് ഏത്? ,2
"നവോത്ഥാനത്തിന്റെ ഫലമായി, കുറഞ്ഞ പ്രാധാന്യം ലഭിച്ചത് ഇവയിൽ ഏതിനാണ്?",1
ഇന്റർനെറ്റ് എന്നത് ബന്ധങ്ങൾ തുടരുവാനായി ഉപയോഗിക്കുന്നതിന് ഒരു പ്രചോദനം അല്ലാത്തത് ഇവയിൽ ഏതാണ്?,3
ഇന്റർനെറ്റ് വ്യക്തിപരമായ പങ്കിന് ഉപയോഗിക്കുന്നതിന് ഒരു പ്രചോദനമായി പ്രതിഫലിക്കാത്തത് ഇവയിൽ ഏതാണ്?,1
എപ്പോഴാണ് പടിഞ്ഞാറൻ യൂറോപ്പ് സ്വാധീനത്തെ വളരെയധികം ആശ്രയിക്കുന്നത് നിർത്തിയതും അവരുടേതായ ശൈലികൾ വികസിപ്പിക്കാൻ തുടങ്ങിയതും?,1
വസ്ത്രങ്ങൾ കൂട്ടിക്കെട്ടാൻ ബട്ടണുകൾ ഉപയോഗിക്കുന്നത് എന്തിൻറെ ഫലമായാണ് ? ,3
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, പരിസ്ഥിതി പ്രശ്നങ്ങൾക്ക് ഒരു പ്രയോഗിക ദീർഘകാല പരിഹാരമായി കണക്കാക്കിയത് ഇവയിൽ ഏതാണ്?",3
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, ഇവയിൽ ഏത് പരിഹാരമാണ് പരിസ്ഥിതി പ്രശ്നങ്ങൾക്ക് ഒരു രോഗലക്ഷണങ്ങൾക്കുളള ചികിത്സയായി കണക്കാക്കാത്തത്?",1
കേന്ദ്രവിഷയം മതപരമായ പശ്ചാത്തലത്തിൽ അല്ല മറിച്ച് അധികാര സന്തുലിതാവസ്ഥയുമായി ബന്ധപ്പെട്ടതാണെന്ന് പറയപ്പെടുന്ന യൂറോപ്പിലെ ആദ്യത്തെ യുദ്ധം നടന്നത് ഏത് രാജ്യത്താണ്?,4
അവസാനത്തെ 'മതയുദ്ധം' എന്ന് ചിലപ്പോൾ പറയപ്പെടുന്ന യുദ്ധം ഏത്?,1
ഇവയിൽ കത്തോലിക്കാ സഭയുടെ ഏത് വശങ്ങളാണ് വിചാരണയ്ക്ക് വിധേയമാകാഞ്ഞത്?,2
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, വെർസൈലിൽ കൊല്ലപ്പെട്ടത് ആര്?",4
ഇവയിൽ എന്തിനുവേണ്ടിയാണ് ജനക്കൂട്ടം രാജാവിന്റെയും രാജ്ഞിയുടെയും മേൽ നിർബന്ധിക്കാത്തത്?,3
ഇവയിൽ ബ്രിട്ടനിന്റെ പാരമ്പര്യ നാവികയുദ്ധത്തിന്റെ ഫലമല്ലാത്തത് ഏത്?,3
ഇവയിൽ ജർമ്മനിക്കെതിരായ ബ്രിട്ടനിന്റെ നാവിക ഉപരോധത്തെ കൃത്യമായി വിവരിക്കുന്ന പ്രസ്താവന അല്ലാത്തത് ഏത്?,1
"ഈ ഖണ്ഡിക അടിസ്ഥാനമാക്കി, മൾട്ടിപ്പിൾ സെലെറോസിസ് രോഗനിർണയം ആർക്കാണ് ഏറ്റവും നല്ലത്?",1
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, പതിവ് പ്രവർത്തനങ്ങളിൽ പങ്കെടുക്കുന്നവർക്ക് കൂടുതൽ പിന്തുണ വേണ്ടത് എന്തിനാണ്?",1
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, ഫെൻസിംഗ് സാധാരണ എങ്ങനെയാണ് കളിക്കുന്നത്?",4
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, ആന്തരിക വിഷബാധയുടെ ഏറ്റവും ശക്തമായ സൂചകങ്ങൾ ഇവയിൽ ഏതാണ്?",4
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, ഒരു ഇരയെ വിലയിരുത്തുന്നതിന്റെ ആദ്യത്തെ ഉചിതമായ സ്റ്റെപ്പ് ഏത്?",1
ഇവയിൽ ഏത് പ്രസ്താവനയാണ് ഒരു ഇരയെ പരിശോധിക്കുന്ന പ്രക്രിയയെ കൃത്യമായി പ്രതിഫലിക്കാത്തത്?,1
ഫ്രഞ്ച് വിപ്ലവം പ്രേരിപ്പിച്ച മാറ്റങ്ങളിൽ തൊഴിലാളി വർഗ്ഗ പൗരന്മാരിൽ കാര്യമായ സ്വാധീനം ചെലുത്തിയത് ഏതാണ്?,2
"ഫ്രഞ്ച് വിപ്ലവത്തിന് ശേഷം, അവരുടെ സൈനികത്തിലും മറ്റു ജോലികളിലും ഉള്ള വിജയ സാധ്യത കുറവായിരുന്നത് എന്തിൻറെ അടിസ്ഥാനത്തിലാണ്?",4
ഏതു പൊതു സേവനമാണ് വികസിത രാജ്യങ്ങളിൽ അസംതൃപ്തിക്ക് കാരണമാകുന്നത്?,3
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, പൊതുഗതാഗത സംവിധാനങ്ങളെ പറ്റി എന്ത് പറയാം?",3
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, ഡ്രൈവർമാരുടെ പ്രവചനാതീത കാരണമായി അളക്കാൻ പ്രയാസമായത് ഇവയിലേതാണ്?",4
ഒരു ട്രാഫിക് സ്ട്രീമിനെ ഗണിതശാസ്ത്രപരമായി പ്രതിനിധീകരിക്കുമ്പോൾ ഇവയിൽ ഏതാണ് ഉപയോഗപ്പെടുത്തുക?,4
ഹെർഷിയും ചേസും അവരുടെ ഡിഎൻഎ നിവേശിപ്പിക്കാൻ എന്താണ് ഉപയോഗിച്ചിരുന്നത്? ,4
കുട്ടികളിലേക്ക് കൈമാറാൻ കഴിയുന്ന മ്യൂട്ടേഷനിൻറെ കഴിവ് എന്തിൻറെ മേൽ ആശ്രയിക്കുന്നു?,1
"ഖണ്ഡികയിൽ തന്നിരിക്കുന്ന വിവരങ്ങൾ പ്രകാരം, മ്യൂട്ടേഷനിലെ വിവിധതരം ഫലങ്ങൾ എന്തിനെയാണ് ആശ്രയിക്കാത്തത്?",3
പുരാതന സംസ്കാരങ്ങൾ ആടിനെ വെച്ചതിന്റെ കാരണങ്ങൾ അല്ലാത്തത് ഇവയിൽ ഏത്?,1
ഏറ്റവും കുറഞ്ഞ എന്തെടുക്കാനാണ് ഗോൾഫിന്റെ ലക്ഷ്യം?,2
"ഗോൾഫ് കോഴ്സിൽ, എവിടെയാണ് പുല്ലുകൾ ചെറുതാക്കി മുറിക്കേണ്ടത്?",2
ഒരു പരീക്ഷണത്തിന്റെ സാധാരണ ഉദ്ദേശം ഇവയിൽ ഏതാണ്?,1
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, ശാസ്ത്രീയ ഗവേഷണത്തെ നയിക്കുന്നതിൽ സഹായിക്കാത്തത് ഇവയിൽ ഏത്?",1
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, കൊടുങ്കാറ്റിനെ കുറിച്ചുള്ള ഏത് പ്രസ്താവനയാണ് ശരിയല്ലാത്തത്?",3
"ഈ ഖണ്ഡിക അടിസ്ഥാനമാക്കി, ഇവയിൽ ഏത് പ്രസ്താവനയിലാണ് കൊടുങ്കാറ്റിന്റെ ഭൂരിഭാഗത്തെയും കൃത്യമായി വിവരിച്ചിരിക്കുന്നത്?",4
16-ആം നൂറ്റാണ്ടിൽ ആളുകൾ ചെയ്യാൻ തുടങ്ങിയ കാര്യം ഇവയിൽ ഏതാണ്?,4
എത്രകാലമായി മനുഷ്യർ ലെൻസുകൾ ഉപയോഗിച്ച് വസ്തുക്കളെ വലുതാക്കുന്നു?,3
"ഈ ഖണ്ഡിക അടിസ്ഥാനമാക്കി, എന്താണ് മുഹമ്മദ് നബിയുടെ ഗുഹ അയാളുടെ ആത്മീയ ആചാരങ്ങളെയും മൂല്യങ്ങളെയും പറ്റി പറയുന്നത്?",1
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, ആദ്യമായി ഇരുമ്പ് ഉപയോഗിച്ചത് എന്തിനാണ്?",4
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, എന്തുകൊണ്ടാണ് തടിച്ചക്രങ്ങൾ ഇരുമ്പിന്റെ ചക്രങ്ങൾ ആക്കി മാറ്റിയത്?",4
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, റൊമാൻറിസിസത്തിന്റെ കാലഘട്ടത്തിൽ ആളുകളെ രൂപപ്പെടുത്തിയത് എന്താണ്?",2
ഈ കൊടുത്ത പ്രസ്താവനകളിൽ ടെക്നോളജിക്കൽ ഡിറ്റെർമിനിസത്തിന്റെ പൊതു ആശയമായി പ്രതിഫലിക്കാത്തത് ഏത് പ്രസ്താവനയാണ്? ,1
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, വില്ല് വലിക്കുന്നതിനെപ്പറ്റി ബന്ധമില്ലാത്തത് ഇവയിൽ ഏതിനാണ്?",1
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, സൗമ്യമായ ശബ്ദത്തോട് ബന്ധമുള്ളത് ഇവയിൽ ഏതിനാണ്?",3
ഫോസ്സിൽ പറയുന്ന പ്രകാരം കൈകൾ പ്രാഥമികമായി ഉപയോഗിക്കുന്നത് ഇവയിൽ ഏത് കാര്യത്തിനാണ്?,1
ചിമ്പാൻസിയുടെ ഫലാഞ്ചുകളെ കൃത്യമായി വിവരിക്കുന്നത് ഇവയിൽ ഏതാണ്? ,3
തിരഞ്ഞെടുക്കൽ ഏത് പൂളിൽ നിന്നാണ് രണ്ട് ജനിതക വ്യതിയാനം നീക്കം ചെയ്യുന്നത്?,4
ജനിതക വ്യതിയാനം ചേർക്കാൻ ഇവയിൽ ഏത് പ്രക്രിയയാണ് വേണ്ടത്?,3
"""ഖണ്ഡികയിൽ തന്നിരിക്കുന്ന വിവരങ്ങളുടെ അടിസ്ഥാനത്തിൽ, ഒരു """"പ്രോട്ടീൻ പ്രശ്നം"""" പരിഹരിക്കാൻ ഇവയിൽ ഏത് പ്രൈമേറ്റ് ഈറ്റ് ആണ് ആവശ്യം?""",3
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, ആവശ്യമായ അമിനോ ആസിഡിന്റെ കുറവ് കാരണമല്ലാത്ത പ്രശ്നം ഇവയിൽ ഏതാണ്?",1
ഒരു പ്രത്യേക ഉപസംസ്കൃതിയിലെ ആളുകൾ പലപ്പോഴും ഗ്രൂപ്പുമായുള്ള അവരുടെ ബന്ധത്തെ എങ്ങനെയാണ് സൂചിപ്പിക്കുന്നത്?,4
"ഖണ്ഡികയിൽ പറഞ്ഞ സിദ്ധാന്തമനുസരിച്ച്, ഭീഷണിപ്പെടുത്തുന്ന പെരുമാറ്റത്തിൽ ഏർപ്പെടുന്നതിന് സ്റ്റീരിയോടൈപ്പ് ചെയ്യപെട്ട വംശീയ ന്യൂനപക്ഷമാണ് താനെന്ന് തിരിച്ചറിയുന്ന ഒരു കുട്ടിക്ക് എന്ത് സംഭവിക്കും?",2
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, വംശീയ സ്റ്റീരിയോടൈപ്പിനെ കുറിച്ച് അറിവുള്ള ഒരു കുട്ടിയെ ഇവയിൽ എന്തിലേക്കാണ് സ്വാധീനിക്കുന്നത്?",2
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, ഒരു വന്യമായ കുട്ടിയുടെ വളർത്തലുമായി പൊരുത്തപ്പെടാത്തത് ഇവയിൽ ഏത്?",2
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, വന്യമായ സ്വഭാവമുള്ള കുട്ടിയെ കൃത്യമായി വിവരിക്കുന്നത് ഇവയിൽ ഏതാണ്?",2
"ഈ ഖണ്ഡിക അടിസ്ഥാനമാക്കി, ഉപജീവന-ഓറിയന്റഡ് കൃഷിയുമായി സ്ഥിരതയില്ലാത്ത സമ്പ്രദായങ്ങൾ ഇവയിൽ ഏത്?",1
ഉപജീവന കൃഷിയുടെ സമ്പ്രദായങ്ങളെ കുറിച്ച് കൃത്യമായി വിവരിക്കുന്നത് ഇവയിൽ ഏതാണ്?,4
ഒരു മ്യൂസിയം സന്ദർശിക്കുന്നത് വിനോദസഞ്ചാരത്തിന്റെ ഏത് വിഭാഗത്തിലാണ് പെടുക?,3
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, ഉല്ലസിക്കാൻ എത്തുന്ന വിനോദസഞ്ചാരികൾക്കുള്ള മുൻഗണന എന്തായിരിക്കും?",2
പ്രാദേശിക ചർച്ചിലെ മാറ്റത്തെകുറിച്ചുള്ള ഭയം കുറയ്ക്കാനായി ഈ ഖണ്ഡികയിൽ പരാമർശിച്ചിട്ടുള്ളത് എന്താണ്?,1
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, സ്വന്തം ചരിത്രത്തെ കുറിച്ചുള്ള ധാരണ നേടുന്നത് എന്തിന് സഹായിക്കും?",3
പഠനത്തിനോടുള്ള ഉത്തരാധുനിക സമീപനത്തെ കുറിച്ച് കൃത്യമായി വിവരിക്കുന്നത് ഇവയിൽ ഏത് പ്രസ്താവനയാണ്?,4
പഠനത്തിനോടുള്ള ഉത്തരാധുനിക സമീപനമായി പ്രതിഫലിക്കാത്തത് ഇവയിൽ ഏത് പ്രസ്താവനയാണ്?,2
സാധാരണ ഉറക്കസമയത്ത് മനഃപ്പൂർവ്വം ഉണരുകയും ഉറക്ക പ്രക്രിയയെ തടസ്സപ്പെടുത്തുകയും ചെയ്യുന്നത് ഇവയിൽ ഏതാണ്?,3
സ്ലീപ് ഇന്ററപ്ഷനിൻറെ കൃത്യമായ വിവരണം അല്ലാത്തത് ഇവയിൽ ഏത്?,4
"മസ്തിഷ്കം പ്രസന്നമായ സ്വപ്നങ്ങൾ കൂടുതൽ വ്യക്തമായി കാണാൻ ശ്രമിക്കുമ്പോൾ, എന്താണ് വർദ്ധിക്കുക?",4
ഇടയ്ക്കിടക്കുള്ള പ്രസന്നമായ സ്വപ്നങ്ങൾ ശരീരത്തിൽ ഉണ്ടാക്കിയേക്കാവുന്ന ദോഷഫലങ്ങൾ എന്ത്?,2
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, വെർച്വൽ ടീമുകളും പരമ്പരാഗത ടീമുകളും തമ്മിൽ എങ്ങനെയാണ് ഒരുപോലെ ഉള്ളത്?",1
"ഈ ഖണ്ഡിക അടിസ്ഥാനമാക്കി, ഫിസിക്കലും വെർച്വലുമായ ടീമുകളുടെ ഏത് പ്രസ്താവനയാണ് ശരിയല്ലാത്തത്?",4
ഉള്ളടക്ക സിദ്ധാന്തങ്ങൾ കേന്ദ്രീകൃതമല്ലാത്തത് ഇവയിൽ ഏതിനാണ്?,1
ഇനി പറയുന്നവയിൽ റൂൾ ഓഫ് തേർഡ്സിന്റെ ഒരു വസ്തു അല്ലാത്തത് ഏതാണ്?,2
35 എംഎം ഫോട്ടോഗ്രാഫി ഫോർമാറ്റിനെ കുറിച്ച് വിവരിക്കാത്തത് ഇവയിൽ ഏതാണ്?,3
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, നിർമ്മാതാക്കൾ അവരുടെ ലെൻസ് നിർമാണത്തിന്റെ ഗുണനിലവാരം കൂട്ടിയപ്പോൾ, എങ്ങനെയാണ് സൂം ലെൻസുകൾ മെച്ചപ്പെട്ടത്?",3
"ഖണ്ഡികയിൽ തന്നിരിക്കുന്ന വിവരങ്ങളുടെ അടിസ്ഥാനത്തിൽ, എപ്പോഴാണ് സൂം ലെൻസുകൾ പ്രൈം ലെൻസിനേക്കാൾ അഭികാമ്യം ആകുന്നത്?",4
ആധ്യാത്മികതയെ കുറിച്ചുള്ള കൃത്യമായുള്ള വിവരണം ആയി കണക്കാക്കാത്തത് ഇവയിൽ ഏത്?,4
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, ആധ്യാത്മികതയുടെ കേന്ദ്രബിന്ദു അല്ലാത്തത് ഇവയിൽ ഏത്?",2
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, ആരാണ് കാർഷിക സമൂഹം തുടങ്ങിയത്?",3
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, മോവാസിനെ വേട്ടയാടിയ സംഘം ഏത് സ്ഥലത്തെ ആദ്യത്തെ നിവാസികളായിരുന്നു?",2
ഏത് സാഹചര്യത്തിലാണ് ഓറിഗാമിയുടെ പ്യുവർലാൻറ് രീതി ഉപയോഗിക്കുന്നത് ഫോൾഡറിന് പ്രയോജനം ചെയ്യുന്നത്?,4
പ്യുവർലാൻറ് ഓറിഗാമിയെ കുറിച്ചുള്ള കൃത്യമായ വിവരണം അല്ലാത്തത് ഇവയിൽ ഏത്?,1
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, സിന്ധൂനദീതട സംസ്കാരത്തിനോട് ബന്ധപ്പെട്ടതല്ലാത്ത സ്ഥലം ഇവയിൽ ഏത്?",3
ഖണ്ഡികയിൽ പറഞ്ഞ വെങ്കലയുഗ സംസ്കാരത്തിന് സാധ്യമായ ഒരു പേരായി പറയാത്തത് ഇവയിൽ ഏത്?,3
"നൽകിയിരിക്കുന്ന ഖണ്ഡിക അനുസരിച്ച്, ഒരു ദീർഘകാല നേട്ടം നൽകുന്നത് ഇവയിൽ ഏത്?",1
