question,gemini_answer
Qu’est-ce que l’extrait ne mentionne pas comme étant quelque chose qui pourrait être associé aux châteaux médiévaux ?,4
"Parmi les odeurs ou les sons ci-dessous, lequel ou laquelle n’est pas mentionné dans l’extrait comme pouvant être évoqué par des ruines de châteaux ?",3
Laquelle des affirmations ci-dessous décrit correctement le château de Kirby Muxloe ?,2
Laquelle des spécificités architecturales du château de Kirby Muxloe ci-dessous peut être considérée comme atypique pour la période décrite dans l’extrait ?,2
"D’après l’extrait, laquelle des affirmations ci-dessous serait la plus avantageuse pour un coureur qui se préparerait pour la prochaine saison ?",4
"D’après l’extrait, laquelle des affirmations ci-dessous est d’une importance capitale pour un excellent coureur de demi-fond ?",2
"Pour un athlète, laquelle des affirmations ci-dessous ne peut pas être obtenue uniquement par des pratiques nutritionnelles ?",4
"D’après l’extrait, laquelle des affirmations ci-dessous n’est pas suggérée comme moyen pour un jeune athlète de se faire davantage plaisir dans sa pratique sportive ?",2
"D’après l’extrait, pourquoi un athlète pratiquant le demi-fond pourrait-il acheter un équipement plus cher ?",1
"D’après l’extrait, que nécessite le demi-fond ?",3
Qui a découvert la résonance magnétique nucléaire ? ,3
En quelle année le premier brevet dans le domaine de l’imagerie par résonance magnétique a-t-il été délivré ? ,2
"D’après l’extrait, de quoi les êtres humains doivent-ils avoir une forte compréhension afin de pouvoir interpréter les actions physiques des autres ?",2
"D’après l’extrait, qu’est-ce que la compréhension des intentions aide les êtres humains à faire ?",1
"D’après l’extrait, laquelle des affirmations ci-dessous résume de manière pertinente le but principal de l’IA ?",4
"D’après l’extrait, avec lequel des éléments ci-dessous l’IA est-elle souvent associée ?",3
"D’après l’extrait, laquelle des affirmations ci-dessous est un avantage pour quelqu’un ayant des schémas de pensée convergents ?",4
"D’après l’extrait, lequel des éléments ci-dessous n’est pas considéré comme quelque chose sur lequel repose l’état d’esprit de pensée convergente ?",2
"D’après l’extrait, laquelle des expressions ci-dessous ne pourrait pas être considérée comme une micro-expression ?",4
"Parmi les affirmations ci-dessous concernant l’interprétation des micro-expressions, laquelle n’est pas vraie ?",3
"Parmi les éléments ci-dessous, lequel est devenu plus important suite à la Renaissance ? ",3
"Parmi les éléments ci-dessous, lequel a diminué en importance suite à la Renaissance ?",1
"Parmi les éléments ci-dessous, lequel ne reflète pas une motivation pour utiliser Internet pour des relations continues ?",3
"Parmi les éléments ci-dessous, lequel ne reflète pas une motivation pour utiliser Internet pour une implication personnelle ?",2
À partir de quand l’Europe occidentale a-t-elle cessé de dépendre fortement d’influences extérieures et a-t-elle commencé à développer son propre style ?,1
De quoi l’utilisation de boutons pour la fermeture des vêtements est-elle une conséquence ? ,3
"D’après l’extrait, lequel des éléments ci-dessous est considéré comme une solution viable sur le long terme aux problèmes environnementaux ?",1
"D’après l’extrait, laquelle des solutions ci-dessous ne pourrait pas être considérée comme un traitement symptomatique des problèmes environnementaux ?",2
Dans quel pays s’est déroulée la première guerre en Europe dont l’issue principale a pu être qualifiée d’être en relation avec l’équilibre des pouvoirs et non pas un contexte religieux ?,4
Quelle guerre est parfois qualifiée de dernière « guerre de religion  ?,1
"Parmi les aspects de l’Église catholique ci-dessous, lequel n’était pas remis en question ?",2
"D’après l’extrait, qui a été assassiné à Versailles ?",4
"Parmi les éléments ci-dessous, lequel n’a pas été imposé au roi et à la reine par la foule ?",3
"Parmi les affirmations ci-dessous, laquelle n’a pas été le résultat des tactiques inhabituelles de la Grande-Bretagne en matière de guerre maritime ?",3
"Parmi les affirmations ci-dessous, laquelle ne décrit pas de manière appropriée le blocus naval exercé par la Grande-Bretagne contre l’Allemagne ?",4
"D’après l’extrait, qui est le plus susceptible de se voir diagnostiquer une sclérose en plaques ?",1
"D’après l’extrait, en matière de quoi les participants à des activités physiques régulières avaient-ils besoin de plus de soutien ?",1
"D’après l’extrait, comment l’escrime se pratique-t-elle habituellement ?",4
"D’après l’extrait, lequel des éléments ci-dessous serait la plus forte indication d’un empoisonnement interne ?",4
"D’après l’extrait, quelle est la première chose à faire lors de l’examen d’une victime ?",1
"Parmi les affirmations ci-dessous, laquelle ne reflète pas de manière appropriée les étapes à suivre lors de l’examen d’une victime ?",1
"Parmi les changements provoqués par la Révolution française, lequel a eu un profond impact sur les citoyens des classes ouvrières ?",2
"À la suite de la Révolution française, sur quoi était moins susceptible d’être basée la réussite dans l’armée et d’autres carrières ?",2
Quel service public est réputé pour provoquer le plus de mécontentement dans les pays développés ?,3
"D’après l’extrait, que peut-on dire sur les systèmes de transport public ?",3
"D’après l’extrait, lequel des éléments ci-dessous peut être difficile à estimer en raison du caractère imprévisible des conducteurs ?",4
"Parmi les éléments ci-dessous, lequel est utilisé dans la représentation mathématique d’un flux de circulation ?",4
Qu’ont utilisé Hershey et Chase pour implanter leur ADN ? ,4
De quoi dépend la capacité d’une mutation à être transmise aux descendants ?,1
"D’après les informations contenues dans l’extrait, de quoi les différents effets des mutations ne dépendent-ils pas ?",1
"Parmi les raisons ci-dessous, laquelle n’était pas une raison pour une ancienne culture de garder des chèvres ?",2
Le but du golf est d’avoir le moins de quoi ?,2
"Sur un terrain de golf, à quel endroit l’herbe est-elle coupée plus court ?",2
Quel est généralement l’objectif d’une expérience ?,1
"D’après l’extrait, qu’est-ce qui n’aide pas à orienter la recherche scientifique ?",1
"D’après l’extrait, quelle affirmation sur les tornades n’est pas vraie ?",3
"D’après l’extrait et parmi les affirmations ci-dessous, laquelle décrit correctement la majorité des tornades ?",4
"Parmi les activités ci-dessous, laquelle les êtres humains ont-ils commencé à pratiquer au XVIe siècle ?",4
Depuis combien de temps les êtres humains utilisent-ils des lentilles pour l’agrandissement des objets ?,3
"D’après l’extrait, qu’est-ce que la grotte de Muhammad nous apprend sur ses pratiques ou ses valeurs spirituelles ?",1
"D’après l’extrait, quelle a été la première utilisation du fer ?",2
"D’après l’extrait, pourquoi les roues en bois ont-elles été remplacées par des roues en fer ?",4
"D’après l’extrait, qu’est-ce qui a façonné les individus pendant le Romantisme ?",2
"Parmi les affirmations ci-dessous, laquelle ne reflète pas une idée générale du déterminisme technologique ? ",1
"D’après l’extrait, lequel des éléments ci-dessous n’est pas associé au fait de tirer l’archet ?",1
"D’après l’extrait, lequel des éléments ci-dessous est associé à un son plus doux ?",3
Les fossiles montrent que les mains ont fini par s’adapter de façon à être principalement utilisées pour laquelle des réponses ci-dessous ?,1
Laquelle des affirmations ci-dessous décrit correctement les phalanges d’un chimpanzé ? ,3
La sélection enlève les nouvelles variations génétiques de quelle réserve ?,4
Quel est le processus responsable de l’ajout de variations génétiques ?,3
"D’après les informations contenues dans l’extrait, lequel des éléments ci-dessous un primate devrait-il manger pour résoudre son « problème de protéines » ?",3
"D’après l’extrait, lequel des problèmes ci-dessous n’est pas provoqué par une carence en acides aminés vitaux ?",1
De quelle manière les membres d’une sous-culture donnée expriment-ils souvent leur appartenance au groupe ?,4
"D’après la théorie présentée dans le passage, que pourrait-il arriver à un enfant qui s’identifierait à une minorité raciale perçue habituellement comme susceptible d’exhiber des comportements menaçants ?",2
"D’après l’extrait, le fait qu’un enfant connaisse les stéréotypes raciaux pourrait avoir une incidence sur laquelle des réponses ci-dessous ?",2
"D’après l’extrait, lequel des éléments ci-dessous a peu de chances de correspondre à l’éducation d’un enfant sauvage ?",2
"D’après l’extrait, laquelle des affirmations ci-dessous décrit correctement un comportement sauvage chez l’enfant ?",2
"D’après l’extrait, laquelle des pratiques ci-dessous ne correspond pas à une agriculture tournée vers la subsistance ?",2
Laquelle des affirmations ci-dessous décrit correctement la pratique d’une agriculture de subsistance ?,4
La visite d’un musée serait considérée comme appartenant à quelle catégorie de tourisme ?,3
"D’après l’extrait, qu’est-ce qui pourrait constituer une priorité pour les touristes de loisirs ?",2
Qu’est-ce que l’extrait mentionne comme ayant aidé à réduire les craintes de changement au sein de l’église locale ?,1
"D’après l’extrait, à quoi peut aider la compréhension de sa propre histoire ?",3
"Parmi les affirmations ci-dessous, laquelle décrit le mieux l’approche post-moderne de l’apprentissage ?",4
"Parmi les affirmations ci-dessous, laquelle ne reflète pas correctement l’approche post-moderne de l’apprentissage ?",2
"Après un éveil intentionnel durant une période normale de sommeil, laquelle des activités ci-dessous entraverait le processus d’interruption du sommeil ?",1
"Parmi les affirmations ci-dessous, laquelle ne décrit pas correctement une interruption du sommeil ?",4
Qu’est-ce qui augmente lorsque le cerveau essaye de faire des rêves lucides plus fréquemment ?,4
"Parmi les effets négatifs sur l’organisme ci-dessous, lequel pourrait être provoqué par des rêves lucides fréquents ?",2
"D’après l’extrait, en quoi les équipes conventionnelles et virtuelles se ressemblent-elles ?",1
"D’après l’extrait, laquelle des affirmations ci-dessous concernant les équipes physiques et virtuelles n’est pas vraie ?",4
Lequel des éléments ci-dessous n’est pas quelque chose sur lequel sont centrées les théories du contenu ?,1
"Parmi les éléments ci-dessous, lequel n’est pas un objet de la règle des tiers ?",3
"Parmi les affirmations ci-dessous, laquelle ne décrit pas le format de photographie de 35 mm ?",3
"D’après l’extrait, en quoi l’amélioration de la qualité de la production de lentilles par les fabricants a-t-elle permis d’améliorer les objectifs zooms ?",3
"D’après les informations contenues dans l’extrait, dans quel contexte un objectif zoom peut-il être plus avantageux qu’un objectif fixe ?",4
"Parmi les affirmations ci-dessous, laquelle ne pourrait pas être considérée comme une description pertinente du mysticisme ?",4
"D’après l’extrait, lequel des éléments ci-dessous n’est pas quelque chose sur lequel le mysticisme met l’accent ?",2
"D’après l’extrait, qui aurait établi une société agricole ?",4
"D’après l’extrait, le groupe qui chassait les moas était les premiers habitants de quel endroit ?",2
Dans quel contexte l’utilisation de la méthode Pureland pour l’origami pourrait-elle être avantageuse pour la personne pliant le papier ?,4
"Parmi les affirmations ci-dessous, laquelle ne décrit pas correctement l’origami Pureland ?",1
"D’après l’extrait, lequel de ces endroits n’est pas associé à la civilisation de la vallée de l’Indus ?",3
"Parmi les appellations ci-dessous, laquelle n’est pas utilisée pour désigner la civilisation de l’Âge de bronze mentionnée dans l’extrait ?",1
"D’après l’extrait, laquelle des attitudes ci-dessous présente un avantage sur le long terme ?",1
"D’après l’extrait, laquelle des valeurs ci-dessous pourrait être priorisée par une personne recherchant des avantages immédiats ?",4
"D’après l’extrait, qui a couvert une partie importante des dépenses de guerre ?",4
Comment s’appelle la période ayant précédé l’époque des Templiers ?,3
Comment s’appelle la période ayant succédé à l’époque des Templiers ?,1
Quel traitement ou procédure n’est pas mentionné comme ayant été utilisé par les médecins ou les chirurgiens de l’empire romain ?,1
"D’après l’extrait, lequel des éléments ci-dessous n’est pas attribué aux progrès réalisés dans le domaine médical sous l’empire romain ?",3
De quoi dépend la capacité de voir ?,1
De quoi dépend la variation dans la structure des yeux des différents organismes ?,2
"D’après l’extrait, laquelle de ces affirmations sur le sikhisme ne décrit pas pertinemment cette religion ?",2
"D’après l’extrait, lequel des éléments ci-dessous est considéré comme un aspect fondamental du système de croyances sikh ?",1
"D’après l’extrait, sur quoi un enfant atteint de trouble déficitaire de l’attention peut-il avoir du mal à se concentrer ?",1
"D’après l’extrait, pourquoi les enfants souffrant de trouble déficitaire de l’attention ont-ils tendance à adopter des comportements à risque ?",4
"D’après les informations contenues dans l’extrait, lequel des éléments ci-dessous n’est pas un exemple de soutien ?",3
"Parmi les éléments ci-dessous, lequel ne décrit pas pertinemment le concept de soutien ?",3
"D’après l’extrait, quelle fonctionnalité de MySpace pourrait s’avérer bénéfique pour les étudiants ayant des difficultés à lire ?",1
"D’après l’extrait, lequel des éléments ci-dessous ne faisait pas partie de la réponse de Khrouchtchev aux émeutes des travailleurs ?",3
"Parmi les éléments ci-dessous, lequel n’a pas été à l’origine des émeutes en Pologne ?",4
"D’après l’extrait, lequel des éléments ci-dessous n’a pas affecté les relations entre l’URSS et les États-Unis ?",2
"Parmi les éléments ci-dessous, lequel ne décrit pas pertinemment le but de l’envoi d’impulsions nerveuses à travers le corps ?",1
Que peut-on trouver sur le plateau de Gizeh ?,4
À quoi la Grande pyramide servait-elle ?,2
Qui nous a permis de connaître le nom de la personne responsable de l’incendie criminel ayant détruit le temple ?,3
Laquelle des affirmations ci-dessous concernant la reconstruction du temple d’Artémis est exacte ?,2
"D’après l’extrait, à partir de quand une espèce aurait-elle pu au plus tôt marcher sur deux jambes ?",1
"Parmi les espèces ci-dessous, laquelle marchait régulièrement sur deux jambes ?",2
Qu’essayait d’accomplir la marine allemande durant la Seconde Guerre mondiale ?,2
"D’après les informations contenues dans l’extrait, qui a rencontré le plus de succès dans ses campagnes militaires maritimes au cours de la campagne North Atlantic ?",1
Qu’est-ce qui n’existait pas encore lorsque les Assyriens ont commencé à utiliser une cavalerie ?,1
Comment se déroulent les combats faisant intervenir une cavalerie ?,3
"D’après l’extrait, où serait-il impossible de rencontrer un citoyen babylonien moyen ?",4
"Parmi les éléments ci-dessous, lequel était spécifiquement réservé aux prêtres ?",2
À partir de quand le roi Toutankhamon a-t-il commencé à devenir célèbre ?,3
Qu’est-ce qui a rendu le roi Toutankhamon célèbre parmi les monarques égyptiens ?,1
Qu’est-ce que le poète grec Homère ne pouvait pas faire ?,1
Quel Grec célèbre est connu pour autre chose que de la littérature ?,3
Où une famille hébraïque passait-elle la majeure partie de son temps ?,1
Qu’est-ce qui n’avait pas beaucoup d’importance pour une famille hébraïque ?,3
"Parmi les éléments ci-dessous, lequel n’est pas décrit comme étant une différence entre les pays scandinaves ?",2
Qui s’est installé en premier au Groenland ?,1
Quel groupe préférerait manger sans utiliser de chaise ?,3
"Parmi les éléments ci-dessous, lequel ne trouverait-on pas à un banquet de la Rome antique ?",4
"D’après l’extrait, lequel des éléments ci-dessous est peu susceptible d’avoir un impact durable ?",2
"D’après l’extrait, qu’est-ce qui précède une nation ?",3
Laquelle des affirmations ci-dessous à propos de la forteresse Drukgyal Dzong n’est pas vraie ?,1
Laquelle des affirmations ci-dessous décrit pertinemment le résultat de l’incendie de la forteresse Drukgyal Dzong ?,3
Laquelle des affirmations ci-dessous sur le Cambodge est vraie ?,4
"Parmi les affirmations ci-dessous, laquelle décrit pertinemment les invasions du Cambodge ?",4
"Parmi les affirmations ci-dessous, laquelle ne décrit pas une pratique de la Dutch East India Company lorsque celle-ci était à Taïwan ?",4
Qu’a établi le traité de Shimonoseki ?,4
Comment le niveau de pH d’un produit chimique est-il mesuré ?,3
Qu’est-ce qui a été retiré d’un ion hydrogène ?,4
"Parmi les affirmations ci-dessous, laquelle ne décrit pas pertinemment une meute de lions ?",3
"Parmi les affirmations ci-dessous, laquelle ne décrit pas pertinemment le comportement des lions ?",4
De quel type de prédateur les lapins sont-ils une proie courante ?,3
Que chassent habituellement les chats de plus petite taille ?,1
Laquelle des techniques ci-dessous ne fait pas partie des techniques de chasse de l’ocelot ?,4
"Parmi les affirmations ci-dessous, laquelle ne décrit pas pertinemment un ocelot ? ",3
"Parmi les actions ci-dessous, laquelle ne pourrait pas être considérée comme un atout majeur du tigre ?",2
"D’après l’extrait, quel élément ci-dessous différencie les tigres des lions ?",2
"D’après l’extrait, qu’a accompli Robert Hooke avant les autres biologistes ?",1
Que signifie l’étymologie du mot « cellule » ?,2
"D’après l’extrait, quelle capacité la plupart des animaux possèdent-ils ?",2
"D’après l’extrait, qu’est-ce que certains animaux n’ont pas ?",3
Qu’est-ce qui facilite la photosynthèse des plantes ?,4
Qu’est-ce que les êtres humains exhalent et que les plantes inhalent ?,4
"D’après l’extrait et parmi les exemples ci-dessous, qu’est-ce qui gênerait le processus d’évolution ?",4
"Parmi les affirmations ci-dessous, laquelle ne décrit pas pertinemment le processus de spéciation ? ",1
Quelle partie du système cardio-vasculaire ramène le sang vers le cœur ?,4
Quel est le nom des plus petits tubes du système cardio-vasculaire ?,1
La capacité d’un insecte à pouvoir replier ses ailes lui permet d’augmenter laquelle des réponses ci-dessous ?,2
"Parmi les éléments ci-dessous, lequel n’est pas mentionné dans l’extrait comme étant influencé par la capacité d’un insecte à voler ?",2
"Parmi les caractéristiques ci-dessous, laquelle n’est pas habituellement attribuée aux dinosaures ?",2
"Parmi les caractéristiques ci-dessous, laquelle n’est pas habituellement considérée comme partagée par les oiseaux et les dinosaures ?",3
"D’après l’extrait, quelle partie d’une cycadée un tricératops serait-il susceptible de manger ?",2
"D’après l’extrait, lequel des éléments ci-dessous un tricératops serait-il le plus susceptible de manger ? ",2
"D’après l’extrait, lequel des sports ci-dessous est susceptible d’être très populaire dans les régions les plus au nord de l’Italie ?",3
"D’après les informations contenues dans l’extrait, dans lequel des sports ci-dessous l’Italie a-t-elle remporté un championnat du monde ?",1
Après quel événement certaines parties du Luxembourg sont-elles devenues belges ?,2
Lequel des éléments ci-dessous a eu une influence sur la neutralité du Luxembourg ?,1
Combien de kilomètres carrés de la superficie totale de la Turquie sont-ils situés en Europe ?,4
"D’après l’extrait, quelle est la longueur de la Turquie, en miles ?",4
Dans quel contexte le latin est-il utilisé au Vatican ?,1
"Au Vatican, à quoi l’italien n’est-il pas employé ?",3
"D’après l’extrait, lequel des éléments ci-dessous bénéficie du mixage de sons sur des ordinateurs sophistiqués ?",1
"D’après l’extrait, à quel endroit pouvait-on trouver une majorité de maisons possédant des toilettes munies d’une chasse d’eau ?",1
"Parmi les endroits ci-dessous, lequel possédait des systèmes d’égouts avancés ?",1
"Parmi les éléments ci-dessous, lequel fait tourner un patineur ?",1
"D’après l’extrait, lequel des qualificatifs ci-dessous s’applique le mieux au creux de la lame d’un patin à glace moderne ?",3
"D’après l’extrait, quel est le processus permettant aux atomes de se débarrasser de l’excès d’énergie emmagasiné au contact de la lumière ?",4
Qu’est-ce qui provoque l’émission d’un photon par un atome ?,2
"D’après l’extrait, qu’est-ce qui finit par empêcher une ampoule électrique de fonctionner ?",3
Lequel des éléments ci-dessous présente un danger si on le touche en remplaçant une ampoule électrique ?,3
"D’après l’extrait, que se passe-t-il lorsqu’un noyau est divisé ?",2
"Parmi les éléments ci-dessous, lequel renvoie les appels longue distance vers la Terre ?",2
Lequel des éléments ci-dessous est utilisé pour mettre un satellite dans l’espace ?,2
Que faudrait-il noter à propos d’un événement cyclique pour pouvoir suivre le passage du temps ?,2
"D’après l’extrait, quel aspect d’un événement le temps est-il utilisé pour comparer ?",1
"D’après l’extrait, laquelle des réponses ci-dessous est considérée comme typique pour un héritier au trône ?",2
"D’après les informations contenues dans l’extrait, qu’est-ce que Charles a été le premier à faire ?",3
De quel pays provenait la flotte de Trygvasson ?,4
À quelle période historique l’Allemagne exerçait-elle une forte influence culturelle sur l’Estonie ?,3
Par quoi la langue estonienne a-t-elle été influencée ?,2
"D’après l’extrait, sur la base de quel facteur le nombre de personnes ayant l’hindi pour langue maternelle dépend-il ?",1
"Parmi les affirmations ci-dessous sur l’hindi et l’ourdou, laquelle est vraie ?",2
"Parmi les affirmations ci-dessous sur l’alphabet Hangeul, laquelle n’est pas vraie ?",1
En quoi l’alphabet Hunmin Jeongeum a-t-il finalement été changé ?,2
"D’après l’extrait, quelles sont les langues ayant été influencées par le sanskrit ?",4
"D’après l’extrait, à cause de quoi l’utilisation du sanskrit a-t-elle diminué ?",4
"D’après l’extrait, laquelle des affirmations ci-dessous concernant la gravité sur Io est correcte ?",4
"D’après l’extrait et parmi les affirmations ci-dessous, laquelle décrit pertinemment la couche extérieure de la lune ?",1
"D’après l’extrait, à quel endroit la croûte de la lune est-elle la plus épaisse ?",3
"D’après l’extrait et parmi les réponses ci-dessous, que croient certaines personnes ?",3
Qu’est-ce qui se raréfie à mesure que l’on s’éloigne du centre du Soleil ?,3
"D’après l’extrait, quelle est la partie du Soleil visible depuis la Terre ?",3
"Parmi les observations ci-dessous, laquelle a permis d’aider à valider la théorie de Copernic ?",1
"Parmi les éléments ci-dessous, lequel a pu être observé par Galilée en 1610 ?",2
"D’après l’extrait, de quoi l’Amazone collecte-t-il les eaux ?",1
Quel superlatif n’est pas attribué à l’Amazone ?,3
Quel secteur mentionné dans l’extrait emploie le plus petit nombre de Vénézuéliens ?,3
"D’après l’extrait, lequel des secteurs ci-dessous emploie le plus grand nombre de Vénézuéliens ?",1
"D’après l’extrait, qu’est-ce que la fusion permet aux corps stellaires de faire ?",3
"Parmi les réponses ci-dessous, qu’est-ce qu’un réacteur à fusion fructueux pourrait permettre de créer ?",4
Quelle est la composition chimique de l’eau ?,4
"Lorsque l’eau change d’état, qu’est-ce qui reste constant ?",1
"D’après l’extrait, lequel des éléments ci-dessous n’a pas posé de problème lorsque les treize états ont essayé d’imposer certaines lois ?",1
"D’après l’extrait, laquelle des affirmations ci-dessous reflète correctement l’état du gouvernement central pendant la guerre révolutionnaire ?",3
Comment l’inscription au dos de la Déclaration d’indépendance a-t-elle été rédigée ?,3
Singapour est connue pour lequel des éléments ci-dessous ?,1
Qu’est-ce que la Vanda Miss Joaquim ?,2
"D’après l’extrait, quelle caractéristique des pyramides de Gizeh les Égyptiens du Nouvel Empire n’auraient-ils pas trouvée surprenante ?",2
"D’après l’extrait, où les herbivores se dirigent-ils à la recherche des pluies ?",3
"D’après l’extrait, quelle zone les herbivores quittent-ils autour du mois d’avril ?",2
De quel pays « l’Opération Lion de mer » était-elle une invasion ?,2
Quel nom l’Allemagne a-t-elle donné à l’attaque sur la Grande-Bretagne ?,2
Qu’est-ce qui n’est pas mentionné comme étant une étape nécessaire à la stratégie italienne de conquête des pays africains ?,2
"D’après l’extrait, qu’est-ce qui était considéré comme l’objectif principal de l’Italie pendant la guerre ?",1
Qui a mis en place des relations amicales avec les envahisseurs ?,2
Qui étaient les Alliés impliqués dans « l’Opération Dragoon » ?,1
Quelle est la technologie dont le développement a poussé les sous-marins à commencer à se déplacer sous l’eau ?,4
"Au début de leur utilisation, dans quel domaine les sous-marins avaient-ils une portée limitée ?",3
"D’après l’extrait, qui a violé un accord ? ",4
"Parmi les éléments ci-dessous, lequel n’a pas été effectué par l’Armée rouge ?",3
Qu’est-il arrivé à l’ingénieur en chef de la dixième armée italienne ?,3
Où Italo Balbo a-t-il été tué ?,4
"D’après l’extrait, laquelle des techniques ci-dessous est une part importante de la méditation tibétaine ?",3
"D’après l’extrait, comment les chakras sont-ils activés dans le « centre » de la méditation tibétaine ?",2
Qui a présenté le deuxième chant de dévotion au cours du programme ?,4
"D’après l’extrait, qui a présenté un chant de dévotion au moment de l’offrande de nourriture ?",1
Quelle a été l’avant-dernière performance de la soirée ?,1
De quelle nationalité est Alessandro Safina ?,4
"D’après l’extrait, laquelle des affirmations ci-dessous n’est pas vraie ?",4
"D’après l’extrait, qui a fait une remarque sur le niveau de chaleur désagréable ?",2
Où y a-t-il eu une coupure d’électricité à cause de l’activité tsunami ?,1
"D’après l’extrait, en quoi la coupure d’électricité a-t-elle affecté Tonga ?",4
À quel moment la police a-t-elle pu utiliser ses radars pour chronométrer la vitesse de Jonny Reid ?,1
"D’après l’extrait, pourquoi a-t-il été difficile pour la police de Nouvelle-Zélande de chronométrer Jonny Reid ?",2
Où se situait l’épicentre du séisme par rapport à Butte ?,2
Que s’est-il passé au cours de l’émeute à Abu Ghraib ?,4
Pourquoi la prison irakienne est-elle devenue célèbre ? ,4
Quel type d’événement devait avoir lieu au stade du mémorial de guerre de Maui ?,3
Par qui une explication concernant l’annulation de l’événement a-t-elle finalement été fournie ?,2
Qui plusieurs habitants de Bichkek pensaient être responsables du pillage ?,3
Qui a accusé les manifestants du sud de pillage ?,1
À quel moment les ventes de Ring ont-elles augmenté ?,1
Quand Jamie Siminoff a-t-il décidé de lancer Ring ?,1
Quel type de conseils chaque épisode de Reading Rainbow proposait-il aux enfants ?,4
Qu’est-ce qui a pu contribuer à l’annulation de la série Reading Rainbow ?,1
"Parmi les affirmations ci-dessous, laquelle n’a pas été avancée par les responsables d’Amsterdam et du musée au sujet de l’arbre ?",2
"D’après un inspecteur en chef de la RSPCA, pour lequel des éléments ci-dessous des inspections devraient-elles être la norme ?",1
"D’après l’extrait, qu’est-ce qui pourrait aider à renforcer l’importance du bien-être animal auprès des personnes travaillant dans les abattoirs en Australie ?",1
"D’après l’extrait, quelle est la profession de la personne qui a été arrêtée ?",1
"D’après l’extrait, pour combien de victimes des funérailles avaient-elles lieu au moment où la nouvelle d’une autre arrestation se répandait ?",2
Quel pays a décidé de ne pas donner suite à l’accord ACTA après l’avoir signé en réponse aux manifestations ?,2
"D’après l’extrait, lequel des pays ci-dessous a décidé de retarder son processus d’adhésion à l’ACTA ?",4
Combien de personnes ont-elles été blessées suite à des incidents de surchauffe d’iPods ?,1
Qui a déclaré que les incidents de surchauffe n’étaient pas graves ?,4
"Au cours de son discours, qu’est-ce que Steve Jobs a déclaré qu’Apple allait réinventer ?",2
Quel était le but du discours de deux heures de Steve Jobs ?,3
Qu’est-ce que Cristina Fernandez de Kirchner a annoncé au Théâtre argentin ?,1
Où Cristina Fernandez de Kirchner a-t-elle annoncé son intention de se présenter ?,3
Quelles ont été les conclusions de l’ACMA concernant Big Brother ?,1
Quels critères du contenu multimédia doit-il remplir pour être considéré comme du contenu Internet ?,2
Qui est à la tête du parti libéral australien ?,2
Pourquoi l’Australie ne possède-t-elle pas déjà une industrie nucléaire ?,4
Quel skieur a concouru avec l’aide d’un guide ?,3
Quel pays a terminé dixième au Super-G féminin debout ?,1
"D’après l’extrait, laquelle des affirmations ci-dessous concernant Blake n’est pas vraie ?",2
"D’après l’extrait, laquelle des affirmations ci-dessous ne décrit pas quelque chose qui est arrivé à Blake ?",3
À quoi le fonds contre le réchauffement climatique de l’ONU ne sera-t-il pas utilisé ?,2
"D’après l’extrait, qu’est-ce que l’ONU espère sauvegarder ?",3
