question,gemini_answer
"Вақте ки мағзи сар аксар вақт хоби возеҳу равшанро дидан мехоҳад, чӣ афзоиш меёбад?",4
Кадоме аз таъсири манфии зерин метавонад хоби возеҳу равшанро ба бадан дошта бошад?,2
"Мувофиқи порчаи матн, дастаҳои муқаррарӣ ва виртуалӣ чӣ гуна ба ҳам монанданд?",1
"Бар асоси порчаи матн, кадом изҳорот дар бораи дастаҳои ҷисмонӣ ва виртуалӣ дуруст нест?",1
Кадоме аз инҳо дар мавзӯи назарияҳои муҳтаво нест?,4
Кадоме аз инҳо ба қоидаҳои сеюм мувофиқат намекунад?,1
Кадоме аз инҳо формати акси 35мм-ро тавсиф намекунад?,3
"Мувофиқи порчаи матн, вақте ки истеҳсолкунандагон сифати объективҳоро баланд мебардоранд,тағйири миқёси объективҳо чӣ гуна такмил дода шуданд?",3
"Дар асоси маълумоти дар порчаи мазкур мавҷудбуда, дар кадом ҳолатҳо объективҳои зум нисбат ба объективҳои аввалиндараҷа афзалтар аст?",4
Кадоме аз инҳо тавсифи дақиқи тасаввуф ҳисобида намешавад?,4
"Мувофиқи порчаи матн, кадоме аз инҳо дар маркази тасаввуф нест?",2
Мувофиқи порчаи матн кӣ метавонист ҷамъияти хоҷагии қишлоқро ташкил кунад?,3
"Мувофики порчаи матн гурӯҳе, ки моасро шикор мекардаанд, аввалин сокинони кадом макон буданд?",2
Дар кадом сенария истифодаи усули оригами тоза ба муаллиф фоида меорад?,4
Кадоме аз инҳо оригами тоза заминро дуруст тавсиф намекунад?,1
"Мувофиқи порчаи матн, кадом макон бо Тамаддуни Водии Ҳинд алоқаманд нест?",3
"Кадоме аз инҳо ҳамчун номи эҳтимолии тамаддуни асри биринҷӣ, ки дар порчаи матн баррасӣ мешавад, зикр нашудааст?",3
"Тибқи порчаи матн, кадоме аз инҳо пирӯзии дарозмуддат медиҳад?",1
"Мувофиқи порчаи матн, агар таваҷҷӯҳи касе ба манфиатҳои фаврӣ бошад,кадоме аз инҳо метавонад афзалият диҳанд?",4
"Мувофиқи порчаи матн, кӣ қисми зиёди хароҷоти ҳарбиро пӯшонидаст?",4
Кадом давра пеш аз давраи Тамплиерҳо буд?,3
Пас аз давраи Тамплиерҳо кадом давра фаро расид?,1
Кадом табобат ё тартиби тиббиро дар замони Рим табибон ва ҷарроҳон истифода намебурданд?,1
"Тибқи порчаи матн, кадоме аз инҳо ба пешрафти соҳаи тиб дар замони империяи Рим мансуб нест?",1
Қобилияти дидан аз чӣ вобаста аст?,1
Фарқияти сохтори чашмро дар организмҳои гуногун чӣ муайян мекунад?,2
"Мувофиқи порчаи матн, кадом изҳорот дар бораи сикхизм динро дақиқ тавсиф намекунад?",2
"Мувофиқи порчаи матн, кадоме аз инҳо ҷанбаи асосии системаи эътиқоди сикҳ ҳисобида мешавад?",1
"Мувофиқи порчаи матн, барои кӯдакони гирифтори норасоии диққат ба таваҷҷӯҳ кардан ба чӣ душвор шуда метавонад?",1
"Мувофиқи порча, чаро кӯдакони гирифтори норасоии диққат ба рафторҳои хатарнок даст мезананд?",4
"Бар асоси маълумоте, ки дар порчаи матн оварда шудааст, кадоме аз онҳо намунаи скаффолдинг нест?",3
Кадоме аз инҳо мафҳуми скаффолдингро дуруст тавсиф намекунад?,2
"Мувофиқи порчаи матн, кадом хусусияти MySpace метавонад ба донишҷӯёне, ки дар хондан душворӣ доранд, фоида оварад?",1
"Мувофиқи порчаи матн, кадоме аз инҳо ба қисми ҷавоби Хрушщев ба ошӯбҳо коргарон дохил набуд?",3
Кадоме аз инҳо сабаби ошӯбҳо дар Полша набуд?,4
"Мувофиқи порчаи матн, кадоме аз инҳо ба муносибатҳои байни СССР ВА ИМА таъсир нарасонидааст?",2
Кадоме аз инҳо ҳадафи интиқоли импулсҳои асабро ба тамоми бадан дуруст тавсиф намекунад?,1
Дар Платои Гиза чиро ёфтан мумкин аст?,4
Ҳадафи Пирамидаи бузург чӣ буд?,2
"Кӣ барои дониши мо дар бораи оташзанандае, ки маъбадро хароб кардааст, масъул аст?",3
Изҳороти дақиқ дар бораи азнавсозии маъбади Артемида чӣ гуна аст?,2
"Мувофиқи порчаи матн, кай бо ду по аввалин намудҳо роҳ мерафтанд?",1
Кадоме аз ин намудҳо мунтазам бо ду по мерафтанд?,2
Дар давоми Ҷанги Дуюми Ҷаҳонӣ Флоти баҳрии Олмон ба чӣ ноил шудан мехост?,2
"Дар асоси маълумоте, ки дар порчаи матн оварда шудааст, кӣ дар ҷанги баҳрӣ дар маъракаи Атлантикаи Шимолӣ муваффақтарин буд?",1
"Вақте, ки Ашшуриён истифодаи аскарони савораро ҷорӣ карданд, чӣ вуҷуд надошт?",1
Ҷангҳо бо истифода аз аскарони савора чӣ гунаанд?,3
"Мувофиқи порчаи матн, шумо сокини миёнаи Вавилонро аз куҷо пайдо мекунед?",3
Кадоме аз инҳо махсусан барои коҳинон пешбинӣ шуда буд?,2
Шоҳ Тутанхамон кай маъруфиятро ба даст овард?,3
Чӣ шоҳ Тутанхамонро подшоҳи машҳури Миср сохт?,1
Шоири юнонӣ Ҳомер аз ӯҳдаи чӣ коре баромада натавонист?,2
Кадом Юнонии маъруф ба ғайр аз адабиёт ба чизи дигаре маъруф аст?,3
Оилаи ҷуҳуд қисми зиёди вақти худро дар куҷо мегузаронданд?,1
Чӣ чизе барои оилаи ҷуҳуд муҳим набуд?,3
Кадом яке аз мавридҳои зер ба унвони фарқият байни кишварҳои Скандинавиягӣ тавсиф карда нашудааст?,2
Кӣ аввалин бор дар Гренландия маскан гирифт?,1
Кадом гурӯҳ ба бе мизу курсӣ ғизо хурданро афзалият медиҳанд?,3
Кадоме аз ин ҷашнҳо ҷузъи ҷашнҳои Рими қадим намебошад?,4
"Бар асоси порчаи матн, кадоме аз мавридҳои зерин эҳтимолан таъсири доимӣ надоранд?",2
Бар асоси порчаи матн чӣ чиз муқаддам бар як миллат аст?,3
Кадом ҷумла дар бораи Друкгял Дзонг дуруст нест?,1
Кадом изҳорот натиҷаи сӯхтор дар Друкгел Дзонгро дақиқ тавсиф мекунад?,3
Кадоме аз гуфтаҳои зерин дар бораи Камбоҷа дуруст аст?,4
Кадоме аз гуфтаҳои зерин ҳамлаҳои Камбоҷаро дуруст тавсиф мекунад?,4
Ширкати Ҳолландии Ост-Ҳиндустон дар муддати тадқиқоти худ дар Тайван кадоме аз мавридҳои зерро иҷро накардааст?,4
Аҳдномаи Шимоносеки чиро муқаррар кард?,4
Сатҳи рН-и моддаи кимиёвӣ чӣ гуна чен карда мешавад?,3
Аз ионҳои гидроген чӣ хориҷ карда шуд?,4
Кадоме аз гуфтаҳои зерин прайди шерҳоро дақиқ тавсиф намекунад?,3
Кадоме аз гуфтаҳои зерин рафтори шерҳоро дақиқ тавсиф намекунад?,4
Харгӯшҳо тӯъмаи маъмули кадом намуди даррандаҳо мебошанд?,3
Гурбаҳои хурд маъмулан кадоме аз инҳоро шикор мекунанд?,1
Кадоме аз инҳо ҷузъи усули шикори оселот нест?,3
Кадоме аз ин мавридҳои зерин оселотро дуруст тавсиф намекунад? ,3
Кадоме аз мавридҳои зерин қувваи бузургтарини паланг ҳисобида намешавад?,2
"Мувофиқи порчаи матн, кадом яке аз инҳо тафовути байни паланг ва шер аст?",2
"Мувофиқи матн, Роберт Кук пеш аз дигар биологҳо чӣ кор мекард?",1
Пайдоиши калимаи «ҳуҷайра» чӣ маъно дорад?,2
"Мувофиқи почаи матн, аксари ҳайвонот тавоноии анҷоми чӣ кореро доранд?",2
Мувофиқи порчаи матн баъзе ҳайвонҳо чӣ чизеро надоранд?,3
Чӣ ба растаниҳо дар раванди фотосинтез мусоидат мекунад?,4
"Инсонҳо аз чӣ чизи растаниҳо, ки хориҷ менамоянд нафас мегиранд?",2
"Мувофиқи порчаи матн, кадоме аз мисолҳои зерин ба раванди эволютсия халал мерасонад?",1
Кадоме аз гуфтаҳои зерин раванди ҷинспайдошавиро дуруст тавсиф намекунад? ,1
Кадом қисми системаи гардиши хун хунро ба дил мебарад?,4
Кадом найчаҳо дар системаи гардиши хун хурдтаринанд?,1
"Қобилияти ҳашарот барои болҳои худро дар танаи бадашон маҳкам кардан, кадоме аз инҳоро зиёд мекунад?",2
"Кадоме аз инҳо дар порчаи матн ҳамчун чизе, ки ба қобилияти парвози ҳашарот таъсир мерасонад, зикр нашудааст?",2
Кадоме аз хусусиятҳои зерин одатан бо динозаврҳо алоқаманд нест?,2
Кадоме аз инҳо одатан ҳамчун хусусияти муштараки паррандагон ва динозаврҳо ҳисобида намешавад?,3
"Мувофиқи порчаи матн, трицератопҳо кадом қисми растании сикадмонандро мехӯрданд?",2
"Мувофиқи порчаи матн, кадоме аз инҳо трицератопҳо эҳтимол бештар мехӯранд? ",2
"Мувофиқи порчаи матн, кадоме аз намудҳои зерин эҳтимолан дар минтақаҳои шимолии Италия маъмул аст?",3
"Дар асоси маълумоте, ки дар порчаи матн оварда шудааст, кадоме аз намудҳои зерин дар чемпионати ҷаҳон барои Италия ғолиб омад?",1
Пас аз кадом ҳодиса қисматҳои алоҳидаи Люксембург ба Белгия табдил ёфтанд?,2
Кадоме аз инҳо ба бетарафии Люксембург таъсир расонидааст?,1
Чанд километри мураббаъ масоҳати Туркия дар Аврупо аст?,4
"Мувофиқи порчаи матн, Туркия тақрибан чанд мил дарозӣ дорад?",4
Забони лотинӣ дар шаҳри Ватикан барои чӣ истифода мешавад?,1
Дар шаҳри Ватикан барои чӣ забони итолиёвӣ истифода намешавад?,3
"Мувофиқи порчаи матн, кадоме аз инҳо аз омезиши садо дар компютерҳои мураккаб фоида меорад?",1
"Тибқи порчаи матн, дар аксари хонаҳо дар кадом макон ҳоҷатхонаҳои обдор мавҷуд буданд?",1
Дар кадоме аз ҷойҳои зерин системаҳои канализатсияи пешрафта пайдо шудаанд?,2
Кадоме аз инҳо боиси гардиши раққос мегардад?,1
"Мувофиқи порчаи матн, кадоме аз инҳо чуқурии теғи конкиҳои муосирро дуруст тасвир мекунад?",1
"Мувофиқи порчаи матн, кадом равандест, ки ба атомҳо имкон медиҳад, ки энергияи зиёдатиро аз нур хориҷ кунанд?",4
"Чӣ сабаб мешавад, ки атом фотон мебарорад?",1
"Тибқи порчаи матн, дар ниҳоят чаро фурӯзонак аз кор мемонад?",3
Кадоме аз инҳо ҳангоми иваз кардани лампа ламс кардан хатарнок буда метавонад?,3
"Мувофиқи порчаи матн, ҳангоми тақсим шудани ядро чӣ ҳодиса рӯй медиҳад?",2
Кадоме аз инҳо масофаи дурро баръакс ба Замин инъикос мекунад,2
Кадоме аз инҳо барои ба кайҳон гузоштани телескоп истифода мешаванд?,2
"Кадомро дар бораи ҳодисаи даврӣ бояд қайд кард, то гузашти вақтро пайгирӣ кунад?",2
"Тибқи порчаи матн, кадом ҷанбаи ҳодиса барои муқоисаи вақт истифода мешавад?",2
Тибқи порчаи матн кадоме аз инҳо хоси вориси тахт маҳсуб мешавад?,4
"Дар асоси маълумоти дар порчаи матн овардашуда, Чарлз аввалин шуда чӣ кор кард?",3
Флоти Тригвассон аз кадом кишвар буд?,4
Дар кадом давраи таърих Олмон ба Эстония таъсири қавии фарҳангӣ расонд?,2
Ба забони эстонӣ чӣ таъсир расонида буд?,2
"Тибқи порчаи матн, шумори забони модарии ҳиндӣ бар асоси кадом омил тағйир меёбад?",1
Кадоме аз ин изҳорот дар бораи забонҳои ҳиндӣ ва урду дурустанд?,2
Кадоме аз инҳо далели дақиқ дар бораи алифбои Ҳангил нест?,1
Дар ниҳоят алифбои Ҳунмин Ҷонгум ба чӣ иваз карда шуд?,2
Тибқи порча ба кадом забонҳо таъсири санскрит ворид шудааст?,4
"Тибқи порчаи матн, истифодаи санскрит бо сабаби чӣ коҳиш ёфтааст?",4
"Тибқи порчаи матн, кадоме аз инҳо изҳороти дақиқ дар бораи қувваи ҷозиба дар астероид аст?",4
"Мувофиқи порчаи матн, кадоме аз гуфтаҳои зерин қабати берунии Моҳро дуруст тавсиф мекунад?",1
"Мувофиқи порчаи матн, ғафстарин қабати Моҳ дар куҷост?",3
"Бар асоси порчаи матн, ба кадоме аз инҳо одамони алоҳида бовар доранд?",3
"Чӣ қадаре ки шумо аз маркази Офтоб дуртар ҳаракат кунед, чӣ тункутар мешавад?",3
Мувофиқи порча кадом қисми Офтоб аз Замин намоён аст?,3
Кадоме аз мушоҳидаҳои зерин барои тасдиқи назарияи Коперник кӯмак кард?,1
Кадоме аз инҳоро Галилео Галилей соли 1610 мушоҳида кардааст?,2
"Мувофиқи порчаи матн, дарёи Амазонка обро аз куҷо ҷамъ мекунад?",1
Кадом таъриф ба дарёи Амазонка мансуб нест?,3
"Кадом хати коре, ки дар порчаи матн зикр шудааст, камтарин шумораи венесуэлагиҳоро кор мекунад?",3
"Мувофиқи порчаи матн, дар кадоме аз соҳаҳои зерин шумораи бештари венесуэлагиҳор кор мекунанд?",1
"Мувофиқи порчаи матн, синтез ба ситораҳо чӣ имкон медиҳад?",3
Кадоме аз инҳоро реакторҳои термоядерии муфид эҷод карда метавонад?,1
Таркиби химиявии об чӣ гуна аст?,4
"Вақте ки об шакл мегирад, чӣ бетағйир мемонад?",1
"Мувофиқи порчаи матн, кадоме аз инҳо барои сенздаҳ штат ҳангоми кушиши ҷорӣ кардани қонунҳои муайян мушкилӣ набуд?",1
"Мувофиқи порчаи матн, дар кадом изҳорот вазъияти ҳукумати дар давраи ҷанги инқилобӣ дуруст инъикос ёфтааст?",3
Калимаҳо дар паси Эъломияи истиқлолият чӣ гуна навишта шудаанд?,3
Сингапур бо кадоме аз чизҳои зерин машҳур аст?,1
Ванда Мисс Ҷаквим чист?,2
"Мувофиқи порчаи матн, кадом сифати пирамидаҳои Гиза мисриёни Салтанати Навро ба ҳайрат намеоварданд?",2
"Тибқи порчаи матн, алафхӯрон барои ҷустуҷӯи борон ба куҷо сафар мекунанд?",3
Вобаста ба порчаи хондашуда алафхӯрҳо ягон вақте дар қарибиҳои моҳи апрел кадом минтақаро тарк мекунанд?,2
Амалиёти Sailion ҳуҷум ба кадом кишвар буд?,2
Олмон ҳамла ба Бритониёро чӣ номид?,2
Кадом як қадами зарурӣ дар нақшаи Итолиё барои забт кардани кишварҳои Африқо зикр нашудааст?,2
Мувофиқи порчаи матн кадом ҳадафҳои ҷангии Итолиё аввалиндараҷа ба ҳисоб мерафтанд?,1
Кӣ бо муборизон муносибатҳои сулҳҷӯёна барқарор кард?,2
Дар «Амалиёти Другонҳо» киҳо иттифоқчӣ буданд?,1
"Рушди кадом технология боиси он гардид, ки киштиҳои зериобӣ дар зери об ҳаракат кунанд?",4
"Ҳангоми истифодаи аввалини худ, киштиҳои зериобӣ дар кадом қисмат масофаи хеле маҳдуд доштанд?",3
Мувофиқи порчаи матн шартномаро кӣ вайрон кардааст? ,4
Кадоме аз ин корҳоро Артиши Сурх иҷро накардааст?,3
Ба сармуҳандиси артиши даҳуми Итолиё чй шуд?,3
Итало Балбо дар куҷо кушта шуд?,4
"Мувофиқи порчаи матн, кадоме аз усулҳои зерин қисми муҳими медитатсияи тибетӣ мебошад?",3
"Мувофиқи порчаи матн, чакраҳо дар «маркази» медитатсияи тибетӣ чӣ гуна фаъол мешаванд?",2
Дар барнома кӣ суруди ҳамду саноро пешкаш кард?,2
"Тибқи порчаи матн, ки ҳангоми пешниҳоди таом суруди ҳамду саноро пешкаш кардааст?",1
Намоиши дуюми охирини шом чӣ гуна буд?,1
Алессандро Сафина аз кадом миллат аст?,4
Мувофиқи порчаи матн кадоме аз ин изҳорот нодуруст аст?,1
"Тибқи порчаи матн, дар бораи сатҳи гармии ногувор кӣ шарҳ додааст?",2
Бар асари фаъолшавии сунамӣ дар куҷо қатъи барқ рух дод?,1
"Тибқи порчаи матн, Тонга аз қатъи барқ чӣ гуна осеб дидааст?",4
"Кай полис тавонист радарҳои суръатсанҷии худро истифода барад, то андозаи суръати ронандагии Ҷонни Ридро муайян кунад?",1
"Тибқи порчаи матн, чаро барои полиси Зеландияи Нав суръати Ҷонни Ридро назорат кардан душвор буд?",2
