question,gemini_answer
Ktorý z nasledujúcich aspektov katolíckej cirkvi nebol podrobne skúmaný?,1
Kto bol podľa úryvku zavraždený vo Versailles?,4
Ku ktorej z nasledujúcich možností dav kráľa a kráľovnú neprinútil?,1
Ktorá z nasledujúcich možností nebola výsledkom britskej nekonvenčnej námornej vojny?,3
Ktoré tvrdenie neopisuje britskú námornú blokádu Nemecka presne?,4
U koho je na základe úryvku najväčšia pravdepodobnosť výskytu sklerózy multiplex?,1
"Tí, ktorí majú pravidelné aktivity, potrebovali podľa úryvku väčšiu podporu pri čom?",1
Ako sa podľa úryvku zvyčajne hrá šerm?,4
Ktorá z nasledujúcich možností je podľa úryvku najrýchlejším znakom vnútornej otravy?,4
Aký je podľa úryvku vhodný prvý krok pri zhodnotení stavu obete?,1
Ktoré z nasledujúcich tvrdení presne neodráža postup kontroly obete?,1
Ktoré zo zmien vyvolaných Veľkou francúzskou revolúciou mali zásadný vplyv na občanov – robotníkov?,2
"Po Veľkej francúzskej revolúcii bolo menej pravdepodobné, že úspech vo vojenskej kariére a iných oblastiach sa bude zakladať na čom?",2
"O ktorej verejnej službe sa hovorí, že zapríčiňuje vo vyspelých krajinách najväčšiu nespokojnosť?",3
Čo sa dá podľa úryvku povedať o verejných dopravných systémoch?,3
Ktorú z nasledujúcich možností môže byť podľa úryvku náročné merať kvôli nepredvídateľnosti správania vodičov?,4
Ktorá z nasledujúcich možností sa používa pri matematickom znázornení dopravného toku?,4
Čo použili Hershey a Chase na implantáciu svojej DNA? ,4
Od čoho závisí schopnosť mutácie preniesť sa na potomstvo?,1
Od čoho na základe informácií uvedených v úryvku rôzne účinky mutácií nezávisia?,1
"Ktorá z nasledujúcich možností nebola dôvodom, prečo staroveké kultúry chovali kozy?",2
Cieľom golfu je urobiť najmenej čoho?,2
Kde sa na golfovom ihrisku trávnik kosí nakrátko?,2
Čo je typickým účelom experimentu?,1
Čo podľa úryvku nepomáha nasmerovať vedecký výskum?,1
Ktoré tvrdenie o tornádach nie je podľa úryvku pravdivé?,3
Ktoré z nasledujúcich tvrdení na základe úryvku presne opisuje väčšinu tornád?,4
Ktorú z nasledujúcich činností začali ľudia robiť v 16. storočí?,4
Ako dlho ľudia zväčšujú objekty použitím šošoviek?,3
Čo na základe úryvku hovorí Mohamedova jaskyňa o jeho duchovných praktikách alebo hodnotách?,1
Na čo bolo podľa úryvku prvýkrát použité železo?,4
Prečo boli podľa úryvku drevené kolesá nahradené železnými kolesami?,4
Čo podľa úryvku formovalo jednotlivcov počas obdobia romantizmu?,2
Ktoré z nasledujúcich tvrdení neodráža všeobecnú myšlienku technologického determinizmu? ,1
Ktorá z nasledujúcich možností sa podľa úryvku nespája s ťahaním sláčika?,1
Ktorá z nasledujúcich možností sa podľa úryvku spája s jemnejším zvukom?,3
"Fosílie ukazujú, že ruky sa časom adaptovali primárne na používanie ktorej možnosti?",1
Ktorá z nasledujúcich možností presne opisuje články prstov šimpanza? ,3
Z akej skupiny odstraňuje selekcia nové genetické variácie?,4
Ktorý proces je zodpovedný za pridávanie nových genetických variácií?,3
"Ktoré z týchto možností by mal na základe informácií z úryvku primát jesť, aby vyriešil svoj „problém s bielkovinami“?",3
Ktorý z nasledujúcich problémov podľa úryvku nie je spôsobený nedostatkom esenciálnych aminokyselín?,1
Ako členovia určitej subkultúry často dávajú najavo svoje spojenie so skupinou?,4
"Čo sa podľa teórie uvedenej v úryvku môže stať dieťaťu, ktoré sa stotožní s rasovou menšinou, s ktorou sa spája stereotyp nebezpečného správania?",2
Na ktorú z nasledujúcich možností by podľa úryvku mohla mať vplyv vedomosť dieťaťa o rasových stereotypoch?,2
Ktorá z nasledujúcich možností sa podľa úryvku pravdepodobne nezhoduje s vychovaním neskrotného dieťaťa?,2
Ktorá z nasledujúcich možností podľa úryvku presne opisuje neskrotné správanie u detí?,2
Ktorý z nasledujúcich postupov sa na základe úryvku zhoduje so samozásobiteľsky orientovaným poľnohospodárstvom?,1
Ktorá z nasledujúcich možností presne opisuje postup samozásobiteľského poľnohospodárstva?,4
Pod ktorú kategóriu cestovného ruchu spadá návšteva múzea?,3
Čo môže byť podľa úryvku prioritou pre rekreačných turistov?,2
"Čo sa v úryvku spomína ako niečo, čo pomohlo zmierniť strach zo zmeny v miestnom kostole?",1
Čomu môže podľa úryvku napomôcť pochopenie vlastnej histórie?,1
Ktoré z nasledujúcich tvrdení presne opisuje postmoderný prístup k učeniu?,4
Ktoré z nasledujúcich tvrdení neodráža presne postmoderný prístup k učeniu?,2
Ktorá z týchto možností by po zámernom prebudení sa počas zvyčajnej doby spánku bránila procesu prerušeniu spánku?,1
Ktorá z nasledujúcich možností nie je presným opisom prerušenia spánku?,4
"Keď sa mozog pokúša jasne snívať, čo narastá?",4
Ktorý z nasledujúcich negatívnych vplyvov by mohlo mať na telo časté lucidné snívanie?,2
V čom sú si podľa úryvku podobné tradičné a virtuálne tímy?,1
Ktoré tvrdenie týkajúce sa fyzických a virtuálnych tímov na základe úryvku nie je pravdivé?,1
"Ktorá z nasledujúcich možností je niečím, na čo sa teórie obsahu nezameriavajú?",4
Ktorá z nasledujúcich možností nie je predmetom pravidla tretín?,1
Ktorá z nasledujúcich možností neopisuje 35 mm formát fotografií?,3
"Keďže výrobcom sa darí dosahovať pri výrobe objektívov vyššiu kvalitu, ako sú podľa úryvku objektívy s priblížením vylepšené?",3
Kedy môže byť na základe informácií z úryvku objektív s priblížením lepšou možnosťou ako objektív s pevným ohniskom?,4
Ktorá z nasledujúcich možností sa nepovažuje za presný opis mysticizmu?,4
Na ktorú z nasledujúcich možností sa podľa úryvku mysticizmus nezameriava?,2
Kto mohol podľa úryvku založiť poľnohospodársku spoločnosť?,3
"Prvými obyvateľmi ktorého územia bola podľa úryvku skupina, ktorá lovila vtáky moa?",2
V ktorom prípade by bol spôsob skladania origami s názvom Pureland prospešný pre skladateľa?,4
Ktorá z nasledujúcich možností presne neopisuje Pureland origami?,1
Ktoré územie sa podľa úryvku nespája s Harappskou civilizáciou?,1
"Ktorý z nasledujúcich názvov sa v úryvku nespomína ako možný názov civilizácie, ktorá žila v dobe bronzovej?",4
Ktorá z nasledujúcich možností podľa úryvku prináša dlhodobú výhodu?,1
"Ktorú z nasledujúcich možností môže niekto podľa úryvku prioritizovať, ak je zameraný na okamžité výhody?",4
Kto podľa úryvku pokrýval významný podiel vojnových nákladov?,4
Ktorá epocha predchádzala obdobiu templárov?,3
Ktorá epocha nasledovala po období templárov?,1
"Ktoré lekárske ošetrenie a postup sa nespomínajú ako tie, ktoré využívali doktori a chirurgovia počas Rímskej ríše?",1
Ktorá z nasledujúcich možností sa podľa úryvku nepripisuje pokrokom na poli medicíny počas Rímskej ríše?,3
Od čoho závisí schopnosť vidieť?,1
Od čoho závisia rôzne typy očných štruktúr u organizmov?,2
Ktoré tvrdenie o sikhizme podľa úryvku toto náboženstvo presne nevystihuje?,2
Ktorá z nasledujúcich možností sa podľa úryvku považuje za hlavný aspekt sikhského systému viery?,1
Na čo sa podľa úryvku deti s poruchou pozornosti ťažko sústredia?,1
Prečo majú podľa úryvku deti s poruchou pozornosti tendenciu mať rizikové správanie?,4
Čo z nasledujúcich možností nie je na základe informácií z úryvku príkladom „scaffoldingu“?,3
Ktorá z nasledujúcich možností neopisuje koncept scaffoldingu presne?,3
"Ktorá funkcia MySpace by podľa úryvku mohla byť prospešná pre študentov, ktorí majú problém s čítaním?",1
Ktorá z nasledujúcich možností podľa úryvku nebola súčasťou Chruščovovej reakcie na nepokoje v radoch pracovníkov?,3
Ktorá z nasledujúcich možností nebola príčinou nepokojov v Poľsku?,4
Ktorá z nasledujúcich možností podľa úryvku neovplyvnila vzťahy medzi ZSSR a USA?,2
Ktorá z nasledujúcich možností neopisuje účel vysielania nervových impulzov do celého tela presne?,1
Čo možno nájsť na Náhornej plošine v Gíze?,4
Čo bolo účelom Veľkej pyramídy?,2
"Kto je zodpovedný za to, že nám je dnes známe meno podpaľača, ktorý zničil chrám?",3
Ktoré tvrdenie o prestavbe Artemidinho chrámu je presné?,2
Kedy najskôr mohol podľa úryvku niektorý druh kráčať na dvoch nohách?,1
Ktorý z týchto druhov kráčal na dvoch nohách pravidelne?,2
Čo sa nemecké námorníctvo snažilo dosiahnuť počas druhej svetovej vojny?,invalid
Kto mal na základe informácií z úryvku najväčší úspech v námornej vojne počas severoatlantickej kampane?,1
"Čo neexistovalo, keď Asýrčania zaviedli využívanie jazdectva?",1
"Ako sa bojuje, keď sa využíva kavaléria?",3
Čo by ste priemerného Babylončana nenašli robiť?,4
Ktoré z nasledujúcich možností boli určené len pre kňazov?,1
Kedy získal kráľ Tutanchamón slávu?,3
Čo spravilo z kráľa Tutanchamóna egyptského dobre známeho kráľa?,1
Čo grécky básnik Homér nemohol?,2
Ktorý slávny Grék je známy kvôli niečomu inému ako kvôli literatúre?,3
Kde trávila hebrejská rodina väčšinu času?,1
Čo pre hebrejskú rodinu nebolo veľmi podstatné?,3
Ktorá z nasledujúcich možností sa neopisuje ako rozdiel medzi škandinávskymi krajinami?,2
Kto sa ako prvý usadil v Grónsku?,1
Ktorá skupina uprednostňovala stolovanie bez stoličiek?,3
Ktorá z nasledujúcich možností nebola súčasťou starovekej rímskej hostiny?,4
"Pri ktorej z nasledujúcich možností je na základe úryvku nepravdepodobné, že bude mať dlhotrvajúci účinok?",2
Čo podľa úryvku predchádza vzniku národa?,3
Ktoré tvrdenie o pevnosti Drukgyal Dzong nie je pravdivé?,1
Ktoré tvrdenie presne opisuje dôsledok požiaru v pevnosti Drukgyal Dzong?,1
Ktoré z nasledujúcich tvrdení o Kambodži je pravdivé?,4
Ktoré z nasledujúcich tvrdení presne opisuje invázie do Kambodže?,4
"Ktorú z nasledujúcich činností holandská východoindická spoločnosť nerobila, keď sa zdržiavala na Taiwane?",4
Čo sa potvrdilo Šimonosekiho zmluvou?,4
Ako sa meria hladina pH chemikálie?,3
Čo bolo odobraté z iónov vodíka?,4
Ktoré z nasledujúcich tvrdení neopisuje svorku levov presne?,3
Ktoré z nasledujúcich tvrdení neopisuje správanie levov presne?,4
Králiky sú bežnou korisťou ktorého typu predátora?,3
Ktorú z nasledujúcich možností bežne lovia menšie mačky?,1
Ktorá z nasledujúcich možností nie je súčasťou spôsobu lovu ocelota?,4
Ktorá z nasledujúcich možností neopisuje ocelota presne? ,3
Ktorá z nasledujúcich možností sa u tigra nepovažuje za jeho najsilnejšiu stránku?,2
Ktorá z nasledujúcich možností je podľa úryvku rozdielom medzi tigrami a levmi?,2
Čo urobil podľa úryvku Robert Hooke skôr ako iní biológovia?,1
Aký je pôvodný význam slova „bunka“?,2
Akú schopnosť má podľa úryvku väčšina zvierat?,2
Čo podľa úryvku niektoré zvieratá nemajú?,3
Čo pomáha rastlinám pri procese fotosyntézy?,4
Čo ľudia vydychujú a rastliny vdychujú?,4
Ktorý z nasledujúcich príkladov podľa úryvku bráni procesu evolúcie?,1
Ktoré z nasledujúcich tvrdení neopisuje proces speciácie presne? ,1
Ktorá časť obehového systému privádza krv do srdca?,4
Ktoré trubice sú v obehovom systéme najmenšie?,1
Ktorú z nasledujúcich možností zvyšuje schopnosť hmyzu sklopiť krídla dozadu?,2
"Ktorá z nasledujúcich možností nie je v úryvku spomenutá ako niečo, čo je ovplyvnené schopnosťou hmyzu lietať?",2
Ktorá z nasledujúcich charakteristík sa bežne nespája s dinosaurami?,2
Ktorá z nasledujúcich možností sa bežne nepovažuje za spoločnú charakteristiku vtákov a dinosaurov?,3
Ktorú časť rastlín cykasa mohol podľa úryvku Triceratops pravdepodobne požierať?,1
Ktorú z nasledujúcich možností podľa úryvku mohol Triceratops najpravdepodobnejšie požierať? ,2
Ktoré z nasledujúcich športov sú podľa úryvku pravdepodobne veľmi obľúbené v najsevernejších regiónoch Talianska?,1
V ktorých športoch Taliansko vyhralo na základe informácií v úryvku majstrovstvá sveta?,1
Po akej udalosti určité časti Luxemburska pripadli Belgicku?,2
Ktorá z nasledujúcich možností ovplyvnila neutralitu Luxemburska?,1
Koľko kilometrov štvorcových celkovej rozlohy Turecka je v Európe?,4
Koľko míľ je podľa úryvku Turecko dlhé?,4
Na čo sa používa latinský jazyk vo Vatikáne?,1
Na čo sa vo Vatikáne taliančina nepoužíva?,3
Ktorá z nasledujúcich možností má podľa úryvku prospech zo zmiešavania zvukov na sofistikovaných počítačoch?,1
V ktorej lokalite mala podľa úryvku väčšina domov splachovacie WC?,1
V ktorej z nasledujúcich lokalít sa našli pokročilé kanalizačné systémy?,1
"Ktorá z nasledujúcich možností spôsobuje, že korčuliar sa otočí?",1
Ktorá z nasledujúcich možností podľa úryvku presne opisuje priehlbinu na nožoch moderných ľadových korčúľ?,3
Aký proces podľa úryvku umožňuje atómom zbaviť sa nadbytočnej energie zo svetla?,4
"Čo spôsobuje, že atóm emituje fotón?",2
"Čo podľa úryvku spôsobí, že žiarovka prestane fungovať?",3
Čoho môže byť potenciálne nebezpečné sa dotknúť pri výmene žiarovky?,3
"Čo sa podľa úryvku stane, keď sa jadro rozdelí?",2
Ktorá z nasledujúcich možností reflektuje hovory na dlhú vzdialenosť späť dole na Zem,2
"Ktorá z nasledujúcich možností sa používa na to, aby sa teleskop dostal do vesmíru?",2
"Čo by sa malo zaznamenať o cyklickej udalosti, ak chcete sledovať plynúci čas?",2
Aký aspekt času sa podľa úryvku používa na porovnanie udalostí?,1
Čo sa podľa úryvku považuje za typické pre následníka trónu?,2
"Charles bol na základe informácií uvedených v úryvku prvým, ktorý urobil čo?",3
Z ktorej krajiny bola Trygvassonova flotila?,4
V akom období dejín Nemecko vyvíjalo silný kultúrny vplyv na Estónsko?,3
Čím bol ovplyvnený estónsky jazyk?,2
Na základe akého faktora sa počet hovoriacich hindského jazyka ako materinského jazyka podľa úryvku líši?,1
Ktoré z nasledujúcich tvrdení o hindčine a urdčine je pravdivé?,2
Ktorá z nasledujúcich možností neuvádza presný fakt o hangeulskej abecede?,1
Na čo bola nakoniec abeceda Hunmin Jeongeum zmenená?,2
Ktoré jazyky sú podľa úryvku ovplyvnené sanskritom?,4
Kvôli čomu bolo podľa úryvku použitie sanskritu obmedzené?,4
Ktoré z nasledujúcich tvrdení je podľa úryvku v súvislosti s gravitáciou na Io presné?,4
Ktoré z nasledujúcich tvrdení podľa úryvku presne opisuje vonkajšiu vrstvu Mesiaca?,3
Kde je podľa úryvku kôra Mesiaca najhrubšia?,3
Ktorej z nasledujúcich možností na základe úryvku určití ľudia veria?,3
"Čo sa stenčuje, ako sa vzďaľujete od stredu Slnka?",3
Ktorá časť slnka je podľa úryvku viditeľná zo Zeme?,3
Ktoré z nasledujúcich pozorovaní pomohli potvrdiť Kopernikovu teóriu?,1
Ktorú z nasledovných možností pozoroval Galileo Galilei v roku 1610?,2
Odkiaľ sa podľa úryvku hromadí voda v rieke Amazonke?,1
Aká pocta sa nepripisuje rieke Amazonke?,3
V akej oblasti spomenutej v úryvku pracuje najmenší počet Venezuelčanov?,3
Ktorý sektor podľa úryvku zamestnáva najväčší počet Venezuelčanov?,1
Čo podľa úryvku umožňuje hviezdam robiť fúzia?,3
Ktorú z nasledujúcich možností by vytvoril užitočný fúzny reaktor?,4
Aké je chemické zloženie vody?,4
"Keď voda mení skupenstvo, čo zostáva rovnaké?",1
Ktorá z nasledujúcich možností podľa úryvku nebola pre trinásť štátov problémom pri zavádzaní zákonov?,1
Ktoré tvrdenie podľa úryvku presne odráža stav centrálnej vlády počas revolúcie?,3
Ako sú napísané slová na zadnej strane Deklarácie nezávislosti?,3
Pre ktorú z možností je známy Singapur?,1
Čo je Vanda Miss Joaquim?,2
Ktorými vlastnosťami pyramíd v Gize podľa úryvku starí Egypťania z Novej ríše pravdepodobne neboli uchvátení?,2
Odkiaľ podľa úryvku zostupujú bylinožravce kvôli dažďom?,2
Ktoré územie podľa úryvku bylinožravce opustia okolo apríla?,2
Operácia Seelöwe bola inváziou ktorej krajiny?,2
Ako Nemecko nazvalo útok na Britániu?,2
Čo sa nespomína ako potrebný krok pri plánoch Talianska zmocniť sa afrických krajín?,2
Čo sa podľa úryvku považovalo za taliansky primárny cieľ vojny?,1
Kto nadviazal priateľské vzťahy s útočníkmi?,2
Kto boli Spojenci zapojení do operácie Dragoon?,1
"Vývoj akej technológie spôsobil, že ponorky začali ustupovať pod vodu?",4
V akej oblasti mali ponorky na začiatku používania veľmi obmedzený dosah?,3
Kto podľa úryvku porušil zmluvu? ,4
Ktorú z nasledujúcich možností nevykonala Červená armáda?,3
Čo sa stalo hlavnému inžinierovi talianskej desiatej armády?,3
Kde bol zabitý Italo Balbo?,4
Ktorá z nasledujúcich techník je podľa úryvku dôležitou súčasťou tibetskej meditácie?,3
Ako sa podľa úryvku aktivujú čakry počas „základu“ tibetskej meditácie?,2
Kto predviedol počas programu druhú zbožnú pieseň?,4
Kto podľa úryvku predviedol zbožnú pieseň počas obetovania jedla?,2
Ktoré bolo počas večera predposledné vystúpenie?,1
Akej národnosti je Alessandro Safina?,4
Ktoré z nasledujúcich tvrdení nie je na základe úryvku pravdivé?,1
Kto sa podľa úryvku vyjadril k nepríjemnej horúčave?,2
Kde bol výpadok energie v dôsledku aktivity tsunami?,1
Ako bol podľa úryvku výpadkom energie zasiahnutý ostrov Tonga?,4
Kedy polícia použila svoje radarové pištole na meranie rýchlosti Jonnyho Reida?,1
Prečo bolo podľa úryvku pre novozélandskú políciu ťažké namerať rýchlosť Jonnyho Reida?,2
Kde sa nachádzalo epicentrum zemetrasenia vo vzťahu k Butte?,2
K čomu došlo počas nepokojov v Abu Ghraib?,4
Prečo sa iracké väzenie stalo známym? ,4
Aký typ podujatia sa mal konať na štadióne War Memorial v meste Maui?,3
Kto nakoniec poskytol vysvetlenie v súvislosti so zrušením podujatia?,2
Koho niektorí obyvatelia Biškeku považovali za zodpovedného za rabovanie?,3
Kto obvinil protestujúcich z juhu za rabovanie?,1
Kedy spoločnosť Ring zaznamenala zvýšený predaj?,1
Kedy sa Jamie Siminoff rozhodol rozbehnúť spoločnosť Ring?,1
Každá epizóda Each Reading Rainbow ponúkla deťom odporúčania na čo?,4
Čo mohlo prispieť k zrušeniu seriálu Reading Rainbow?,1
Ktorá z nasledujúcich možností nebola argumentom predstaviteľov Amsterdamu a múzea v súvislosti so stromom?,2
Pre ktorú možnosť by podľa hlavného inšpektora RSPCA v Novom Južnom Walese mali byť inšpekcie samozrejmosťou?,4
Čo by podľa úryvku mohlo pomôcť posilniť význam blaha zvierat pre austrálskych pracovníkov bitúnkov?,1
"Aké zamestnanie má podľa úryvku osoba, ktorú uväznili?",1
"Keď sa podľa úryvku šírili správy o ďalšom zatknutí, konali sa pohreby koľkých obetí?",2
Ktorá krajina v reakcii na protesty nepokročila so svojou podpísanou dohodou ACTA?,2
Ktorá z nasledujúcich krajín sa podľa úryvku rozhodla oddialiť proces vstupu do ACTA?,4
Koľko ľudí utrpelo zranenia v dôsledku prípadov prehriatia iPodov?,1
"Kto uviedol, že prípady prehriatia neboli veľmi závažné?",4
"Čo povedal Steve Jobs počas svojho prejavu, že Apple ide znovu vynájsť?",2
Čo bolo účelom dvojhodinového prejavu Stevea Jobsa?,3
Čo oznámila Cristina Fernandez de Kirchnerová v divadle Argentine Theatre?,1
Kde Cristina Fernandez de Kirchnerová oznámila svoj úmysel kandidovať?,3
Čo zistila ACMA v súvislosti so šou Big Brother?,1
"Aké parametre musia médiá spĺňať, aby sa považovali za internetový obsah?",2
Kto je šéfom austrálskej liberálnej strany?,2
Prečo Austrália ešte nemá jadrovoenergetický priemysel?,4
Ktorý(-á) korčuliar(-ka) súťažil(-a) s pomocou návadzača(-ky)?,3
Ktorá krajina obsadila desiate miesto v Super-G v triede stojacich žien?,1
Ktoré tvrdenie o Blakeovi podľa úryvku nie je presné?,2
Ktorá z uvedených možností sa Blakeovi nestala?,3
Na čo sa bude používať fond OSN pre globálne otepľovanie?,4
"Čo OSN podľa úryvku dúfa, že zachráni?",3
"Ktoré z nasledujúcich tvrdení Albert Muchanga nevyslovil ako niečo, čom sa ešte treba dohodnúť?",2
Prečo sa podľa úryvku môže začať obchodovať v júli?,2
Z čoho podľa úryvku The Atlanta Journal-Constitution obvinil výchovných pracovníkov?,3
Čo sa na základe informácií z úryvku nespomína v správe Atlanta Journal-Constitution?,4
Aké informácie sú podľa úryvku po bombových útokoch známe?,4
"Koľko zápasov odohral Jesus, odkedy v roku 2017 prestúpil do Manchester City?",4
Ktorý klub dostal za prestup Jesusa 27 miliónov libier?,1
Ktoré tvrdenie o hosťoch hostela nie je pravdivé?,4
Ktoré z nasledujúcich tvrdení podľa úryvku nie je pravdivé?,4
Aké informácie o zrážke sú na základe úryvku neisté?,1
Čo je podľa úryvku potrebné ešte určiť v súvislosti so zrážkou?,4
Na akom mieste v zozname najbohatších Američanov sa podľa úryvku kedysi umiestnil Batten?,3
Komu z nasledujúcich možností Batten niečo daroval?,2
Čo nie je súčasťou návrhu zákona podpísaného guvernérom Arnoldom Schwarzeneggerom?,3
"Kto podľa úryvku According prepočul to, čo sa rozprávalo?",3
Ktorá z nasledujúcich možností podľa úryvku pravdivo opisuje Millerovu skúsenosť na vypočúvaní?,2
"Kto navrhol, aby sa „zákon o čistom ovzduší“ zrevidoval?",3
"Kto vyvrátil, že by sa „zákon o čistom ovzduší“ používal ako predvolebné divadlo?",2
"Čo vytvorili zlúčeniny kyselina kyanurová a melamín, keď navzájom zreagovali, v moči mačiek?",3
Na pozorovanie čoho vedci použili infračervenú spektroskopiu?,2
Kto označil Lunu za „kráľovnú extrému“?,4
Kto označil Lunu za „šialenú“?,2
Čo sa nestalo vodičovi počas nehody?,3
"Čo nebolo tým, vďaka čomu hra Južnej Afriky počas rugbyového turnaja vynikla?",3
Kedy sa podľa úryvku začala hra Južnej Afriky zlepšovať?,4
Ktoré z nasledujúcich tvrdení podľa úryvku presne neodráža čínsku ekonomiku?,2
Kedy by Čína podľa úryvku mohla predstihnúť Spojené štáty americké?,2
Čo navrhol Hu rozvojovým krajinám?,4
Čo Hu nespomenul?,4
"Pre ktorú z nasledujúcich možností situácia nebola dobrá, ako povedal Veerman?",2
Kto nahradí vo vláde Huhnea?,1
Kto prevezme miesto ministra obchodu v dôsledku stíhania?,1
K čomu účinkujúci povzbudzujú publikum počas opery Camillea Saint-Saensa?,1
Hlavne kto počas opery fajčí marihuanové cigarety?,3
"Ako sa inak nazýva „výstup do vesmíru“, ktorý vykonal Leonov?",3
Sovietsku časť akej misie viedol Leonov?,2
Kto bol zranený pri zrážke?,1
"Čo sa stalo ľuďom, ktorí boli účastníkmi nehody?",2
"Čo z nasledujúcich možností by spôsobilo úkaz, o ktorom vedci pracujúci na programe dúfali, že ho budú môcť pozorovať?",2
Hmotu ktorej z nasledujúcich možností vedci pozorovali?,4
Čo konzervatívci na základe úryvku nekritizujú?,2
Kto kritizuje s obnovou súvisiace zmluvy súvisiace so snahou o pomoc po hurikáne Katrina?,2
